,subjects,abstract,status_changed,eprint_status,related_url,rev_number,volume,metadata_visibility,title,official_url,date_type,eprintid,datestamp,pagerange,lastmod,userid,uri,full_text_status,refereed,ispublished,number,documents,publisher,divisions,type,date,dir,id_number,publication,creators,issn,contact_email,isbn,pages,book_title,pres_type,event_title,event_location,event_dates,event_type,place_of_pub,corp_creators,output_media,contributors
33,['HM'],"Tujuan utama survai mengenai pekerja anak di sektor perkebunan karet di Kabupaten Tulang Bawang Barat, Propinsi Lampung ini adalah untuk mendapatkan gambaran yang mendalam dan komprehensif mengenai situasi dan kondisi lingkungan mereka. Lokasi survai merupakan basis industri perkebunan Karet dalam skala kecil dan besar, termasuk industri pengolahannya. Responden adalah orang tua pekerja anak perkebunan karet. Informasi juga diperoleh dari informan kunci.  Analisis dilakukan dengan mengkaji seluruh data, membuat kategori, menyusun dan mengkaitkannya dengan tujuan survai. Persoalan ekonomi mendorong responden untuk membiarkan anak mereka terlibat dalam pekerjaan di perkebunan. Mayoritas pekerja anak di perkebunan berhenti sekolah. Persoalan transportasi dan kemampuan ekonomi orang tua menjadi masalah mendasar. Rata-rata, mereka menghabiskan empat jam sehari; atau empat hari dalam seminggu untuk bekerja di sektor ini. Jenis dan beban pekerjaan pekerja anak sangat beragam. Di perkebunan karet, pekerja anak melakukan kegiatan untuk: menyadap, menyiangi rumput liar, memberi cairan pada getah karet yang terkumpul, mengumpulkan getah karet, mengumpulkan sisa karet, membersihkan hama yang ada di sekitar pohon, memupuk, melakukan pembibitan, mengolah hasil getah karet serta membongkar muat hasil panen. Semakin besar atau tinggi usia anak, semakin banyak pula jenis pekerjaan mereka. Namun demikian, spesialisasi pekerjaan di dalam perkebunan hampir tidak ada. Setiap pekerja dapat melakukan apa saja bila ia mampu atau mau.",2019-05-09 03:07:23,archive,,7,,show,"PEKERJA ANAK DI SEKTOR PERKEBUNAN KARET 
DI KABUPATEN TULANG BAWANG BARAT",,published,11769,2019-05-09 03:07:23,447-478,2019-05-09 03:07:23,919,http://repository.lppm.unila.ac.id/id/eprint/11769,public,TRUE,pub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 11769, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24759', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 24759, 'uri': 'http://repository.lppm.unila.ac.id/id/file/106082', 'fileid': 106082, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-05-06 06:28:47', 'hash': '35ecd7941f6d1c2d0c2b24bdff14ec65', 'filename': 'Buku 2 + Cover.pdf', 'datasetid': 'document', 'filesize': 311025}], 'docid': 24759, 'main': 'Buku 2 + Cover.pdf'}]",,['FISIP7'],conference_item,2018-10-01,disk0/00/01/17/69,,,"[{'name': {'given': 'Usman Raidar', 'honourific': None, 'family': 'Usman Raidar', 'lineage': None}, 'id': 'sosiologifisip@fisip.unila.ac.id'}, {'id': 'ikram_badila@yahoo.com', 'name': {'given': 'Ikram', 'lineage': None, 'family': 'Ikram', 'honourific': None}}]",,ikram_badila@yahoo.com,,,,paper,20 Tahun Reformasi Indonesia dalam Perspektif Sosiologi,Makassar,25-26 Oktober 2018,conference,,['Ikatan Sosiologi Indonesia'],,
34,"['H1', 'HM']",,2023-05-15 06:47:32,archive,,9,,show,Pelepasan Hak Atas Tanah  Studi Kasus Mekanisme Pelaksanaan dan Sikap Proaktif Masyarakat  dalam Pelaksanaan Pelepasan Hak Atas Tanah,,published,51623,2023-05-15 06:47:32,,2023-05-15 06:47:32,720,http://repository.lppm.unila.ac.id/id/eprint/51623,public,,pub,,"[{'main': 'Penelitian Pelepasan Hak Tanah.pdf', 'docid': 249496, 'files': [{'filesize': 496853, 'datasetid': 'document', 'mtime': '2023-05-15 02:46:38', 'hash_type': 'MD5', 'hash': '452cafcc4dd7fa63461ad751293b4551', 'filename': 'Penelitian Pelepasan Hak Tanah.pdf', 'fileid': 611511, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/611511', 'objectid': 249496}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/249496', 'rev_number': 1, 'eprintid': 51623, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",DIPA FISIP Universitas Lampung,['FISIP7'],other,2018-08,disk0_bak/00/05/16/23,,,"[{'id': 'sosiologifisip@fisip.unila.ac.id', 'name': {'given': 'Usman Raidar', 'family': 'Usman Raidar', 'honourific': None, 'lineage': None}}, {'name': {'honourific': None, 'family': 'Ikram', 'lineage': None, 'given': 'Ikram'}, 'id': 'ikram_badila@yahoo.com'}, {'id': 'htyiluh@yahoo.co.id', 'name': {'honourific': None, 'family': 'Hartoyo', 'lineage': None, 'given': 'Hartoyo'}}, {'name': {'given': 'Anita', 'honourific': None, 'family': 'Anita Damayantie', 'lineage': None}, 'id': 'anita.damayanti@fisip.unila.ac.id'}, {'name': {'given': 'Asnani', 'family': 'Asnani', 'honourific': None, 'lineage': None}, 'id': 'asnani@fisip.unila.ac.id'}]",,,,,,,,,,,,,,
35,['H1'],"This study aims to analyze the forms and processes of socio-cultural change that
occurred in the people of Lingai Village, Menggala Timur District, Tulang Bawang
Regency, Lampung Province after the establishment of the oil palm industry (PT Menggala
Sawit Indo) in the area. The method used in this research is qualitative method. Data
collection is done by observation, in-depth interviews, and documentation. Taking
informants using the snow ball technique, so as to obtain as many as 23 informants
consisting of village officials, religious leaders, youth leaders, community leaders, and the
general public. The results showed that the existence of palm oil industry in the countryside
caused socio-cultural changes as follows: a) changes in courtesy, especially young people,
however, in broad outline aspects of culture, language, and manners did not experience
significant changes; b) changes in the intensity and number of people working together; c)
intra and inter-community interactions that are getting better and the formation of
integration in the community; d) the lively religious life and the abandonment of the old
belief system; e) changes in consumption patterns and people's lifestyles; f) the increasing
work ethic of the community; g) the formation of new social classes, namely factory workers
who look successful occupy a new social status position and the occurrence of social
mobility of society, especially in terms of their income and social status; h) the development
of economic organizations; i) the development of new livelihoods in the non-agricultural
sector; j) the emergence of social problems, such as gambling and alcoholic beverages; and
k) changes in the way people view health and increase social security for health, especially
for people who work in factories.
Keywords: socio-cultural change, industrial, rural",2019-05-14 08:04:20,archive,[{'url': 'http://jurnal.fisip.unila.ac.id/'}],8,20.0,show,"PERUBAHAN SOSIAL BUDAYA MASYARAKAT PASCA BERDIRINYA
INDUSTRI KELAPA SAWIT DI PERDESAAN",http://jurnal.fisip.unila.ac.id/index.php/sosiologi,published,12602,2019-05-14 08:04:20,81-93,2019-05-14 08:04:20,1144,http://repository.lppm.unila.ac.id/id/eprint/12602,public,TRUE,pub,2,"[{'files': [{'datasetid': 'document', 'filesize': 181769, 'fileid': 111699, 'mime_type': 'application/pdf', 'mtime': '2019-05-10 07:41:35', 'hash_type': 'MD5', 'filename': '3. Damar.pdf', 'hash': 'a3111c9eaffa8bc1749d46c161cf8aeb', 'objectid': 25586, 'uri': 'http://repository.lppm.unila.ac.id/id/file/111699'}], 'docid': 25586, 'main': '3. Damar.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/25586', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 12602, 'mime_type': 'application/pdf', 'language': 'en'}, {'language': 'en', 'mime_type': 'text/html', 'security': 'public', 'placement': 2, 'eprintid': 12602, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25587', 'rev_number': 2, 'format': 'text', 'pos': 2, 'files': [{'datasetid': 'document', 'filesize': 11754, 'mime_type': 'text/html', 'fileid': 111705, 'hash': 'b728b20d843874c44319aebc3fa9bd06', 'filename': 520, 'hash_type': 'MD5', 'mtime': '2019-05-10 07:41:59', 'objectid': 25587, 'uri': 'http://repository.lppm.unila.ac.id/id/file/111705'}], 'docid': 25587, 'main': 520}]",Universitas Lampung,['FISIP7'],article,2018-09-01,disk0/00/01/26/02,,Sosiologi: Jurnal Ilmiah Kajian Ilmu Sosial dan Ilmu Budaya,"[{'id': 'damar.wibisono@fisip.unila.ac.id', 'name': {'family': 'damar wibisono', 'honourific': None, 'lineage': None, 'given': 'DW'}}]",1411-0040,,,,,,,,,,,,,
36,['HM'],"This study aims to analyze the forms and processes of socio-cultural change that occurred in the people of Lingai Village, Menggala Timur District, Tulang Bawang Regency, Lampung Province after the establishment of the oil palm industry (PT Menggala Sawit Indo) in the area. The method used in this research is qualitative method. Data collection is done by observation, in-depth interviews, and documentation. Taking informants using the snow ball technique, so as to obtain as many as 23 informants consisting of village officials, religious leaders, youth leaders, community leaders, and the general public. The results showed that the existence of palm oil industry in the countryside caused socio-cultural changes as follows: a) changes in courtesy, especially young people, however, in broad outline aspects of culture, language, and manners did not experience significant changes; b) changes in the intensity and number of people working together; c) intra and inter-community interactions that are getting better and the formation of integration in the community; d) the lively religious life and the abandonment of the old belief system; e) changes in consumption patterns and people's lifestyles; f) the increasing work ethic of the community; g) the formation of new social classes, namely factory workers who look successful occupy a new social status position and the occurrence of social mobility of society, especially in terms of their income and social status; h) the development of economic organizations; i) the development of new livelihoods in the non-agricultural sector; j) the emergence of social problems, such as gambling and alcoholic beverages; and k) changes in the way people view health and increase social security for health, especially for people who work in factories.",2021-06-03 08:23:26,archive,,6,20.0,show,PERUBAHAN SOSIAL BUDAYA MASYARAKAT PASCA BERDIRINYA INDUSTRI KELAPA SAWIT DI PERDESAAN,http://jurnalsosiologi.fisip.unila.ac.id/index.php/jurnal,published,31884,2021-06-03 08:23:26,81-93,2021-06-03 08:23:26,1144,http://repository.lppm.unila.ac.id/id/eprint/31884,public,TRUE,pub,2,"[{'security': 'public', 'placement': 1, 'eprintid': 31884, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 130677, 'fileid': 377420, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-06-03 07:51:20', 'hash': 'cdbb25d4e122ea8d2f9fa89168829603', 'filename': '9-Article Text-330-1-10-20210406_2.pdf', 'objectid': 144386, 'uri': 'http://repository.lppm.unila.ac.id/id/file/377420'}], 'main': '9-Article Text-330-1-10-20210406_2.pdf', 'docid': 144386, 'uri': 'http://repository.lppm.unila.ac.id/id/document/144386', 'rev_number': 1, 'format': 'text', 'pos': 1}]","<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Jurusan Sosiologi FISIP Unila</font></font>",['FISIP7'],article,2018-09,disk0/00/03/18/84,,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Sosiologi: Jurnal Ilmiah Kajian Ilmu Sosial dan Budaya</font></font>","[{'name': {'given': 'DW', 'lineage': None, 'honourific': None, 'family': 'damar wibisono'}, 'id': 'damar.wibisono@fisip.unila.ac.id'}]","<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">1411-0040</font></font>",,,,,,,,,,,,,
37,['HM'],"This  study  aims  to  analyze  the  forms  and  processes of  socio-cultural  change  that occurred  in  the  people  of  Lingai  Village,  Menggala Timur  District,  Tulang  Bawang Regency, Lampung Province after the establishment of the oil palm industry (PT Menggala Sawit  Indo)  in  the  area.  The  method  used  in  this  research  is  qualitative  method.  Data collection   is   done   by   observation,   in-depth   interviews,   and   documentation.   Taking informants  using  the  snow  ball  technique,  so  as  to obtain  as  many  as  23  informants consisting  of  village  officials, religious  leaders, youth  leaders,  community leaders,  and  the general public. The results showed that the existence of palm oil industry in the countryside caused socio-cultural changes as follows: a) changes in courtesy, especially young people, however,  in  broad  outline  aspects  of  culture,  language,  and  manners  did  not  experience significant changes; b) changes in the intensity and number of people working together; c) intra  and  inter-community  interactions  that  are  getting  better  and  the  formation  of integration  in  the  community;  d)  the  lively  religious  life  and  the  abandonment  of  the  old belief  system;  e)  changes  in  consumption  patterns  and  people's  lifestyles;  f)  the  increasing work ethic of the community; g) the formation of new social classes, namely factory workers who  look  successful  occupy  a  new  social  status  position  and  the  occurrence  of  social mobility of society, especially in terms of their income and social status; h) the development of  economic  organizations;  i)  the  development  of  new  livelihoods  in  the  non-agricultural sector; j) the emergence of social problems, such as gambling and alcoholic beverages; and k) changes in the way people view health and increase social security for health, especially for people who work in factories. 

Keywords: socio-cultural change, industrial, rural.",2021-12-03 01:06:50,archive,,6,20.0,show,PERUBAHAN SOSIAL BUDAYA MASYARAKAT PASCA BERDIRINYAINDUSTRI KELAPA SAWIT DI PERDESAAN,https://jurnalsosiologi.fisip.unila.ac.id/index.php/jurnal,published,37119,2021-12-03 01:06:50,81-93,2021-12-03 01:06:50,1144,http://repository.lppm.unila.ac.id/id/eprint/37119,public,TRUE,pub,2,"[{'main': 'document.pdf', 'docid': 158030, 'files': [{'objectid': 158030, 'uri': 'http://repository.lppm.unila.ac.id/id/file/425555', 'fileid': 425555, 'mime_type': 'application/pdf', 'mtime': '2021-12-02 17:38:00', 'hash_type': 'MD5', 'hash': 'cdbb25d4e122ea8d2f9fa89168829603', 'filename': 'document.pdf', 'datasetid': 'document', 'filesize': 130677}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/158030', 'rev_number': 1, 'eprintid': 37119, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",Universitas Lampung,['FISIP7'],article,2018-09,disk0/00/03/71/19,,Sosiologi: Jurnal Ilmiah Kajian Ilmu Sosial dan Ilmu Budaya,"[{'name': {'given': 'DW', 'family': 'damar wibisono', 'honourific': None, 'lineage': None}, 'id': 'damar.wibisono@fisip.unila.ac.id'}]",1411-0040,,,,,,,,,,,,,
38,['HM'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional Terindex Sinta 5,2021-12-09 06:38:52,archive,,9,,show,Perubahan Sosial Budaya Masyarakat Pasca Berdirinya Industri Kelapa Sawit di Perdesaan,,,37209,2021-12-09 06:38:52,,2021-12-09 06:38:52,1144,http://repository.lppm.unila.ac.id/id/eprint/37209,public,,pub,,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158110', 'main': '1. September 2018.pdf', 'docid': 158110, 'files': [{'objectid': 158110, 'uri': 'http://repository.lppm.unila.ac.id/id/file/426235', 'mime_type': 'application/pdf', 'fileid': 426235, 'hash': '0739ae4e37c71f4304607d6885930f99', 'filename': '1. September 2018.pdf', 'hash_type': 'MD5', 'mtime': '2021-12-08 22:09:27', 'datasetid': 'document', 'filesize': 2327578}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 37209, 'placement': 1, 'security': 'public'}]",Jurusan Sosiologi FISIP Unila,['FISIP7'],other,2018,disk0/00/03/72/09,,,"[{'id': 'damar.wibisono@fisip.unila.ac.id', 'name': {'given': 'DW', 'family': 'damar wibisono', 'honourific': None, 'lineage': None}}]",,,,,,,,,,,,,,
39,"['H1', 'HM']",Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Laporan Penelitian,2021-12-09 11:10:14,archive,,8,,show,Strategi Penangan Kemiskinan di Kabupaten Tulang Bawang Barat,,,37224,2021-12-09 11:10:14,,2021-12-09 11:10:14,1144,http://repository.lppm.unila.ac.id/id/eprint/37224,public,,unpub,,"[{'docid': 158125, 'main': '1. Agustus 2018.pdf', 'files': [{'objectid': 158125, 'uri': 'http://repository.lppm.unila.ac.id/id/file/426361', 'datasetid': 'document', 'filesize': 1852547, 'fileid': 426361, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-12-09 07:28:22', 'hash': '5e413ad5d7bf18e4d02dff59480bb147', 'filename': '1. Agustus 2018.pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158125', 'rev_number': 1, 'eprintid': 37224, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",FISIP Universitas Lampung,['FISIP7'],other,2018,disk0/00/03/72/24,,,"[{'id': 'damar.wibisono@fisip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'damar wibisono', 'given': 'DW'}}]",,,,,,,,,,,,,,
40,['HM'],"Masalah kemiskinan menjadi masalah klasik yang perlu dicari jalan keluarnya. Telah banyak kebijakan dan program penanggulangan kemiskinan yang dikeluarkan oleh pemerintah, swasta, LSM, dan komponen masyarakat lainnya. Namun pada kenyataannya masalah tersebut belum terselesaikan hingga saat ini. Pemerintah Kabupaten Tulang Bawang Barat dalam penyelenggaraan pemerintahannya masih mengalami permasalahan mendasar dengan meningkatnya jumlah penduduk miskin. Upaya penanggulangan kemiskinan yang telah ditempuh selama ini masih belum optimal dalam menurunkan angka kemiskinan. Secara universal, aspek kemanusiaan merupakan alasan utama untuk merumuskan kembali dan menata program penanggulangan kemiskinan yang komprehensif dalam memenuhi hak asasi manusia untuk pemenuhan kebutuhan dasarnya. Untuk itu, kerjasama semua pihak baik itu pemerintah, swasta, LSM, dan perguruan tinggi menjadi aspek utama dalam upaya penangan kemiskinan di Kabupaten Tulang Barat.
Tujuan dalam penelitian ini adalah untuk mengetahui, menganalisis, dan mendeskripsikan tentang strategi penanganan kemiskinan di Kabupaten Tulang Bawang Barat.
Penelitian ini menggunakan pendekatan studi deskriptif analisis. Melalui pendekatan ini diharapkan dapat memberikan gambaran tentang fenomena- fenomena yang terdapat di seputar fokus penelitian dengan diikuti analisis-analisis dengan tujuan untuk melakukan interpretasi yang lebih dalam tentang hubungan dari fenomena-fenomena yang terjdi. Sehingga hasil studi deskriptif analisis ini dapat dilakukan kajian, menyusun visi, misi, kebijakan dan strategi penangan kemiskinan di Kabupaten Tulang Bawang Barat.
Berdasarkan hasil penelitan, strategi yang dapat dilaksanakan Pemerintah Daerah Kabupaten Tulang Bawang Barat untuk mengatasi masalah kemiskinan antara lain: strategi pemenuhan kebutuhan dasar, Strategi memperbaiki program perlindungan sosial, strategi pemberdayaan kelompok masyarakat miskin, strategi pembangunan inklusif, strategi penguatan kelembagaan penanggulangan kemiskinan, dan strategi reorientasi kebijakan. Sementara untuk skenario dan rencana aksi penanggulangan kemiskinan dapat dilakukan dengan cara kebijakan penganggaran, kebijakan integrasi perencanaan, kebijakan penguatan kelembagaan TKPK, kebijakan rencana aksi pemenuhan hak dasar, mekanisme pelaksanaan rencana aksi, pelaksanaan rencana aksi, pelembagaan rencana aksi, jaringan kerja pelaksanaan rencana aksi, penganggaran rencana aksi, optimalisasi peluang dana sosial lainnya, dan mengantisipasi hambatan-hambatan rencana aksi

Kata Kunci: Strategi, Penangan Kemiskinan, Kabupaten Lampung Barat",2021-12-20 01:42:01,archive,,8,,show,STRATEGI PENANGANAN KEMISKINAN DI KABUPATEN TULANG BAWANG BARA,,,37363,2021-12-20 01:42:01,,2021-12-20 01:42:01,1144,http://repository.lppm.unila.ac.id/id/eprint/37363,public,,unpub,,"[{'files': [{'mime_type': 'application/pdf', 'fileid': 427360, 'hash': '0b9187fbdd14f6bbc0bfea3a1cb565ae', 'filename': 'Damar Wibisono_2018.pdf', 'mtime': '2021-12-19 15:56:59', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1761958, 'objectid': 158276, 'uri': 'http://repository.lppm.unila.ac.id/id/file/427360'}], 'main': 'Damar Wibisono_2018.pdf', 'docid': 158276, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158276', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 37363, 'language': 'en', 'mime_type': 'application/pdf'}]",Fakultas Ilmu Sosial dan Ilmu Politik Universitas Lampung,['FISIP7'],other,2018,disk0/00/03/73/63,,,"[{'name': {'given': 'DW', 'honourific': None, 'family': 'damar wibisono', 'lineage': None}, 'id': 'damar.wibisono@fisip.unila.ac.id'}, {'id': 'suwarno.1965@fisip.unila.ac.id', 'name': {'family': 'Suwarno', 'honourific': None, 'lineage': None, 'given': 'Suwarno'}}, {'name': {'given': 'Abdulsyani', 'lineage': None, 'family': 'Abdulsyani', 'honourific': None}, 'id': 'abdul.syani@fisip.unila.ac.id'}, {'name': {'given': 'Pairulsyah', 'family': 'Pairulsyah', 'honourific': None, 'lineage': None}, 'id': 'pairulsyah.1963@fisip.unila.ac.id'}, {'id': 'fuad.abdulgani87@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Fuad Abdulgani', 'given': 'Fuad'}}]",,,,,,,,,,,,,,
41,['H1'],"Abstrak
Tulisan ini ingin menguraikan penerapan Participatory Learning and Action bagi perempuan dalam mengelola dampak pembangunan terutama pembangunan jalan tol trans sumatera di Desa Sabah Balau. Participatory Learning and Action (PLA)  merupakan bentuk baru dari metode pemberdayaan masyarakat yang dikenal dengan “learning by doing” atau belajar sambil bekerja. Prinsip dasar dari metode ini adalah menggunakan pendekatan partisipasi penuh seluruh audiens. Dalam PLA, tim lebih berfungsi sebagai fasilitator dan pengetahuan datang dari Perempuan desa Sabah Balau. Tim bertugas untuk memancing perempuan desa Sabah Balau agar dapat mengeluarkan ide-ide dan mendorong yang pasif untuk lebih aktif dalam mengelola dampak dari pembangunan jalan tol trans sumatera. Hal ini karena kaum perempuan dalam pembangunan sering kali diabaikan bahkan dianggap tidak memiliki peran. Akan tetapi kaum perempuan adalah subjek yang rentan terdampak dari adanya program pembangunan jalan tol trans sumatera. Adapun tujuan kegiatan ini yaitu,pertama, menambah kapasitas perempuan desa Sabah Balau dalam mengidentifikasi dampak pembangunan jalan tol trans sumatera. Kedua, meningkatkan kapasitas perempuan desa Sabah Balau dalam mengelola dampak pembangunan jalan tol trans sumatera. Ketiga, dikuasainya pengetahuan dan kemampuan konseptual dan teknis oleh perempuan Desa dalam mengelola dampak pembangunan jalan tol trans sumatera.
Kata Kunci: Metode Pemberdayaan PLA, Perempuan Desa, Dampak Pembangunan.",2019-05-14 08:29:24,archive,,7,,show,PENERAPAN PARTICIPATORY LEARNING AND ACTION BAGI PEREMPUAN DALAM MENGELOLA DAMPAK PEMBANGUNAN JALAN TOL TRANS SUMATERA,http://lppm.unila.ac.id,published,12804,2019-05-14 08:29:24,36-40,2019-05-14 08:29:24,294,http://repository.lppm.unila.ac.id/id/eprint/12804,public,TRUE,pub,,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25777', 'rev_number': 1, 'main': 'artikel prosiding seminar hasil pengabdian (dewi).docx', 'docid': 25777, 'files': [{'filesize': 185045, 'datasetid': 'document', 'mtime': '2019-05-13 06:40:53', 'hash_type': 'MD5', 'hash': 'c40ec874b33f873a42fe7aa55d1bd4fa', 'filename': 'artikel prosiding seminar hasil pengabdian (dewi).docx', 'fileid': 112950, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/112950', 'objectid': 25777}], 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'eprintid': 12804, 'security': 'public', 'placement': 1}]",,['FISIP7'],conference_item,2018-11-27,disk0/00/01/28/04,,,"[{'name': {'honourific': None, 'family': 'dewi ayu hidayati', 'lineage': None, 'given': 'DAH'}, 'id': 'dewiayu.hidayati@fisip.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Benjamin', 'lineage': None, 'given': 'Benjamin'}, 'id': 'bensosunila@gmail.com'}, {'id': 'fuad.abdulgani87@gmail.com', 'name': {'given': 'Fuad', 'lineage': None, 'honourific': None, 'family': 'Fuad Abdulgani'}}, {'name': {'honourific': None, 'family': 'Selvi Diana', 'lineage': None, 'given': 'selvi'}, 'id': 'selvidiana@gmail.com'}]",,,,,,paper,Prosiding Seminar Hasil Pengabdian kepada Masyarakat Tahun 2018,Universitas Lampung,,conference,,,,
42,"['H1', 'HM', 'JS']","The objective of this research is to provide policy recommendation with regard to strategy
formulation for the development of community forests. The policy recommendation aims to
improve local people's economy, to alleviate poverty and to achieve community-reliance
through the utilization of community forest programs. This study is also aimed to strengthen
roles and functions of various institutions to be synergized in empowerment activities in line
with the jurisdiction of rights for management and utilization of community forest. This
research used descriptive qualitative approach. Data was collected from Tanggamus
Regency in Lampung Province of Indonesia through interviews. Secondary data was also
obtained from related sources: literature and government regulations. This study found that
the implementation of community forest policy is merely based on the government regulation.
Another finding is that empowerment practices undertaken in the community forest is still
lack of the involement of stakeholders. In addition, there is a positive impact in the practice of
community forest which can be seen from the level of public awareness to the forest and in
planting crops. Therefore, this research suggests that: first, there is the need of policy to
overcome bureaucratic system in applying the community forest management permits;
second, it needs a new formulation of budget to facilitate the community in the application of
the community forest management.",2018-11-15 03:05:53,archive,,9,,show,"STRATEGY FOR BUILDING COMMUNITY-RELIANCE IN MANAGING AND
UTILIZING COMMUNITY FORESTS THROUGH THE POLICY OF COMMUNITY
FORESTS DEVELOPMENT",https://doi.org/10.18551/rjoas.2018-07.36,published,9957,2018-11-15 03:05:53,,2019-09-11 06:14:39,294,http://repository.lppm.unila.ac.id/id/eprint/9957,public,TRUE,pub,,"[{'main': 'article_36.pdf', 'docid': 22971, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/93667', 'objectid': 22971, 'filesize': 244328, 'datasetid': 'document', 'hash': 'fe1383f4c9d1108685023bcfa6a6c987', 'filename': 'article_36.pdf', 'hash_type': 'MD5', 'mtime': '2018-11-15 01:42:58', 'mime_type': 'application/pdf', 'fileid': 93667}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22971', 'rev_number': 1, 'eprintid': 9957, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",RJOAS,['FISIP7'],article,2018-07-07,disk0/00/00/99/57,,STRATEGY FOR BUILDING COMMUNITY-RELIANCE IN MANAGING AND UTILIZING COMMUNITY FORESTS THROUGH THE POLICY OF COMMUNITY FORESTS DEVELOPMENT,"[{'id': 'dewiayu.hidayati@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'dewi ayu hidayati', 'lineage': None, 'given': 'DAH'}}, {'name': {'honourific': None, 'family': 'Benjamin', 'lineage': None, 'given': 'Benjamin'}, 'id': None}, {'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'given': 'Feni', 'lineage': None, 'family': 'Rosalia', 'honourific': None}}, {'id': 'dian.kagungan@fisip.unila.ac.id', 'name': {'family': 'Dian Kagungan', 'honourific': None, 'lineage': None, 'given': 'Dian'}}]",,,,,,,,,,,,,,
