,type,divisions,creators,dir,lastmod,userid,pagerange,datestamp,documents,pres_type,ispublished,refereed,uri,full_text_status,eprintid,event_title,date_type,event_location,related_url,status_changed,eprint_status,abstract,subjects,official_url,title,event_dates,metadata_visibility,rev_number,event_type,number,publisher,publication,issn,volume,id_number,isbn
63,conference_item,['FKIP11'],"[{'name': {'given': 'yulianti', 'honourific': None, 'family': 'dwi yulianti', 'lineage': None}, 'id': None}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Herpratiwi', 'lineage': None, 'given': 'Herpratiwi'}}, {'id': None, 'name': {'lineage': None, 'family': 'agustina ellyana', 'honourific': None, 'given': 'ellyana'}}]",disk0/00/00/87/95,2018-10-29 04:15:47,863,153-158,2018-10-29 04:15:47,"[{'pos': 1, 'format': 'text', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21875', 'main': 'Proceedings internasional jakarta 2.pdf', 'docid': 21875, 'files': [{'hash': '40890d7990bcfc3b6a4d77a174798857', 'filename': 'Proceedings internasional jakarta 2.pdf', 'mtime': '2018-09-05 22:49:23', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 85556, 'filesize': 8316075, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/85556', 'objectid': 21875}], 'mime_type': 'application/pdf', 'language': 'en', 'content': 'published', 'eprintid': 8795, 'placement': 1, 'security': 'public'}]",paper,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/8795,public,8795,International seminar on electronic and mobile learning,completed,Jakarta,[{'url': 'http://publikasi.mipastkipllg.com/admin/prosiding/Proceedings%20internasional%20jakarta%202.pdf'}],2018-10-29 04:15:47,archive,"Achievement of the objectives of lectures by Degeng (1989) was influenced by variable conditions and learning systems. Variable conditions include: 1) the characteristics of students, 2) subjects, and 3) problems. Student characteristics S2 in PPs TP FKIP Unila have a variety S1 graduation. There are from S1 medicine, obstetrics, pure Mathematics, economics, education and others. Behind  the  diversity there is in common work setting S2 students  who study at TP FKIP Unila PPs, that similarity is their work in the field of education. This means that there are differences in prior knowledge  S2  students  to  take  a  course in curriculum development and learning  system.  Differences initial knowledge in a lecture  needs  to  be addressed, including through the provision of assistance to students who do not come from the S1 education to  be  able  to take the classes in accordance with the contract  that  has been set. The next condition variable is a characteristic of the course curriculum development  and learning system. Characteristics of the course curriculum development and learning system for S2 students of TP FKIP Unila, in contrast to the same subject in different PPs. The specificity of the core subjects is unification hierarchies,  structural and combination of curriculum, development, and  its  relation to the learning system.  That requires a  device that is able to accommodate  the  characteristics  of  the  lecture content as intended.  Based on objective analysis  of lectures, student characteristics and  characteristics  variable subjects, concluded needed learning tools for curriculum development with an initial knowledge about curriculum content and its relation to learning systems, development presented by the hierarchy, structural and  composite.  The aspect of learning  as  defined had not yet  available. That requires the development of learning  aspects  that  can  achieve the course objectives  to  the  fullest. The research  objective  is to develop aspects appropriate in learning curriculum  development with student  characteristics S2 TP FKIP  Unila,  the characteristics  of  the  course  itself and  the existing constraints. To achieve the goal of the development is done using a model of R & D which  consists  of  the  stages  include product trials.  Activities  include individual and small group testing, field testing and dissemination in Lampung  province.  Development  produces textbooks that have content validity appropriate for lectures, reading level, the  attractiveness of the good category.",['L1'],http://publikasi.mipastkipllg.com/admin/prosiding/Proceedings%20internasional%20jakarta%202.pdf,The development of curriculum aspects,8 Agustus 2016,show,13,conference,,,,,,,
64,other,['FKIP11'],"[{'id': None, 'name': {'given': 'Nufus', 'lineage': None, 'family': 'hayati', 'honourific': None}}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'given': 'Herpratiwi', 'family': 'Herpratiwi', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'Dwi', 'lineage': None, 'honourific': None, 'family': 'Dwi Yulianti'}}]",disk0/00/03/85/30,2022-01-27 11:51:48,863,,2022-01-27 11:51:48,"[{'eprintid': 38530, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'development of chemical....pdf', 'docid': 159638, 'files': [{'objectid': 159638, 'uri': 'http://repository.lppm.unila.ac.id/id/file/436261', 'datasetid': 'document', 'filesize': 2950342, 'fileid': 436261, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-01-27 09:31:19', 'filename': 'development of chemical....pdf', 'hash': '4096da8af29cb5f2587d5d629fffd8d9'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159638'}]",,unpub,,http://repository.lppm.unila.ac.id/id/eprint/38530,public,38530,,,,,2022-01-27 11:51:48,archive,"The aim of this research is how to overcome the problems in teaching and learning at SMA N 6 grade X in mastering chemistry. The researcher developed the material teaching about computer-based learning media with a chemo edutainment (CET) approach. The research was development using a model ADDIE (Analysis, Design, Development, Implementation and Evaluations).The measurement results show that learning motivation is better after using CET chemical teaching materials on acid-base solution with an average of 77.92 while in the control class with an average of 63.78. The average value of the percent increase in learning outcomes in class X experiment was 63.26% while the average value of the control class was 46.95%.",['L1'],,PeerReview_Development of Chemical Teaching Materials for Acid and Base Solutions Based Chemo Edutainment for State High School Students of Class 6 of Bandar Lampung,,show,7,,,PeerReview,,,,,
65,other,['FKIP11'],"[{'id': None, 'name': {'given': 'Nufus', 'lineage': None, 'honourific': None, 'family': 'hayati'}}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Herpratiwi', 'lineage': None, 'given': 'Herpratiwi'}}, {'id': None, 'name': {'given': 'Dwi', 'lineage': None, 'honourific': None, 'family': 'Dwi Yulianti'}}]",disk0/00/03/85/03,2022-01-27 08:01:08,863,,2022-01-27 08:01:08,"[{'main': 'Similarity_Development of Chemical Teaching Materials for Acid and Base SolutionsBased Chemo Edutainment for State High School Students of Class 6 of Bandar Lampung.pdf', 'docid': 159613, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/436048', 'objectid': 159613, 'filesize': 1034694, 'datasetid': 'document', 'filename': 'Similarity_Development of Chemical Teaching Materials for Acid and Base SolutionsBased Chemo Edutainment for State High School Students of Class 6 of Bandar Lampung.pdf', 'hash': '2ef748f7f54f893087e46434de009f7e', 'hash_type': 'MD5', 'mtime': '2022-01-27 05:08:07', 'mime_type': 'application/pdf', 'fileid': 436048}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159613', 'eprintid': 38503, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",,pub,,http://repository.lppm.unila.ac.id/id/eprint/38503,public,38503,,,,,2022-01-27 08:01:08,archive,"The aim of this research is how to overcome the problems in teaching and learning at SMA N 6 grade X in mastering chemistry. The researcher developed the material teaching about computer-based learning media with a chemo edutainment (CET) approach. The research was development using a model ADDIE (Analysis, Design, Development, Implementation and Evaluations).The measurement results show that learning motivation is better after using CET chemical teaching materials on acid-base solution with an average of 77.92 while in the control class with an average of 63.78.  The average value of the percent increase in learning outcomes in class X experiment was 63.26% while the average value of the control class was 46.95%.",['L1'],,"Similaritas_Development of Chemical Teaching Materials for Acid and Base SolutionsBased Chemo Edutainment for State High School 
Students of Class 6 of Bandar Lampung",,show,7,,,IOSR JRME,,,,,
66,article,['FKIP11'],"[{'id': 'nufus@gmail.com', 'name': {'given': 'nufus', 'family': 'hayati', 'honourific': None, 'lineage': None}}, {'name': {'lineage': None, 'family': 'Herpratiwi', 'honourific': None, 'given': 'Herpratiwi'}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'id': None, 'name': {'given': 'Dwi', 'honourific': None, 'family': 'Dwi Yulianti', 'lineage': None}}]",disk0/00/03/23/32,2021-06-08 16:17:30,863,16-19,2021-06-08 16:17:30,"[{'docid': 146647, 'main': 'jurnal an  nufus.pdf', 'files': [{'mtime': '2021-06-08 12:48:24', 'hash_type': 'MD5', 'filename': 'jurnal an  nufus.pdf', 'hash': '1215c760481fce2392e90008c723bfe1', 'fileid': 382643, 'mime_type': 'application/pdf', 'filesize': 128338, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/382643', 'objectid': 146647}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/146647', 'rev_number': 1, 'eprintid': 32332, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/32332,public,32332,,,,,2021-06-08 16:17:30,archive,"The aim of this research is how to overcome the problems in teaching and learning at SMA N 6 grade X in mastering chemistry. The researcher developed the material teaching about computer-based learning media with a chemo edutainment (CET) approach. The research was development using a model ADDIE (Analysis, Design, Development, Implementation and Evaluations).The measurement results show that learning motivation is better after using CET chemical teaching materials on acid-base solution with an
average of 77.92 while in the control class with an average of 63.78.  The average value of the percent increase in learning outcomes in class X experiment was 63.26% while the average value of the control class was
46.95%.",['L1'],,Development of Chemical Teaching Materials for Acid and Base Solutions Based Chemo Edutainment for State High School Students of Class 6 of Bandar Lampung,,show,6,,3.0,International Organization of Scientific Research (IOSR),IOSR Journal of Research & Method in Education (IOSR-JRME),2320–7388,10.0,,
67,article,['FKIP11'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'musdalifa', 'given': 'musdalifa'}, 'id': None}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'given': 'Herpratiwi', 'lineage': None, 'family': 'Herpratiwi', 'honourific': None}}, {'id': None, 'name': {'honourific': None, 'family': 'Riswandi', 'lineage': None, 'given': 'Riswandi'}}]",disk0/00/03/23/34,2021-06-08 16:18:10,863,22-25,2021-06-08 16:18:10,"[{'main': 'Jurnal Muzdalifah.pdf', 'docid': 146653, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/382657', 'objectid': 146653, 'filename': 'Jurnal Muzdalifah.pdf', 'hash': '617b44b78d1e0396408ed74ed3e035dc', 'mtime': '2021-06-08 12:51:19', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 382657, 'filesize': 223017, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/146653', 'rev_number': 1, 'eprintid': 32334, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/32334,public,32334,,,,,2021-06-08 16:18:10,archive,"The aim of this research is to describe the development of interactive CD learning materials based on power points to improve students’ achievement in mastering IPA, especially the topic about the source of energy. The problems occurring in this research, students cannot master the material very well. Students did not
have interesting in learning and they just had active in their activities. The research used is research and
development. In collecting the data, the researcher had three types, observation, interview, and test. The results showed that the interactive CD learning material that was developed met the requirements in accordance with the steps of development. Media validation results and material validation results are shown with an average
score of 79.8% and 87.2% respectively.Student responses to interactive learning materials scored 81.75% in
small-scale trials while large-scale trials scored 85%. Then the teacher responses scored 71.7% and 80.48%,
respectively.",['L1'],,"Development of Power Point Based CD Interactive Teaching
Materials to Improve Student Learning Results",,show,6,,6.0,International Organization of Scientific Research (IOSR),IOSR Journal of Research & Method in Education (IOSR-JRME),2320–7388,9.0,,
68,article,['FKIP11'],"[{'name': {'lineage': None, 'family': 'nandang kosasih ananda', 'honourific': None, 'given': 'nandang'}, 'id': None}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Herpratiwi', 'given': 'Herpratiwi'}}]",disk0/00/00/87/80,2018-10-26 10:09:14,863,56-75,2018-10-26 10:09:14,"[{'mime_type': 'application/xml', 'language': 'en', 'content': 'published', 'eprintid': 8780, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 4, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21860', 'docid': 21860, 'main': 'pdf', 'files': [{'hash': 'c65a2ea7e29667eccea24372c83cbcca', 'filename': 'pdf', 'hash_type': 'MD5', 'mtime': '2018-08-31 21:26:21', 'mime_type': 'application/xml', 'fileid': 85459, 'filesize': 31248, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/85459', 'objectid': 21860}]}]",,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/8780,public,8780,,completed,,[{'url': 'http://www.ejournal.upi.edu/index.php/'}],2018-10-26 10:09:14,archive,"Pendidikan alternatif sebagai pilihan alternatif bagi masyarakat yang memiliki akses pendidikan terbatas, dan
pelaksanaan pendidikan alternatif memiliki kontribusi signifikan untuk mencapai tujuan pendidikan nasional.
Sejak pendidikan alternatif ada di Kota Bandar Lampung, tidak ada proses evaluasi yang dilakukan ke sekolah-sekolah pendidikan alternatif. Jadi, merupakan suatu keharusan untuk mengevaluasi sekolah-sekolah tersebut untuk mendapatkan informasi dalam membantu pembuat kebijakan untuk memiliki keputusan yang baik terkait dengan pendidikan alternatif di kota Bandar Lampung. Tujuan penelitian ini adalah untuk mendapatkan informasi dan mendeskripsikan secara empiris tentang pendidikan alternatif, dan memberikan rekomendasi
kepada instansi terkait seperti dinas pendidikan kabupaten tentang: (1) masyarakat, lembaga / lembaga pelaksana, dan persepsi siswa tentang pendidikan alternatif. (2) prestasi belajar siswa, (3) sistem pembelajaran,(3) faktor pendukung, dan (5) hambatan untuk melaksanakan pendidikan alternatif di Kota Bandar Lampung. Teknik purposive sampling digunakan dalam penelitian ini, dan data dikumpulkan dengan menggunakan kuesioner, wawancara mendalam, dan studi dokumentasi. Data dianalisis dengan menggunakan teknik
deskriptif kualitatif. Rekomendasi untuk masa yang akan datang: (1) Untuk siswa sekolah RoKiA (12 kelas)yang memiliki kompetensi dalam sains dapat mengembangkan minat dan kompetensi mereka, akan lebih baik bagi mereka untuk diizinkan oleh dinas pendidikan kabupaten untuk mengikuti ujian atau sains Paket C ujian yang setara, (2) Agar lebih efisien, akan lebih baik bagi sekolah RoKiA untuk memiliki rasio murid-guru sesuai dengan standar nasional atau setidaknya 1: 10, (3) Untuk melaksanakan artikel UU Guru No. 14/2005 8,9, dan 11, akan lebih baik bagi guru sekolah RoKiA untuk memiliki setidaknya kualifikasi akademik S1 atau
D4, dan sertifikat guru sebagai pendidik profesional, dan (4) pemerintah daerah harus lebih proaktif untuk memberikan perhatian dan dukungan terhadap alternatif lembaga pendidikan seperti sekolah RoKiA.",['L1'],http://www.ejournal.upi.edu/index.php/,EVALUASI PROGRAM PENDIDIKAN ALTERNATIF DI KOTA BANDAR LAMPUNG,,show,8,,1.0,upi,Jurnal Ilmu Pendidikan Pedagogia,e issn 2579-7700,16.0,,
69,other,['FKIP11'],"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'pebrianto', 'given': 'pebrianto'}}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'given': 'Herpratiwi', 'lineage': None, 'family': 'Herpratiwi', 'honourific': None}}, {'id': None, 'name': {'given': 'HF', 'lineage': None, 'family': 'Helmy Fitriawan', 'honourific': None}}]",disk0/00/03/85/29,2022-01-27 11:51:31,863,,2022-01-27 11:51:31,"[{'eprintid': 38529, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 159637, 'main': 'pengembangan multimedia......pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/436254', 'objectid': 159637, 'filesize': 3176109, 'datasetid': 'document', 'filename': 'pengembangan multimedia......pdf', 'hash': '0cdaf989ca92034f1674678f16719d6d', 'hash_type': 'MD5', 'mtime': '2022-01-27 09:29:12', 'mime_type': 'application/pdf', 'fileid': 436254}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159637'}]",,unpub,,http://repository.lppm.unila.ac.id/id/eprint/38529,public,38529,,,,,2022-01-27 11:51:31,archive,"Tujuan penelitian ini untuk mengembangkan multimedia materi hari raya agama buddha kelas VI Sekolah minggu buddhis. Pengembangan nultimedia dilatar belakangi oleh kebutuhan peserta didik dalam meningkatkan kualitas pembelajaran. Jenis kajian ini adalah penelitian dan pengembangan (research and development/R&D). Tahapan utama dalam penelitian dan pengembangan ini adalah (1) pengumpulan informasi dan penelitian pendahuluan; (2) perencanaan; (3) pengembangan produk; (4) pengujian terbatas, dan (5) revisi produk akhir. Populasi dalam penelitian ini adalah pendidik kelas VI Sekolah minggu buddhis Bodhisattva Bandar Lampung. Teknik pengambilan sampel yang digunakan adalah purposive sampling. Sampel penelitian adalah 5 (lima) guru dan 5 (lima) peserta didik kelas VI SMB Bodhisattva Bandar Lampung. Teknik pengumpulan data menggunakan observasi dan angket. Data dalam penelitian ini menggunakan teknik analisis deskriptif kualitatif. Berdasarkan hasil penelitian dan pembahasan dapat disimpulkan bahwa pengembangan materi multimedia materi hari raya Agama Buddha di Sekolah minggu buddhis bodhisattva layak untuk digunakan dalam pembelajaran. Hal tersebut berdasarkan hasil validasi ahli materi sebesar 78,10%, hasil validasi ahli desain sebesar 80,00%, hasil validasi ahli media sebesar 79,50%, hasil tanggapan kepada guru sebesar 83,71% dan hasil tanggapan peserta didik sebesar 84,28%.",['L1'],,PeerReview_Pengembangan Multimedia Pembelajaran Hari Raya Agama Buddha di Sekolah Minggu Buddhis Bodhisattva,,show,7,,,PeerReview,,,,,
70,article,['FKIP11'],"[{'name': {'given': 'pebrianto', 'lineage': None, 'honourific': None, 'family': 'pebrianto'}, 'id': None}, {'id': 'herpratiwi.1964@fkip.unila.ac.id', 'name': {'given': 'Herpratiwi', 'lineage': None, 'family': 'Herpratiwi', 'honourific': None}}, {'name': {'family': 'Helmy Fitriawan', 'honourific': None, 'lineage': None, 'given': 'HF'}, 'id': None}]",disk0/00/03/23/36,2021-06-08 16:18:22,863,,2021-06-08 16:18:22,"[{'files': [{'fileid': 382668, 'mime_type': 'application/pdf', 'mtime': '2021-06-08 12:54:00', 'hash_type': 'MD5', 'filename': '556-2076-1-PB (1).pdf', 'hash': '0bbc41f74e5789128c2fc1bfe0306046', 'datasetid': 'document', 'filesize': 959055, 'objectid': 146655, 'uri': 'http://repository.lppm.unila.ac.id/id/file/382668'}], 'main': '556-2076-1-PB (1).pdf', 'docid': 146655, 'uri': 'http://repository.lppm.unila.ac.id/id/document/146655', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 32336, 'mime_type': 'application/pdf', 'language': 'en'}]",,pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/32336,public,32336,,,,,2021-06-08 16:18:22,archive,"Tujuan penelitian ini untuk mengembangkan  multimedia materi hari raya agama buddha kelas VI Sekolah minggu buddhis. Pengembangan nultimedia dilatar belakangi oleh kebutuhan peserta didik dalam meningkatkan kualitas pembelajaran. Jenis kajian ini adalah penelitian dan pengembangan (research and development/R&D). Tahapan utama dalam penelitian dan pengembangan ini adalah (1) pengumpulan informasi dan penelitian pendahuluan; (2) perencanaan; (3) pengembangan produk; (4) pengujian terbatas, dan (5) revisi produk akhir. Populasi dalam penelitian ini adalah pendidik kelas VI Sekolah minggu buddhis Bodhisattva Bandar Lampung. Teknik pengambilan sampel yang digunakan adalah purposive sampling.
Sampel penelitian adalah 5 (lima) guru dan 5 (lima) peserta didik kelas VI SMB Bodhisattva Bandar
Lampung. Teknik pengumpulan data menggunakan observasi dan angket. Data dalam penelitian ini menggunakan teknik analisis deskriptif kualitatif. Berdasarkan hasil penelitian dan pembahasan dapat disimpulkan bahwa pengembangan materi multimedia materi hari raya Agama Buddha di Sekolah minggu buddhis bodhisattva layak untuk digunakan dalam pembelajaran. Hal tersebut berdasarkan hasil validasi ahli materi sebesar 78,10%, hasil validasi ahli desain sebesar 80,00%, hasil validasi ahli media sebesar 79,50%, hasil tanggapan kepada guru sebesar 83,71% dan hasil tanggapan peserta didik sebesar 84,28%.",['L1'],,"Pengembangan Multimedia Pembelajaran Hari Raya Agama Buddha 
di Sekolah Minggu Buddhis Bodhisattva",,show,6,,,,edukatif: jurnal ilmu pendidikan,2656-8071,,,
71,other,['FKIP11'],"[{'id': None, 'name': {'honourific': None, 'family': 'pebrianto', 'lineage': None, 'given': 'pebrianto'}}, {'name': {'given': 'Herpratiwi', 'lineage': None, 'honourific': None, 'family': 'Herpratiwi'}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'id': None, 'name': {'honourific': None, 'family': 'Helmy Fitriawan', 'lineage': None, 'given': 'HF'}}]",disk0/00/03/84/98,2022-01-27 08:00:57,863,,2022-01-27 08:00:57,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 38498, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159608', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 3632236, 'mime_type': 'application/pdf', 'fileid': 436010, 'filename': 'Similarity_Pengembangan Multimedia Pembelajaran Hari Raya Agama Buddha di Sekolah Minggu Buddhis Bodhisattva.pdf', 'hash': 'affea6d1ef1cb4ce1734987632ded37a', 'hash_type': 'MD5', 'mtime': '2022-01-27 04:54:59', 'objectid': 159608, 'uri': 'http://repository.lppm.unila.ac.id/id/file/436010'}], 'docid': 159608, 'main': 'Similarity_Pengembangan Multimedia Pembelajaran Hari Raya Agama Buddha di Sekolah Minggu Buddhis Bodhisattva.pdf'}]",,pub,,http://repository.lppm.unila.ac.id/id/eprint/38498,public,38498,,,,,2022-01-27 08:00:57,archive,"Tujuan penelitian ini untuk mengembangkan multimedia materi hari raya agama buddha kelas VI Sekolah minggu buddhis. Pengembangan nultimedia dilatar belakangi oleh kebutuhan peserta didik dalam meningkatkan kualitas pembelajaran. Jenis kajian ini adalah penelitian dan pengembangan (research and development/R&D). Tahapan utama dalam penelitian dan pengembangan ini adalah (1) pengumpulan informasi dan penelitian pendahuluan; (2) perencanaan; (3) pengembangan produk; (4) pengujian terbatas, dan (5) revisi produk akhir. Populasi dalam penelitian ini adalah pendidik kelas VI Sekolah minggu buddhis Bodhisattva Bandar Lampung. Teknik pengambilan sampel yang digunakan adalah purposive sampling. Sampel penelitian adalah 5 (lima) guru dan 5 (lima) peserta didik kelas VI SMB Bodhisattva Bandar Lampung. Teknik pengumpulan data menggunakan observasi dan angket. Data dalam penelitian ini menggunakan teknik analisis deskriptif kualitatif. Berdasarkan hasil penelitian dan pembahasan dapat disimpulkan bahwa pengembangan materi multimedia materi hari raya Agama Buddha di Sekolah minggu buddhis bodhisattva layak untuk digunakan dalam pembelajaran. Hal tersebut berdasarkan hasil validasi ahli materi sebesar 78,10%, hasil validasi ahli desain sebesar 80,00%, hasil validasi ahli media sebesar 79,50%, hasil tanggapan kepada guru sebesar 83,71% dan hasil tanggapan peserta didik sebesar 84,28%",['L1'],,"Pengembangan Multimedia Pembelajaran Hari Raya Agama Buddha 
di Sekolah Minggu Buddhis Bodhisattva",,show,7,,,edukatif: jurnal ilmu pendidikan,,,,,
72,other,['FKIP11'],"[{'name': {'given': 'efendi', 'lineage': None, 'family': 'refki', 'honourific': None}, 'id': 'refkieffendi@gmail.com'}, {'name': {'family': 'Herpratiwi', 'honourific': None, 'lineage': None, 'given': 'Herpratiwi'}, 'id': 'herpratiwi.1964@fkip.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Sugeng', 'given': 'Widodo'}, 'id': 'sugeng.widodo@fkip.unila.ac.id'}]",disk0/00/03/84/99,2022-01-27 08:01:00,863,,2022-01-27 08:01:00,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 38499, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/159609', 'rev_number': 1, 'docid': 159609, 'main': 'Similarity_Pengembangan LKPD Matematika Berbasis Problem Based Learning di Sekolah Dasar.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/436020', 'objectid': 159609, 'mtime': '2022-01-27 04:57:05', 'hash_type': 'MD5', 'hash': 'b9c1b08d66b95703e2506568a560a5f9', 'filename': 'Similarity_Pengembangan LKPD Matematika Berbasis Problem Based Learning di Sekolah Dasar.pdf', 'fileid': 436020, 'mime_type': 'application/pdf', 'filesize': 2865118, 'datasetid': 'document'}]}]",,pub,,http://repository.lppm.unila.ac.id/id/eprint/38499,public,38499,,,,,2022-01-27 08:00:59,archive,"Tujuan penelitian untuk mengembangkan LKPD Matematika berbasis Problem Based Learning Materi FPB dan KPK kelas V Sekolah Dasar. Pengembangan LKPD Matematika dilator belakangi oleh kebutuhan pembelajaran yang dapat meningkatkan kemampuan peserta didik dalam pemecahan masalah, kemampuan dalam berfikir kritis serta menumbuhkan rasa ingin tahu. Jenis penelitian ini adalah penelitian pengembangan (research and development/R&D). Tahapan utama dalam penelitian dan pengembangan ini adalah (1) pengumpulan informasi dan penelitian pendahuluan; (2) perencanaan; (3) pengembangan produk; (4) pengujian terbatas, dan (5) revisi produk akhir. Populasi dalam penelitian ini adalah pendidik kelas V SD Negeri kecamatan Tegineneng. Teknik pengambilan sampel yang digunakan adalah teknik purposive sampling. Sampel penelitian adalah 3 (tiga) guru kelas V SDN 28 Tegineneng, SDN 20 Tegineneng, dan SDN 1 Tegineneng. Teknik pengumpulan data menggunakan observasi dan angket. Teknik analisis data dalam penelitian ini menggunakan teknik analisis deskriptif kualitatif. Berdasarkan hasil penelitian dan pembahasan dapat disimpulkan bahwa pengembangan materi LKPD berbasis PBL di Sekolah Dasar sangat layak untuk digunakan dalam pembelajaran. Hal tersebut berdasarkan hasil validasi ahli materi sebesar 92,17%, hasil validasi ahli desain sebesar 86,67%, hasil validasi ahli media sebesar 89,56% dan hasil tes kepada guru sebesar 92,13%",['L1'],,Similaritas_Pengembangan LKPD Matematika Berbasis Problem Based Learning di Sekolah Dasar,,show,7,,,Jurnal Basicedu Journal of Elementary Education,,,,,
