,creators,dir,type,divisions,publisher,documents,ispublished,uri,full_text_status,lastmod,userid,datestamp,eprintid,title,place_of_pub,metadata_visibility,rev_number,status_changed,eprint_status,abstract,subjects,official_url,event_type,event_title,pagerange,pres_type,refereed,output_media,funders,event_dates,event_location,date_type,corp_creators,contributors,publication,related_url,issn,number,volume,id_number,contact_email,succeeds,monograph_type,pages,book_title,pedagogic_type,keywords
86,"[{'id': 'siti.suharyatun@fp.unila.ac.id', 'name': {'given': 'Siti', 'honourific': None, 'family': 'Suharyatun', 'lineage': None}}, {'id': 'Shandiasmara@yahoo.com', 'name': {'honourific': None, 'family': 'Asmara', 'lineage': None, 'given': 'Sandi'}}, {'name': {'honourific': None, 'family': 'Haryanto', 'lineage': None, 'given': 'Agus'}, 'id': 'agus.haryanto@fp.unila.ac.id'}, {'id': 'budianto.lanya@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Lanya', 'lineage': None, 'given': 'Budianto'}}, {'id': None, 'name': {'given': 'Teguh', 'lineage': None, 'family': 'Muhammad', 'honourific': None}}, {'name': {'given': 'Siti', 'family': 'Anisa', 'honourific': None, 'lineage': None}, 'id': None}]",disk0/00/01/01/56,article,['FP18'],,"[{'mime_type': 'image/jpeg', 'language': 'en', 'eprintid': 10156, 'security': 'public', 'placement': 1, 'format': 'image', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23161', 'rev_number': 1, 'docid': 23161, 'main': '001_b.jpg', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/94991', 'objectid': 23161, 'filesize': 373750, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2018-11-16 06:25:04', 'hash': '34094c6d2eb09ea6a493a6c7475d527f', 'filename': '001_b.jpg', 'fileid': 94991, 'mime_type': 'image/jpeg'}]}]",submitted,http://repository.lppm.unila.ac.id/id/eprint/10156,public,2018-11-16 17:27:33,45,2018-11-16 17:27:33,10156,EKONOMI MESIN PEMOTONG PADI (PADDY ANALISIS MOWER) TIPE GLX 328-RH,,show,7,2018-11-16 17:27:33,archive,"Ekonomi merupakan salah satu aspek yang harus dipertimbangkan dalam mengembangkan suatu alat atau mesin pertanian. Dalam mengembangkan mesin pemotong padi (paddy mower) untuk mengatasi kekurangan tenaga kerja dalam kegiatan pemanenan padi, analisis teknis dan ekonomis sangat penting dilakukan  untuk menilai kelayakan penggunaan mesin.",['S1'],,,,,,FALSE,,,,,submitted,,,Seminar Nasional PERTETA Yogya 2018,,,,,,,,,,,,
87,"[{'name': {'given': 'Siti', 'lineage': None, 'honourific': None, 'family': 'Suharyatun'}, 'id': 'siti.suharyatun@fp.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Asmara', 'lineage': None, 'given': 'Sandi'}, 'id': 'Shandiasmara@yahoo.com'}, {'id': 'budianto.lanya@fp.unila.ac.id', 'name': {'given': 'Budianto', 'honourific': None, 'family': 'Lanya', 'lineage': None}}, {'id': None, 'name': {'given': 'Rizky', 'lineage': None, 'family': 'Eprimal', 'honourific': None}}]",disk0_bak/00/04/93/76,other,['FP18'],"IOP Conf. Series: Earth and Environmental Science, 365. ISSN 1755-1315","[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 49376, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/188925', 'rev_number': 1, 'main': '11. Temperature distribution in the planum on the cocoa box dryer in-6-14.pdf.pdf', 'docid': 188925, 'files': [{'filesize': 1251100, 'datasetid': 'document', 'mtime': '2023-03-30 02:05:05', 'hash_type': 'MD5', 'filename': '11. Temperature distribution in the planum on the cocoa box dryer in-6-14.pdf.pdf', 'hash': 'ebf2086ed7e691e83ed1ef5905270cd4', 'fileid': 535977, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/535977', 'objectid': 188925}]}]",pub,http://repository.lppm.unila.ac.id/id/eprint/49376,public,2023-03-30 04:41:41,432,2023-03-30 04:41:41,49376,"SIMILARITY Temperature distribution in the planum on the cocoa box Dryer in Sidorejo Village, East Lampung Regency",,show,8,2023-03-30 04:41:41,archive,"One of the factors that influence the quality of the results of cocoa drying using a box dryer is the temperature distribution in the Planum. This study aims to study the distribution pattern of Planum temperature in cocoa box dryers. The study was conducted on a cocoa box dryer with a hot air suction system in Sidorejo village, Sekampung Udik sub-district, East Lampung. The parameters measured are temperatures at several points in the Planum space. Temperature measurements are carried out periodically during the cocoa drying period. The results showed that temperature distribution in the Planum room was quite evenly distributed with the average temperature during the cocoa drying period (12 hours) of (75.01 ± 1.85) °C. Drying temperature in drying chamber is (60.01±3.92)°C and moisture content of Cocoa is (8.06 ± 0.65 )%",['S1'],,,,,,,,,,,,,,,,,,,,,,,,,,
88,"[{'id': 'siti.suharyatun@fp.unila.ac.id', 'name': {'given': 'Siti', 'family': 'Suharyatun', 'honourific': None, 'lineage': None}}, {'id': 'Shandiasmara@yahoo.com', 'name': {'lineage': None, 'family': 'Asmara', 'honourific': None, 'given': 'Sandi'}}, {'name': {'honourific': None, 'family': 'Lanya', 'lineage': None, 'given': 'Budianto'}, 'id': 'budianto.lanya@fp.unila.ac.id'}, {'id': None, 'name': {'given': 'Rizky', 'lineage': None, 'family': 'Eprimal', 'honourific': None}}]",disk0/00/01/70/90,article,['FP18'],IOP Publishing,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 17090, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30184', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 1274052, 'fileid': 145028, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-11-18 14:18:27', 'hash': '40991f3a9280a9cbce8332db92e76acf', 'filename': 'Suharyatun_2019_IOP_Conf._Ser.__Earth_Environ._Sci._365_012023.pdf', 'objectid': 30184, 'uri': 'http://repository.lppm.unila.ac.id/id/file/145028'}], 'docid': 30184, 'main': 'Suharyatun_2019_IOP_Conf._Ser.__Earth_Environ._Sci._365_012023.pdf'}, {'formatdesc': 'Temperature distribution in the planum on the cocoa box dryer in Sidorejo Village, East Lampung Regency', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30185', 'rev_number': 3, 'format': 'archive', 'pos': 2, 'files': [{'filesize': 68605, 'datasetid': 'document', 'filename': 'meta', 'hash': '6d3e79aef3d4518c76b922846e06d810', 'hash_type': 'MD5', 'mtime': '2019-11-18 14:21:49', 'mime_type': 'text/html', 'fileid': 145043, 'uri': 'http://repository.lppm.unila.ac.id/id/file/145043', 'objectid': 30185}], 'main': 'meta', 'docid': 30185, 'content': 'published', 'language': 'en', 'mime_type': 'text/html', 'security': 'public', 'placement': 2, 'eprintid': 17090}]",pub,http://repository.lppm.unila.ac.id/id/eprint/17090,public,2019-11-19 05:16:45,605,2019-11-19 05:16:45,17090,"Temperature distribution in the planum on the cocoa box
dryer in Sidorejo Village, East Lampung Regency",,show,9,2019-11-19 05:16:45,archive,"One of the factors that influence the quality of the results of cocoa drying using a box dryer is the temperature distribution in the Planum. This study aims to study the distribution pattern of Planum temperature in cocoa box dryers. The study was conducted on a cocoa box dryer with a hot air suction system in Sidorejo village, Sekampung Udik sub-district, East Lampung. The parameters measured are temperatures at several points in the Planum space. Temperature measurements are carried out periodically during the cocoa drying period. The results showed that temperature distribution in the Planum room was quite evenly distributed with the average temperature during the cocoa drying period (12 hours) of (75.01 ± 1.85) °C. Drying temperature in drying chamber is (60.01±3.92)°C and moisture content of Cocoa is (8.06 ± 0.65 )%",['S1'],https://iopscience.iop.org/article/10.1088/1755-1315/365/1/012023/meta,,,1-9,,TRUE,,,,,published,['Universitas Lampung'],,IOP Conference Series: Earth and Environmental Science,,doi:10.1088/1755-1315/365/1/012023,2019.0,365.0,doi:10.1088/1755-1315/365/1/012023,,,,,,,
89,"[{'name': {'lineage': None, 'family': 'Tamrin', 'honourific': None, 'given': 'Tamrin'}, 'id': None}, {'name': {'given': 'Budianto', 'family': 'Lanya', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'lineage': None, 'family': 'Warji', 'honourific': None, 'given': 'Warji'}, 'id': 'warji1978@gmail.com'}]",disk0/00/02/64/14,conference_item,['FP18'],,"[{'rev_number': 4, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40307', 'format': 'text', 'pos': 1, 'files': [{'objectid': 40307, 'uri': 'http://repository.lppm.unila.ac.id/id/file/237858', 'fileid': 237858, 'mime_type': 'text/html', 'mtime': '2020-11-20 03:18:01', 'hash_type': 'MD5', 'hash': '97aad0e380f7ae3efa4e1979d5e87b90', 'filename': 12032, 'datasetid': 'document', 'filesize': 64777}], 'docid': 40307, 'main': 12032, 'content': 'published', 'language': 'en', 'mime_type': 'text/html', 'security': 'public', 'placement': 1, 'eprintid': 26414}]",pub,http://repository.lppm.unila.ac.id/id/eprint/26414,public,2020-11-20 03:31:23,605,2020-11-20 03:31:23,26414,Design of Palm Seeds Sorting Machine,,show,17,2020-11-20 03:31:23,archive,"The need for oil palm seeds in Indonesia has increased lately. Palm seeds can be grown from the kernel. To get a uniform size kernel requires uniform size seeds. This study aims to design, make a separator of palm seeds so that the size of the uniform seeds. The design phase did using a CAD program to draw engineering drawings. Based on engineering drawings, we analyzed and made prototypes of palm seed sorting machines. The size of the prototype was 182 cm long, 50 cm wide and 94 cm high. This machine sorted seeds into large, medium and small dimensions The test results of 300 seeds consisting of 100 large size seeds, 100 medium size seeds and 100 small size seeds, produced 29.5% large size, 30.8% small size 28.2% small size. The capacity of the machine was 60,2 kg per hour. The palm oil seed sorting machine has an optimum percentage of 88.87%.",['S1'],,conference,IOP Conference Series: Earth and Environmental Science,,paper,TRUE,,,,Bogor,,,,,,,,,,,,,,,,
90,"[{'name': {'given': 'Muhamad', 'lineage': None, 'family': 'Teguh Angga Saputra', 'honourific': None}, 'id': 'muhamadteguhanggasaputra@gmail.com'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Suharyatun', 'given': 'Siti'}, 'id': 'siti.suharyatun@fp.unila.ac.id'}, {'id': 'Shandiasmara@yahoo.com', 'name': {'given': 'Sandi', 'lineage': None, 'honourific': None, 'family': 'Asmara'}}, {'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'given': 'Agus', 'lineage': None, 'honourific': None, 'family': 'Haryanto'}}]",disk0/00/02/87/80,other,['FP18'],Universitas Lampung,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 28780, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42844', 'docid': 42844, 'main': 'Scan2020-Reviewer Penelitian8.pdf', 'files': [{'objectid': 42844, 'uri': 'http://repository.lppm.unila.ac.id/id/file/255293', 'fileid': 255293, 'mime_type': 'application/pdf', 'mtime': '2021-03-31 05:11:00', 'hash_type': 'MD5', 'hash': '7db347ce4c99f2c013e7f532ada49c61', 'filename': 'Scan2020-Reviewer Penelitian8.pdf', 'datasetid': 'document', 'filesize': 1341473}]}, {'eprintid': 28780, 'security': 'public', 'placement': 2, 'language': 'en', 'mime_type': 'application/xml', 'content': 'other', 'main': 2481, 'docid': 42845, 'files': [{'objectid': 42845, 'uri': 'http://repository.lppm.unila.ac.id/id/file/255296', 'mime_type': 'application/xml', 'fileid': 255296, 'hash': 'f6065f895771995778e68f0e32b75be4', 'filename': 2481, 'hash_type': 'MD5', 'mtime': '2021-03-31 05:11:18', 'datasetid': 'document', 'filesize': 25670}], 'format': 'text', 'pos': 2, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42845'}]",unpub,http://repository.lppm.unila.ac.id/id/eprint/28780,public,2021-04-01 01:57:00,432,2021-04-01 01:57:00,28780,Unjuk Kerja Mesin Pemotong Padi Tipe GLX 328-RH pada Beberapa RPM  di Lahan Kering.,Bandar Lampung,show,10,2021-04-01 01:57:00,archive,Lembar hasil Penilaian Peer Review Jurnal Teknik Pertanian Lampung,['S1'],,,,,,,,,,,,,,,,,,,,,,,,,,
91,"[{'name': {'given': 'Mareli', 'lineage': None, 'family': 'Telaumbanua', 'honourific': None}, 'id': 'mareli.telaumbanua@fp.unila.ac.id'}]",disk0/00/04/69/56,other,['FP18'],Fakultas Pertanian,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/185894', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/516278', 'objectid': 185894, 'filesize': 4228728, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-11-27 15:24:23', 'hash': '6fe24dd1b215f03cdba39b47dcc0181c', 'filename': 'Penerapan rancangan sistem hidroponik otomatis untuk budidaya bawang merah (Allium ascalonicum L.) dan simulasi analisis biaya.pdf', 'fileid': 516278, 'mime_type': 'application/pdf'}], 'main': 'Penerapan rancangan sistem hidroponik otomatis untuk budidaya bawang merah (Allium ascalonicum L.) dan simulasi analisis biaya.pdf', 'docid': 185894, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 46956}]",unpub,http://repository.lppm.unila.ac.id/id/eprint/46956,public,2022-11-28 02:15:02,1179,2022-11-28 02:15:02,46956,Bukti Korespondensi_Penerapan Rancangan Sistem Hidroponik Otomatis untuk Budidaya Bawang Merah (Allium ascalonicum L.) dan Simulasi Analisis Biaya,,show,7,2022-11-28 02:15:02,archive,,['S1'],,,,,,,,,,,,,,,,,,,,,,,,,,
92,"[{'name': {'lineage': None, 'family': 'Telaumbanua', 'honourific': None, 'given': 'Mareli'}, 'id': 'mareli.telaumbanua@fp.unila.ac.id'}, {'name': {'given': 'Agus', 'lineage': None, 'family': 'Haryanto', 'honourific': None}, 'id': 'agus.haryanto@fp.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Wisnu', 'given': 'Febryan Kusuma'}, 'id': 'febryan.wisnu@fp.unila.ac.id'}, {'name': {'given': 'Budianto', 'family': 'Lanya', 'honourific': None, 'lineage': None}, 'id': 'budianto.lanya@fp.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Wiratama', 'honourific': None, 'given': 'Wahyu'}, 'id': None}]",disk0/00/02/65/08,article,['FP18'],"Environmental Science, Engineering and Management","[{'security': 'public', 'placement': 1, 'eprintid': 26508, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/238457', 'objectid': 40397, 'filesize': 270415, 'datasetid': 'document', 'hash': '183bf8e8601615fa170296e560edbc39', 'filename': 'Mareli_Q4.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-20 08:58:42', 'mime_type': 'application/pdf', 'fileid': 238457}], 'docid': 40397, 'main': 'Mareli_Q4.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/40397', 'rev_number': 1, 'format': 'text', 'pos': 1}]",submitted,http://repository.lppm.unila.ac.id/id/eprint/26508,public,2020-11-20 09:11:28,1179,2020-11-20 09:11:28,26508,DESIGN OF INSECT TRAP AUTOMATIC CONTROL SYSTEM FOR CACAO PLANTS,,show,10,2020-11-20 09:11:28,archive,"Insect pests attacks on Cacao (Theobroma cacao L) plantations are generally controlled using chemical (non-organic) pesticides. Pesticides that are applied continuously can cause pest resistance, pest resurgence, and environmental pollution. Environmental pollution can disrupt the ecosystem due to increased toxic residues in plant tissue or the soil. Therefore, it is necessary to design a pest trap with charm and an automatic actuator based on a microcontroller on the Arduino board. This automatic insect trap is called the Teptrap v1. Five units of the infrared sensor type E18-D50NK are used to detect insect pests. The attractants used were TL lamps, yellow lights and attractants attached to the trap system. Teptrap v1 shows excellent performance during 33 days of research. As evidenced by the fan actuator system that works stably with a catching accuracy of 82.74%, insect drop time is 6 minutes 33 seconds, and the actuator response speed turns on the light, yellow LED and pumps <1 second (± 10 mS). This insect pest control trap can reduce the use of spray pesticides by 20-50%, thereby saving the cost of purchasing pesticides up to IDR 74,468 per hectare of Cacao.","['S1', 'TJ', 'TK']",,,,,,FALSE,,,,,,,,DESIGN OF INSECT TRAP AUTOMATIC CONTROL SYSTEM FOR CACAO PLANTS,,,,,,,,,,,,
93,"[{'name': {'given': 'Mareli', 'lineage': None, 'honourific': None, 'family': 'Telaumbanua'}, 'id': 'mareli.telaumbanua@fp.unila.ac.id'}, {'id': 'zahabridwan@gmail.com', 'name': {'given': 'Ridwan', 'lineage': None, 'family': 'Ridwan', 'honourific': None}}, {'id': 'agus.haryanto@fp.unila.ac.id', 'name': {'given': 'Agus', 'lineage': None, 'family': 'Haryanto', 'honourific': None}}, {'id': 'siti.suharyatun@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Suharyatun', 'given': 'Siti'}}, {'name': {'given': 'Febryan Kusuma', 'honourific': None, 'family': 'Wisnu', 'lineage': None}, 'id': 'febryan.wisnu@fp.unila.ac.id'}]",disk0/00/02/66/24,article,['FP18'],IOP Conf. Series: Earth and Environmental Science,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 26624, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40595', 'main': 'irrigation water gate.pdf', 'docid': 40595, 'files': [{'mime_type': 'application/pdf', 'fileid': 239406, 'filename': 'irrigation water gate.pdf', 'hash': '8dcbd79d95cc3cce3449efabf9ce400c', 'mtime': '2020-11-22 12:08:45', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 209572, 'objectid': 40595, 'uri': 'http://repository.lppm.unila.ac.id/id/file/239406'}]}]",submitted,http://repository.lppm.unila.ac.id/id/eprint/26624,public,2020-11-22 12:14:56,1179,2020-11-22 12:14:56,26624,Irrigation Water Gate Monitoring System Based on The Internet of Things Using Microcontroller,,show,7,2020-11-22 12:14:56,archive,"Real-time periodic monitoring of the water level that is available in the irrigation canals, can provide positive impacts that are beneficial to farmers. The positive impacts received by farmers are the use of water becomes more efficient, reduces losses, and helps to distribute irrigation water fairly to farmers. A fair and equitable distribution of water for farmers is one of the supports to maintain farmers' rice productivity. The purpose of this research is to design a real-time monitoring system of the irrigation height conditions that can be accessed by mobile devices. 
This study uses a microcontroller for designing an automatic control system. This microcontroller is integrated with an electric motor and connected to a gearbox to open                               the sluice. The microcontroller sends data through the ethernet shield to the router (TP-Link). This TP-link has been integrated with the GSM (Telkomsel) Model Module to facilitate data exchange. The GSM modem module sends data to the Google form database stored in the Google spreadsheet. This Google spreadsheet is a table that can be filled automatically by the control system in real-time. This Google spreadsheet is displayed on the wix website. This data can be accessed through the user's smartphone device.
From the results of research conducted for 5 days, the accuracy of the data sent by the microcontroller to the user's device reaches 99.6%. In addition, the amount of internet quota that is used to send one real-time data on the water level, door height, hour, minute, second, date, month, and year is 64.68 kB/ cycle into the Google spreadsheet. When the sluice works every ten minutes every day, the quota used every day is 9.313 Mb. If you accumulate it in 1 month, it takes 279.417 Mb or 0.27 Gb / month (1Gb / month, which is IDR 10,750). In terms of cost, this value is certainly affordable for farmer group managers to replace human labor in monitoring the height and irrigation water openings height in real-time.",['TJ'],,,,,,FALSE,,,,,,,,Irrigation Water Gate Monitoring System Based on The Internet of Things Using Microcontroller,,,,,,,,,,,,
94,"[{'name': {'given': 'Sugeng', 'lineage': None, 'honourific': None, 'family': 'Triyono'}, 'id': 'sugeng.triyono@fp.unila.ac.id'}, {'name': {'given': 'Roni Agung', 'lineage': None, 'honourific': None, 'family': 'Laksono'}, 'id': None}, {'name': {'given': 'Ahmad', 'lineage': None, 'family': 'Tusi', 'honourific': None}, 'id': 'ahmad.tusip@fp.unila.ac.id'}]",disk0/00/02/87/01,article,['FP18'],Universitas Mataram,"[{'docid': 42756, 'main': 'JN15 Dry Hydroponics.pdf', 'files': [{'objectid': 42756, 'uri': 'http://repository.lppm.unila.ac.id/id/file/254645', 'fileid': 254645, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-03-30 01:57:27', 'filename': 'JN15 Dry Hydroponics.pdf', 'hash': '7fc1c848d7c42a64c4e8c56239fa6ea8', 'datasetid': 'document', 'filesize': 1381134}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42756', 'rev_number': 1, 'eprintid': 28701, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/28701,public,2021-03-30 02:29:48,832,2021-03-30 02:29:48,28701,"PERFORMANCE OF DRY HYDROPONIC SYSTEM ON CULTIVATION OF 
GREEN LETTUCE (Lactuca sativa L.)",,show,6,2021-03-30 02:29:48,archive,"Dry hydroponic is an emerging system and gaining popularity among some hydroponic 
businesses, yet investigation on its performance has not been reported.  Purpose of this research
is to evaluate and compare performance of dry hydroponic system to floating and wick systems
on green leafy lettuce cultivation.  The experiment used Completely Randomized Design (CRD)
with factorial arrangement.  Two factors, hydroponic systems and aerator usages, were
implemented. The hydroponic systems included Dry, Wick and Floating systems, while the use
of aerator were with and without aerators.  All treatment combinations consisted of 3 replicates. 
Parameters to be observed were nutrient solution parameters (pH, temperature, dissolved
oxygen, water consumption), plant parameters (height, stem diameter, leaf width, number of
leaves, leaf thickness, and canopy area, shoot fresh weight, water content, some chemical
contents).  Data sets were analyzed using analysis of variance followed by a least significant
Difference (LSD) test at level of 5%.  Results showed that the interaction between the
hydroponic system and the use of aerators were not significantly different for all parameters
observed.  The hydroponic systems were not significantly different too. The use of aerator was
significant for the nutrient solution parameters (pH and Dissolved Oxygen), water content, and
phosphorus contents of leaves.  In conclusion, Dry Hydroponic System has the same
performances as compared to floating and wick systems.",['S1'],http://repository.lppm.unila.ac.id/cgi/users/home?screen=EPrint::Edit&eprintid=26007&stage=core#t,,,37-47,,TRUE,,['Fakultas Pertanian Universitas Lampung'],,,published,,,Jurnal Ilmiah Rekayasa Pertanian dan Biosistem,"[{'type': 'pub', 'url': 'http://jrpb.unram.ac.id/index.php/jrpb/issue/view/16'}]",2301-8119,1.0,9.0,10.29303/jrpb.v9i1.208,,,,,,,
95,"[{'name': {'honourific': None, 'family': 'Tusi', 'lineage': None, 'given': 'Ahmad'}, 'id': 'ahmad.tusip@fp.unila.ac.id'}, {'name': {'given': 'Oktafri', 'lineage': None, 'family': 'Oktafri', 'honourific': None}, 'id': 'oktafri.1964@fp.unila.ac.id'}]",disk0_bak/00/05/16/30,monograph,['FP18'],Jurusan Teknik Pertanian Fakultas Pertanian Unila,"[{'placement': 1, 'security': 'public', 'eprintid': 51630, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 249522, 'uri': 'http://repository.lppm.unila.ac.id/id/file/611576', 'mime_type': 'application/pdf', 'fileid': 611576, 'hash': '8ef0f24d490e5af8bb7b5d37cb089cb9', 'filename': '2022_Ahmad Tusi_Pertanian_Mandiri_Lap Akhir.pdf', 'mtime': '2023-05-15 03:12:11', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 861876}], 'main': '2022_Ahmad Tusi_Pertanian_Mandiri_Lap Akhir.pdf', 'docid': 249522, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/249522', 'pos': 1, 'format': 'text'}]",unpub,http://repository.lppm.unila.ac.id/id/eprint/51630,public,2023-05-15 06:47:46,480,2023-05-15 06:47:45,51630,RANCANG BANGUN SISTEM IRIGASI HEMAT AIR DAN ENERGI DENGAN TEKNIK CAPILLARY WICKING BEDS,,show,8,2023-05-15 06:47:45,archive,"Kondisi pertanian di lahan kering menuntut adanya suplesi air irigasi selain dari air hujan agar dapat meningkatkan produktivitas pertanian. Salah satu cara untuk mengatasi masalah ini adalah melalui pembuatan jaringan irigasi di lokasi penanaman. Tentunya desain irigasi yang diterapkan memiliki kemampuan memberikan irigasi secara efektif dan efisien serta hemat energi. Pada rencana penelitian ini akan dilakukan penelitian untuk rancang bangun sistem irigasi yang hemat air dan energi melalui teknik irigasi kapilari dengan ""wicking beds"" dengan menggunakan media tanam pasir malang. Sistem capillary wicking bed/pot system dapat beroperasi dengan baik serta mampu menunjang proses pertumbuhan dan produksi tanaman melon dengan optimal. Salah satu target dari system ini adalah penghematan dalam penggunaan air dan energi. Terbukti system ini mampu menghemat penggunaan air dengan total kumulatif konsumsi air sebesar 13,4 L per tanaman melon dengan bobot buah sebesar 1,2 – 1,5 kg. Sistem ini juga hemat energi dan tenaga manusia karena pengisian air ke tangka pembagi dilakukan secara otomatis menggunakan system floating valve dan gravitasi",['S1'],,,,,,,,,,,,,,,,,,,,,,project_report,,,,
96,"[{'name': {'given': 'Sri', 'family': 'Waluyo', 'honourific': None, 'lineage': None}, 'id': 'sri.waluyo@fp.unila.ac.id'}, {'id': None, 'name': {'honourific': None, 'family': 'Juwanda', 'lineage': None, 'given': 'Joowy'}}, {'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'honourific': None, 'family': 'Suhandy', 'lineage': None}}]",disk0_bak/00/04/99/55,article,['FP18'],Jurusan Teknologi Pertanian Politeknik Negeri Lampung,"[{'main': 'Prediksi Kematangan Buah Nanas Menggunakan Informasi Citra Digital TekTan 3(3) Des 2011_compressed.pdf', 'docid': 189643, 'files': [{'objectid': 189643, 'uri': 'http://repository.lppm.unila.ac.id/id/file/540685', 'datasetid': 'document', 'filesize': 2132686, 'fileid': 540685, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-04-09 05:30:14', 'hash': '54f7c2b31dde493400b1bfbc7ca657e9', 'filename': 'Prediksi Kematangan Buah Nanas Menggunakan Informasi Citra Digital TekTan 3(3) Des 2011_compressed.pdf'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189643', 'eprintid': 49955, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/49955,public,2023-04-10 00:57:10,439,2023-04-10 00:57:10,49955,Prediksi Kematangan Buah Nanas Menggunakan Informasi Citra Digital,,show,6,2023-04-10 00:57:10,archive,"The domestic fruits demand has increased during last ten years and is predicted that it will continoustly increase in the future. Indonesian fresh fruit export has also increased with a little fluctuation in the last five years. Meanwhile there are some constrains in the developing Indonesian fresh fruit export which ore low in quality homogeneity, inconsistent or discontinuity in supply. Ihe objective of this research was to evaluate the external qualities of pineapple fruit such as skin color, shape, and size at different stage of maturity and type of cultivation using image processing method. The results showed that the method can be used to determine the maturity of pineapple fruits accurately from their properties of skin color. This research found that there was a strong relationship between
maturity and red color index (RCI) of pineapple fruit skin. The relationship equations were RCIclone= 0.026 T + 0.351 (R2 = 0.9456) and RCIratoon = 0.0347 T + 0.3182 T (R2 = O.9208) for clone and ratoon pineapple fruits, respectively. The method was also able to determine the size of fruit (diameter and volume of pineapple fruit) conclusively. The correlation equations between the image parameters and the measured unit are: Dukur = 0.7679 Dcitra - 21.181 (R2 = 0.8885) for ratoon pineapple fruits and Dukur = 0.5166Dcitra + 16.118 (R2 = 0.9861) for clone pineapple fruit. Whilst the prediction equations of fruit volume from projected area of the fruit are V = 4x10-6.Acitra - 0.0003 cm2 (R2 = 0.9917) for clone pineapple fruit and V = 4x10-6.Acitra - 0.0004 cm2 (R2 = 0.9939) for ratoon pineapple fruit.",['T1'],,,,194-204,,TRUE,,,,,published,,,TekTan Jurnal Ilmiah Teknik Pertanian,,2085-1278,3.0,3.0,,,,,,,,
