,pagerange,datestamp,userid,lastmod,uri,full_text_status,refereed,ispublished,number,documents,publisher,divisions,type,date,dir,publication,issn,creators,subjects,abstract,eprint_status,status_changed,volume,rev_number,metadata_visibility,title,date_type,eprintid,official_url,contact_email,id_number,pres_type,event_title,event_location,event_type,event_dates,corp_creators,related_url,contributors,place_of_pub,isbn,pages,funders,projects,succeeds,keywords,referencetext,output_media
31,1-6,2018-11-15 08:08:17,337,2018-11-15 08:08:17,http://repository.lppm.unila.ac.id/id/eprint/10002,public,TRUE,pub,1,"[{'eprintid': 10002, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Yulia_2017_J._Phys.%3A_Conf._Ser._835_012010.pdf', 'docid': 23022, 'files': [{'datasetid': 'document', 'filesize': 433412, 'fileid': 94014, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2018-11-15 06:47:35', 'filename': 'Yulia_2017_J._Phys.%3A_Conf._Ser._835_012010.pdf', 'hash': 'c0eb7f441c0bca4f3d0434f9efd5ef54', 'objectid': 23022, 'uri': 'http://repository.lppm.unila.ac.id/id/file/94014'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/23022', 'rev_number': 1}]",Institute of Physics,['FP18'],article,1970-01-01 00:00:00.000002017,disk0/00/01/00/02,Journal of Physics: Conference Series,17426596,"[{'name': {'given': 'Diding', 'lineage': None, 'family': 'Suhandy', 'honourific': None}, 'id': 'diding.sughandy@fp.unila.ac.id'}]",['S1'],"Indonesian palm civet coffee or kopi luwak (Indonesian words for coffee and palm
civet) is well known as the world’s priciest and rarest coffee. To protect the authenticity of
luwak coffee and protect consumer from luwak coffee adulteration, it is very important to
develop a simple and inexpensive method to discriminate between civet and non-civet coffee.
The discrimination between civet and non-civet coffee in ground roasted (powder) samples is
very challenging since it is very difficult to distinguish between the two by using conventional
method. In this research, the use of UV-Visible spectra combined with two chemometric
methods, SIMCA and PLS-DA, was evaluated to discriminate civet and non-civet ground
coffee samples. The spectral data of civet and non-civet coffee were acquired using UV-Vis
spectrometer (Genesys™ 10S UV-Vis, Thermo Scientific, USA). The result shows that using
both supervised discrimination methods: SIMCA and PLS-DA, all samples were correctly
classified into their corresponding classes with 100% rate for accuracy, sensitivity and
specificity, respectively.",archive,2018-11-15 08:08:17,835.0,6,show,Indonesian palm civet coffee discrimination using UV-visible spectroscopy and several chemometrics methods,published,10002,http://iopscience.iop.org/article/10.1088/1742-6596/835/1/012010/pdf,,doi :10.1088/1742-6596/835/1/012010,,,,,,,,,,,,,,,,,
32,,2022-06-15 09:27:52,337,2022-06-15 09:27:52,http://repository.lppm.unila.ac.id/id/eprint/42491,public,,pub,,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/466878', 'objectid': 164202, 'filesize': 1658092, 'datasetid': 'document', 'hash': '4b3cc58502e1747496e08be94f2f9d30', 'filename': 'Peaberry (Gabungan Nilai).PDF', 'hash_type': 'MD5', 'mtime': '2022-06-15 06:10:01', 'mime_type': 'application/pdf', 'fileid': 466878}], 'main': 'Peaberry (Gabungan Nilai).PDF', 'docid': 164202, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164202', 'formatdesc': 'pdf file', 'pos': 1, 'format': 'other', 'placement': 1, 'security': 'public', 'eprintid': 42491, 'mime_type': 'application/pdf', 'language': 'en'}]",Taylor & Francis,['FP18'],other,1970-01-01 00:00:00.000002017,disk0/00/04/24/91,,,"[{'name': {'honourific': None, 'family': 'Suhandy', 'lineage': None, 'given': 'Diding'}, 'id': 'diding.sughandy@fp.unila.ac.id'}]",['S1'],,archive,2022-06-15 09:27:52,,7,show,Penilaian Sejawat: Peaberry coffee discrimination using UV-visible spectroscopy combined with SIMCA and PLS-DA,published,42491,,,,,,,,,['University of Lampung'],,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,39839.0,,,
33,,2021-05-10 01:23:51,337,2021-05-10 01:23:51,http://repository.lppm.unila.ac.id/id/eprint/30071,public,,pub,,"[{'placement': 1, 'security': 'public', 'eprintid': 30071, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/356467', 'objectid': 134997, 'filesize': 1692727, 'datasetid': 'document', 'mtime': '2021-05-09 03:28:24', 'hash_type': 'MD5', 'filename': 'Peaberry_coffee_discrimination_using_UV_visible_sp (1).pdf', 'hash': '4f9e0b3fcef1f57fb87d930366f52bf3', 'fileid': 356467, 'mime_type': 'application/pdf'}], 'docid': 134997, 'main': 'Peaberry_coffee_discrimination_using_UV_visible_sp (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/134997', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",Taylor & Francis,['FP18'],other,2017-05-01 00:00:00.000000000,disk0/00/03/00/71,,,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Suhandy', 'lineage': None, 'given': 'Diding'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Yulia', 'given': 'Meinilwita'}, 'id': 'meinilwitayulia@polinela.ac.id'}]",['S1'],"Ultraviolet-visible (UV-Vis) spectral information (190–400 nm) was used to classify coffee samples into either pure peaberry or pure normal coffee classes using two chemometric methods: soft independent modelling of
class analogy (SIMCA) and partial least squares discriminant analysis (PLSDA). The spectral data of peaberry and normal coffee were acquired using a UV-Vis spectrometer (Genesys™ 10S UV-Vis, Thermo Scientific, USA). For both supervised discrimination methods, SIMCA and PLS-DA, all samples were correctly classified into their corresponding classes. The SIMCA model
classified all samples accurately (100%) into either the peaberry or normal coffee class, even at a 5% confidence level; however, the PLS-DA model also correctly classified all samples (100%). Investigation of the major wavelengths contributing to the classifications using x-loading weights and loading of latent variables (LVs) indicated wavelengths at 230, 250, 270, 310, and 350 nm were important for determination of the coffee types.
These wavelengths were closely related to the absorbance wavelengths of several important chemical components in roasted coffee: caffeine, caffeic acid, and chlorogenic acids (CGA). These results provided the basis for
developing a simple and reliable method for peaberry coffee authentication (including more complex samples where peaberry coffee is blended with normal coffees) based on UV-Vis spectra.",archive,2021-05-10 01:23:51,,7,show,"Peaberry coffee discrimination using UV-visible
spectroscopy combined with SIMCA and PLS-DA",published,30071,https://www.tandfonline.com/doi/pdf/10.1080/10942912.2017.1296861?needAccess=true,,https://doi.org/10.1080/10942912.2017.1296861,,,,,,"['University of Lampung', 'Lampung State Polytechnic']",,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",International Journal of Food Properties,,,,,,,,
34,,2017-06-02 02:29:52,337,2017-06-02 02:29:52,http://repository.lppm.unila.ac.id/id/eprint/2313,public,TRUE,inpress,,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2199', 'rev_number': 1, 'main': '10942912.2017 artikel diding IJFP.pdf', 'docid': 2199, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/16091', 'objectid': 2199, 'filesize': 725325, 'datasetid': 'document', 'mtime': '2017-05-31 02:24:33', 'hash_type': 'MD5', 'hash': '8e9f922858dea729638008d43af6cb65', 'filename': '10942912.2017 artikel diding IJFP.pdf', 'fileid': 16091, 'mime_type': 'application/pdf'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 2313, 'security': 'public', 'placement': 1}]",Taylor & Francis,['FP18'],article,1970-01-01 00:00:00.000002017,disk0/00/00/23/13,International Journal of Food Properties,1094-2912,"[{'id': None, 'name': {'family': 'Suhandy', 'honourific': None, 'lineage': None, 'given': 'Diding'}}, {'id': 'meinilwitayulia@polinela.ac.id', 'name': {'honourific': None, 'family': 'Yulia', 'lineage': None, 'given': 'Meinilwita'}}]",['S1'],"Ultraviolet-visible (UV-Vis) spectral information (190–400 nm) was used to classify coffee samples into either pure peaberry or pure normal coffee classes using two chemometric methods: soft independent modelling of class analogy (SIMCA) and partial least squares discriminant analysis (PLS-DA). The spectral data of peaberry and normal coffee were acquired using a UV-Vis spectrometer (Genesys™ 10S UV-Vis, Thermo Scientific, USA). For both supervised discrimination methods, SIMCA and PLS-DA, all samples were correctly classified into their corresponding classes. The SIMCA model classified all samples accurately (100%) into either the peaberry or normal coffee class, even at a 5% confidence level; however, the PLS-DA model also correctly classified all samples (100%). Investigation of the major wavelengths contributing to the classifications using x-loading weights and loading of latent variables (LVs) indicated wavelengths at 230, 250, 270, 310, and 350 nm were important for determination of the coffee types. These wavelengths were closely related to the absorbance wavelengths of several important chemical components in roasted coffee: caffeine, caffeic acid, and chlorogenic acids (CGA). These results provided the basis for developing a simple and reliable method for peaberry coffee authentication (including more complex samples where peaberry coffee is blended with normal coffees) based on UV-Vis spectra.",archive,2017-06-02 02:29:52,,6,show,Peaberry coffee discrimination using UV-visible spectroscopy combined with SIMCA and PLS-DA,published,2313,http://www.tandfonline.com/doi/full/10.1080/10942912.2017.1296861,,10.1080/10942912.2017.1296861,,,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,,,,,,,
35,59-67,2017-10-30 05:00:55,337,2017-10-30 05:00:55,http://repository.lppm.unila.ac.id/id/eprint/4051,public,TRUE,pub,2,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/16915', 'main': '8457-19344-1-PB AIJST Suhandy and Yulia 2017.pdf', 'docid': 16915, 'files': [{'mime_type': 'application/pdf', 'fileid': 41345, 'filename': '8457-19344-1-PB AIJST Suhandy and Yulia 2017.pdf', 'hash': '54525b7ded6c0a41e7639602d16e074e', 'hash_type': 'MD5', 'mtime': '2017-10-16 02:05:29', 'datasetid': 'document', 'filesize': 745719, 'objectid': 16915, 'uri': 'http://repository.lppm.unila.ac.id/id/file/41345'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 4051, 'security': 'public', 'placement': 1}]","Graduate School of Syiah Kuala University (PPs Unsyiah) and Indonesian Soil Science Association (Himpunan Ilmu Tanah Indonesia, Komda Aceh).",['FP18'],article,2017-08-01 00:00:00.000000000,disk0/00/00/40/51,Aceh International Journal of Science and Technology (AIJST),2088-9860,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'honourific': None, 'family': 'Suhandy', 'lineage': None}}, {'name': {'honourific': None, 'family': 'Yulia', 'lineage': None, 'given': 'Meinilwita'}, 'id': 'meinilwitayulia@polinela.ac.id'}]",['S1'],"Arabica coffee is being considered to be of better quality than robusta because of their superior taste and aroma. Adulteration of arabica with other cheaper coffee like robusta coffee has become a great problem related to authentication of food products. Ground coffee samples are most challenging to be discriminated each other and visual inspection by our eyes or even machine vision method becomes very difficult. For this reason, in this research we propose a new analytical method based on UV-visible spectroscopy for quantification of adulteration in arabica-robusta coffee blend. The proposed method is easy to use, low cost with affordable spectrometer and safe for environment with free-chemical analysis. A number of 100 samples was used as samples with different degree of adulteration (10-60% of robusta concentration in arabica-robusta coffee blend). Spectral data of aqueous samples was obtained using a UV-visible spectroscopy in the range 200-400 nm. The result shows that calibration model using selected subintervals (iPLS model) can improve the prediction performance of calibration model using full spectrum (FS-PLS). It is noted that iPLS model removed wavelengths that is not related to the quantification of adulteration in arabica-robusta coffee blend. This study has shown a potential application of using UV-visible spectroscopy for simple and low cost tool to detect the authentication of arabica coffees",archive,2017-10-30 05:00:55,6.0,6,show,The Quantification of Adulteration in Arabica Coffee using UV-Visible Spectroscopy in Combination with Two Different PLS Regressions,published,4051,http://jurnal.unsyiah.ac.id/AIJST/index,,https://doi.org/10.13170/aijst.6.2.8457,,,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,,,,,,,
36,1-7,2017-10-30 05:01:06,337,2017-10-30 05:01:06,http://repository.lppm.unila.ac.id/id/eprint/4055,public,TRUE,pub,,"[{'eprintid': 4055, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 16919, 'main': '6274178 (5) Suhandy and Yulia 2017 IJFS.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/41377', 'objectid': 16919, 'filesize': 2167082, 'datasetid': 'document', 'hash': 'b547a41e00ac3bd45ec2a29349d60404', 'filename': '6274178 (5) Suhandy and Yulia 2017 IJFS.pdf', 'hash_type': 'MD5', 'mtime': '2017-10-16 04:41:43', 'mime_type': 'application/pdf', 'fileid': 41377}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/16919'}]",Hindawi,['FP18'],article,1970-01-01 00:00:00.000002017,disk0/00/00/40/55,International Journal of Food Science,2356-7015,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'honourific': None, 'family': 'Suhandy', 'lineage': None}}, {'id': 'meinilwitayulia@polinela.ac.id', 'name': {'given': 'Meinilwita', 'family': 'Yulia', 'honourific': None, 'lineage': None}}]",['S1'],"Asian palm civet coffee or kopi luwak (Indonesian words for coffee and palm civet) is well known as the world’s priciest and rarest coffee. To protect the authenticity of luwak coffee and protect consumer from luwak coffee adulteration, it is very important to develop a robust and simple method for determining the adulteration of luwak coffee. In this research, the use of UV-Visible spectra combined with PLSR was evaluated to establish rapid and simple methods for quantification of adulteration in luwak-arabica coffee blend. Several preprocessing methods were tested and the results show that most of the preprocessing spectra were effective in improving the quality of calibration models with the best PLS calibration model selected for Savitzky-Golay smoothing spectra which had the lowest RMSECV (0.039) and highest  value (4.64). Using this PLS model, a prediction for quantification of luwak content was calculated and resulted in satisfactory prediction performance with high both RPDp and RER values.",archive,2017-10-30 05:01:06,,6,show,The Use of Partial Least Square Regression and Spectral Data in UV-Visible Region for Quantification of Adulteration in Indonesian Palm Civet Coffee,published,4055,https://www.hindawi.com/journals/ijfs/,,https://doi.org/10.1155/2017/6274178,,,,,,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,,,,,,,
37,471-476,2018-08-03 07:37:10,337,2018-08-03 07:37:10,http://repository.lppm.unila.ac.id/id/eprint/8609,public,TRUE,pub,4,"[{'security': 'public', 'placement': 1, 'eprintid': 8609, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'mtime': '2018-07-12 02:20:39', 'hash_type': 'MD5', 'hash': '2556e95ecac9ac376bfa55b3c3ce5dcd', 'filename': '12720-83596-1-PB (Agritech vol 37 no 4) Diding.pdf', 'fileid': 84198, 'mime_type': 'application/pdf', 'filesize': 537825, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/84198', 'objectid': 21664}], 'main': '12720-83596-1-PB (Agritech vol 37 no 4) Diding.pdf', 'docid': 21664, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21664', 'rev_number': 1, 'format': 'text', 'pos': 1}]",Fakultas Teknologi Pertanian UGM,['FP18'],article,2017-11-01 00:00:00.000000000,disk0/00/00/86/09,AGRITECH,0216-0455,"[{'name': {'honourific': None, 'family': 'Suhandy', 'lineage': None, 'given': 'Diding'}, 'id': 'diding.sughandy@fp.unila.ac.id'}, {'id': 'meinilwitayulia@polinela.ac.id', 'name': {'honourific': None, 'family': 'Yulia', 'lineage': None, 'given': 'Meinilwita'}}, {'id': None, 'name': {'lineage': None, 'family': 'Ogawa', 'honourific': None, 'given': 'Yuichi'}}, {'id': None, 'name': {'given': 'Naoshi', 'family': 'Kondo', 'honourific': None, 'lineage': None}}]",['S1'],"In this research, the use of ultraviolet-visible (UV-VIS) spectral information of coffee solution in the range of 190-700 nm to classify the type of coffee into lanang and regular. The spectral data of lanang and regular coffee were acquired using UV-Vis/NIR spectrometer (JASCO Corp., Tokyo, Japan). The multivariate data analysis method, SIMCA, was used to construct the classification models which worked with the individual PCA model for each class of coffee samples. SIMCA provided the classification of the samples into one or more classes. The performance of the developed SIMCA model for each class was then evaluated in terms of its sensitivity, specificity, and accuracy. The SIMCA classification method showed that it was possible to discriminate and separate the samples into two different classes (lanang and regular coffee) satisfactory value of accuracy, sensitivity and specificity. This result could open a development of a rapid and reliable method based on UV-Vis spectra for the authentication of lanang coffee in the near future.",archive,2018-08-03 07:37:10,37.0,6,show,Diskriminasi Kopi Lanang Menggunakan UV-Visible Spectroscopy dan Metode SIMCA,,8609,https://jurnal.ugm.ac.id/agritech/article/view/12720,,http://doi.org/10.22146/agritech.12720,,,,,,,,,,,,,,,,,
38,,2021-05-10 01:24:54,337,2021-05-10 01:24:54,http://repository.lppm.unila.ac.id/id/eprint/30091,public,,pub,,"[{'files': [{'filesize': 1598631, 'datasetid': 'document', 'hash': '55d7c91f59c0ab48ab1a8ea92f02ec1d', 'filename': 'Diskriminasi Kopi Lanang Menggunakan UV-Visible Spectroscopy dan Metode SIMCA.pdf', 'mtime': '2021-05-10 00:46:32', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 356708, 'uri': 'http://repository.lppm.unila.ac.id/id/file/356708', 'objectid': 135113}], 'docid': 135113, 'main': 'Diskriminasi Kopi Lanang Menggunakan UV-Visible Spectroscopy dan Metode SIMCA.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/135113', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 30091, 'language': 'en', 'mime_type': 'application/pdf'}]",Fakultas Teknologi Pertanian UGM,['FP18'],other,2017-11-01 00:00:00.000000000,disk0/00/03/00/91,,,"[{'name': {'given': 'Diding', 'family': 'Suhandy', 'honourific': None, 'lineage': None}, 'id': 'diding.sughandy@fp.unila.ac.id'}, {'id': 'meinilwitayulia@polinela.ac.id', 'name': {'honourific': None, 'family': 'Yulia', 'lineage': None, 'given': 'Meinilwita'}}, {'name': {'given': 'Yuichi', 'lineage': None, 'honourific': None, 'family': 'Ogawa'}, 'id': None}, {'name': {'given': 'Naoshi', 'lineage': None, 'honourific': None, 'family': 'Kondo'}, 'id': None}]",['S1'],"In this research, the use of ultraviolet-visible (UV-VIS) spectral information of coffee solution in the range of 190-700 nm to classify the type of coffee into lanang and regular. The spectral data of lanang and regular coffee were acquired using UV-Vis/NIR spectrometer (JASCO Corp., Tokyo, Japan). The multivariate data analysis method, SIMCA, was used to construct the classification models which worked with the individual PCA model for each class of coffee samples. SIMCA provided the classification of the samples into one or more classes. The performance of the developed SIMCA model for each class was then evaluated in terms of its sensitivity, specificity, and accuracy. The SIMCA classification method showed that it was possible to discriminate and separate the samples into two different classes (lanang and regular coffee) satisfactory value of accuracy, sensitivity and specificity. This result could open a development of a rapid and reliable method based on UV-Vis spectra for the authentication of lanang coffee in the near future.",archive,2021-05-10 01:24:54,,8,show,Diskriminasi Kopi Lanang Menggunakan UV-Visible Spectroscopy dan Metode SIMCA,published,30091,https://jurnal.ugm.ac.id/agritech/article/view/12720/20329,,https://doi.org/10.22146/agritech.12720,,,,,,"['University of Lampung', 'Lampung State Polytechnic', 'Kyoto University', 'Kyoto University']",,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",AGRITECH,,,,,,,,
39,195-200,2018-08-03 07:37:09,337,2018-08-03 07:37:09,http://repository.lppm.unila.ac.id/id/eprint/8608,public,TRUE,pub,3,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21663', 'rev_number': 1, 'main': '20039-61673-1-PB JTEP IPB 2017 Vol 5 No 3.pdf', 'docid': 21663, 'files': [{'filesize': 917576, 'datasetid': 'document', 'hash': '7878ae0bc7912ca4ca30516016b8a80c', 'filename': '20039-61673-1-PB JTEP IPB 2017 Vol 5 No 3.pdf', 'hash_type': 'MD5', 'mtime': '2018-07-12 02:13:47', 'mime_type': 'application/pdf', 'fileid': 84192, 'uri': 'http://repository.lppm.unila.ac.id/id/file/84192', 'objectid': 21663}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 8608, 'security': 'public', 'placement': 1}]","Departemen Teknik Mesin dan Biosistem, Institut Pertanian Bogor dan PERTETA",['FP18'],article,2017-12-01 00:00:00.000000000,disk0/00/00/86/08,Jurnal Keteknikan Pertanian (JTEP),2407-0475,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'honourific': None, 'family': 'Suhandy', 'lineage': None}}, {'name': {'honourific': None, 'family': 'Yulia', 'lineage': None, 'given': 'Meinilwita'}, 'id': 'meinilwitayulia@polinela.ac.id'}, {'id': 'sri.waluyo@fp.unila.ac.id', 'name': {'given': 'Sri', 'lineage': None, 'honourific': None, 'family': 'Waluyo'}}, {'id': 'cicih.sugianti@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'sugianti', 'given': 'cicih'}}]",['S1'],"The potential use of UV-Visible spectroscopy along with DPLS (discriminant partial least squares) method has been evaluated to discriminate authenticity of luwak coffee. In this study, UV-Visible spectral data of adulterated and unadulterated luwak coffee samples were obtained within 190-700 nm spectral region. DPLS model were then developed using original spectra to distinguish between adulterated and unadulterated luwak coffee samples. The predictions using developed DPLS model resulted in 100% of correct classification rate for adulterated and unadulterated luwak coffee, respectively. Our results showed that UV-Visible spectroscopy data with DPLS method can be applied to rapid detecting luwak coffee adulteration with other cheaper non-luwak coffees. This technology may be applied to protect and promote luwak coffee as one of Indonesian coffee specialty.",archive,2018-08-03 07:37:09,5.0,6,show,UJI PENGGUNAAN METODE DISCRIMINANT PARTIAL LEAST SQUARES (DPLS) DAN DATA SPEKTRA DI DAERAH ULTRAVIOLET-CAHAYA TAMPAK UNTUK PENGGOLONGAN KOPI LUWAK,,8608,http://journal.ipb.ac.id/index.php/jtep/article/view/20039,,10.19028/jtep.05.3.195-200,,,,,,,,,,,,,,,,,
40,,2021-05-10 01:24:59,337,2021-05-10 01:24:59,http://repository.lppm.unila.ac.id/id/eprint/30092,public,,pub,,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/135114', 'main': 'Uji Penggunaan Metode Discriminant Partial Least Squares (DPLS) dan Data Spektra di Daerah Ultr.pdf', 'docid': 135114, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/356716', 'objectid': 135114, 'mtime': '2021-05-10 00:52:49', 'hash_type': 'MD5', 'hash': '3a2ff310047cbcbd473ae333f497ffe8', 'filename': 'Uji Penggunaan Metode Discriminant Partial Least Squares (DPLS) dan Data Spektra di Daerah Ultr.pdf', 'fileid': 356716, 'mime_type': 'application/pdf', 'filesize': 1640547, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 30092, 'security': 'public', 'placement': 1}]",PERTETA,['FP18'],other,2017-12-01 00:00:00.000000000,disk0/00/03/00/92,,,"[{'name': {'honourific': None, 'family': 'Suhandy', 'lineage': None, 'given': 'Diding'}, 'id': 'diding.sughandy@fp.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Yulia', 'lineage': None, 'given': 'Meinilwita'}, 'id': 'meinilwitayulia@polinela.ac.id'}, {'id': 'sri.waluyo@fp.unila.ac.id', 'name': {'given': 'Sri', 'lineage': None, 'family': 'Waluyo', 'honourific': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'sugianti', 'given': 'cicih'}, 'id': 'cicih.sugianti@fp.unila.ac.id'}]",['S1'],"The potential use of UV-Visible spectroscopy along with DPLS (discriminant partial least squares)
method has been evaluated to discriminate authenticity of luwak coffee. In this study, UV-Visible spectral
data of adulterated and unadulterated luwak coffee samples were obtained within 190-700 nm spectral
region. DPLS model were then developed using original spectra to distinguish between adulterated and
unadulterated luwak coffee samples. The predictions using developed DPLS model resulted in 100% of correct classification rate for adulterated and unadulterated luwak coffee, respectively. Our results showed that UV-Visible spectroscopy data with DPLS method can be applied to rapid detecting luwak coffee adulteration with other cheaper non-luwak coffees. This technology may be applied to protect and promote luwak coffee as one of Indonesian coffee specialty",archive,2021-05-10 01:24:59,,8,show,Uji Penggunaan Metode Discriminant Partial Least Squares (DPLS) dan Data Spektra di Daerah Ultraviolet-Cahaya Tampak untuk Penggolongan Kopi Luwak,published,30092,https://journal.ipb.ac.id/index.php/jtep/article/view/20039/13794,,DOI: 10.19028/jtep.05.3.195-200,,,,,,"['University of Lampung', 'Lampung State Polytechnic', 'University of Lampung', 'University of Lampung']",,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",JTEP Jurnal Keteknikan Pertanian,,,,,,,,
41,102-112,2017-05-30 01:18:32,45,2017-05-30 01:18:32,http://repository.lppm.unila.ac.id/id/eprint/1884,public,TRUE,pub,,"[{'main': 'SMIAP Siti Suharyatun.pdf', 'docid': 1744, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/13174', 'objectid': 1744, 'filesize': 4314376, 'datasetid': 'document', 'hash': '8c795efd0b4538d72681b7b56b6ff10f', 'filename': 'SMIAP Siti Suharyatun.pdf', 'hash_type': 'MD5', 'mtime': '2017-05-29 08:52:45', 'mime_type': 'application/pdf', 'fileid': 13174}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/1744', 'rev_number': 1, 'eprintid': 1884, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",,['FP18'],conference_item,1970-01-01 00:00:00.000002017,disk0/00/00/18/84,,,"[{'name': {'honourific': None, 'family': 'Suharyatun', 'lineage': None, 'given': 'Siti'}, 'id': 'siti.suharyatun@fp.unila.ac.id'}]",['S1'],"Rotary mower is used for cutting grass as a part of landscape maintenance. Cutting torque and cutting result are two important factors that have to be considered in designing the rotary-type mower blades. The objective of this research is to develop a mathematical model for calculating the cutting torque of rotary-type mower and validate it by conducting cutting tests.
	A mathematical model for predicting cutting torque was developed by kinematical analysis of cutting mechanism. The model showed that the cutting torque of rotary-type mower continuously changed and was influenced by cutting radius (R), forward velocity (v), rotational speed of blade (n), blades number (k), rake angle (), grass diameter (dr,), grass spacing (j), and specific cutting force (p). The model gave a good representation of the cutting torque measured experimentally.

Key words: rotary mower, free cutting, grass, cutting torque.",archive,2017-05-30 01:18:32,,7,show,Pendekatan Matematik Kebutuhan Torsi Pemotongan pada Pisau Pemotong Rumput Tipe Rotari,published,1884,http://smiap.unila.ac.id/2017/04/28/prosiding-sn-smiap-4-2016/,,,paper,Seminar Nasional sains Matematika Informatika dan Aplikasinya IV (SMAIP IV) Fakultas MIPA Universitas Lampung. 26-27 Oktober 2016,"Universitas Lampung, Bandar Lampung",conference,28– 29 Juni 2012,['Universitas Lampung'],,"[{'name': {'family': 'Suharyatun', 'honourific': None, 'lineage': None, 'given': 'Siti'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'siti.suharyatun@fp.unila.ac.id'}]",,,,,,,,,
