,subjects,abstract,status_changed,eprint_status,rev_number,metadata_visibility,title,eprintid,datestamp,corp_creators,userid,lastmod,uri,full_text_status,refereed,ispublished,publisher,documents,divisions,type,dir,publication,issn,creators,number,date_type,volume,official_url,related_url,book_title,pagerange,pres_type,event_location,event_title,event_type,event_dates,contributors,place_of_pub,id_number,contact_email,funders,pages,isbn,editors
136,"['H1', 'JA']",,2020-08-13 02:16:36,archive,7,show,"Globalization, Democratization and Political Change in Malaysia (New Media And 2018 Elections) (Penilaian)",23600,2020-08-13 02:16:36,,926,2020-08-13 02:16:36,http://repository.lppm.unila.ac.id/id/eprint/23600,public,TRUE,pub,,"[{'eprintid': 23600, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Globalization, Democratization and Political Change in Malaysia (New Media and 2018 Elections).pdf', 'docid': 37236, 'files': [{'objectid': 37236, 'uri': 'http://repository.lppm.unila.ac.id/id/file/215601', 'fileid': 215601, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-08-12 02:33:24', 'hash': 'dc931069c7a892a2d0412fdf7db75164', 'filename': 'Globalization, Democratization and Political Change in Malaysia (New Media and 2018 Elections).pdf', 'datasetid': 'document', 'filesize': 1847128}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37236', 'rev_number': 1}]",['FISIP3'],article,disk0/00/02/36/00,Jurnal Of Governance,,"[{'name': {'given': 'Makhya', 'lineage': None, 'honourific': None, 'family': 'Syarief'}, 'id': 'syarief.makhya@fisip.unila.ac.id'}]",,,,,,,,,,,,,,,,,,,,
137,['JA'],,2023-06-30 02:55:11,archive,9,show,HKI Buku KRISIS PEMERINTAHAN: Esai Tentang Politik Kebijakan Dan Urusan Publik,50437,2023-04-13 02:12:09,,926,2023-06-30 02:55:11,http://repository.lppm.unila.ac.id/id/eprint/50437,public,,pub,Kemenkumham,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 50437, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190143', 'docid': 190143, 'main': 'sertifikat_EC00202206190 (1).pdf', 'files': [{'filename': 'sertifikat_EC00202206190 (1).pdf', 'hash': '54f75f03a284bbf69aba95b10ed01ffd', 'mtime': '2023-04-13 01:23:49', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 544316, 'filesize': 2070764, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/544316', 'objectid': 190143}]}]",['FISIP3'],other,disk0_bak/00/05/04/37,,,"[{'id': 'syarief.makhya@fisip.unila.ac.id', 'name': {'given': 'Makhya', 'family': 'Syarief', 'honourific': None, 'lineage': None}}]",,,,,,,,,,,,,,,,,,,,
138,['H1'],"Perkembangan dan realitasnya Ilmu Sosial di Indonesia hingga sekarang masih didominasi oleh pemikiran dan teori yang dikembangkan dari Barat dan cenderung hanya meniru dan memperkuat teori yang yang ada serta berorientasi pada kepentingan yang pragmatis. Dengan kata lain, Ilmu sosial di Indonesia tidak dibangun atas dasar cita -cita etik yang berakar pada realitas dan kultur masyarakat Indonesia. Beberapa persoalan ilmu sosial antara lain karena ilmu sosial tidak memiliki cita-cita etik, keringnya atmosfir budaya akademik, penerapan administrasi penelitian yang kaku atau tidak adaptif dengan lingkungan organisasi perguruan tinggi, dan kecenderungan berkembangnya fragmatisme pendidikan Pembaharuan ilmu sosial di Indonesia harus dibangun dengan menjawab ke arah mana dan untuk kepentingan apa ilmu sosial mau dikembangkan. Mengembangkan ilmu sosial bukan hanya sebatas penyediaan pendikakan formal pada jenjang pendidikan Ilmu sosial di perguruan tinggi tetapi juga harus ditujukan untuk kepentingan memperbaiki kehidupan masyarakat yang lebih bermakna. Kata kunci : Pembaharuan Ilmu sosial, Kepentingan Ilmu Sosial",2020-05-13 01:50:35,archive,6,show,PEMBAHARUAN DAN TANTANGAN PENGEMBANGAN ILMU-ILMU SOSIAL (Penilaian),19594,2020-05-13 01:50:35,,926,2020-05-13 01:50:35,http://repository.lppm.unila.ac.id/id/eprint/19594,public,TRUE,pub,FISIP UNILA,"[{'files': [{'fileid': 163674, 'mime_type': 'application/pdf', 'mtime': '2020-05-12 07:22:17', 'hash_type': 'MD5', 'filename': '4. Tantangan-tantangan Ilmu Sosial Dalam Menghadapi Bonus Demografi 2020-2030.pdf', 'hash': 'c373f5f653a9dfdba9bf9703a372f845', 'datasetid': 'document', 'filesize': 876137, 'objectid': 32835, 'uri': 'http://repository.lppm.unila.ac.id/id/file/163674'}], 'main': '4. Tantangan-tantangan Ilmu Sosial Dalam Menghadapi Bonus Demografi 2020-2030.pdf', 'docid': 32835, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32835', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 19594, 'mime_type': 'application/pdf', 'language': 'en'}]",['FISIP3'],article,disk0/00/01/95/94,prosiding Seminar Nasional FISIP UNILA 2016,978-979-95174-8-7,"[{'id': 'syarief.makhya@fisip.unila.ac.id', 'name': {'given': 'Makhya', 'family': 'Syarief', 'honourific': None, 'lineage': None}}]",,published,,http://repository.lppm.unila.ac.id/,,,1-8,,,,,,,,,,,,,
139,"['H1', 'JA']",DALAM tulisan ini saya ingin menilai Presiden Joko Widodo dan Komisaris Jenderal Tito Karnavian dari spektrum politik kenegaraan yang lebih luas dan 'lentur' terkait dengan penunjukan calon tunggal Kepala Kepolisian Republik Indonesia dalam pendekatan hukum hak prerogatif konstitusional presiden. Inilah keputusan politik terbaik Presiden Jokowi selama dua tahun terakhir menjabat. Penunjukan Kepala Badan Penanggulangan Terorisme (BNPT) itu merupakan hal positif yang dilakukan Presiden Jokowi terlepas dari beragam pandangan yang menyebutkan Tito dianggap masih terlalu junior dan mengganggu' suasana internal karier kepolisian.,2019-04-29 04:28:46,archive,8,show,Antara Jokowi dan Tito,11179,2019-04-29 04:28:46,,570,2019-04-29 04:28:46,http://repository.lppm.unila.ac.id/id/eprint/11179,public,TRUE,pub,Media Indonesia,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/24173', 'rev_number': 3, 'formatdesc': 'Antara Jokowi dan Tito', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/102078', 'objectid': 24173, 'mtime': '2019-04-16 03:59:30', 'hash_type': 'MD5', 'filename': '51610-antara-jokowi-dan-tito.html', 'hash': '2a8fb628191f2fefa680978bbf01b858', 'fileid': 102078, 'mime_type': 'text/html', 'filesize': 75013, 'datasetid': 'document'}, {'hash_type': 'MD5', 'mtime': '2019-04-16 03:59:30', 'hash': '65e61323035d1dcddae4281cbefa2a6d', 'filename': 'main', 'fileid': 102079, 'mime_type': 'text/html', 'filesize': 95783, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/102079', 'objectid': 24173}], 'docid': 24173, 'main': '51610-antara-jokowi-dan-tito.html', 'content': 'published', 'language': 'id', 'mime_type': 'text/html', 'placement': 1, 'security': 'public', 'eprintid': 11179}]",['FISIP3'],article,disk0/00/01/11/79,Antara Jokowi dan Tito,,"[{'id': 'arizka.warganegara@fisip.unila.ac.id', 'name': {'given': 'Arizka', 'family': 'Warganegara', 'honourific': None, 'lineage': None}}]",,,,,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,['http://mediaindonesia.com/read/detail/51610-antara-jokowi-dan-tito.html'],,,
140,"['GE', 'H1']","BANJIR yang melanda sejumlah daerah di Indonesia, termasuk di ibu kota negara, menjadi sebuah fenomena yang di antara atau in between lumrah dialami beberapa kota besar dunia. Banjir bahkan menjadi tema penting dalam studi politik lingkungan di era kekinian. Bahkan, sosiolog sekaliber Lord Anthony Giddens, mantan Direktur London School of Economic, menulis buku khusus yang membahas soal fenomena perubahan iklim yang berjudul The Politics of Climate Change. Banjir sebagai sebuah fenomena yang sebenarnya multidimensi dan melintas batas kepentingan. Sebagai fenomena alam, banjir juga punya dimensi sosial bahkan dimensi politik. Kita tidak bisa bayangkan bahwa persoalan banjir hanyalah persoalan yang harus diletakkan sebagai tanggung jawab politisi saja. Banjir adalah fenomena yang harus menjadi concern bersama publik, kontribusi terhadap peru sakan lingkungan bukan hanya dilakukan oleh para pebisnis yang mengekspansi lingkungan hidup, melainkan juga rakyat biasa yang membuang sampah sembarangan.",2019-04-29 04:28:39,archive,10,show,Banjir dan Pemindahan Pusat Pemerintahan,11175,2019-04-29 04:28:39,,570,2019-04-29 04:28:39,http://repository.lppm.unila.ac.id/id/eprint/11175,public,TRUE,pub,Media Indonesia,"[{'eprintid': 11175, 'security': 'public', 'placement': 2, 'mime_type': 'text/html', 'language': 'id', 'content': 'published', 'main': '410-banjir-dan-pemindahan-pusat-pemerintahan', 'docid': 24168, 'files': [{'objectid': 24168, 'uri': 'http://repository.lppm.unila.ac.id/id/file/102036', 'fileid': 102036, 'mime_type': 'text/html', 'hash_type': 'MD5', 'mtime': '2019-04-16 03:43:18', 'hash': 'f7b42a54ed08510e24cd111074c11a88', 'filename': '410-banjir-dan-pemindahan-pusat-pemerintahan', 'datasetid': 'document', 'filesize': 75623}, {'hash': '2b27c15108da61c456a7ac0fbd96bc36', 'filename': 'main', 'hash_type': 'MD5', 'mtime': '2019-04-16 03:43:18', 'mime_type': 'text/html', 'fileid': 102037, 'filesize': 95753, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/102037', 'objectid': 24168}], 'format': 'text', 'pos': 2, 'formatdesc': 'Banjir dan Pemindahan Pusat Pemerintahan', 'uri': 'http://repository.lppm.unila.ac.id/id/document/24168', 'rev_number': 3}]",['FISIP3'],article,disk0/00/01/11/75,Banjir dan Pemindahan Pusat Pemerintahan,,"[{'name': {'given': 'Arizka', 'honourific': None, 'family': 'Warganegara', 'lineage': None}, 'id': 'arizka.warganegara@fisip.unila.ac.id'}]",,published,,http://mediaindonesia.com/read/detail/410-banjir-dan-pemindahan-pusat-pemerintahan,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
141,['JA'],,2023-05-16 02:24:22,archive,7,show,Buku : Reformasi Elektoral dan Evaluasi Pemilu Lampung,51684,2023-05-16 02:24:22,,570,2023-05-16 02:24:22,http://repository.lppm.unila.ac.id/id/eprint/51684,public,,pub,-,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/249831', 'docid': 249831, 'main': 'Reformasi Elektoral dan.pdf', 'files': [{'filename': 'Reformasi Elektoral dan.pdf', 'hash': '07005e933e3a9024771c234888f5b4a8', 'mtime': '2023-05-16 01:34:12', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 612327, 'filesize': 729175, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/612327', 'objectid': 249831}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 51684, 'security': 'public', 'placement': 1}]",['FISIP3'],other,disk0_bak/00/05/16/84,,,"[{'name': {'given': 'Arizka', 'honourific': None, 'family': 'Warganegara', 'lineage': None}, 'id': 'arizka.warganegara@fisip.unila.ac.id'}]",,,,,,,,,,,,,,,,,,,,
142,['JA'],,2023-05-16 02:24:25,archive,7,show,Buku : Zona Integritas dan Peringatan Dini Kepala Daerah,51685,2023-05-16 02:24:25,,570,2023-05-16 02:24:25,http://repository.lppm.unila.ac.id/id/eprint/51685,public,,pub,-,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/249832', 'main': 'Zona Integritas dan.pdf', 'docid': 249832, 'files': [{'objectid': 249832, 'uri': 'http://repository.lppm.unila.ac.id/id/file/612334', 'datasetid': 'document', 'filesize': 748131, 'fileid': 612334, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-05-16 01:38:15', 'filename': 'Zona Integritas dan.pdf', 'hash': '8daf8d81ceea1fac777fbadc8fcebfc9'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 51685, 'placement': 1, 'security': 'public'}]",['FISIP3'],other,disk0_bak/00/05/16/85,,,"[{'name': {'given': 'Arizka', 'lineage': None, 'family': 'Warganegara', 'honourific': None}, 'id': 'arizka.warganegara@fisip.unila.ac.id'}]",,,,,,,,,,,,,,,,,,,,
143,"['G1', 'JA']","What are the lessons in democracy that can be learnt from the US election? The issues of ethnicity and religion are still important in appealing to voters. According to a Nov. 6 report by the Economist, it was clear that most white Americans would vote for Trump, rather than for Hillary Clinton, whereas the descendants of migrants would back the latter. The United States and Indonesia are countries where internal politics are still greatly influenced by ethno-religious sentiments. However, the real problem at the grassroots level is always the economy. In my understanding, Trump's victory is due to a big economic gap between Americans, which has even increased over the past 16 years.",2019-04-29 07:56:43,archive,10,show,Commentary: Recent Ethno-Religious Sentiments in Indonesia and the US,11171,2019-04-29 07:56:43,,570,2019-04-29 07:56:43,http://repository.lppm.unila.ac.id/id/eprint/11171,public,TRUE,pub,,"[{'content': 'published', 'mime_type': 'text/html', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 11171, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24162', 'rev_number': 3, 'formatdesc': 'Recent Ethno-Religious Sentiments in Indonesia and the US', 'pos': 1, 'format': 'text', 'files': [{'fileid': 101993, 'mime_type': 'text/html', 'mtime': '2019-04-16 03:21:29', 'hash_type': 'MD5', 'filename': 'index.html', 'hash': '7912a1274ab5ff4a85121464c89bc9ba', 'datasetid': 'document', 'filesize': 55240, 'objectid': 24162, 'uri': 'http://repository.lppm.unila.ac.id/id/file/101993'}], 'main': 'index.html', 'docid': 24162}]",['FISIP3'],article,disk0/00/01/11/71,Commentary: Recent Ethno-Religious Sentiments in Indonesia and the US,,"[{'name': {'lineage': None, 'family': 'Warganegara', 'honourific': None, 'given': 'Arizka'}, 'id': 'arizka.warganegara@fisip.unila.ac.id'}]",,published,,https://jakartaglobe.id/context/commentary-recent-ethno-religious-sentiments-indonesia-us/,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
144,"['G1', 'JA', 'JZ']","Some weeks ago, President Joko ""Jokowi"" Widodo held a cabinet meeting on board a warship near the Natuna Islands in Riau Islands province. It was a momentous occasion to focus everyone's attention on the South China Sea issue. It was also a symbolic act of resistance against China's actions in the disputed waters. Chinese fishing vessels were caught inside Indonesian territory at least three times. Moreover, the New York Times reported on June 25 that China claims ""the South China Sea does not include the Natuna Islands, located about 1,250 miles [2,010 kilometers] from the Chinese mainland."" China's claim could prove dangerous for Indonesia if the government does not respond to it seriously in the future.",2019-04-29 04:28:37,archive,9,show,How to Deal With the South China Sea Dispute,11174,2019-04-29 04:28:37,,570,2019-04-29 04:28:37,http://repository.lppm.unila.ac.id/id/eprint/11174,public,TRUE,pub,Jakarta Globe,"[{'files': [{'objectid': 24165, 'uri': 'http://repository.lppm.unila.ac.id/id/file/102024', 'datasetid': 'document', 'filesize': 56548, 'fileid': 102024, 'mime_type': 'text/html', 'mtime': '2019-04-16 03:38:19', 'hash_type': 'MD5', 'hash': '18a5053ee71d1b685ed8d57be6189477', 'filename': 'index.html'}], 'docid': 24165, 'main': 'index.html', 'formatdesc': 'How to Deal With the South China Sea Dispute', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24165', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 11174, 'content': 'published', 'language': 'en', 'mime_type': 'text/html'}]",['FISIP3'],article,disk0/00/01/11/74,How to Deal With the South China Sea Dispute,,"[{'id': 'arizka.warganegara@fisip.unila.ac.id', 'name': {'given': 'Arizka', 'lineage': None, 'family': 'Warganegara', 'honourific': None}}]",,published,,https://jakartaglobe.id/context/commentary-deal-south-china-sea-dispute/,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
145,"['G1', 'H1', 'JQ']","President Joko ""Jokowi"" Widodo’s second cabinet reshuffle a few days ago has left a few questions unanswered, especially when two former senior ministers were unexpectedly called back. Former Soeharto strongman General Wiranto returned as Chief Security Minister and former finance minister under Susilo Bambang Yudhoyono's presidency, Sri Mulyani, was reinstalled in the same post she left six years ago. On the surface, Jokowi's cabinet shake-up looks like it was intended to improve the performance of the economic and maritime affairs ministries. In the last few months, the president has hardly disguised his dissatisfaction with both coordinating ministries and had hinted that some personnel changes were inevitable. And now, he's made good on his words.",2019-04-29 04:28:35,archive,12,show,"Jokowi's Cabinet Reshuffle Leaves No Doubt Who's in Charge, the President Himself",11173,2019-04-29 04:28:35,,570,2019-04-29 04:28:35,http://repository.lppm.unila.ac.id/id/eprint/11173,public,TRUE,pub,Jakarta Globe,"[{'language': 'en', 'mime_type': 'text/html', 'content': 'published', 'eprintid': 11173, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'formatdesc': ""Jokowi's Cabinet Reshuffle Leaves No Doubt Who's in Charge, the President Himself"", 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24164', 'docid': 24164, 'main': 'index.html', 'files': [{'datasetid': 'document', 'filesize': 56522, 'mime_type': 'text/html', 'fileid': 102012, 'filename': 'index.html', 'hash': '8436923778581ca1ed2ea21e68c1857d', 'mtime': '2019-04-16 03:33:20', 'hash_type': 'MD5', 'objectid': 24164, 'uri': 'http://repository.lppm.unila.ac.id/id/file/102012'}]}]",['FISIP3'],article,disk0/00/01/11/73,"Jokowi's Cabinet Reshuffle Leaves No Doubt Who's in Charge, the President Himself",,"[{'name': {'honourific': None, 'family': 'Warganegara', 'lineage': None, 'given': 'Arizka'}, 'id': 'arizka.warganegara@fisip.unila.ac.id'}]",,published,,https://jakartaglobe.id/context/commentary-jokowis-cabinet-reshuffle-leaves-no-doubt-whos-charge-president/,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
146,['G1'],"Melalui laman lampost.co saya selalu mengakses berita terbaru soal Lampung, baik berita daring maupun melalui electronic paper maupun e-paper. Bagi diaspora seperti saya, mengakses Lampung Post sangat memberikan manfaat yang luar biasa. Dengan mengakses Lampung Post, saya bisa mengikuti perkembangan terkini soal Lampung. Dengan demikian, secara tidak langsung komunikasi artifisial dengan tanah kelahiran bisa terus berjalan. Meminjam istilah dalam studi peran koran di negara Tiongkok oleh Wang (2016). Wang membagi dua kategori jenis koran intellectual run dan statesman run newspapers. Perbedaan keduanya terletak pada bagaimana tujuan masing masing koran. Jika mengacu pada terminologi intelektual, koran dengan jenis ini sesungguhnya memperjuangkan idealisme jurnalisme dan mempunyai agenda setting media yang jelas, misalkan soal kebebasan dan pro-democractic policy.",2019-04-29 04:29:24,archive,8,show,Membaca Lampost sebagai diaspora,11182,2019-04-29 04:29:24,,570,2019-04-29 04:29:24,http://repository.lppm.unila.ac.id/id/eprint/11182,public,TRUE,pub,Lampung Post,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/102096', 'objectid': 24176, 'filesize': 56244, 'datasetid': 'document', 'mtime': '2019-04-16 07:03:15', 'hash_type': 'MD5', 'hash': 'fba9c173654f8455e7b6022beb43ca6a', 'filename': 'berita-membaca-lampost-sebagai-diaspora', 'fileid': 102096, 'mime_type': 'text/html'}], 'docid': 24176, 'main': 'berita-membaca-lampost-sebagai-diaspora', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24176', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 11182, 'content': 'published', 'language': 'id', 'mime_type': 'text/html'}]",['FISIP3'],article,disk0/00/01/11/82,Membaca lampost sebagai diaspora,,"[{'name': {'given': 'Arizka', 'lineage': None, 'honourific': None, 'family': 'Warganegara'}, 'id': 'arizka.warganegara@fisip.unila.ac.id'}]",,published,,,[{'url': 'http://www.lampost.co/berita-membaca-lampost-sebagai-diaspora'}],,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
147,"['H1', 'JF', 'JQ']","BERITA agak kontroversial minggu ini ialah desas-desus pemerintah pusat yang akan mem-PHK (pemutusan hubungan kerja) satu juta pegawai negeri sipil (PNS). Maklumat yang ‘dipertanyakan’ ini menyebar luas lewat media sosial dan media konvensional. Beragam reaksi tentunya bermunculan sebagai respons terhadap ide Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (Kemenpan-Rebiro) itu. Setidaknya ada tiga kelompok yang merespons hal itu. Kelompok pertama ialah kelompok yang setuju dengan usulan pemerintah untuk mengevaluasi kinerja PNS selama ini. Alasan sederhana dan klasik, PNS ‘terkenal’ berkinerja lemah dan mengakibatkan pemborosan anggaran negara, apalagi Pemerintahan Jokowi-JK sedang giat-giatnya melakukan penghematan anggaran untuk dialihkan pada sektor produktif lain. Kelompok kedua ialah kelompok yang menentang keras rencana tersebut, baik bahasa mem-PHK, merasionalisasi, maupun evaluasi yang terdengar ‘mencemaskan’ di telinga mereka.",2019-04-29 04:28:44,archive,10,show,Menyelisik PHK Pegawai Negeri Sipil,11178,2019-04-29 04:28:44,,570,2019-04-29 04:28:44,http://repository.lppm.unila.ac.id/id/eprint/11178,public,TRUE,pub,Media Indonesia,"[{'eprintid': 11178, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'text/html', 'content': 'published', 'docid': 24172, 'main': '49729-menyelisik-phk-pegawai-negeri-sipil', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/102067', 'objectid': 24172, 'hash_type': 'MD5', 'mtime': '2019-04-16 03:56:14', 'filename': 'main', 'hash': '65e61323035d1dcddae4281cbefa2a6d', 'fileid': 102067, 'mime_type': 'text/html', 'filesize': 95783, 'datasetid': 'document'}, {'fileid': 102068, 'mime_type': 'text/html', 'hash_type': 'MD5', 'mtime': '2019-04-16 03:56:14', 'filename': '49729-menyelisik-phk-pegawai-negeri-sipil', 'hash': 'a99a6cf9bb6784775aab60cc8917317c', 'datasetid': 'document', 'filesize': 75188, 'objectid': 24172, 'uri': 'http://repository.lppm.unila.ac.id/id/file/102068'}], 'format': 'text', 'pos': 1, 'formatdesc': 'Menyelisik PHK Pegawai Negeri Sipil', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24172'}]",['FISIP3'],article,disk0/00/01/11/78,Menyelisik PHK Pegawai Negeri Sipil,,"[{'name': {'given': 'Arizka', 'honourific': None, 'family': 'Warganegara', 'lineage': None}, 'id': 'arizka.warganegara@fisip.unila.ac.id'}]",,,,,[{'url': 'http://mediaindonesia.com/read/detail/49729-menyelisik-phk-pegawai-negeri-sipil'}],,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
148,"['G1', 'GE', 'JA']","The Indonesian parliament has passed a controversial new act known as the Omnibus Law, so named because it brings together a raft of different measures. The measures packaged into the Omnibus Law are designed to streamline regulation over the economy, set a structure in place for the construction of Indonesia’s new capital city and reinstate a degree of centralisation for decision-making on environmental issues.",2023-04-05 05:58:09,archive,8,show,Omnibus bill reveals Jokowi’s bedfellows,49657,2023-04-05 05:58:09,,570,2023-04-05 05:58:09,http://repository.lppm.unila.ac.id/id/eprint/49657,public,TRUE,pub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 49657, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189298', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 189298, 'uri': 'http://repository.lppm.unila.ac.id/id/file/538324', 'mime_type': 'application/pdf', 'fileid': 538324, 'hash': '30fcf44a7a0ea77c6d5b143a3d3516fe', 'filename': 'Omnibus bill reveals Jokowi’s bedfellows _ East Asia Forum.pdf', 'mtime': '2023-04-05 03:04:30', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 162276}], 'docid': 189298, 'main': 'Omnibus bill reveals Jokowi’s bedfellows _ East Asia Forum.pdf'}]",['FISIP3'],article,disk0_bak/00/04/96/57,Omnibus bill reveals Jokowi’s bedfellows,,"[{'id': 'arizka.warganegara@fisip.unila.ac.id', 'name': {'family': 'Warganegara', 'honourific': None, 'lineage': None, 'given': 'Arizka'}}]",,published,,,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
149,['JA'],"Awal bulan ini, pemerintah akhirnya memutuskan untuk menunda Pemilihan Kepala Daerah (Pilkada) serentak dari September menjadi Desember 2020 karena pandemi COVID-19. Bila pandemi mbelum usai, Pilkada itu masih bisa diundur lagi. Sebelumnya, Komisi Pemilihan Umum (KPU) telah mengajukan tiga opsi penundaan Pilkada 2020: menunda tiga bulan hingga Desember, menunda enam bulan hingga Maret 2021, dan menunda setahun hingga September 2021.",2023-04-05 05:58:04,archive,6,show,Politik di tengah pandemi: pertimbangan untuk meniadakan Pilkada 2020,49656,2023-04-05 05:58:04,,570,2023-04-05 05:58:04,http://repository.lppm.unila.ac.id/id/eprint/49656,public,TRUE,pub,,"[{'placement': 1, 'security': 'public', 'eprintid': 49656, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 698295, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2023-04-05 03:00:54', 'hash': 'b922b087ce250b9fbba7c3b4ddb8d963', 'filename': 'Politik di tengah pandemi_ pertimbangan untuk meniadakan Pilkada 2020.pdf', 'fileid': 538318, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/538318', 'objectid': 189297}], 'docid': 189297, 'main': 'Politik di tengah pandemi_ pertimbangan untuk meniadakan Pilkada 2020.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189297', 'pos': 1, 'format': 'text'}]",['FISIP3'],article,disk0_bak/00/04/96/56,Politik di tengah pandemi: pertimbangan untuk meniadakan Pilkada 2020,,"[{'id': 'arizka.warganegara@fisip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Warganegara', 'given': 'Arizka'}}]",,published,,,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,
