,documents,publisher,number,ispublished,refereed,full_text_status,uri,lastmod,userid,datestamp,creators,issn,publication,dir,date,type,divisions,title,official_url,metadata_visibility,volume,rev_number,related_url,status_changed,eprint_status,abstract,subjects,eprintid,date_type,isbn,place_of_pub,pages,book_title,pagerange,referencetext,corp_creators,id_number,editors,institution,department,monograph_type,succeeds,contact_email,pres_type,event_type,event_dates,event_location,event_title,note,keywords,contributors,funders
34,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30514', 'rev_number': 1, 'main': 'Feni R.pdf', 'docid': 30514, 'files': [{'mime_type': 'application/pdf', 'fileid': 147174, 'hash': 'ab20db38260a228ed653cadbbb037f8c', 'filename': 'Feni R.pdf', 'mtime': '2019-12-23 05:20:29', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 2095844, 'objectid': 30514, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147174'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 16033, 'placement': 1, 'security': 'public'}]",Direktorat Sumber Daya Akademik dan Perpustakaan Universitas Padjadjaran,2.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/16033,2019-12-23 05:20:30,912,2019-11-08 17:53:05,"[{'name': {'family': 'Rosalia', 'honourific': None, 'lineage': None, 'given': 'Feni'}, 'id': 'feni.rosalia@fisip.unila.ac.id'}]",ISSN 1411 - 0903 : eISSN: 2443-2660,Sosiohumaniora - Jurnal Ilmu-ilmu Sosial dan Humaniora,disk0/00/01/60/33,2019-07-01 00:00:00.000000000,article,['FISIP3'],"PERUBAHAN BUDAYA ORGANISASI DARI UNIVERSITAS PEMBELAJARAN
KE UNIVERSITAS PENELITIAN DI UNIVERSITAS LAMPUNG",http://jurnal.unpad.ac.id/sosiohumaniora/article/view/20662,show,21,9,,2019-11-08 17:53:05,archive,"ABSTRAK. Universitas Lampung (Unila) berproses dari Universitas Pembelajaran ke Universitas Penelitian, namun masih mengalami
kendala dalam jumlah penelitian dan publikasi penelitian. Untuk menjadi Universitas Penelitian Unila  dituntut untuk menyediakan
keunggulan kompetitif yang strategis terkait budaya meneliti. Tujuan yang ingin dicapai dalam penelitian ini adalah mengetahui budaya
organisasi di Unila serta mengetahui proses perubahan budaya, dari Universitas Pembelajaran kepada Universitas Penelitian. Metode
yang digunakan dalam penelitian ini adalah kuantitatif dengan statistik inferensi karena penelitian ini bertujuan untuk mengetahui
berbagai variasi yang muncul dari perubahan budaya organisasi dari universitas pembelajaran ke universitas penelitian. Populasi dalam
penelitian ini adalah Tenaga Pendidik Universitas Lampung, dengan sampel berjumlah 90 orang. Teknik pengumpulan data yang
digunakan adalah kuisioner. Teknik analisis data menggunakan analisis univariat (analisis per variabel) dan analisis bivariat (analisis
dua variabel). Hasil penelitian menunjukkan bahwa budaya organisasi Universitas Lampung sudah mengarah pada perubahan budaya
dari Universitas Pembelajaran ke Universitas Penelitian. Namun budaya riset yang terbangun masih bersifat personal, karena kebutuhan
pribadi bukan digerakkan secara masif oleh perguruan tinggi. Hal tersebut dapat dilihat dari komparasi antara manajemen perguruan
tinggi dan budaya riset. Prakarsa dan konsistensi didominasi oleh keinginan pribadi dan publikasi belum membudaya akibat lemahnya
dosen menjangkau akses kepada publikasi tersebut. Saran penelitian adalah komitmen pemimpin yang tinggi, baik dari kebijakan yang
dikeluarkan dan dukungan pendanaan, sarana dan prasarana. Budaya research tidak hanya mementingkan personal saja tetapi research
dilaksanakan secara kelembagaan dan diyakini sebagai kebutuhan bersama. 
Kata kunci: budaya; universitas pembelajaran; universitas penelitian",['H1'],16033,published,,,,,222-227,,['Universitas Lampung'],,,,,,,,,,,,,,,,
35,"[{'main': 'Perubahan Budaya Organisasi.pdf', 'docid': 30502, 'files': [{'objectid': 30502, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147108', 'fileid': 147108, 'mime_type': 'application/pdf', 'mtime': '2019-12-21 17:28:48', 'hash_type': 'MD5', 'hash': '73d4c4f192aceea50da9584dd99783c2', 'filename': 'Perubahan Budaya Organisasi.pdf', 'datasetid': 'document', 'filesize': 1474156}], 'format': 'text', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30502', 'rev_number': 1, 'eprintid': 16034, 'security': 'public', 'placement': 2, 'mime_type': 'application/pdf', 'language': 'en'}]",Direktorat Sumber Daya Akademik dan Perpustakaan Universitas Padjadjaran,2.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/16034,2019-12-21 17:29:13,912,2019-11-08 17:57:33,"[{'id': 'feni.rosalia@fisip.unila.ac.id', 'name': {'given': 'Feni', 'family': 'Rosalia', 'honourific': None, 'lineage': None}}]",ISSN 1411 - 0903 : eISSN: 2443-2660,Sosiohumaniora - Jurnal Ilmu-ilmu Sosial dan Humaniora,disk0/00/01/60/34,1970-01-01 00:00:00.000002019,article,['FISIP3'],"PERUBAHAN BUDAYA ORGANISASI DARI UNIVERSITAS PEMBELAJARAN
KE UNIVERSITAS PENELITIAN DI UNIVERSITAS LAMPUNG",,show,21,9,,2019-11-08 17:57:33,archive,Penilaian Sejawat,['H1'],16034,published,,,,,,,['Universitas Lampung'],,,,,,,,,,,,,,,,
36,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 23044, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36603', 'rev_number': 1, 'docid': 36603, 'main': 'Feni.R. Similarity  Perubahan_Budaya_Organisasi (2).pdf', 'files': [{'objectid': 36603, 'uri': 'http://repository.lppm.unila.ac.id/id/file/211372', 'datasetid': 'document', 'filesize': 2325557, 'mime_type': 'application/pdf', 'fileid': 211372, 'filename': 'Feni.R. Similarity  Perubahan_Budaya_Organisasi (2).pdf', 'hash': 'd08b22a290bf971d0a476b2f9d9dd0f8', 'hash_type': 'MD5', 'mtime': '2020-07-08 07:58:33'}]}]",Sosiohumaniora - Jurnal Ilmu-ilmu Sosial dan Humaniora,,pub,,public,http://repository.lppm.unila.ac.id/id/eprint/23044,2020-07-08 08:16:53,912,2020-07-08 08:16:53,"[{'name': {'given': 'Feni', 'lineage': None, 'honourific': None, 'family': 'Rosalia'}, 'id': 'feni.rosalia@fisip.unila.ac.id'}]",,,disk0/00/02/30/44,1970-01-01 00:00:00.000002019,other,['FISIP3'],PERUBAHAN BUDAYA ORGANISASI DARI UNIVERSITAS PEMBELAJARAN KE UNIVERSITAS PENELITIAN DI UNIVERSITAS LAMPUNG,,show,,7,,2020-07-08 08:16:53,archive,Similarity,['AC'],23044,published,,,,,,,,,,,,,,,,,,,,,,,
37,"[{'security': 'public', 'placement': 1, 'eprintid': 18843, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 874316, 'fileid': 158142, 'mime_type': 'application/pdf', 'mtime': '2020-03-24 02:04:22', 'hash_type': 'MD5', 'filename': '22803-73104-4-PB.pdf', 'hash': '6bef7dca5b3964340be861b335021da5', 'objectid': 32059, 'uri': 'http://repository.lppm.unila.ac.id/id/file/158142'}], 'docid': 32059, 'main': '22803-73104-4-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32059', 'rev_number': 2, 'format': 'text', 'pos': 1}]","Departemen Ilmu Pemerintahan, FISIP, Universitas Padjadjaran",2.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/18843,2020-03-30 01:11:42,926,2020-03-30 01:11:42,"[{'id': 'syarief.makhya@fisip.unila.ac.id', 'name': {'given': 'Makhya', 'family': 'Syarief', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'Mukhlis', 'family': 'Maulana', 'honourific': None, 'lineage': None}}]",2540-8674,COSMOGOV,disk0/00/01/88/43,1970-01-01 00:00:00.000002019,article,['FISIP3'],"DESENTRALISASI FISKAL DAN IMPLIKASINYA TERHADAP KINERJA OTONOMI DAERAH PASCA PEMEKARAN (Studi di Kabupaten Tulang Bawang, Tuba Barat, dan Mesuji Lampung)",http://jurnal.unpad.ac.id/cosmogov,show,5,7,"[{'url': 'https://doi.org/10.24198/cosmogov.v5i2.22803', 'type': 'pub'}]",2020-03-30 01:11:42,archive,"Desentralisasi fiskal secara teori akan berimplikasi positif terhadap pertumbuhan ekonomi, pemerataan pembangunan, serta peningkatan akuntabilitas dan efisiensi. Dalam perspektif pemerintahan, desentralisasi fiskal kemudian menjadi strategi yang wajib dijalankan oleh pemerintah pusat untuk membangun hubungan yang selaras antar unit pemerintahan baik secara vertikal maupun horizontal. Pertanyaan dalam penelitian ini adalah benarkah desentralisasi fiskal dapat mewujudkan kemandirian pada daerah-daerah pasca pemekaran sebagai wujud kinerja otonomi daerah? dengan locus di Provinsi Lampung, yaitu Kabupaten Tulang Bawang (sebagai kabupaten induk), Tulang Bawang Barat, dan Mesuji (hasil pemekaran). Penelitian ini merupakan penelitian deskriptif dengan pendekatan atau analisa kualitatif. Secara faktual terbukti bahwa sepuluh tahun pasca pemekaran, jumlah transfer dana dari pusat maupun pertumbuhan ekonomi pada tiga kabupatan pasca pemekaran selalu meningkat setiap tahun. Namun demikian, terdapat dua temuan terkait dengan relasi antara desentralisasi fiskal dengan kinerja otonomi daerah. Pertama, desentralisasi fiskal lebih banyak dimaknai sebagai penyerahan sejumlah uang ke daerah sehingga strategi peningkatan kemampuan keuangan lebih berfokus pada seberapa besar uang dari pusat dapat masuk ke daerah dalam bentuk dana perimbangan. Kedua, pemberian wewenang kepada daerah untuk memungut sumber pendapatan dalam bentuk pajak dan retribusi daerah justru lebih dominan dilakukan demi tujuan pendapatan daripada pelayanan. Oleh karena itu, meskipun desentralisasi fiskal berimplikasi positif terhadap pertumbuhan ekonomi di kabupaten induk maupun kabupaten pemekaran, namun ternyata belum mampu mewujudkan kemandirian daerah. Pada konteks yang lebih makro, penelitian ini memiliki keterbatasan argumentasi karena kinerja otonomi atau kemandirian daerah hanya mampu dinilai pada sisi makro-ekonomi serta sisi kemampuan keuangan. Sejatinya, terdapat indikator atau aspek yang lebih komprehensif selain keduanya.",['JS'],18843,published,,,,,147-162,,,10.24198,,,,,,,,,,,,,,,
38,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 19591, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32832', 'rev_number': 1, 'docid': 32832, 'main': '2. Desentralisasi Fiskal dan Implikasinya Trhadap Kinerja Otonomi Daerah Pasca Pemekaran (studi di Kab. Tulang Bawang, Kab. Tuba Barat, dan Mesuji Lampung.pdf', 'files': [{'mtime': '2020-05-12 06:52:13', 'hash_type': 'MD5', 'hash': '064ef9aa4c136c7ecf42cd935b4c390a', 'filename': '2. Desentralisasi Fiskal dan Implikasinya Trhadap Kinerja Otonomi Daerah Pasca Pemekaran (studi di Kab. Tulang Bawang, Kab. Tuba Barat, dan Mesuji Lampung.pdf', 'fileid': 163656, 'mime_type': 'application/pdf', 'filesize': 757439, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/163656', 'objectid': 32832}]}]","Departemen Ilmu Pemerintahan, FISIP, Universitas Padjadjaran",2.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/19591,2020-05-13 01:50:15,926,2020-05-13 01:50:15,"[{'id': 'syarief.makhya@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'Syarief', 'honourific': None, 'given': 'Makhya'}}, {'id': None, 'name': {'given': 'Mukhlis', 'family': 'Maulana', 'honourific': None, 'lineage': None}}]",2540-8674,COSMOGOV,disk0/00/01/95/91,1970-01-01 00:00:00.000002019,article,['FISIP3'],"DESENTRALISASI FISKAL DAN IMPLIKASINYA TERHADAP KINERJA OTONOMI DAERAH PASCA PEMEKARAN (Studi di Kabupaten Tulang Bawang, Tuba Barat, dan Mesuji Lampung)(Penilaian)",http://jurnal.unpad.ac.id/cosmogov,show,5,6,[{'url': 'https://doi.org/10.24198/cosmogov.v5i2.22803'}],2020-05-13 01:50:15,archive,"Desentralisasi fiskal secara teori akan berimplikasi positif terhadap pertumbuhan ekonomi, pemerataan pembangunan, serta peningkatan akuntabilitas dan efisiensi. Dalam perspektif pemerintahan, desentralisasi fiskal kemudian menjadi strategi yang wajib dijalankan oleh pemerintah pusat untuk membangun hubungan yang selaras antar unit pemerintahan baik secara vertikal maupun horizontal. Pertanyaan dalam penelitian ini adalah benarkah desentralisasi fiskal dapat mewujudkan kemandirian pada daerah-daerah pasca pemekaran sebagai wujud kinerja otonomi daerah? dengan locus di Provinsi Lampung, yaitu Kabupaten Tulang Bawang (sebagai kabupaten induk), Tulang Bawang Barat, dan Mesuji (hasil pemekaran). Penelitian ini merupakan penelitian deskriptif dengan pendekatan atau analisa kualitatif. Secara faktual terbukti bahwa sepuluh tahun pasca pemekaran, jumlah transfer dana dari pusat maupun pertumbuhan ekonomi pada tiga kabupatan pasca pemekaran selalu meningkat setiap tahun. Namun demikian, terdapat dua temuan terkait dengan relasi antara desentralisasi fiskal dengan kinerja otonomi daerah. Pertama, desentralisasi fiskal lebih banyak dimaknai sebagai penyerahan sejumlah uang ke daerah sehingga strategi peningkatan kemampuan keuangan lebih berfokus pada seberapa besar uang dari pusat dapat masuk ke daerah dalam bentuk dana perimbangan. Kedua, pemberian wewenang kepada daerah untuk memungut sumber pendapatan dalam bentuk pajak dan retribusi daerah justru lebih dominan dilakukan demi tujuan pendapatan daripada pelayanan. Oleh karena itu, meskipun desentralisasi fiskal berimplikasi positif terhadap pertumbuhan ekonomi di kabupaten induk maupun kabupaten pemekaran, namun ternyata belum mampu mewujudkan kemandirian daerah. Pada konteks yang lebih makro, penelitian ini memiliki keterbatasan argumentasi karena kinerja otonomi atau kemandirian daerah hanya mampu dinilai pada sisi makro-ekonomi serta sisi kemampuan keuangan. Sejatinya, terdapat indikator atau aspek yang lebih komprehensif selain keduanya.",['JS'],19591,published,,,,,147-162,,,10.24198,,,,,,,,,,,,,,,
39,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 18847, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32064', 'main': 'desentralisasi_fiskal.pdf', 'docid': 32064, 'files': [{'filename': 'desentralisasi_fiskal.pdf', 'hash': 'b8ad55d74e40b0c59de409e08d017f93', 'hash_type': 'MD5', 'mtime': '2020-03-24 03:07:49', 'mime_type': 'application/pdf', 'fileid': 158180, 'filesize': 6889859, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/158180', 'objectid': 32064}]}]","Departemen Ilmu Pemerintahan, FISIP, Universitas Padjadjaran",2.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/18847,2020-03-30 01:08:16,926,2020-03-30 01:08:16,"[{'id': 'syarief.makhya@fisip.unila.ac.id', 'name': {'given': 'Makhya', 'lineage': None, 'honourific': None, 'family': 'Syarief'}}, {'id': None, 'name': {'given': 'mukhlis', 'honourific': None, 'family': 'maulana', 'lineage': None}}]",2540-8674,COSMOGOV,disk0/00/01/88/47,1970-01-01 00:00:00.000002019,article,['FISIP3'],"DESENTRALISASI FISKAL DAN IMPLIKASINYA TERHADAP KINERJA OTONOMI DAERAH PASCA PEMEKARAN (Studi di Kabupaten Tulang Bawang, Tuba Barat, dan Mesuji Lampung) Similirity",http://jurnal.unpad.ac.id/cosmogov,show,5,8,[{'url': 'http://jurnal.unpad.ac.id/cosmogov/article/view/22803'}],2020-03-30 01:08:16,archive,"Desentralisasi fiskal secara teori akan berimplikasi positif terhadap pertumbuhan ekonomi, pemerataan pembangunan, serta peningkatan akuntabilitas dan efisiensi. Dalam perspektif pemerintahan, desentralisasi fiskal kemudian menjadi strategi yang wajib dijalankan oleh pemerintah pusat untuk membangun hubungan yang selaras antar unit pemerintahan baik secara vertikal maupun horizontal. Pertanyaan dalam penelitian ini adalah benarkah desentralisasi fiskal dapat mewujudkan kemandirian pada daerah-daerah pasca pemekaran sebagai wujud kinerja otonomi daerah? dengan locus di Provinsi Lampung, yaitu Kabupaten Tulang Bawang (sebagai kabupaten induk), Tulang Bawang Barat, dan Mesuji (hasil pemekaran). Penelitian ini merupakan penelitian deskriptif dengan pendekatan atau analisa kualitatif. Secara faktual terbukti bahwa sepuluh tahun pasca pemekaran, jumlah transfer dana dari pusat maupun pertumbuhan ekonomi pada tiga kabupatan pasca pemekaran selalu meningkat setiap tahun. Namun demikian, terdapat dua temuan terkait dengan relasi antara desentralisasi fiskal dengan kinerja otonomi daerah. Pertama, desentralisasi fiskal lebih banyak dimaknai sebagai penyerahan sejumlah uang ke daerah sehingga strategi peningkatan kemampuan keuangan lebih berfokus pada seberapa besar uang dari pusat dapat masuk ke daerah dalam bentuk dana perimbangan. Kedua, pemberian wewenang kepada daerah untuk memungut sumber pendapatan dalam bentuk pajak dan retribusi daerah justru lebih dominan dilakukan demi tujuan pendapatan daripada pelayanan. Oleh karena itu, meskipun desentralisasi fiskal berimplikasi positif terhadap pertumbuhan ekonomi di kabupaten induk maupun kabupaten pemekaran, namun ternyata belum mampu mewujudkan kemandirian daerah. Pada konteks yang lebih makro, penelitian ini memiliki keterbatasan argumentasi karena kinerja otonomi atau kemandirian daerah hanya mampu dinilai pada sisi makro-ekonomi serta sisi kemampuan keuangan. Sejatinya, terdapat indikator atau aspek yang lebih komprehensif selain keduanya.",['JS'],18847,published,,,,,147-162,,,doi.org/10.24198/cosmogov.v5i2.22803,,,,,,,,,,,,,,,
40,"[{'files': [{'objectid': 28735, 'uri': 'http://repository.lppm.unila.ac.id/id/file/134471', 'fileid': 134471, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-11-05 07:31:19', 'filename': '01 Arizka Warganegara.pdf', 'hash': '28fdf2ef400cac4d60bc3ba641a6bda8', 'datasetid': 'document', 'filesize': 264202}], 'main': '01 Arizka Warganegara.pdf', 'docid': 28735, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28735', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 15615, 'language': 'en', 'mime_type': 'application/pdf'}]",LP3M  STISIPOL Dharma Wacana,1.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/15615,2019-11-05 10:57:50,307,2019-11-05 10:57:50,"[{'name': {'given': 'Arizka', 'lineage': None, 'family': 'Warganegara', 'honourific': None}, 'id': 'arizka.warganegara@fisip.unila.ac.id'}]",1858-2400,Wacana Publik,disk0/00/01/56/15,2019-06-01 00:00:00.000000000,article,['FISIP3'],EVALUASI PILKADA SERENTAK 2015 DAN PEMILU 2019: SEBUAH CATATAN SINGKAT,http://wacanapublik.stisipoldharmawacana.ac.id/,show,13,6,[{'url': 'http://wacanapublik.stisipoldharmawacana.ac.id/'}],2019-11-05 10:57:50,archive,"Indikator sebuah negara demokrasi selalu diawali dengan adanya pemilihan umum, baik dilevel nasional maupun lokal. Pelaksaan Pilkada serentak tahun 2015 dan Pemilu tahun 2019 mengindikasi bahwa Indonesia sudah menjadi negara yang bergerak menuju negara dengan demokrasi yang matang. Sejauh ini tidak ditemukan konflik yang mengakar diaras public walaupun perhelatan dua event demokrasi besar tersebit menyisakan beragam evaluasi dimulai dari kritik terhadap sistem pemilu yang terlalu rumit, penyelenggara yang belum sempurna mengejahwantahkan peraturan pemilu di lapangan, kekurangan logistik pemilu dan berbagai pelanggaran pemilu yang ditemukan. Tulisan ini mencoba memberikan catatan terhadap kedua event politik tersebut. Catatan yang paling utama bagi Pilkada serentak adalah potensi kecurangan ternyata bukan terletak pada biaya kampanye formal yang pada Pilkada 2015 ditanggung oleh ‘penyelenggara’,  dalam konteks ini penyelenggara harus mampu menemukan formulasi teknis yang dapat mengurangi sebaran politik uang dan hal itu akan lebih bermanfaat bagi kualitas pemimpin yang terpilih. Sedangkan bagi Pemilu 2019, penulis melihat justru persoalan distribusi logistic, pendataan pemilih dan sistem pemilu proporsional terbuka menjadi hal utama yang harus menjadi catatan dalam evaluasi Pemilu 2019.",['JA'],15615,published,,,,,1-6,,['Universitas Lampung'],,,,,,,,,,,,,,,,
41,"[{'placement': 1, 'security': 'public', 'eprintid': 17496, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2020-01-06 05:55:31', 'hash': '8a908a3ab94efe26a922d2db39885504', 'filename': 'Jurnal Stisipol_Mei 2019.pdf', 'fileid': 147933, 'mime_type': 'application/pdf', 'filesize': 254061, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147933', 'objectid': 30625}], 'docid': 30625, 'main': 'Jurnal Stisipol_Mei 2019.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30625', 'pos': 1, 'format': 'text'}]",Stisipol Darma Wacana Metro,1.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/17496,2020-01-27 02:48:22,570,2020-01-27 02:48:22,"[{'id': 'arizka.warganegara@fisip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Warganegara', 'given': 'Arizka'}}]",SSN: 2656-9558,Evaluasi Pilkada Serentak 2015 dan Pemilu 2019: Sebuah Catatan Singkat,disk0/00/01/74/96,2019-05-25 00:00:00.000000000,article,['FISIP3'],Evaluasi Pilkada Serentak 2015 dan Pemilu 2019: Sebuah Catatan Singkat,http://wacanapublik.stisipoldharmawacana.ac.id/index.php/politik/issue/view/7,show,13,7,,2020-01-27 02:48:22,archive,"Election is one of the most important indicator of the democratic country, both election in the local and national level. The successful organising simultaneous local election in 2015 and general election in 2019, this indicates that Indonesia is moving forward towards a mature democratic country. Based on the qualitative assestment, there is no systematic election fraud found that could possibly deteriorated the quality of the election both in simultaneous local election in 2015 and general election in 2019 but there are some technical problems that need to be fixed in the future obviously. For example, the lack of capacity electoral commission in defining the election regulations and the problem of logistic distribution, those become among the important problem that need to be evaluated and resolved. This paper endeavours to evaluate the simultaneous local election in 2015 and general election in 2019 by applying qualitative assestment. One of the important finding is the problem of reducing money politics activities especially in the local election. Therefore, the electoral commission need to obtain a solution to reduce this fraud activities in order to decrease the widespread of vote buying activities in the future. In the context of 2019 General Election, there are three problems that need to be fixed. Those three problems are logistics distribution, voter registration and the mode of legislative election system.

Keywords: local election, general election and democracy","['H1', 'JA']",17496,published,,,,,1-6,"Berman, Russel. 2016. How Can the U.S. Shrink the Influence of Money in Politics? terbit pada 13 Maret 2016 diakses 10 Februari 2019 pada laman https://www.theatlantic.com/politics/archive/2016/03/fix-money-in-politics/473214/6

Chandra, K. 2012. Constructivist theories of ethnic politics. Oxford University Press.

Warganegara, Arizka. 2016. Mengevaluasi Pemilihan Umum Kepala Daerah Serentak. LSC Insight. Volume 1 Number 5

Warganegara, Arizka. 2019. Mozaik dan Evaluasi Pemilu 2019. Lampung Post, 22 April 2019 

Warganegara, Arizka. 2019. Politik Transaksional. Lampung Post, 11 Februari 2019 Harian Kompas. Data Pemilih Pemilukada Serentak tahun 2015, terbit tanggal 13 Oktober 2015",,,,,,,,,,,,,,,,,
42,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 50028, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189716', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/541246', 'objectid': 189716, 'hash_type': 'MD5', 'mtime': '2023-04-10 03:27:10', 'hash': '783ba9e4495d5ee89f6b3699761c2fe2', 'filename': 'Laporan Penelitian_Demokratisasi dan Globalisasi.pdf', 'fileid': 541246, 'mime_type': 'application/pdf', 'filesize': 836314, 'datasetid': 'document'}], 'docid': 189716, 'main': 'Laporan Penelitian_Demokratisasi dan Globalisasi.pdf'}]",JIP Unila,,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/50028,2023-04-10 04:15:26,570,2023-04-10 04:15:26,"[{'name': {'given': 'Arizka', 'lineage': None, 'honourific': None, 'family': 'Warganegara'}, 'id': 'arizka.warganegara@fisip.unila.ac.id'}]",,,disk0_bak/00/05/00/28,2019-09-01 00:00:00.000000000,other,['FISIP3'],Laporan Penelitian- Demokratisasi dan Globalisasi,,show,,8,,2023-04-10 04:15:26,archive,,"['G1', 'JA']",50028,published,,,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,,,,,,
43,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 50027, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189715', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/541236', 'objectid': 189715, 'filesize': 2133545, 'datasetid': 'document', 'mtime': '2023-04-10 03:24:53', 'hash_type': 'MD5', 'filename': 'Laporan Penelitian_Partisipasi Pemilih.pdf', 'hash': '53894e8ea3aa60f335d4bcff793153a4', 'fileid': 541236, 'mime_type': 'application/pdf'}], 'docid': 189715, 'main': 'Laporan Penelitian_Partisipasi Pemilih.pdf'}]",MIP Unila,,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/50027,2023-04-10 04:15:24,570,2023-04-10 04:15:24,"[{'id': 'arizka.warganegara@fisip.unila.ac.id', 'name': {'given': 'Arizka', 'family': 'Warganegara', 'honourific': None, 'lineage': None}}]",,,disk0_bak/00/05/00/27,2019-11-01 00:00:00.000000000,other,['FISIP3'],Laporan Penelitian- Partisipasi Pemilih,,show,,9,,2023-04-10 04:15:24,archive,,"['G1', 'JA', 'JF']",50027,published,,Bandar Lampung,,,,,,,,,,,,arizka.warganegara@fisip.unila.ac.id,,,,,,,,,
