,eprintid,date_type,official_url,title,rev_number,volume,metadata_visibility,eprint_status,status_changed,subjects,abstract,publication,issn,creators,date,dir,id_number,type,divisions,ispublished,number,publisher,documents,uri,full_text_status,refereed,lastmod,userid,pagerange,datestamp,succeeds,thesis_type,institution,department,thesis_name,place_of_pub,patent_applicant,isbn,pages,related_url,projects,funders,editors
36,24450,published,http://jurnal.fkip.unila.ac.id/index.php/JMMP/article/view/21050,Teacher Mentoring: Problems and Solutions,6,8.0,show,archive,2020-11-02 04:19:49,['L1'],"Teacher mentoring: problems and solution. Purpose: This paper aims to find answers to research questions: 1) what problems do teachers face? 2) How can mentoring
overcome the problems? Method: The authors applied action research Margaret Riel's model which consists of studying and planning, taking action, collecting and analyzing evidence, and reflecting. The authors used the following instruments to collect the data: a) observation format
sheet, b) flanders format sheet, c) camera, and 4) five-step format accompaniment. There are four teachers as participants involved in this research. Findings: 1) Teachers faced  pedagogical,personality , social, and professional competences. 2) These problems could be solved using mentoring through the ability of mentors in playing the roles of facilitators to produce a good
relationship between mentor and mentees.",Jurnal Manajemen Mutu Pendidikan,e-ISSN: 2716-4616 | p-ISSN 2302-1772,"[{'id': 'ridwanrosidimuawi@gmail.com', 'name': {'lineage': None, 'family': 'Ridwan', 'honourific': None, 'given': 'Ridwan'}}, {'id': 'dhkarwan@yahoo.co.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Karwan', 'given': 'Dedy H.'}}, {'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'given': 'Hasan', 'family': 'Hariri', 'honourific': None, 'lineage': None}}]",1970-01-01 00:00:00.000002020,disk0/00/02/44/50,http://dx.doi.org/10.23960/jmmp.v8.i2.202003,article,['FKIP5'],pub,2,FKIP Unila,"[{'eprintid': 24450, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Hariri et 2020 JMMPTeacher Mentoring Problems and Solutions.pdf', 'docid': 38185, 'files': [{'mime_type': 'application/pdf', 'fileid': 222304, 'hash': 'b909edaf93266890c230004d57fa57cd', 'filename': 'Hariri et 2020 JMMPTeacher Mentoring Problems and Solutions.pdf', 'hash_type': 'MD5', 'mtime': '2020-11-01 16:47:15', 'datasetid': 'document', 'filesize': 507267, 'objectid': 38185, 'uri': 'http://repository.lppm.unila.ac.id/id/file/222304'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38185', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/24450,public,TRUE,2020-11-02 04:19:49,214,18-30,2020-11-02 04:19:49,,,,,,,,,,,,,
37,24448,published,http://jurnal.fkip.unila.ac.id/index.php/jpp/article/view/20729,Exploratory Analysis Study and Correlations between the Principal’s Leadership Style and the School’s Digitalization System in Bandar Lampung City,8,10.0,show,archive,2020-11-02 04:19:30,['L1'],"This study aimed to describe the influence of the principal’s leadership style on the school digitalization system according to school’s accreditation and status. Methods: This research method used exploratory survey method with a questionnaire completed by 30 elementary school teachers in Bandar Lampung City. The data were analysed using descriptive statistics and non-parametric correlations test. Findings: The situational leadership style that elementary school principals generally applied in Bandar Lampung is the selling style. Nevertheless, the principals still showed 3 other leadership styles, namely: telling, participating and delegating; with proportions that are not much different. Unlike the digitalisation system, schools generally are still not optimal in implementing digital systems in schools. Conclusions: The principal’s leadership style did not have a significant relationship to the school digitalization system.",Jurnal Pendidikan Progresif,e-ISSN: 2550-1313 | p-ISSN: 2087-9849,"[{'name': {'lineage': None, 'family': 'Rini', 'honourific': None, 'given': 'Riswanti'}, 'id': 'riswanti.rini@gmail.com'}, {'name': {'given': 'Hasan', 'lineage': None, 'honourific': None, 'family': 'Hariri'}, 'id': 'hasan.hariri@staff.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Sukamto', 'given': 'Ismu'}, 'id': 'ismusukamto.11@gmail.com'}]",1970-01-01 00:00:00.000002020,disk0/00/02/44/48,http://dx.doi.org/10.23960/jpp.v10.i2.202017,article,['FKIP5'],pub,2,FKIP Unila,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/38183', 'rev_number': 2, 'pos': 1, 'format': 'text', 'files': [{'objectid': 38183, 'uri': 'http://repository.lppm.unila.ac.id/id/file/222289', 'datasetid': 'document', 'filesize': 1434273, 'fileid': 222289, 'mime_type': 'application/pdf', 'mtime': '2020-11-01 16:10:10', 'hash_type': 'MD5', 'hash': '56a95ee0dc1cf49a1c22549ed6383fdc', 'filename': 'Rini Hariri Sukamto 2020 Exploratory Analysis Study and Correlations between the Principal.pdf'}], 'main': 'Rini Hariri Sukamto 2020 Exploratory Analysis Study and Correlations between the Principal.pdf', 'docid': 38183, 'content': 'published', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 24448}]",http://repository.lppm.unila.ac.id/id/eprint/24448,public,TRUE,2020-11-02 04:19:30,214,336-349,2020-11-02 04:19:30,,,,,,,,,,,,,
38,22851,published,https://www.atlantis-press.com/proceedings/icope-19/125937542,"School-Based Management in Indonesia:
Decision-Making, Problems, and Problem-Solving 
Strategy",10,422.0,show,archive,2020-06-30 03:28:36,['L1'],"This paper seeks to answer the questions 1) What decision making is practiced in School Based Management (SBM) in Indonesia ?, 2) What problems are faced in implementing SBM in Indonesia?, 3) What strategies do practitioners do in dealing with problems? SBM can facilitate practitioners in terms of school committee involvement in strategic decision making in term of school missions, vision, objectives, repairmen of building, funds, new classroom, programs and teaching and learning process, facilities preservation, student conduct policies, canteen management, governing  of fund income, choosing educator, choosing teachers, choosing principals, choosing administrative staff, choosing textbooks, curriculum development. Problems encountered include inadequate parental participation, weakness in self-governing, coordination handicap, principal and school committee role overlap, weakness in school leaders and professional improvement for, school appliances constrain, SBM understanding constrain, inadequate school finance. The strategies or creativity used in resolving problems include: seeking advice and support from other school stakeholders, the principal and staff discussing and agreeing on strategies to implement change collaboratively, principals consider themselves
to be team members, delegate authority. There is an agreement between the school and the school committee on reducing workload. 

Keywords: school-based management, SBM problems, problem solving, schools, Indonesia","Advances in Social Science, Education and Humanities Research",2352-5398,"[{'name': {'given': 'Riswanti', 'lineage': None, 'honourific': None, 'family': 'Rini'}, 'id': 'riswanti.rini@gmail.com'}, {'id': 'ismusukamto.11@gmail.com', 'name': {'family': 'Sukamto', 'honourific': None, 'lineage': None, 'given': 'Ismu'}}, {'name': {'family': 'Ridwan', 'honourific': None, 'lineage': None, 'given': 'Ridwan'}, 'id': 'ridwanrosidimuawi@gmail.com'}, {'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'given': 'Hasan', 'lineage': None, 'family': 'Hariri', 'honourific': None}}]",2020-03-25 00:00:00.000000000,disk0/00/02/28/51,https://doi.org/10.2991/assehr.k.200323.125,article,['FKIP5'],pub,,Atlantis Press,"[{'security': 'public', 'placement': 2, 'eprintid': 22851, 'content': 'published', 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 275878, 'datasetid': 'document', 'hash': '317a7b250224dd6ee06dd05de4c0869d', 'filename': '10 School-Based Management in Indonesia.pdf', 'mtime': '2020-06-29 15:56:30', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 209734, 'uri': 'http://repository.lppm.unila.ac.id/id/file/209734', 'objectid': 36374}], 'docid': 36374, 'main': '10 School-Based Management in Indonesia.pdf', 'formatdesc': 'This article focuses on decision-making,problems, and problem-solving strategy in Indonesian SBM', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36374', 'rev_number': 3, 'format': 'text', 'pos': 2}, {'security': 'public', 'placement': 3, 'eprintid': 22851, 'content': 'published', 'mime_type': 'text/html', 'language': 'en', 'files': [{'mime_type': 'text/html', 'fileid': 209738, 'filename': 125937542, 'hash': '3da92888435f7bcc6a860b1f8952e396', 'mtime': '2020-06-29 15:57:43', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 25561, 'objectid': 36375, 'uri': 'http://repository.lppm.unila.ac.id/id/file/209738'}], 'main': 125937542, 'docid': 36375, 'formatdesc': 'This article focuses on decision-making,problems, and problem-solving strategy in Indonesian SBM', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36375', 'rev_number': 4, 'format': 'other', 'pos': 3}]",http://repository.lppm.unila.ac.id/id/eprint/22851,public,TRUE,2020-06-30 03:28:36,214,229-232,2020-06-30 03:28:36,19501.0,,,,,,,,,,['Hibah Penelitian'],['Universitas Lampung'],
39,28839,,,Exploratory Analysis Study and Correlations between the Principal’s Leadership Style and the School’s Digitalization System in Bandar Lampung City.,9,,show,archive,2021-04-05 04:50:02,"['L1', 'LB1501', 'LC5201']",,,,"[{'id': None, 'name': {'lineage': None, 'family': 'Riswanti', 'honourific': None, 'given': 'Rini'}}, {'name': {'given': 'Hasan', 'lineage': None, 'honourific': None, 'family': 'Hariri'}, 'id': 'hasan.hariri@staff.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Sukamto', 'given': 'Ismu'}, 'id': 'ismusukamto.11@gmail.com'}]",2020-08-23 00:00:00.000000000,disk0/00/02/88/39,,other,['FKIP5'],pub,,JPP FKIP Universitas Lampung,"[{'docid': 42933, 'main': '1. Exploratory Analysis Study and Correlations between the Principals Leadership Style and the School.pdf', 'files': [{'datasetid': 'document', 'filesize': 4078362, 'mime_type': 'application/pdf', 'fileid': 255906, 'hash': 'a4bb93ccc0de3ec1596d53a20bb92c6c', 'filename': '1. Exploratory Analysis Study and Correlations between the Principals Leadership Style and the School.pdf', 'hash_type': 'MD5', 'mtime': '2021-04-01 09:21:05', 'objectid': 42933, 'uri': 'http://repository.lppm.unila.ac.id/id/file/255906'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42933', 'rev_number': 1, 'eprintid': 28839, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/28839,public,,2021-04-05 04:50:02,214,,2021-04-05 04:50:02,,,,,,,,,,,,,
40,33987,published,,The Effect of Project Based Learning Model to Learning Outcomes of Learners,7,8.0,show,archive,2021-09-20 01:07:22,['L1'],"The problem in this study is the low learning outcomes of student in grade IV SD
Negeri 8 East Metro in thematic learning. The purpose of this study was to
analyze and find out the significant effect of the application of the base learning
project model to the learning outocomes of students.This study uses an
experimental approach with research design non-equivalent control group design.
The population of this study amounted to 48 student. The research sample
amounted 48 respondents. The instruments used are test questions and
questionnaires. The data analysis technique uses a statistical test that begins with
a test of normality and homogeneity.
The results of the study show value tcount of 2,340, while ttable of 2,021. The
comparison shosws(2,340>2,021) means Ha accepted
There is a significant influence on the application o the project based learning
model to the learning outcomes of students in grade IV SD Negeri 8 East Metro",Pedagogi : Jurnal Pendidikan Dasar,,"[{'name': {'lineage': None, 'family': 'Rohma Lena', 'honourific': None, 'given': 'Rohma'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Sowiyah', 'given': 'Sowiyah'}}, {'name': {'family': 'Nelly Astuti', 'honourific': None, 'lineage': None, 'given': 'Nelly'}}]",1970-01-01 00:00:00.000002020,disk0/00/03/39/87,,article,['FKIP5'],pub,1,,"[{'placement': 1, 'security': 'public', 'eprintid': 33987, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/401477', 'objectid': 154236, 'filename': '8. 17207-38773-1-PB.pdf', 'hash': '9c4ff3163f6ba89d2a821c91865b6855', 'hash_type': 'MD5', 'mtime': '2021-09-19 15:50:39', 'mime_type': 'application/pdf', 'fileid': 401477, 'filesize': 212383, 'datasetid': 'document'}], 'main': '8. 17207-38773-1-PB.pdf', 'docid': 154236, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154236', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",http://repository.lppm.unila.ac.id/id/eprint/33987,public,TRUE,2021-09-20 01:07:22,968,,2021-09-20 01:07:22,,,,,,,,,,"[{'type': 'pub', 'url': 'http://jurnal.fkip.unila.ac.id/index.php/pgsd/article/view/20499'}]",,,
41,29787,completed,,Manajemen Pendidikan Sekolah Inklusi di Negeri SD Negeri 10 Nambah Rejo Kecamatan Kota Gajah Kabupaten Lampung Tengah,7,,show,archive,2021-04-30 01:14:13,['L1'],,,,"[{'name': {'honourific': None, 'family': 'Sektiani', 'lineage': None, 'given': 'Indro'}}]",1970-01-01 00:00:00.000002020,disk0/00/02/97/87,,thesis,['FKIP5'],unpub,,,"[{'security': 'public', 'placement': 1, 'eprintid': 29787, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/263583', 'objectid': 43990, 'filesize': 491008, 'datasetid': 'document', 'filename': '5 Tesis Indro Sektiani.pdf', 'hash': 'c8d4785e16b3835ddc4faef3ef2771cd', 'hash_type': 'MD5', 'mtime': '2021-04-29 10:31:43', 'mime_type': 'application/pdf', 'fileid': 263583}], 'main': '5 Tesis Indro Sektiani.pdf', 'docid': 43990, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43990', 'rev_number': 1, 'format': 'text', 'pos': 1}]",http://repository.lppm.unila.ac.id/id/eprint/29787,public,,2021-04-30 01:14:13,214,,2021-04-30 01:14:13,,masters,Universitas Lampung,MAP,other,,,,,,,,
42,24449,published,https://goodwoodpub.com/index.php/jshe/article/view/259,The influence of principal performance on teachers’ pedagogical competence,7,1.0,show,archive,2020-11-02 04:19:39,['L1'],"Purpose: The principal's job is very essential and governs the equal of student learning consequences. Principal performances are also in line with teachers' output and self-esteem. In this case, it can be said that the principal's working area creates a feeling of comfort for teachers. The principal performances create the feeling at home in encouraging teachers and employees to work in harmony with the rules and programs that have been delineated so that work output becomes great and pupil learning outcomes also upsurge. One of the teachers’ productivity can be seen from the teachers’ pedagogical proficiency. Pedagogical proficiency is a talent for understanding students and management of educational and dialogical learning. This study targets to determine in what way the impact of the principal’s performance on teachers’ pedagogical competence.
Research Methodology: The method used is the method of search and review. The review process starts with the search engine, Google scholar and reviewing related articles about principal performance and teachers’ pedagogical competence.
Results: The results from 22 reviewed articles are that the role of the principal’s performance is very influential in affecting the teacher's pedagogical competence.
Limitations: Since this study includes many cases, further research could include performing to analyze how principal performance could affect teacher pedagogical competence.
Contribution: This study can be useful in Faculty of Teacher Training and Education Lampung University and secondary education level","Journal of Social, Humanity, and Education",,"[{'name': {'given': 'Heru', 'honourific': None, 'family': 'Siswanto', 'lineage': None}, 'id': None}, {'id': 'hasan.hariri@staff.unila.ac.id', 'name': {'given': 'Hasan', 'family': 'Hariri', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'Sowiyah', 'honourific': None, 'family': 'Sowiyah', 'lineage': None}}, {'name': {'family': 'Ridwan', 'honourific': None, 'lineage': None, 'given': 'Ridwan'}, 'id': 'ridwanrosidimuawi@gmail.com'}]",1970-01-01 00:00:00.000002020,disk0/00/02/44/49,https://doi.org/10.35912/jshe.v1i1.259,article,['FKIP5'],pub,1,Goodwood Publishing,"[{'main': 'Siswanto Hariri  et al 2020 The influence of principal performance.pdf', 'docid': 38184, 'files': [{'filesize': 438681, 'datasetid': 'document', 'hash': '5850e043dbaf0af8da7ea200fa62d0be', 'filename': 'Siswanto Hariri  et al 2020 The influence of principal performance.pdf', 'mtime': '2020-11-01 16:32:07', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 222297, 'uri': 'http://repository.lppm.unila.ac.id/id/file/222297', 'objectid': 38184}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/38184', 'rev_number': 2, 'eprintid': 24449, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'content': 'published'}]",http://repository.lppm.unila.ac.id/id/eprint/24449,public,TRUE,2020-11-02 04:19:39,214,13-26,2020-11-02 04:19:39,,,,,,,,,,,,,
43,33992,published,http://jurnal.fkip.unila.ac.id/index.php/JMMP/index,Relationship of the Completeness of Children Friendly School Facilities and Learning Interest on Results Learning High Class SD Negeri 5 Metro Barat,6,8.0,show,archive,2021-09-20 01:07:35,['L1'],"The problem in this research is the low learning outcomes of high class students at SD Negeri 5 Metro Barat. The purpose of this research is to analyze and find a positive and significant relationship between the completeness of child-friendly school facilities and interest in learning with high class learning outcomes at SD Negeri 5 Metro Barat. This type of research is ex-post facto correlation. The population is 70 students. The sample in this study is a saturated sample. Data collection tools are observation, questionnaire, and documentation. Based on the results of the analysis of the research data it can be concluded that there is a positive and significant relationship between the completeness of the child-friendly school facilities and the interest in learning together with the high class learning outcomes of SD Negeri 5 Metro Barat by showing a correlation coefficient of 0.624 at a high level.",Jurnal Manajemen Mutu Pendidikan,,"[{'name': {'honourific': None, 'family': 'Sopiah', 'lineage': None, 'given': 'Sopiah'}}, {'name': {'family': 'Sowiyah', 'honourific': None, 'lineage': None, 'given': 'Sowiyah'}}]",2020-06-10 00:00:00.000000000,disk0/00/03/39/92,,article,['FKIP5'],pub,2,,"[{'placement': 1, 'security': 'public', 'eprintid': 33992, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'datasetid': 'document', 'filesize': 336366, 'mime_type': 'application/pdf', 'fileid': 401513, 'filename': '4. 21053-49369-1-PB.pdf', 'hash': 'defdf35fb7ecff002f963bb0b73f2ee7', 'mtime': '2021-09-19 16:35:26', 'hash_type': 'MD5', 'objectid': 154243, 'uri': 'http://repository.lppm.unila.ac.id/id/file/401513'}], 'docid': 154243, 'main': '4. 21053-49369-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154243', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",http://repository.lppm.unila.ac.id/id/eprint/33992,public,TRUE,2021-09-20 01:07:35,968,31-40,2021-09-20 01:07:35,,,,,,,,,,"[{'url': 'http://jurnal.fkip.unila.ac.id/index.php/JMMP/index', 'type': 'pub'}]",,,
44,33997,published,http://jurnal.fkip.unila.ac.id/index.php/jpp/,"Evaluation of Blended Learning Implementation in Faculty of Teacher Training and Education, Universitas Lampung",6,10.0,show,archive,2021-09-20 01:07:47,['L1'],"Objectives: This study aims to evaluate the implementation
of an online blended learning namely Edusmart as a support for face-to-face lectures at the Faculty of
Teacher Training and Education, Universitas Lampung (FKIP UNILA). Methods: This study used a
qualitative descriptive research method using three instruments, namely the observation guidelines,
interviews and questionnaires. The subjects in this study were lecturers, students and helpdesk admin
in FKIP UNILA. Data were collected in accordance with the object of research, namely to describe
the implementation of blended learning through observation, interviews and questionnaires related to
the responses of lecturers and students. Findings: The results showed that the implementation of
blended learning had a positive impact and received good responses from lecturers and students. Students
and lecturers are actively involved in learning activities, both online and face-to-face.",Jurnal Pendidikan Progresif,e-ISSN: 2550-1313 | p-ISSN: 2087-9849,"[{'name': {'honourific': None, 'family': 'Sowiyah', 'lineage': None, 'given': 'Sowiyah'}}]",2020-11-26 00:00:00.000000000,disk0/00/03/39/97,,article,['FKIP5'],pub,3,FKIP Universitas Lampung,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 33997, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154248', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 154248, 'uri': 'http://repository.lppm.unila.ac.id/id/file/401545', 'datasetid': 'document', 'filesize': 961113, 'mime_type': 'application/pdf', 'fileid': 401545, 'hash': '2582616b2ba8fb92d17063f5935be768', 'filename': '9. 21293-50793-1-PB.pdf', 'mtime': '2021-09-19 17:11:04', 'hash_type': 'MD5'}], 'main': '9. 21293-50793-1-PB.pdf', 'docid': 154248}]",http://repository.lppm.unila.ac.id/id/eprint/33997,public,TRUE,2021-09-20 01:07:47,968,429-439,2021-09-20 01:07:47,,,,,,,,,,"[{'type': 'pub', 'url': 'http://jurnal.fkip.unila.ac.id/index.php/jpp/'}]",,,
45,43936,published,,Manajemen Sekolah Ramah Anak (Teori & Praktik),6,,show,archive,2022-08-05 10:05:45,"['L1', 'LB1501', 'LC5201']",,,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Sowiyah', 'given': 'Sowiyah'}}]",1970-01-01 00:00:00.000002020,disk0/00/04/39/36,,book,['FKIP5'],pub,,Graha Ilmu,"[{'formatdesc': 'Cover Buku', 'rev_number': 4, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165924', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/478221', 'objectid': 165924, 'filesize': 699075, 'datasetid': 'document', 'mtime': '2021-09-19 14:00:16', 'hash_type': 'MD5', 'filename': 'Buku SRA (Teori & praktik).pdf', 'hash': 'e3bd76ff409abb077185043acb9a625a', 'fileid': 478221, 'mime_type': 'application/pdf'}], 'docid': 165924, 'main': 'Buku SRA (Teori & praktik).pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 43936}, {'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/478222', 'objectid': 165925, 'hash': '0df2c8897e6903f83d1f5438bb992dca', 'filename': '26 Manajemen Sekolah Ramah Anak Teori dan Praktik.pdf', 'mtime': '2022-02-03 12:45:49', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 478222, 'filesize': 4050127, 'datasetid': 'document'}], 'main': '26 Manajemen Sekolah Ramah Anak Teori dan Praktik.pdf', 'docid': 165925, 'formatdesc': 'Reviewer', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165925', 'format': 'text', 'pos': 2, 'security': 'public', 'placement': 2, 'eprintid': 43936, 'mime_type': 'application/pdf', 'language': 'en'}, {'security': 'public', 'placement': 3, 'eprintid': 43936, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 165926, 'uri': 'http://repository.lppm.unila.ac.id/id/file/478224', 'datasetid': 'document', 'filesize': 6200265, 'mime_type': 'application/pdf', 'fileid': 478224, 'filename': 'L_Judul Buku Manajemen Sekolah Ramah Anak Teori dan Praktik.pdf', 'hash': 'b32aeeb77f2a02b204696740ffe8ca12', 'mtime': '2022-08-05 08:31:13', 'hash_type': 'MD5'}], 'docid': 165926, 'main': 'L_Judul Buku Manajemen Sekolah Ramah Anak Teori dan Praktik.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/165926', 'rev_number': 1, 'format': 'text', 'pos': 3}]",http://repository.lppm.unila.ac.id/id/eprint/43936,public,TRUE,2022-08-05 10:05:45,968,,2022-08-05 10:05:45,38969.0,,,,,Bandar Lampung,,978-623-228-698-6,82.0,[{'type': 'pub'}],,,"[{'name': {'given': 'Sowiyah', 'lineage': None, 'family': 'Sowiyah', 'honourific': None}, 'id': 'sowi.unila@gmail.com'}]"
46,33711,published,https://www.asian-efl-journal.com/wp-content/uploads/AEJ-Volume-27-Issue-4.1-October-2020.pdf,Uji similarity artikel: Promoting Learning Performance and Learning Outcomes: The Case of an Indonesian School,8,,show,archive,2021-08-29 01:34:59,['L1'],"This classroom action research aims to find out: The significant relationship between the application of peer tutorial and the daily of learning performance assessment applied to 1) the average student academic achievement achievers, 2) students' language knowledge, 3) students' language skills, and 4) students' language skills in aggregate. The method used to answer research questions is by classroom action research (CAR) with a one-shot case study experimental approach. The data are collected through lists of the English test, and questionnaires. To measure the students’ perceptions, questionnaires on 5 a Likert scale are used. All data in the form of numbers from learning outcomes were analyzed using SPSS version 23 to answer questions using correlations to determine the significance of the correlation, correlation coefficient, and relationship determination. The results showed that all correlations are significant.",,,"[{'id': 'ujang.suparman@fkip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Suparman', 'given': 'Ujang'}}, {'name': {'given': 'Ridwan', 'family': 'Ridwan', 'honourific': None, 'lineage': None}, 'id': 'ridwanrosidimuawi@gmail.com'}, {'name': {'given': 'Hasan', 'lineage': None, 'honourific': None, 'family': 'Hariri'}, 'id': 'hasan.hariri@staff.unila.ac.id'}]",1970-01-01 00:00:00.000002020,disk0/00/03/37/11,,other,['FKIP5'],pub,,Asian EFL Journal Press,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 33711, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153935', 'rev_number': 1, 'main': 'Uji kemiripan Karil Promoting_Learning_Performance_and_Outcomes.pdf', 'docid': 153935, 'files': [{'filesize': 3077951, 'datasetid': 'document', 'hash': '15da6f9241657d248d9e7ead47ef19bc', 'filename': 'Uji kemiripan Karil Promoting_Learning_Performance_and_Outcomes.pdf', 'mtime': '2021-08-28 15:51:30', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 399343, 'uri': 'http://repository.lppm.unila.ac.id/id/file/399343', 'objectid': 153935}]}]",http://repository.lppm.unila.ac.id/id/eprint/33711,public,,2021-08-29 01:34:59,214,,2021-08-29 01:34:59,,,,,,United Kingdom,,,,,,,
47,33996,published,https://www.rsisinternational.org/virtual-library/papers/effectiveness-of-slims-automation-system-services-for-library-service-support-case-study-in-man-1-bandar-lampung/,"Effectiveness of SliMS Automation System Services for
Library Service Support (Case Study in MAN 1 Bandar
Lampung",6,4.0,show,archive,2021-09-20 01:07:45,['L1'],"Effectiveness of SliMS Automation System Services for
Library Service Support (Case Study in MAN 1 Bandar
Lampung",International Journal of Research and Innovation in Social Science (IJRISS),2454-6186,"[{'name': {'given': 'Tri', 'lineage': None, 'family': 'Tri Estu Wulandari', 'honourific': None}}, {'name': {'given': 'Rini', 'lineage': None, 'family': 'Riswanti', 'honourific': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Sowiyah', 'given': 'Sowiyah'}}, {'name': {'lineage': None, 'family': 'Elvira Putri Erlinda', 'honourific': None, 'given': 'Elvira'}}]",1970-01-01 00:00:00.000002020,disk0/00/03/39/96,,article,['FKIP5'],pub,,www.rsisinternational.org,"[{'eprintid': 33996, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': '8. 41-46.pdf', 'docid': 154247, 'files': [{'objectid': 154247, 'uri': 'http://repository.lppm.unila.ac.id/id/file/401539', 'mime_type': 'application/pdf', 'fileid': 401539, 'filename': '8. 41-46.pdf', 'hash': 'c93700456b8d376c5d0bc4cf56285ff7', 'hash_type': 'MD5', 'mtime': '2021-09-19 17:04:40', 'datasetid': 'document', 'filesize': 405722}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154247', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/33996,public,TRUE,2021-09-20 01:07:45,968,,2021-09-20 01:07:45,,,,,,,,,,"[{'url': 'https://www.rsisinternational.org/virtual-library/papers/effectiveness-of-slims-automation-system-services-for-library-service-support-case-study-in-man-1-bandar-lampung/', 'type': 'pub'}]",,,
