,ispublished,contributors,documents,uri,full_text_status,refereed,corp_creators,lastmod,userid,datestamp,publication,creators,dir,type,divisions,title,rev_number,metadata_visibility,status_changed,eprint_status,subjects,abstract,eprintid,official_url,issn,publisher,place_of_pub,contact_email,referencetext,volume,date_type,output_media,related_url,funders,event_title,event_location,event_dates,event_type,pres_type,number,projects
40,submitted,,"[{'docid': 139812, 'main': 'jurnal AMALEE 2021 - Yunita Kesuma.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/367280', 'objectid': 139812, 'hash': '8ff34cecada50c48142dfbea88944c71', 'filename': 'jurnal AMALEE 2021 - Yunita Kesuma.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-27 02:50:50', 'mime_type': 'application/pdf', 'fileid': 367280, 'filesize': 495943, 'datasetid': 'document'}], 'pos': 7, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/139812', 'eprintid': 30961, 'placement': 7, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/30961,public,TRUE,,2021-05-27 04:44:48,1175,2021-05-27 04:44:48,Amalee: Indonesian Journal of Community Research and Engagement,"[{'id': 'yunitakesuma@eng.unila.ac.id', 'name': {'honourific': None, 'family': 'Kesuma', 'lineage': None, 'given': 'Yunita'}}, {'name': {'lineage': None, 'family': 'KURNIAWAN', 'honourific': None, 'given': 'PANJI'}, 'id': 'panji.kurniawan@eng.unila.ac.id'}, {'id': 'jaya_setika@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Basuki', 'given': 'Kelik Hendro'}}]",disk0/00/03/09/61,article,['FT9'],"Pendampingan Tata Konsep Pengembangan Masjid Jami’ Al Mujahidien Yosodadi, Kota Metro",19,show,2021-05-27 04:44:48,archive,"['BP', 'HN', 'NA', 'NC']","Every development process needs to begin with a carefully designed plan. The lack of planning or master plan of al Mujahidien Mosque complex causes the undirected process of building the Mosque so that the layout of the mosque and its supporting rooms are less synergistic, and the use of development funds becomes inefficient. Moreover, the location of the mosque is in an area with the rapid development of the commercial activity, causing the mosque yard to be used as a parking lot due to commercial activities around it. The concept of Jami' Al Mujahidien Mosque development is needed to improve the comfort of worship and be side-by-side with the surrounding environment. The methods used in these activities includes; interviews, surveys, updating the existing conditions of the mosque building, site analysis, identification of space requirements, takmir and the mosque manager determining the concept and physical development plan. The results of the activities are in the form of site plan concept drawings and development system of the mosque complex design plans that can accommodate activities following the current developments, including new normal adaptations, as a means or reference committee mosque development in preparing a mosque master plan to improve the comfort of mosque users, as well as increase the spirit in the management of Jami' Al Mujahidien Mosque.",30961,https://ejournal.insuriponorogo.ac.id/,2715-7997,LP2M INSURI Ponorogo,,,,Vol. 2,submitted,,,,,,,,,1.0,
41,pub,,"[{'eprintid': 40190, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Jurnal-Analisis Studi.pdf', 'docid': 161498, 'files': [{'objectid': 161498, 'uri': 'http://repository.lppm.unila.ac.id/id/file/449093', 'datasetid': 'document', 'filesize': 473755, 'fileid': 449093, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-15 15:28:46', 'filename': 'Jurnal-Analisis Studi.pdf', 'hash': 'ebdff0d96af7b2660a4b52727ea9eb39'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161498'}]",http://repository.lppm.unila.ac.id/id/eprint/40190,public,,,2022-03-16 01:57:44,190,2022-03-16 01:57:44,,"[{'name': {'given': 'Ika', 'honourific': None, 'family': 'Kustiani', 'lineage': None}, 'id': 'ikakustiani@yahoo.com'}, {'id': 'jaya_setika@yahoo.com', 'name': {'lineage': None, 'family': 'Basuki', 'honourific': None, 'given': 'Kelik Hendro'}}]",disk0/00/04/01/90,other,['FT9'],PEER REVIEW : Analisis Studi Kasus Pengelolaan Limbah Rumah Sakit Kelas C Di Provinsi Lampung,7,show,2022-03-16 01:57:44,archive,['NA'],Hasil Peer Review,40190,,,Fakultas Teknik Universitas Lampung,,,,,,,,,,,,,,,
42,inpress,,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 36423, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157352', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'hash': 'e0b0224f29fb1c64cf9a745ec2f12277', 'filename': 'PROSIDING SENAPATI 2021 DIANA LISA.pdf', 'mtime': '2021-11-12 04:20:31', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 420573, 'filesize': 1378704, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/420573', 'objectid': 157352}], 'docid': 157352, 'main': 'PROSIDING SENAPATI 2021 DIANA LISA.pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/36423,public,TRUE,,2021-11-12 07:42:02,8554,2021-11-12 07:42:02,SEMINAR NASIONAL PENGABDIAN MASYARAKAT DAN INOVASI (SENAPATI) 2021,"[{'id': 'diana.lisa@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Lisa', 'honourific': None, 'given': 'Diana'}}, {'name': {'given': 'Fadhilah', 'lineage': None, 'family': 'Rusmiati', 'honourific': None}, 'id': 'fadhilah.rusmiati@eng.unila.ac.id'}, {'id': 'shubhi.yuda@eng.unila.ac.id', 'name': {'given': 'M. Shubhi Yuda', 'honourific': None, 'family': 'Wibawa', 'lineage': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Persada', 'given': 'Citra'}, 'id': 'citra.persada@eng.unila.ac.id'}]",disk0/00/03/64/23,article,['FT9'],ADAPTASI RUMAH DASWATI DALAM KONTEKS PELESTARIAN CAGAR BUDAYA KELURAHAN ENGGAL KOTA BANDAR LAMPUNG,9,show,2021-11-12 07:42:02,archive,"['NA', 'TH']","Perencanaan adaptasi bangunan rumah DASWATI mengacu pada peraturan pengembangan bangunan seperti yang tertuang dalam undang-undang cagar budaya. Melalui kegiatan ini, adaptasi bangunan DASWATI diharapkan dapat mengintegrasikan serta mengakomodasi pemenuhan kebutuhan kegiatan ruang kota. Seperti dengan cara adaptive reuse. Adaptive reuse memungkinkan bangunan cagar budaya dapat diselamatkan, dipertahankan , dilindungi serta dilestarikan dengan cara melakukan perbaikan dengan sedikit perubahan yang mendasar, menyesuaikan fungsi kebutuhan dalam bangunan tersebut juga agar bangunan juga terpelihara dengan baik. Selain itu juga tetap memperthatikan prinsip kemanfaatan, keamanan, serta keterawatan. Adaptasi bangunan cagar budaya adalah upaya pengembangan Cagar Budaya untuk kegiatan yang lebih sesuai dengan kebutuhan masa kini dengan melakukan perubahan terbatas yang tidak akan mengakibatkan kemerosotan nilai pentingnya atau kerusakan pada bagian yang mempunyai nilai penting. Berlokasi di Kelurahan Enggal. Kecamatan Enggal Kota Bandar Lampung yang memiliki beragam aktifitas maupun fasilitas pendukung kawasan, tak terkecuali bangunan rumah tinggal yang saat ini kondisinya memprihatinkan dan memiliki arti penting bagi sejarah, khususnya sejarah berdirinya Provinsi Lampung. Semoga pengabdian ini berdampak pada pembangunan dan warga masyarakat di Kota Bandar Lampung khususnya dan Provinsi Lampung pada umumnya.",36423,,,,,,,,published,,,,,,,,,,
43,submitted,,"[{'files': [{'datasetid': 'document', 'filesize': 1238708, 'mime_type': 'application/pdf', 'fileid': 375675, 'hash': '9b700a6e028c65cb42cb171f3ecfb30f', 'filename': 'Identifikasi Dan Analisa Tipologi Bangunan TK (Kindergarten).pdf', 'mtime': '2021-06-02 06:47:28', 'hash_type': 'MD5', 'objectid': 143582, 'uri': 'http://repository.lppm.unila.ac.id/id/file/375675'}], 'main': 'Identifikasi Dan Analisa Tipologi Bangunan TK (Kindergarten).pdf', 'docid': 143582, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/143582', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 31706, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/31706,public,FALSE,,2021-06-02 06:57:01,31,2021-06-02 06:57:01,ARTEKS Jurnal Teknik Arsitektur,"[{'name': {'given': 'Miftah Faridl', 'lineage': None, 'family': 'Masda', 'honourific': None}, 'id': 'mfaridlmasda@gmail.com'}, {'id': None, 'name': {'given': 'Anneke', 'lineage': None, 'honourific': None, 'family': 'Triganca'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Sulistyorini', 'given': 'Annisa Dwika'}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Gunadi', 'given': 'Inayah Rahmatika'}, 'id': None}, {'name': {'given': 'Dini', 'family': 'Hardilla', 'honourific': None, 'lineage': None}, 'id': 'dinihd90@gmail.com'}, {'name': {'given': 'Agung Cahyo', 'honourific': None, 'family': 'Nugroho', 'lineage': None}, 'id': 'agung.cahyo@eng.unila.ac.id'}]",disk0/00/03/17/06,article,['FT9'],Identifikasi Dan Analisa Tipologi Bangunan Taman Kanak-kanak,8,show,2021-06-02 06:57:01,archive,"['GN', 'NA']","Pendidikan anak usia dini pada akhir dasawarsa ini mendapat perhatian yang cukup serius, baik dari pakar maupun praktisi pendidikan, psikolog, bahkan masyarakat awam sekalipun cukup antusias meyerahkan buah hatinya kepada lembaga tersebut. Namun bukankah suatu institusi termasuk lembaga pendidikan memerlukan sebuah tempat dimana tempat proses pembelajaran berlangsung sangat dibutuhkan sekali keberadaannya. Sementara itu keberadaan ruang atau bangunan ini harus memiliki karakteristik yang memenuhi kriteria program pembelajaran bagi anak -anak dengan baik dan benar, seperti halnya kelayakan fisik bangunan yang mengakomodir kegiatan tumbuh kembang anak yang tidak lepas dari perhatian arsitektur sebagai disiplin ilmu yang berkolerasi. Pada isu permasalahan kali ini seorang arsitek tidak hanya berkutat pada persoalan-persoalan primordial anak semata, namun harus mempertimbangkan aspek lain yang sejatinya masih berhubungan dengan keperluan serta kebutuhan belajar anak usia belia termasuk lingkungan sosial disekitarnya, untuk itu diperlukan adanya kajian tipologi bangunan taman kanak-kanak dari beberapa studi kasus yang representatif, guna menjamin adanya ketentuan baru pada upaya perancangan bangunan taman kanak-kanak ke depan yang ideal untuk diimplementasikan pada setiap klasifikasi masyarakat, budaya, topografi kawasan, dan lain sebagainya.
Kata kunci: institusi, karakteristik, klasifikasi, topografi, pendidikan",31706,https://journal.unwira.ac.id/index.php/ARTEKS/index,"ISSN 2541-0598 (p) , 2541-1217 (e)",Program Studi Arsitektur Fakultas Teknik Universitas Katolik Widya Mandira,,,,,,,,,,,,,,,
44,unpub,,"[{'docid': 136639, 'main': 'watch_v=GOeCD6fsas4&feature=youtu.be', 'files': [{'datasetid': 'document', 'filesize': 381997, 'fileid': 360148, 'mime_type': 'text/html', 'hash_type': 'MD5', 'mtime': '2021-05-21 06:14:04', 'filename': 'watch_v=GOeCD6fsas4&feature=youtu.be', 'hash': '140cb8bd67b90f3139ecbef2bbd8261d', 'objectid': 136639, 'uri': 'http://repository.lppm.unila.ac.id/id/file/360148'}], 'pos': 1, 'format': 'video', 'uri': 'http://repository.lppm.unila.ac.id/id/document/136639', 'rev_number': 3, 'eprintid': 30384, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'text/html'}]",http://repository.lppm.unila.ac.id/id/eprint/30384,public,,,2021-05-21 06:40:50,31,2021-05-21 06:40:50,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Nugroho', 'given': 'Agung Cahyo'}, 'id': 'agung.cahyo@eng.unila.ac.id'}, {'id': 'panji.kurniawan@eng.unila.ac.id', 'name': {'honourific': None, 'family': 'KURNIAWAN', 'lineage': None, 'given': 'PANJI'}}]",disk0/00/03/03/84,image,['FT9'],Rancangan Animasi Fasiltias Layanan Pendidikan Universitas Lampung,11,show,2021-05-21 06:40:50,archive,"['N1', 'NA', 'NC']",,30384,,,,,,,,,,,,,,,,,,
45,inpress,,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/454972', 'objectid': 162326, 'filesize': 1290151, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-03-31 12:37:24', 'filename': 'IOP-ALIF.pdf', 'hash': '4364b321ce84ac5b94db7f8205cdc1e3', 'fileid': 454972, 'mime_type': 'application/pdf'}], 'docid': 162326, 'main': 'IOP-ALIF.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162326', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 40931, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/40931,public,,['Universitas Lampung'],2022-04-01 01:04:25,408,2022-04-01 01:04:25,,"[{'id': 'citra.persada@eng.unila.ac.id', 'name': {'family': 'Persada', 'honourific': None, 'lineage': None, 'given': 'Citra'}}]",disk0/00/04/09/31,other,['FT9'],Similarity Report Ghazi_2021_IOP_Conf._Ser.__Earth_Environ._Sci._739_012092.pdf,7,show,2022-04-01 01:04:25,archive,['AC'],"4% Overall Similarity untuk paper dengan judul Identification of changes in the morphological space structure of Bandar
Lampung City using overlay geographic information system analysis",40931,,,turnitin,turnitin check,,,,,,,,,,,,,,
46,inpress,,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 40933, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162328', 'pos': 1, 'format': 'text', 'files': [{'fileid': 454986, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-31 12:42:28', 'filename': 'IJPD-SIM.pdf', 'hash': '76df89066b0606e4ffae5775c03bbccd', 'datasetid': 'document', 'filesize': 578488, 'objectid': 162328, 'uri': 'http://repository.lppm.unila.ac.id/id/file/454986'}], 'docid': 162328, 'main': 'IJPD-SIM.pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/40933,public,,['Universitas Lampung'],2022-04-01 01:04:28,408,2022-04-01 01:04:28,,"[{'name': {'given': 'Citra', 'lineage': None, 'honourific': None, 'family': 'Persada'}, 'id': 'citra.persada@eng.unila.ac.id'}]",disk0/00/04/09/33,other,['FT9'],Similarity Report IJPD-participation-citra-dkk.pdf,7,show,2022-04-01 01:04:28,archive,['AC'],"5% Overall Similarity untuk paper dengan judul Priority Factors for Community Participation in the Planning Stage of 
Neighborhood Upgrading Shelter and Sector Project in Bandar Lampung",40933,,,turnitin,turnitin check,,,,,,,,,,,,,,
47,inpress,,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/454951', 'objectid': 162323, 'filesize': 1248592, 'datasetid': 'document', 'filename': 'JSAT-ITERA-SIM.pdf', 'hash': '60f96dc0d68fe664b0f9623f54fa4fdb', 'hash_type': 'MD5', 'mtime': '2022-03-31 12:28:25', 'mime_type': 'application/pdf', 'fileid': 454951}], 'docid': 162323, 'main': 'JSAT-ITERA-SIM.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162323', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 40928, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/40928,public,,['Universitas Lampung'],2022-04-01 01:04:17,408,2022-04-01 01:04:17,,"[{'id': 'citra.persada@eng.unila.ac.id', 'name': {'given': 'Citra', 'lineage': None, 'family': 'Persada', 'honourific': None}}]",disk0/00/04/09/28,other,['FT9'],similirity check JSAT-itera-2018.pdf,7,show,2022-04-01 01:04:17,archive,['AC'],7% Overall Similarity untuk paper dengan judul Identification The Effect Of The Existence Of Campus Institut Teknologi Sumatera In The Land Use Changes And Prices In The Surrounding Area,40928,,,turnitin,turnitin check,,,,,,,,,,,,,,
48,inpress,,"[{'placement': 1, 'security': 'public', 'eprintid': 40934, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 162329, 'uri': 'http://repository.lppm.unila.ac.id/id/file/454993', 'datasetid': 'document', 'filesize': 2312465, 'fileid': 454993, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-31 12:45:04', 'hash': '431470bf7905339cbddc114f4e977ea2', 'filename': 'ICZM-AER-SIM.pdf'}], 'main': 'ICZM-AER-SIM.pdf', 'docid': 162329, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162329', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",http://repository.lppm.unila.ac.id/id/eprint/40934,public,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",2022-04-01 01:04:30,408,2022-04-01 01:04:30,,"[{'id': 'citra.persada@eng.unila.ac.id', 'name': {'given': 'Citra', 'honourific': None, 'family': 'Persada', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Kesuma', 'honourific': None, 'given': 'Yunita'}, 'id': 'yunitakesuma@eng.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Rusmiati', 'given': 'Fadhilah'}, 'id': 'fadhilah_rusmiati@yahoo.com'}]",disk0/00/04/09/34,other,['FT9'],Similarity Report 125957487-iczm.pdf,7,show,2022-04-01 01:04:30,archive,['AC'],13% Overall Similarity untuk paper dengan judul Analysis of Urban Fabric: An Integrated Coastal Zone Management (ICZM) Approach for Sustainable Tourism Development in The Coastal Area of Bandar Lampung,40934,,,turnitin,turnitin check,,,,,,,,,,,,,,
49,inpress,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 40929, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162324', 'rev_number': 1, 'docid': 162324, 'main': 'ISOCARP-SIM.pdf', 'files': [{'filesize': 1341504, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-03-31 12:31:06', 'filename': 'ISOCARP-SIM.pdf', 'hash': '511422f27bcf2b9e883905537f059060', 'fileid': 454958, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/454958', 'objectid': 162324}]}]",http://repository.lppm.unila.ac.id/id/eprint/40929,public,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",2022-04-01 01:04:20,408,2022-04-01 01:04:20,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Persada', 'given': 'Citra'}, 'id': 'citra.persada@eng.unila.ac.id'}, {'name': {'given': 'Yunita', 'lineage': None, 'honourific': None, 'family': 'Kesuma'}, 'id': 'yunitakesuma@eng.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Rusmiati', 'lineage': None, 'given': 'Fadhilah'}, 'id': 'fadhilah.rusmiati@eng.unila.ac.id'}]",disk0/00/04/09/29,other,['FT9'],"similirity report Citra Persada, et al_ A City Branding Fra
mework in Regional Development Planning The Case Study of P",7,show,2022-04-01 01:04:20,archive,['AC'],18% Overall Similarity untuk paper dengan judulA City Branding Framework  in Regional Development Planning:  The Case Study of Pringsewu Lampung,40929,,,turnitin,turnitin check,,,,,,,,,,,,,,
50,inpress,,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/162327', 'rev_number': 1, 'main': 'INSIST-OLOK-SIM.pdf', 'docid': 162327, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/454979', 'objectid': 162327, 'filesize': 509595, 'datasetid': 'document', 'filename': 'INSIST-OLOK-SIM.pdf', 'hash': 'b7b08aac7d2c8949fa6e717c63c88d5c', 'hash_type': 'MD5', 'mtime': '2022-03-31 12:39:56', 'mime_type': 'application/pdf', 'fileid': 454979}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 40932, 'placement': 1, 'security': 'public'}]",http://repository.lppm.unila.ac.id/id/eprint/40932,public,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",2022-04-01 01:04:27,408,2022-04-01 01:04:27,,"[{'id': 'citra.persada@eng.unila.ac.id', 'name': {'honourific': None, 'family': 'Persada', 'lineage': None, 'given': 'Citra'}}, {'id': 'nandang.1957@eng.unila.ac.id', 'name': {'family': 'Nandang', 'honourific': None, 'lineage': None, 'given': 'Nandang'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Nugroho', 'given': 'Agung Cahyo'}, 'id': 'agung.cahyo@eng.unila.ac.id'}]",disk0/00/04/09/32,other,['FT9'],Similarity Report paper-insist-publish-20102019.pdf,7,show,2022-04-01 01:04:27,archive,['AC'],"10% Overall Similarity untuk paper dengan judul Spatial Identifications and Strategies toward Creative Village 
in Bandar Lampung City",40932,,,turnitin,turnitin check,,,,,,,,,,,,,,
51,submitted,,"[{'main': '138-363-2-RV-Edit Agung.docx', 'docid': 33495, 'files': [{'filesize': 5139093, 'datasetid': 'document', 'hash': '1c358f920735313bb1051ec3a1500fd2', 'filename': '138-363-2-RV-Edit Agung.docx', 'hash_type': 'MD5', 'mtime': '2020-05-19 13:35:23', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 190175, 'uri': 'http://repository.lppm.unila.ac.id/id/file/190175', 'objectid': 33495}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33495', 'eprintid': 20157, 'placement': 1, 'security': 'public', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/20157,public,TRUE,,2020-05-19 14:00:08,31,2020-05-19 14:00:08,INSIST,"[{'name': {'family': 'Persada', 'honourific': None, 'lineage': None, 'given': 'Citra'}, 'id': 'citra.persada@eng.unila.ac.id'}, {'name': {'given': 'Nandang', 'family': 'Nandang', 'honourific': None, 'lineage': None}, 'id': 'nandang.1957@eng.unila.ac.id'}, {'name': {'given': 'Agung Cahyo', 'honourific': None, 'family': 'Nugroho', 'lineage': None}, 'id': 'agung.cahyo@eng.unila.ac.id'}]",disk0/00/02/01/57,article,['FT9'],"Spatial Identifications and Strategies toward Creative Village 
in Bandarlampung City",7,show,2020-05-19 14:00:08,archive,"['H1', 'NA']","Urban village as a historic village has a high physical, social and cultural values that needs to be preserved. Kampung Negeri Olok Gading  has been designated as a cultural and historical village by the Government of Bandar Lampung City, however it is constrainted by the development of the surrounding area. The purposes of this study are: (1) to know the pattern and variety of activities within the village as a creative village embryo; (2) to know the physical condition, functional condition and environmental condition of the kampung; (3) to formulate the physical arrangement strategy in transforming Kampung Negeri Olok Gading become Urban Creative Village. This research uses descriptive analysis methodology through empirical study to existing condition. Through empirical tracking of the physical elements of the area, it is known that there are significant changes to the condition of the urban village such as: the changing of land use and building, the changing of the building and the environment. The main strategy that can be applied to transform Kampung into the creative village is the integrated conservation of the area which include physical, social and cultural aspects.
Key Words: conservation, kampung, creative, traditional, Negeri Olok Gading",20157,,2502-8588,University of Lampung,,,,,,,,,,,,,,,
52,inpress,,"[{'eprintid': 40935, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'DISASTER-AER-SIM.pdf', 'docid': 162330, 'files': [{'datasetid': 'document', 'filesize': 597845, 'mime_type': 'application/pdf', 'fileid': 455000, 'hash': 'ee3289b0292785de713ec594e57c9dcb', 'filename': 'DISASTER-AER-SIM.pdf', 'mtime': '2022-03-31 12:47:57', 'hash_type': 'MD5', 'objectid': 162330, 'uri': 'http://repository.lppm.unila.ac.id/id/file/455000'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162330', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/40935,public,,"['Universitas Lampung', 'Universitas Lampung']",2022-04-01 01:04:36,408,2022-04-01 01:04:36,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Persada', 'given': 'Citra'}, 'id': 'citra.persada@eng.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Rusmiati', 'honourific': None, 'given': 'Fadhilah'}, 'id': 'fadhilah.rusmiati@eng.unila.ac.id'}]",disk0/00/04/09/35,other,['FT9'],Similarity Report 125957452-disaster-pahawang.pdf,7,show,2022-04-01 01:04:36,archive,['AC'],"13% Overall Similarity untuk paper dengan judul Disaster Preparedness Analysis on Small Island as a Tourist Destination
(Case Study: Pahawang Island, Lampung Indonesia)",40935,,,turnitin,turnitin check,,,,,,,,,,,,,,
