,number,ispublished,documents,full_text_status,uri,refereed,userid,lastmod,pagerange,datestamp,publication,creators,issn,dir,date,contact_email,type,divisions,title,rev_number,volume,metadata_visibility,status_changed,eprint_status,subjects,abstract,eprintid,date_type,publisher,id_number,official_url,related_url,corp_creators,contributors,projects,funders,pages,series,place_of_pub,isbn,event_title,event_location,event_type,event_dates,pres_type,keywords,patent_applicant,editors
33,20,pub,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18598', 'main': '4Vol95No20_jatit.pdf', 'docid': 18598, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/52990', 'objectid': 18598, 'filesize': 512407, 'datasetid': 'document', 'filename': '4Vol95No20_jatit.pdf', 'hash': 'f14d0c71e16b48236f39d553782b5a71', 'mtime': '2017-11-16 04:02:55', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 52990}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 5655, 'placement': 1, 'security': 'public'}]",public,http://repository.lppm.unila.ac.id/id/eprint/5655,TRUE,1061,2017-11-16 06:48:32,5340-5347,2017-11-16 06:48:32,Journal of Theoretical and Applied Information Technology,"[{'name': {'given': 'Warsito', 'family': 'Warsito', 'honourific': None, 'lineage': None}, 'id': 'warsito@fmipa.unila.ac.id'}]",1992-8645,disk0/00/00/56/55,2017-10-31 00:00:00.000000000,warsito@fmipa.unila.ac.id,article,['FMIPA1'],"ANALYSIS AND REDUCTION OF TIME SHIFT BETWEEN
SENDING AND RECEIVING ON DATA ACQUISITION
USING SMS GATEWAY SYSTEM",13,95.0,show,2017-11-16 06:48:32,archive,['QC'],"This paper presents the data acquisition system of water level measurements using short message service
(SMS) gateway at frequency of Global System for Mobile communication (GSM) ranging from 900 MHz
to 907.5 MHz. We use the HC-SR04 ultrasonic transducer with a frequency of 40 kHz and a measurement
range up to 5 m for water level detection. The output of the water level measurement are shown in LCD
monitor, stored in microSD, and transferred to mobile phone by SMS gateway system. The data
transmission using SMS gateway is realized using two models, namely the scheduled and requested
transmission. The analysis of the data transmission using SMS gateway shows the time shift due to the
transmission process for about 25 seconds. The modem processing time called the time-shift occurs due to
the processing, transmition, and receiving data into information. To reduce this time-shift, we designed the
commands in the program by creating and transmitting to a single information model. The average time
reduction of time-shift decreases to about 4.15 seconds for 30 mobile phone number. The overall analysis
of data acquisition system shows good results and efficient.",5655,published,Little Lion Scientific Jatit,http://www.jatit.org/volumes/Vol95No20/4Vol95No20.pdf,http://www.jatit.org/volumes/Vol95No20/4Vol95No20.pdf,[{'url': 'http://www.jatit.org/'}],['Jurusan Fisika FMIPA Unila'],"[{'name': {'given': 'Warsito', 'lineage': None, 'honourific': None, 'family': 'Warsito'}, 'id': 'warsito@fmipa.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'name': {'honourific': None, 'family': 'Pauzi', 'lineage': None, 'given': 'Gurum A.'}, 'id': 'gurum4in@yahoo.com', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'id': 'amir.supriyanto@fmipa.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'lineage': None, 'honourific': None, 'family': 'Supriyanto', 'given': 'Amir'}}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Putra', 'given': 'Berli'}}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': None, 'name': {'given': 'Lazuardi', 'lineage': None, 'honourific': None, 'family': 'Umar'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Suciyati', 'given': 'Sri Wahyu'}, 'id': None, 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",['Hibah Kompetensi'],['DRPM DIKTI'],,,,,,,,,,"Data Acquisition, Water Level, Real Time, On Line, Sms Gateway",,
34,,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 5664, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18610', 'pos': 1, 'format': 'text', 'files': [{'filesize': 849507, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2017-11-16 04:31:05', 'filename': 'warsito.pdf', 'hash': '6f50c86676daf44f80fd3e6c297b8465', 'fileid': 53082, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/53082', 'objectid': 18610}], 'docid': 18610, 'main': 'warsito.pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/5664,TRUE,1061,2017-11-16 06:48:42,2277-2280,2017-11-16 06:48:42,Results in Physics,"[{'name': {'given': 'Warsito', 'honourific': None, 'family': 'Warsito', 'lineage': None}, 'id': 'warsito@fmipa.unila.ac.id'}]",2211-3797,disk0/00/00/56/64,2017-07-04 00:00:00.000000000,,article,['FMIPA1'],Improved ionic conductivity of lithium-zinc-tellurite glass-ceramic electrolytes,6,7.0,show,2017-11-16 06:48:42,archive,['QC'],"An enhancement in the secondary battery safety demands the optimum synthesis of glass-ceramics electrolytes
with modified ionic conductivity. To achieve improved ionic conductivity and safer operation of
the battery, we synthesized Li2O included zinc-tellurite glass-ceramics based electrolytes of chemical
composition (85-x)TeO2�xLi2O�15ZnO, where x = 0, 5, 10, 15 mol%. Samples were prepared using the melt
quenching method at 800 �C followed by thermal annealing at 320 �C for 3 h and characterized. The
effects of varying temperature, alternating current (AC) frequency and Li2O concentration on the structure
and ionic conductivity of such glass-ceramics were determined. The SEM images of the annealed
glass-ceramic electrolytes displayed rough surface with a uniform distribution of nucleated crystal flakes
with sizes less than 1 lm. X-ray diffraction analysis confirmed the well crystalline nature of achieved
electrolytes. Incorporation of Li2O in the electrolytes was found to generate some new crystalline phases
including hexagonal Li6(TeO6), monoclinic Zn2Te3O8 and monoclinic Li2Te2O5. The estimated crystallite
size of the electrolyte was ranged from �40 to 80 nm. AC impedance measurement revealed that the variation
in the temperatures, Li2O contents, and high AC frequencies have a significant influence on the ionic
conductivity of the electrolytes. Furthermore, electrolyte doped with 15 mol% of Li2O exhibited the optimum
performance with an ionic conductivity �2.4 � 10�7 S cm�1 at the frequency of 54 Hz and in the
temperature range of 323–473 K. This enhancement in the conductivity was attributed to the sizable
alteration in the ions vibration and ruptures of covalent bonds in the electrolytes network structures.",5664,published,Elsevier,http://dx.doi.org/10.1016/j.rinp.2017.07.003,https://www.journals.elsevier.com/results-in-physics,,['Jurusan Fisika FMIPA Unila'],"[{'name': {'given': 'Warsito', 'lineage': None, 'family': 'Warsito', 'honourific': None}, 'id': 'warsito@fmipa.unila.ac.id', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'name': {'given': None, 'honourific': None, 'family': None, 'lineage': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': None}]",,,,,,,,,,,,"Zinc-tellurite
Glass-ceramics
X-ray diffraction
Ionic conductivity
Lithium oxide",,
35,20,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 7124, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20119', 'docid': 20119, 'main': 'AmirSupriyanto_Jurnal_Internasional.pdf', 'files': [{'filesize': 1347331, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2018-06-09 06:09:33', 'filename': 'AmirSupriyanto_Jurnal_Internasional.pdf', 'hash': '58cb8863375d7ef1e4cc3c7b2d59b3d9', 'fileid': 64890, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/64890', 'objectid': 20119}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/7124,TRUE,387,2018-06-21 02:25:06,5340-5347,2018-06-21 02:25:06,Journal of Theoretical and Applied Information Technology,"[{'name': {'given': 'Warsito', 'honourific': None, 'family': 'Warsito', 'lineage': None}, 'id': 'warsito@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Pauzi', 'given': 'Gurum A.'}, 'id': 'gurum4in@yahoo.com'}, {'name': {'family': 'Supriyanto', 'honourific': None, 'lineage': None, 'given': 'Amir'}, 'id': 'amir.supriyanto@fmipa.unila.ac.id'}, {'id': None, 'name': {'given': 'Berli L', 'lineage': None, 'honourific': None, 'family': 'Putra'}}, {'id': None, 'name': {'given': 'Lazuaardi', 'honourific': None, 'family': 'Umar', 'lineage': None}}, {'id': None, 'name': {'honourific': None, 'family': 'Suciyati', 'lineage': None, 'given': 'Sri Wahyu'}}]",1992-8645,disk0/00/00/71/24,2017-10-31 00:00:00.000000000,,article,['FMIPA1'],"ANALYSIS AND REDUCTION OF TIME SHIFT BETWEEN
SENDING AND RECEIVING ON DATA ACQUISITION
USING SMS GATEWAY SYSTEM",9,95.0,show,2018-06-21 02:25:06,archive,['QC'],"This paper presents the data acquisition system of water level measurements using short message service (SMS) gateway at frequency of Global System for Mobile communication (GSM) ranging from 900 MHz to 907.5 MHz. We use the HC-SR04 ultrasonic transducer with a frequency of 40 kHz and a measurement range up to 5 m for water level detection. The output of the water level measurement are shown in LCD monitor, stored in microSD, and transferred to mobile phone by SMS gateway system. The data transmission using SMS gateway is realized using two models, namely the scheduled and requested transmission. The analysis of the data transmission using SMS gateway shows the time shift due to the transmission process for about 25 seconds. The modem processing time called the time-shift occurs due to the processing, transmition, and receiving data into information. To reduce this time-shift, we designed the commands in the program by creating and transmitting to a single information model. The average time reduction of time-shift decreases to about 4.15 seconds for 30 mobile phone number. The overall analysis of data acquisition system shows good results and efficient",7124,published,Little Lion Scientific Jatit,,http://www.jatit.org/volumes/ninetyfive20.php,,,,,,,,,,,,,,,"Acquisition, Water Level, Real Time, On Line, Sms Gateway",,
36,20,pub,"[{'main': '4Vol95No20.pdf', 'docid': 20844, 'files': [{'objectid': 20844, 'uri': 'http://repository.lppm.unila.ac.id/id/file/69876', 'fileid': 69876, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2018-06-26 02:58:14', 'filename': '4Vol95No20.pdf', 'hash': 'b6ac1d9cf7f0dea406c2af779a9c6571', 'datasetid': 'document', 'filesize': 512331}], 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20844', 'eprintid': 7804, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/7804,TRUE,434,2018-06-26 08:02:22,5340-5347,2018-06-26 08:02:22,Journal of Theoretical and Applied Information Technology,"[{'id': 'warsito@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Warsito', 'given': 'Warsito'}}, {'id': 'gurum4in@yahoo.com', 'name': {'lineage': None, 'family': 'Pauzi', 'honourific': None, 'given': 'Gurum A.'}}, {'id': 'r.supriyanto@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Supriyanto', 'given': 'Supriyanto'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Putra', 'given': 'Berli L'}, 'id': None}, {'name': {'given': 'Lazuaardi', 'lineage': None, 'family': 'Umar', 'honourific': None}, 'id': None}, {'id': None, 'name': {'family': 'Suciyati', 'honourific': None, 'lineage': None, 'given': 'Sri Wahyu'}}]",1992-8645,disk0/00/00/78/04,2017-10-31 00:00:00.000000000,,article,['FMIPA1'],"ANALYSIS AND REDUCTION OF TIME SHIFT BETWEEN 
SENDING AND RECEIVING ON DATA ACQUISITION 
USING SMS GATEWAY SYSTEM",15,95.0,show,2018-06-26 08:02:22,archive,['QC'],"This paper presents the data acquisition system of water level measurements using short message service (SMS) gateway at frequency of Global System for Mobile communication (GSM) ranging from 900 MHz to 907.5 MHz. We use the HC-SR04 ultrasonic transducer with a frequency of 40 kHz and a measurement range up to 5 m for water level detection. The output of the water level measurement are shown in LCD monitor, stored in microSD, and transferred to mobile phone by SMS gateway system. The data transmission using SMS gateway is realized using two models, namely the scheduled and requested transmission. The analysis of the data transmission using SMS gateway shows the time shift due to the transmission process for about 25 seconds. The modem processing time called the time-shift occurs due to the processing, transmition, and receiving data into information. To reduce this time-shift, we designed the commands in the program by creating and transmitting to a single information model. The average time reduction of time-shift decreases to about 4.15 seconds for 30 mobile phone number. The overall analysis of data acquisition system shows good results and efficient.",7804,published,Little Lion Scientific Jatit,,http://www.jatit.org/volumes/Vol95No20/4Vol95No20.pdf,,,,,,,,,,,,,,,,,
37,,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/41325', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/244487', 'objectid': 41325, 'filesize': 1362537, 'datasetid': 'document', 'hash': '5a4cf1d0881773f03e6183a4dbb3e584', 'filename': 'Ciptaan SISA dan lampiran.pdf', 'mtime': '2021-01-15 02:21:18', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 244487}], 'main': 'Ciptaan SISA dan lampiran.pdf', 'docid': 41325, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 27319}]",public,http://repository.lppm.unila.ac.id/id/eprint/27319,,586,2021-01-18 01:05:51,,2021-01-18 01:05:51,,"[{'id': 'warsito@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Warsito', 'given': 'Warsito'}}, {'id': 'sr_sulistiyanti@eng.unila.ac.id', 'name': {'given': 'Sri Ratna', 'family': 'Sulistiyanti', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Junaidi', 'family': 'Junaidi', 'honourific': None, 'lineage': None}, 'id': 'junaidi.1982@fmipa.unila.ac.id'}, {'name': {'given': 'Gurum Ahmad', 'lineage': None, 'honourific': None, 'family': 'Pauzi'}, 'id': 'gurum.ahmadpauzi@fmipa.unila.ac.id'}]",,disk0/00/02/73/19,2017-09-06 00:00:00.000000000,,patent,['FMIPA1'],Surat Catatan Penciptaan EC00201826248 dan Lampiran karyanya,8,,show,2021-01-18 01:05:51,archive,['TK'],,27319,published,,EC00201826248,,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,,,,,,,,,,,LPPM Universitas Lampung,
38,,pub,"[{'eprintid': 27306, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Ciptaan SISA dan lampiran.pdf', 'docid': 41315, 'files': [{'mtime': '2021-01-13 08:40:33', 'hash_type': 'MD5', 'hash': '5a4cf1d0881773f03e6183a4dbb3e584', 'filename': 'Ciptaan SISA dan lampiran.pdf', 'fileid': 244411, 'mime_type': 'application/pdf', 'filesize': 1362537, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/244411', 'objectid': 41315}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41315', 'rev_number': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/27306,,586,2021-01-14 03:08:24,,2021-01-14 03:08:24,,"[{'name': {'given': 'Warsito', 'honourific': None, 'family': 'Warsito', 'lineage': None}, 'id': 'warsito@fmipa.unila.ac.id'}, {'name': {'given': 'Sri Ratna', 'family': 'Sulistiyanti', 'honourific': None, 'lineage': None}, 'id': 'sr_sulistiyanti@eng.unila.ac.id'}, {'id': 'junaidi.1982@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Junaidi', 'honourific': None, 'given': 'Junaidi'}}, {'id': 'gurum.ahmadpauzi@fmipa.unila.ac.id', 'name': {'given': 'Gurum Ahmad', 'lineage': None, 'honourific': None, 'family': 'Pauzi'}}]",,disk0/00/02/73/06,2017-09-06 00:00:00.000000000,,patent,['FMIPA1'],Surat Pencatatan Ciptaan dan dokumen karya yag dinilai,8,,show,2021-01-14 03:08:24,archive,['TK'],,27306,published,,EC00201826248,,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,,,,,,,,,,,LPPM Universitas Lampung,
39,,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 2610, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 2492, 'uri': 'http://repository.lppm.unila.ac.id/id/file/18037', 'mime_type': 'application/pdf', 'fileid': 18037, 'filename': 'Warsito_Insentif_Buku_Referensi_Terbit2017.pdf', 'hash': '36014f9161b373e7d187fb717717a28b', 'mtime': '2017-05-31 09:51:04', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1802765}], 'docid': 2492, 'main': 'Warsito_Insentif_Buku_Referensi_Terbit2017.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2492', 'pos': 1, 'format': 'text'}]",public,http://repository.lppm.unila.ac.id/id/eprint/2610,TRUE,1061,2017-06-02 11:43:51,,2017-06-02 11:43:51,,"[{'id': 'warsito@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Warsito', 'given': 'warsito'}}]",,disk0/00/00/26/10,2017-03-01 00:00:00.000000000,,book,['FMIPA1'],SISTEM INSTRUMENTASI: SERI APLIKASI SENSOR OPTIK DAN MAGNETIK,8,,show,2017-06-02 11:43:51,archive,['QC'],"Pada bagian pertama dan kedua saya akan menyampaikan beberapa pengantar terkait dengan sistem sensor, akuisisi data. Pada bagian ketiga dan keempat akan menjelaskan terkait dengan perkembangan sistem sensor optik khususnya optocoupler dan sensor magnetik, karakteristik dan penerapannya. Pada bagian kelima, akan membahas tren perkembangan sistem sensor dan akuisisi data saat ini serta peluang di masa depan. Bagian penutup akan mengulas posisi sains instrumentasi dalam perkembangan suatu sistem sensor.",2610,published,AURA printing,,,,['Fisika FMIPA Unila'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,83.0,,Bandar Lampung,978-602-6565-77-8,,,,,,,,"[{'id': 'warsito@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Warsito', 'lineage': None, 'given': 'Warsito'}}]"
40,3,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 13859, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26888', 'docid': 26888, 'main': '336-1419-1-PB mb whika.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 120964, 'filename': '336-1419-1-PB mb whika.pdf', 'hash': '33c7e0149d826604faf552c38df45a01', 'mtime': '2019-08-19 04:24:03', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 311276, 'objectid': 26888, 'uri': 'http://repository.lppm.unila.ac.id/id/file/120964'}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/13859,TRUE,1167,2019-08-25 17:06:43,197-202,2019-08-25 17:06:43,Jurnal Penelitian Pertanian Terapan,"[{'id': 'whika@ecampus.ut.ac.id', 'name': {'given': 'Febria Dewatisari', 'lineage': None, 'honourific': None, 'family': 'Whika'}}, {'id': 'lenirumiyanti@fmipa.unila.ac.id', 'name': {'given': 'Rumiyanti', 'honourific': None, 'family': 'Leni', 'lineage': None}}, {'id': 'ismi.rakhmawati@fkip.unila.ac.id', 'name': {'given': 'Rakhmawati', 'family': 'Ismi', 'honourific': None, 'lineage': None}}]",1410-5020,disk0/00/01/38/59,1970-01-01 00:00:00.000002017,,article,['FMIPA1'],Rendemen dan Skrining Fitokimia pada Ekstrak Daun Sanseviera sp.,7,17.0,show,2019-08-25 17:06:43,archive,"['QC', 'QK']","The aims of this research was determined from yield analysis on the leaves extract of Sansevieria trifasciata and Sansevieria cylindrica. It was also determined by the presence of bioactive compounds that have the potential as antioxidants (phytochemical screening) on the leaves extract of S. trifasciata and S. cylindrica.The method used was a stratified extraction method with three types of solvent, ie non-polar solvent in the form of N Hexan; A semi-polar solvent of Aceton; And a polar solvent of Ethanol. The identification of six types of phytochemical compounds, the triterpenoid and steroid compounds, saponins, phenols, flavonoids, quinones and alkaloids. The result of rendement analysis showed that S. trifasciata yield was higher than S. cylindrica. The yield of S. trifasciata was 7.89 % and S. cylindrica 6.79%. The result of phytochemical compound analysis obtained three phytochemical compounds contained in S. trifasciata, named triterpenoid group compounds and steroids and flavonoids. Meanwhile, the results of the analysis of phytochemical compounds contained in S. cylindrica also obtained three phytochemical compounds, namely triterpenoid compounds and steroidal groups and alkaloids.",13859,published,Politeknik Negeri Lampung,,https://jurnal.polinela.ac.id/index.php/JPPT,,"['Universitas Terbuka', 'Universitas Lampung', 'Universitas Lampung']",,,,,,,,,,,,,,,
41,3,pub,"[{'main': '336-1419-1-PB.pdf', 'docid': 22865, 'files': [{'mime_type': 'application/pdf', 'fileid': 92904, 'filename': '336-1419-1-PB.pdf', 'hash': '33c7e0149d826604faf552c38df45a01', 'hash_type': 'MD5', 'mtime': '2018-11-13 07:16:24', 'datasetid': 'document', 'filesize': 311276, 'objectid': 22865, 'uri': 'http://repository.lppm.unila.ac.id/id/file/92904'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/22865', 'eprintid': 9856, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/9856,TRUE,1167,2018-11-14 02:48:20,197-202,2018-11-14 02:48:20,Jurnal Penelitian Pertanian Terapan,"[{'name': {'family': 'Whika', 'honourific': None, 'lineage': None, 'given': 'Febria Dewatisari'}, 'id': 'whika@ecampus.ut.ac.id'}, {'name': {'honourific': None, 'family': 'Leni', 'lineage': None, 'given': 'Rumiyanti'}, 'id': 'lenirumiyanti@fmipa.unila.ac.id'}, {'id': 'ismi.rakhmawati@fkip.unila.ac.id', 'name': {'given': 'Rakhmawati', 'family': 'Ismi', 'honourific': None, 'lineage': None}}]",1410-5020,disk0/00/00/98/56,1970-01-01 00:00:00.000002017,,article,['FMIPA1'],Rendemen dan Skrining Fitokimia pada Ekstrak Daun Sanseviera sp.,6,17.0,show,2018-11-14 02:48:20,archive,['QK'],"The aims of this research was determined from yield analysis on the leaves extract of Sansevieria trifasciata and Sansevieria cylindrica. It was also determined by the presence of bioactive compounds that have the potential as antioxidants (phytochemical screening) on the leaves extract of S. trifasciata and S. cylindrica.The method used was a stratified extraction method with three types of solvent, ie non-polar solvent in the form of N Hexan; A semi-polar solvent of Aceton; And a polar solvent of Ethanol. The identification of six types of phytochemical compounds, the triterpenoid and steroid compounds, saponins, phenols, flavonoids, quinones and alkaloids. The result of rendement analysis showed that S. trifasciata yield was higher than S. cylindrica. The yield of S. trifasciata was 7.89 % and S. cylindrica 6.79%. The result of phytochemical compound analysis obtained three phytochemical compounds contained in S. trifasciata, named triterpenoid group compounds and steroids and flavonoids. Meanwhile, the results of the analysis of phytochemical compounds contained in S. cylindrica also obtained three phytochemical compounds, namely triterpenoid compounds and steroidal groups and alkaloids.
Key words : Rendemen, Sansevieria sp, Phytochemical screening.",9856,published,Poloiteknik Negeri Lampung,,http://jurnal.polinela.ac.id/index.php/JPPT/article/view/336,,"['Universitas Terbuka', 'Universitas Lampung', 'Universitas Lampung']",,,,,,,,,,,,,,,
42,1,pub,,none,http://repository.lppm.unila.ac.id/id/eprint/4206,TRUE,387,2017-11-02 03:08:19,49-57,2017-11-02 03:08:19,Jurnal Teori dan Aplikasi Fisika,"[{'id': None, 'name': {'lineage': None, 'family': 'Yulianti', 'honourific': None, 'given': 'Devi'}}, {'name': {'family': 'Supriyanto', 'honourific': None, 'lineage': None, 'given': 'Amir'}, 'id': 'amir.supriyanto@fmipa.unila.ac.id'}, {'id': 'gurum4in@yahoo.com', 'name': {'given': 'Gurum A.', 'lineage': None, 'family': 'Pauzi', 'honourific': None}}]",2303-016X,disk0/00/00/42/06,2017-01-03 00:00:00.000000000,,article,['FMIPA1'],Analisis Kelistrikan Sel Volta Memanfaatkan Logam Bekas,5,5.0,show,2017-11-02 03:08:19,archive,['QC'],"It has been conducted a research to analyze the scrap metals as voltaic cells. The research
objective was to utilize scrap metals as an alternative source of electrical energy and as a
voltaic cell to the battery. The materials required consist of a electrode copper (Cu), iron (Fe),
aluminum (Al) and zinc (Zn), solution of CuSO
4
.5H
2
O, solution of ZnSO
O, solution of
Al
2
(SO
4
)3.7H
2
O, solution of FeSO
4
.8H
2
4
O, jelly powder, and salt NaCl. The electrode couple are
Cu-Al, Cu-Fe, Cu-Zn, Al-Zn, and Fe-Zn. Volume variation are 20 ml, 25 ml, 30 ml, 35 ml, and
40 ml. Data of the voltage and current taken using a multimeter on each cell, without a load,
with a load, and additional load. The results of the research were analyzed the value of power,
current, and voltage with the greatest results in Cu-Zn electrode pair. The results are 14.949 mW,
3.05 mA, and 4.96 V.
.7H
2",4206,published,Jurusan Fisika FMIPA Universitas Lampung,E-ISSN 2549-1156.,http://jurnal.fmipa.unila.ac.id/index.php/jtaf/article/view/1359/1189,[{'type': 'author'}],,,,,,,,,,,,,,,,
