,title,rev_number,metadata_visibility,eprint_status,status_changed,subjects,eprintid,ispublished,documents,full_text_status,uri,refereed,lastmod,userid,datestamp,publication,creators,dir,type,divisions,publisher,date_type,abstract,corp_creators,referencetext,note,contact_email,number,pagerange,issn,id_number,official_url,volume,isbn,place_of_pub,editors,pages,contributors,related_url,pres_type,event_title,event_location,event_dates,event_type,book_title
41,Pendampingan Kelompok Wanita Program Keluarga Harapan (PKH) Craft “Wanita Mandiri” di Kecamatan Sukarame Bandar Lampung,5,show,archive,2021-11-06 08:23:46,['H1'],35267,pub,,none,http://repository.lppm.unila.ac.id/id/eprint/35267,TRUE,2021-11-06 08:23:46,103,2021-11-06 08:23:46,Jurnal Nusantara Mengabdi,"[{'name': {'given': 'Emalia', 'lineage': None, 'family': 'Zulfa', 'honourific': None}, 'id': 'emalia.zulfa@gmail.com'}, {'id': 'budiarty_ida@yahoo,com', 'name': {'given': 'Budiarty', 'family': 'Ida', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Ratih', 'family': 'Arivina', 'honourific': None, 'lineage': None}, 'id': 'arivinaratih@gmail.com'}]",disk0/00/03/52/67,article,['FEB5'],Penerbit Goodwood,published,"Purpose: The purpose of this community service activity is to assist and foster Kelompok Usaha Bersama (KUBE) Wanita Mandiri Craft which is a recipient of the Program Keluarga Harapan (PKH) assistance. This KUBE has a business of making flower crafts made from tapis. The most priority problem is that partners do not yet have the ability to prepare business feasibility studies. In addition, they do not yet have and build a partnership network by utilizing information technology including social media effectively to promote and market their products. The stages of the activities carried out consist of the preparation, implementation, mentoring, and evaluation stages.



Method: The methods used are lecture and question and answer methods, demonstration methods, and non-formal discussion methods.



Results: The result was, during the training activity, the participants followed it with great attention and enthusiasm until all the material had been given by the presenter which was then followed by a question and answer activity.



Conclusion: All participants can take part in the entire training process from start to finish, besides that the target for delivering training materials is also achieved because the material can be delivered in its entirety and the enthusiasm of participants in participating in the training greatly supports this activity",,,,,1.0,45-54,,,https://penerbitgoodwood.com/index.php/JNM/issue/view/28,1,,,,,,,,,,,,
42,Foreign Tourist Spending and Its Impact on Economy in Indonesia,7,show,archive,2020-12-01 04:28:07,['H1'],26928,pub,"[{'docid': 40946, 'main': 'REV-foreigN tourist spending and its impact on economy in Indonesia.pdf', 'files': [{'filesize': 1922529, 'datasetid': 'document', 'mtime': '2020-12-01 04:07:27', 'hash_type': 'MD5', 'hash': '3a23eed872103c68cc7577e80d50297c', 'filename': 'REV-foreigN tourist spending and its impact on economy in Indonesia.pdf', 'fileid': 241651, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/241651', 'objectid': 40946}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/40946', 'rev_number': 1, 'eprintid': 26928, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/26928,TRUE,2020-12-01 04:28:07,515,2020-12-01 04:28:07,,"[{'name': {'given': 'neli', 'honourific': None, 'family': 'aida', 'lineage': None}, 'id': 'neliaida422@gmail.com'}]",disk0/00/02/69/28,conference_item,['FEB5'],,,,,,,,,,,,,,,,,,,,paper,IRSA Indonesian Regional Science Association International Conference,"Malang, Jawa Timur",25-26 Juli 2016,conference,
43,"PENGEMBANGAN WISATA BERBASIS PARTISIPASI MASYARAKAT PANTAI TELUK KILUAN, TANGGAMUS PROPINSI LAMPUNG",6,show,archive,2019-11-18 09:58:22,['H1'],17024,pub,"[{'files': [{'objectid': 30123, 'uri': 'http://repository.lppm.unila.ac.id/id/file/144587', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 144587, 'hash': '1d1439dd8dc7425f4b6d5085ad32b30d', 'filename': 'PENGEMBANGAN WISATA BERBASIS PARTISIPASI MASYARAKAT PANTAI TELUK KILUAN 2.docx', 'hash_type': 'MD5', 'mtime': '2019-11-18 09:53:17', 'datasetid': 'document', 'filesize': 76381}], 'main': 'PENGEMBANGAN WISATA BERBASIS PARTISIPASI MASYARAKAT PANTAI TELUK KILUAN 2.docx', 'docid': 30123, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30123', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 17024, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/17024,TRUE,2019-11-18 09:58:22,515,2019-11-18 09:58:22,Laporan,"[{'name': {'honourific': None, 'family': 'aida', 'lineage': None, 'given': 'neli'}}]",disk0/00/01/70/24,article,['FEB5'],,,"Wisata pantai Teluk Kiluan terletak di Pekon (desa) Kiluan, kecamatan Kelumbayan, kabupaten Tanggamus Propinsi Lampung cocok bagi wisatawan yang gemar berpetualang. Topografinya yang berbukit dan berlembah merupakn tantangan tersendiri bagi wisatawan. Di pulau ini terdapat kumpulan lumba-lumba yang jumlahnya ratusan ekor yang terdiri dari spesies tursiops truncatus dan spesies stenella longirostris. Selain itu terdapat beberapa pulau yang indah dan bisa dikelilingi dengan perahu Katir. Pada waktu sore hari, banyak primata berbulu hitam dan bersuara nyaring saling bersahutan, seperti siamang (symphalangus syndaactylus), simpai (presbythis melalops), dan kukang (nycticesbus coucang).
Keindahan alam pantai Teluk Kiluan sebagai salah satu kekuatan utama kepariwisataan di Lampung dalam peta kepariwisataan dunia. Keunikan pantai dan lumba-lumba telah memosisikan Teluk Kiluan sebagai  salah  satu  objek   yang  termasuk dalam situs warisan budaya Indonesia sehingga berkemampuan untuk menggerakkan minat wisatawan   untuk   melakukan   kunjungan. Penetapan pantai Teluk Kiluan sebagai warisan  budaya  Indonesia dinilai strategis terutama sebagai upaya mendorong partisipasi masyarakat lokal dalam  pelestarian  sumber  daya  yang berbasis kekuatan nilai-nilai budaya yang ada,  mendorong   pengembangan  wilayah, dan peningkatan kesejahteraan masyarakat lokal.",['Universitas Lampung'],,,,,,,,,,,,,,,,,,,,,
44,"DESAIN PENGEMBANGAN PARIWISATA TERHADAP
PENINGKATAN PENDAPATAN PENDEKATAN
PARTNERSHIP
(Studi Kasus Kawasan Wisata Unggulan Pantai Teluk Kiluan
dan Pantai Tanjung Setia Provinsi Lampung)",11,show,archive,2020-11-20 02:33:43,"['HA', 'HB']",26400,submitted,"[{'language': 'en', 'mime_type': 'application/pdf', 'content': 'accepted', 'eprintid': 26400, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/40297', 'rev_number': 2, 'main': 'TERAPAN UPLOADS.pdf', 'docid': 40297, 'files': [{'objectid': 40297, 'uri': 'http://repository.lppm.unila.ac.id/id/file/237779', 'datasetid': 'document', 'filesize': 144632, 'fileid': 237779, 'mime_type': 'application/pdf', 'mtime': '2020-11-20 02:22:02', 'hash_type': 'MD5', 'filename': 'TERAPAN UPLOADS.pdf', 'hash': '7c28c9450543d26128dd4871c4446c03'}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/26400,FALSE,2020-11-20 02:33:43,515,2020-11-20 02:33:43,laporan lppm,"[{'id': None, 'name': {'given': 'neli', 'honourific': None, 'family': 'aida', 'lineage': None}}, {'name': {'given': 'Sandi', 'honourific': None, 'family': 'Asmara', 'lineage': None}, 'id': 'Shandiasmara@yahoo.com'}]",disk0/00/02/64/00,article,['FEB5'],,submitted,"Pariwisata merupakan salah satu sumber penerimaan utama di berbagai Negara termasuk
Indonesia. Kegiatan pariwisata menimbulkan permintaan barang dan jasa pada industri
pariwisata dan industri terkait, sehingga dorongan atas permintaan pariwisata yang muncul
menjadi faktor penting bagi pertumbuhan ekonomi suatu daerah. Implikasi kegiatan pariwisata
terhadap perekonomian daerah, sejatinya adalah dampak dari pengeluaran wisatawan
mancanegara dan domestik atau nusantara terhadap sejumlah variabel makro ekonomi,
disamping juga dampak dari pengeluaran pemerintah untuk promosi dan pembinaan pariwisata,
serta investasi pemerintah dan swasta di bidang pariwisata. Eksplorasi dari penelitian ini
diharapkan dapat mengungkap potensi, problematika, dimensi, dan pengelolaan pariwisata di
kawasan unggulan pariwisata (KWU) Pantai Teluk Kiluan dan Pantai Tanjung Setia provinsi
Lampung hingga lahir desain/model/konsep pengembangan pariwisata yang mensejahterakan
masyarakat sekitar.
Penelitian ini bersifat kualitatif dengan tahapan metode memetakan dimensi karakteristik
situs penelitian, problem, dan konsepsi pengelolaannya lewat informan kunci dan informan
pendukung yang telah teruji keabsahannya. Target akhir luaran penelitian memunculkan model
/konsep/desain baru dalam pengelolaan pariwisata yang dapat mensejahterakan masyarakat
sekitar, kontribusi terhadap bidang ilmu ekonomi kelembagaan, dan publikasi internasional.
Kata kunci: Pariwisata, dimensi karakteristik, lembaga dan kelembagaan, kesejahteraan, dan
desain Partnership",,,,,,,,,,,,,,,,,,,,,,
45,"APPLICATION OF SHORT-TERM FORECASTING MODELS FOR ENERGY ENTITY STOCK PRICE (STUDY ON INDIKA ENERGI TBK, JII)",7,show,archive,2020-08-31 02:07:58,['AI'],23743,pub,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37373', 'docid': 37373, 'main': 'Application of Short-term Forecasting.pdf', 'files': [{'objectid': 37373, 'uri': 'http://repository.lppm.unila.ac.id/id/file/216704', 'mime_type': 'application/pdf', 'fileid': 216704, 'hash': '1e2070abd915b560de84303ad9dbd157', 'filename': 'Application of Short-term Forecasting.pdf', 'mtime': '2020-08-28 08:47:33', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 674575}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 23743, 'placement': 1, 'security': 'public'}]",public,http://repository.lppm.unila.ac.id/id/eprint/23743,,2020-08-31 02:07:58,914,2020-08-31 02:07:58,,"[{'name': {'lineage': None, 'family': 'ambya', 'honourific': None, 'given': 'ambya'}, 'id': 'ambya.1959@feb.unila.ac.id'}]",disk0/00/02/37/43,other,['FEB5'],International Journal of Energy Economics and Policy,,,,,,,,,,,,,,,,,,,,,,,,
46,Analisis Kapasitas Fiskal Di Kabupaten Lampung Tengah (Studi pada Kabupaten Induk dan Daerah Otonomi Baru),8,show,archive,2020-07-15 06:15:16,['H1'],23212,pub,"[{'docid': 36767, 'main': '12. Analisis Kapasitas Fiskal Di Kabupaten Lampung Tengah (Studi pada Kabupaten Induk dan Daerah Otonomi Baru) (1).pdf', 'files': [{'fileid': 212575, 'mime_type': 'application/pdf', 'mtime': '2020-07-15 03:05:58', 'hash_type': 'MD5', 'filename': '12. Analisis Kapasitas Fiskal Di Kabupaten Lampung Tengah (Studi pada Kabupaten Induk dan Daerah Otonomi Baru) (1).pdf', 'hash': '56c3dace1a68e9639c2d35e9acc8a435', 'datasetid': 'document', 'filesize': 4403114, 'objectid': 36767, 'uri': 'http://repository.lppm.unila.ac.id/id/file/212575'}], 'pos': 1, 'format': 'other', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36767', 'rev_number': 2, 'formatdesc': 'SIMILARITY', 'eprintid': 23212, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'content': 'other'}]",public,http://repository.lppm.unila.ac.id/id/eprint/23212,,2020-07-15 06:15:16,914,2020-07-15 06:15:16,,"[{'name': {'given': 'ambya', 'lineage': None, 'honourific': None, 'family': 'ambya'}, 'id': 'ambya.1959@feb.unila.ac.id'}]",disk0/00/02/32/12,other,['FEB5'],Jurusan Ekonomi Pembangunan Fakultas Ekonomi dan Bisnis Universitas Lampung,,,,,,,,,,,,,,,,,,,,,,,,
47,Analisis Kapasitas Fiskal Di Kabupaten Lampung Tengah (Studi pada Kabupaten Induk dan Daerah Otonomi Baru),7,show,archive,2020-08-31 02:08:25,['AI'],23746,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 23746, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37376', 'main': 'Analisis Kapasitas Fiskal Di Kabupaten.pdf', 'docid': 37376, 'files': [{'datasetid': 'document', 'filesize': 643860, 'fileid': 216722, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-08-28 08:52:22', 'filename': 'Analisis Kapasitas Fiskal Di Kabupaten.pdf', 'hash': 'c8cbd478df690a976259f566673a08e5', 'objectid': 37376, 'uri': 'http://repository.lppm.unila.ac.id/id/file/216722'}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/23746,,2020-08-31 02:08:25,914,2020-08-31 02:08:25,,"[{'name': {'honourific': None, 'family': 'ambya', 'lineage': None, 'given': 'ambya'}, 'id': 'ambya.1959@feb.unila.ac.id'}]",disk0/00/02/37/46,other,['FEB5'],Jurnal Ekonomi Pembangunan,,,,,,,,,,,,,,,,,,,,,,,,
48,"Application of Short-term
Forecasting Models for Energy
Entity Stock Price: Evidence from
Indika Energi Tbk, Jakarta
Islamic Index",7,show,archive,2020-07-14 02:51:50,['H1'],23181,pub,"[{'eprintid': 23181, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Application of Short-term Forecasting Models for Energy Entity Stock Price Evidence from Indika Energi Tbk, Jakarta Islamic Index (1).pdf', 'docid': 36732, 'files': [{'filename': 'Application of Short-term Forecasting Models for Energy Entity Stock Price Evidence from Indika Energi Tbk, Jakarta Islamic Index (1).pdf', 'hash': '9a969f7ad8bf3b567dfaf4a1f862fa89', 'hash_type': 'MD5', 'mtime': '2020-07-14 02:38:08', 'mime_type': 'application/pdf', 'fileid': 212366, 'filesize': 2594641, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/212366', 'objectid': 36732}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36732', 'rev_number': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/23181,,2020-07-14 02:51:50,914,2020-07-14 02:51:50,,"[{'id': 'ambya.1959@feb.unila.ac.id', 'name': {'given': 'ambya', 'family': 'ambya', 'honourific': None, 'lineage': None}}]",disk0/00/02/31/81,other,['FEB5'],EconJournals,,,,,,,,,,,,,,,,,,,,,,,,
49,"Application of Short-term
Forecasting Models for Energy
Entity Stock Price: Evidence from
Indika Energi Tbk, Jakarta
Islamic Index",8,show,archive,2020-07-13 07:30:52,['H1'],23167,pub,"[{'files': [{'objectid': 36718, 'uri': 'http://repository.lppm.unila.ac.id/id/file/212252', 'fileid': 212252, 'mime_type': 'application/pdf', 'mtime': '2020-07-13 04:44:18', 'hash_type': 'MD5', 'filename': 'Application of Short-term Forecasting Models for Energy Entity Stock Price Evidence from Indika Energi Tbk, Jakarta Islamic Index (1).pdf', 'hash': '9a969f7ad8bf3b567dfaf4a1f862fa89', 'datasetid': 'document', 'filesize': 2594641}], 'docid': 36718, 'main': 'Application of Short-term Forecasting Models for Energy Entity Stock Price Evidence from Indika Energi Tbk, Jakarta Islamic Index (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36718', 'rev_number': 2, 'formatdesc': 'SIMILARITY', 'pos': 1, 'format': 'other', 'placement': 1, 'security': 'public', 'eprintid': 23167, 'content': 'other', 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/23167,,2020-07-13 07:30:52,914,2020-07-13 07:30:52,,"[{'name': {'given': 'ambya', 'family': 'ambya', 'honourific': None, 'lineage': None}, 'id': 'ambya.1959@feb.unila.ac.id'}]",disk0/00/02/31/67,other,['FEB5'],EconJournals,,,,,,,,,,,,,,,,,,,,,,,,
50,Convergency of revenue per capita regional New Autonomy (NAR) in Indonesia,7,show,archive,2020-08-27 04:54:23,['AI'],23731,pub,"[{'eprintid': 23731, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Convergency of Revenue Per Capita.pdf', 'docid': 37360, 'files': [{'filename': 'Convergency of Revenue Per Capita.pdf', 'hash': '05b1e806c6173ae4ef974ff80b24ee7e', 'hash_type': 'MD5', 'mtime': '2020-08-27 03:50:54', 'mime_type': 'application/pdf', 'fileid': 216609, 'filesize': 627128, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/216609', 'objectid': 37360}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37360', 'rev_number': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/23731,,2020-08-27 04:54:23,914,2020-08-27 04:54:23,,"[{'name': {'given': 'ambya', 'honourific': None, 'family': 'ambya', 'lineage': None}, 'id': 'ambya.1959@feb.unila.ac.id'}]",disk0/00/02/37/31,other,['FEB5'],CRC Press/Balkema,,,,,,,,,,,,,,,,,"[{'name': {'honourific': None, 'family': 'Marwa', 'lineage': None, 'given': 'Taufiq'}, 'id': None, 'type': 'http://www.loc.gov/loc.terms/relators/REV'}, {'type': 'http://www.loc.gov/loc.terms/relators/REV', 'id': None, 'name': {'honourific': None, 'family': 'Kartawan', 'lineage': None, 'given': 'Kartawan'}}, {'type': 'http://www.loc.gov/loc.terms/relators/REV', 'id': 'satria.bangsawan@feb.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Bangsawan', 'given': 'Satria'}}]",,,,,,,
51,"DEVELOPMENT INEQUALITY
OF NEW AUTONOMOUS
ECONOMIC REGIONS IN
LAMPUNG PROVINCE, 2005-
2013",8,show,archive,2020-07-14 07:43:38,['H1'],23191,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'content': 'other', 'eprintid': 23191, 'security': 'public', 'placement': 1, 'format': 'other', 'pos': 1, 'formatdesc': 'SIMILARITY', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36741', 'main': '15. DEVELOPMENT INEQUALITY OF NEW AUTONOMOUS ECONOMIC REGIONS IN LAMPUNG PROVINCE, 2005-2013 (1).pdf', 'docid': 36741, 'files': [{'objectid': 36741, 'uri': 'http://repository.lppm.unila.ac.id/id/file/212447', 'datasetid': 'document', 'filesize': 2767284, 'mime_type': 'application/pdf', 'fileid': 212447, 'hash': 'a811358a5260bba9fb85dfec280b2605', 'filename': '15. DEVELOPMENT INEQUALITY OF NEW AUTONOMOUS ECONOMIC REGIONS IN LAMPUNG PROVINCE, 2005-2013 (1).pdf', 'mtime': '2020-07-14 07:09:13', 'hash_type': 'MD5'}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/23191,,2020-07-14 07:43:38,914,2020-07-14 07:43:38,,"[{'id': 'ambya.1959@feb.unila.ac.id', 'name': {'lineage': None, 'family': 'ambya', 'honourific': None, 'given': 'ambya'}}]",disk0/00/02/31/91,other,['FEB5'],AFEBI,,,,,,,,,,,,,,,,,,,,,,,,
52,"DEVELOPMENT INEQUALITY OF NEW AUTONOMOUS ECONOMIC REGIONS IN LAMPUNG PROVINCE, 2005-2013",7,show,archive,2020-08-28 08:45:30,['AI'],23742,pub,"[{'eprintid': 23742, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Development Inequality of New.pdf', 'docid': 37372, 'files': [{'datasetid': 'document', 'filesize': 618528, 'mime_type': 'application/pdf', 'fileid': 216695, 'hash': '07b4b294cc23eafc49678daa8db22629', 'filename': 'Development Inequality of New.pdf', 'mtime': '2020-08-28 08:36:50', 'hash_type': 'MD5', 'objectid': 37372, 'uri': 'http://repository.lppm.unila.ac.id/id/file/216695'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37372'}]",public,http://repository.lppm.unila.ac.id/id/eprint/23742,,2020-08-28 08:45:30,914,2020-08-28 08:45:30,,"[{'id': 'ambya.1959@feb.unila.ac.id', 'name': {'given': 'ambya', 'lineage': None, 'family': 'ambya', 'honourific': None}}]",disk0/00/02/37/42,other,['FEB5'],AFEBI,,,,,,,,,,,,,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/REV'}],,,,,,,
53,"THE DISPARITY AND THE CONVERGENCE OF THE
ECONOMIC GROWTH: THE STUDY OF THE NEW
AUTONOMOUS REGIONS IN SUMATERA, INDONESIA",8,show,archive,2020-07-14 01:46:24,['H1'],23171,pub,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/212286', 'objectid': 36722, 'hash': 'fe54582c380687c3cba2fc51026a4899', 'filename': '1. THE DISPARITY AND THE CONVERGENCE OF THE ECONOMIC GROWTH THE STUDY OF THE NEW AUTONOMOUS REGIONS IN SUMATERA, INDONESIA.pdf', 'hash_type': 'MD5', 'mtime': '2020-07-13 08:50:18', 'mime_type': 'application/pdf', 'fileid': 212286, 'filesize': 1844383, 'datasetid': 'document'}], 'main': '1. THE DISPARITY AND THE CONVERGENCE OF THE ECONOMIC GROWTH THE STUDY OF THE NEW AUTONOMOUS REGIONS IN SUMATERA, INDONESIA.pdf', 'docid': 36722, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36722', 'formatdesc': 'SIMILARITY', 'pos': 1, 'format': 'other', 'placement': 1, 'security': 'public', 'eprintid': 23171, 'content': 'other', 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/23171,,2020-07-14 01:46:24,914,2020-07-14 01:46:24,,"[{'name': {'given': 'ambya', 'lineage': None, 'family': 'ambya', 'honourific': None}, 'id': 'ambya.1959@feb.unila.ac.id'}]",disk0/00/02/31/71,other,['FEB5'],GIAPJournals,,,,,,,,,,,,,,,,,,,,,,,,
54,"THE DISPARITY AND THE CONVERGENCE OF THE ECONOMIC GROWTH: THE STUDY OF THE NEW AUTONOMOUS REGIONS IN SUMATERA, INDONESIA",7,show,archive,2020-08-31 02:18:16,['AI'],23763,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37393', 'pos': 1, 'format': 'text', 'files': [{'fileid': 216844, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-08-28 09:38:46', 'hash': '1abe1575a347c3b8a7b192b1199d18b5', 'filename': 'The Disparity and The Convergence of The Economic.pdf', 'datasetid': 'document', 'filesize': 658783, 'objectid': 37393, 'uri': 'http://repository.lppm.unila.ac.id/id/file/216844'}], 'main': 'The Disparity and The Convergence of The Economic.pdf', 'docid': 37393, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 23763}]",public,http://repository.lppm.unila.ac.id/id/eprint/23763,,2020-08-31 02:18:16,914,2020-08-31 02:18:16,,"[{'id': 'ambya.1959@feb.unila.ac.id', 'name': {'given': 'ambya', 'family': 'ambya', 'honourific': None, 'lineage': None}}]",disk0/00/02/37/63,other,['FEB5'],GIAPJournals,,,,,,,,,,,,,,,,,,,,,,,,
55,"The Effect of Industrial
Agglomeration and Fiscal
Decentralization on Income
Disparity of Inter-Regional in
Lampung Province",7,show,archive,2020-07-14 02:52:10,['H1'],23180,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 23180, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36731', 'format': 'text', 'pos': 1, 'files': [{'objectid': 36731, 'uri': 'http://repository.lppm.unila.ac.id/id/file/212359', 'fileid': 212359, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-07-14 01:47:21', 'filename': 'The Effect of Industrial Agglomeration and Fiscal Decentralization on Income Disparity of Inter-Regional in Lampung Province (1).pdf', 'hash': '30aca8eaecaa3a5bbdd3b6a5ae4c01cb', 'datasetid': 'document', 'filesize': 3575159}], 'main': 'The Effect of Industrial Agglomeration and Fiscal Decentralization on Income Disparity of Inter-Regional in Lampung Province (1).pdf', 'docid': 36731}]",public,http://repository.lppm.unila.ac.id/id/eprint/23180,,2020-07-14 02:52:10,914,2020-07-14 02:52:10,,"[{'id': 'ambya.1959@feb.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'ambya', 'given': 'ambya'}}]",disk0/00/02/31/80,other,['FEB5'],"TEST, ENGINEERING & MANAGEMENT",,,,,,,,,,,,,,,,,,,,,,,,
56,"Future Natural Gas Price Forecasting Model and Its Policy
Implication",8,show,archive,2020-07-13 07:31:04,['H1'],23169,pub,"[{'eprintid': 23169, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'content': 'other', 'docid': 36720, 'main': 'Future Natural Gas Price Forecasting Model and Its Policy Implication (1).pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/212267', 'objectid': 36720, 'filesize': 2258006, 'datasetid': 'document', 'hash': '96e55e11006cd97f6f31adcf2ecb34f4', 'filename': 'Future Natural Gas Price Forecasting Model and Its Policy Implication (1).pdf', 'mtime': '2020-07-13 06:15:08', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 212267}], 'format': 'other', 'pos': 1, 'formatdesc': 'SIMILARITY', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36720'}]",public,http://repository.lppm.unila.ac.id/id/eprint/23169,,2020-07-13 07:31:04,914,2020-07-13 07:31:04,,"[{'name': {'given': 'ambya', 'lineage': None, 'honourific': None, 'family': 'ambya'}, 'id': 'ambya.1959@feb.unila.ac.id'}]",disk0/00/02/31/69,other,['FEB5'],EconJournals,,,,,,,,,,,,,,,,,,,,,,,,
57,"How Government Spending on Public Sector Affect
The Economic Growth?",10,show,archive,2020-07-13 03:35:04,['H1'],23164,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/36715', 'rev_number': 2, 'formatdesc': 'SIMILARITY', 'pos': 2, 'format': 'other', 'files': [{'filesize': 3393329, 'datasetid': 'document', 'filename': '8. How Government Spending on Public Sector Affect The Economic Growth.pdf', 'hash': 'f89050a643895e299af0f0e867d9ded1', 'mtime': '2020-07-13 03:14:08', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 212218, 'uri': 'http://repository.lppm.unila.ac.id/id/file/212218', 'objectid': 36715}], 'main': '8. How Government Spending on Public Sector Affect The Economic Growth.pdf', 'docid': 36715, 'content': 'other', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 2, 'security': 'public', 'eprintid': 23164}]",public,http://repository.lppm.unila.ac.id/id/eprint/23164,TRUE,2020-07-13 03:35:04,914,2020-07-13 03:35:04,Journal of Economics and Policy,"[{'name': {'family': 'ambya', 'honourific': None, 'lineage': None, 'given': 'ambya'}, 'id': 'ambya.1959@feb.unila.ac.id'}]",disk0/00/02/31/64,article,['FEB5'],,,,,,,,,,,,,,,,,,,,,,,,,
