,eprint_status,status_changed,subjects,title,rev_number,metadata_visibility,eprintid,lastmod,userid,datestamp,ispublished,contributors,publisher,documents,uri,full_text_status,type,divisions,creators,dir,date,date_type,volume,official_url,abstract,issn,publication,refereed,number,pagerange,corp_creators,related_url,event_title,event_location,event_dates,event_type,pres_type,id_number,succeeds,place_of_pub
35,archive,2020-11-19 12:45:41,"['LB', 'LB1501']",The Development of Problem Solving To Improve Understand Mathematical Concepts,7,show,26294,2020-11-19 12:45:41,553,2020-11-19 12:45:41,pub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",Universitas Malikussaleh,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 26294, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40186', 'rev_number': 1, 'docid': 40186, 'main': 'The Development of Problem Solving To Improve Understand Mathematical Concepts.pdf', 'files': [{'filesize': 722353, 'datasetid': 'document', 'filename': 'The Development of Problem Solving To Improve Understand Mathematical Concepts.pdf', 'hash': '3e27887aa7db73144528890c356c5964', 'hash_type': 'MD5', 'mtime': '2020-11-19 12:37:20', 'mime_type': 'application/pdf', 'fileid': 236914, 'uri': 'http://repository.lppm.unila.ac.id/id/file/236914', 'objectid': 40186}]}]",http://repository.lppm.unila.ac.id/id/eprint/26294,public,article,['FKIP4'],"[{'name': {'given': 'Irawati Irin', 'honourific': None, 'family': 'Sirait', 'lineage': None}, 'id': None}, {'id': 'hanindabharataa@gmail.com', 'name': {'lineage': None, 'family': 'Bharata', 'honourific': None, 'given': 'Haninda'}}, {'id': 'asmiati308@yahoo.com', 'name': {'given': 'Asmiati', 'family': 'Asmiati', 'honourific': None, 'lineage': None}}]",disk0/00/02/62/94,2020-03-01 00:00:00.000000000,published,3.0,http://ijtmer.com,"This study aims to 1) develop a problem solving learning model that is oriented towards the ability to understand mathematical concepts, 2) test the feasibility of a model developed on algebraic function derived material, and 3) test the effectiveness of the product of development. This study refers to the Research and Development procedure of Borg and Gall which is simplified into six stages and the resulting product is refined with ASSURE learning design theory. Data were analyzed with qualitative descriptive methods and cognitive learning outcomes with normalized N-gain to determine the effectiveness of the model, Independent t-test to determine differences in learning outcomes. The results were obtained through tests of mathematical concept understanding ability. The results showed that 1) the development of the learning model was carried out with due regard to the components of the model, 2) the results of the development of the learning model were feasible to be applied to the material derived from algebraic functions, 3) the developed learning model was able to improve the ability to understand mathematical concepts. The results of the study can be concluded that the problem solving learning model oriented on the ability to understand mathematical concepts is more effective than conventional learning models.",2621-8488,International Journal of Trends in Mathematics Education Research,TRUE,1.0,48-51,"['Jurusan Pendidikan MIPA, FKIP UNILA', 'Jurusan Pendidikan MIPA, FKIP UNILA', 'Jurusan Pendidikan MIPA, FKIP UNILA']",[{'url': 'http://www.ijtmer.com/index.php/ijtmer/article/view/130/0'}],,,,,,,,
36,archive,2020-11-23 08:32:27,['LB1501'],The Ability of Mathematical Representation of Junior High School Students on Circle Material Based on Gender Differences,6,show,26712,2020-11-23 08:32:27,789,2020-11-23 08:32:27,pub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",Universitas Negeri Makassar,"[{'placement': 1, 'security': 'public', 'eprintid': 26712, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filename': 'The Ability of Mathematical Representation of Junior High School Students on Circle Material Based on Gender Differences.pdf', 'hash': '7435faee3129b05a0764a279de3d6d02', 'hash_type': 'MD5', 'mtime': '2020-11-23 08:18:45', 'mime_type': 'application/pdf', 'fileid': 240006, 'filesize': 661333, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/240006', 'objectid': 40684}], 'main': 'The Ability of Mathematical Representation of Junior High School Students on Circle Material Based on Gender Differences.pdf', 'docid': 40684, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40684', 'pos': 1, 'format': 'text'}]",http://repository.lppm.unila.ac.id/id/eprint/26712,public,article,['FKIP4'],"[{'name': {'lineage': None, 'family': 'Soviana', 'honourific': None, 'given': 'Rena'}, 'id': 'renasoviana94@gmail.com'}, {'id': 'sugeng.sutiarso@fkip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Sutiarso', 'given': 'Sugeng'}}, {'id': 'nurhanurawati94@gmail.com', 'name': {'given': 'Nurhanurawati', 'lineage': None, 'honourific': None, 'family': 'Nurhanurawati'}}]",disk0/00/02/67/12,2020-07-02 00:00:00.000000000,published,8.0,https://ojs.unm.ac.id/JDM/issue/view/Juli,"Mathematical representation is the ability to express ideas or definitions raised by the students when solving problems. At now, most students have difficulties in the ability of mathematical representation. The difficulty of this mathematical representation needs to be analyze the causes, including analysis based on gender differences. This type of research is a qualitative study which aims to systematically  describe the ability of mathematical representation based on gender differences. The subjects of the study was grade IX students at SMP Negeri 4 in Natar, South Lampung. Research subjects numbered 31 people, consisti of 16 boys and 15 girls. Data was collected through tests and observations, and data were analyze descriptively based on 3 indicator levels, namely visual representations, mathematical expressions or similarty, and written words or texts. The results showed that there were differences in representation when viewed regarding gender, where girls make more representation than boys.",2354-7146,Daya Matematis:Jurnal Inovasi Pendidikan Matematika,TRUE,2.0,137-142,,[{'type': 'pub'}],,,,,,,,
37,archive,2021-04-08 06:44:27,"['L1', 'LB2300']",Identification of problem difficulty in learning chemistry at Class XI of high schools in Lampung Province as input for LPTK (Especially Chemical Education Study Programof Lampung University).,8,show,29044,2021-04-08 06:44:27,1028,2021-04-08 06:44:27,unpub,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],FKIP Univeresitas Lampung,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/43154', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 43154, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257663', 'mime_type': 'application/pdf', 'fileid': 257663, 'hash': '7565bcd4943b3a4491a8a4ef1bacf711', 'filename': 'Identification of problem difficulty in learning chemistry at Class XI of high schools in .... of Lampung University).pdf', 'hash_type': 'MD5', 'mtime': '2021-04-08 06:23:58', 'datasetid': 'document', 'filesize': 2752458}], 'main': 'Identification of problem difficulty in learning chemistry at Class XI of high schools in .... of Lampung University).pdf', 'docid': 43154, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 29044}]",http://repository.lppm.unila.ac.id/id/eprint/29044,public,other,['FKIP4'],"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'family': 'Sunyono', 'honourific': None, 'lineage': None, 'given': 'Sunyono'}}]",disk0/00/02/90/44,2020-12-01 00:00:00.000000000,completed,,,,,,,,,['Prodi S2 Keguruan IPA'],,,,,,,,,
38,archive,2021-04-06 06:35:42,['QD'],A Learning Exercise using Simple and RealTime Visualization TOOL to Counter Misconceptions about Orbitals and Quantum Numbers,8,show,28885,2021-04-06 06:35:42,1028,2021-04-06 06:35:42,pub,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],Baltic Science Education,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 28885, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42978', 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 2510285, 'fileid': 256295, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-06 03:39:36', 'hash': 'c36835e7f18fbd8644a06b5588b7fbc3', 'filename': 'A_Learning_Exercise_using_Simple_and_RealTime_Visu.pdf', 'objectid': 42978, 'uri': 'http://repository.lppm.unila.ac.id/id/file/256295'}], 'docid': 42978, 'main': 'A_Learning_Exercise_using_Simple_and_RealTime_Visu.pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/28885,public,other,['FKIP4'],"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'lineage': None, 'family': 'Sunyono', 'honourific': None}}]",disk0/00/02/88/85,2020-08-30 00:00:00.000000000,published,,http://www.scientiasocialis.lt/jbse/,,,,,,,['Prodi Magister Keguruan IPA'],,,,,,,ISSN 1648-3898 (print) ISSN 2538-7138 (online),,Bandar Lampung
39,archive,2021-04-13 08:05:09,"['L1', 'LB2300']",Model Pembelajaran Kimia Berbasis Lingkungan dan Keterampilan Generik;Solusi Alternatif dalam Memecahkan Masalah Pembelajaran Kimia,8,show,29320,2021-04-13 08:05:09,1028,2021-04-13 08:05:09,unpub,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],FKIP Univeresitas Lampung,"[{'docid': 43440, 'main': 'Peer Reviewer Monograp Model Pembelajaran Kimia Berbasis Lingkungan.pdf', 'files': [{'fileid': 259818, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-13 07:59:13', 'filename': 'Peer Reviewer Monograp Model Pembelajaran Kimia Berbasis Lingkungan.pdf', 'hash': '6b271cd13a5274c8a8371544940332f5', 'datasetid': 'document', 'filesize': 592023, 'objectid': 43440, 'uri': 'http://repository.lppm.unila.ac.id/id/file/259818'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43440', 'eprintid': 29320, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/29320,public,other,['FKIP4'],"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'lineage': None, 'honourific': None, 'family': 'Sunyono'}}]",disk0/00/02/93/20,2020-12-01 00:00:00.000000000,completed,,,,,,,,,['Prodi S2 Keguruan IPA'],,,,,,,,,
40,archive,2021-04-13 08:05:06,"['L1', 'LB2300']","Model Pembelajaran Multipel Representasi, Pembelajaran Empat Fase dengan Lima Kegiatan: Orientasi, Eksplorasi Imajinatif, Internalisasi, dan Evaluasi",8,show,29319,2021-04-13 08:05:06,1028,2021-04-13 08:05:06,unpub,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],FKIP Univeresitas Lampung,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43439', 'rev_number': 1, 'docid': 43439, 'main': 'Peer Reviewer monograp Model Pembelajaran Multipel Representasi.pdf', 'files': [{'filesize': 621904, 'datasetid': 'document', 'hash': '9bfb641190f78f8f90a0f11b373c6dec', 'filename': 'Peer Reviewer monograp Model Pembelajaran Multipel Representasi.pdf', 'mtime': '2021-04-13 07:57:05', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 259809, 'uri': 'http://repository.lppm.unila.ac.id/id/file/259809', 'objectid': 43439}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 29319, 'security': 'public', 'placement': 1}]",http://repository.lppm.unila.ac.id/id/eprint/29319,public,other,['FKIP4'],"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Sunyono', 'given': 'Sunyono'}}]",disk0/00/02/93/19,2020-12-01 00:00:00.000000000,completed,,,,,,,,,['Prodi S2 Keguruan IPA'],,,,,,,,,
41,archive,2021-04-08 01:11:17,"['L1', 'LB', 'LB2300']",Science Process Skills Characteristics of Junior High School Students in Lampung,9,show,28997,2021-04-08 01:11:17,1028,2021-04-08 01:11:17,unpub,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],FKIP Univeresitas Lampung,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/43099', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 43099, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257252', 'datasetid': 'document', 'filesize': 3917374, 'fileid': 257252, 'mime_type': 'application/pdf', 'mtime': '2021-04-07 08:41:29', 'hash_type': 'MD5', 'hash': '2019f664835b95066e9255f2333a3dc6', 'filename': 'Science Process Skills Characteristics of Junior High School Students in Lampung.pdf'}], 'main': 'Science Process Skills Characteristics of Junior High School Students in Lampung.pdf', 'docid': 43099, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 28997}]",http://repository.lppm.unila.ac.id/id/eprint/28997,public,other,['FKIP4'],"[{'name': {'family': 'Sunyono', 'honourific': None, 'lineage': None, 'given': 'Sunyono'}, 'id': 'sunyono.1965@fkip.unila.ac.id'}]",disk0/00/02/89/97,2020-12-01 00:00:00.000000000,completed,,,,,,,,,['Prodi S2 Keguruan IPA'],,,,,,,,,
42,archive,2021-03-29 07:56:58,"['L1', 'LB1501', 'LC5201']",Validity of Student Worksheets Based on Socioscientific Issues Towards improve Students' Literacy Skills,9,show,28636,2021-03-29 07:56:58,1028,2021-03-29 07:56:58,pub,,IOSR Journal of Research & Method in Education (IOSR-JRME),"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 28636, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42695', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 2798926, 'fileid': 254119, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-03-29 03:01:12', 'filename': 'Validity of Student Worksheets Based on Socioscientific Issues Towards improve Students Literacy Skills.pdf', 'hash': '85aeaf674717087955d80c269902763d', 'objectid': 42695, 'uri': 'http://repository.lppm.unila.ac.id/id/file/254119'}], 'docid': 42695, 'main': 'Validity of Student Worksheets Based on Socioscientific Issues Towards improve Students Literacy Skills.pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/28636,public,other,['FKIP4'],"[{'name': {'lineage': None, 'family': 'Sunyono', 'honourific': None, 'given': 'Sunyono'}, 'id': 'sunyono.1965@fkip.unila.ac.id'}]",disk0/00/02/86/36,2020-03-01 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
43,archive,2021-04-08 01:11:21,"['L1', 'LB2300']",Validity of Student Worksheets Based on Socioscientific Issues Towards improve Students' Literacy Skills,8,show,28998,2021-04-08 01:11:21,1028,2021-04-08 01:11:21,unpub,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],FKIP Univeresitas Lampung,"[{'docid': 43100, 'main': 'Validity of Student Worksheets Based on Socioscientific Issues Towards improve Students Literacy Skills.pdf', 'files': [{'filesize': 2800348, 'datasetid': 'document', 'hash': 'a9ce27bb69ac59a5cffbdcc7e96f3293', 'filename': 'Validity of Student Worksheets Based on Socioscientific Issues Towards improve Students Literacy Skills.pdf', 'mtime': '2021-04-07 08:44:05', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 257264, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257264', 'objectid': 43100}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43100', 'eprintid': 28998, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/28998,public,other,['FKIP4'],"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Sunyono', 'given': 'Sunyono'}}]",disk0/00/02/89/98,2020-12-01 00:00:00.000000000,completed,,,,,,,,,['Prodi S2 Keguruan IPA'],,,,,,,,,
44,archive,2021-04-08 01:11:15,"['L1', 'LB2300']",The Influence Of Multiple Representation Strategies To Improve The Mental Model Of 10Th Grade Students On The Concept Of Chemical Bonding.,8,show,28996,2021-04-08 01:11:15,1028,2021-04-08 01:11:15,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 28996, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43098', 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'fileid': 257244, 'hash': '6d9008be5d1ce6826b5a566f97246e87', 'filename': 'The Influence Of Multiple Representation Strategies To Improve The Mental Model Of 10Th Grade Students On The Concept Of Chemical Bonding.pdf', 'mtime': '2021-04-07 08:39:18', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 3747438, 'objectid': 43098, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257244'}], 'docid': 43098, 'main': 'The Influence Of Multiple Representation Strategies To Improve The Mental Model Of 10Th Grade Students On The Concept Of Chemical Bonding.pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/28996,public,other,['FKIP4'],"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Sunyono', 'given': 'Sunyono'}}, {'id': 'tasviriefkar@yahoo.com.', 'name': {'given': 'Tasviri', 'family': 'Efkar', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Feni', 'lineage': None, 'family': 'Munifatullah', 'honourific': None}, 'id': 'feni.munifatullah@fkip.unila.ac.id'}]",disk0/00/02/89/96,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia', 'Prodi S1 Pendidikan Kimia`']",,,,,,,,,
45,archive,2021-04-08 01:11:04,"['L1', 'LB2300']",The Effect Of Multiple Representation-Based Learning (MRL) To Increase Students’ Understanding Of Chemical Bonding Concepts.,8,show,28992,2021-04-08 01:11:04,1028,2021-04-08 01:11:04,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'eprintid': 28992, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'The Effect Of Multiple Representation-Based Learning (MRL) To Increase Students Understanding Of Chemical Bonding Concepts.pdf', 'docid': 43094, 'files': [{'hash': 'c7197397b2cfe301039d329f54eefe5f', 'filename': 'The Effect Of Multiple Representation-Based Learning (MRL) To Increase Students Understanding Of Chemical Bonding Concepts.pdf', 'mtime': '2021-04-07 08:31:09', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 257215, 'filesize': 3530984, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257215', 'objectid': 43094}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43094', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/28992,public,other,['FKIP4'],"[{'name': {'lineage': None, 'family': 'Sunyono', 'honourific': None, 'given': 'Sunyono'}, 'id': 'sunyono.1965@fkip.unila.ac.id'}, {'id': 'ameristin@gmail.com', 'name': {'honourific': None, 'family': 'Meristin', 'lineage': None, 'given': 'Annisa'}}]",disk0/00/02/89/92,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia']",,,,,,,,,
46,archive,2021-04-08 01:11:53,"['L1', 'LB2300']",The Effect of Multiple Representation-Based Scaffolding Strategy in Improving Chemical Literacy.,10,show,29010,2021-04-08 01:11:53,1028,2021-04-08 01:11:53,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'files': [{'filename': 'The Effect of Multiple Representation Based Scaffolding Strategy in ... Literacy.pdf', 'hash': '2073a63dda495cdbfae0705c6a6f06b2', 'hash_type': 'MD5', 'mtime': '2021-04-07 09:29:31', 'mime_type': 'application/pdf', 'fileid': 257348, 'filesize': 4300888, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/257348', 'objectid': 43114}], 'main': 'The Effect of Multiple Representation Based Scaffolding Strategy in ... Literacy.pdf', 'docid': 43114, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43114', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 29010, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/29010,public,other,['FKIP4'],"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'honourific': None, 'family': 'Sunyono', 'lineage': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Meristin', 'given': 'Annisa'}, 'id': 'ameristin@gmail.com'}]",disk0/00/02/90/10,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia']",,,,,,,,,
47,archive,2021-04-08 01:11:01,"['L1', 'LB2300']",Mental models of atomic structure concepts of 11th grade chemistry students.,8,show,28991,2021-04-08 01:11:01,1028,2021-04-08 01:11:01,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'eprintid': 28991, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Mental models of atomic structure concepts of 11th grade chemistry students..pdf', 'docid': 43093, 'files': [{'objectid': 43093, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257207', 'mime_type': 'application/pdf', 'fileid': 257207, 'filename': 'Mental models of atomic structure concepts of 11th grade chemistry students..pdf', 'hash': 'd8ad25e8d02414be9ece209ca19abde5', 'mtime': '2021-04-07 08:28:20', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 6060381}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43093', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/28991,public,other,['FKIP4'],"[{'name': {'lineage': None, 'family': 'Sunyono', 'honourific': None, 'given': 'Sunyono'}, 'id': 'sunyono.1965@fkip.unila.ac.id'}, {'name': {'family': 'SUDJARWO', 'honourific': None, 'lineage': None, 'given': 'SUDJARWO'}, 'id': 'profdrsudjarwo@gmail.com'}]",disk0/00/02/89/91,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Pascasarjana FKIP Universitas Lampung, Jl. Prof. Dr. Sumantri Brojonegoro No. 1 Bandar Lampung, Lampung, Indonesia.Indonesia']",,,,,,,,,
48,archive,2021-04-08 01:11:06,"['L1', 'LB', 'LB2300']","Exploratory Factor Analysis Of Science, Technology, Engineering And Mathematics Career Interest For Pre-Service Math And Science Teachers: A Case Of Lampung University, Indonesia",9,show,28993,2021-04-08 01:11:06,1028,2021-04-08 01:11:06,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUC'}]",FKIP Univeresitas Lampung,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 28993, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43095', 'rev_number': 1, 'main': 'Exploratory Factor Analysis Of Science, Technology, Engineering And Mathematics Career Interest For PreService Math And Science Teachers..... Indo.pdf', 'docid': 43095, 'files': [{'fileid': 257223, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-07 08:33:46', 'filename': 'Exploratory Factor Analysis Of Science, Technology, Engineering And Mathematics Career Interest For PreService Math And Science Teachers..... Indo.pdf', 'hash': '2871b8fccfd28dfb6b8516841749b25a', 'datasetid': 'document', 'filesize': 3480755, 'objectid': 43095, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257223'}]}]",http://repository.lppm.unila.ac.id/id/eprint/28993,public,other,['FKIP4'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Sunyono', 'given': 'Sunyono'}, 'id': 'sunyono.1965@fkip.unila.ac.id'}, {'id': 'lisa.tania@fkip.unila.ac.id', 'name': {'family': 'Tania', 'honourific': None, 'lineage': None, 'given': 'Lisa'}}, {'id': 'andriansaputra@fkip.unila.ac.id', 'name': {'given': 'Andrian', 'honourific': None, 'family': 'Saputra', 'lineage': None}}]",disk0/00/02/89/93,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia', 'Prodi S1 Pendidikan Kimia`']",,,,,,,,,
49,archive,2021-04-06 06:36:38,"['L1', 'LB', 'LB2300']","Exploratory Factor Analysis Of Science, Technology, Engineering And Mathematics Career Interest For Pre-Service Math And Science Teachers: A Case Of Lampung University, Indonesia",9,show,28901,2021-04-06 06:36:38,1028,2021-04-06 06:36:38,pub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",CONTACT TCHÊ QUÍMICA JOURNAL International multidisciplinary scientific journal,"[{'eprintid': 28901, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 42995, 'main': 'EXPLORATORY_FACTOR_ANALYSIS_OF_SCIENCE__TECHNOLOGY.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-04-06 04:24:42', 'hash': '8703bfa78ca2a5122bdd428570483caa', 'filename': 'EXPLORATORY_FACTOR_ANALYSIS_OF_SCIENCE__TECHNOLOGY.pdf', 'fileid': 256440, 'mime_type': 'application/pdf', 'filesize': 2361204, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/256440', 'objectid': 42995}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42995', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/28901,public,other,['FKIP4'],"[{'name': {'given': 'Sunyono', 'honourific': None, 'family': 'Sunyono', 'lineage': None}, 'id': 'sunyono.1965@fkip.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Tania', 'honourific': None, 'given': 'Lisa'}, 'id': 'lisa.tania@fkip.unila.ac.id'}, {'id': 'andriansaputra@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Saputra', 'lineage': None, 'given': 'Andrian'}}]",disk0/00/02/89/01,2020-05-28 00:00:00.000000000,published,,http://www.journal.tchequimica.com/,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia', 'Prodi S2 Pendidikan Kimia']",,,,,,,ISSN: 1806-0374 (Printed); 2179-0302 (Online).,,
