,title,rev_number,metadata_visibility,status_changed,eprint_status,subjects,eprintid,ispublished,publisher,documents,uri,full_text_status,refereed,lastmod,userid,pagerange,datestamp,publication,creators,issn,dir,date,type,divisions,abstract,book_title,pages,event_title,event_type,pres_type,id_number,patent_applicant,date_type
39,"REDUCING THE EXPENSES OF CRIMINAL
JURISDICTIONS THROUGH STRENGTHENING THE
PRINCIPLE OF JUDGMENT BASED ON LOCAL
AWARENESS",6,show,2021-08-01 13:37:30,archive,['K1'],33275,pub,IJE,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 33275, 'uri': 'http://repository.lppm.unila.ac.id/id/document/152073', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'mime_type': 'application/pdf', 'fileid': 394326, 'hash': '6ddcabdb1339783d2729c21bd9ba9545', 'filename': 'Reducing-the-Expenses-of-Criminal-Jurisdictions-through-Strengthening-the-Principle-of-Judgment-Based-on-Local-Awareness-1939-4675-25-2-485.pdf', 'mtime': '2021-07-30 03:05:17', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 357892, 'objectid': 152073, 'uri': 'http://repository.lppm.unila.ac.id/id/file/394326'}], 'docid': 152073, 'main': 'Reducing-the-Expenses-of-Criminal-Jurisdictions-through-Strengthening-the-Principle-of-Judgment-Based-on-Local-Awareness-1939-4675-25-2-485.pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/33275,public,FALSE,2021-08-01 13:37:30,873,,2021-08-01 13:37:30,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Jurnal Kewirausahaan Internasional</font></font>","[{'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>'}]","<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">1939-4675-25-3-474</font></font>",disk0/00/03/32/75,1970-01-01 00:00:00.000002021,article,['FH1'],,,,,,,,,
40,The Reconstruction Of The Criminal Justice System For Addressing Corruption Crime In The Framework Of Supporting National Development,6,show,2021-06-08 08:21:35,archive,['K1'],32310,pub,,"[{'files': [{'objectid': 146530, 'uri': 'http://repository.lppm.unila.ac.id/id/file/382364', 'mime_type': 'application/pdf', 'fileid': 382364, 'hash': '73a2eaef4de9369281c860e4e408cf4c', 'filename': 'reviewer the reconstruction.pdf', 'mtime': '2021-06-08 07:51:04', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 409540}], 'docid': 146530, 'main': 'reviewer the reconstruction.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/146530', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 32310, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/32310,public,FALSE,2021-06-08 08:21:35,807,,2021-06-08 08:21:35,The Reconstruction Of The Criminal Justice System For Addressing Corruption Crime In The Framework Of Supporting National Development,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">maroniunila@gmail.com</font></font>', 'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None}}]",,disk0/00/03/23/10,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,
41,Redesign Of Financial Balance Law Between Central And Local Governments From Revenue Sharing Funds Of Tax Sector,6,show,2021-10-07 10:02:48,archive,['K1'],34372,pub,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">klibel</font></font>","[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 34372, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154885', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/404779', 'objectid': 154885, 'filesize': 171980, 'datasetid': 'document', 'filename': 'IJBEL24.ISU-5-819.pdf', 'hash': '81316abf2600e5bc9a63561b8ed6e7f6', 'mtime': '2021-10-07 01:47:12', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 404779}], 'main': 'IJBEL24.ISU-5-819.pdf', 'docid': 154885}]",http://repository.lppm.unila.ac.id/id/eprint/34372,public,FALSE,2021-10-07 10:02:48,1065,,2021-10-07 10:02:48,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Jurnal Internasional Bisnis, Ekonomi dan Hukum</font></font>","[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None}}]","<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">2289-1552</font></font>",disk0/00/03/43/72,2021-08-01 00:00:00.000000000,article,['FH1'],,,,,,,,,
42,Reducing the Expenses of Criminal Jurisdictions through Strengthening the Principle of Judgment Based on Local Awareness,6,show,2021-12-20 06:40:35,archive,['K1'],37369,pub,IJE,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 37369, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158283', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 158283, 'uri': 'http://repository.lppm.unila.ac.id/id/file/427408', 'fileid': 427408, 'mime_type': 'application/pdf', 'mtime': '2021-12-20 03:58:12', 'hash_type': 'MD5', 'hash': '6e0737a6d9d8842afdae5193cd75a18d', 'filename': 'Reducing_the_Expenses_of_Criminal_Jurisdictions_th.pdf', 'datasetid': 'document', 'filesize': 2370684}], 'main': 'Reducing_the_Expenses_of_Criminal_Jurisdictions_th.pdf', 'docid': 158283}]",http://repository.lppm.unila.ac.id/id/eprint/37369,public,FALSE,2021-12-20 06:40:35,873,,2021-12-20 06:40:35,International Journal of Entrepreneurship,"[{'name': {'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>'}]",,disk0/00/03/73/69,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Check Similarity,,,,,,,,
43,Separation of Assets (Land and Buildings) between Indonesian Citizens and Foreign Citizens Conducting Mixed Marriages,6,show,2021-04-13 08:04:38,archive,['K1'],29307,pub,IJISRT,"[{'placement': 1, 'security': 'public', 'eprintid': 29307, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/259726', 'objectid': 43427, 'filesize': 393500, 'datasetid': 'document', 'filename': 'Review Separation.pdf', 'hash': '5b3a4f202ac1cb540bb7c29076037068', 'mtime': '2021-04-13 04:39:25', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 259726}], 'docid': 43427, 'main': 'Review Separation.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43427', 'pos': 1, 'format': 'text'}]",http://repository.lppm.unila.ac.id/id/eprint/29307,public,FALSE,2021-04-13 08:04:38,769,,2021-04-13 08:04:38,International Journal of Innovative Science and Research Technology,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">upikhamidah21@gmail.com</font></font>'}]",,disk0/00/02/93/07,2021-03-01 00:00:00.000000000,article,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,
44,Separation of Assets (Land and Buildings) between Indonesian Citizens and Foreign Citizens Conducting Mixed Marriages,6,show,2021-04-13 08:04:41,archive,['K1'],29308,pub,IJISRT,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 29308, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43428', 'pos': 1, 'format': 'text', 'files': [{'objectid': 43428, 'uri': 'http://repository.lppm.unila.ac.id/id/file/259732', 'fileid': 259732, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-13 04:46:29', 'hash': '309d278568762deb0fd7e6b9bc756a3d', 'filename': 'IJISRT21MAR568 UPIK.pdf', 'datasetid': 'document', 'filesize': 633963}], 'main': 'IJISRT21MAR568 UPIK.pdf', 'docid': 43428}]",http://repository.lppm.unila.ac.id/id/eprint/29308,public,FALSE,2021-04-13 08:04:41,769,782-787,2021-04-13 08:04:41,International Journal of Innovative Science and Research Technology,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">upikhamidah21@gmail.com</font></font>', 'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None}}]",,disk0/00/02/93/08,2021-03-01 00:00:00.000000000,article,['FH1'],,,,,,,,,
45,Sistem Peradilan Pidana Anak (Mewujudkan Kepastian Hukum Terbaik Anak yang Berhadapan dengan Hukum),7,show,2021-05-21 05:47:57,archive,['K1'],30353,pub,PUSAKA MEDIA Anggota IKAPI,"[{'security': 'public', 'placement': 1, 'eprintid': 30353, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'datasetid': 'document', 'filesize': 1726966, 'fileid': 359778, 'mime_type': 'application/pdf', 'mtime': '2021-05-21 02:36:54', 'hash_type': 'MD5', 'filename': 'Sistem Peradilan Anak.pdf', 'hash': 'e3293fc0cfd5ba00c0b651cddac0d197', 'objectid': 136468, 'uri': 'http://repository.lppm.unila.ac.id/id/file/359778'}], 'main': 'Sistem Peradilan Anak.pdf', 'docid': 136468, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/136468', 'format': 'text', 'pos': 1}]",http://repository.lppm.unila.ac.id/id/eprint/30353,public,FALSE,2021-05-21 05:47:57,69,,2021-05-21 05:47:57,,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None}}]",,disk0/00/03/03/53,2021-09-01 00:00:00.000000000,book_section,['FH1'],,Sistem Peradilan Pidana Anak (Mewujudkan Kepastian Hukum Terbaik Anak yang Berhadapan dengan Hukum),,,,,,,
46,Sistem Peradilan Pidana Anak (Mewujudkan Kepastian Hukum Terbaik Anak yang Berhadapan dengan Hukum),7,show,2021-05-27 02:40:28,archive,['K1'],30943,pub,PUSAKA MEDIA Anggota IKAPI,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 30943, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/139662', 'format': 'text', 'pos': 1, 'files': [{'hash_type': 'MD5', 'mtime': '2021-05-27 02:12:54', 'hash': '3f59ee895cc84bb11be9444394ebaf87', 'filename': 'Review Irzal Sistem.pdf', 'fileid': 366795, 'mime_type': 'application/pdf', 'filesize': 367764, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/366795', 'objectid': 139662}], 'main': 'Review Irzal Sistem.pdf', 'docid': 139662}]",http://repository.lppm.unila.ac.id/id/eprint/30943,public,FALSE,2021-05-27 02:40:28,69,,2021-05-27 02:40:28,,"[{'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,disk0/00/03/09/43,2021-01-01 00:00:00.000000000,book_section,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,Sistem Peradilan Pidana Anak (Mewujudkan Kepastian Hukum Terbaik Anak yang Berhadapan dengan Hukum),145.0,,,,,,
47,Upaya Perlindungan Hukum Terhadap Pengguna Narkotika Dengan Sistem Rehabilitasi Menurut Undang-Undang Nomor 35 Tahun 2009,6,show,2021-12-16 10:16:26,archive,['K1'],37337,pub,"Fakultas Hukum Universitas Malahayati,","[{'files': [{'hash': 'baea50d54ba7fd92381d19e2b32b893f', 'filename': 'Reviewer Upaya.pdf', 'mtime': '2021-12-16 03:05:07', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 427189, 'filesize': 2013546, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/427189', 'objectid': 158241}], 'docid': 158241, 'main': 'Reviewer Upaya.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158241', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 37337, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/37337,public,FALSE,2021-12-16 10:16:26,873,,2021-12-16 10:16:26,Jurnal Hukum Malahayati,"[{'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>'}]",,disk0/00/03/73/37,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Penilaian Sejawat Sebiadang atau Peer Review,,,,,,,,
48,Upaya Perlindungan Hukum Terhadap Pengguna Narkotika Dengan Sistem Rehabilitasi Menurut Undang-Undang Nomor 35 Tahun 2009 di Badan Narkotika Nasional Provinsi Lampung,6,show,2021-05-11 00:49:44,archive,['K1'],30135,pub,Fakultas Hukum Malahayati,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 30135, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/135317', 'main': '4130-15774-1-PB.pdf', 'docid': 135317, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/357216', 'objectid': 135317, 'mtime': '2021-05-10 08:11:51', 'hash_type': 'MD5', 'filename': '4130-15774-1-PB.pdf', 'hash': '1393ab12e269c00563d3c2c5e64d5017', 'fileid': 357216, 'mime_type': 'application/pdf', 'filesize': 472696, 'datasetid': 'document'}]}]",http://repository.lppm.unila.ac.id/id/eprint/30135,public,FALSE,2021-05-11 00:49:44,873,,2021-05-11 00:49:44,Hukum Malahayati,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>', 'name': {'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,disk0/00/03/01/35,1970-01-01 00:00:00.000002021,article,['FH1'],,,,,,,,,
49,The Urgensi of Digital Right Management on Personal Data Protection,6,show,2022-02-15 02:24:24,archive,['K1'],39239,pub,IJRBS,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160525', 'docid': 160525, 'main': 'Reviewer The Urgensi.pdf', 'files': [{'filename': 'Reviewer The Urgensi.pdf', 'hash': '87fcbb0bf9adebe94c75fed4cb51535b', 'hash_type': 'MD5', 'mtime': '2022-02-15 01:37:26', 'mime_type': 'application/pdf', 'fileid': 441941, 'filesize': 422317, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/441941', 'objectid': 160525}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 39239, 'placement': 1, 'security': 'public'}]",http://repository.lppm.unila.ac.id/id/eprint/39239,public,FALSE,2022-02-15 02:24:24,276,,2022-02-15 02:24:24,International Journal of Research In Business and Social Science,"[{'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,disk0/00/03/92/39,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Reviewe,,,,,,,,
50,The Urgensi of Digital Right Management on Personal Data Protection. Journal of Research in Business and Social Science,6,show,2021-04-16 03:46:30,archive,['K1'],29367,pub,IJRBS,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 29367, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43499', 'docid': 43499, 'main': 'The Urgensi.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/260229', 'objectid': 43499, 'hash': 'fc94b60b51e66cdb50ba195d9171418f', 'filename': 'The Urgensi.pdf', 'mtime': '2021-04-16 01:45:25', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 260229, 'filesize': 235349, 'datasetid': 'document'}]}]",http://repository.lppm.unila.ac.id/id/eprint/29367,public,FALSE,2021-04-16 03:46:30,276,,2021-04-16 03:46:30,International Journal of Research In Business and Social Science,"[{'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,disk0/00/02/93/67,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,
51,The Urgensi of Digital Right Management on Personal Data Protection. Journal of Research in Business and Social Science,6,show,2021-04-17 05:21:02,archive,['K1'],29418,pub,IJRBS,"[{'docid': 43549, 'main': 'Similarity the Urgency of Digital Right Management on Personal Data Protection, IJRBS.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 260607, 'hash': '692c03c1be0431934105e1769e290bd5', 'filename': 'Similarity the Urgency of Digital Right Management on Personal Data Protection, IJRBS.pdf', 'mtime': '2021-04-16 07:01:44', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1648347, 'objectid': 43549, 'uri': 'http://repository.lppm.unila.ac.id/id/file/260607'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43549', 'eprintid': 29418, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/29418,public,FALSE,2021-04-17 05:21:02,276,,2021-04-17 05:21:02,International Journal of Research In Business and Social Science,"[{'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,disk0/00/02/94/18,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,
52,Village Government Policy Towards International Investment,6,show,2021-12-16 10:16:33,archive,['K1'],37341,pub,IISTE,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 37341, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158245', 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'fileid': 427213, 'hash': '5236a6f6ae0807bf609cd689c3b80e3c', 'filename': 'jurnal internasional nitaria angkasa (1).pdf', 'hash_type': 'MD5', 'mtime': '2021-12-16 08:05:56', 'datasetid': 'document', 'filesize': 2049224, 'objectid': 158245, 'uri': 'http://repository.lppm.unila.ac.id/id/file/427213'}], 'docid': 158245, 'main': 'jurnal internasional nitaria angkasa (1).pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/37341,public,FALSE,2021-12-16 10:16:33,1065,,2021-12-16 10:16:33,"Journal of Law, Policy and Globalization","[{'name': {'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,disk0/00/03/73/41,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Check Similarity,,,,,,,,
53,Village Government Policy Towards International Investment,6,show,2022-02-23 07:25:56,archive,['K1'],39769,pub,IISTE,"[{'main': 'VILLAGE.pdf', 'docid': 161045, 'files': [{'filesize': 631520, 'datasetid': 'document', 'filename': 'VILLAGE.pdf', 'hash': '902f3126bc267c473b8a3d71aded3328', 'mtime': '2022-02-23 04:18:32', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 445941, 'uri': 'http://repository.lppm.unila.ac.id/id/file/445941', 'objectid': 161045}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161045', 'rev_number': 1, 'eprintid': 39769, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/39769,public,FALSE,2022-02-23 07:25:56,1065,,2022-02-23 07:25:56,"Journal of Law, Policy and Globalization","[{'name': {'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,disk0/00/03/97/69,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,
54,Why Indonesia Maintain Capital Punishment?,6,show,2021-05-27 02:40:16,archive,['K1'],30937,pub,"Penerbit Fakultas Hukum Universitas Lampung,","[{'eprintid': 30937, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 139630, 'main': 'Review Irzal Why.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/366733', 'objectid': 139630, 'filename': 'Review Irzal Why.pdf', 'hash': '6c20aba535b7fa6b1ab2b0d3d881552c', 'hash_type': 'MD5', 'mtime': '2021-05-27 02:07:11', 'mime_type': 'application/pdf', 'fileid': 366733, 'filesize': 388835, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/139630', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/30937,public,FALSE,2021-05-27 02:40:16,69,,2021-05-27 02:40:16,Jurnal Fiat Justisia,"[{'name': {'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,disk0/00/03/09/37,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,
55,YOUTH CYBER-ETHIC:INDONESIAN POLICY FRAMEWORK AND SOCIOLOGICAL APPROACH,6,show,2021-10-25 03:18:30,archive,['K1'],34578,pub,Universidad del Zulia,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 34578, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155131', 'rev_number': 1, 'docid': 155131, 'main': '36102.pdf', 'files': [{'mtime': '2021-10-22 07:45:23', 'hash_type': 'MD5', 'filename': '36102.pdf', 'hash': '201fe0dd9903343af107020d09ef98c0', 'fileid': 406450, 'mime_type': 'application/pdf', 'filesize': 2365358, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/406450', 'objectid': 155131}]}]",http://repository.lppm.unila.ac.id/id/eprint/34578,public,FALSE,2021-10-25 03:18:30,276,,2021-10-25 03:18:30,Portal De Revistas Cienttificas y Humanisticas de la Universidad del Zulia,"[{'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,disk0/00/03/45/78,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Check Similarity,,,,,,,,
56,The Corruption In Indonesia: The Importance Of Asset Recovery In Restoring State Finances,6,show,2021-08-18 06:08:04,archive,['K1'],33467,pub,JLERI,"[{'docid': 153298, 'main': 'THE_CORRUPTION_IN_INDONESIA__THE_IMPORTANCE_OF_ASS.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/396943', 'objectid': 153298, 'hash_type': 'MD5', 'mtime': '2021-08-18 02:10:04', 'hash': '81d28fceb22d077da34fe8734959938e', 'filename': 'THE_CORRUPTION_IN_INDONESIA__THE_IMPORTANCE_OF_ASS.pdf', 'fileid': 396943, 'mime_type': 'application/pdf', 'filesize': 2263129, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/153298', 'rev_number': 1, 'eprintid': 33467, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/33467,public,FALSE,2021-08-18 06:08:04,807,,2021-08-18 06:08:04,"Journal of Legal, Ethical and Regulatory Issues","[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">maroniunila@gmail.com</font></font>', 'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}, {'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': None}]",,disk0/00/03/34/67,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Check Similarity,,,,,,,,
57,Mediasi Pidana Sebagai Alternative Penyelesaian Perkara Pidana Berbasis Kearifan Lokal,7,show,2021-10-15 04:46:54,archive,['K1'],34541,pub,Pustaka Ali Imron,"[{'docid': 155065, 'main': 'Mediasi Pidana Sebagai Alternatif.pdf', 'files': [{'objectid': 155065, 'uri': 'http://repository.lppm.unila.ac.id/id/file/406157', 'fileid': 406157, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-10-15 02:57:14', 'hash': '2d4a6875f7edcfb9129aaabeeced4f38', 'filename': 'Mediasi Pidana Sebagai Alternatif.pdf', 'datasetid': 'document', 'filesize': 2593458}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/155065', 'rev_number': 1, 'eprintid': 34541, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/34541,public,FALSE,2021-10-15 04:46:54,873,,2021-10-15 04:46:54,,"[{'name': {'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">emilia.susanti@fh.unila.ac.id</font></font>'}, {'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>', 'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,disk0/00/03/45/41,2021-10-01 00:00:00.000000000,book_section,['FH1'],,Mediasi Pidana Sebagai Alternative Penyelesaian Perkara Pidana Berbasis Kearifan Lokal,,,,,,,
