,subjects,status_changed,eprint_status,rev_number,metadata_visibility,title,eprintid,datestamp,userid,lastmod,uri,full_text_status,ispublished,documents,divisions,type,date,dir,creators,refereed,publication,date_type,id_number,patent_applicant,abstract,publisher,issn,number,related_url,volume,official_url,pres_type,event_type,event_title,book_title,pagerange,corp_creators
41,['K1'],2022-11-08 07:57:23,archive,6,show,RestorativeJusticeforUsersofNarcoticsThroughImplementationofDepenalizatio,46358,2022-11-08 07:57:23,807,2022-11-08 07:57:23,http://repository.lppm.unila.ac.id/id/eprint/46358,public,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185239', 'format': 'text', 'pos': 1, 'files': [{'filesize': 443994, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-11-08 04:03:40', 'filename': '2649-Article Text-9998-1-10-20220719.pdf', 'hash': '6343ca0567b026bbb2a76ed61420a8a1', 'fileid': 511861, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/511861', 'objectid': 185239}], 'main': '2649-Article Text-9998-1-10-20220719.pdf', 'docid': 185239, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 46358}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0/00/04/63/58,"[{'id': 'maroniunila@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Maroni', 'given': 'Maroni'}}]",FALSE,Fiat Justisia,,,,,Fakultas Hukum,1978-5186,,,,,,,,,,
42,['K1'],2023-05-15 01:22:10,archive,6,show,KONSTRUKSI HUKUM BAGI PELEMBAGAAN E-PARTICIPATION DAN E-PETITION UNTUK MENJAMIN PARTISIPASI PUBLIK DI MASA PANDEMI,51589,2023-05-15 01:22:10,615,2023-05-15 01:22:10,http://repository.lppm.unila.ac.id/id/eprint/51589,public,pub,"[{'files': [{'filesize': 1441914, 'datasetid': 'document', 'hash': '49c4ce557f0500ee351da96aafffeb52', 'filename': 'Laporan Akhir Penelitian MBKM upload sister.pdf', 'mtime': '2023-05-14 08:14:33', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 611076, 'uri': 'http://repository.lppm.unila.ac.id/id/file/611076', 'objectid': 249337}], 'docid': 249337, 'main': 'Laporan Akhir Penelitian MBKM upload sister.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/249337', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 51589, 'language': 'en', 'mime_type': 'application/pdf'}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/05/15/89,"[{'name': {'given': 'Muhtadi', 'lineage': None, 'honourific': None, 'family': 'Muhtadi'}}]",FALSE,KONSTRUKSI HUKUM BAGI PELEMBAGAAN E-PARTICIPATION DAN E-PETITION UNTUK MENJAMIN PARTISIPASI PUBLIK DI MASA PANDEMI,,,,,,,,,,,,,,,,
43,['K1'],2023-05-15 06:47:59,archive,6,show,MODEL KENVORM REGULASI DAERAH KABUPATEN DALAM PEMBANGUNAN KAWASAN PERKOTAAN,51637,2023-05-15 06:47:59,615,2023-05-15 06:47:59,http://repository.lppm.unila.ac.id/id/eprint/51637,public,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 51637, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 249572, 'uri': 'http://repository.lppm.unila.ac.id/id/file/611667', 'mime_type': 'application/pdf', 'fileid': 611667, 'filename': 'Yulia Neta_Hukum_PT_Lap.pdf', 'hash': '60596ca6e10efa8496a17c55ef98d860', 'hash_type': 'MD5', 'mtime': '2023-05-15 04:12:43', 'datasetid': 'document', 'filesize': 864171}], 'main': 'Yulia Neta_Hukum_PT_Lap.pdf', 'docid': 249572, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/249572', 'pos': 1, 'format': 'text'}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/05/16/37,"[{'name': {'given': 'Muhtadi', 'honourific': None, 'family': 'Muhtadi', 'lineage': None}}]",FALSE,MODEL KENVORM REGULASI DAERAH KABUPATEN DALAM PEMBANGUNAN KAWASAN PERKOTAAN,,,,,,,,,,,,,,,,
44,['K1'],2023-05-16 01:29:47,archive,6,show,PENYUSUNAN KAJIAN AKADEMIK PROGRAM PEMBENTUKAN PERATURAN DAERAH KOTA BANDAR LAMPUNG TAHUN 2023,51679,2023-05-16 01:29:47,615,2023-05-16 01:29:47,http://repository.lppm.unila.ac.id/id/eprint/51679,public,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/249802', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/612265', 'objectid': 249802, 'filesize': 854498, 'datasetid': 'document', 'hash': '07636da359543b91c5bb77c9874987e6', 'filename': '23040.pdf', 'hash_type': 'MD5', 'mtime': '2023-05-15 09:10:11', 'mime_type': 'application/pdf', 'fileid': 612265}], 'docid': 249802, 'main': '23040.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 51679}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/05/16/79,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Muhtadi', 'given': 'Muhtadi'}}]",FALSE,PENYUSUNAN KAJIAN AKADEMIK PROGRAM PEMBENTUKAN PERATURAN DAERAH KOTA BANDAR LAMPUNG TAHUN 2023,,,,,,,,,,,,,,,,
45,['K1'],2023-01-03 10:36:01,archive,6,show,The Role of Judges in Islamic Law Perspective,47583,2023-01-03 10:36:01,786,2023-01-03 10:36:01,http://repository.lppm.unila.ac.id/id/eprint/47583,public,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 47583, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 2431142, 'datasetid': 'document', 'mtime': '2023-01-03 04:16:56', 'hash_type': 'MD5', 'filename': 'NUNUNG RODLIYAH.pdf', 'hash': 'eeda78bdef71c10ff37d1d99cbb3ebc4', 'fileid': 521526, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/521526', 'objectid': 186654}], 'docid': 186654, 'main': 'NUNUNG RODLIYAH.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186654', 'pos': 1, 'format': 'text'}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/04/75/83,"[{'name': {'lineage': None, 'family': 'Nunung Rodliyah', 'honourific': None, 'given': 'Nunung'}}]",FALSE,Social Science Journal,,,,Hasil Check Similarity,RES MILITARIS,,,,,,,,,,,
46,['K1'],2023-01-11 08:12:16,archive,6,show,The Role of Judges in Islamic Law Perspective,47728,2023-01-11 08:12:16,786,2023-01-11 08:12:16,http://repository.lppm.unila.ac.id/id/eprint/47728,public,pub,"[{'main': 'kORESPONDENSI Nunung.pdf', 'docid': 186820, 'files': [{'objectid': 186820, 'uri': 'http://repository.lppm.unila.ac.id/id/file/522635', 'mime_type': 'application/pdf', 'fileid': 522635, 'hash': 'a5cc3b6c2165289ba67af4491c4caceb', 'filename': 'kORESPONDENSI Nunung.pdf', 'hash_type': 'MD5', 'mtime': '2023-01-11 07:08:31', 'datasetid': 'document', 'filesize': 898421}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186820', 'eprintid': 47728, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/04/77/28,"[{'id': 'nunungradliyah@yahoo.com', 'name': {'honourific': None, 'family': 'Nunung Rodliyah', 'lineage': None, 'given': 'Nunung'}}]",FALSE,Social Science Journal,,,,Hasil Korespondensi,RES MILITARIS,2265-6294,,,,,,,,,,
47,['K1'],2023-02-15 05:49:27,archive,7,show,COMMUNAL RIGHTS AS HEGEMONY IN THE THIRD WORLD REGIME: INDONESIAN PERSPECTIVE,48389,2023-02-15 05:49:27,282,2023-02-15 05:49:27,http://repository.lppm.unila.ac.id/id/eprint/48389,public,pub,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187678', 'main': 'Communal Rights as the Hegemony in Third World Regime.pdf', 'docid': 187678, 'files': [{'filesize': 5242531, 'datasetid': 'document', 'filename': 'Communal Rights as the Hegemony in Third World Regime.pdf', 'hash': '175abc69677361a69ef89b1b1ef93836', 'hash_type': 'MD5', 'mtime': '2023-02-15 04:29:14', 'mime_type': 'application/pdf', 'fileid': 528302, 'uri': 'http://repository.lppm.unila.ac.id/id/file/528302', 'objectid': 187678}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 48389, 'placement': 1, 'security': 'public'}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/04/83/89,"[{'id': 'ria.wierma@fh.unila.ac.id', 'name': {'given': 'Putri', 'lineage': None, 'family': 'Ria Wierma', 'honourific': None}}]",FALSE,Indonesian Journal of International Law,,,,Hasil Check Similarity,FH UI,,,,,,,,,,,
48,['K1'],2023-04-06 00:55:06,archive,7,show,Environmental Impact Management Plan Dalam Pengadaan Tanah Untuk Kepentingan Umum,49729,2023-04-06 00:55:06,282,2023-04-06 00:55:06,http://repository.lppm.unila.ac.id/id/eprint/49729,public,pub,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189365', 'docid': 189365, 'main': 'E Env.pdf', 'files': [{'filename': 'E Env.pdf', 'hash': '40617cb6229a8a464396702107a7ba17', 'hash_type': 'MD5', 'mtime': '2023-04-06 00:50:59', 'mime_type': 'application/pdf', 'fileid': 538843, 'filesize': 2173871, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/538843', 'objectid': 189365}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 49729, 'security': 'public', 'placement': 1}]",['FH1'],book_section,1970-01-01 00:00:00.000002022,disk0_bak/00/04/97/29,"[{'name': {'given': 'Putri', 'lineage': None, 'family': 'Ria Wierma', 'honourific': None}, 'id': 'ria.wierma@fh.unila.ac.id'}]",FALSE,,,,,Editor,PUSAKA MEDIA Anggota IKAPI,,,,,,,,,Environmental Impact Management Plan Dalam Pengadaan Tanah Untuk Kepentingan Umum,,
49,['K1'],2023-02-16 07:01:47,archive,6,show,INDONESIA’S DEMOCRACY AND CONSTITUTION: REFLECTING HUMAN RIGHTS BASED ON PANCASILA,48399,2023-02-16 07:01:47,282,2023-02-16 07:01:47,http://repository.lppm.unila.ac.id/id/eprint/48399,public,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 48399, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 5427626, 'fileid': 528350, 'mime_type': 'application/pdf', 'mtime': '2023-02-15 07:42:14', 'hash_type': 'MD5', 'filename': 'INDONESIA’S DEMOCRACY AND CONSTITUTION_ REFLECTING.pdf', 'hash': 'bd22543cc94d636a40a1d2b2c511b1d3', 'objectid': 187685, 'uri': 'http://repository.lppm.unila.ac.id/id/file/528350'}], 'docid': 187685, 'main': 'INDONESIA’S DEMOCRACY AND CONSTITUTION_ REFLECTING.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187685', 'format': 'text', 'pos': 1}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/04/83/99,"[{'id': 'ria.wierma@fh.unila.ac.id', 'name': {'given': 'Putri', 'honourific': None, 'family': 'Ria Wierma', 'lineage': None}}]",FALSE,Journal of Law and Policy Transformation,,,,Hasil Check Similarity,Fakultas Hukum Universitas Batam,,,,,,,,,,,
50,['K1'],2023-02-16 07:01:49,archive,6,show,The Impact of Cyber Warfare on Indonesian Cellular Frequency Operators Based on the International Information Technology Law,48400,2023-02-16 07:01:49,282,2023-02-16 07:01:49,http://repository.lppm.unila.ac.id/id/eprint/48400,public,pub,"[{'files': [{'objectid': 187686, 'uri': 'http://repository.lppm.unila.ac.id/id/file/528356', 'datasetid': 'document', 'filesize': 3719850, 'mime_type': 'application/pdf', 'fileid': 528356, 'hash': 'aca438cdf43702de24fd4777957ee7a3', 'filename': 'The Impact of Cyber Warfare on Indonesian Cellular Frequency.pdf', 'hash_type': 'MD5', 'mtime': '2023-02-15 07:44:02'}], 'main': 'The Impact of Cyber Warfare on Indonesian Cellular Frequency.pdf', 'docid': 187686, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187686', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 48400, 'language': 'en', 'mime_type': 'application/pdf'}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/04/84/00,"[{'id': 'ria.wierma@fh.unila.ac.id', 'name': {'family': 'Ria Wierma', 'honourific': None, 'lineage': None, 'given': 'Putri'}}]",FALSE,Jurnal Kertha Patrika,,,,Hasil Check Similarity,Universitas Uadayana,,,,,,,,,,,
51,['K1'],2023-02-16 07:01:53,archive,6,show,The Legal Protection Towards Traditional Clothes: Intellectual Property Regimes inASEAN,48401,2023-02-16 07:01:53,282,2023-02-16 07:01:53,http://repository.lppm.unila.ac.id/id/eprint/48401,public,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/187687', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 187687, 'uri': 'http://repository.lppm.unila.ac.id/id/file/528362', 'mime_type': 'application/pdf', 'fileid': 528362, 'hash': '44b131efa33ee6dd0fcaf867e322102a', 'filename': 'The Legal Protection Towards Traditional Clothes.pdf', 'hash_type': 'MD5', 'mtime': '2023-02-15 07:46:09', 'datasetid': 'document', 'filesize': 7111124}], 'main': 'The Legal Protection Towards Traditional Clothes.pdf', 'docid': 187687, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 48401}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/04/84/01,"[{'id': 'ria.wierma@fh.unila.ac.id', 'name': {'given': 'Putri', 'family': 'Ria Wierma', 'honourific': None, 'lineage': None}}]",FALSE,Substantive Justice International Journal of Law,,,,Hasil Check Similarity,Faculty of Law Universitas Muslim Indonesia,,,,,,,,,,,
52,['K1'],2023-02-16 07:01:45,archive,6,show,Protection of Traditional Cloth Tapis Lampung in Communal Intellectual Property Rights Regime,48397,2023-02-16 07:01:45,282,2023-02-16 07:01:45,http://repository.lppm.unila.ac.id/id/eprint/48397,public,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/187683', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/528341', 'objectid': 187683, 'filesize': 4479678, 'datasetid': 'document', 'filename': 'Protection of Traditional Cloth Tapis Lampung.pdf', 'hash': '5a4d78b4af8fb468c16dbfa2545c37cc', 'hash_type': 'MD5', 'mtime': '2023-02-15 07:39:14', 'mime_type': 'application/pdf', 'fileid': 528341}], 'main': 'Protection of Traditional Cloth Tapis Lampung.pdf', 'docid': 187683, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 48397}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/04/83/97,"[{'name': {'honourific': None, 'family': 'Ria Wierma', 'lineage': None, 'given': 'Putri'}, 'id': 'ria.wierma@fh.unila.ac.id'}]",FALSE,Dialogia Iuridica,,,,Hasil Check Similarity,Fakultas Hukum Universitas Kristen Maranatha,,,,,,,,,,,
53,['K1'],2023-04-06 00:55:03,archive,7,show,Refleksi Pelaksanaan Merdeka Belajar Kampus Merdeka (MB-KM) Universitas Lampung,49728,2023-04-06 00:55:03,282,2023-04-06 00:55:03,http://repository.lppm.unila.ac.id/id/eprint/49728,public,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 49728, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'fileid': 538836, 'mime_type': 'application/pdf', 'mtime': '2023-04-06 00:48:40', 'hash_type': 'MD5', 'filename': 'Refleksi.pdf', 'hash': 'b2723b68090c85331e2aabe697521d27', 'datasetid': 'document', 'filesize': 2063962, 'objectid': 189364, 'uri': 'http://repository.lppm.unila.ac.id/id/file/538836'}], 'docid': 189364, 'main': 'Refleksi.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189364', 'pos': 1, 'format': 'text'}]",['FH1'],book_section,1970-01-01 00:00:00.000002022,disk0_bak/00/04/97/28,"[{'name': {'given': 'Putri', 'honourific': None, 'family': 'Ria Wierma', 'lineage': None}, 'id': 'ria.wierma@fh.unila.ac.id'}]",FALSE,,,,,Editor,PUSAKA MEDIA Anggota IKAPI,,,,,,,,,Refleksi Pelaksanaan Merdeka Belajar Kampus Merdeka (MB-KM) Universitas Lampung,,
54,['K1'],2023-02-16 07:01:56,archive,6,show,Risk or License? Precautionary Principle’s Transition in Genetically Modified Organisms’Benefits After Job Creation Law,48402,2023-02-16 07:01:56,282,2023-02-16 07:01:56,http://repository.lppm.unila.ac.id/id/eprint/48402,public,pub,"[{'files': [{'hash': '2648e76f5bdcaa7901cd81bb6da2859c', 'filename': 'Risk or License.pdf', 'mtime': '2023-02-15 07:48:13', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 528368, 'filesize': 4474287, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/528368', 'objectid': 187688}], 'docid': 187688, 'main': 'Risk or License.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/187688', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 48402, 'mime_type': 'application/pdf', 'language': 'en'}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/04/84/02,"[{'name': {'given': 'Putri', 'lineage': None, 'honourific': None, 'family': 'Ria Wierma'}, 'id': 'ria.wierma@fh.unila.ac.id'}]",FALSE,Udayana Journal of Law and Culture,,,,Hasil Check Similarity,Faculty of Law Udayana University,,,,,,,,,,,
55,['K1'],2023-02-16 07:01:43,archive,6,show,"Sosialisasi Rogatory Sistem Bagi Calon Kenshushei
Perikanan Sebagai Pekerja Migran Indonesia",48396,2023-02-16 07:01:43,282,2023-02-16 07:01:43,http://repository.lppm.unila.ac.id/id/eprint/48396,public,pub,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187682', 'docid': 187682, 'main': 'Sosialisasi Rogatory Sistem Bagi Calon Kenshushei.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/528335', 'objectid': 187682, 'filename': 'Sosialisasi Rogatory Sistem Bagi Calon Kenshushei.pdf', 'hash': 'd86c6d50ab50f665e5297816adf525e2', 'mtime': '2023-02-15 07:36:37', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 528335, 'filesize': 2470206, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 48396, 'security': 'public', 'placement': 1}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/04/83/96,"[{'id': 'ria.wierma@fh.unila.ac.id', 'name': {'lineage': None, 'family': 'Ria Wierma', 'honourific': None, 'given': 'Putri'}}]",FALSE,Journal of Engineering and Information Technology for Community Service (JEIT-CS),,,,Hasil Check Similarity,Universitas Teknokrat Indonesia,,,,,,,,,,,
56,['K1'],2023-04-13 02:12:06,archive,7,show,HUKUM DAN ERA DIGITAL,50435,2023-04-13 02:12:06,697,2023-04-13 02:12:06,http://repository.lppm.unila.ac.id/id/eprint/50435,public,pub,"[{'main': 'HUKUM DAN.pdf', 'docid': 190142, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/544305', 'objectid': 190142, 'filesize': 909869, 'datasetid': 'document', 'filename': 'HUKUM DAN.pdf', 'hash': '920f8b9872da0db7130c88691ac079b5', 'hash_type': 'MD5', 'mtime': '2023-04-13 00:52:56', 'mime_type': 'application/pdf', 'fileid': 544305}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190142', 'rev_number': 1, 'eprintid': 50435, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",['FH1'],book_section,1970-01-01 00:00:00.000002022,disk0_bak/00/05/04/35,"[{'name': {'given': 'Rudi Natamiharja', 'family': 'Rudi Natamiharja', 'honourific': None, 'lineage': None}, 'id': 'rudi.natamiharja@unila.fh.ac.id'}]",FALSE,,,,,,Fakultas Hukum Unila,,,,,,,,,HUKUM DAN ERA DIGITAL,,
57,['K1'],2023-04-12 07:40:26,archive,7,show,Hukum Laut Internasional,50339,2023-04-12 07:40:26,697,2023-04-12 07:40:26,http://repository.lppm.unila.ac.id/id/eprint/50339,public,pub,"[{'main': 'HLI merged.pdf', 'docid': 190038, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/543550', 'objectid': 190038, 'hash': '580d2cecbfee3a6334e7e27d2a76c10c', 'filename': 'HLI merged.pdf', 'mtime': '2023-04-11 23:54:16', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 543550, 'filesize': 9410362, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190038', 'rev_number': 1, 'eprintid': 50339, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",['FH1'],patent,1970-01-01 00:00:00.000002022,disk0_bak/00/05/03/39,"[{'name': {'honourific': None, 'family': 'Rudi Natamiharja', 'lineage': None, 'given': 'Rudi Natamiharja'}, 'id': 'rudi.natamiharja@unila.fh.ac.id'}]",,,published,EC00202272815,Fakultas Hukum Universitas Lampung,,,,,,,,,,,,,
58,['K1'],2023-04-13 02:11:16,archive,6,show,"Implementation of Civil Rights against Vulnerable Groups in
the Legal and Constitutional System in Indonesia",50431,2023-04-13 02:11:16,697,2023-04-13 02:11:16,http://repository.lppm.unila.ac.id/id/eprint/50431,public,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/190138', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'filesize': 2339589, 'datasetid': 'document', 'hash': '1982eb8b1a7973b5c9272feb995226ec', 'filename': 'Jurnal Internasional.pdf', 'mtime': '2023-04-13 00:39:59', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 544282, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544282', 'objectid': 190138}], 'main': 'Jurnal Internasional.pdf', 'docid': 190138, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 50431}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/05/04/31,"[{'name': {'given': 'Rudi Natamiharja', 'lineage': None, 'honourific': None, 'family': 'Rudi Natamiharja'}, 'id': 'rudi.natamiharja@unila.fh.ac.id'}]",FALSE,HasanuddinLawReview,,,,Hasil Check Similarity,Universitas Hasunuddin,,,,,,,,,,,
59,['K1'],2023-04-13 00:36:34,archive,6,show,PATIENT RIGHTS DURING THE COVID-19 PANDEMIC: THE DILEMMA BETWEEN DATA PRIVACY AND TRANSPARENCY IN INDONESIA,50430,2023-04-13 00:36:34,697,2023-04-13 00:36:34,http://repository.lppm.unila.ac.id/id/eprint/50430,public,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/190137', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 190137, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544236', 'datasetid': 'document', 'filesize': 3666693, 'fileid': 544236, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-04-13 00:32:47', 'filename': 'Internasional Jurnal.pdf', 'hash': '72e1051e751452a89103e6be223d8dec'}], 'main': 'Internasional Jurnal.pdf', 'docid': 190137, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 50430}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/05/04/30,"[{'id': 'rudi.natamiharja@unila.fh.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Rudi Natamiharja', 'given': 'Rudi Natamiharja'}}]",FALSE,The Age of Human Rights Journal,,,,Hasil Check Similarity,UJA,,,,,,,,,,,
60,['K1'],2023-04-12 07:40:28,archive,7,show,Pengantar Hukum Internasional,50341,2023-04-12 07:40:28,697,2023-04-12 07:40:28,http://repository.lppm.unila.ac.id/id/eprint/50341,public,pub,"[{'files': [{'datasetid': 'document', 'filesize': 8749562, 'mime_type': 'application/pdf', 'fileid': 543561, 'hash': '230b346a613db5c590df59fe3e7c7843', 'filename': 'PHIL HAKI.pdf', 'hash_type': 'MD5', 'mtime': '2023-04-11 23:59:32', 'objectid': 190040, 'uri': 'http://repository.lppm.unila.ac.id/id/file/543561'}], 'docid': 190040, 'main': 'PHIL HAKI.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190040', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 50341, 'language': 'en', 'mime_type': 'application/pdf'}]",['FH1'],patent,1970-01-01 00:00:00.000002022,disk0_bak/00/05/03/41,"[{'id': 'rudi.natamiharja@unila.fh.ac.id', 'name': {'given': 'Rudi Natamiharja', 'lineage': None, 'family': 'Rudi Natamiharja', 'honourific': None}}]",,,published,EC00202272810,Fakultas Hukum Universitas Lampung,,,,,,,,,,,,,
61,['K1'],2023-04-03 02:02:19,archive,8,show,Implementation of Civil Rights against Vulnerable Groups in the Legal and Constitutional System in Indonesia,49575,2023-04-03 02:02:19,347,2023-04-03 02:02:19,http://repository.lppm.unila.ac.id/id/eprint/49575,public,pub,"[{'main': 'Similarity Implementation.pdf', 'docid': 189207, 'files': [{'mime_type': 'application/pdf', 'fileid': 537627, 'hash': 'b4b0a0b68897657f19d10831c57e36cc', 'filename': 'Similarity Implementation.pdf', 'hash_type': 'MD5', 'mtime': '2023-04-03 01:53:39', 'datasetid': 'document', 'filesize': 411675, 'objectid': 189207, 'uri': 'http://repository.lppm.unila.ac.id/id/file/537627'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189207', 'rev_number': 1, 'eprintid': 49575, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/04/95/75,"[{'name': {'given': 'Rudy', 'family': 'Rudy', 'honourific': None, 'lineage': None}, 'id': 'rudy.1981@fh.unila.ac.id'}]",FALSE,Hasanuddin Law Review,,,,Hasil Check Similarity,Fakultas Hukum Universitas Hasanuddin,2442-9880,,,,,,,,,,
