,eprint_status,status_changed,subjects,abstract,title,rev_number,metadata_visibility,eprintid,lastmod,userid,datestamp,ispublished,publisher,documents,full_text_status,uri,refereed,type,divisions,publication,creators,dir,date,pagerange,pres_type,event_type,event_title,event_dates,event_location,pages,book_title,number,monograph_type,date_type,issn,volume,isbn,place_of_pub,institution
41,archive,2022-03-10 04:23:29,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,The Resposition Of Mediation Process In Islamic Economic Dispute Resolution Trough Religious Court After Perma No. 1 Of 2016,7,show,40074,2022-03-10 04:23:29,786,2022-03-10 04:23:29,pub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 40074, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161368', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 161368, 'uri': 'http://repository.lppm.unila.ac.id/id/file/448152', 'fileid': 448152, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-10 03:59:34', 'filename': 'The Reposition of Mediation Process in Islamic Economic Dispute Resolution Trough Religious Court After Perma No. 1 of 2016.pdf', 'hash': 'f22b56a9bb37a98ad70ee576e695e4ca', 'datasetid': 'document', 'filesize': 2219250}], 'main': 'The Reposition of Mediation Process in Islamic Economic Dispute Resolution Trough Religious Court After Perma No. 1 of 2016.pdf', 'docid': 161368}]",public,http://repository.lppm.unila.ac.id/id/eprint/40074,FALSE,conference_item,['FH1'],,"[{'name': {'given': 'Nunung', 'lineage': None, 'honourific': None, 'family': 'Nunung Rodliyah'}}]",disk0/00/04/00/74,1970-01-01 00:00:00.000002017,,other,conference,PROCEEDING International Conference on Law and Society Yogyakarta,,,,,,,,,,,,
42,archive,2020-02-03 02:27:05,['K1'],,Menggali Potensi Pariwisata dan Kebudayaan di Kabupaten Lampung Timur (Perbandingan dalam Pengelolaan Pariwisata dengan Beberapa Kota di Eropa),7,show,17438,2020-02-03 02:27:05,697,2020-02-03 02:27:05,pub,Anugrah Utama Raharja (AURA),"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/30563', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 4934563, 'mime_type': 'application/pdf', 'fileid': 147518, 'filename': 'Rudi Natamiharja refleksi akhir tahun 2017.pdf', 'hash': '9ac06e4e9f4ede87e3e7bb3322412cd9', 'mtime': '2019-12-30 01:27:26', 'hash_type': 'MD5', 'objectid': 30563, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147518'}], 'docid': 30563, 'main': 'Rudi Natamiharja refleksi akhir tahun 2017.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 17438}]",public,http://repository.lppm.unila.ac.id/id/eprint/17438,FALSE,book_section,['FH1'],,"[{'name': {'given': 'Rudi Natamiharja', 'lineage': None, 'family': 'Rudi Natamiharja', 'honourific': None}, 'id': 'rudi.natamiharja@unila.fh.ac.id'}]",disk0/00/01/74/38,2017-12-01 00:00:00.000000000,11-23,,,,,,,Refleksi Akhir Tahun 2017,,,,,,978-602-5636-21-9,,
43,archive,2020-02-03 02:50:39,['K1'],Penilaian Sejawat Sebidang atau Peer Review,Menggali Potensi Pariwisata dan Kebudayaan di Kabupaten Lampung Timur (Perbandingan dalam Pengelolaan Pariwisata dengan Beberapa Kota di Eropa),7,show,17703,2020-02-03 02:50:39,697,2020-02-03 02:50:39,pub,CV. Anugrah Utama RaharjaAnggota IKAPI,"[{'docid': 30825, 'main': 'peer review rudi menggali potensi pariwisata.pdf', 'files': [{'objectid': 30825, 'uri': 'http://repository.lppm.unila.ac.id/id/file/149398', 'datasetid': 'document', 'filesize': 132156, 'fileid': 149398, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-01-28 00:39:40', 'hash': '94c85b8776197da4a90d0511c75e49e3', 'filename': 'peer review rudi menggali potensi pariwisata.pdf'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30825', 'eprintid': 17703, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/17703,FALSE,book_section,['FH1'],,"[{'name': {'lineage': None, 'family': 'Rudi Natamiharja', 'honourific': None, 'given': 'Rudi Natamiharja'}, 'id': 'rudi.natamiharja@unila.fh.ac.id'}]",disk0/00/01/77/03,2017-12-01 00:00:00.000000000,11-23,,,,,,,Bookchapter,,,,,,,,
44,archive,2020-02-06 05:23:06,['K1'],Hasil Check Similarity,18 Years of Decentralization Experiment in Indonesia: Institutional and Democratic Evaluation,6,show,17839,2020-02-06 05:23:06,347,2020-02-06 05:23:06,pub,Canadian Center of Science and Education Canada,"[{'eprintid': 17839, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': '18 Years of Decentralization Experiment in Indonesia_ Institutional and Democratic Evaluation.pdf', 'docid': 30960, 'files': [{'datasetid': 'document', 'filesize': 2310559, 'mime_type': 'application/pdf', 'fileid': 150306, 'hash': '8102ed7f46672b09981be03d2349debf', 'filename': '18 Years of Decentralization Experiment in Indonesia_ Institutional and Democratic Evaluation.pdf', 'hash_type': 'MD5', 'mtime': '2020-01-31 06:41:13', 'objectid': 30960, 'uri': 'http://repository.lppm.unila.ac.id/id/file/150306'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30960'}]",public,http://repository.lppm.unila.ac.id/id/eprint/17839,FALSE,article,['FH1'],Journal of Politics and Law;,"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'family': 'Rudy', 'honourific': None, 'lineage': None}}]",disk0/00/01/78/39,1970-01-01 00:00:00.000002017,60-68,,,,,,,,,,,ISSN 1913-9047 E-ISSN 1913-9055,,,,
45,archive,2020-01-14 02:50:02,['K1'],,Inisasi dan Penguatan Desa Ramah Anak di Kabupaten Lampung Timur,7,show,17480,2020-01-14 02:50:02,347,2020-01-14 02:50:02,pub,Dewan Riset Daerah Kabupaten Lampung Timur,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30607', 'docid': 30607, 'main': 'rudy inisiasi dan pengutan desa ramah anak.pdf', 'files': [{'fileid': 147824, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-01-03 09:40:53', 'filename': 'rudy inisiasi dan pengutan desa ramah anak.pdf', 'hash': '41fb5e20eddb2b55ab8e98c0877d3d88', 'datasetid': 'document', 'filesize': 16884405, 'objectid': 30607, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147824'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 17480, 'placement': 1, 'security': 'public'}]",public,http://repository.lppm.unila.ac.id/id/eprint/17480,FALSE,book,['FH1'],,"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'honourific': None, 'family': 'Rudy', 'lineage': None}}]",disk0/00/01/74/80,2017-12-01 00:00:00.000000000,,,,,,,53.0,,,,,,,978-602-5420-69-6,,
46,archive,2020-02-06 05:21:18,['K1'],Hasil penilaian sejawat sebidang atau peer review,Inisiasi dan Penguatan Desa Ramah Anak di Kabupaten Lampung Timur,7,show,17782,2020-02-06 05:21:18,347,2020-02-06 05:21:18,pub,Dewan Riset Daerah Kabupaten Lampung Timur,"[{'eprintid': 17782, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 30898, 'main': 'peer review rudy inisiasi dan penguatan desa.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/149878', 'objectid': 30898, 'hash': '28b2fbd0412b4d95658577f0374f92f0', 'filename': 'peer review rudy inisiasi dan penguatan desa.pdf', 'hash_type': 'MD5', 'mtime': '2020-01-30 02:59:03', 'mime_type': 'application/pdf', 'fileid': 149878, 'filesize': 128473, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30898', 'rev_number': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/17782,FALSE,book,['FH1'],,"[{'name': {'given': 'Rudy', 'lineage': None, 'family': 'Rudy', 'honourific': None}, 'id': 'rudy.1981@fh.unila.ac.id'}]",disk0/00/01/77/82,2017-12-01 00:00:00.000000000,,,,,,,,,,,,,,,,
47,archive,2020-01-14 02:49:48,['K1'],,Pembangunan Hukum di Daerah Membangun Legislasi yang Mengayomi,7,show,17430,2020-01-14 02:49:48,347,2020-01-14 02:49:48,pub,Anugrah Utama Raharja (AURA),"[{'docid': 30555, 'main': 'Pembangunan Hukum di Daerah - Rudy.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 147458, 'filename': 'Pembangunan Hukum di Daerah - Rudy.pdf', 'hash': '805c1d6b1b1a84bf0eb809210ccaf51b', 'mtime': '2019-12-27 08:04:17', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1997764, 'objectid': 30555, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147458'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30555', 'rev_number': 1, 'eprintid': 17430, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/17430,FALSE,book,['FH1'],,"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'family': 'Rudy', 'honourific': None, 'lineage': None}}]",disk0/00/01/74/30,2017-08-01 00:00:00.000000000,,,,,,,126.0,,,,,,,978-602-6739-26-1,Bandar Lampung,
48,archive,2020-01-14 02:49:58,['K1'],,Pembangunan Hukum di Daerah Membangun Legislasi yang Mengayomi,7,show,17453,2020-01-14 02:49:58,347,2020-01-14 02:49:58,pub,Anugrah Utama Raharja (AURA),"[{'security': 'public', 'placement': 1, 'eprintid': 17453, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 30581, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147653', 'datasetid': 'document', 'filesize': 1997764, 'fileid': 147653, 'mime_type': 'application/pdf', 'mtime': '2020-01-02 08:59:31', 'hash_type': 'MD5', 'hash': '805c1d6b1b1a84bf0eb809210ccaf51b', 'filename': 'Pembangunan Hukum di Daerah - Rudy.pdf'}], 'docid': 30581, 'main': 'Pembangunan Hukum di Daerah - Rudy.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30581', 'format': 'text', 'pos': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/17453,FALSE,book,['FH1'],,"[{'name': {'given': 'Rudy', 'lineage': None, 'honourific': None, 'family': 'Rudy'}, 'id': 'rudy.1981@fh.unila.ac.id'}]",disk0/00/01/74/53,2017-08-01 00:00:00.000000000,,,,,,,126.0,,,,,,,978-602-6739-26-1,Bandar Lampung,
49,archive,2020-01-14 01:26:35,['K1'],,Strategi Pembangunan Hukum di Kabupaten Lampung Timur,7,show,17452,2020-01-14 01:26:35,347,2020-01-14 01:26:35,pub,AURA CV. Anugrah Utama Raharja Anggota IKAPI,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 17452, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30580', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/147646', 'objectid': 30580, 'filesize': 1106319, 'datasetid': 'document', 'filename': 'Strategi Pembangunan Hukum di Kabupaten Lampung Timur.pdf', 'hash': 'c6654c74fdc86ae5681130deb982661d', 'hash_type': 'MD5', 'mtime': '2020-01-02 08:53:51', 'mime_type': 'application/pdf', 'fileid': 147646}], 'main': 'Strategi Pembangunan Hukum di Kabupaten Lampung Timur.pdf', 'docid': 30580}]",public,http://repository.lppm.unila.ac.id/id/eprint/17452,,monograph,['FH1'],,"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'honourific': None, 'family': 'Rudy', 'lineage': None, 'given': 'Rudy'}}]",disk0/00/01/74/52,2017-12-01 00:00:00.000000000,,,,,,,11.0,,,discussion_paper,,,,,,Universitas Lampung
50,archive,2020-09-10 02:09:57,['K1'],,Konflik Lahan Perkebunan Mengungkap Perjuangan Rakyat Melawan Kooptasi Tanah HGU Sugar Group Companies,7,show,23964,2020-09-10 02:09:57,324,2020-09-10 02:09:57,pub,CV. Cita Inttans Selaras Wisma Kalimetro,"[{'main': 'Yusdiyanto konflik lahan perkebunan.pdf', 'docid': 37648, 'files': [{'mime_type': 'application/pdf', 'fileid': 218441, 'filename': 'Yusdiyanto konflik lahan perkebunan.pdf', 'hash': '143dff4037eef9f023271cc13354a8df', 'hash_type': 'MD5', 'mtime': '2020-09-10 01:36:22', 'datasetid': 'document', 'filesize': 18784037, 'objectid': 37648, 'uri': 'http://repository.lppm.unila.ac.id/id/file/218441'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37648', 'rev_number': 1, 'eprintid': 23964, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/23964,FALSE,book_section,['FH1'],,"[{'name': {'given': 'YUSDIYANTO', 'lineage': None, 'honourific': None, 'family': 'Yusdiyanto'}}]",disk0/00/02/39/64,2017-12-01 00:00:00.000000000,1-281,,,,,,,Buku Referensi,,,,,,978-602-5562-19-8,,
51,archive,2020-10-01 01:07:06,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,Konflik Lahan Perkebunan Mengungkap Perjuangan Rakyat Melawan Kooptasi Tanah HGU Sugar Group Companies,7,show,24254,2020-10-01 01:07:06,324,2020-10-01 01:07:06,pub,CV. Cita Inttans Selaras Wisma Kalimetro,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 24254, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37973', 'rev_number': 1, 'main': 'Konflik Lahan Perkebunan.pdf', 'docid': 37973, 'files': [{'objectid': 37973, 'uri': 'http://repository.lppm.unila.ac.id/id/file/220742', 'datasetid': 'document', 'filesize': 125995, 'fileid': 220742, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-10-01 00:51:50', 'hash': '2445de57c8f949bcb1244479ff692f75', 'filename': 'Konflik Lahan Perkebunan.pdf'}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/24254,FALSE,book_section,['FH1'],,"[{'name': {'given': 'YUSDIYANTO', 'lineage': None, 'honourific': None, 'family': 'Yusdiyanto'}}]",disk0/00/02/42/54,1970-01-01 00:00:00.000002017,1-281,,,,,,,BUKU,,,,,,,,
52,archive,2021-04-13 02:13:08,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,Dinamika Penegakan Hukum Pemerintahan Daerah,7,show,29145,2021-04-13 02:13:08,1065,2021-04-13 02:13:08,pub,AURA CV. Anugrah Utama Raharja,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 29145, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43256', 'rev_number': 1, 'main': 'Reviewer Dinamika.pdf', 'docid': 43256, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/258448', 'objectid': 43256, 'filesize': 245862, 'datasetid': 'document', 'filename': 'Reviewer Dinamika.pdf', 'hash': 'b7b074a8b5abbea6721139a6821f3fa2', 'mtime': '2021-04-12 04:48:39', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 258448}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/29145,FALSE,book_section,['FH1'],,"[{'name': {'honourific': None, 'family': 'Yuswanto', 'lineage': None, 'given': 'yuswanto'}}]",disk0/00/02/91/45,2017-09-01 00:00:00.000000000,,,,,,,,Dinamika Penegakan Hukum Pemerintahan Daerah,,,,,,,,
53,archive,2019-10-29 02:55:44,['K1'],Hasil Similarity Check,The Judge Judicial Independence In Making Legal Decison In The Court,6,show,14675,2019-10-29 02:55:44,762,2019-10-29 02:55:44,pub,KLIBEL,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 14675, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27783', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/127072', 'objectid': 27783, 'hash': '171e699e3d0785bb0794ccdd14cb2da4', 'filename': 'SIMILARITY THE JUDGE’S JUDICIAL INDEPENDENCE IN MAKING LEGAL DECISION IN THE COURT.pdf', 'mtime': '2019-10-29 02:49:29', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 127072, 'filesize': 3185026, 'datasetid': 'document'}], 'docid': 27783, 'main': 'SIMILARITY THE JUDGE’S JUDICIAL INDEPENDENCE IN MAKING LEGAL DECISION IN THE COURT.pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/14675,FALSE,article,['FH1'],"International Journal of Business, Economics and Law","[{'name': {'family': 'nikmah rosidah', 'honourific': None, 'lineage': None, 'given': 'nikmah'}}]",disk0/00/01/46/75,2017-08-01 00:00:00.000000000,151-158,,,,,,,,,,,2289-1552,,,,
