,title,rev_number,metadata_visibility,eprint_status,status_changed,subjects,abstract,eprintid,ispublished,publisher,documents,uri,full_text_status,refereed,userid,corp_creators,lastmod,datestamp,publication,creators,issn,dir,type,divisions,official_url,related_url,date_type,place_of_pub,event_title,event_type,pres_type,referencetext,volume,number,keywords,id_number,department,institution,monograph_type,event_location,event_dates,pagerange,contributors
31,"Hasil Review_Farmers’ Capacity And Rice Productivity In Climate Change Adaptation In Central Lampung Regency, Indonesia",8,show,archive,2022-01-19 05:39:53,['S1'],Hasil Review Asian Journal of Agriculture and Rural Development,37987,pub,Asian Journal of Agriculture and Rural Development,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 37987, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158924', 'rev_number': 1, 'docid': 158924, 'main': 'Hasil Review_ Farmers capacity].pdf', 'files': [{'objectid': 158924, 'uri': 'http://repository.lppm.unila.ac.id/id/file/431967', 'datasetid': 'document', 'filesize': 421824, 'fileid': 431967, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-01-18 22:10:25', 'hash': '59afe4f8bc5dc2e3167bb81458dc2b19', 'filename': 'Hasil Review_ Farmers capacity].pdf'}]}]",http://repository.lppm.unila.ac.id/id/eprint/37987,public,,609,,2022-01-19 05:39:53,2022-01-19 05:39:53,,"[{'name': {'family': 'Indah Listiana', 'honourific': None, 'lineage': None, 'given': 'IL'}, 'id': 'indahlistiana1@gmail.com'}, {'id': 'indahnurma1@gmail.com', 'name': {'honourific': None, 'family': 'Indah Nurmayasari', 'lineage': None, 'given': 'IN'}}, {'name': {'given': 'RB', 'family': 'Rinaldi Bursan', 'honourific': None, 'lineage': None}, 'id': None}, {'id': None, 'name': {'given': 'Sukmayanto', 'lineage': None, 'family': 'Muher Sukmayanto', 'honourific': None}}, {'name': {'given': 'HY', 'lineage': None, 'honourific': None, 'family': 'Helvi Yanfika'}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'given': 'RADW', 'lineage': None, 'family': 'R.A.D Widyastuti', 'honourific': None}, 'id': None}]",,disk0/00/03/79/87,other,['FP26'],,,,,,,,,,,,,,,,,,,
32,"PERSEPSI PETANI TERHADAP SISTEM PERTANIAN ORGANIK DAN ANORGANIK
DALAM BUDIDAYA PADI SAWAH",8,show,archive,2022-12-19 07:19:00,['S1'],"The purposes of this research were to determine the performance of organic and anorganic farming systems
in wetland rice cultivation, rice farmers’ perception, the related factors to farmers' perception, the
differences in rice farmers’ perceptions, and the constraints faced in that applications in Pajaresuk and
Pujodadi Village. The data collection was conducted in November - December 2017. The research method
used was census. The number of organic and anorganic rice farmers sampled were 35 farmers. The data
was analyzed by descriptive analysis, Spearman rank correlation and the Mann-Whitney test. The results of
this research show that the performance of organic and anorganic rice farming were land processing,
seeding, planting, pest and disease controlling, fertilizating, irrigating, and harvesting. The differences
performance of organic and anorganic rice farming were in seeding, pests and diseases controlling, and
fertilizing. The rice farmers' perception to organic farming systems was quite good. The related factors to
farmers' perception were social interaction, community support, and farmers' interests. There were no
significant differences between organic farmers’ perceptions and the anorganic farmers’ perceptions. The
constraint faced in the application of organic farming system was the difficulty of maintenance in cultivation,
while in the application of anorganic farming systemwas the high costs, but the selling price was relatively
low.

Key words: anorganic rice, organic rice, perception",46871,pub,Jurusan Agribisnis Fakultas Pertanian Universitas Lampung,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 2, 'security': 'public', 'eprintid': 46871, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186276', 'pos': 2, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 1159498, 'fileid': 518978, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-12-16 07:21:31', 'hash': 'e38b272a7a7e1b05d331e1bd66798137', 'filename': 'Persepsi Petani Terhadap Sistem Pertanian Organik Dan Anorganik Dalam Budidaya Padi Sawah.pdf', 'objectid': 186276, 'uri': 'http://repository.lppm.unila.ac.id/id/file/518978'}], 'main': 'Persepsi Petani Terhadap Sistem Pertanian Organik Dan Anorganik Dalam Budidaya Padi Sawah.pdf', 'docid': 186276}]",http://repository.lppm.unila.ac.id/id/eprint/46871,public,TRUE,930,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",2022-12-19 07:19:00,2022-12-19 07:19:00,"Jurnal Ilmu Ilmu Agribisnis: Journal of Agribusiness Science,","[{'id': None, 'name': {'honourific': None, 'family': 'Juliantika', 'lineage': None, 'given': 'Juliantika'}}, {'id': 'tb_sijati@yahoo.com', 'name': {'given': 'Tubagus', 'lineage': None, 'honourific': None, 'family': 'Hasanuddin'}}, {'name': {'given': 'Begem', 'honourific': None, 'family': 'Viantimala', 'lineage': None}, 'id': None}]",26204177,disk0/00/04/68/71,article,['FP26'],,,,,,,,,,,,,,,,,,,
33,Hasil Review_Dana Desa dan Pengaruhnya Terhadap Pendapatan Asli Desa di Kabupaten Pesawaran,8,show,archive,2022-01-19 05:39:58,['S1'],Hasil Review Jurnal Ilmu Sosial dan Humaniora,37990,pub,Jurnal Ilmu Sosial dan Humaniora,"[{'eprintid': 37990, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Hasil Review Dana desa dan pengaruhnya.pdf', 'docid': 158927, 'files': [{'fileid': 431986, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-01-18 22:38:46', 'filename': 'Hasil Review Dana desa dan pengaruhnya.pdf', 'hash': '9abcc8e48db52d9059ae6383178ad7cc', 'datasetid': 'document', 'filesize': 458751, 'objectid': 158927, 'uri': 'http://repository.lppm.unila.ac.id/id/file/431986'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158927'}]",http://repository.lppm.unila.ac.id/id/eprint/37990,public,,609,,2022-01-19 05:39:58,2022-01-19 05:39:58,,"[{'id': None, 'name': {'given': 'KA', 'lineage': None, 'honourific': None, 'family': 'Kiki Ambarwati'}}, {'name': {'family': 'Dewangga Nikmatullah', 'honourific': None, 'lineage': None, 'given': 'DN'}, 'id': 'dewangganikmatullah@yahoo.com'}, {'id': 'indahlistiana1@gmail.com', 'name': {'honourific': None, 'family': 'Indah Listiana', 'lineage': None, 'given': 'IL'}}]",,disk0/00/03/79/90,other,['FP26'],,,,,,,,,,,,,,,,,,,
34,SIMILARITY Institutional strengthening of farmer group to support sustainable agriculture and food security in Pesawaran regency,8,show,archive,2023-03-24 01:30:42,['S1'],"Abstract. Sustainable agriculture and food security can be realized through the institutional strengthening of farmer groups, namely independent business and collective solidarity in facing land degradation problems, environmental quality degradation, and food security problems. This study aimed to analyze the role of farmer group institutions in supporting sustainable agriculture and food security of farmers. The method used in this study was a survey research method. The research approach used was a quantitative approach that is supported by qualitative data. Data used in this study were primary data from interviews using questionnaires to research respondents and in-depth interviews. Furthermore, the data were analyzed by the tabulation technique and analyzed by correlation analysis using the SPSS application. The results showed that the There is no significant relationship between the roles of farmer groups in preserving the environment. However, farmer groups as learning units have a significant relation to farmers' ability to preserve the environment. The relationship between farmer group institutions (means for learning, cooperation arena, and production units) and household food security level has a very significant relation both as a whole and as a group function. The institutional strengthening of farmer groups indirect affected the improvement of environmental quality and had a direct effect on rice farmers' food security in Pesawaran Regency.
Keywords: environmental quality, food security, farmer group institutions",49164,pub,Journal of Physics: Conference Series,"[{'docid': 188612, 'main': 'Institutional Strengthening of Farmer Group to Support SustainableAgriculture and Food Security in P.pdf', 'files': [{'mtime': '2023-03-23 02:27:41', 'hash_type': 'MD5', 'filename': 'Institutional Strengthening of Farmer Group to Support SustainableAgriculture and Food Security in P.pdf', 'hash': '5b64a58a8ec6d18f29a9acb2447dcb6c', 'fileid': 534213, 'mime_type': 'application/pdf', 'filesize': 661040, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/534213', 'objectid': 188612}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/188612', 'rev_number': 1, 'eprintid': 49164, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/49164,public,,131,,2023-03-24 01:30:42,2023-03-24 01:30:42,,"[{'name': {'honourific': None, 'family': 'Listiana', 'lineage': None, 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}, {'id': 'amutholib24@yahoo.com', 'name': {'given': 'Abdul', 'lineage': None, 'honourific': None, 'family': 'Mutholib'}}, {'id': None, 'name': {'given': 'Rinaldi', 'honourific': None, 'family': 'Bursan', 'lineage': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Yanfika', 'given': 'Helvi'}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'lineage': None, 'family': 'widyastuti', 'honourific': None, 'given': 'diana'}, 'id': 'radianawidyastuti@yahoo.co.id'}, {'id': None, 'name': {'honourific': None, 'family': 'Rahmat', 'lineage': None, 'given': 'Ali'}}]",,disk0_bak/00/04/91/64,other,['FP26'],https://iopscience.iop.org/article/10.1088/1742-6596/1796/1/012028/pdf,,published,https://iopscience.iop.org/article/10.1088/1742-6596/1796/1/012028/pdf,,,,,,,,,,,,,,,
35,"Hasil Review_Impact of  the sunda strait tsunami on fish production and environment in south Lampung Regency, Lampung",8,show,archive,2022-01-28 01:11:58,['S1'],Hasil Review ULICoSTE 2020,38539,pub,ULICoSTE 2020,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 38539, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/159645', 'rev_number': 1, 'docid': 159645, 'main': 'Penilaian Impact035.pdf', 'files': [{'objectid': 159645, 'uri': 'http://repository.lppm.unila.ac.id/id/file/436321', 'mime_type': 'application/pdf', 'fileid': 436321, 'hash': '8cccf35f53cffb8cd3795fe3e137b097', 'filename': 'Penilaian Impact035.pdf', 'mtime': '2022-01-27 12:02:27', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1188169}]}]",http://repository.lppm.unila.ac.id/id/eprint/38539,public,,609,,2022-01-28 01:11:58,2022-01-28 01:11:58,,"[{'name': {'given': 'MR', 'lineage': None, 'family': 'M. Riantini', 'honourific': None}}, {'name': {'given': 'WAZ', 'lineage': None, 'honourific': None, 'family': 'W. A. Zakaria'}}, {'name': {'lineage': None, 'family': 'Indah Listiana', 'honourific': None, 'given': 'IL'}}, {'name': {'given': 'PNU', 'family': 'P. N. Ulfa', 'honourific': None, 'lineage': None}}, {'name': {'given': 'AM', 'lineage': None, 'family': 'Abdul Mutolib', 'honourific': None}}, {'name': {'family': 'R. A. D. Widyastuti', 'honourific': None, 'lineage': None, 'given': 'RADW'}}]",,disk0/00/03/85/39,other,['FP26'],,,,,,,,,,,,,,,,,,,
36,"Similarity Impact of the Sunda Strait tsunami on fish production and environment in South Lampung Regency, Lampung",9,show,archive,2022-01-20 01:35:39,['S1'],Similarity ULICoSTE 2020,38019,pub,ULICoSTE 2020,"[{'docid': 158967, 'main': 'Similarity_Riantini_2021_IOP_Conf._Ser.%3A_Earth_Environ._Sci._739_012021.pdf - M Riantini.pdf', 'files': [{'objectid': 158967, 'uri': 'http://repository.lppm.unila.ac.id/id/file/432165', 'mime_type': 'application/pdf', 'fileid': 432165, 'hash': '97f794e61c5692c6fc94d92d7f5505fb', 'filename': 'Similarity_Riantini_2021_IOP_Conf._Ser.%3A_Earth_Environ._Sci._739_012021.pdf - M Riantini.pdf', 'mtime': '2022-01-19 04:37:58', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 2185616}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/158967', 'rev_number': 1, 'eprintid': 38019, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/38019,public,,609,,2022-01-20 01:35:39,2022-01-20 01:35:39,,"[{'name': {'lineage': None, 'family': 'Maya Riantini', 'honourific': None, 'given': 'MR'}}, {'name': {'given': 'WAZ', 'lineage': None, 'honourific': None, 'family': 'Wan Abbas Zakaria'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Indah Listiana', 'given': 'IL'}}, {'name': {'given': 'PNU', 'lineage': None, 'honourific': None, 'family': 'P.N Ulfa'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Abdul Mutolib', 'given': 'AM'}}, {'name': {'family': 'R.A.D Widyastuti', 'honourific': None, 'lineage': None, 'given': 'RADW'}}]",,disk0/00/03/80/19,other,['FP26'],,,,,,,,,,,,,,,,,,,
37,"SIMILARITY Adaption strategy of fisherman to climate change: A case study from Limau Sub-District, Tanggamus Regency",9,show,archive,2023-03-24 01:30:10,['S1'],"Abstract. Climate change is a natural phenomenon that occurs all over the world and has a negative impact on many sectors, one of which is the fishery sector. One of the communities that are most vulnerable to the impact of climate change is the fishing community in coastal areas. Fishermen depend on the availability of fish in the sea, as well as the weather and other aspects related to climate and nature. This study aims to identify the fishermen's efforts and adaptation strategies towards climate change. Data collection was carried out from July to August 2020 in Limau Sub-District, Tanggamus Regency with a total respondent number of 80 fishermen households. Respondents were determined through the approach of simple random sampling. The data collected consisted of both qualitative and quantitative data. Data collection was performed through the method of survey, Focus Group Discussion (FGD), and interviews with key informants. Data collected was analyzed using the Qualitative Descriptive approach. The results of the study show that fishermen in Limau Sub-district have made some adaptations to climate change in coastal areas through income diversification, diversification of fishing gear, migration, and social network development among fishermen",49151,pub,https://iopscience.iop.org/article/10.1088/1755-1315/1027/1/012007/meta,"[{'files': [{'datasetid': 'document', 'filesize': 555389, 'mime_type': 'application/pdf', 'fileid': 534099, 'filename': 'Adaption Strategy of Fisherman to Climate Change A Case Study from Limau Sub-District, Tanggamus Reg.pdf', 'hash': '4180fe176f52fd601c805bce2f87aa59', 'mtime': '2023-03-23 01:14:25', 'hash_type': 'MD5', 'objectid': 188594, 'uri': 'http://repository.lppm.unila.ac.id/id/file/534099'}], 'docid': 188594, 'main': 'Adaption Strategy of Fisherman to Climate Change A Case Study from Limau Sub-District, Tanggamus Reg.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188594', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 49151, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/49151,public,,131,,2023-03-24 01:30:10,2023-03-24 01:30:10,,"[{'name': {'given': 'Abdul', 'lineage': None, 'family': 'Mutolib', 'honourific': None}, 'id': 'amutolib24@yahoo.com'}, {'name': {'given': 'Ali', 'lineage': None, 'family': 'Rahmat', 'honourific': None}, 'id': None}, {'name': {'honourific': None, 'family': 'Listiana', 'lineage': None, 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}, {'name': {'given': 'Helvi', 'lineage': None, 'honourific': None, 'family': 'Yanfika'}, 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'family': 'Widyastuti', 'honourific': None, 'lineage': None, 'given': 'Widyastuti'}, 'id': 'widyaa58@gmail.com'}, {'name': {'honourific': None, 'family': 'riantini', 'lineage': None, 'given': 'maya'}, 'id': 'mayaunila@yahoo.com'}]",,disk0_bak/00/04/91/51,other,['FP26'],https://iopscience.iop.org/article/10.1088/1755-1315/1027/1/012007/pdf,[{'url': 'https://iopscience.iop.org/article/10.1088/1755-1315/1027/1/012007/meta'}],published,,,,,,,,,https://iopscience.iop.org/article/10.1088/1755-1315/1027/1/011001,,,,,,,
38,"PERUBAHAN IKLIM DAN TINGKAT PRODUKTIVITAS KOPI
ROBUSTA DI KABUPATEN LAMPUNG BARAT",6,show,archive,2022-12-19 07:19:25,['S1'],"Climate change is one of the critical success factors in robusta coffee farming
(Coffea Robusta). The purpose of this study was to determine the effect of rainfall and temperature
on the productivity level of Robusta coffee (Coffea Robusta) in West Lampung Regency, Lampung
Province. This research was conducted in West Lampung Regency, Lampung Province. The
research location was chosen purposively with the consideration that West Lampung Regency is
the center of Robusta coffee production (Coffea Robusta) in Lampung Province. The research
method used in this study is a secondary research method. The data used is secondary data which
includes production data, land area, rainfall and temperature for the last 10 years in West
Lampung Regency. Secondary data was obtained from the Central Statistics Agency (BPS) of West
Lampung Regency. Analysis of the data used is multiple linear regression analysis. The results
showed that the simultaneous and partial rainfall (X1) and temperature (X2) affected the
productivity level of Robusta coffee (Coffea Robusta) in West Lampung Regency. 

Keywords: Coffee, Productivity, Rainfall, Temperature,",47005,inpress,,"[{'placement': 1, 'security': 'public', 'eprintid': 47005, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 185946, 'uri': 'http://repository.lppm.unila.ac.id/id/file/516732', 'fileid': 516732, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-11-29 09:05:16', 'filename': 'Perubahan Iklim dan Tingkat Produktivitas Kopi Robusta di Kabupaten Lampung Barat.pdf', 'hash': '9cfe688d1d5b4f887a108f249db307f4', 'datasetid': 'document', 'filesize': 524995}], 'docid': 185946, 'main': 'Perubahan Iklim dan Tingkat Produktivitas Kopi Robusta di Kabupaten Lampung Barat.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185946', 'pos': 1, 'format': 'text'}]",http://repository.lppm.unila.ac.id/id/eprint/47005,public,TRUE,930,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",2022-12-19 07:19:25,2022-12-19 07:19:25,Seminar Nasional SnaiL III 2022,"[{'name': {'honourific': None, 'family': 'Pardani', 'lineage': None, 'given': 'Nanda'}, 'id': None}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Simarmata', 'given': 'Ivandi Hartha'}}, {'name': {'given': 'Tubagus', 'honourific': None, 'family': 'Hasanuddin', 'lineage': None}, 'id': 'tb_sijati@yahoo.com'}]",,disk0/00/04/70/05,article,['FP26'],,,,,,,,,,,,,,,,,,,
39,"PERANAN KELOMPOK TANI DALAM PENINGKATAN PENDAPATAN PETANI KOPI
DI KELURAHAN TUGUSARI KECAMATAN SUMBERJAYA
KABUPATEN LAMPUNG BARAT",8,show,archive,2022-12-19 07:19:23,['S1'],"This research aimed to determine the role of farmers group on the improvement of coffee farmers’ income,
the level of coffee farmers' income, and the changes of coffee farmers' income before and after being
members of farmers group. The research was conducted on purposein Tugusari Village of Sumberjaya
Subdistrict, West Lampung Regency by survey method. The samples of this research were 89 coffee farmers
who are members of farmers group. The research data collection was conducted from September 2013 until
March 2014. The research data was analyzed descriptively and by paired sample t test difference. The
results showed that the role of farmers group on improving farmers’ income was classified as high; the
average level of coffee farmers’ income per year per hectare before and after being members of farmers
group were Rp10,797,325 and Rp20,068,064; and the average improvement of coffee income per year per
hectare was Rp9,270,738.
Key words: coffee, farmers group, income, role",46874,pub,Fakultas Pertanian Universitas Lampung,"[{'docid': 186278, 'main': 'Peranan Kelompok Tani Dalam Peningkatan Pendapatan Petani Kopi Di Kelurahan Tugusari Kecamatan Sumberjaya Kabupaten Lampung Barat.pdf', 'files': [{'objectid': 186278, 'uri': 'http://repository.lppm.unila.ac.id/id/file/518984', 'mime_type': 'application/pdf', 'fileid': 518984, 'hash': 'ba0e708b49e3d41c74d008f507927b8e', 'filename': 'Peranan Kelompok Tani Dalam Peningkatan Pendapatan Petani Kopi Di Kelurahan Tugusari Kecamatan Sumberjaya Kabupaten Lampung Barat.pdf', 'mtime': '2022-12-16 07:26:56', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 193679}], 'format': 'text', 'pos': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186278', 'rev_number': 1, 'eprintid': 46874, 'security': 'public', 'placement': 2, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/46874,public,TRUE,930,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",2022-12-19 07:19:23,2022-12-19 07:19:23,Jurnal Ilmu Ilmu Agribisnis: Journal of Agribusiness Science,"[{'id': None, 'name': {'lineage': None, 'family': 'Prasetia', 'honourific': None, 'given': 'Rinaldi'}}, {'name': {'given': 'Tubagus', 'family': 'Hasanuddin', 'honourific': None, 'lineage': None}, 'id': 'tb_sijati@yahoo.com'}, {'name': {'lineage': None, 'family': 'Viantimala', 'honourific': None, 'given': 'Begem'}, 'id': None}]",ISSN: 2620-4177,disk0/00/04/68/74,article,['FP26'],,,,,,,,,,,,,,,,,,,
40,THE COMMUNITY ABILITY IN SUPPORTING THE LOCAL RESOURCE-BASED PRODUCTIVE EFFORT IN FOOD SELF-SUFFICIENT VILLAGES OF LAMPUNG PROVINCE,8,show,archive,2017-11-10 14:08:08,['S1'],"This research aimed to identify the increase of community’s ability in developing productive enterprises based on local resources as a result of the food self-sufficient villages (Demapan) program in Lampung Province. Demapan in Lampung Province becoming the object of research consisted of 16 villages/ urban villages in 12 districts/cities. The objects of research were selected with the following criteria:  (a) the coverage of all districts/ cities in Lampung Province, (b) the difference of year in starting Demapan Program, and (c) the number of villages implementing Demapan program in each districts/cities. Data collection was conducted in each village from 15 Affinity Group members (KA) respondents, 15 non KA member respondents using a questionnaire, and 10 FGD respondents. The sampling technique (respondent) used was an accidental sampling. Data was analyzed using Excel and SPSS program. This study was conducted from August—September 2015. The results showed that the program Demapan done exerted the following effects: (a) improving the institution, particularly Affinity (KA) and financial village institutions (LKD), but still lacking for food village team (TPD), (b) slightly increasing the productive effort but the business sustainability still needs improvement.  The large potency of area has been utilized less optimally to support the food self-sufficiency due to limited water resources.  As the productive effort conducted by KA members had not developed yet, this research recommended the improvement of its sustainability.  

Keywords: Community Ability, Productive Effort",4955,pub,,"[{'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'placement': 1, 'security': 'public', 'eprintid': 4955, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17881', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 47851, 'hash': '2bde0bf278210e18e5555b52aff8da20', 'filename': 'Makalah Ketahanan Pangan (Bu Kordiana).docx', 'mtime': '2017-11-09 08:32:27', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 34766, 'objectid': 17881, 'uri': 'http://repository.lppm.unila.ac.id/id/file/47851'}], 'main': 'Makalah Ketahanan Pangan (Bu Kordiana).docx', 'docid': 17881}]",http://repository.lppm.unila.ac.id/id/eprint/4955,public,TRUE,966,,2019-02-19 04:27:54,2017-11-10 14:08:08,,"[{'id': 'korrangga@yahoo.com', 'name': {'honourific': None, 'family': 'Rangga', 'lineage': None, 'given': 'Kordiyana'}}]",,disk0/00/00/49/55,conference_item,['FP26'],,,,,ISAE International Seminar 2017,conference,paper,,,,,,,,,Bandar Lampung,9-12 August 2017,,
41,Hasil Similarity : Micro Business Affinity Group Empowerment For Self-Sufficient Food Village in Lampung Province,7,show,archive,2020-11-01 00:29:54,['S1'],"The research aimed: (1) to study the community empowerment concept through self -sufficient food village
affinity group in Lampung Province, (2) to analyze the result of empowerment in self-sufficient food village
affinity group in Lampung Province, and (3) to analyze the effectiveness of result of empowerment in selfsufficient
food village affinity group in Lampung Province. This study was a survey research, constituting a
descriptive explanatory research. The sampling technique employed was a multiple-stage simple cluster
sampling, obtaining 103 affinity group. The primary data was obtained from the respondents, by completing
the questionnaire and in-depth interview, and secondary data from documents in related institutions in
Lampung Province. A descriptive analysis was conducted to address the research objective. The result of
research showed that (1) the program empowerment included input, process, output and impact aspects,
with poor household as the primary target; (2) the program activities were conducted through four stages:
preparation, growing, development, and independency; and (3) the effectiveness of self-sufficient food
village affinity group in Lampung Province belonged to high category.",24427,pub,IJSEE,"[{'security': 'public', 'placement': 1, 'eprintid': 24427, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/222080', 'objectid': 38153, 'filesize': 1519225, 'datasetid': 'document', 'mtime': '2020-10-30 09:22:56', 'hash_type': 'MD5', 'filename': 'Micro_Business_Affinity_Group_Empowerment_For_Self.pdf', 'hash': '3d76eaab0c81927cb3af404659672fcb', 'fileid': 222080, 'mime_type': 'application/pdf'}], 'docid': 38153, 'main': 'Micro_Business_Affinity_Group_Empowerment_For_Self.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/38153', 'rev_number': 1, 'format': 'text', 'pos': 1}]",http://repository.lppm.unila.ac.id/id/eprint/24427,public,,966,,2020-11-01 00:29:54,2020-11-01 00:29:54,,"[{'name': {'lineage': None, 'family': 'Rangga', 'honourific': None, 'given': 'Kordiyana'}, 'id': 'korrangga@yahoo.com'}, {'id': 'darsono.uns.solo@gmail.com', 'name': {'honourific': None, 'family': 'Darsono', 'lineage': None, 'given': 'Darsono'}}, {'name': {'lineage': None, 'family': 'Anantanyu', 'honourific': None, 'given': 'Sapja'}, 'id': 'sap_anan@yahoo.com'}, {'name': {'lineage': None, 'family': 'Wijaya', 'honourific': None, 'given': 'Mahendra'}, 'id': 'mahendrawijaya_uns@yahoo.co. id'}]",,disk0/00/02/44/27,other,['FP26'],,[{'url': 'http://ijsae.in/ijsaeems/index.php/ijsae/article/view/153/134'}],published,International Journal Of Scientific Research And Education,,,,,,,,,,,,,,,
