,creators,dir,date,type,divisions,ispublished,documents,publisher,uri,full_text_status,lastmod,userid,datestamp,eprintid,date_type,title,rev_number,place_of_pub,metadata_visibility,status_changed,eprint_status,subjects,pagerange,refereed,pres_type,event_title,abstract,related_url,event_type,official_url,issn,publication,number,corp_creators,volume,id_number,contact_email,contributors,institution,monograph_type,pages,event_location,event_dates
67,"[{'name': {'given': 'RTP', 'lineage': None, 'family': 'Rio Tedi Prayitno', 'honourific': None}, 'id': 'rio_tprayitno@yahoo.co.id'}, {'name': {'family': 'Irwan', 'honourific': None, 'lineage': None, 'given': 'Efendi'}, 'id': 'irwaneffendi@gmail.com'}, {'name': {'given': 'Okiwidiyanti', 'honourific': None, 'family': 'Wayan', 'lineage': None}, 'id': 'Wayanoki310517@gmail.com'}]",disk0/00/01/36/93,2019-02-01 00:00:00.000000000,article,['FP26'],pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 13693, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26709', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/119547', 'objectid': 26709, 'hash': '02732e68bd067fecb76627e3a862c555', 'filename': '17. Jurnal Peranan PPL (Rio TP).pdf', 'mtime': '2019-08-02 01:41:59', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 119547, 'filesize': 573555, 'datasetid': 'document'}], 'docid': 26709, 'main': '17. Jurnal Peranan PPL (Rio TP).pdf'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,http://repository.lppm.unila.ac.id/id/eprint/13693,public,2019-08-25 17:06:46,1194,2019-08-25 17:06:46,13693,published,PERANAN PENYULUH PERTANIAN LAPANGAN (PPL) DALAM PENERAPAN PANCA USAHATANI PADI SAWAH SERTA HUBUNGANNYA DENGAN PRODUKTIVITAS DI KECAMATAN METRO BARAT KOTA METRO,6,,show,2019-08-25 17:06:46,archive,['AC'],120-125,TRUE,,,"This study analyses the roles of AEWs, the level of implementation of the five-farming-system of paddy, the level of paddy productivity, the relationship between the roles of AEWs and the level of the implementation five, and the relationship between the implementation and paddy productivity.  The research was conducted in the West Metro District of Metro City.  The samples are 72 farmers of randomly selected respondents.  Methods of data analysis using quantitative descriptive analysis, table analysis, and Rank Spearman correlation.  The results indicated that AEWs have done their roles well, especially as educators who teach and educate farmers about the implementation of the five-farming-system of paddy.  The five-farming-system of paddy has been applied well.  Most farmers realize the importance of implementing the five-farming-system of paddy in accordance with the advice of AEWs to improve productivity.  The average productivity of paddy is 6.46 ton/ha or in the medium class.  The higher the role of AEWs, the higher the level of application of the five-farming-system of paddy.  The higher the implementation of the five-farming-system of paddy, the higher the level of paddy productivity.

Key words: AEWs, five-farming-system, productivity, role",,,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/3340,2337 7070,Jurnal Ilmu-Ilmu Agribisnis,1.0,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",7,,,,,,,,
68,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Rustandi', 'given': 'Yudi'}, 'id': None}, {'id': None, 'name': {'lineage': None, 'family': 'Handayani', 'honourific': None, 'given': 'Setya'}}, {'name': {'given': 'Indah', 'family': 'Listiana', 'honourific': None, 'lineage': None}, 'id': 'indahlistiana@yahoo.com'}, {'name': {'given': 'dafit', 'lineage': None, 'honourific': None, 'family': 'Ariyanto'}, 'id': None}]",disk0/00/02/04/48,2019-11-01 00:00:00.000000000,article,['FP26'],pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/33790', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/192181', 'objectid': 33790, 'hash': '374d0ba327c55afc58d9586dfad13e49', 'filename': 'A4140119119.pdf', 'mtime': '2020-05-25 04:08:31', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 192181, 'filesize': 335425, 'datasetid': 'document'}], 'main': 'A4140119119.pdf', 'docid': 33790, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 20448}]",Blue Eyes Intelligence Engineering & Sciences Publication,http://repository.lppm.unila.ac.id/id/eprint/20448,public,2020-05-26 01:50:14,609,2020-05-26 01:50:14,20448,published,Agribusiness Activity at Islamic Boarding School Al Ittifaq Ciwidey-Bandung using Interactive Models,6,,show,2020-05-26 01:50:14,archive,['H1'],1418-1424,TRUE,,,"Islamic boarding school is one of the islamic educational institutions that grow fastly with diversity method in Indonesia This study is aimed to describe the effort to grow young entrepreneur at Islamic Boarding School al Ittifaq Ciwidey Bandung through agribusiness activity with a focus on student empowerment. The study was done at Al-Ittifaq Ciwidey Bandung by applying qualitative research approach. Informants were selected by means of purposive sampling and snowball sampling which were further classified into three groups (triangulation). Furthermore, data collection technic was conducted through in-depth interview, direct observation, documentation, and FGD (Focus Group Discussion). Data analysis technic was performed using interactive model. Regarding the effort to grow young entrepreneurs, result of the study shows that student at al Ittifaq Ciwidey Bandung involve in agribusiness activities such as: (1) the formation of Executive Board of Agribusiness Unit, (2) conducting technical practices directly in the field, (3) establishing Agribusiness Incubation Center (PIA), (4) establishing cooperation/partnership with various institutions, and (5) setting up agribusiness groups of students.","[{'url': 'https://www.ijitee.org/wp-content/uploads/papers/v9i1/A4140119119.pdf', 'type': 'author'}]",,https://www.ijitee.org/wp-content/uploads/papers/v9i1/A4140119119.pdf,2278-3075,International Journal of Innovative Technology and Exploring Engineering (IJITEE),1.0,,9,https://www.ijitee.org/archive/,,,,,,,
69,"[{'name': {'given': 'Yudi', 'lineage': None, 'honourific': None, 'family': 'Rustandi'}, 'id': None}, {'id': None, 'name': {'given': 'Setya', 'family': 'Handayani', 'honourific': None, 'lineage': None}}, {'id': 'indahlistiana@yahoo.com', 'name': {'lineage': None, 'family': 'Listiana', 'honourific': None, 'given': 'Indah'}}, {'name': {'family': 'Ariyanto', 'honourific': None, 'lineage': None, 'given': 'dafit'}, 'id': None}]",disk0/00/02/91/58,2019-11-01 00:00:00.000000000,other,['FP26'],pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 29158, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43267', 'rev_number': 1, 'docid': 43267, 'main': 'INTERNASIONAL_Agribusiness activity at islamic boarding school al ittifaq ciwidey-bandung using interactive models.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/258531', 'objectid': 43267, 'filesize': 2047027, 'datasetid': 'document', 'filename': 'INTERNASIONAL_Agribusiness activity at islamic boarding school al ittifaq ciwidey-bandung using interactive models.pdf', 'hash': 'd94686fc7a238403ed1c59d727604184', 'hash_type': 'MD5', 'mtime': '2021-04-12 05:14:55', 'mime_type': 'application/pdf', 'fileid': 258531}]}]",International Journal of Innovative Technology and Exploring Engineering,http://repository.lppm.unila.ac.id/id/eprint/29158,public,2021-04-13 01:13:17,609,2021-04-13 01:13:17,29158,,Hasil review_agribusiness activity at islamic boarding school al ittifaq ciwidey-bandung using interactive models,7,,show,2021-04-13 01:13:17,archive,['S1'],,,,,hasil review International Journal of Innovative Technology and Exploring Engineering,[{'url': 'https://www.ijitee.org/wp-content/uploads/papers/v9i1/A4140119119.pdf'}],,https://www.ijitee.org/wp-content/uploads/papers/v9i1/A4140119119.pdf,,,,,,,,,,,,,
70,"[{'id': None, 'name': {'lineage': None, 'family': 'Rustandi', 'honourific': None, 'given': 'Yudi'}}, {'id': None, 'name': {'family': 'Handayani', 'honourific': None, 'lineage': None, 'given': 'Setya'}}, {'name': {'given': 'Indah', 'lineage': None, 'honourific': None, 'family': 'Listiana'}, 'id': 'indahlistiana@yahoo.com'}, {'id': None, 'name': {'honourific': None, 'family': 'Ariyanto', 'lineage': None, 'given': 'dafit'}}]",disk0/00/02/82/43,2019-11-01 00:00:00.000000000,other,['FP26'],pub,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/251230', 'objectid': 42290, 'filesize': 2799542, 'datasetid': 'document', 'mtime': '2021-03-07 08:14:05', 'hash_type': 'MD5', 'filename': 'Agribusiness_activity_at_islamic_boarding_school_a.pdf', 'hash': 'f832ff4a10b9f9330faa97adbe6e804d', 'fileid': 251230, 'mime_type': 'application/pdf'}], 'main': 'Agribusiness_activity_at_islamic_boarding_school_a.pdf', 'docid': 42290, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42290', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 28243, 'mime_type': 'application/pdf', 'language': 'en'}]",https://www.ijitee.org/,http://repository.lppm.unila.ac.id/id/eprint/28243,public,2021-03-07 11:07:26,609,2021-03-07 11:07:26,28243,published,"SIMILARITY
Agribusiness Activity at Islamic Boarding 
School Al Ittifaq Ciwidey-Bandung using 
Interactive Models",7,https://www.ijitee.org/,show,2021-03-07 11:07:26,archive,['H1'],,,,,"Islamic boarding school is one of the islamic educational institutions that grow fastly with diversity method in Indonesia This study is aimed to describe the effort to grow young entrepreneur at Islamic Boarding School al Ittifaq Ciwidey Bandung through agribusiness activity with a focus on student empowerment. The study was done at Al-Ittifaq Ciwidey Bandung by applying qualitative research approach. Informants were selected by means of purposive sampling and snowball sampling which were further classified into three groups (triangulation). 
Furthermore, data collection technic was conducted through 
in-depth interview, direct observation, documentation, and FGD (Focus Group Discussion). Data analysis technic was performed using interactive model. Regarding the effort to grow young entrepreneurs, result of the study shows that student at al Ittifaq Ciwidey Bandung involve in agribusiness activities such as: (1) the formation of Executive Board of Agribusiness Unit, (2) conducting technical practices directly in the field, (3) establishing Agribusiness Incubation Center (PIA), (4) establishing cooperation/partnership with various institutions, and (5) setting up agribusiness groups of students.",,,https://www.ijitee.org/wp-content/uploads/papers/v9i1/A4140119119.pdf,,,,,,,,,,,,,
71,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Sumaryo', 'given': 'Sumaryo'}, 'id': 'sumaryo.1964@fp.unila.ac.id'}, {'id': 'amutolib24@yahoo.com', 'name': {'given': 'Abdul', 'lineage': None, 'family': 'Mutolib', 'honourific': None}}]",disk0/00/01/60/28,1970-01-01 00:00:00.000002019,conference_item,['FP26'],pub,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29124', 'rev_number': 1, 'docid': 29124, 'main': 'PROSIDING SEMNAS PKP PM 2 MEI 2019-p-616-631.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/137397', 'objectid': 29124, 'hash_type': 'MD5', 'mtime': '2019-11-08 12:35:10', 'hash': '3a4fac5fe2168a0ba4f7dde701e55235', 'filename': 'PROSIDING SEMNAS PKP PM 2 MEI 2019-p-616-631.pdf', 'fileid': 137397, 'mime_type': 'application/pdf', 'filesize': 19778068, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 16028, 'security': 'public', 'placement': 1}]",,http://repository.lppm.unila.ac.id/id/eprint/16028,public,2019-11-08 13:10:29,985,2019-11-08 13:10:29,16028,published,"PARTISIPASI DAN PERSEPSI MASYARAKAT TERHADAP
MANFAAT DANA DESA
(Studi Kasus di Desa Wira Bangun, Kecamatan Simpang Pematang,
Kabupaten Mesuji)",7,,show,2019-11-08 13:10:29,archive,['S1'],616-631,TRUE,paper,"Seminar Nasional Penyuluhan, Komuniasi Pembangunan dan Pemberdayaan Masyarakat","Program Dana Desa bertujuan untuk pemerataan pembangunan dan hasil-hasilnya kepada
masyarakat pedesaan dalam rangka upaya meningkatkan kesejahteran masyarakat pedesaan.
Penelitian ini bertujuan untuk mengidentifikasi partisipasi masyarakat dalam perencanaan
pembangunan pasca adanya Program Dana Desa, dan menganalisis persepsi masyarakat terhadap
manfaat dari Program Dana Desa. Penelitian dilaksanakan di Desa Wira Bangun, Kecamatan
Simpang Pematang, Kabupaten Mesuji, Provinsi Lampung. Lokasi ditentukan dengan sengaja
dengan pertimbangan Desa Wira Bangun telah menerima program Dana Desa dalam 4 (empat)
tahun terakhir sejak tahun 2015. Pengambilan data dilaksanakan pada bulan November dan
Desember 2018. Pendekatan yang digunakan dalam penelitian ini adalah deskriptif kualitatif. Data
lapangan diperoleh dengan cara: 1) Observasi terhadap manfaat dari program Dana Desa; 2) Focus
Group Discussion (FGD) dengan aparat desa, tokoh masyarakat, dan warga; 3) Wawancara
mendalam kepada informan terpilih; dan 4) Wawancara rumah tangga dengan responden sebanyak
20 rumah tangga. Informan penelitian berjumlah 5 (lima) orang yang terdiri dari Kepala
Desa/Sekretaris Desa, Ketua Badan Pemberdayaan Desa, Ketua Badan Usaha Milik Desa
(BUMDes), Tokoh Masyarakat, dan Tokoh Pemuda. Penentuan informan menggunakan teknik
snowball sampling. Analisis data menggunakan teknik tabulasi dan analisis interaktif yang
terdiri:1) Pengumpulan data; 2) Reduksi data; 3) Penyajian data 4) Penarikan simpulan dan
verifikasi. Hasil penelitian menunjukkan bahwa partisipasi masyarakat dalam perencanaan
pembangunan Desa Wira Bangun dalam empat tahun terakhir sejak bergulirnya Program Dana
Desa relatif stagnan, karena banyak masyarakat yang tidak dilibatkan dalam perencanaan
pembangunan desa. Masyarakat merasakan manfaat dari Program Dana Desa yang meliputi: 1)
kemudahan aksesibilitas wilayah, 2) peningkatan kelancaran komunikasi, 3) peningkatan
perdagangan dan ekonomi masyarakat, 4) manfaat pembangunan infrastruktur, dan 5) peningkatan
kepuasan masyarakat terhadap hasil pembangunan semenjak bergulirnya Program Dana Desa.
Kata Kunci: Program Dana Desa, Partisipasi, Persepsi, Desa Wira Bangun",,conference,,,,,['Universitas Lampung'],,,,,,,,Padang,2 Mei 2019
72,"[{'name': {'given': 'Yuniar Aviati', 'honourific': None, 'family': 'Syarief', 'lineage': None}, 'id': 'yuniarafiati@yahoo.com'}, {'id': 'teguh.endaryanto@fp.unila.ac.id', 'name': {'family': 'Endaryanto', 'honourific': None, 'lineage': None, 'given': 'Teguh'}}]",disk0/00/02/01/97,2019-12-16 00:00:00.000000000,article,['FP26'],pub,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/33540', 'rev_number': 1, 'docid': 33540, 'main': 'jurnal agrotech.pdf', 'files': [{'filesize': 355195, 'datasetid': 'document', 'hash': '5aeddcacfe0842dec752d5bc5935332c', 'filename': 'jurnal agrotech.pdf', 'mtime': '2020-05-20 03:44:19', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 190505, 'uri': 'http://repository.lppm.unila.ac.id/id/file/190505', 'objectid': 33540}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 20197, 'placement': 1, 'security': 'public'}]",UNIVERSITAS MUHAMMADIYAH PURWOKWRTO,http://repository.lppm.unila.ac.id/id/eprint/20197,public,2020-05-22 01:49:04,442,2020-05-22 01:49:04,20197,,"Kajian  Proses Pembelajaran dalam Penyuluhan Pertanian untuk Meningkatkan  Kompetensi Kewirausahaan  Petani Jagung 
Di Kabupaten Grobogan Provinsi Jawa Tengah",7,,show,2020-05-22 01:49:04,archive,['S1'],101-108,TRUE,,,"Corn cultivation requires farmers' human resources (HR) who have entrepreneurial competence, farmers who have mastered the technical knowledge of farming and farming management. A competent farmer makes a creative and innovative farmer as an entrepreneur in agriculture. Agricultural extension as a non-formal education for farmers is a means to improve the entrepreneurial skills of farmers in corn farming. This study uses a qualitative method with observation and participation in farmer group activities. In addition, the focus group discussion (FGD) method is also used to determine the efforts made in improving aspects of learning and entrepreneurial competence. The results of the study found that (1) aspects of the learning process in agricultural extension were extension material, interaction between extension workers and farmers, extension methods and extension evaluation; (2) factors that can increase entrepreneurial competence for corn farmers are farmers' participation in social institutions in the community and government policies on corn commodities.
Keywords: Learning, Extension, Farmer Entrepreneurship Competence, Grobogan.",[{'url': 'http://jurnalnasional.ump.ac.id/index.php/AGRITECH/article/view/3484'}],,http://jurnalnasional.ump.ac.id/index.php/AGRITECH/article/view/3484,1411-1063,AGRITECH,2.0,,XXII,21/E/KPT/2018,,,,,,,
73,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Triana', 'given': 'Erviza Feby'}, 'id': None}, {'name': {'given': 'Tubagus', 'family': 'Hasanuddin', 'honourific': None, 'lineage': None}, 'id': 'tb_sijati@yahoo.com'}, {'name': {'given': 'Indah', 'honourific': None, 'family': 'Nurmayasari', 'lineage': None}, 'id': None}]",disk0/00/02/83/62,2019-08-01 00:00:00.000000000,article,['FP26'],pub,"[{'placement': 1, 'security': 'public', 'eprintid': 28362, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 252094, 'hash': '794113b3db4a0ff28da506554ea7accb', 'filename': '(13) HASIL PENILAIAN KARYA ILMIAH PERSEPSI PETANI TERHADAP PROGRAM SERTIFIKASI KOPI.pdf', 'mtime': '2021-03-14 08:02:47', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 2217014, 'objectid': 42401, 'uri': 'http://repository.lppm.unila.ac.id/id/file/252094'}], 'docid': 42401, 'main': '(13) HASIL PENILAIAN KARYA ILMIAH PERSEPSI PETANI TERHADAP PROGRAM SERTIFIKASI KOPI.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42401', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,http://repository.lppm.unila.ac.id/id/eprint/28362,public,2021-03-15 01:42:44,930,2021-03-15 01:42:44,28362,published,"PERSEPSI PETANI KOPI TERHADAP PROGRAM SERTIFIKASI RAINFOREST ALLIANCE COFFEE (RFA) DI KECAMATAN PULAU PANGGUNG KABUPATEN TANGGAMUS
Erviza Feby Triana, Tubagus Hasanuddin, Indah Nurmayasari",6,,show,2021-03-15 01:42:44,archive,['S1'],397-404,TRUE,,,"Abstract

This research aims to find out: farmers' perception on Rainforest Alliance (RFA) coffee certification program, Factors related to the perception,income of farmers joining the program, andorrelation between the perception and coffee farming income. This research was conducted in TanjungRejo Village, PulauPanggung Subdistrict, Tanggamus District in August-September 2017. The selection of the location was determined purposively considering that the area has the highest number of farmers who join RFA certification. The respondents were 64 coffee farmers who have RFA Coffee certificate. The method used is a survey method. Data are analyzed descriptively and using rank Spearman correlation. Results indicated that: perception of coffee farmers on RFA certification program is included in the high classification. Factors significantly correlated to coffee farmers' perception on the RFA certification program are farmers’ knowledge and social interaction. Coffee farming income in 2017 was Rp19,908,000.00 per hectare per year, decreased from Rp21,092,375.00 per hectare per year in 2016. The decline is due to bad weather and pest/disease outbreak.
Key words: coffee farmers, farm income, perception, RFA",,,,2337 7070,Jurnal Ilmu-Ilmu Agribisnis,3.0,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",7,,,,,,,,
74,"[{'name': {'family': 'Umar', 'honourific': None, 'lineage': None, 'given': 'Ajay Khotib'}}, {'name': {'honourific': None, 'family': 'Syarief', 'lineage': None, 'given': 'Yuniar aviyati'}}, {'name': {'given': 'Tubagus', 'lineage': None, 'honourific': None, 'family': 'Hasanuddin'}}, {'name': {'given': 'Indah', 'honourific': None, 'family': 'Nurmayasari', 'lineage': None}}]",disk0/00/02/13/93,2019-11-28 00:00:00.000000000,article,['FP26'],pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 21393, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34793', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'filesize': 4622027, 'datasetid': 'document', 'mtime': '2020-06-01 17:17:46', 'hash_type': 'MD5', 'hash': '21faae8ceed6e0d61fef8d7136895340', 'filename': 'PersepsithdpTahura (SNAil).pdf', 'fileid': 198794, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/198794', 'objectid': 34793}], 'main': 'PersepsithdpTahura (SNAil).pdf', 'docid': 34793}]",Pascasarjana Universitas Lampung,http://repository.lppm.unila.ac.id/id/eprint/21393,public,2020-06-02 01:01:33,930,2020-06-02 01:01:33,21393,published,"Persepsi anggota, Dinamika Kelompok Pengelola dan Pelestari Hutan (KPPH) dan Kelestarian Taman Hutan Rakyat (Tahura) di Kecamatan Kemiling, Kota Bandarlampung",6,,show,2020-06-02 01:01:33,archive,['S1'],36-36,TRUE,,,"Tahura (Taman Hutan Raya) adalah hutan konservasi yang memiliki fungsi utama menjaga keanekaragaman tumbuhan, hewan dan ekosistemnya. Untuk mengelola dan melestarikan Tahura di atas dibentuk Kelompok Pengelola dan Pelestari Hutan (KPPH). Permasalahan yang terjadi di Tahura adalah persepsi anggota KPPH dalam kegiatan pelestarian Tahura belum memadai dan tingkat interaksi anggota KPPH masih rendah. Penelitian ini bertujuan mengetahui persepsi anggota KPPH, penyuluhan kehutanan, dinamika kelompok KPPH, kelestarian kawasan Tahura, dan hubungan antara persepsi anggota KPPH, penyuluhan, dinamika kelompok KPPH dengan kelestarian kawasan Tahura. Penelitian dilakukan di Kelurahan Sumber Agung, Kecamatan Kemiling, Kota Bandarlampung dari bulan Maret-April 2019. Responden penelitian adalah anggota KPPH yang dipilih secara acak sebanyak 83 responden. Metode penelitian yang digunakan adalah metode Survai, sedangkan analisis data yang digunakan adalah analisis deskriptif dan statistik non parametrik korelasi Rank Spearman. Hasil penelitian menunjukkan bahwa: (1) Persepsi anggota KPPH terhadap pelestarian Tahura cukup baik,(2) penyuluhan kehutanan cukup baik, (3) dinamika kelompok KPPH cukup dinamis, (4) Tingkat kelestarian Tahura cukup baik, (5) Persepsi anggota KPPH berhubungan dengan dinamika kelompok KPPH, (6) Persepsi anggota KPPH berhubungan dengan kelestarian Tahura, (6) penyuluhan kehutanan berhubungan dengan dinamika KPPH, (7) Penyuluhan kehutanan berhubungan dengan kelestarian Tahura, (8) Dinamika kelompok KPPH berhubungan dengan kelestarian Tahura.

Kata kunci: Persepsi, penyuluhan, Dinamika Kelompok, Kelestarian Tahura",,,,,Abstrak Seminar Nasional Ilmu Lingkungan,,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",,,,,,,,,
75,"[{'id': None, 'name': {'given': 'Yesi Lutfi', 'lineage': None, 'honourific': None, 'family': 'Utami'}}, {'id': 'tb_sijati@yahoo.com', 'name': {'given': 'Tubagus', 'lineage': None, 'family': 'Hasanuddin', 'honourific': None}}, {'name': {'given': 'Indah', 'family': 'Nurmayasari', 'honourific': None, 'lineage': None}, 'id': None}]",disk0/00/02/83/59,2019-02-01 00:00:00.000000000,article,['FP26'],pub,"[{'main': '(10) HASIL PENILAIAN KARYA ILMIAH PARTISIPASI PETANI DALAM PROGRAM BIOINDUSTRI.pdf', 'docid': 42398, 'files': [{'objectid': 42398, 'uri': 'http://repository.lppm.unila.ac.id/id/file/252076', 'mime_type': 'application/pdf', 'fileid': 252076, 'hash': '0fdeae653cecafb0b9f9bc0b67b819f6', 'filename': '(10) HASIL PENILAIAN KARYA ILMIAH PARTISIPASI PETANI DALAM PROGRAM BIOINDUSTRI.pdf', 'hash_type': 'MD5', 'mtime': '2021-03-14 07:48:06', 'datasetid': 'document', 'filesize': 2140914}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42398', 'rev_number': 1, 'eprintid': 28359, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,http://repository.lppm.unila.ac.id/id/eprint/28359,public,2021-03-15 01:42:33,930,2021-03-15 01:42:33,28359,published,"PARTISIPASI PETANI DALAM PROGRAM BIOINDUSTRI BERBASIS INTEGRASI PADI DAN SAPI DI DESA PONCOKRESNO KECAMATAN NEGERI KATON KABUPATEN PESAWARAN
Yesi Lufi Utami, Tubagus Hasanuddin, Indah Nurmayasari",6,,show,2021-03-15 01:42:33,archive,['S1'],126-133,TRUE,,,"Abstract

The purposes of this research are to analyze implementation of bioindustrial program, the level of farmer’s participation,and factors associated with participation.Research was conducted in August-September 2017.  All 44 farmer members of four farmer groups carying out the Bioindustry program are respondents. Data were analyzed descriptively using Rank Spearman correlation test. Results showed that the program is implemented well and structured.  The implementation phase consists of: village potential surveys, formation of farmer groups, and socialization and training activities. The four farmer groups conduct different activities, namely: makinh biogas by Tunas Harapan farmer group, making biourine by Harapan Jaya farmer group, and making compost by Mulia Jaya and Mekar Berseri farmer groups. The products of Bioindustry program are exhibited among farmer groups. The participation rate of farmers in the program is classified as high. Factors related to farmers' participation in the Bioindustry program are frequency on extension activities, land size, and the number of cattle owned.
Key words: bioindustry, implementation, participation",,,,2337 7070,Jurnal Ilmu-Ilmu Agribisnis,1.0,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",7,,,,,,,,
76,"[{'name': {'given': 'Helvi', 'lineage': None, 'family': 'Yanfika', 'honourific': None}, 'id': 'helviyanfika@yahoo.co.id'}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Affandi', 'given': 'Suprayitno'}}]",disk0/00/01/57/44,1970-01-01 00:00:00.000002019,article,['FP26'],pub,"[{'files': [{'objectid': 28858, 'uri': 'http://repository.lppm.unila.ac.id/id/file/135390', 'datasetid': 'document', 'filesize': 266754, 'fileid': 135390, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-11-06 06:32:39', 'filename': '5534-13089-1-SM.pdf', 'hash': 'a0437fd83c2930ad1f50ade54dfdf103'}], 'docid': 28858, 'main': '5534-13089-1-SM.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/28858', 'rev_number': 1, 'format': 'text', 'pos': 2, 'security': 'public', 'placement': 2, 'eprintid': 15744, 'language': 'en', 'mime_type': 'application/pdf'}]","Jurusan Agribisnis, Fakultas Pertanian UNTIRTA",http://repository.lppm.unila.ac.id/id/eprint/15744,public,2019-11-06 07:15:51,301,2019-11-06 07:15:51,15744,published,KOMPETENSI PETERNAK AYAM RAS PEDAGING DI DESA CIBITUNG KULON KECAMATAN PAMIJAHAN KABUPATEN BOGOR,12,,show,2019-11-06 07:15:51,archive,['H1'],51-58,TRUE,,,"Breeders in Cibitung Kulon Village, Pamijahan District of Bogor Regency were farmers who implemented the partnership system. The breeders were plasma breeders with proprietary cages in capacity of 15,000 to 70,000 chickens. Under these conditions, it was important for all owners of the cage as the plasma to be able to manage the availability of feed and other livestock production to prevent any delay in feeding and make sure provision of the appropriate dosage of vitamins regularly as what was happened in independent breeders. Therefore, the competence of independent farmers in managing livestock business, and the factors associated with the level of farmers competence were described in descriptive analysis and analysed by statistical test of Spearman’s Rank. Noted that the farmers in this study were in the productive age where the majority were high school graduated, owned cages with area of 1000-1500 m2, while the role of extensions were quite well. The level of competence of broiler breeders in Cibitung Kulon village was still not very good, and the factors related to the competence of livestock breeders in running the broiler enterprise include age, length of the business running and the area of cage. While the level of education and the role of the extension were not related.",[{'url': 'http://jurnal.untirta.ac.id/index.php/jat/article/view/5534/3999'}],,http://jurnal.untirta.ac.id/index.php/jat/article/view/5534/3999,1979-4991,Jurnal Agribisnis Terpadu,1.0,,12,,,"[{'name': {'honourific': None, 'family': 'Yanfika', 'lineage': None, 'given': 'Helvi'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'helviyanfika@yahoo.co.id'}, {'name': {'family': 'affandi', 'honourific': None, 'lineage': None, 'given': 'Suprayitno'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': None}]",,,,,
