,place_of_pub,official_url,subjects,abstract,eprint_status,projects,date_type,eprintid,number,ispublished,publisher,datestamp,lastmod,date,pages,id_number,divisions,book_title,editors,series,type,rev_number,volume,metadata_visibility,title,status_changed,isbn,full_text_status,uri,refereed,documents,pagerange,userid,dir,funders,publication,creators,pres_type,event_type,event_title,issn,related_url,corp_creators,department,institution,monograph_type,event_location,event_dates
44,,,['K1'],,archive,,,41370,,pub,IJISRT,2022-04-19 08:42:34,2022-04-19 08:42:34,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,Partnership Agreement for Business Actors in Improving the Economy in Indonesia,2022-04-19 08:42:34,,public,http://repository.lppm.unila.ac.id/id/eprint/41370,FALSE,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163004', 'docid': 163004, 'main': 'Reviewer Partnership.pdf', 'files': [{'filesize': 512698, 'datasetid': 'document', 'filename': 'Reviewer Partnership.pdf', 'hash': 'e8edd6545575dd175bb0cba56ebb4747', 'mtime': '2022-04-19 07:42:42', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 458587, 'uri': 'http://repository.lppm.unila.ac.id/id/file/458587', 'objectid': 163004}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 41370, 'security': 'public', 'placement': 1}]",,61,disk0/00/04/13/70,,International Journal of Innovative Science and Research Technology,"[{'name': {'given': 'Kasmawati', 'family': 'Kasmawati', 'honourific': None, 'lineage': None}}]",,,,,,,,,,,
45,,,['K1'],Hasil Penilaian Sejawat sebidang atau Peer Review,archive,,,41374,,pub,IAIN Metro,2022-04-19 08:42:39,2022-04-19 08:42:39,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,Pelaksanaan Waris Masyarakat Suku Baduy Muslim Di Desa Kanekes Kecamatan Leuwidamar Kabupaten Lebak Provinsi Banten,2022-04-19 08:42:39,,public,http://repository.lppm.unila.ac.id/id/eprint/41374,FALSE,"[{'placement': 1, 'security': 'public', 'eprintid': 41374, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'mtime': '2022-04-19 07:58:43', 'hash_type': 'MD5', 'hash': '2319d531f9b71fa6eefbc05c6e69ed85', 'filename': 'Reviewer Pelaksanaan.pdf', 'fileid': 458607, 'mime_type': 'application/pdf', 'filesize': 529177, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/458607', 'objectid': 163007}], 'main': 'Reviewer Pelaksanaan.pdf', 'docid': 163007, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163007', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",,61,disk0/00/04/13/74,,Istinbath : Jurnal Hukum,"[{'name': {'given': 'Kasmawati', 'lineage': None, 'honourific': None, 'family': 'Kasmawati'}}]",,,,,,,,,,,
46,,,['K1'],Hasil Check Similarity,archive,,,50633,,pub,Universitas Mataram,2023-04-18 01:53:28,2023-04-18 01:53:28,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,Legal Enforcement For Iuu Fishing In Indonesian Sovereignty And Jurisdiction: A Case Analysis Of The Capture Of Foreign Vessels By The Indonesian Government,2023-04-18 01:53:28,,public,http://repository.lppm.unila.ac.id/id/eprint/50633,FALSE,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 50633, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190332', 'rev_number': 1, 'docid': 190332, 'main': 'LEGAL ENFORCEMENT FOR IUU FISHING.pdf', 'files': [{'hash': '029bbe5d7bcd6d7544f541fa0628f811', 'filename': 'LEGAL ENFORCEMENT FOR IUU FISHING.pdf', 'hash_type': 'MD5', 'mtime': '2023-04-18 01:39:21', 'mime_type': 'application/pdf', 'fileid': 545773, 'filesize': 4070811, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/545773', 'objectid': 190332}]}]",,318,disk0_bak/00/05/06/33,,Jurnal IUS Kajian Hukum dan Keadilan,"[{'name': {'given': 'Maya Shafira', 'family': 'Maya Shafira', 'honourific': None, 'lineage': None}, 'id': 'mayashafira@fh.unila.ac.id'}]",,,,"E-ISSN 2477-815X, P-ISSN 2303-3827",,,,,,,
47,,,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,archive,,,39319,,pub,IJBEL,2022-02-16 01:15:53,2022-02-16 01:15:53,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,Optimization Of Promptly Released As Primum Remedium In Committing Illegal Fishing Against Foreign Fishers,2022-02-16 01:15:53,,public,http://repository.lppm.unila.ac.id/id/eprint/39319,FALSE,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/160602', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'filename': 'Reviewer Optimization.pdf', 'hash': '9f39e18cbef939d7f87a846c22eab0be', 'hash_type': 'MD5', 'mtime': '2022-02-15 08:15:37', 'mime_type': 'application/pdf', 'fileid': 442416, 'filesize': 402790, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/442416', 'objectid': 160602}], 'main': 'Reviewer Optimization.pdf', 'docid': 160602, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 39319}]",,318,disk0/00/03/93/19,,"International Journal of Business, Economics and Law","[{'name': {'family': 'Maya Shafira', 'honourific': None, 'lineage': None, 'given': 'Maya Shafira'}, 'id': 'mayashafira@fh.unila.ac.id'}]",,,,,,,,,,,
48,,,['K1'],Hasil Chcek Similarity,archive,,,39808,,pub,IJBEL,2022-02-25 10:03:37,2022-02-25 10:03:37,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,Optimization Of Promptly Released As Primum Remedium In Committing Illegal Fishing Against Foreign Fishers,2022-02-25 10:03:37,,public,http://repository.lppm.unila.ac.id/id/eprint/39808,FALSE,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/446222', 'objectid': 161086, 'hash_type': 'MD5', 'mtime': '2022-02-25 04:37:44', 'filename': 'OPTIMIZATION_OF_PROMPTLY_RELEASED_AS_PRIMUM_REMEDI.pdf', 'hash': 'bffa4cab1b4aa05ccc10380b09606268', 'fileid': 446222, 'mime_type': 'application/pdf', 'filesize': 1655604, 'datasetid': 'document'}], 'main': 'OPTIMIZATION_OF_PROMPTLY_RELEASED_AS_PRIMUM_REMEDI.pdf', 'docid': 161086, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161086', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 39808, 'language': 'en', 'mime_type': 'application/pdf'}]",,318,disk0/00/03/98/08,,"International Journal of Business, Economics and Law","[{'id': 'mayashafira@fh.unila.ac.id', 'name': {'given': 'Maya Shafira', 'honourific': None, 'family': 'Maya Shafira', 'lineage': None}}]",,,,,,,,,,,
49,,,['K1'],,archive,,,41638,,pub,Unila,2022-05-13 07:07:44,2022-05-13 07:07:44,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,"Pembentukan Masyarakat Sadar Hukum Protokol
Kesehatan Pencegahan Covid-19 di Masa Tatanan
Baru",2022-05-13 07:07:44,,public,http://repository.lppm.unila.ac.id/id/eprint/41638,FALSE,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163289', 'format': 'text', 'pos': 1, 'files': [{'filesize': 441818, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-05-13 04:06:01', 'hash': '4cfa83690454e094831d9f4de91c3cae', 'filename': '732.pdf', 'fileid': 460571, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/460571', 'objectid': 163289}], 'docid': 163289, 'main': '732.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 41638}]",,318,disk0/00/04/16/38,,Jurnal Sinergi,"[{'id': 'mayashafira@fh.unila.ac.id', 'name': {'honourific': None, 'family': 'Maya Shafira', 'lineage': None, 'given': 'Maya Shafira'}}]",,,,,,,,,,,
50,,,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,archive,,,39316,,pub,Science Research Society,2022-02-15 08:15:46,2022-02-15 08:15:46,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,Problematics Of The Establishment Of Indonesian Fisheries Specific Court,2022-02-15 08:15:46,,public,http://repository.lppm.unila.ac.id/id/eprint/39316,FALSE,"[{'eprintid': 39316, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Reviewer Problematics.pdf', 'docid': 160600, 'files': [{'datasetid': 'document', 'filesize': 402806, 'fileid': 442391, 'mime_type': 'application/pdf', 'mtime': '2022-02-15 08:07:43', 'hash_type': 'MD5', 'filename': 'Reviewer Problematics.pdf', 'hash': '3ff10d75b0fe1878576f3c474deaeb37', 'objectid': 160600, 'uri': 'http://repository.lppm.unila.ac.id/id/file/442391'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160600'}]",,318,disk0/00/03/93/16,,Turkish Online Journal of Qualitative Inquiry (TOJQI),"[{'id': 'mayashafira@fh.unila.ac.id', 'name': {'family': 'Maya Shafira', 'honourific': None, 'lineage': None, 'given': 'Maya Shafira'}}]",,,,,,,,,,,
51,,,['K1'],,archive,,,41634,,pub,Unila,2022-05-13 07:07:37,2022-05-13 07:07:37,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,"Sosialisasi Tindak Pidana Kekarantinaan
Kesehatan Dan Wabah Penyakit Di Masa Pandemi
Covid-19",2022-05-13 07:07:37,,public,http://repository.lppm.unila.ac.id/id/eprint/41634,FALSE,"[{'security': 'public', 'placement': 1, 'eprintid': 41634, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'hash_type': 'MD5', 'mtime': '2022-05-13 03:46:15', 'hash': '3796f91ba3f51bb85048026bc39507ae', 'filename': '733.pdf', 'fileid': 460549, 'mime_type': 'application/pdf', 'filesize': 853913, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/460549', 'objectid': 163284}], 'main': '733.pdf', 'docid': 163284, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163284', 'format': 'text', 'pos': 1}]",,318,disk0/00/04/16/34,,Jurnal Sumbangsih,"[{'name': {'given': 'Maya Shafira', 'lineage': None, 'family': 'Maya Shafira', 'honourific': None}, 'id': 'mayashafira@fh.unila.ac.id'}]",,,,,,,,,,,
52,,,['K1'],,archive,,,41613,,pub,PUSAKA MEDIA Anggota IKAPI,2022-05-13 07:07:10,2022-05-13 07:07:10,1970-01-01 00:00:00.000002021,,,['FH2'],Perlindungan Hukum terhadap Anak yang Berkonflik dengan Hukum di dalam Sistem Peradilan Pidana Anak di Indonesia pada Masa Pandemi Covid-19 dalam Buku Sistem Peradilan Pidana Anak,,,book_section,7,,show,Perlindungan Hukum terhadap Anak yang Berkonflik dengan Hukum di dalam Sistem Peradilan Pidana Anak di Indonesia pada Masa Pandemi Covid-19 dalam Buku Sistem Peradilan Pidana Anak,2022-05-13 07:07:10,,public,http://repository.lppm.unila.ac.id/id/eprint/41613,FALSE,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 41613, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163269', 'rev_number': 1, 'docid': 163269, 'main': 'Perlindungan.pdf', 'files': [{'objectid': 163269, 'uri': 'http://repository.lppm.unila.ac.id/id/file/460448', 'datasetid': 'document', 'filesize': 1950465, 'mime_type': 'application/pdf', 'fileid': 460448, 'hash': '9279dcf1899f65644ca72ba46f39d866', 'filename': 'Perlindungan.pdf', 'hash_type': 'MD5', 'mtime': '2022-05-13 01:45:02'}]}]",,318,disk0/00/04/16/13,,,"[{'id': 'mayashafira@fh.unila.ac.id', 'name': {'given': 'Maya Shafira', 'lineage': None, 'honourific': None, 'family': 'Maya Shafira'}}, {'id': 'rini.fathonah@fh.unila.ac.id', 'name': {'honourific': None, 'family': 'Rini Fathonah', 'lineage': None, 'given': 'RF'}}]",,,,,,,,,,,
53,,,['K1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,archive,,,32017,,pub,Fakultas Hukum Unila,2021-06-04 07:13:07,2021-06-04 07:13:07,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,The Reconstruction Of The Criminal Justice System For Addressing Corruption Crime In The Framework Of Supporting National Development,2021-06-04 07:13:07,,public,http://repository.lppm.unila.ac.id/id/eprint/32017,FALSE,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 32017, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/145069', 'rev_number': 1, 'main': 'Review The Reconstruction.pdf', 'docid': 145069, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/378936', 'objectid': 145069, 'hash_type': 'MD5', 'mtime': '2021-06-04 03:10:49', 'filename': 'Review The Reconstruction.pdf', 'hash': 'be4e4c607a75a51da1b55b9554c69907', 'fileid': 378936, 'mime_type': 'application/pdf', 'filesize': 400921, 'datasetid': 'document'}]}]",,1233,disk0/00/03/20/17,,Jurnal Cepalo,"[{'name': {'family': 'Nenny Dwi Ariani', 'honourific': None, 'lineage': None, 'given': 'nennydwiariani@gmail.com'}}]",,,,,,,,,,,
54,European Union Digital Library,https://eudl.eu/doi/10.4108/eai.5-8-2019.2308620,['K1'],"This study aims to investigate the urgency of organizational restructuring of regional apparatus in regard to spatial planning and the authority of Land and Spatial Planning Agency of Sleman Regency, Yogyakarta. The study employed a doctrinal approach. The results of the study suggest that the urgency of organizational
restructuring of regional apparatus in Sleman Regency is for the effectiveness of the implementation of spatial planning. The authority of Land and Spatial Planning Agency of Sleman Regency is not limited to the spatial planning of the Sultanate Land and Regency Land.",archive,"['I-COFFEES 2019, 5-6 August 2019, Bandar Lampung, Lampung, Indonesia']",published,32652,,pub,EAI,2021-06-17 08:05:32,2021-06-17 08:05:32,2021-06-08 00:00:00.000000000,2.0,940.0,['FH2'],,,,monograph,8,,show,"Organizational Restructuring of Regional Apparatus of Sleman Regency, Yogyakarta, Regarding Spatial Planning",2021-06-17 08:05:32,,public,http://repository.lppm.unila.ac.id/id/eprint/32652,,"[{'main': 'Organizational Restructuring.pdf', 'docid': 148338, 'files': [{'filesize': 158282, 'datasetid': 'document', 'mtime': '2021-06-17 07:54:52', 'hash_type': 'MD5', 'hash': 'e579f4fdbe2b6d0a72074860b87d36f5', 'filename': 'Organizational Restructuring.pdf', 'fileid': 386333, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/386333', 'objectid': 148338}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/148338', 'rev_number': 1, 'eprintid': 32652, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",,940,disk0/00/03/26/52,['FH Unila'],,"[{'name': {'lineage': None, 'family': 'Pradipta', 'honourific': None, 'given': 'Wijonugroho'}, 'id': None}, {'id': 'fxsmj.unila@gmail.com', 'name': {'honourific': None, 'family': 'Sumarja', 'lineage': None, 'given': 'FX'}}]",,,,,[{'url': 'http://repository.lppm.unila.ac.id/'}],"['Magister Hukum Unila', 'FH Unila']",Fakultas Hukum,Universitas Lampung,discussion_paper,,
55,,,['K1'],,archive,,,43010,,pub,JLERI,2022-07-06 07:41:37,2022-07-06 07:41:37,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,The Corruption In Indonesia: The Importance Of Asset Recovery In Restoring State Finances,2022-07-06 07:41:37,,public,http://repository.lppm.unila.ac.id/id/eprint/43010,FALSE,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/470785', 'objectid': 164864, 'filesize': 341900, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-07-06 06:57:25', 'filename': 'THE CORRUPTION IN INDONESIA.pdf', 'hash': '587c1f1246b0b5a03aad41acd44b43f0', 'fileid': 470785, 'mime_type': 'application/pdf'}], 'docid': 164864, 'main': 'THE CORRUPTION IN INDONESIA.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164864', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 43010, 'language': 'en', 'mime_type': 'application/pdf'}]",,188,disk0/00/04/30/10,,"Journal of Legal, Ethical and Regulatory Issues","[{'name': {'lineage': None, 'family': 'Rinaldy Amrullah', 'honourific': None, 'given': 'Rinaldy Amrullah'}}]",,,,,,,,,,,
56,,,['K1'],,archive,,,43012,,pub,IJE,2022-07-06 07:41:40,2022-07-06 07:41:40,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,"GRATIFICATION; CORRUPTION, REGIONAL LEADER, AND STATE FINANCIAL LOSS",2022-07-06 07:41:40,,public,http://repository.lppm.unila.ac.id/id/eprint/43012,FALSE,"[{'docid': 164866, 'main': 'Gratification.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/470797', 'objectid': 164866, 'filesize': 468911, 'datasetid': 'document', 'hash': '85747c0745537f96e785f9b29b55527b', 'filename': 'Gratification.pdf', 'hash_type': 'MD5', 'mtime': '2022-07-06 07:08:22', 'mime_type': 'application/pdf', 'fileid': 470797}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164866', 'rev_number': 1, 'eprintid': 43012, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",,188,disk0/00/04/30/12,,International Journal of Entrepreneurship,"[{'name': {'lineage': None, 'family': 'Rinaldy Amrullah', 'honourific': None, 'given': 'Rinaldy Amrullah'}}]",,,,,,,,,,,
57,,,['K1'],Hasil Check Similarity,archive,,,43110,,pub,IJE,2022-07-08 03:56:38,2022-07-08 03:56:38,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,"Gratification; Corruption, Regional Leader, And State Financial Loss",2022-07-08 03:56:38,,public,http://repository.lppm.unila.ac.id/id/eprint/43110,FALSE,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 43110, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164968', 'rev_number': 1, 'main': 'GRATIFICATION.pdf', 'docid': 164968, 'files': [{'objectid': 164968, 'uri': 'http://repository.lppm.unila.ac.id/id/file/471596', 'fileid': 471596, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-07-08 02:29:38', 'hash': 'd958269d22dac815772d3e2baaa2546a', 'filename': 'GRATIFICATION.pdf', 'datasetid': 'document', 'filesize': 2420128}]}]",,188,disk0/00/04/31/10,,International Journal of Entrepreneurship,"[{'name': {'lineage': None, 'family': 'Rinaldy Amrullah', 'honourific': None, 'given': 'Rinaldy Amrullah'}}]",,,,,,,,,,,
58,,,['K1'],,archive,,,43011,,pub,JASSP,2022-07-06 07:41:39,2022-07-06 07:41:39,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,Micro Small-Level Enterprises (MSES) and Cooperatives in Presidential Regulation Number 12 of 2021,2022-07-06 07:41:39,,public,http://repository.lppm.unila.ac.id/id/eprint/43011,FALSE,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164865', 'main': 'Micro Small-Level Enterprises (MSES) and Cooperatives in Presidential Regulation Number 12 of 2021.pdf', 'docid': 164865, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/470791', 'objectid': 164865, 'filesize': 387132, 'datasetid': 'document', 'hash': '1c6d3a635c35844286f29e63cb94fbf6', 'filename': 'Micro Small-Level Enterprises (MSES) and Cooperatives in Presidential Regulation Number 12 of 2021.pdf', 'mtime': '2022-07-06 07:01:03', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 470791}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 43011, 'security': 'public', 'placement': 1}]",,188,disk0/00/04/30/11,,Journla of Advance in Social Sciences and Policy,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Rinaldy Amrullah', 'given': 'Rinaldy Amrullah'}}]",,,,,,,,,,,
59,,,['K1'],Hasil Check Similarity,archive,,,43109,,pub,JASSP,2022-07-08 03:56:37,2022-07-08 03:56:37,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,Micro Small-Level Enterprises (MSES) and Cooperatives in Presidential Regulation Number 12 of 2021,2022-07-08 03:56:37,,public,http://repository.lppm.unila.ac.id/id/eprint/43109,FALSE,"[{'eprintid': 43109, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 164967, 'main': 'Micro Small-Level Enterprises (MSES).pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/471590', 'objectid': 164967, 'hash_type': 'MD5', 'mtime': '2022-07-08 02:27:26', 'filename': 'Micro Small-Level Enterprises (MSES).pdf', 'hash': 'ecc664b26b23c828a6edffb6ac779762', 'fileid': 471590, 'mime_type': 'application/pdf', 'filesize': 3068140, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164967'}]",,188,disk0/00/04/31/09,,Journla of Advance in Social Sciences and Policy,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Rinaldy Amrullah', 'given': 'Rinaldy Amrullah'}}]",,,,,,,,,,,
60,,,['K1'],,archive,,,43023,,pub,LPPM UNILA,2022-07-06 07:41:59,2022-07-06 07:41:59,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,Pembangunan Zona Integritas Menuju Wilayah Bebas Korupsi Dan Bebas Melayani Di Desa Batang Hari Ogan Lampung,2022-07-06 07:41:59,,public,http://repository.lppm.unila.ac.id/id/eprint/43023,FALSE,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 43023, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164877', 'docid': 164877, 'main': 'Jurnal Pengabdian Sakai sambayan.pdf', 'files': [{'fileid': 470866, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-07-06 07:31:07', 'hash': '401aa3678c3c8f30ab567562f9ac5028', 'filename': 'Jurnal Pengabdian Sakai sambayan.pdf', 'datasetid': 'document', 'filesize': 187400, 'objectid': 164877, 'uri': 'http://repository.lppm.unila.ac.id/id/file/470866'}]}]",,188,disk0/00/04/30/23,,SAKAI SAMBAYAN — Jurnal Pengabdian kepada Masyarakat,"[{'name': {'given': 'Rinaldy Amrullah', 'lineage': None, 'honourific': None, 'family': 'Rinaldy Amrullah'}}]",,,,,,,,,,,
61,,,['K1'],,archive,,,34510,,pub,Magister Hukum Universitas Bandar Lampung,2021-10-12 04:39:44,2021-10-12 04:39:44,1970-01-01 00:00:00.000002021,,,['FH2'],,,,article,6,,show,Lampung Provincial Government Synergy And Bnn In P4gn Program,2021-10-12 04:39:44,,public,http://repository.lppm.unila.ac.id/id/eprint/34510,FALSE,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155032', 'docid': 155032, 'main': '254-Article Text-561-1-10-20211005.pdf', 'files': [{'objectid': 155032, 'uri': 'http://repository.lppm.unila.ac.id/id/file/405906', 'mime_type': 'application/pdf', 'fileid': 405906, 'filename': '254-Article Text-561-1-10-20211005.pdf', 'hash': '2e5da48560453ab71994a07c5310065a', 'hash_type': 'MD5', 'mtime': '2021-10-12 02:53:39', 'datasetid': 'document', 'filesize': 1176699}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 34510, 'security': 'public', 'placement': 1}]",,1231,disk0/00/03/45/10,,PRANATA HUKUM,"[{'name': {'given': 'qqgadis@gmail.com', 'honourific': None, 'family': 'Sri Riski', 'lineage': None}}]",,,,,,,,,,,
62,,,['K1'],"Musibah virus corona baik sadar maupun tidak sadar memaksa tiap insan di bumi Indonesia melaksanakan nilai-nilai Pancasila, meskipun oleh sebagian orang dianggap tidak cocok dengan kepribadian dan kepercayaannya. Ditambah lagi ada sikap beberapa warga untuk menolak vaksinasi, sekalipun ia (tenaga kesehatan) yang mengerti arti vaksinasi. Padahal pemerintah telah mengantisipasi jika terjadi kejadian ikutan pasca-vaksinasi yang membutuhkan pengobatan dan perawatan medis. Hal ini belum pernah terjadi selama pemerintah Indonesia melakukan berbagai vaksinasi dalam menanggulangi berbagai macam penyakit, seperti: cacar, hipatitis B, polio, campak, BCG, DTP, pneumokokus, rotavirus, influenza, dsb",archive,['Konferensi Studi Loka dan Konferensi Cabang ke XVIII GMKI Cabang Bandar Lampung'],,30225,,unpub,,2021-05-20 01:21:23,2021-05-20 01:21:23,2021-02-25 00:00:00.000000000,,940.0,['FH2'],,,,article,7,,show,"MEMBANGUN RESELIENSI SOSIAL BUDAYA MASYARAKAT 
PASCA VAKSINASI",2021-05-20 01:21:23,,public,http://repository.lppm.unila.ac.id/id/eprint/30225,FALSE,"[{'eprintid': 30225, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 135825, 'main': 'MEMBANGUN RESELIENSI SOSIAL BUDAYA MASYARAKAT PASCA VAKSINASI.pdf', 'files': [{'hash': '1c979cee00ed6b557420a9710a3a67b6', 'filename': 'MEMBANGUN RESELIENSI SOSIAL BUDAYA MASYARAKAT PASCA VAKSINASI.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-19 09:33:42', 'mime_type': 'application/pdf', 'fileid': 358319, 'filesize': 398973, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/358319', 'objectid': 135825}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/135825'}]",,940,disk0/00/03/02/25,['Warek III Unila'],---,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Sumarja', 'given': 'FX'}}]",,,,,,['FH Unila'],,,,,
