,type,divisions,creators,dir,lastmod,userid,datestamp,documents,publisher,ispublished,full_text_status,uri,eprintid,eprint_status,status_changed,abstract,subjects,title,metadata_visibility,rev_number,corp_creators,refereed,issn,publication,contact_email,official_url,date_type,volume,number,contributors,pagerange,pres_type,event_dates,event_type,event_title,event_location,book_title,pages,related_url,place_of_pub,isbn,id_number,editors,succeeds,series,note,monograph_type
112,other,['FEB4'],"[{'name': {'honourific': None, 'family': 'Suhendro', 'lineage': None, 'given': 'Saring'}, 'id': 'saring.suhendro@feb.unila.ac.id.'}]",disk0/00/03/99/13,2022-03-08 01:04:30,455,2022-03-08 01:04:30,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161195', 'main': 'HASIL REVIEW PROSIDING.pdf', 'docid': 161195, 'files': [{'objectid': 161195, 'uri': 'http://repository.lppm.unila.ac.id/id/file/446911', 'datasetid': 'document', 'filesize': 278499, 'fileid': 446911, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-07 15:39:31', 'filename': 'HASIL REVIEW PROSIDING.pdf', 'hash': 'c84a788cf374be1a39acbb3067d3816e'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 39913, 'security': 'public', 'placement': 1}]",Ikatan Akuntan Indonesia Kompartemen Akuntan Pendidik Riau,pub,public,http://repository.lppm.unila.ac.id/id/eprint/39913,39913,archive,2022-03-08 01:04:30,,['H1'],Anticedent Perceived Usefulness Pengambilan Keputusan,show,7,,,,,,,published,,,,,,,,,,,,,,,,,,,hasil reviuwer,
113,other,['FEB4'],"[{'id': 'saring.suhendro@feb.unila.ac.id.', 'name': {'lineage': None, 'family': 'Suhendro', 'honourific': None, 'given': 'Saring'}}]",disk0/00/03/99/14,2022-03-08 01:04:32,455,2022-03-08 01:04:32,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 39914, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161196', 'docid': 161196, 'main': 'HASSIL REV MONOFRAF.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-03-07 15:43:29', 'hash': 'aad5c0df2612902ade4d3c72efc387d5', 'filename': 'HASSIL REV MONOFRAF.pdf', 'fileid': 446918, 'mime_type': 'application/pdf', 'filesize': 292818, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/446918', 'objectid': 161196}]}]",PT. Nasya Expanding Management,pub,public,http://repository.lppm.unila.ac.id/id/eprint/39914,39914,archive,2022-03-08 01:04:32,,['H1'],Hubungan Partisipasi Penyusunan Anggaran dan Budgetary Slack pada Anggaran Pendapatan dan Belanja Daerah dengan Tekanan Sosial sebagai Pemoderasi,show,7,,,,,,,published,,,,,,,,,,,,,,,,,,,hasil reviewer,
114,other,['FEB4'],"[{'id': 'saring.suhendro@feb.unila.ac.id.', 'name': {'given': 'Saring', 'lineage': None, 'honourific': None, 'family': 'Suhendro'}}]",disk0/00/03/99/15,2022-03-08 01:04:34,455,2022-03-08 01:04:34,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161197', 'rev_number': 1, 'docid': 161197, 'main': 'PENGESAHAN MONOGRAF.pdf', 'files': [{'datasetid': 'document', 'filesize': 1087065, 'fileid': 446925, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-07 15:47:15', 'hash': 'f96ab94cc170bac6ac27c03ecbdead19', 'filename': 'PENGESAHAN MONOGRAF.pdf', 'objectid': 161197, 'uri': 'http://repository.lppm.unila.ac.id/id/file/446925'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 39915, 'placement': 1, 'security': 'public'}]",PT. Nasya Expanding Management,pub,public,http://repository.lppm.unila.ac.id/id/eprint/39915,39915,archive,2022-03-08 01:04:34,,['H1'],Hubungan Partisipasi Penyusunan Anggaran dan Budgetary Slack pada Anggaran Pendapatan dan Belanja Daerah dengan Tekanan Sosial sebagai Pemoderasi,show,7,,,,,,,published,,,,,,,,,,,,,,,,,,,hal pengesahan,
115,other,['FEB4'],"[{'name': {'given': 'Saring', 'family': 'Suhendro', 'honourific': None, 'lineage': None}, 'id': 'saring.suhendro@feb.unila.ac.id.'}]",disk0/00/04/48/14,2022-09-07 01:27:26,455,2022-09-07 01:27:26,"[{'placement': 1, 'security': 'public', 'eprintid': 44814, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/483789', 'objectid': 166710, 'hash_type': 'MD5', 'mtime': '2022-09-06 08:47:43', 'filename': 'HASIL SIMILARITY UMN.pdf', 'hash': '8ba417d3d5f88c2f90809bc87ccebebc', 'fileid': 483789, 'mime_type': 'application/pdf', 'filesize': 670094, 'datasetid': 'document'}], 'main': 'HASIL SIMILARITY UMN.pdf', 'docid': 166710, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166710', 'pos': 1, 'format': 'text'}]",Jurnal Ilmu Akuntansi: ULTIMA ACCOUNTING,pub,public,http://repository.lppm.unila.ac.id/id/eprint/44814,44814,archive,2022-09-07 01:27:26,"Abstract— This study focuses on the effect of good university governance and internal control systems on higher education performance. This research is a quantitative research using path analysis. The population in this study were all Muhammadiyah higher education in Indonesia. And as for the research sample, the entire population consists of 154 universities throughout Indonesia. The results of this study are good university governance has a positive and significant influence on the performance of Muhammadiyah higher education, while the internal control system has a positive but not significant effect on the performance of Muhammadiyah higher education. This research is expected to provide benefits for Muhammadiyah universities and other universities in improving performance related to good university governance and internal control systems. In the development of science, especially the discussion on the performance of higher education institutions, the results of this study are expected to be a reference for future research related to good university governance and internal control systems and to contribute to conducting research at Muhammadiyah universities with indicators of 9 criteria accreditation that has not been carried out in previous research which can further provide an overview of the performance of Muhammadiyah higher education in Indonesia.",['H1'],Pengaruh Good University Governance dan Sistem Pengendalian Internal Terhadap Kinerja Perguruan Tinggi Muhammadyah di Indonesia,show,7,,,,,,https://doi.org/10.31937/akuntansi.v14i1.2635,published,,,,,,,,,,,,,,,,,,,,
116,other,['FEB4'],"[{'id': 'ade.widiyanti@feb.unila.ac.id', 'name': {'family': 'Widiyanti', 'honourific': None, 'lineage': None, 'given': 'Ade'}}]",disk0_bak/00/04/82/30,2023-02-01 01:43:50,257,2023-02-01 01:43:50,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 48230, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187497', 'rev_number': 1, 'main': 'peer review analisis faktor tepat waktu pemda.pdf', 'docid': 187497, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/527036', 'objectid': 187497, 'filesize': 987831, 'datasetid': 'document', 'hash': 'd1f9481c628963289a1c16561e130e7d', 'filename': 'peer review analisis faktor tepat waktu pemda.pdf', 'mtime': '2023-01-31 12:00:32', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 527036}]}]",CV. Syntax Corporation,pub,public,http://repository.lppm.unila.ac.id/id/eprint/48230,48230,archive,2023-02-01 01:43:50,-,['H1'],Hasil review Analisis Faktor-Faktor    Yang    Mempengaruhi    Ketepatan Waktu Pelaporan Keuangan Pemerintah Daerah,show,7,,,,,,https://jurnalsyntaxadmiration.com/index.php/jurnal/article/view/395/663,published,,,,,,,,,,,,,,,,,,,,
117,conference_item,['FEB4'],"[{'id': 'adew93@yahoo.com', 'name': {'given': 'Ade', 'family': 'Widiyanti', 'honourific': None, 'lineage': None}}, {'name': {'given': 'R. Weddie', 'honourific': None, 'family': 'Andriyanto', 'lineage': None}, 'id': None}, {'name': {'family': 'Saring', 'honourific': None, 'lineage': None, 'given': 'Suhendro'}, 'id': None}, {'name': {'honourific': None, 'family': 'Metalia', 'lineage': None, 'given': 'Mega'}, 'id': 'mega.metalia@feb.unila.ac.id'}, {'id': 'sariindahoktanti@yahoo.co.id', 'name': {'honourific': None, 'family': 'Sembiring', 'lineage': None, 'given': 'Sari Indah Oktanti'}}]",disk0/00/03/56/11,2021-11-09 01:16:29,2814,2021-11-09 01:16:29,"[{'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 35611, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156506', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 50577, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 414550, 'filename': 'Reviewed_AKPB022.docx', 'hash': 'a116c88db83c31c004d83e7a3f3a810e', 'mtime': '2021-11-09 01:02:47', 'hash_type': 'MD5', 'objectid': 156506, 'uri': 'http://repository.lppm.unila.ac.id/id/file/414550'}], 'main': 'Reviewed_AKPB022.docx', 'docid': 156506}]",,submitted,public,http://repository.lppm.unila.ac.id/id/eprint/35611,35611,archive,2021-11-09 01:16:29,"The preparation of regional budgets is influenced by many factors, so the decision making must be careful and thorough and supported by adequate data sources. However, human resources also have limitations in storing and remembering the data needed in making budgetary decisions. The preparation of government financial statements currently uses the accrual basis, so that more and more data will be available. Information technology support can reduce the gap between the capabilities of human resources and the demands of budget decisions.This study aims to examine the influence of information technology support to perceived usefulness in decision making and its implications to the quality of the implementation of accrual accounting. The object of this research is the Government of Lampung Province. Research method used survey method, descriptive and verification and conducted in 54 of Lampung Provincial Government SKPD. The data data collected through questionnaires and were tested by Structural Equation Model (SEM) using LISREL analysistools.The result finds that: information technology support has positive effect to perceived usefulnessin decision making qualityand information technology support has positive effect to the implementation of accrualaccounting through perceived usefulnessin decision making quality.",['HF5601'],Antecedents Percieved Usefulness Pengambilan Keputusan,show,8,,TRUE,,,,,,,,,,paper,,conference,KONRA RIAU 2,,,,,,,,,,,,
118,article,['FEB4'],"[{'id': 'yuliansyah@feb.unila.ac.id', 'name': {'given': 'Yuliansyah', 'lineage': None, 'honourific': None, 'family': 'Yuliansyah'}}]",disk0/00/01/42/32,2019-09-17 02:25:15,608,2019-09-17 02:25:15,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27290', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/123589', 'objectid': 27290, 'filesize': 5357474, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-09-16 04:49:57', 'hash': '28d2676e6d228b38d24fe24def107225', 'filename': '10_ATTRIBUTES INFLUENCING STRATEGIC ALIGNMENT IN THE SERVICE SECTOR_ AN INDONESIAN BANKING SECTOR CASE STUDY.pdf', 'fileid': 123589, 'mime_type': 'application/pdf'}], 'docid': 27290, 'main': '10_ATTRIBUTES INFLUENCING STRATEGIC ALIGNMENT IN THE SERVICE SECTOR_ AN INDONESIAN BANKING SECTOR CASE STUDY.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 14232}]",,pub,public,http://repository.lppm.unila.ac.id/id/eprint/14232,14232,archive,2019-09-17 02:25:15,Similarity,['HF5601'],Attributes influencing strategic alignment in the service sector: an indonesian banking sector case study,show,6,,TRUE,,"International Journal of Business, Economics and Management",,,,,,,,,,,,,,,,,,,,,,,
119,article,['FEB4'],"[{'name': {'given': 'Yuliansyah', 'family': 'Yuliansyah', 'honourific': None, 'lineage': None}, 'id': 'yuliansyah@feb.unila.ac.id'}]",disk0/00/01/42/34,2019-09-17 02:26:51,608,2019-09-17 02:26:51,"[{'files': [{'filename': '4_BUDGETARY PARTICIPATION and Performance.pdf', 'hash': 'f56f1f0466b381cbd825804f17854be3', 'mtime': '2019-09-16 04:57:48', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 123601, 'filesize': 5003631, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/123601', 'objectid': 27292}], 'docid': 27292, 'main': '4_BUDGETARY PARTICIPATION and Performance.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/27292', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 14234, 'language': 'en', 'mime_type': 'application/pdf'}]",,pub,public,http://repository.lppm.unila.ac.id/id/eprint/14234,14234,archive,2019-09-17 02:26:51,Similary,['HF5601'],Budgetary Participation And Its Impact On Individual Performance,show,6,,TRUE,,Tourism and Hospitality Management journal,,,,,,,,,,,,,,,,,,,,,,,
120,article,['FEB4'],"[{'id': 'yuliansyah@feb.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Yuliansyah', 'given': 'Yuliansyah'}}]",disk0/00/01/44/94,2019-10-09 02:15:53,608,2019-10-09 02:15:53,"[{'files': [{'filesize': 561001, 'datasetid': 'document', 'hash': '4a86f9a6558b34896b42fbbf091042e1', 'filename': '4_Budgetary Participation and its impact n individual performance.pdf', 'mtime': '2019-10-08 12:00:19', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 125623, 'uri': 'http://repository.lppm.unila.ac.id/id/file/125623', 'objectid': 27574}], 'docid': 27574, 'main': '4_Budgetary Participation and its impact n individual performance.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/27574', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 14494, 'language': 'en', 'mime_type': 'application/pdf'}]",,pub,public,http://repository.lppm.unila.ac.id/id/eprint/14494,14494,archive,2019-10-09 02:15:53,,['HF5601'],Budgetary Participation and Its Impact on Individual Performance,show,6,,TRUE,1847-3377,Tourism and Hospitality Management journal,,,,,,,,,,,,,,,,,,,,,,,
121,article,['FEB4'],"[{'name': {'lineage': None, 'family': 'Yuliansyah', 'honourific': None, 'given': 'Yuliansyah'}, 'id': 'yuliansyah@feb.unila.ac.id'}]",disk0/00/01/42/35,2019-09-17 02:27:28,608,2019-09-17 02:27:28,"[{'eprintid': 14235, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 27293, 'main': '5_Enhancing the task performance of bank employees_ relevance of trust, self-efficacy, and budget participation.pdf', 'files': [{'filesize': 6832178, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-09-16 05:02:30', 'filename': '5_Enhancing the task performance of bank employees_ relevance of trust, self-efficacy, and budget participation.pdf', 'hash': '1b4e191db9198abfdf475218f19869b5', 'fileid': 123607, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/123607', 'objectid': 27293}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27293'}]",,pub,public,http://repository.lppm.unila.ac.id/id/eprint/14235,14235,archive,2019-09-17 02:27:28,Similarity,['HF5601'],"Enhancing Task Performance Of Bank Employees: The Relevance Of Trust, Self-Efficacy And Budget Participation",show,6,,TRUE,,International Journal of Business Excellence,,,,,,,,,,,,,,,,,,,,,,,
122,article,['FEB4'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Yuliansyah', 'given': 'Yuliansyah'}, 'id': 'yuliansyah@feb.unila.ac.id'}]",disk0/00/01/43/27,2019-09-23 03:50:36,608,2019-09-23 03:50:36,"[{'docid': 27383, 'main': '5_Enhancing the task performance of bank employees_ relevance of trust, self-efficacy, and budget participation.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 124313, 'filename': '5_Enhancing the task performance of bank employees_ relevance of trust, self-efficacy, and budget participation.pdf', 'hash': '1b4e191db9198abfdf475218f19869b5', 'mtime': '2019-09-23 02:37:51', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 6832178, 'objectid': 27383, 'uri': 'http://repository.lppm.unila.ac.id/id/file/124313'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27383', 'eprintid': 14327, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",Inderscience,pub,public,http://repository.lppm.unila.ac.id/id/eprint/14327,14327,archive,2019-09-23 03:50:36,"This study investigates the extent to which participation in budgeting leverages task performance through trust and self-efficacy. To achieve the goal of this research, we conducted a survey involving the service industry, particularly among banks listed on the Indonesian stock exchange. We distributed questionnaires to bank employees and received 97 completed and usable responses. We performed SmartPLS statistical analysis and determined that the participation in the budgeting process, directly and indirectly, leverage task performance through self-efficacy. The result indicates that self-efficacy mediates between budget participation and task performance. However, trust does not stimulate the relationship between the two processes. This research contributes to the field of management accounting for the service sector and low-level employees.",['HF5601'],"Enhancing Task Performance Of Bank Employees: The Relevance Of Trust, Self-Efficacy And Budget Participation",show,6,,TRUE,1756-0047,International Journal of Business Excellence,,,,17.0,4,,,,,,,,,,,,,,,,,,
123,article,['FEB4'],"[{'id': 'yuliansyah@feb.unila.ac.id', 'name': {'family': 'Yuliansyah', 'honourific': None, 'lineage': None, 'given': 'Yuliansyah'}}]",disk0/00/01/44/46,2019-10-04 08:17:19,608,2019-10-04 08:17:19,"[{'eprintid': 14446, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Enhancing Task Performance (1).pdf', 'docid': 27523, 'files': [{'objectid': 27523, 'uri': 'http://repository.lppm.unila.ac.id/id/file/125225', 'mime_type': 'application/pdf', 'fileid': 125225, 'filename': 'Enhancing Task Performance (1).pdf', 'hash': '9ecc54717ccb916cb0328a857e001578', 'mtime': '2019-10-02 04:51:36', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 5068703}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27523'}]",,pub,public,http://repository.lppm.unila.ac.id/id/eprint/14446,14446,archive,2019-10-04 08:17:19,Peer review,['HF5601'],"Enhancing Task Performance Of Bank Employees: The Relevance Of Trust, Self-Efficacy And Budget Participation",show,6,,TRUE,,International Journal of Business Excellence,,,,,,,,,,,,,,,,,,,,,,,
124,article,['FEB4'],"[{'name': {'given': 'Yuliansyah', 'lineage': None, 'honourific': None, 'family': 'Yuliansyah'}, 'id': 'yuliansyah@feb.unila.ac.id'}]",disk0/00/01/44/95,2019-10-09 02:16:02,608,2019-10-09 02:16:02,"[{'eprintid': 14495, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': '5_Enhancing the task performance of bank employees.pdf', 'docid': 27575, 'files': [{'objectid': 27575, 'uri': 'http://repository.lppm.unila.ac.id/id/file/125629', 'fileid': 125629, 'mime_type': 'application/pdf', 'mtime': '2019-10-08 12:04:37', 'hash_type': 'MD5', 'hash': '219e37720195294462e5010f1d4d5c46', 'filename': '5_Enhancing the task performance of bank employees.pdf', 'datasetid': 'document', 'filesize': 295735}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/27575', 'rev_number': 1}]",,pub,public,http://repository.lppm.unila.ac.id/id/eprint/14495,14495,archive,2019-10-09 02:16:02,,['HF5601'],"Enhancing Task Performance Of Bank Employees: The Relevance Of Trust, Self-Efficacy And Budget Participation",show,6,,TRUE,1756-0047,International Journal of Business Excellence,,,,,,,,,,,,,,,,,,,,,,,
125,article,['FEB4'],"[{'name': {'given': 'Yuliansyah', 'family': 'Yuliansyah', 'honourific': None, 'lineage': None}, 'id': 'yuliansyah@feb.unila.ac.id'}]",disk0/00/01/42/38,2019-09-17 02:27:56,608,2019-09-17 02:27:56,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 14238, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/27297', 'rev_number': 1, 'docid': 27297, 'main': '7_How Managers Use PMS to Induce Behavioural Change in Enhancing Governance.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/123628', 'objectid': 27297, 'filesize': 8210316, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-09-16 06:41:58', 'hash': '033d335927e553e4c4a5a913ecbbb77b', 'filename': '7_How Managers Use PMS to Induce Behavioural Change in Enhancing Governance.pdf', 'fileid': 123628, 'mime_type': 'application/pdf'}]}]",,pub,public,http://repository.lppm.unila.ac.id/id/eprint/14238,14238,archive,2019-09-17 02:27:56,Similarity,['HF5601'],How Managers Use PMS to Induce Behavioural Change in Enhancing Governance,show,6,,TRUE,,Int. Journal of Economics and Management,,,,,,,,,,,,,,,,,,,,,,,
126,article,['FEB4'],"[{'name': {'given': 'Yuliansyah', 'lineage': None, 'family': 'Yuliansyah', 'honourific': None}, 'id': 'yuliansyah@feb.unila.ac.id'}]",disk0/00/01/42/40,2019-09-17 02:28:42,608,2019-09-17 02:28:42,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/27299', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/123642', 'objectid': 27299, 'filesize': 4691860, 'datasetid': 'document', 'filename': '9_STRATEGIC PERFORMANCE MEASURES, INNOVATIVENESS, ENTREPRENEURSHIP, AND STRATEGIC OUTCOMES (1).pdf', 'hash': '4b2ff4aaca43bef5e6784f6f54c90fc2', 'mtime': '2019-09-16 06:57:02', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 123642}], 'main': '9_STRATEGIC PERFORMANCE MEASURES, INNOVATIVENESS, ENTREPRENEURSHIP, AND STRATEGIC OUTCOMES (1).pdf', 'docid': 27299, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 14240}]",,pub,public,http://repository.lppm.unila.ac.id/id/eprint/14240,14240,archive,2019-09-17 02:28:42,Similarity,['HF5601'],"Strategic  Performance  Measure,  Innovativeness, Entrepreneurship,  And  Strategic  Outcomes",show,6,,TRUE,,Jurnal Ilmiah Akuntansi dan Bisnis,,,,,,,,,,,,,,,,,,,,,,,
127,article,['FEB4'],"[{'id': 'yuliansyah@feb.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Yuliansyah', 'given': 'Yuliansyah'}}]",disk0/00/01/42/37,2019-09-17 02:27:42,608,2019-09-17 02:27:42,"[{'eprintid': 14237, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': '6_Strategic performance measurement system, firm capabilities and customer-focused strategy.pdf', 'docid': 27294, 'files': [{'filesize': 8367076, 'datasetid': 'document', 'filename': '6_Strategic performance measurement system, firm capabilities and customer-focused strategy.pdf', 'hash': 'ffc4a697202650d4048b42b50c3f91bd', 'hash_type': 'MD5', 'mtime': '2019-09-16 06:37:09', 'mime_type': 'application/pdf', 'fileid': 123614, 'uri': 'http://repository.lppm.unila.ac.id/id/file/123614', 'objectid': 27294}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27294'}]",,pub,public,http://repository.lppm.unila.ac.id/id/eprint/14237,14237,archive,2019-09-17 02:27:42,Similarity,['HF5601'],"Strategic performance
measurement system,
ﬁrm capabilities and
customer-focused strategy",show,6,,TRUE,,Paciﬁc Accounting Review,,,,,,,,,,,,,,,,,,,,,,,
128,article,['FEB4'],"[{'id': 'yuliansyah@feb.unila.ac.id', 'name': {'honourific': None, 'family': 'Yuliansyah', 'lineage': None, 'given': 'Yuliansyah'}}]",disk0/00/01/44/45,2019-10-04 08:17:09,608,2019-10-04 08:17:09,"[{'docid': 27522, 'main': 'Strategic Performance Measurement System-min.pdf', 'files': [{'fileid': 125219, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-10-02 04:42:53', 'filename': 'Strategic Performance Measurement System-min.pdf', 'hash': 'c730b7f7da81fd274152f118c0d7b175', 'datasetid': 'document', 'filesize': 597871, 'objectid': 27522, 'uri': 'http://repository.lppm.unila.ac.id/id/file/125219'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27522', 'eprintid': 14445, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",,pub,public,http://repository.lppm.unila.ac.id/id/eprint/14445,14445,archive,2019-10-04 08:17:09,Peer review,['HF5601'],"Strategic performance
measurement system,
ﬁrm capabilities and
customer-focused strategy",show,6,,TRUE,,Pacific Accounting Review,,,,,,,,,,,,,,,,,,,,,,,
129,article,['FEB4'],"[{'name': {'given': 'Yuliansyah', 'lineage': None, 'family': 'Yuliansyah', 'honourific': None}, 'id': 'yuliansyah@feb.unila.ac.id'}]",disk0/00/01/44/97,2019-10-09 02:16:20,608,2019-10-09 02:16:20,"[{'docid': 27577, 'main': '6_Strategic performance measurement system firm capabilities and customer focus strategy.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2019-10-08 12:10:15', 'hash': '2472c731b8d16bd04407092880bfe6b0', 'filename': '6_Strategic performance measurement system firm capabilities and customer focus strategy.pdf', 'fileid': 125641, 'mime_type': 'application/pdf', 'filesize': 410275, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/125641', 'objectid': 27577}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27577', 'rev_number': 1, 'eprintid': 14497, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",,pub,public,http://repository.lppm.unila.ac.id/id/eprint/14497,14497,archive,2019-10-09 02:16:20,,['HF5601'],"Strategic performance
measurement system,
ﬁrm capabilities and
customer-focused strategy",show,6,,TRUE,,Paciﬁc Accounting Review,,,,,,,,,,,,,,,,,,,,,,,
130,article,['FEB4'],"[{'id': 'yuliansyah@feb.unila.ac.id', 'name': {'lineage': None, 'family': 'Yuliansyah', 'honourific': None, 'given': 'Yuliansyah'}}]",disk0/00/01/42/39,2019-09-17 02:28:24,608,2019-09-17 02:28:24,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 14239, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27298', 'main': '8_The implementation of accrual basis accounting by Indonesia’s local governments.pdf', 'docid': 27298, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/123630', 'objectid': 27298, 'filesize': 5837607, 'datasetid': 'document', 'mtime': '2019-09-16 06:42:10', 'hash_type': 'MD5', 'hash': '6104b1f3f820ed142f37112fe1055b61', 'filename': '8_The implementation of accrual basis accounting by Indonesia’s local governments.pdf', 'fileid': 123630, 'mime_type': 'application/pdf'}]}]",,pub,public,http://repository.lppm.unila.ac.id/id/eprint/14239,14239,archive,2019-09-17 02:28:24,Similarity,['HF5601'],"The implementation of accrual basis accounting by
Indonesia’s local governments",show,6,,TRUE,,International Review of Public Administration,,,,,,,,,,,,,,,,,,,,,,,
