,title,rev_number,metadata_visibility,eprint_status,status_changed,subjects,abstract,eprintid,ispublished,documents,publisher,full_text_status,uri,userid,lastmod,datestamp,creators,dir,date,type,divisions,succeeds,place_of_pub,date_type,pagerange,refereed,number,contributors,publication,issn,related_url,volume,official_url,pages,monograph_type,institution,department,corp_creators,id_number,isbn,book_title,keywords,pres_type,event_location,event_title,event_type,event_dates,contact_email,patent_applicant
105,"PENDAPATAN, NILAI TAMBAH, DAN PEMASARAN AGROINDUSTRI TAHU HOUSE OF TOFU DI KOTA BANDAR LAMPUNG",12,show,archive,2022-01-17 01:32:47,['S1'],"This study aims to analyze income, added value of tofu soybeans, tofu product marketing channels, and marketing margins. The research method used is the case study method in the Agroindustrial House of Tofu, Way Halim Permai Village, Way Halim District, Bandar Lampung City. The location of the research was determined deliberately with the consideration that Way Halim District is the center of tofu agroindustry in Bandar Lampung City and House of Tofu Agroindustry with the highest production in Way Halim Regency. This research was conducted in January - March 2020. The data analysis method used in this research was qualitative and quantitative descriptive analysis. The results showed that the income of producing each tofu product was profitable because R/C > 1 and the agroindustry had positive added value. The marketing channel consists of three channels. The market share for all types of tofu in the marketing process of the House of Tofu Agroindustry is more than 50%.

Key words : agroindustry, income, marketing, production, tofu.",37914,pub,"[{'content': 'published', 'language': 'id', 'mime_type': 'application/xml', 'security': 'public', 'placement': 1, 'eprintid': 37914, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158852', 'rev_number': 4, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/431447', 'objectid': 158852, 'filename': 5321, 'hash': '67c29eafef2c8c8a3ba6b89e4cadb5cf', 'mtime': '2022-01-15 07:55:14', 'hash_type': 'MD5', 'mime_type': 'application/xml', 'fileid': 431447, 'filesize': 21619, 'datasetid': 'document'}], 'main': 5321, 'docid': 158852}]",Jurusan Agribisnis Fakultas Pertanian Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/37914,938,2022-01-17 01:32:47,2022-01-17 01:32:47,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Syafitri', 'given': 'Anis Hasna'}, 'id': None}, {'id': 'yaktiworo.indriani@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Indriani', 'lineage': None, 'given': 'Yaktiworo'}}, {'id': 'Wan_abbas@yahoo.com', 'name': {'given': 'Wan Abbas', 'family': 'Zakaria', 'honourific': None, 'lineage': None}}]",disk0/00/03/79/14,2021-08-31 00:00:00.000000000,article,['FP1'],,,published,394-401,TRUE,3,,"Jurnal Ilmu Ilmu Agribisnis: Journal of Agribusiness Science,",26204177,"[{'url': 'https://agb.fp.unila.ac.id/', 'type': 'pub'}]",9.0,https://jurnal.fp.unila.ac.id/index.php/JIA/index,,,,,,http://dx.doi.org/10.23960/jiia.v9i3.5321,,,,,,,,,,
106,"PENGARUH PROGRAM UPAYA KHUSUS TERHADAP PRODUKTIVITAS, BIAYA POKOK DAN PENDAPATAN USAHATANI JAGUNG DI KABUPATEN LAMPUNG SELATAN",6,show,archive,2021-11-13 10:10:04,['H1'],"Abstract

In 2014 corn production in Indonesia has not been able to meet its needs. Therefore, since 2015, the Government of Indonesia has launched a Special Effort Program (Upsus) to increase corn production through increasing its productivity and planting area. This study aims to determine the effects of Upsus program on productivity, standard costs, and income of corn farming in South Lampung Regency. The model used is multiple regression with productivity, standard cost, and income as the dependent variables, and Upsus and other control variables in the form of dummy variables as the independent variables. Data are the corn farming data in the rainy season (MH) and dry season (MK) during non-Upsus (2013/2014) and Upsus (2017/2018). The data were obtained from interviews with 32 respondents of corn farmers in Ketapang and Tanjung Bintang Districts. The results showed that the Upsus program had a statistically significant effects on increasing productivity, decreasing standard cost, and increasing corn farm income with 1% of the significance level.  Its productivity increased from 4.89 tons / ha to 5.37 tons / ha or an increase of  9.81%. Its standard cost decreased from IDR1,282/kg to IDR1,016/kg or a decrease of 20.67%. Its income increased from IDR 6.11 million/ha to IDR 8.39million /ha or an increase of 37.22%.",36628,pub,"[{'files': [{'filesize': 236394, 'datasetid': 'document', 'hash': 'bc5b824db2bed0e599da8b51b221f024', 'filename': '4963-13534-1-PB.pdf', 'hash_type': 'MD5', 'mtime': '2021-11-13 06:13:40', 'mime_type': 'application/pdf', 'fileid': 422079, 'uri': 'http://repository.lppm.unila.ac.id/id/file/422079', 'objectid': 157543}], 'docid': 157543, 'main': '4963-13534-1-PB.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/157543', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 36628, 'mime_type': 'application/pdf', 'language': 'en'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/36628,543,2021-11-13 10:10:04,2021-11-13 10:10:04,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Syarinia', 'given': 'Febriantika Agung'}}, {'name': {'given': 'Agus', 'family': 'Hudoyo', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Achdiansyah', 'family': 'Soelaiman', 'honourific': None, 'lineage': None}}]",disk0/00/03/66/28,2021-02-01 00:00:00.000000000,article,['FP1'],,,,115-121,TRUE,1,,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,9.0,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/4963,,,,,,,,,,,,,,,,
107,Overseas Lahat Community in Bandarlampung,10,show,archive,2022-07-20 09:46:53,['BC'],"The Lahat people are one of the people who are very obedient to customs. Adat is something that 
must be adhered to firmly. Even though the Lahat people are far from their hometown, they still maintain 
and also preserve their cultural customs. One of them is the philosophy of Seganti Setungguan. The 
purpose of this study was to determine the implementation of the philosophy of seganti setungguan 
among overseas communities in Bandarlampung. The method used in this research is the descriptive 
qualitative research method. The approach used in this research is ethnography. The research location is 
in the city of Bandarlampung, this location was chosen as a research location because there are Lahat 
people who live and live in Lampung Province. So that researchers can see facts or realities in society that 
have these characteristics. The results showed that the Lahat people who were overseas continued to carry 
out and preserve the philosophy of the Lahat by forming an association of Lahat people. The form of 
implementation of the philosophy as a wavering is carried out in the form of joyful activities such as 
weddings, then mourning activities, such as death and calamities, then educational activities, and religious 
activities. The implementation of this philosophy is as much as a striving, indirectly forming mechanical 
social solidarity that binds fellow Lahat people overseas due to the feeling of coincidence, helping, and 
caring for others.",43478,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165418', 'format': 'text', 'pos': 1, 'files': [{'objectid': 165418, 'uri': 'http://repository.lppm.unila.ac.id/id/file/474633', 'datasetid': 'document', 'filesize': 531861, 'fileid': 474633, 'mime_type': 'application/pdf', 'mtime': '2022-07-20 05:07:27', 'hash_type': 'MD5', 'hash': 'cd12d18179c45102aa4b4721c6d72c1f', 'filename': 'Jurnal 001.pdf'}], 'main': 'Jurnal 001.pdf', 'docid': 165418, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 43478}]","Teti Feriyani, Erlina Rufaidah, Pargito",public,http://repository.lppm.unila.ac.id/id/eprint/43478,1000,2022-07-20 09:46:53,2022-07-20 09:46:53,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Teti', 'given': 'Feriyani'}, 'id': '-'}, {'id': '-', 'name': {'honourific': None, 'family': 'Erlina', 'lineage': None, 'given': 'Rufaidah'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Pargito', 'given': '-'}, 'id': '-'}]",disk0/00/04/34/78,2021-06-01 00:00:00.000000000,article,['FP1'],,,published,1-8,TRUE,6,"[{'id': '-', 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'name': {'given': 'Feriyani', 'lineage': None, 'family': 'Teti', 'honourific': None}}, {'name': {'given': 'Rufaidah', 'family': 'Erlina', 'honourific': None, 'lineage': None}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': '-'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Pargito', 'given': '-'}, 'id': '-', 'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",Overseas Lahat Community in Bandarlampung,2364-5369,,8.0,https://ijmmu.com/index.php/ijmmu/article/view/2588/2305,,,,,"['Teti Feriyani', 'Erlina Rufaidah', 'Pargito']",,,,,,,,,,,
108,Overseas Lahat Community in Bandar Lampung,9,show,archive,2022-10-03 02:13:16,['L1'],"The Lahat people are one of the people who are very obedient to customs. Adat is something that 
must be adhered to firmly. Even though the Lahat people are far from their hometown, they still maintain 
and also preserve their cultural customs. One of them is the philosophy of Seganti Setungguan. The 
purpose of this study was to determine the implementation of the philosophy of seganti setungguan 
among overseas communities in Bandarlampung. The method used in this research is the descriptive 
qualitative research method. The approach used in this research is ethnography. The research location is 
in the city of Bandarlampung, this location was chosen as a research location because there are Lahat 
people who live and live in Lampung Province. So that researchers can see facts or realities in society that 
have these characteristics. The results showed that the Lahat people who were overseas continued to carry 
out and preserve the philosophy of the Lahat by forming an association of Lahat people. The form of 
implementation of the philosophy as a wavering is carried out in the form of joyful activities such as 
weddings, then mourning activities, such as death and calamities, then educational activities, and religious 
activities. The implementation of this philosophy is as much as a striving, indirectly forming mechanical 
social solidarity that binds fellow Lahat people overseas due to the feeling of coincidence, helping, and 
caring for others.",45431,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 45431, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/167426', 'format': 'text', 'pos': 1, 'files': [{'mime_type': 'application/pdf', 'fileid': 487995, 'hash': '34d6eb7283510e39b8e8c0e791ae0f6b', 'filename': '3. Jurnal Overseas Lahat.pdf', 'mtime': '2022-10-03 02:07:57', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 826108, 'objectid': 167426, 'uri': 'http://repository.lppm.unila.ac.id/id/file/487995'}], 'main': '3. Jurnal Overseas Lahat.pdf', 'docid': 167426}, {'formatdesc': 'URL Jurnal', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/167427', 'format': 'other', 'pos': 2, 'files': [{'fileid': 487999, 'mime_type': 'application/xml', 'hash_type': 'MD5', 'mtime': '2022-10-03 02:08:44', 'filename': 2305, 'hash': 'ce68ae0147aa3140c68b119f2b00fcc5', 'datasetid': 'document', 'filesize': 35758, 'objectid': 167427, 'uri': 'http://repository.lppm.unila.ac.id/id/file/487999'}], 'docid': 167427, 'main': 2305, 'content': 'other', 'mime_type': 'application/xml', 'language': 'en', 'security': 'public', 'placement': 2, 'eprintid': 45431}]",International Journal of Multicultural and Multireligious Understanding,public,http://repository.lppm.unila.ac.id/id/eprint/45431,1000,2022-10-03 02:13:16,2022-10-03 02:13:16,"[{'name': {'given': 'Teti', 'honourific': None, 'family': 'Teti Feriyani', 'lineage': None}, 'id': None}, {'id': 'erlinarufaidah1958@gmail.com', 'name': {'honourific': None, 'family': 'Erlina Rufaidah', 'lineage': None, 'given': 'ER'}}, {'name': {'given': 'Pargito', 'lineage': None, 'family': 'Pargito', 'honourific': None}, 'id': 'pargito.1959@fkip.unila.ac.id'}]",disk0/00/04/54/31,1970-01-01 00:00:00.000002021,other,['FP1'],,,published,,,,,,,,,https://ijmmu.com/index.php/ijmmu/article/view/2588/2305,,,,,,,,,,,,,,,,
109,"KERAGAAN AGROINDUSTRI KERIPIK SINGKONG
DI KECAMATAN GEDONG TATAAN KABUPATEN PESAWARAN",7,show,archive,2021-12-31 04:20:58,['AC'],"The Performance of Cassava Chips Agroindustry in Gedong Tataan Subdistrict Pesawaran District

Abstract

The purposes of this research were to analyze the performance of cassava chips agroindustry reviewed from procurement of raw materials, labor productivity, production capacity, product quality, delivery speed, flexibility, and added value and income.  The research used was a survey method.   Research data collection was carried out in March 2019 in Gedong Tataan Subdistrict with the consideration that agro-industries were actively producing continuously and had the potency to be developed.  The research locations were in three villages of cassava chips agro-industry centers, namely Karang Anyar Village, Bagelen Village, and Sungai Langka Village.  Respondents were 14 cassava chips agro-industries.  Raw material procurement, product quality, delivery speed, and flexibility were analyzed qualitatively descriptively.  Productivity, production capacity, and income were analyzed quantitatively.  Added value is analyzed using the Hayami method.  The results showed that the procurement of raw cassava chips was correct in the type and quantity, while it was not correct in place.  The average of productivity per month was 41.65 kg / HOK and the average of production capacity per month was 79%.  Product quality and delivery speed were good enough, and flexibility was not optimal.  The agroindustry had a positive added value, profit with R/C>1, and the average of income per month of IDR 7,613,146.29.

Key words: agroindustry, cassava chips, performance",37520,pub,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/158459', 'rev_number': 2, 'docid': 158459, 'main': 'Lea- Kripik.pdf', 'files': [{'datasetid': 'document', 'filesize': 435289, 'mime_type': 'application/pdf', 'fileid': 428659, 'filename': 'Lea- Kripik.pdf', 'hash': 'f8e17cff7e3a339d94495f0155463b65', 'mtime': '2021-12-31 02:11:57', 'hash_type': 'MD5', 'objectid': 158459, 'uri': 'http://repository.lppm.unila.ac.id/id/file/428659'}], 'mime_type': 'application/pdf', 'language': 'id', 'eprintid': 37520, 'placement': 1, 'security': 'public'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/37520,728,2021-12-31 04:20:58,2021-12-31 04:20:58,"[{'name': {'family': 'Utari', 'honourific': None, 'lineage': None, 'given': 'Lea Ayu'}, 'id': None}, {'id': 'fembriarti.erry@fp.unila.ac.id', 'name': {'given': 'Fembriarti Erry', 'lineage': None, 'honourific': None, 'family': 'Prasmatiwi'}}, {'name': {'given': 'Ktut', 'honourific': None, 'family': 'Murniati', 'lineage': None}, 'id': 'ktut.murniati@fp.unila.ac.id'}]",disk0/00/03/75/20,2021-08-01 00:00:00.000000000,article,['FP1'],,,published,432-439,TRUE,3,,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,9.0,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5330,,,,,['Universitas Lampung'],https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5330,,,,,,,,,,
110,"ANALISIS EFISIENSI PRODUKSI DAN STRUKTUR BIAYA PADA 
USAHATANI NANAS DI DESA ASTOMULYO KECAMATAN PUNGGUR 
KABUPATEN LAMPUNG TENGAH",7,show,archive,2021-11-12 07:44:00,"['AC', 'S1']","This study purposes to analyze factors that affect the production of pineapple farming, the production 
efficiency of pineapple farming, and the cost structure of pineapple farming. Data was collected at 
Astomulyo Village Punggur Subdistrict Central Lampung Regency from December 2019 – February 2020. 
The number of respondents was 63 farmers divided into 58 farmers who were members of farmer groups and 
the rest were non-members of farmer groups by using simple random sampling. The primary data had been 
obtained from a direct interview with the pineapple farmers and the second one had been obtained from 
several related studies and institutions. The data were analyzed using the Stochastic Frontier production 
function. The study shows the factors that affect the production of pineapple farming are land area, C/N 
ratio, N element, and P element. Pineapple farming is technical, allocative, and economically efficient yet. 
The biggest cost of pineapple farming is costs of seed, land lease, and labor.

Key words: costs, efficiency, farmers, pineapple",36494,pub,"[{'docid': 157416, 'main': 'DAH_Aji Prayoga Wibowo.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 421036, 'hash': '696c7cf92011c62b39d17f04b0fd1043', 'filename': 'DAH_Aji Prayoga Wibowo.pdf', 'hash_type': 'MD5', 'mtime': '2021-11-12 07:34:11', 'datasetid': 'document', 'filesize': 606899, 'objectid': 157416, 'uri': 'http://repository.lppm.unila.ac.id/id/file/421036'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157416', 'eprintid': 36494, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/36494,908,2021-11-12 07:44:00,2021-11-12 07:44:00,"[{'name': {'family': 'Wibowo', 'honourific': None, 'lineage': None, 'given': 'Aji Prayoga'}, 'id': None}, {'id': 'Wan_abbas@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Zakaria', 'given': 'Wan Abbas'}}, {'name': {'family': 'Lestari', 'honourific': None, 'lineage': None, 'given': 'Dyah Aring Hepiana'}, 'id': 'dyaharing@fp.unila.ac.id'}]",disk0/00/03/64/94,2021-08-01 00:00:00.000000000,article,['FP1'],,,published,,TRUE,3,,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,,9.0,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5317,,,,,,,,,,,,,,,,
111,Economic Valuation With Travel Cost Method (Tcm) Slanik Waterpark South Lampung District,6,show,archive,2021-06-01 03:00:53,['S1'],"This study aims to analyze: (1) the factors that affecting the number of tourist visits, (2) the economic value of the Slanik Waterpark in South Lampung District, (3) the visitor satisfaction with tourism cost attribute. This study uses survey method involving 70 respondents who came during the COVID 19 outbreak. The first objective uses multiple linear regression analysis, the second objective uses consumer surplus analysis, and the third uses the Customer Satisfaction Index (CSI) analysis. Data was collected in June until July 2020. The research shows that the factors that influence the number of tourist visits Slanik Waterpark are travel costs and days of visits, the economic value of the Slanik Waterpark tourist attraction is IDR 13,060,150,376 every year, the visitors are satisfied with the cost attributes incurred when traveled to Slanik Waterpark.",31547,pub,"[{'docid': 142713, 'main': 'ECONOMIC VALUATION  Tegu Zainal dan Lina J of Community Based Engineering vol 5 no 1 2001 page 1-8.pdf', 'files': [{'filename': 'ECONOMIC VALUATION  Tegu Zainal dan Lina J of Community Based Engineering vol 5 no 1 2001 page 1-8.pdf', 'hash': 'cde70a213674a762cf2aaf6e389961ad', 'hash_type': 'MD5', 'mtime': '2021-05-31 14:37:33', 'mime_type': 'application/pdf', 'fileid': 373795, 'filesize': 484034, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/373795', 'objectid': 142713}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/142713', 'rev_number': 1, 'eprintid': 31547, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]","Program Studi Teknik Lingkungan, Fakultas Teknik, Universitas Pasundan",public,http://repository.lppm.unila.ac.id/id/eprint/31547,933,2021-06-01 03:00:53,2021-06-01 03:00:53,"[{'id': 'mteguhw27@gmail.com', 'name': {'family': 'Wibowo', 'honourific': None, 'lineage': None, 'given': 'Muhammad Teguh'}}, {'name': {'given': 'Zainal', 'family': 'Abidin', 'honourific': None, 'lineage': None}, 'id': 'zainal.abidin@fp.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Marlina', 'given': 'Lina'}, 'id': 'lina.marlina@fp.unila.ac.id'}]",disk0/00/03/15/47,1970-01-01 00:00:00.000002021,article,['FP1'],,,published,1-8,TRUE,1,,"Journal of Community Based Environmental Engineering and Management, 2021, Vol. 5, No. 1",eISSN : 25979736 | pISSN :,[{'url': 'https://journal.unpas.ac.id/index.php/temali/article/view/3359/1643'}],5.0,https://journal.unpas.ac.id/index.php/temali/index,,,,,,,,,,,,,,,,
112,"NILAI TAMBAH DAN STRATEGI PENGEMBANGAN PRODUK
PADA AGRONDUSTRI KOPI BUBUK CAP GUNUNG DI KABUPATEN WAY KANAN",9,show,archive,2021-11-12 00:47:33,['HB'],"This study aims to analyze and calculate the added value of Cap Gunung coffee powder agro-industry, and
arrange the development strategy of Cap Gunung coffee powder agro-industry products. The method that
used in this research is a case study. Therefore, the analytical method that used is the Hayami Method and
Strength, Weakness, Opportunity, Threats (SWOT) Analysis. Based on the calculation of the value-added is
Rp13,386/kg with a value-added ratio is 32.81 percent. Furthermore, the results of the SWOT analysis show that
the values of internal and external factors are 78.8 and 64.9. This value indicate that the Cap Gunung coffee
powder agro-industry in quadrant I, or in the Strength-Opportunity (SO) strategy. The priority strategy that
can be implemented is to expand the marketing area, increase production output, and develop businesses by
utilizing their strengths.

Keywords: added value, development strategy, Hayami method, SWOT analysis",36263,pub,"[{'language': 'en', 'mime_type': 'application/xml', 'content': 'published', 'eprintid': 36263, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157203', 'docid': 157203, 'main': 5400, 'files': [{'objectid': 157203, 'uri': 'http://repository.lppm.unila.ac.id/id/file/419391', 'datasetid': 'document', 'filesize': 21487, 'fileid': 419391, 'mime_type': 'application/xml', 'mtime': '2021-11-11 20:23:10', 'hash_type': 'MD5', 'filename': 5400, 'hash': '6173b9956dd035b565c968474215d731'}]}, {'language': 'en', 'mime_type': 'application/pdf', 'placement': 2, 'security': 'public', 'eprintid': 36263, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/157204', 'pos': 2, 'format': 'text', 'files': [{'mime_type': 'application/pdf', 'fileid': 419393, 'filename': '5400-14708-1-PB.pdf', 'hash': 'd92504b3f01fad196881cbe41369d715', 'hash_type': 'MD5', 'mtime': '2021-11-11 20:23:24', 'datasetid': 'document', 'filesize': 457922, 'objectid': 157204, 'uri': 'http://repository.lppm.unila.ac.id/id/file/419393'}], 'docid': 157204, 'main': '5400-14708-1-PB.pdf'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/36263,1172,2021-11-12 00:47:33,2021-11-12 00:47:33,"[{'name': {'given': 'Ragil Crysanti', 'family': 'Wiryaningsih', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'given': 'Dwi', 'honourific': None, 'family': 'Haryono', 'lineage': None}, 'id': 'dwi.haryono@fp.unila.ac.id'}, {'id': 'lina.marlina@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Marlina', 'lineage': None, 'given': 'Lina'}}]",disk0/00/03/62/63,2021-11-01 00:00:00.000000000,article,['FP1'],,,published,630-637,TRUE,4,,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,9.0,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5400,,,,,,,,,,,,,,,,
113,"KELAYAKAN FINANSIAL DAN PENDAPATAN USAHA BUDIDAYA IKAN PATIN
STUDI KASUS DI CV XYZ KECAMATAN BUMI RATU NUBAN
KABUPATEN LAMPUNG TENGAH",7,show,archive,2021-05-24 01:41:47,['AC'],"Patin fish culture requires a large amount in terms of cost in its implementation. This study aims to analyze
business performance financial, production, and marketing aspects. The research method used is a case
study in CV XYZ in Central Lampung District conducted in May-June 2019. Measurement of business
performance from a financial aspect uses NPV, IRR, Net B / C, Gross B / C, and Payback Period with 12
percent interest rate. Measurement of business performance from the aspect of production uses the
calculation of productivity and income during season one and season two. The study concludes that the patin
fish culture business per 1,000 m2 was profitable to run, seen from the IRR value at 13.06 percent, NPV at
22,671,483.98, Net B/C at 1.05, Gross B/C at 1.01, and Payback Period at 7.67. The patin fish culture
business from the aspect of production has been profitable based on the productivity obtained, namely per
pond of 1.000 kg in season one and 750 kg in season two, per hectare at 50,000 kg in season one and 37,500
kg in season two.
Key words: financial, income, patin fish",30527,pub,"[{'language': 'id', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 30527, 'uri': 'http://repository.lppm.unila.ac.id/id/document/137405', 'rev_number': 2, 'pos': 1, 'format': 'text', 'files': [{'fileid': 361825, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-22 23:32:37', 'filename': 'Vivi Ayu- Patin.pdf', 'hash': 'b0a6bd0385fe50b076a5e27209ac2bc0', 'datasetid': 'document', 'filesize': 229257, 'objectid': 137405, 'uri': 'http://repository.lppm.unila.ac.id/id/file/361825'}], 'main': 'Vivi Ayu- Patin.pdf', 'docid': 137405}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/30527,728,2021-05-24 01:41:47,2021-05-24 01:41:47,"[{'id': None, 'name': {'honourific': None, 'family': 'Yuliana', 'lineage': None, 'given': 'Vivi Ayu'}}, {'id': 'fembriarti.erry@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Prasmatiwi', 'lineage': None, 'given': 'Fembriarti Erry'}}, {'id': 'irfan.affandi@fp.unila.ac.id', 'name': {'family': 'Affandi', 'honourific': None, 'lineage': None, 'given': 'Muhammad Irfan'}}]",disk0/00/03/05/27,2021-02-01 00:00:00.000000000,article,['FP1'],,,published,146-153,TRUE,1,,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,9.0,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/4979/pdf,,,,,['Universitas Lampung'],http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/4979/pdf,,,,,,,,,,
114,Analisis Pendapatan Dan Nilai Tambah Agroindustri Tahu dan Tempe Di Desa Bandar Agung Kecamatan Terusan Nunyai Kabupaten Lampung Tengah,9,show,archive,2021-11-08 06:01:21,['S1'],"This study aims to analyze income and added value in tofu and tempe agroindustries in Bandar Agung Village Terusan Nunyai Subdistrict Lampung Tengah Regency.   The data were collected in January - Febuary 2020 using a case study method. Agroindustry income is obtained from subtracting the total revenue by total costs and the calculation of added value uses Hayami value added method. The results of this study showed that profit of tofu production was IDR 5,046,112.98/week and of tempe was IDR1,903,857.44/week with the R/C >1, meaning that the business was profitable and feasible. The calculation of added values of tofu and tempe agroindustries showed postive values with added value  ratios of  56.75 percent of tofu agroindustry and 53.15 percent of the tempe agroindustry.",35492,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 35492, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156363', 'format': 'text', 'pos': 1, 'files': [{'hash': 'e29b70d38b090ad2398a242e125359ed', 'filename': 'Jurnal Desi 2021.pdf', 'hash_type': 'MD5', 'mtime': '2021-11-08 05:48:19', 'mime_type': 'application/pdf', 'fileid': 413627, 'filesize': 388944, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/413627', 'objectid': 156363}], 'docid': 156363, 'main': 'Jurnal Desi 2021.pdf'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/35492,620,2021-11-08 06:01:21,2021-11-08 06:01:21,"[{'id': None, 'name': {'given': 'Desti', 'lineage': None, 'family': 'Yuliatami', 'honourific': None}}, {'name': {'given': 'Muhammad Irfan', 'lineage': None, 'family': 'Affandi', 'honourific': None}, 'id': 'irfan.affandi@fp.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Kasymir', 'lineage': None, 'given': 'Eka'}, 'id': 'eka.kasymir@fp.unila.ac.id'}]",disk0/00/03/54/92,2021-05-01 00:00:00.000000000,article,['FP1'],,,published,250-256,TRUE,2,,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,9.0,https://jurnal.fp.unila.ac.id/index.php/JIA,,,,,,,,,,,,,,,,
