,eprintid,eprint_status,status_changed,abstract,subjects,official_url,title,metadata_visibility,rev_number,volume,type,divisions,issn,creators,publication,date,dir,lastmod,userid,pagerange,datestamp,documents,publisher,number,ispublished,refereed,full_text_status,uri,succeeds,pages,editors,place_of_pub,copyright_holders,isbn,date_type,book_title,corp_creators,institution,contact_email,monograph_type,event_title,event_location,event_dates,event_type,pres_type,id_number,related_url,contributors,funders,referencetext,keywords,projects
10,31079,archive,2021-05-28 01:01:10,Review JIIA Vol 7 No 4 November 2019 an Laras N Zainal Abidin dan Tb Hasanuddin,['S1'],,"Pendapatan Usahatani Dan Tingkat Ketahanan Pangan Rumah Tangga Petani Lada Hitam Di Desa Sukadana Baru, Kecamatan Marga Tiga, Lampung Timur",show,7,,other,['FP1'],,"[{'id': 'zainal.abidin@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Abidin', 'lineage': None, 'given': 'Zainal'}}]",,1970-01-01 00:00:00.000002019,disk0/00/03/10/79,2021-05-28 01:01:10,933,,2021-05-28 01:01:10,"[{'docid': 140370, 'main': 'JIIA Vol 7 No 4 November 2019 Laras N Zianal dan TB Hasanudin .pdf', 'files': [{'objectid': 140370, 'uri': 'http://repository.lppm.unila.ac.id/id/file/368503', 'datasetid': 'document', 'filesize': 407456, 'fileid': 368503, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-27 15:59:40', 'hash': '6a39dbde8e300d268c7051d6172ebc41', 'filename': 'JIIA Vol 7 No 4 November 2019 Laras N Zianal dan TB Hasanudin .pdf'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/140370', 'eprintid': 31079, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",LPPM Unila,,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/31079,,,,,,,,,,,,,,,,,,,,,,,,
11,41286,archive,2022-04-12 05:08:26,Review JIIA Vol 7 No 4 November 2019 an Laras N Zainal Abidin dan Tb Hasanuddin,['S1'],,"Pendapatan Usahatani Dan Tingkat Ketahanan Pangan Rumah Tangga Petani Lada Hitam Di Desa Sukadana Baru, Kecamatan Marga Tiga, Lampung Timur",show,4,,other,['FP1'],,"[{'id': 'zainal.abidin@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Abidin', 'lineage': None, 'given': 'Zainal'}}]",,1970-01-01 00:00:00.000002019,disk0/00/04/12/86,2022-04-12 05:08:26,933,,2022-04-12 05:08:26,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 41286, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162821', 'main': 'revisi review JIIA Vol 7 no 4  2019  laras dkk.pdf', 'docid': 162821, 'files': [{'objectid': 162821, 'uri': 'http://repository.lppm.unila.ac.id/id/file/457846', 'datasetid': 'document', 'filesize': 400988, 'fileid': 457846, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-04-12 04:37:43', 'filename': 'revisi review JIIA Vol 7 no 4  2019  laras dkk.pdf', 'hash': '6bbc60118ff18d400a831b9c841200df'}]}]",LPPM Unila,,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/41286,,,,,,,,,,,,,,,,,,,,,,,,
12,41289,archive,2022-04-12 05:08:34,"Review jurnal JIIA Vol 7 o 4 an Efti Arifa, Zainal Abidin, dan Lina Marlina",['S1'],,Valuasi Ekonomi Kawasan Wisata Pulau Pisang Kabupaten Pesisir Barat,show,7,,other,['FP1'],,"[{'name': {'given': 'Zainal', 'honourific': None, 'family': 'Abidin', 'lineage': None}, 'id': 'zainal.abidin@fp.unila.ac.id'}]",,1970-01-01 00:00:00.000002019,disk0/00/04/12/89,2022-04-12 05:08:34,933,,2022-04-12 05:08:34,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/457870', 'objectid': 162833, 'hash_type': 'MD5', 'mtime': '2022-04-12 04:56:51', 'hash': '006d5d58b5a1ebefef65865071dda7c4', 'filename': 'revisi review JIIA Vol 7 no 4  2019  efti dkk.pdf', 'fileid': 457870, 'mime_type': 'application/pdf', 'filesize': 401840, 'datasetid': 'document'}], 'docid': 162833, 'main': 'revisi review JIIA Vol 7 no 4  2019  efti dkk.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/162833', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 41289, 'language': 'en', 'mime_type': 'application/pdf'}]",LPPM Unila,,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/41289,31081.0,,,,,,,,,,,,,,,,,,,,,,,
13,20473,archive,2020-05-26 01:54:43,"This study aims to analyze the basic cost production of processed coffee in Tirto Kencono Cooperative. The method used in this research was the case study. The respondent in this study was the chairman of the cooperative. This research was conducted at Tirto Kencono Cooperative located in Talang 20 Village, Air Naningan District, Tanggamus Regency. The collection data was conducted in March 2019 and analyzed in qualitative and quantitative descriptive.Â  The result showed that the basic cost production used full-costing determination method by using assistance equipment and non-assistance equipment, the result was the cost production of four products using assistance equipment was lower than non-assistance equipment in order to gain higher profit than current selling price.Â  Government assistance had different impacts in terms of the production cost structure particularly the depreciated cost of using assistance equipment which had a percentage of 0,80% and non-assistance equipment of 1,20%.",['HB'],https://jurnal.polinela.ac.id/index.php/JFA/article/view/1550,Analisis Penentuan Biaya Pokok Produksi Olahan Kopi Robusta di Koperasi Tirto Kencono Kabupaten Tanggamus',show,11,3.0,article,['FP1'],2597-9426,"[{'id': 'zainal.abidin@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Abidin', 'honourific': None, 'given': 'Zainal'}}, {'id': 'lina.marlina@fp.unila.ac.id', 'name': {'given': 'Lina', 'family': 'Marlina', 'honourific': None, 'lineage': None}}]",JoFSA,2019-10-01 00:00:00.000000000,disk0/00/02/04/73,2020-05-26 01:54:43,1172,72-79,2020-05-26 01:54:43,"[{'language': 'en', 'mime_type': 'application/pdf', 'content': 'published', 'eprintid': 20473, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/33817', 'rev_number': 2, 'docid': 33817, 'main': '2019_BPP_JOFSA.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/192354', 'objectid': 33817, 'hash_type': 'MD5', 'mtime': '2020-05-25 14:28:19', 'hash': '7c938a6a54347ec16109c21d7da5a364', 'filename': '2019_BPP_JOFSA.pdf', 'fileid': 192354, 'mime_type': 'application/pdf', 'filesize': 878382, 'datasetid': 'document'}]}, {'docid': 33818, 'main': 1550, 'files': [{'objectid': 33818, 'uri': 'http://repository.lppm.unila.ac.id/id/file/192357', 'datasetid': 'document', 'filesize': 33880, 'fileid': 192357, 'mime_type': 'application/xml', 'mtime': '2020-05-25 14:30:08', 'hash_type': 'MD5', 'filename': 1550, 'hash': '51af91130c18de7e07a24dc6f5c5b670'}], 'pos': 2, 'format': 'text', 'rev_number': 4, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33818', 'eprintid': 20473, 'placement': 2, 'security': 'public', 'language': 'en', 'mime_type': 'application/xml', 'content': 'published'}]",Politeknik mNegeri lampung,2.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/20473,,,,,,,published,,,,,,,,,,,,,,,,,
14,20413,archive,2020-05-24 08:10:01,"The objectives of this research are to analyze the travel cost of tourists of Pulau Pisang tourism area,  factors that affecting the frequency of Pulau Pisang tourism area, and the economic value of Pulau Pisang tourism area.  The research method used in this study is survey method involving 77 respondents.  The study employs travel cost method.  The research location is chosen purposively in Pulau Pisang of Pesisir Barat Regency.  The data collection was carried out on February 2019.  The travel expenses of visitors to Pulau Pisang tourism area was Rp341,563.39 per person in which the highest allocation of travel costs for transportation was Rp149,150.28 or 42% of the total cost of the trip.  The factors affecting the frequency of visiting Pulau Pisang tourist areas were distance, age and travel cost.  The economic value of Pulau Pisang travel cost in Pulau Pisang tourist areaswas Rp80,503,202,900,000.00 per year.

 

Key words : economic value, tourist, travel cos","['H1', 'HB']",https://jurnal.fp.unila.ac.id/index.php/JIA,VALUASI EKONOMI KAWASAN WISATA PULAU PISANG KABUPATEN PESISIR BARAT,show,10,7.0,article,['FP1'],2337 7070,"[{'id': 'zainal.abidin@fp.unila.ac.id', 'name': {'given': 'Zainal', 'lineage': None, 'family': 'Abidin', 'honourific': None}}, {'name': {'given': 'Lina', 'family': 'Marlina', 'honourific': None, 'lineage': None}, 'id': 'lina.marlina@fp.unila.ac.id'}]",Jurnal Ilmu-Ilmu Agribisnis,2019-08-01 00:00:00.000000000,disk0/00/02/04/13,2020-05-24 08:10:01,1172,564-547,2020-05-24 08:10:01,"[{'files': [{'objectid': 33754, 'uri': 'http://repository.lppm.unila.ac.id/id/file/191893', 'datasetid': 'document', 'filesize': 51540, 'fileid': 191893, 'mime_type': 'application/xml', 'hash_type': 'MD5', 'mtime': '2020-05-23 00:22:45', 'filename': 3874, 'hash': '2041ba33fe55c21456dfc1e9a1ffbb29'}], 'docid': 33754, 'main': 3874, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33754', 'rev_number': 3, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 20413, 'content': 'published', 'mime_type': 'application/xml', 'language': 'en'}, {'security': 'public', 'placement': 2, 'eprintid': 20413, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 1543412, 'datasetid': 'document', 'filename': '2019_TCM.pdf', 'hash': 'f55e6bf324c6ddc908943fb297fc68d1', 'mtime': '2020-05-23 00:23:20', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 191895, 'uri': 'http://repository.lppm.unila.ac.id/id/file/191895', 'objectid': 33755}], 'docid': 33755, 'main': '2019_TCM.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/33755', 'rev_number': 1, 'format': 'text', 'pos': 2}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,4.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/20413,,,,,,,published,,,,,,,,,,,,,,,,,
15,41334,archive,2022-04-18 01:08:07,"Penelitian ini bertujuan untuk menganalisis karakteristik sosial ekonomi dan tingkat pengetahuan masyarakat tentang Perubahan Iklim, Degradasi Lahan, dan Keanekaragaman Hayati. Penelitian ini merupakan penelitian studi kasus Sub Sub DAS di Desa Bayas Jaya, Kecamatan Way Khilau, Kabupaten Pesawaran dengan pertimbangan bahwa lokasi tersebut ditetapkan sebagai lokasi proyek CCCD (Cross cutting capacity development), sebuah proyek yang digagas oleh UNDP dan bekerjasama dengan Direktorat PEP DAS, Kementerian Lingkungan Hidup dan Kehutanan pada tahun 2018. Penelitian lapangan dilaksanakan pada bulan Mei- Juni 2018 dengan melibatkan 113 responden yang dipilih secara acak. Metode analisis data menggunakan analisi naratif deskriptif. Hasil penelitian menunjukkan bahwa mayoritas penduduk Bayas Jaya adalah suku Sunda. Sektor pertanian merupakan pekerjaan utama mayoritas penduduk Bayas Jaya. Dengan komoditas utama tanaman coklat. Penguasan lahan terdiri dari penguasaan lahan privat atau marga dan lahan kawasan atau lahan hutan lindung. Sebanyak 33% responden tidak memiliki lahan di lahan marga (land less). dan 58% tidak punya garapan di kawasan hutan lindung. Pendapatan bersih rata-rata rumah tangga per bulan adalah Rp . dan per kapita adalah Rp 550.419. Pengetauan masyarakat terhadap perubahan Iklim secara umum sudah baik yang mana responden telah menyadari perubahan iklim, mengetahui indikasi perubahan iklim dari perubahan suhu yang meningkat, debit dan kekeruhan sungai, dan musim penghujan yang berubah. Pengetahuan masyarakat terkait keanekaragaman hayati sudah relatif baik terkait defnisi keanekaragaman hayati, dan manfaat larangan berburu dan illegal logging. Masyarakat memaahami dampak penggunakaan  pupuk dan obat-obatan kimia terhadap degradasi tanah, keterkaitan antara penebangan hutan dengan longsor dan banjir, serta keterkaitan antara kerusakan hutan dihulu dan dampaknya diwilayah hilir.",['S1'],,"KARAKTERISTIK SOSIAL-EKONOMI DAN PENGETAHUAN MASYARAKAT TERHADAP ISU PERUBAHAN IKLIM, DEGRADASI LAHAN, DAN KEANEKARAGAMAN HAYATI: STUDI KASUS DI DESA BAYAS JAYA, KECAMATAN WAY KHILAU, KABUPATEN PESAWARAN, PROVINSI LAMPUNG",show,7,,book_section,['FP1'],,"[{'id': 'zainal.abidin@fp.unila.ac.id', 'name': {'given': 'Zainal', 'family': 'Abidin', 'honourific': None, 'lineage': None}}, {'name': {'family': 'Mutolib', 'honourific': None, 'lineage': None, 'given': 'Abdul'}, 'id': 'amutolib24@yahoo.com'}]",,2019-10-29 00:00:00.000000000,disk0/00/04/13/34,2022-04-18 01:08:07,933,46-61,2022-04-18 01:08:07,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 41334, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162931', 'main': 'dokumen diseminasi hasil penelitian lengkap 2020.pdf', 'docid': 162931, 'files': [{'objectid': 162931, 'uri': 'http://repository.lppm.unila.ac.id/id/file/458291', 'datasetid': 'document', 'filesize': 9985638, 'mime_type': 'application/pdf', 'fileid': 458291, 'hash': 'd11d1ddf9f4fb0993f38b32574e91362', 'filename': 'dokumen diseminasi hasil penelitian lengkap 2020.pdf', 'mtime': '2022-04-14 14:23:02', 'hash_type': 'MD5'}]}]",Universitas Lampung,,pub,FALSE,public,http://repository.lppm.unila.ac.id/id/eprint/41334,18211.0,122.0,,Bandar Lampung,,978-6020860320,published,Diseminasi Hasil Penelitian Universitas Lampung,"['Lembaga Penelitian dan Pengabdian Kepada Masyarakat, Universitas Lampung']",,,,,,,,,,,,,,,
16,15816,archive,2020-07-28 07:14:39,"Pengabdian Kepada Masyarakat ini bertujuan untuk meningkatkan pengetahuan masyarakat tentang (1) konservasi sumberdaya air, (2) kualitas air, dan (3) tengtang kelembagaan pengelolaan sumberdaya air.
Metode yang digunakan adalah metode pendampingan, khususnya pada aspek penguatan kelembagaan dalam bentuk peraturan desa.  Pengabdian dilaksanakan di Desa Bayas Jaya, Kecamatan Way Khilau, Kabupaten Pesawaran.  
Hasil pendampingan menunjukkan terjadi peningkatan pengetahuan masyarakat tentang konservasi sumberday aair, kualitas air, dan bentuk kelembagaan pengelolaan sumberdaya air.",['S1'],,"PENDAMPINGAN PENINGKATAN PENGELOLAAN JASA AIR BERSIH UNTUK MASYARAKAT DESA BAYAS JAYA, KECAMATAN WAY KHILAU, KABUPATEN PESAWARAN",show,10,,monograph,['FP1'],,"[{'name': {'given': 'Zainal', 'family': 'Abidin', 'honourific': None, 'lineage': None}, 'id': 'zainal.abidin@fp.unila.ac.id'}, {'id': 'sbyuwono_unila@yahoo.com', 'name': {'given': 'Slamet Budi', 'lineage': None, 'family': 'Yuwono', 'honourific': None}}, {'id': 'dewi.lengkana@fkip.unila.ac.id', 'name': {'given': 'Dewi', 'lineage': None, 'family': 'Lengkana', 'honourific': None}}]",,2019-10-30 00:00:00.000000000,disk0/00/01/58/16,2020-07-28 07:14:39,933,,2020-07-28 07:14:39,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 15816, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28919', 'docid': 28919, 'main': 'Lporan PPM SEKMA INSTITUSI  2019 ZAINAL ABIDIN dkk.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/135798', 'objectid': 28919, 'filesize': 2217881, 'datasetid': 'document', 'hash': 'bfd121eef2d548061d1a06595f9c3d0e', 'filename': 'Lporan PPM SEKMA INSTITUSI  2019 ZAINAL ABIDIN dkk.pdf', 'hash_type': 'MD5', 'mtime': '2019-11-06 14:56:08', 'mime_type': 'application/pdf', 'fileid': 135798}]}]","Lembaga Penelitian dan Pengabdian Kepada Masyarakat, Universitas Lampung",,unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/15816,,53.0,,University of Lampung,,,submitted,,,Lembaga Penelitian dan Pengabdian Kepada Masyarakat,zainal.abidin@fp.unila.ac.id,project_report,,,,,,,,,,,,
17,21124,archive,2020-05-29 19:11:55,"Penelitian ini bertujuan untuk mengetahui karakteristik, pola pembelian, tingkat kepuasan dan loyalitas konsumen terhadap pembelian donat pada J.CO Donuts and Coffee di Kota Bandar Lampung. Penelitian ini menggunakan metode survei di dua gerai J.CO Donuts and Coffee yaitu di Mall Boemi Kedaton dan Chandra Super Store. Pengumpulan data dilaksanakan pada bulan Mei hingga bulan Juni 2019 yang melibatkan 53 konsumen yang dipilih secara acak. Alat analisis yang digunakan adalah Customer Satisfaction Index (CSI), Importance Performance Analysis (IPA) dan piramida loyalitas. Hasil penelitian menunjukkan bahwa karakteristik konsumen yaitu mayoritas (66,03%) adalah perempuan yang berada pada kelompok usia 18-26 tahun. Tingkat pendapatan konsumen yang tertinggi yaitu sebesar Rp15.000.000,00 per bulan dan yang terendah yaitu Rp400.000,00 per bulan dan pendapatan rata-rata sebesar Rp2.026.037,74 per bulan. Mayoritas konsumen (56,60%) memiliki tingkat pendidikan terakhir setara SMA. Sebagian besar konsumen merupakan mahasiswa (50,94%). Nilai CSI diperoleh sebesar 78,15 persen atau berada pada tingkat puas. Berdasarkan analisis tingkat kepentingan dan kinerja, kuadran yang paling dominan adalah kuadran II (pertahankan prestasi) yang memuat atribut rasa, varian rasa, tekstur dan kemudahan memperoleh. Paket donat yang paling banyak dibeli (49,00%) adalah paket 12 donat, dengan varian rasa yang paling banyak diminati adalah coco loco (37,73%). Mayoritas frekuensi pembelian oleh konsumen sebanyak sekali dalam sebulan (73,58%). Mayoritas konsumen J.CO Donuts and Coffee termasuk ke dalam kategori committed buyer.  
Kata kunci : konsumen, donat, loyalitas, kepuasan",['S1'],http://snail.pasca.unila.ac.id,KEPUASAN DAN POLA PEMBELIAN DONAT PADA  J.CO DONUTS AND COFFEE DI KOTA BANDAR LAMPUNG,show,8,,conference_item,['FP1'],,"[{'name': {'family': 'Adawiyah', 'honourific': None, 'lineage': None, 'given': 'Rabiatul'}, 'id': None}, {'name': {'honourific': None, 'family': 'Haryono', 'lineage': None, 'given': 'Dwi'}, 'id': 'dwih_unila@yahoo.com'}, {'id': None, 'name': {'honourific': None, 'family': 'Chairunnisa', 'lineage': None, 'given': 'Dwina'}}]",,2019-11-28 00:00:00.000000000,disk0/00/02/11/24,2020-05-29 19:11:55,634,,2020-05-29 19:11:55,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 21124, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34509', 'pos': 1, 'format': 'text', 'files': [{'fileid': 196900, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-05-29 16:01:47', 'filename': 'DWINA CHAIRUNNISA_KEPUASAN DAN POLA PEMBELIAN DONAT PADA J.CO DONUTS AND COFFEE DI KOTA BANDAR LAMPUNG (1).pdf', 'hash': 'f713e6b8ea8090aaaba3662ff6e8e4c6', 'datasetid': 'document', 'filesize': 400103, 'objectid': 34509, 'uri': 'http://repository.lppm.unila.ac.id/id/file/196900'}], 'main': 'DWINA CHAIRUNNISA_KEPUASAN DAN POLA PEMBELIAN DONAT PADA J.CO DONUTS AND COFFEE DI KOTA BANDAR LAMPUNG (1).pdf', 'docid': 34509}]",,,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/21124,,,,,,,published,,,,,,SEMINAR NASIONAL ILMU LINGKUNGAN (SNaIL),Hotel Horison Lampung,28 November 2019,conference,paper,,,,,,,
18,21051,archive,2020-05-29 10:17:55,"This study aims to determine the consumption patternand level of household food security of cassava farmers and find out the relationship between consumption patterns and the level of household food security of cassava farmers.  Determination of the location of the study, namely Gunung Batin Udik Village Terusan Nunyai District of Central Lampung Regency,is carried out by purposive method for this location is a center of cassava production.  The samplesare77 cassava farmer households obtained by simple random sampling method.  The data analytical method used in this study is descriptive statistical and qualitative descriptive analysis.  The results showed that the Desirable Dietary Pattern (DDP) score of cassava farmer households is in the low category (61.62).  The level of food security of cassava farmers is in poor condition and food insecurity.  Food consumption patterns (DDP score) related to the level of food security. In a sense, the higher the food consumption pattern (DDP score), thebetter thefood security level.  
Key words: consumption patterns,food security, households",['S1'],,POLA KONSUMSI DAN TINGKAT KETAHANAN PANGAN RUMAH TANGGA PETANI UBI KAYU DI KECAMATAN TERUSAN NUNYAI KABUPATEN LAMPUNG TENGAH,show,6,7.0,article,['FP1'],2337 7070,"[{'id': None, 'name': {'lineage': None, 'family': 'Adawiyah', 'honourific': None, 'given': 'Rabiatul'}}, {'id': 'ktut.murniati@fp.unila.ac.id', 'name': {'honourific': None, 'family': 'Murniati', 'lineage': None, 'given': 'Ktut'}}, {'id': None, 'name': {'given': 'Karina', 'family': 'Putri', 'honourific': None, 'lineage': None}}]",Jurnal Ilmu-Ilmu Agribisnis,1970-01-01 00:00:00.000002019,disk0/00/02/10/51,2020-05-29 10:17:55,634,391-396,2020-05-29 10:17:55,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 21051, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34428', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/196372', 'objectid': 34428, 'filesize': 603588, 'datasetid': 'document', 'filename': 'JIIA Vol.7 No.3 (1).pdf', 'hash': '61189218de0f72d9510b55278074f961', 'mtime': '2020-05-29 08:36:52', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 196372}], 'docid': 34428, 'main': 'JIIA Vol.7 No.3 (1).pdf'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,3.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/21051,,,,,,,published,,,,,,,,,,,,,,,,,
19,21054,archive,2020-05-29 10:18:01,"This research aims to analyze the main production cost and the profit of chicken broiler business on partnership with PT CAS and nonpartnership. Data were collected in July 2018 at Bandar Mataram Sub- District of Lampung Tengah Regency which has been chosen purposively and the samples were drawn using purposive sampling method. The samples consisted of broiler breeders joining patrnership pattern with PT CAS and breeders who are nonpartnership. Data were analyzed using full costing and variable costing method for the main production cost and the profit of chicken broiler business. The results of this research showed that the main production cost of breeders joining the partnership was lower than that of nonpartnership breeders. The main production of partnership breeders was Rp18,158.69 with full costing method and Rp17,817.78 with variable costing method. Before fodder policy for pulling additional fodder Antibiotic Growth Promoters (AGP) and Ractopamine, livestock broiler business was profitable, but it was unprofitable afterward.   
Key words : broiler, main production cost, partnership",['S1'],,ANALISIS HARGA POKOK PRODUKSI DAN KEUNTUNGAN USAHA TERNAK AYAM RAS PEDAGING : STUDI KASUS PADA PT CAS DI KECAMATAN BANDAR MATARAM KABUPATEN LAMPUNG TENGAH,show,7,7.0,article,['FP1'],2337 7070,"[{'name': {'given': 'Rabiatul', 'honourific': None, 'family': 'Adawiyah', 'lineage': None}, 'id': None}, {'id': 'Wan_abbas@yahoo.com', 'name': {'given': 'Wan Abbas', 'lineage': None, 'honourific': None, 'family': 'Zakaria'}}, {'id': None, 'name': {'lineage': None, 'family': 'Irasanti', 'honourific': None, 'given': 'Dewi'}}]",Jurnal Ilmu-Ilmu Agribisnis,1970-01-01 00:00:00.000002019,disk0/00/02/10/54,2020-05-29 10:18:01,634,583-590,2020-05-29 10:18:01,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/34434', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 34434, 'uri': 'http://repository.lppm.unila.ac.id/id/file/196390', 'datasetid': 'document', 'filesize': 550468, 'mime_type': 'application/pdf', 'fileid': 196390, 'hash': '7e404e272878f1354c83ef93b98a062a', 'filename': 'JIIA vol.7 No.4 (1)-2019.pdf', 'mtime': '2020-05-29 08:43:38', 'hash_type': 'MD5'}], 'main': 'JIIA vol.7 No.4 (1)-2019.pdf', 'docid': 34434, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 21054}, {'placement': 2, 'security': 'public', 'eprintid': 21054, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 34436, 'uri': 'http://repository.lppm.unila.ac.id/id/file/196396', 'datasetid': 'document', 'filesize': 550468, 'mime_type': 'application/pdf', 'fileid': 196396, 'filename': 'JIIA vol.7 No.4 (1)-2019.pdf', 'hash': '7e404e272878f1354c83ef93b98a062a', 'mtime': '2020-05-29 08:44:10', 'hash_type': 'MD5'}], 'docid': 34436, 'main': 'JIIA vol.7 No.4 (1)-2019.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/34436', 'rev_number': 1, 'pos': 2, 'format': 'text'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,4.0,pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/21054,,,,,,,published,,,,,,,,,,,,,,,,,
