,eprintid,status_changed,eprint_status,subjects,abstract,title,rev_number,metadata_visibility,type,divisions,creators,dir,lastmod,userid,datestamp,ispublished,documents,publisher,full_text_status,uri,date_type,refereed,publication,issn,pres_type,event_location,event_title,event_type,event_dates,official_url,corp_creators,pagerange,number,volume,referencetext,contributors,related_url,id_number,keywords,contact_email,funders,place_of_pub
35,19074,2020-04-13 02:09:30,archive,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Proceding Nasional,Peer Review: Keterkaitan Antar Sektor Ekonomi Dan Pengganda Output Terhadap Perekonomian Di Kabupaten Pringsewu.,7,show,conference_item,['FP1'],"[{'id': 'teguh.endaryanto@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Endaryanto', 'honourific': None, 'given': 'Teguh'}}]",disk0/00/01/90/74,2020-04-13 02:09:30,344,2020-04-13 02:09:30,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 19074, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32314', 'format': 'text', 'pos': 1, 'files': [{'objectid': 32314, 'uri': 'http://repository.lppm.unila.ac.id/id/file/159927', 'fileid': 159927, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-04-10 02:47:10', 'hash': 'f6ca67a58dd867c3cef3954a23d9eff8', 'filename': 'Jurnal TE-14.pdf', 'datasetid': 'document', 'filesize': 1181937}], 'main': 'Jurnal TE-14.pdf', 'docid': 32314}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19074,,TRUE,,,paper,,Seminar dan Lokakarya Forum Komunikasi Perguruan Tinggi Teknologi Pertanian Indonesia Aceh,conference,,,['Universitas Lampung'],,,,,,,,,,,
36,19106,2020-04-13 02:12:00,archive,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Proceding Nasional,Peer Review: Keterkaitan Antar Sektor Ekonomi Dan Pengganda Output Terhadap Perekonomian Di Kabupaten Pringsewu.,9,show,conference_item,['FP1'],"[{'id': 'teguh.endaryanto@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Endaryanto', 'honourific': None, 'given': 'Teguh'}}]",disk0/00/01/91/06,2020-04-13 02:12:00,344,2020-04-13 02:12:00,pub,"[{'eprintid': 19106, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Jurnal TE-16.pdf', 'docid': 32346, 'files': [{'datasetid': 'document', 'filesize': 1206301, 'mime_type': 'application/pdf', 'fileid': 160164, 'filename': 'Jurnal TE-16.pdf', 'hash': '552be5bc21c8967b3209c9d618534f6c', 'hash_type': 'MD5', 'mtime': '2020-04-10 06:28:59', 'objectid': 32346, 'uri': 'http://repository.lppm.unila.ac.id/id/file/160164'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32346'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19106,,TRUE,,,paper,,Seminar dan Lokakarya Forum Komunikasi Perguruan Tinggi Teknologi Pertanian Indonesia Aceh,conference,,,['Universitas Lampung'],,,,,,,,,,,
37,19061,2020-04-13 01:54:51,archive,['Q1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Internasional,Peer Review: Modiﬁcation of Gambier extracs as green inhibitor of calcium carbonate (CaCO3) scale formation,7,show,article,['FP1'],"[{'name': {'family': 'Endaryanto', 'honourific': None, 'lineage': None, 'given': 'Teguh'}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",disk0/00/01/90/61,2020-04-13 01:54:51,344,2020-04-13 01:54:51,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32301', 'format': 'text', 'pos': 1, 'files': [{'objectid': 32301, 'uri': 'http://repository.lppm.unila.ac.id/id/file/159842', 'mime_type': 'application/pdf', 'fileid': 159842, 'filename': 'Jurnal TE-1.pdf', 'hash': '34c44937c1a93a7e52390ab355380e59', 'hash_type': 'MD5', 'mtime': '2020-04-10 01:02:42', 'datasetid': 'document', 'filesize': 1039120}], 'docid': 32301, 'main': 'Jurnal TE-1.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 19061}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19061,,TRUE,Journal of Water Process Engineering,,,,,,,,['Universitas Lampung'],,,,,,,,,,,
38,19073,2020-04-13 02:09:18,archive,['S1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Proceding Nasional,Peer Review: Peran Perguruan Tinggi Dalam Pemberdayaan Kapasitas Kompetensi Kewirausahaan Petani Jagung Di Kabupaten Grobogan Jawa Tengah.,7,show,conference_item,['FP1'],"[{'name': {'given': 'Teguh', 'lineage': None, 'honourific': None, 'family': 'Endaryanto'}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",disk0/00/01/90/73,2020-04-13 02:09:18,344,2020-04-13 02:09:18,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 19073, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 32313, 'uri': 'http://repository.lppm.unila.ac.id/id/file/159920', 'fileid': 159920, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-04-10 02:38:20', 'hash': '579ccd9b942864b022648b9b4b92a7a9', 'filename': 'Jurnal TE-13.pdf', 'datasetid': 'document', 'filesize': 1182920}], 'main': 'Jurnal TE-13.pdf', 'docid': 32313, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32313', 'format': 'text', 'pos': 1}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19073,,TRUE,,,paper,,Seminar Nasional Penelitian dan Pengabdian Kepada Masyarakat 2017,conference,,,['Universitas Lampung'],,,,,,,,,,,
39,19105,2020-04-13 02:10:46,archive,['S1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Proceding Nasional,Peer Review: Peran Perguruan Tinggi Dalam Pemberdayaan Kapasitas Kompetensi Kewirausahaan Petani Jagung Di Kabupaten Grobogan Jawa Tengah.,7,show,conference_item,['FP1'],"[{'id': 'teguh.endaryanto@fp.unila.ac.id', 'name': {'given': 'Teguh', 'lineage': None, 'family': 'Endaryanto', 'honourific': None}}]",disk0/00/01/91/05,2020-04-13 02:10:46,344,2020-04-13 02:10:46,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 19105, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32345', 'pos': 1, 'format': 'text', 'files': [{'filesize': 1208418, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-04-10 06:23:53', 'hash': '33aa3f6fa8f08c0262aa81c592cc45fb', 'filename': 'Jurnal TE-15.pdf', 'fileid': 160153, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/160153', 'objectid': 32345}], 'docid': 32345, 'main': 'Jurnal TE-15.pdf'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19105,,TRUE,,,paper,,"Seminar Nasional Penelitian dan Pengabdian Kepada Masyarakat 2017, Bandar Lampung",conference,,,['Universitas Lampung'],,,,,,,,,,,
40,19065,2020-04-13 01:56:01,archive,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional,Peer Review: Preferensi dan Konsumsi Fastfood dalam memenuhi kecukupan gizi remaja di Kota Bandar Lampung,6,show,article,['FP1'],"[{'name': {'given': 'Teguh', 'honourific': None, 'family': 'Endaryanto', 'lineage': None}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",disk0/00/01/90/65,2020-04-13 01:56:01,344,2020-04-13 01:56:01,pub,"[{'files': [{'filesize': 1074878, 'datasetid': 'document', 'mtime': '2020-04-10 01:33:11', 'hash_type': 'MD5', 'hash': '28ea5e7b8e59b4a13f1754f21227c456', 'filename': 'Jurnal TE-5.pdf', 'fileid': 159867, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/159867', 'objectid': 32305}], 'main': 'Jurnal TE-5.pdf', 'docid': 32305, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32305', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 19065, 'language': 'en', 'mime_type': 'application/pdf'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19065,,TRUE,ESAI,,,,,,,,['Universitas Lampung'],,,,,,,,,,,
41,19066,2020-04-13 01:56:20,archive,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional,Peer Review: Sikap Dan Kepuasan Konsumen Terhadap Konsumsi Makanan Pecel Lele Di Kota Bandar Lampung,6,show,article,['FP1'],"[{'name': {'lineage': None, 'family': 'Endaryanto', 'honourific': None, 'given': 'Teguh'}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",disk0/00/01/90/66,2020-04-13 01:56:20,344,2020-04-13 01:56:20,pub,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32306', 'rev_number': 1, 'main': 'Jurnal TE-6.pdf', 'docid': 32306, 'files': [{'objectid': 32306, 'uri': 'http://repository.lppm.unila.ac.id/id/file/159873', 'datasetid': 'document', 'filesize': 1072002, 'mime_type': 'application/pdf', 'fileid': 159873, 'filename': 'Jurnal TE-6.pdf', 'hash': '75d26f28db534096784a073c1627f44b', 'hash_type': 'MD5', 'mtime': '2020-04-10 01:42:44'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 19066, 'security': 'public', 'placement': 1}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19066,,TRUE,Jurnal Ilmu-Ilmu Agribisnis (JIIA),,,,,,,,['Universitas Lampung'],,,,,,,,,,,
42,19071,2020-04-13 02:00:11,archive,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional,Peer Review: Sikap Konsumen Dan Strategi Pemasaran Dua Merek Kopi Bubuk Di Kota Bandar Lampung,6,show,article,['FP1'],"[{'name': {'given': 'Teguh', 'lineage': None, 'honourific': None, 'family': 'Endaryanto'}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",disk0/00/01/90/71,2020-04-13 02:00:11,344,2020-04-13 02:00:11,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 19071, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32311', 'rev_number': 1, 'main': 'Jurnal TE-11.pdf', 'docid': 32311, 'files': [{'mime_type': 'application/pdf', 'fileid': 159903, 'filename': 'Jurnal TE-11.pdf', 'hash': '7f91872baabebefebe32b21306db9f48', 'hash_type': 'MD5', 'mtime': '2020-04-10 02:13:41', 'datasetid': 'document', 'filesize': 1080226, 'objectid': 32311, 'uri': 'http://repository.lppm.unila.ac.id/id/file/159903'}]}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19071,,TRUE,Jurnal Ilmu-Ilmu Agribisnis (JIIA),,,,,,,,['Universitas Lampung'],,,,,,,,,,,
43,19070,2020-04-13 01:57:37,archive,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional,Peer Review: Sikap dan Pengambilan Keputusan Pembelian Sayuran Organik Oleh Konsumen di Kota Bandar Lampung,6,show,article,['FP1'],"[{'name': {'given': 'Teguh', 'honourific': None, 'family': 'Endaryanto', 'lineage': None}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}]",disk0/00/01/90/70,2020-04-13 01:57:37,344,2020-04-13 01:57:37,pub,"[{'docid': 32310, 'main': 'Jurnal TE-10.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/159897', 'objectid': 32310, 'filesize': 1092803, 'datasetid': 'document', 'mtime': '2020-04-10 02:09:14', 'hash_type': 'MD5', 'hash': 'f4683eb8d7bb362416020019550a08e6', 'filename': 'Jurnal TE-10.pdf', 'fileid': 159897, 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32310', 'eprintid': 19070, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19070,,TRUE,Jurnal Ilmu-Ilmu Agribisnis (JIIA),,,,,,,,['Universitas Lampung'],,,,,,,,,,,
44,19067,2020-04-13 01:56:43,archive,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional,Peer Review:Analisis Biaya Dan Pendapatan Usaha Pedagang Sayuran Di Pasar Tamin Kota Bandar Lampung,6,show,article,['FP1'],"[{'id': 'teguh.endaryanto@fp.unila.ac.id', 'name': {'given': 'Teguh', 'lineage': None, 'family': 'Endaryanto', 'honourific': None}}]",disk0/00/01/90/67,2020-04-13 01:56:43,344,2020-04-13 01:56:43,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 19067, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/159879', 'objectid': 32307, 'filesize': 1090187, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-04-10 01:48:09', 'hash': '9a2dffe437018dbbaa22c6c3c2170e3a', 'filename': 'Jurnal TE-7.pdf', 'fileid': 159879, 'mime_type': 'application/pdf'}], 'docid': 32307, 'main': 'Jurnal TE-7.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/32307', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19067,,TRUE,Jurnal Ilmu-Ilmu Agribisnis (JIIA),,,,,,,,['Universitas Lampung'],,,,,,,,,,,
45,31240,2021-05-29 00:37:28,archive,['S1'],"The purposes of this research were to analyze the income of banana farmer households, the level of banana farmer household’s welfare, and the factors that influence the banana farmer household’s welfare. This research was conducted at Sumbermulyo and Tegalbinangun villages of Sumberejo subdistrict of
Tanggamus regency. The samples were chosen by simple random sampling method. The number of respondents in this study was 62 banana farmers. The data were collected in March 2019. The method of data analysis used in this study was quantitative and qualitative descriptive analysis. The results showed that average household income of banana farmers in Sumberejo of Tanggamus Regency was IDR32,763,337.90 per year. It came from banana farming (on farm) amounting to IDR17,497,289.52 and from outside the banana farming (on farm, off farm and non farm) amounting to IDR15,266,048.38. Based on BPS (2014) criteria, banana farmers household at Sumberejo District were mostly categorized as prosperous farmers families. Based on the regression analysis using binary logit there were two factors influencing the prosperity grade of banana farmers, they are household income and the number of family members.

Key words: banana farmers, farmer household’s welfare, income",ANALISIS PENDAPATAN DAN TINGKAT KESEJAHTERAAN RUMAH TANGGA PETANIPISANG DI KECAMATAN SUMBEREJO KABUPATEN TANGGAMUS,7,show,article,['FP1'],"[{'id': 'teguh.endaryanto@fp.unila.ac.id', 'name': {'given': 'Teguh', 'family': 'Endaryanto', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Ani', 'honourific': None, 'family': 'Suryani', 'lineage': None}, 'id': None}]",disk0/00/03/12/40,2021-05-29 00:37:28,344,2021-05-29 00:37:28,pub,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/141130', 'rev_number': 1, 'docid': 141130, 'main': '4704-12324-1-SM.pdf', 'files': [{'datasetid': 'document', 'filesize': 565683, 'fileid': 370239, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-28 16:35:45', 'filename': '4704-12324-1-SM.pdf', 'hash': '34a0429646a1ca3afdd984b7c002b4f4', 'objectid': 141130, 'uri': 'http://repository.lppm.unila.ac.id/id/file/370239'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 31240, 'security': 'public', 'placement': 1}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/31240,,TRUE,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,,,,,,['Universitas Lampung'],,,,,,,,,,,
46,19127,2020-04-13 03:29:32,archive,['S1'],Check Similarity Result,Check Similarity Result: Financial Feasibility Of Several Agricultural Equipment And Machinery Business Unit Services In Lampung Province,7,show,conference_item,['FP1'],"[{'id': 'teguh.endaryanto@fp.unila.ac.id', 'name': {'given': 'Teguh', 'lineage': None, 'honourific': None, 'family': 'Endaryanto'}}, {'id': 'Wan_abbas@yahoo.com', 'name': {'given': 'Wan Abbas', 'lineage': None, 'honourific': None, 'family': 'Zakaria'}}]",disk0/00/01/91/27,2020-04-13 03:29:32,344,2020-04-13 03:29:32,pub,"[{'eprintid': 19127, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 32367, 'main': 'Financial_Feasibility_of_Deveral_Agricultural_Equi.pdf', 'files': [{'objectid': 32367, 'uri': 'http://repository.lppm.unila.ac.id/id/file/160379', 'mime_type': 'application/pdf', 'fileid': 160379, 'hash': 'c5e6ff5c669db45fea48e544ff4688ee', 'filename': 'Financial_Feasibility_of_Deveral_Agricultural_Equi.pdf', 'mtime': '2020-04-13 03:09:48', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 2466851}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32367'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/19127,,TRUE,,,paper,,International Conference And Congress Of The Indonesian Society Of Agricultural Economics (ICC – ISAE) 2017,conference,,,['Universitas Lampung'],,,,,,,,,,,
47,48423,2023-02-16 07:02:41,archive,['L1'],"The purpose of this study was to determine the effect of service quality, customer
experience, and ease of use of J&T delivery services to customer satisfaction in
Social Sciences FKIP Unila Force students in 2016. The method is descriptive
verification with ex post facto approach and survey using nonprobability sampling
technique with purposive sampling. This research consist of 73 respondents. Data
collection by questionnaires. Hypothesis testing partially t Test and Simultaneous f
Test. The conclusion of the analysis is that there is a positive influence between
service quality, customer experience, and perceived ease of use of J&T services to
customer satisfaction in students of Social Sciences Faculty of Social Sciences,
University of Lampung in 2016. While the influence of simultaneous of customer
satisfaction with Fcount = 35.808 with a significance (sig.) of 0,000","Pengaruh Kualitas Pelayanan,
Pengalaman Pelanggan, dan
Kemudahan Penggunaan Terhadap
Kepuasan Pelanggan",9,show,article,['FP1'],"[{'name': {'lineage': None, 'family': 'Erlina Rufaidah', 'honourific': None, 'given': 'ER'}, 'id': 'erlinarufaidah1958@gmail.com'}]",disk0_bak/00/04/84/23,2023-02-16 07:02:41,1000,2023-02-16 07:02:41,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 48423, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/528521', 'objectid': 187714, 'mtime': '2023-02-16 04:26:24', 'hash_type': 'MD5', 'filename': '1 (2).pdf', 'hash': 'e7d85846307416f699e0fcd2b3767a51', 'fileid': 528521, 'mime_type': 'application/pdf', 'filesize': 220703, 'datasetid': 'document'}], 'main': '1 (2).pdf', 'docid': 187714, 'formatdesc': 'Pengaruh Kualitas Pelayanan, Pengalaman Pelanggan, dan Kemudahan Penggunaan Terhadap Kepuasan Pelanggan', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187714', 'format': 'text', 'pos': 1}, {'formatdesc': 'link Pengaruh Kualitas Pelayanan, Pengalaman Pelanggan, dan Kemudahan Penggunaan Terhadap Kepuasan Pelanggan', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187715', 'format': 'other', 'pos': 2, 'files': [{'objectid': 187715, 'uri': 'http://repository.lppm.unila.ac.id/id/file/528524', 'mime_type': 'application/xml', 'fileid': 528524, 'hash': '96271d7a487296e69dbb04c8842c4c81', 'filename': 20544, 'hash_type': 'MD5', 'mtime': '2023-02-16 04:34:37', 'datasetid': 'document', 'filesize': 20523}], 'main': 20544, 'docid': 187715, 'language': 'en', 'mime_type': 'application/xml', 'security': 'public', 'placement': 2, 'eprintid': 48423}]",,public,http://repository.lppm.unila.ac.id/id/eprint/48423,,TRUE,jurnal ekonomi dan bisnis,,,,,,,,,,,,,,,,,,,
48,35504,2021-11-08 07:20:32,archive,['S1'],Pengembangan Model perekonomian koperasi menengah pertama (SMP)melalui peningkatan peran komite sekolah dalam program bina lingkungan di kota bandar lampung,Pengembangan Model perekonomian koperasi menengah pertama (SMP)melalui peningkatan peran komite sekolah dalam program bina lingkungan di kota bandar lampung,8,show,other,['FP1'],"[{'name': {'given': 'ER', 'family': 'Erlina Rufaidah', 'honourific': None, 'lineage': None}, 'id': 'erlinarufaidah1958@gmail.com'}]",disk0/00/03/55/04,2021-11-08 07:20:32,1000,2021-11-08 07:20:32,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 35504, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/156375', 'rev_number': 1, 'main': 'CamScanner 11-08-2021 14.05.pdf', 'docid': 156375, 'files': [{'objectid': 156375, 'uri': 'http://repository.lppm.unila.ac.id/id/file/413708', 'datasetid': 'document', 'filesize': 2876843, 'fileid': 413708, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-11-08 07:17:07', 'hash': '0bb9231cffab7a4db4cc2e3309ccabf7', 'filename': 'CamScanner 11-08-2021 14.05.pdf'}]}]",dikti,public,http://repository.lppm.unila.ac.id/id/eprint/35504,,,,,,,,,,,['universitas lampung'],,,,,,,,,,,
