,userid,lastmod,datestamp,documents,ispublished,number,refereed,full_text_status,uri,type,divisions,creators,issn,publication,dir,status_changed,eprint_status,abstract,subjects,official_url,title,metadata_visibility,volume,rev_number,eprintid,publisher,date_type,related_url,pagerange,contributors,corp_creators,pres_type,event_type,event_dates,event_title,event_location,id_number,contact_email,isbn,place_of_pub,keywords,referencetext
40,48,2021-05-21 01:08:00,2021-05-21 01:08:00,"[{'eprintid': 30316, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Dina_Bioedusiana 2021_eng (1)-dikonversi.pdf', 'docid': 136277, 'files': [{'datasetid': 'document', 'filesize': 451300, 'mime_type': 'application/pdf', 'fileid': 359359, 'filename': 'Dina_Bioedusiana 2021_eng (1)-dikonversi.pdf', 'hash': '1dcac858f93365af88e26843859582d9', 'hash_type': 'MD5', 'mtime': '2021-05-20 14:39:00', 'objectid': 136277, 'uri': 'http://repository.lppm.unila.ac.id/id/file/359359'}], 'format': 'text', 'pos': 1, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/136277'}]",submitted,,FALSE,public,http://repository.lppm.unila.ac.id/id/eprint/30316,article,['FKIP15'],"[{'id': 'dina.maulina@fkip.unila.ac.id', 'name': {'family': 'Maulina', 'honourific': None, 'lineage': None, 'given': 'Dina'}}, {'id': 'ismirakhmawati@gmail.com', 'name': {'lineage': None, 'family': 'Rakhmawati', 'honourific': None, 'given': 'Ismi'}}, {'id': None, 'name': {'given': 'Darlen', 'family': 'Sikumbang', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Arwin', 'lineage': None, 'family': 'Surbakti', 'honourific': None}, 'id': None}]",,Bioedusiana,disk0/00/03/03/16,2021-05-21 01:08:00,archive,"Abstract
The purpose of this study was to analyze students' biology learning outcomes towards the achievement of basic competencies in biology materials at senior high school and to evaluate the implementation of online biology learning for teachers and students in order to achieve the expected competencies. The research design used an ex post facto design, with the population being all state senior high school students in the city of Bandar Lampung in a different distribution of sub-district locations represented based on the equivalent level of school accreditation. Samples were taken from a population consisting of: SMA N 2 Bandar Lampung, SMA N 5 Bandar Lampung, and SMA N 7 Bandar Lampung. The acquisition of quantitative data in the form of learning outcomes values on the subject matter of plantae, qualitative data in the form of analysis of the results of a questionnaire intended for teachers and students. Interviews were conducted to obtain secondary data in the form of descriptive data carried out by teleconference. The result showed that there was a significant difference in learning outcomes in online classes compared to face-to-face classes (p <0.05). The dominant online learning application used is using google classroom which is already based on the Learning Management System (LMS). As many as 74.1% of students stated that online learning limits interaction and communication with friends and teachers regarding subject matter. Therefore, the results of this study prove that the biology learning outcomes of students carried out online based on LMS have a significant effect, but the interaction, collaboration and communication between students during the learning process become an obstacle.",['L1'],,Analysis of Biology Learning Outcomes at Senior High School Level`s in the Bandar Lampung City During Online Learning,show,,7,30316,,,,,,,,,,,,,,,,,
41,48,2022-06-12 11:40:20,2022-06-12 11:40:20,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 42338, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164051', 'rev_number': 2, 'docid': 164051, 'main': '23278-56336-1-PB.pdf', 'files': [{'objectid': 164051, 'uri': 'http://repository.lppm.unila.ac.id/id/file/465770', 'datasetid': 'document', 'filesize': 490177, 'fileid': 465770, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-06-11 10:48:25', 'hash': '23d414e7c32be7f5293a4595bc6e1554', 'filename': '23278-56336-1-PB.pdf'}]}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/42338,article,['FKIP15'],"[{'id': 'dina.maulina@fkip.unila.ac.id', 'name': {'given': 'Dina', 'lineage': None, 'family': 'Maulina', 'honourific': None}}, {'id': 'undangros@yahoo.com', 'name': {'lineage': None, 'family': 'Rosidin', 'honourific': None, 'given': 'Undang'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Kadaritna', 'given': 'Nina'}, 'id': 'kadaritna@yahoo.com'}, {'id': 'marina_setyorini@yahoo.com', 'name': {'family': 'Setyarini', 'honourific': None, 'lineage': None, 'given': 'M.'}}]",,Ruang Pengabdian : Jurnal Pengabdian Kepada Masyarakat,disk0/00/04/23/38,2022-06-12 11:40:20,archive,"Kegiatan bimtek ini bertujuan untuk: (1) memberikan keterampilan kepada guruguru IPA di Kabupaten Tanggamus dalam mengembangkan bank soal kemapuan literasi berstandar TIMS/PISA; (2) memberikan keterampilan kepada guru-guru IPA di Kabupaten Tanggamus dalam mengembangkan bank soal kemapuan numerasi berstandar TIMS/PISA; (3) memberikan keterampilan kepada guru-guru IPA di Kabupaten Tanggamus dalam mengembangkan bank soal kemapuan sains berstandar TIMS/PISA. Peserta kegiatan bimtek ini adalah guru IPA di Kabupaten Tanggamus. Peserta pelatihan, panitia, dan narasumber melakukan kegiatan dengan menerapkan protocol pencegahan covid-19 yaitu menjaga jarak aman 1,5-2 meter dan menggunakan masker/faceshield. Evaluasi keberhasilan pelatihan akan dilakukan pada: (1) Awal kegiatan, yaitu pretes, untuk mengetahui sejauh mana kemampuan peserta bimtek tentang asesmen, PISA/TIMSS, literasi sains dan numerasi, serta analisis butir soal; (2) akhir kegiatan yaitu postes, berisikan pertanyaan yang sama dengan tes awal, untuk mengetahui tingkat keberhasilan, sehingga dapat diterapkan oleh setiap peserta. Berdasarkan hasil pretes dan postes diketahui terdapat peningkatan pemahaman guru dengan kategori sedang (Ngain = 0,42). Berdasarkan hasil feedback yang diberikan peserta diharapkan dilaksanakan kegiatan lanjutan dari kegiatan pelatihan ini.",['L1'],,Bimtek Pengembangan Soal Berstandar TIMSS/ PISA Bagi Guru IPA Se- Kabupaten Tanggamus,show,,8,42338,,published,,,,,,,,,,,,,,,
42,48,2023-02-17 08:59:08,2023-02-17 08:59:08,"[{'files': [{'objectid': 187725, 'uri': 'http://repository.lppm.unila.ac.id/id/file/528607', 'datasetid': 'document', 'filesize': 317040, 'mime_type': 'application/pdf', 'fileid': 528607, 'filename': ""5-+Students'+Science+Literacy+Ability-+Study+on+the+Topic+of+Environmental+Pollution.pdf"", 'hash': 'bfed7339d241015ffefc9513f2725bd5', 'mtime': '2023-02-17 05:01:44', 'hash_type': 'MD5'}], 'main': ""5-+Students'+Science+Literacy+Ability-+Study+on+the+Topic+of+Environmental+Pollution.pdf"", 'docid': 187725, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187725', 'rev_number': 2, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 48432, 'mime_type': 'application/pdf', 'language': 'en'}]",pub,1.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/48432,article,['FKIP15'],"[{'id': 'dina.maulina@fkip.unila.ac.id', 'name': {'given': 'Dina', 'lineage': None, 'family': 'Maulina', 'honourific': None}}, {'name': {'given': 'Berti', 'honourific': None, 'family': 'Yolida', 'lineage': None}, 'id': 'bertiyolida@yahoo.com'}]",,Journal of Adaptive Education,disk0_bak/00/04/84/32,2023-02-17 08:59:08,archive,"Scientific literacy is one of the determining factors in preparing competent human resources in the future. This study aimed to determine students' scientific literacy skills based on the PISA framework. This research is ex post facto research, with a cross sectional survey design. The research sample was selected by purposive sampling of 224 students in class VIII SMP Negeri 2 Merbau Mataram. Quantitative data from students' scientific literacy competency scores obtained with PISA questions were then analyzed descriptively. The results of students' scientific literacy competence in this study were in the ""very low"" category (30.06 ± 1.8). Based on the aspect of scientific competence, identifying scientific problems (33.35 ± 2.58) has the highest score, then using scientific evidence (36.18 ± 3.21), and the lowest score is the aspect of explaining scientific phenomena (20.7 ± 1,7). Thus, the results of this study concluded that students' scientific literacy abilities at SMPN 2 Merbau Mataram were in the very low category.",['L1'],https://journals.fkip.unila.ac.id/index.php/aej/article/view/75,Students' Science Literacy Ability: Study on the Topic of Environmental Pollution at SMPN 2 Merbau Mataram,show,1.0,7,48432,FKIP Universitas Lampung,published,,,,,,,,,,,,,,,
43,48,2022-11-02 05:40:50,2022-11-02 05:40:50,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185082', 'rev_number': 1, 'main': '21532-65806-2-PB (1).pdf', 'docid': 185082, 'files': [{'objectid': 185082, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510656', 'mime_type': 'application/pdf', 'fileid': 510656, 'filename': '21532-65806-2-PB (1).pdf', 'hash': '8aec3e56dbff268002cf76f485eb76da', 'mtime': '2022-11-02 05:21:01', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 679831}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 46191, 'placement': 1, 'security': 'public'}]",pub,1.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/46191,article,['FKIP15'],"[{'id': 'dina.maulina@fkip.unila.ac.id', 'name': {'family': 'Maulina', 'honourific': None, 'lineage': None, 'given': 'Dina'}}, {'name': {'lineage': None, 'family': 'Yolida', 'honourific': None, 'given': 'Berti'}, 'id': 'bertiyolida@yahoo.com'}, {'id': 'ritamarpaung15@yahoo.co.id', 'name': {'lineage': None, 'family': 'Marpaung', 'honourific': None, 'given': 'Rini Rita'}}]",,Jurnal Bioedukatika,disk0/00/04/61/91,2022-11-02 05:40:50,archive,"The 21st century education requires students to have critical thinking skills. This research aim was to analyze the influence of the guided inquiry learning model assisted by student worksheets based on Higher Order Thinking Skills (HOTS) on students' critical thinking skills during online learning at Senior High School 1 Gadingrejo class XI Science Major. This research uses a quasi-experimental design with a pretest-posttest non-equivalent control group design. The samples in this study were students of Natural Science Major class, XI Science Major 2 as the control class, and XI Science Major 7 as the experimental class which was selected through purposive sampling technique. The research data consist of quantitative and qualitative. Quantitative data in the form of the average score of pretest, posttest, and N-Gain as a result of critical thinking skills were analyzed by independent sample t-test (Î±=0.05) using SPSS 25.0 For Windows. The results showed that there was a significant effect of application of the HOTS-based guided inquiry learning model on students' critical thinking skills during online learning (Sig. 0.010 < 0.05). The experimental class N-gain value of 0.65 is classified as medium category. Qualitative data in the form of a questionnaire on the implementation of online learning with an average percentage result of 64.2% which is included in the strong category. A total of 92% of students agree that the difficult questions in the HOTS-based worksheets help improve critical thinking skills. Therefore, the guided inquiry learning model assisted by HOTS-based worksheet student has an effect on students' critical thinking skills during online learning.",['L1'],http://journal.uad.ac.id/index.php/BIOEDUKATIKA/article/view/21532,Guided inquiry model assisted HOTS-Based worksheet for critical thinking ability in online learning during pandemic covid-19,show,10.0,7,46191,Universitas Ahmad Dahlan,,,12-20,,,,,,,,http://dx.doi.org/10.26555/bioedukatika.v10i1.21532,,,,,
44,48,2021-11-02 08:45:37,2021-11-02 08:45:37,"[{'eprintid': 34825, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 155498, 'main': '189-Article Text-1103-1-10-20210828 (1).pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 408358, 'filename': '189-Article Text-1103-1-10-20210828 (1).pdf', 'hash': '595a353bd01f21db179ce942173bcd38', 'mtime': '2021-11-02 04:47:37', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 195484, 'objectid': 155498, 'uri': 'http://repository.lppm.unila.ac.id/id/file/408358'}], 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155498'}, {'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 34825, 'security': 'public', 'placement': 2, 'format': 'text', 'pos': 2, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155500', 'main': '189-Article Text-1103-1-10-20210828 (1).pdf', 'docid': 155500, 'files': [{'datasetid': 'document', 'filesize': 195484, 'fileid': 408362, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-11-02 04:48:42', 'filename': '189-Article Text-1103-1-10-20210828 (1).pdf', 'hash': '595a353bd01f21db179ce942173bcd38', 'objectid': 155500, 'uri': 'http://repository.lppm.unila.ac.id/id/file/408362'}]}]",pub,3.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/34825,article,['FKIP15'],"[{'id': 'dina.maulina@fkip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Maulina', 'given': 'Dina'}}, {'name': {'family': 'rochmiyati', 'honourific': None, 'lineage': None, 'given': 'rochmiyati'}, 'id': 'rochmiyatiazwardi@yahoo.co.id'}]",,Edunesia : Jurnal Ilmiah Pendidikan,disk0/00/03/48/25,2021-11-02 08:45:37,archive,"This  article  was  written  as  the  stage  of  designing  a blended learning  assessment  instrument  model  in  elementary schools.  This  study  aims to  identify an assessment  model  that accommodates  the  realm  of  cognitive  learning.  The  design phase of this research is based on the ADDIE model framework. The research population is all students of class V SDN 1,2, and 3 Karanganyar, the research sample is class V students at SDN 2  Karanganyar  who  have  implemented  blended  learning.  The data analysis technique used in this research is the descriptive data  analysis  technique.  Based  on  the author's hypothesis, the stages of the development model that can be used based on the results  of  the  analysis  of  assessment  instruments  for  blended learning,  there  are  three  types  of  assessment,  namely  self-assessment,  peer  assessment,  and  teacher  assessment.  This triangle   model   is   expected   to   accommodate   the   realm   of learning in the implementation of blended learning assessment.",['L1'],,Blended Learning Assessment Instrument For Elementary School,show,2.0,10,34825,,,,668-676,,,,,,,,https://doi.org/10.51276/edu.v2i3.189,,,,,
45,391,2020-11-18 01:27:09,2020-11-18 01:27:09,"[{'eprintid': 25859, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': '20825-48518-1-PB.pdf', 'docid': 39653, 'files': [{'objectid': 39653, 'uri': 'http://repository.lppm.unila.ac.id/id/file/232535', 'fileid': 232535, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-11-17 10:12:29', 'filename': '20825-48518-1-PB.pdf', 'hash': '340fa8a76f5e2d9e9217623427258017', 'datasetid': 'document', 'filesize': 255895}], 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39653'}]",pub,1.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/25859,article,['FKIP15'],"[{'name': {'given': 'Desty', 'lineage': None, 'family': 'Melivicasari', 'honourific': None}, 'id': None}, {'name': {'given': 'Darlen', 'lineage': None, 'family': 'Sikumbang', 'honourific': None}, 'id': None}, {'name': {'family': 'Marpaung', 'honourific': None, 'lineage': None, 'given': 'Rini Rita'}, 'id': 'ritamarpaung15@yahoo.co.id'}]",2621-5594,Jurnal Bioterdidik: Wahana Ekspresi Ilmiah,disk0/00/02/58/59,2020-11-18 01:27:09,archive,"Penelitian ini bertujuan untuk mengetahui pengaruh model kooperatif jigsaw berbantu media permainan kartu berpasangan terhadap aktivitas dan hasil belajar peserta didik. Metode penelitian yang digunakan eksperimental semu dengan desain pretes-postes kelompok tak ekuivalen. Sampel penelitian adalah peserta didik kelas VIII di SMP Alfalakhussa’adah berjumlah 61 orang, ditentukan melalui teknik purposive sampling. Data Aktivitas belajar peserta didik dianalisis secara deskriptif dalam bentuk persentase. Data hasil belajar peserta didik dianalisis dengan uji N-gain dan uji hipotesis Independent Sample T-tes. Hasil penelitian menunjukan persentase rata-rata aktivitas secara keseluruhan sebesar 81% termasuk dalam kriteria sangat aktif, N-gain hasil belajar sebesar 0,64 termasuk kriteria sedang, dan Independent Sample T-tes memperoleh nilai sig 0,00 < 0,05 yang berarti bahwa penerapan model kooperatif jigsaw berbantu media permainan kartu berpasangan berpengaruh terhadap peningkatan aktivitas dan hasil belajar peserta didik.",['L1'],,Pengaruh Model Kooperatif Jigsaw Berbantu Media Permainan Kartu Berpasangan Terhadap Aktivitas dan Hasil Belajar,show,8.0,7,25859,Prodi Pendidikan Biologi FKIP Unila,,,88-99,,,,,,,,,,,,,
46,812,2020-11-09 09:08:09,2020-11-09 09:08:09,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38491', 'docid': 38491, 'main': 'Ihdini 2020.pdf', 'files': [{'filesize': 91230, 'datasetid': 'document', 'mtime': '2020-11-09 05:32:11', 'hash_type': 'MD5', 'filename': 'Ihdini 2020.pdf', 'hash': 'f079f5c147db572f80a7765abaa5506c', 'fileid': 224379, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/224379', 'objectid': 38491}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 24742, 'placement': 1, 'security': 'public'}]",pub,1.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/24742,article,['FKIP15'],"[{'id': None, 'name': {'given': 'Ihdini Sabilla', 'honourific': None, 'family': 'Mu’minati', 'lineage': None}}, {'id': 'tri.jalmo@fkip.unila.ac.id', 'name': {'given': 'Tri', 'honourific': None, 'family': 'Jalmo', 'lineage': None}}, {'id': 'ritamarpaung15@yahoo.co.id', 'name': {'honourific': None, 'family': 'Marpaung', 'lineage': None, 'given': 'Rini Rita'}}]",2442-9805,Bioedukasi,disk0/00/02/47/42,2020-11-09 09:08:09,archive,"This study aims to determine the effectiveness of the Jigsaw type
cooperative learning model on oral communication skills and improve cognitive
learning outcomes for grade X students of SMA Negeri 14 Bandar Lampung. The
sample in this study is class X MIA 3 totaling 27 students taken using purposive
sampling technique. The design used in this study is One Group Pretest-Postest
Design. Communication skills obtained from self assessment, peer assessment
and observation were analyzed descriptively. Cognitive learning outcomes
obtained from the pretest and posttest were analyzed using N-gain. The results of
the analysis show that the Jigsaw type learning model is effective verbal
communication skills based on observational data with an average acquisition
rate of 77%. Jigsaw type learning model is also effective in improving cognitive
learning outcomes obtained by the medium category (N gain 0.58). Based on
these results it can be concluded that the Jigsaw type cooperative learning model
is effective in growing written communication skills and improving students'
cognitive learning outcomes.",['L1'],,"PEMBELAJARAN TIPE JIGSAW MENUMBUHKAN
KETERAMPILAN KOMUNIKASI LISAN DAN HASIL BELAJAR
KOGNITIF PESERTA DIDIK KELAS X SMA NEGERI 14
BANDAR LAMPUNG",show,11.0,6,24742,,,,59-68,,,,,,,,,,,,,
47,956,2020-11-17 05:38:59,2020-11-17 05:38:59,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 25769, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39561', 'pos': 1, 'format': 'text', 'files': [{'fileid': 231917, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-11-17 05:34:13', 'hash': '6d23ff6efc11c61a4671da9e90c6d693', 'filename': '20630-48479-1-PB.pdf', 'datasetid': 'document', 'filesize': 182416, 'objectid': 39561, 'uri': 'http://repository.lppm.unila.ac.id/id/file/231917'}], 'docid': 39561, 'main': '20630-48479-1-PB.pdf'}]",pub,1.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/25769,article,['FKIP15'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Naufal Rafsanzani', 'given': ""Mar'i""}, 'id': None}, {'name': {'given': 'Arwin', 'honourific': None, 'family': 'Surbakti', 'lineage': None}, 'id': 'arwin.surbakti@fkip.unila.ac.id'}, {'name': {'given': 'Darlen', 'honourific': None, 'family': 'Sikumbang', 'lineage': None}, 'id': None}]",2621-5594,Jurnal Bioterdidik: Wahana Ekspresi Ilmiah,disk0/00/02/57/69,2020-11-17 05:38:59,archive,"Penelitian ini bertujuan untuk menentukan pengaruh model project based learning dalam meningkatkan hasil belajar kognitif dan sikap peduli lingkungan peserta didik. Metode penelitian quasi experiment dengan rancangan pretest postest non equivalent control group design. Sampel penelitian kelas VII 1 dan VII 2 SMP Negeri 2 Pesawaran. Pengambilan sampel penelitian menggunakan teknik random sampling. Hasil penelitian menunjukkan penggunaan model project based learning dapat meningkatkan hasil belajar kognitif peserta didik dengan rata-rata N-gain kelompok eksperimen lebih tinggi (0,33) dibanding kelompok kontrol (0,21). Selain itu, pengunaan model project based learningjuga dapat meningkatkan sikap peduli lingkungan secara signifikan dengan rata-rata kelompok eksperimen lebih tinggi (76,13) dibanding kelompok kontrol (69,30) sehingga kelompok eksperimen mendapatkan kriteria baik sedangkan kelompok kontrol mendapatkan kriteria cukup.",['L1'],,Pengaruh Model Project Based Learning Terhadap Hasil Belajar Kognitif dan Sikap Peduli Lingkungan,show,8.0,7,25769,Prodi Pendidikan Biologi FKIP Unila,,,36-45,,,,,,,,,,,,,
48,956,2020-05-26 01:55:20,2020-05-26 01:55:20,"[{'placement': 1, 'security': 'public', 'eprintid': 20483, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/192435', 'objectid': 33833, 'filesize': 455743, 'datasetid': 'document', 'mtime': '2020-05-26 00:34:47', 'hash_type': 'MD5', 'hash': '0e3a24524ac23ff0bf002e297f8e31b0', 'filename': '17428-39307-1-PB.pdf', 'fileid': 192435, 'mime_type': 'application/pdf'}], 'main': '17428-39307-1-PB.pdf', 'docid': 33833, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33833', 'rev_number': 2, 'pos': 1, 'format': 'text'}]",pub,3.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/20483,article,['FKIP15'],"[{'id': None, 'name': {'given': 'Andri Tri', 'lineage': None, 'honourific': None, 'family': 'Nugroho'}}, {'id': 'jalmotri@yahoo.com', 'name': {'lineage': None, 'family': 'Jalmo', 'honourific': None, 'given': 'Tri'}}, {'name': {'lineage': None, 'family': 'Surbakti', 'honourific': None, 'given': 'Arwin'}, 'id': None}]",2621-5594,Jurnal Bioterdidik: Wahana Ekspresi Ilmiah,disk0/00/02/04/83,2020-05-26 01:55:20,archive,"Penelitian ini dilakukan untuk mengetahui pengaruh model pembelajaran Project Based Learning (PjBL) terhadap kemampuan komunikasi dan berpikir kreatif peserta didik SMP IT Fitrah Insani pada pembelajaran IPA materi Pencemaran Lingkungan. Desain yang digunakan dalam penelitian adalah pretest-posttest non-equivalent control group design. Populasi penelitian adalah seluruh peserta didik kelas VII dengan sampel penelitian adalah kelas VII A dan VII C yang berjumlah 60 peserta didik yang dipilih melalui teknik cluster random sampling. Data analisis berupa nilai pretes-postes dan N-gain yang di uji menggunakan Independent sample t-Test dan uji Mann-Whitney U. Hasil penelitian menunjukkan bahwa terdapat pengaruh dari penggunaan model Project Based Learning terhadap kemampuan komunikasi dan berpikir kreatif.

Kata kunci: berpikir kreatif, kemampuan komunikasi, project based learning",['L1'],,Pengaruh Model Project Based Learning (PjBL) Terhadap Kemampuan Komunikasi dan Berpikir Kreatif,show,7.0,7,20483,Prodi Pendidikan Biologi FKIP Unila,,,,,,,,,,,,,,,,
49,956,2020-05-26 01:55:26,2020-05-26 01:55:26,"[{'format': 'text', 'pos': 1, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33834', 'docid': 33834, 'main': '17126-38567-1-PB.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/192442', 'objectid': 33834, 'filename': '17126-38567-1-PB.pdf', 'hash': '1ed8787e12070d247f5e0fdbb212c9ec', 'mtime': '2020-05-26 00:37:06', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 192442, 'filesize': 633515, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 20484, 'security': 'public', 'placement': 1}]",pub,1.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/20484,article,['FKIP15'],"[{'id': None, 'name': {'given': 'Tata Zettya', 'lineage': None, 'honourific': None, 'family': 'Parawita'}}, {'id': None, 'name': {'given': 'Arwin', 'honourific': None, 'family': 'Surbakti', 'lineage': None}}, {'id': 'bertiyolida@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Yolida', 'given': 'Berti'}}]",2621-5594,Jurnal Bioterdidik: Wahana Ekspresi Ilmiah,disk0/00/02/04/84,2020-05-26 01:55:26,archive,"Penelitian ini bertujuan untuk menentukan signifikansi, keeratan, arah, dan kon-tribusi dari pengetahuan tentang pencemaran lingkungan dengan sikap peserta didik dalam pengelolaan sampah 3R di SMP. Desain yang digunakan pada pene-litian ini adalah desain deskriptif korelasional. Teknik pengambilan sampel meng-gunakan cluster random sampling. Data penelitian diperoleh menggunakan tes dan kuesioner. Teknik analisis data menggunakan analisis regresi linier sederhana. Hasil penelitian menunjukkan bahwa terdapat hubungan yang signifikan antara  pengetahuan tentang pencemaran lingkungan dengan sikap dalam pengelolaan sampah metode 3R. Selain itu, terdapat keeratan hubungan dengan kategori rendah dan terdapat hubungan yang positif antara kedua variabel. Pengetahuan tentang pencemaran lingkungan memberikan kontribusi yang rendah terhadap sikap dalam pengelolaan sampah metode 3R.                                                                              

Kata kunci: hubungan, metode 3R, pengelolaan sampah, pengetahuan, sikap.",['L1'],,Hubungan Pengetahuan Pencemaran Lingkungan dengan Sikap Peserta Didik dalam Pengelolaan Sampah Metode 3R,show,7.0,7,20484,Prodi Pendidikan Biologi FKIP Unila,,,,,,,,,,,,,,,,
50,956,2020-05-26 01:55:09,2020-05-26 01:55:09,"[{'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33831', 'main': '17481-39453-1-PB.pdf', 'docid': 33831, 'files': [{'datasetid': 'document', 'filesize': 315940, 'mime_type': 'application/pdf', 'fileid': 192421, 'filename': '17481-39453-1-PB.pdf', 'hash': '39e7ed6fa431c9e4285fe196a0c59c2c', 'mtime': '2020-05-26 00:29:18', 'hash_type': 'MD5', 'objectid': 33831, 'uri': 'http://repository.lppm.unila.ac.id/id/file/192421'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 20481, 'placement': 1, 'security': 'public'}]",pub,3.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/20481,article,['FKIP15'],"[{'id': None, 'name': {'given': 'Dewie', 'honourific': None, 'family': 'Permata', 'lineage': None}}, {'name': {'given': 'Neni', 'family': 'Hasnunidah', 'honourific': None, 'lineage': None}, 'id': 'nenihasnunidah@gmail.com'}, {'name': {'given': 'Arwin', 'family': 'Surbakti', 'honourific': None, 'lineage': None}, 'id': None}]",2621-5594,Jurnal Bioterdidik: Wahana Ekspresi Ilmiah,disk0/00/02/04/81,2020-05-26 01:55:09,archive,"Penelitian ini bertujuan untuk mengetahui signifikansi pengaruh dari penggunaan  model pembelajaran Argument-Driven Inquiry, kemampuan akademik, dan interaksi antara model pembelajaran dengan kemampuan akademik terhadap keterampilan berpikir kritis peserta didik. Populasi penelitian adalah peserta didik kelas VIII SMP Negeri 16 Bandar Lampung. Sampel penelitian adalah peserta didik kelas VIII A dan VIII J yang dipilih dari populasi dengan teknik cluster random sampling. Penelitian ini merupakan kuasi eksperimen dengan Pre-test Post-test Non Equivalent Control Group Design. Data dianalisis secara statistik dengan uji Ankova dan uji BNT. Hasil penelitian menunjukkan bahwa model pembelajaran ADI berpengaruh signifikan terhadap keterampilan berpikir kritis dengan nilai signifikansi 0,00. Sedangkan kemampuan akademik dan interaksi antara model pembelajaran ADI dengan kemampuan akademik tidak berpengaruh signifikan terhadap keterampilan berpikir kritis dengan nilai signifikansi masing-masing 0,88 dan 0,20.

Kata kunci: Argument-Driven Inquiry, kemampuan akademik, keterampilan berpikir kritis",['L1'],,Pengaruh Argument Driven Inquiry Terhadap Keterampilan Berpikir Kritis pada Materi Sistem Pencernaan,show,7.0,7,20481,Prodi Pendidikan Biologi FKIP Unila,,,,,,,,,,,,,,,,
