,dir,date,editors,type,divisions,publisher,documents,ispublished,refereed,full_text_status,uri,userid,lastmod,datestamp,eprintid,title,metadata_visibility,rev_number,status_changed,eprint_status,abstract,subjects,event_type,event_title,corp_creators,pres_type,creators,date_type,volume,official_url,id_number,issn,publication,pagerange,number,pages,patent_applicant,place_of_pub,event_location,event_dates,related_url,institution,department,monograph_type,contact_email,referencetext,keywords,projects,funders,contributors,succeeds
10,disk0/00/00/69/00,2017-10-01 00:00:00.000000000,,conference_item,['FP19'],,"[{'docid': 19875, 'main': '01.Sri_Hadayati_1-10.pdf', 'files': [{'objectid': 19875, 'uri': 'http://repository.lppm.unila.ac.id/id/file/63332', 'datasetid': 'document', 'filesize': 624118, 'mime_type': 'application/pdf', 'fileid': 63332, 'filename': '01.Sri_Hadayati_1-10.pdf', 'hash': '36759f024f4d435797c90403fb09f76a', 'hash_type': 'MD5', 'mtime': '2018-05-15 03:21:08'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19875', 'eprintid': 6900, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6900,1027,2018-05-28 03:57:50,2018-05-28 03:57:50,6900,IbM DIVERSIFIKASI JAMU INSTANT DI KECAMATAN BUMIRATU NUBAN KABUPATEN LAMPUNG TENGAH,show,8,2018-05-28 03:57:50,archive,"Untuk meningkatkan ketrampilan dan pengetahuan pengrajin jamu maka dilakukan pelatihan teknik produksi jamu dan diversifikasi produk jamu. Hasil penyuluhan dan pelatihan tmenunjukkan adanya peningkatan pengetahuan peserta rata-rata lebih dari 80% hal ini memperlihaatkan bahwa manfaat yang diperoleh dan tujuan kegiatan penyuluhan kepada masyarakat dapat dikatakan berhasil. Minat dan ketertarikan peserta penyuluhan terhadap materi yang diajarkan juga cukup tinggi, hal ini tercermin dari banyaknya pertanyaan dan diskusi yang terjadi selama proses penyuluhan dan masyarakat yang berminat untuk melakukan upaya diversifikasi produk jamu menjadi produk yang bernilai tambah tinggi dan rasa yang enak seperti temu mangga instant dan jahe sehingga akan layak untuk dipasarkan.",['S1'],conference,SEMNAS IIB DARMAJAYA,,paper,"[{'id': 'srihidayati.unila@gmail.com', 'name': {'given': 'Sri', 'lineage': None, 'family': 'Hidayati', 'honourific': None}}, {'name': {'family': 'Nurainy', 'honourific': None, 'lineage': None, 'given': 'Fibra'}, 'id': None}, {'id': None, 'name': {'given': 'Dyah', 'honourific': None, 'family': 'Koesoemawardani', 'lineage': None}}]",published,,https://jurnal.darmajaya.ac.id/index.php/PSND/article/viewFile/824/566,,,,1-10,,,,,bandar lampung,25 oktober 2017,[{'url': 'https://jurnal.darmajaya.ac.id/index.php/PSND/article/viewFile/824/566'}],,,,,,,,,,
11,disk0/00/00/74/85,2017-11-25 00:00:00.000000000,,conference_item,['FP19'],,"[{'security': 'public', 'placement': 1, 'eprintid': 7485, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/67566', 'objectid': 20523, 'filesize': 645086, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2018-06-22 00:40:04', 'hash': '31c242538c0507bcd1fe0344f2d0dc86', 'filename': '01.Sri_Hadayati_1-10.pdf', 'fileid': 67566, 'mime_type': 'application/pdf'}], 'docid': 20523, 'main': '01.Sri_Hadayati_1-10.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/20523', 'format': 'text', 'pos': 1}]",pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/7485,994,2018-06-22 01:16:02,2018-06-22 01:16:02,7485,IbM DIVERSIFIKASI JAMU INSTANT DI KECAMATAN BUMIRATU NUBAN KABUPATEN LAMPUNG TENGAH,show,8,2018-06-22 01:16:02,archive,"Untuk meningkatkan ketrampilan dan pengetahuan pengrajin jamu maka dilakukan pelatihan teknik produksi jamu dan diversifikasi produk jamu. Hasil penyuluhan dan pelatihan tmenunjukkan adanya peningkatan pengetahuan peserta rata-rata lebih dari 80% hal ini memperlihaatkan bahwa manfaat yang diperoleh dan tujuan kegiatan penyuluhan kepada masyarakat dapat dikatakan berhasil. Minat dan ketertarikan peserta penyuluhan terhadap materi yang diajarkan juga cukup tinggi, hal ini tercermin dari banyaknya pertanyaan dan diskusi yang terjadi selama proses penyuluhan dan masyarakat yang berminat untuk melakukan upaya diversifikasi produk jamu menjadi produk yang bernilai tambah tinggi dan rasa yang enak seperti temu mangga instant dan jahe sehingga akan layak untuk dipasarkan.
Kata kunci : diversifikasi jamu, temu mangga instant, jahe",['S1'],conference,"Semnas Darmajaya ""Peran Perguruan Tinggi dalam mendorong produk yang ber-HKI untuk pengen,mabagan bisnis dan teknologi",,paper,"[{'name': {'honourific': None, 'family': 'Hidayati', 'lineage': None, 'given': 'Sri'}, 'id': 'srihidayati.unila@gmail.com'}, {'name': {'family': 'Nurainy', 'honourific': None, 'lineage': None, 'given': 'Fibra'}, 'id': None}, {'id': None, 'name': {'given': 'Dyah', 'lineage': None, 'family': 'Koesoemawardani', 'honourific': None}}]",published,,http://lp4m@darmajaya.ac.id,,,,1-10,,,,,Hotel Emersia,25 Oktober 2017,,,,,,,,,,,
12,disk0/00/00/83/17,2017-11-04 00:00:00.000000000,,conference_item,['FP19'],,"[{'docid': 21367, 'main': 'Prosiding.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 82394, 'filename': 'Prosiding.pdf', 'hash': 'cc9a920fa84bfeea4f988fc3fddd5c8c', 'mtime': '2018-06-30 10:11:33', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1648772, 'objectid': 21367, 'uri': 'http://repository.lppm.unila.ac.id/id/file/82394'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21367', 'eprintid': 8317, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/8317,379,2018-06-30 10:12:37,2018-06-30 10:12:37,8317,IbM Diversifikasi Jamu Instant Di Kecamatan Bumiratu Nuban Kabupaten Lampung Tengah,show,9,2018-06-30 10:12:37,archive,"untuk meningkatkan ketrampilan dan pengetahuan perajin jamu maka dilakukan pelatihan teknik produksi jamu dan diversifikasi produk jamu. hasil penyuluhan dan pelatihan menunjukan adanya peningkatan pengetahuan peserta rata-rata lebih dari 80% hal ini memperlihatkan bahwa manfaat yang diperoleh dan tujuan kegiatan penyuluhan kepada masyarakat dapat dikatakan berhasil. minat dan ketertarikan peserta penyuluhan terhadap materi yang diajarkan juga cukup tinggi, hal ini tercermin dari banyaknya pertanyaan dan diskusi yang terjadi selama proses penyuluhan dan masyarakat yang berminat untuk melakukan upaya diversifikasi produk jamu menjadi produk yang bernilai tambah tinggi dan rasa yang enak seperti jamu mangga instant dan jahe sehingga akan layak untuk dipasarkan.
kata kunci: diversifikasi jamu, temu mangga instant, jahe",['S1'],conference,Seminar Nasional Pengabdian kepada Masyarakat Universitas Lampung,['Universitas Lampung'],paper,"[{'name': {'lineage': None, 'family': 'Hidayati', 'honourific': None, 'given': 'Sri'}, 'id': 'srihidayati.unila@gmail.com'}, {'id': None, 'name': {'given': 'Fibra', 'honourific': None, 'family': 'Nurainy', 'lineage': None}}, {'id': None, 'name': {'given': 'Dyah', 'lineage': None, 'honourific': None, 'family': 'Koesoemawardani'}}, {'name': {'lineage': None, 'family': 'Suroso', 'honourific': None, 'given': 'Erdi'}, 'id': 'erdi.suroso@fp.unila.ac.id'}]",,,,,,,29-32,,,,,Bandar Lampung,4 November 2017,,,,,,,,,,,
13,disk0/00/02/70/51,1970-01-01 00:00:00.000002017,,other,['FP19'],"Departement of Chemical Engineering, Diponegoro University","[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41068', 'docid': 41068, 'main': 'Turnitin 35. Optimasi Produksi Pulp Formacell dari Tandan Kosong Kelapa Sawit (TKKS) dengan Metode Permukaan Respon.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/242535', 'objectid': 41068, 'filesize': 3878230, 'datasetid': 'document', 'mtime': '2020-12-07 08:25:58', 'hash_type': 'MD5', 'filename': 'Turnitin 35. Optimasi Produksi Pulp Formacell dari Tandan Kosong Kelapa Sawit (TKKS) dengan Metode Permukaan Respon.pdf', 'hash': 'f039ed54a0fdc592897faa8ded2cfeb8', 'fileid': 242535, 'mime_type': 'application/pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 27051, 'placement': 1, 'security': 'public'}]",pub,,public,http://repository.lppm.unila.ac.id/id/eprint/27051,1027,2020-12-08 02:36:26,2020-12-08 02:36:26,27051,similarity:OPTIMASI PRODUKSI PULP FORMACELL DARI TANDAN KOSONG KELAPA SAWIT (TKKS) DENGAN METODE PERMUKAAN RESPON,show,7,2020-12-08 02:36:26,archive,"Empty oil-palm bunches (EOPB) contains more enough cellulose so that it can be made as an alternative pulp production.  One of the process of pulp production which friendly environment is by using acetate acid and formic acid called by formacell process.  The aims of the research is to got optimation models of formic acid concentration, HCl concentration and cooking duration for the EFB pulp production.  The optimum result of the EOPB pulp production were 75% of cellulose, 8% of hemiselulosa, 10% of  lignin, and 80% of yield with the optimum concentration 20% of formic acid, 0,5% of HCl, and 2 hour of cooking duration.",['S1'],,,,,"[{'id': 'srihidayati.unila@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Hidayati', 'given': 'Sri'}}, {'id': None, 'name': {'given': 'Ahmad Sapta', 'lineage': None, 'family': 'Zuidar', 'honourific': None}}, {'name': {'given': 'Ahmad', 'family': 'Fahreza', 'honourific': None, 'lineage': None}, 'id': None}]",published,,https://ejournal.undip.ac.id/index.php/reaktor/article/view/10660,//doi.org/10.14710/reaktor.16.4.161-171,,,,,,,Reaktor,,,,,,,,,,,,,
14,disk0/00/03/35/37,1970-01-01 00:00:00.000002017,,other,['FP19'],ARPN,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/153644', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 271418, 'fileid': 397734, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-08-23 07:35:38', 'hash': '98fde3935f45d38bf219ca4402b63535', 'filename': 'Bukti Korespondensi ARPN.pdf', 'objectid': 153644, 'uri': 'http://repository.lppm.unila.ac.id/id/file/397734'}], 'docid': 153644, 'main': 'Bukti Korespondensi ARPN.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 33537}]",unpub,,public,http://repository.lppm.unila.ac.id/id/eprint/33537,1027,2021-08-23 12:28:42,2021-08-23 12:28:42,33537,Bukti korespondensi jurnal: EFFECT OF ACETIC ACID: FORMIC ACID RATIOON CHARACTERISTICS OF PULP FROM OIL PALM EMPTY FRUIT BUNCHES (OPEFB,show,7,2021-08-23 12:28:42,archive,"Jurnal yang diterbitkan oleh JEAS: ARPN, Q3",['S1'],,,,,"[{'name': {'honourific': None, 'family': 'Hidayati', 'lineage': None, 'given': 'Sri'}, 'id': 'srihidayati.unila@gmail.com'}, {'id': None, 'name': {'honourific': None, 'family': 'Zuidar', 'lineage': None, 'given': 'Ahmad Sapta'}}, {'name': {'honourific': None, 'family': 'Satyajaya', 'lineage': None, 'given': 'Wisnu'}, 'id': 'wisnu.satyajaya@fp.unila.ac.id'}]",,,http://www.arpnjournals.org/jeas/research_papers/rp_2017/jeas_0617_6131.pdf,0,,,,,,,India,,,,,,,,,,,,,
15,disk0/00/00/38/96,2017-06-01 00:00:00.000000000,,article,['FP19'],ARPN Journal of Engineering and Applied Sciences,"[{'eprintid': 3896, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'jeas_0617_6131.pdf', 'docid': 3759, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/27292', 'objectid': 3759, 'filename': 'jeas_0617_6131.pdf', 'hash': '3c0cca803825f930a219a769eee9edad', 'mtime': '2017-09-11 04:01:37', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 27292, 'filesize': 310513, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3759', 'rev_number': 1}]",pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/3896,1027,2017-09-15 01:23:25,2017-09-15 01:23:25,3896,"EFFECT OF ACETIC ACID: FORMIC ACID RATIOON
CHARACTERISTICS OF PULP FROM OIL PALM
EMPTY FRUIT BUNCHES (OPEFB)",show,9,2017-09-15 01:23:25,archive,"Oil palm empty fruit bunches (OPEFB) is one of the solid waste which can be used as raw material for pulp. The
objective of this research was to determine the effect of acetic acid: formic acid ratio on the characteristics of OPEFB pulp. The result showed that the increasing of the amount of formic acid can reduce levels of cellulose, hemicellulose, lignin and pulp yield. The best results was achieved on the treatment ratio of acetic acid and formic acid = 85:15 which produced 73,75% cellulose, 7.78% hemicellulose, 1.61% lignin, and 32.57% yield.
Keywords: acetic acid, formic acid, OPEFB, pulp.",['S1'],,,,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Hidayati', 'given': 'Sri'}, 'id': 'srihidayati.unila@gmail.com'}, {'name': {'lineage': None, 'family': 'Zuidar', 'honourific': None, 'given': 'Ahmad Sapta'}, 'id': None}, {'name': {'lineage': None, 'family': 'Satyajaya', 'honourific': None, 'given': 'Wisnu'}, 'id': 'wisnu.satyajaya@fp.unila.ac.id'}]",published,12.0,http://www.arpnjournals.com/jeas/archive.htm,1819-6608,1819-6608,ARPN Journal of Engineering and Applied Sciences,3802-3807,12,,,,,,"[{'type': 'pub', 'url': 'http://www.arpnjournals.com/jeas/archive.htm'}]",,,,,,,,,,
16,disk0/00/02/69/38,2017-06-01 00:00:00.000000000,,other,['FP19'],ARPN,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40955', 'docid': 40955, 'main': 'EFFECT_OF_ACETIC_ACID__FORMIC_ACID_RATIOON_CHARACT.pdf', 'files': [{'objectid': 40955, 'uri': 'http://repository.lppm.unila.ac.id/id/file/241714', 'datasetid': 'document', 'filesize': 1888261, 'fileid': 241714, 'mime_type': 'application/pdf', 'mtime': '2020-12-01 05:59:19', 'hash_type': 'MD5', 'hash': '82e9e4b80019181d3c6353c08ac5eb8d', 'filename': 'EFFECT_OF_ACETIC_ACID__FORMIC_ACID_RATIOON_CHARACT.pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 26938, 'placement': 1, 'security': 'public'}]",pub,,public,http://repository.lppm.unila.ac.id/id/eprint/26938,1027,2020-12-01 06:36:42,2020-12-01 06:36:42,26938,"SIMILARITY: EFFECT OF ACETIC ACID: FORMIC ACID RATIOON
CHARACTERISTICS OF PULP FROM OIL PALM
EMPTY FRUIT BUNCHES (OPEFB)",show,8,2020-12-01 06:36:42,archive,"RACT
Oil palm empty fruit bunches (OPEFB) is one of the solid waste which can be used as raw material for pulp. The
objective of this research was to determine the effect of acetic acid: formic acid ratio on the characteristics of OPEFB pulp.
The result shoed that the increasing of the amount of formic acid can reduce levels of cellulose, hemicellulose, lignin andpulp yield. The best results was achieved on the treatment ratio of Acetic acid and formic acid = 85:15 which produced 73, 75% cellulose, 7.78% hemicellulose, 1.61% lignin, and 32.57% yield.
Keywords: acetic acid, formic acid, OPEFB, pulp.",['S1'],,,,,"[{'name': {'family': 'Hidayati', 'honourific': None, 'lineage': None, 'given': 'Sri'}, 'id': 'srihidayati.unila@gmail.com'}, {'id': None, 'name': {'given': 'Ahmad Sapta', 'lineage': None, 'family': 'Zuidar', 'honourific': None}}, {'name': {'family': 'Satyajaya', 'honourific': None, 'lineage': None, 'given': 'Wisnu'}, 'id': 'wisnu.satyajaya@fp.unila.ac.id'}]",,,http://www.arpnjournals.org/jeas/research_papers/rp_2017/jeas_0617_6131.pdf,http://www.arpnjournals.org/jeas/research_papers/rp_2017/jeas_0617_6131.pdf,,,,,,,"ARPN, JEAS",,,,,,,,,,,,,
17,disk0/00/00/69/03,2017-07-01 00:00:00.000000000,,conference_item,['FP19'],,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19877', 'main': 'Prosiding BKS PTN UBB 2017.pdf', 'docid': 19877, 'files': [{'filesize': 54381960, 'datasetid': 'document', 'mtime': '2018-05-15 03:37:06', 'hash_type': 'MD5', 'filename': 'Prosiding BKS PTN UBB 2017.pdf', 'hash': '6f5d3fd69eab74aced5624d9be236f5f', 'fileid': 63347, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/63347', 'objectid': 19877}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 6903, 'placement': 1, 'security': 'public'}]",pub,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6903,1027,2018-05-28 03:57:57,2018-05-28 03:57:57,6903,Pemanfaatan Minyak Sawit Merah untuk Produksi Mayonaise,show,12,2018-05-28 03:57:57,archive,"Minyak sawit merah merupakan salah satu produk buah kelapa sawit olahan yang mengandung
karotenoid yang bisa dijadikan sumber vitamin A. Dengan kelebihan tersebut, minyak sawit merah
dapat digunakan sebagai pengganti minyak nabati lainnya untuk pembuatan mayones yang kaya akan
vitamin A. Tujuan dari penelitian ini adalah untuk mengetahui keseimbangan yang tepat antara
campuran kelapa sawit merah dan minyak jagung dengan pengemulsi, dan untuk menganalisis
interaksi antara campuran minyak sayur dan bahan pengemulsi untuk mendapatkan mayones dengan
sifat kimia dan organoleptik yang baik, dan Diterima konsumen. Penelitian ini dilakukan secara
faktorial dalam Rancangan Acak Kelompok Lengkap dengan 3 ulangan. Faktor pertama adalah
campuran minyak jagung (MJ) dan minyak sawit merah (MM) dengan perbandingan 100%: 0% (MJ:
MM), 50%: 50% (MJ: MM), dan 0%: 100% (MJ: MM). Faktor kedua adalah konsentrasi kuning telur (T),
yaitu 7% (T1), 9% (T2), dan 11% (T3). Parameter yang diamati adalah pH, total karoten, sifat sensorik
(rasa, aroma, tekstur, dan penerimaan keseluruhan), dan kandungan proksimat (kandungan abu,
kadar lemak, dan kandungan protein). Hasil penelitian menunjukkan bahwa campuran minyak jagung
dan minyak sawit merah dengan rasio 0%: 100%, dan pada penambahan kuning telur sebanyak 11%,
menghasilkan mayones terbaik. Itu memiliki pH 3,5, karotenoid total 1.070 ppm, sedikit rasa minyak
sawit merah (3,83), aroma khas minyak sawit merah (2,68), dan teksturnya sedikit kental (3,48).
Keseluruhan penerimaan panelis lebih disukai (2,80).",['S1'],conference,SemNas dan rapat tahunan Dekan BKS Barat,,paper,"[{'name': {'given': 'Sri', 'honourific': None, 'family': 'Hidayati', 'lineage': None}, 'id': 'srihidayati.unila@gmail.com'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Zuidar', 'given': 'Ahmad Sapta'}, 'id': None}, {'id': None, 'name': {'lineage': None, 'family': 'Sugiharto', 'honourific': None, 'given': 'R.'}}, {'id': None, 'name': {'family': 'Neri', 'honourific': None, 'lineage': None, 'given': 'ES'}}]",published,,http://ubb.ac.id/2018/01/17/prosiding-bks-ptn-ubb-2017,,,,1176-1185,,,,,Bangka belitung,Juli 2017,,,,,,,,,,,
18,disk0/00/02/70/55,1970-01-01 00:00:00.000002017,,other,['FP19'],UBB,"[{'files': [{'hash': '0b2a23606f898128aa07b2e938a5525a', 'filename': 'Turnitin 40. Pemanfaatan Minyak Sawit Merah untuk Produksi Mayonaise.pdf', 'mtime': '2020-12-07 08:43:31', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 242560, 'filesize': 2807938, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/242560', 'objectid': 41072}], 'main': 'Turnitin 40. Pemanfaatan Minyak Sawit Merah untuk Produksi Mayonaise.pdf', 'docid': 41072, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41072', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 27055, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,,public,http://repository.lppm.unila.ac.id/id/eprint/27055,1027,2020-12-08 02:36:43,2020-12-08 02:36:43,27055,similarity: Pemanfaatan Minyak Sawit Merah untuk Produksi Mayonaise,show,7,2020-12-08 02:36:43,archive,"Minyak sawit merah merupakan salah satu produk buah kelapa sawit olahan yang mengandung karotenoid yang bisa dijadikan sumber vitamin A. Dengan kelebihan tersebut, minyak sawit merah dapat digunakan sebagai pengganti minyak nabati lainnya untuk pembuatan mayones yang kaya akan vitamin A. Tujuan dari penelitian ini adalah untuk mengetahui keseimbangan yang tepat antara campuran kelapa sawit merah dan minyak jagung dengan pengemulsi, dan untuk menganalisis interaksi antara campuran minyak sayur dan bahan pengemulsi untuk mendapatkan mayones dengan sifat kimia dan organoleptik yang baik, dan Diterima konsumen. Penelitian ini dilakukan secara faktorial dalam Rancangan Acak Kelompok Lengkap dengan 3 ulangan. Faktor pertama adalah campuran minyak jagung (MJ) dan minyak sawit merah (MM) dengan perbandingan 100%: 0% (MJ: MM), 50%: 50% (MJ: MM), dan 0%: 100% (MJ: MM). Faktor kedua adalah konsentrasi kuning telur (T), yaitu 7% (T1), 9% (T2), dan 11% (T3). Parameter yang diamati adalah pH, total karoten, sifat sensorik (rasa, aroma, tekstur, dan penerimaan keseluruhan), dan kandungan proksimat (kandungan abu, kadar lemak, dan kandungan protein). Hasil penelitian menunjukkan bahwa campuran minyak jagung dan minyak sawit merah dengan rasio 0%: 100%, dan pada penambahan kuning telur sebanyak 11%, menghasilkan mayones terbaik. Itu memiliki pH 3,5, karotenoid total 1.070 ppm, sedikit rasa minyak sawit merah (3,83), aroma khas minyak sawit merah (2,68), dan teksturnya sedikit kental (3,48). Keseluruhan penerimaan panelis lebih disukai (2,80).",['S1'],,,,,"[{'name': {'lineage': None, 'family': 'Hidayati', 'honourific': None, 'given': 'Sri'}, 'id': 'srihidayati.unila@gmail.com'}, {'name': {'family': 'Zuidar', 'honourific': None, 'lineage': None, 'given': 'Ahmad Sapta'}, 'id': None}, {'id': None, 'name': {'given': 'R.', 'honourific': None, 'family': 'Sugiharto', 'lineage': None}}, {'name': {'given': 'ES', 'lineage': None, 'honourific': None, 'family': 'Neri'}, 'id': None}]",published,,http://ubb.ac.id/2018/01/17/prosiding-bks-ptn-ubb-...,ISSN,,,,,,,UBB prosiding,,,,,,,,,,,,,
19,disk0/00/00/48/16,2017-11-01 00:00:00.000000000,,conference_item,['FP19'],,"[{'security': 'public', 'placement': 1, 'eprintid': 4816, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'fileid': 46881, 'mime_type': 'application/pdf', 'mtime': '2017-11-07 07:52:20', 'hash_type': 'MD5', 'hash': '7f12a330a6ff0fd643a04ab8511428e1', 'filename': 'IbM DIVERSIFIKASI JAMU INSTANT DI KECAMATAN BUMIRATU NUBAN KABUPATEN LAMPUNG TENGAH.pdf', 'datasetid': 'document', 'filesize': 67568, 'objectid': 17738, 'uri': 'http://repository.lppm.unila.ac.id/id/file/46881'}], 'main': 'IbM DIVERSIFIKASI JAMU INSTANT DI KECAMATAN BUMIRATU NUBAN KABUPATEN LAMPUNG TENGAH.pdf', 'docid': 17738, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17738', 'rev_number': 1, 'format': 'text', 'pos': 1}]",inpress,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/4816,1027,2017-11-08 06:46:41,2017-11-08 06:46:41,4816,IbM DIVERSIFIKASI JAMU DI KECAMATAN BUMIRATU NUBAN KABUPATEN LAMPUNG TENGAH,show,8,2017-11-08 06:46:41,archive,"Untuk meningkatkan ketrampilan dan pengetahuan pengrajin jamu maka dilakukan pelatihan  teknik produksi jamu dan diversifikasi produk jamu.  Hasil  penyuluhan dan pelatihan tmenunjukkan adanya peningkatan pengetahuan peserta rata-rata lebih dari 80% hal ini memperlihatkan  bahwa manfaat yang diperoleh dan tujuan kegiatan penyuluhan kepada masyarakat dapat dikatakan berhasil.  Minat dan ketertarikan peserta penyuluhan terhadap materi yang diajarkan juga cukup tinggi, hal ini tercermin dari banyaknya pertanyaan dan diskusi yang terjadi selama proses penyuluhan dan masyarakat yang berminat untuk melakukan upaya diversifikasi produk jamu menjadi produk yang bernilai tambah tinggi dan rasa yang enak seperti temu mangga instant dan jahe sehingga akan layak untuk dipasarkan. 

Kata kunci: diversifikasi jamu,  temu mangga instant,  jahe",['S1'],conference,SemNas Pengabdian 2017,,paper,"[{'name': {'given': 'Sri', 'honourific': None, 'family': 'Hidayati', 'lineage': None}, 'id': 'srihidayati.unila@gmail.com'}, {'id': 'fibra.nurainy@fp.unila.ac.id', 'name': {'given': 'fibra', 'family': 'nurainy', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Dyah', 'family': 'Koesoemawardani', 'honourific': None, 'lineage': None}, 'id': None}]",published,,,,,,,,,,,bandar lampung,4 November 2017,,,,,,,,,,,
