,date_type,eprintid,metadata_visibility,volume,rev_number,title,official_url,abstract,subjects,status_changed,eprint_status,dir,date,creators,publication,divisions,type,refereed,full_text_status,uri,documents,publisher,ispublished,number,pagerange,datestamp,userid,lastmod,issn,event_location,event_title,event_dates,event_type,pres_type,corp_creators,related_url
32,published,6701,show,,6,Karakteristik Pendugaan Emperical Best Linear Unbiased Prediction (EBLUP) Pada Pendugaan Area Kecil,,"Pendugaan langsung pada parameter area kecil yang heterogen akan menghasilkan pendugaan yang tidak
bias namun keragamannya sangat besar sehingga mengakibatkan pendugaan ini kurang valid. Untuk mengatasi
masalah ini, Pendugaan pada area kecil dapat diduga dengan menggunakan pendugaan tidak langsung. Tujuannya
adalah untuk menekan keragaman yang besar pada area kecil. Pendugaan tidak langsung pada area kecil
memanfaatkan informasi dari area sekitarnya yang berhubungan dengan parameter yang menjadi perhatian. Ada
beberapa metode pada pendugaan tidak langsung yaitu Empirical Bayes (EB), Empirical Best Linear Unbiased
Prediction (EBLUP), dan Hierarchical Bayes (HB). Penelitian ini dilakukan pada data kontinu dengan metode
EBLUP yang mengaplikasikan metode GLS sebagai metode penduga parameternya. Kajian secara teori menunjukkan
bahwa penduga parameter yang dihasilkan oleh metode GLS merupakan penduga tak bias dengan varians minimum.
Hasil yang sama juga diperoleh secara empiris melalui simulasi dengan software R.2.10.1.",['QA'],2018-04-25 08:07:21,archive,disk0/00/00/67/01,2013-05-10 00:00:00.000000000,"[{'id': None, 'name': {'given': 'M. Adi', 'family': 'Sidauruk', 'honourific': None, 'lineage': None}}, {'id': 'dksari13@gmail.com', 'name': {'lineage': None, 'family': 'Kurniasari', 'honourific': None, 'given': 'Dian'}}, {'name': {'given': 'Widiarti', 'honourific': None, 'family': 'Widiarti', 'lineage': None}, 'id': 'widiarti08@gmail.com'}]",Karakteristik Pendugaan Emperical Best Linear Unbiased Prediction (EBLUP) Pada Pendugaan Area Kecil,['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6701,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 6701, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19668', 'rev_number': 1, 'docid': 19668, 'main': 'Prosiding BKS PTN B 2013 Matheus Adi Sidauruk_Dian K_Widiarti.pdf', 'files': [{'filesize': 151000, 'datasetid': 'document', 'filename': 'Prosiding BKS PTN B 2013 Matheus Adi Sidauruk_Dian K_Widiarti.pdf', 'hash': 'f8d16b9ce5865402f8cebd590c8fbac4', 'mtime': '2018-04-16 03:31:58', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 61655, 'uri': 'http://repository.lppm.unila.ac.id/id/file/61655', 'objectid': 19668}]}]","Fakultas Matematika dan Ilmu Pengetahuan Alam, Universitas Lampung",pub,,1-5,2018-04-25 08:07:21,33,2018-04-25 08:07:21,,,,,,,,
33,published,6785,show,1.0,6,Karakteristik Pendugaan Emperical Best Linear Unbiased Prediction (EBLUP) Pada Pendugaan Area Kecil,http://fmipa.unila.ac.id/,"Pendugaan langsung pada parameter area kecil yang heterogen akan menghasilkan pendugaan yang tidak bias namun keragamannya sangat besar sehingga mengakibatkan pendugaan ini kurang valid. Untuk mengatasi masalah ini, Pendugaan pada area kecil dapat diduga dengan menggunakan pendugaan tidak langsung. Tujuannya adalah untuk menekan keragaman yang besar pada area kecil. Pendugaan tidak langsung pada area kecil
memanfaatkan informasi dari area sekitarnya yang berhubungan dengan parameter yang menjadi perhatian. Ada beberapa metode pada pendugaan tidak langsung yaitu Empirical Bayes (EB), Empirical Best Linear Unbiased Prediction (EBLUP), dan Hierarchical Bayes (HB). Penelitian ini dilakukan pada data kontinu dengan metode EBLUP yang mengaplikasikan metode GLS sebagai metode penduga parameternya. Kajian secara teori menunjukkan bahwa penduga parameter yang dihasilkan oleh metode GLS merupakan penduga tak bias dengan varians minimum. Hasil yang sama juga diperoleh secara empiris melalui simulasi dengan software R.2.10.1.",['QA'],2018-04-25 07:46:43,archive,disk0/00/00/67/85,2013-05-10 00:00:00.000000000,"[{'id': None, 'name': {'honourific': None, 'family': 'Sidauruk', 'lineage': None, 'given': 'M. Adi'}}, {'id': 'dksari13@gmail.com', 'name': {'honourific': None, 'family': 'Kurniasari', 'lineage': None, 'given': 'Dian'}}, {'name': {'given': 'Widiarti', 'lineage': None, 'honourific': None, 'family': 'Widiarti'}, 'id': 'widiarti08@gmail.com'}]",Prosiding Seminar dan Rapat Tahunan BKS PTN Barat 2013,['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6785,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 6785, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19754', 'pos': 1, 'format': 'text', 'files': [{'objectid': 19754, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62159', 'datasetid': 'document', 'filesize': 151000, 'fileid': 62159, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2018-04-20 05:51:23', 'filename': 'Prosiding BKS PTN B 2013 Matheus Adi Sidauruk_Dian Kurniasari_Widiarti.pdf', 'hash': 'f8d16b9ce5865402f8cebd590c8fbac4'}], 'docid': 19754, 'main': 'Prosiding BKS PTN B 2013 Matheus Adi Sidauruk_Dian Kurniasari_Widiarti.pdf'}]",FMIPA Universitas Lampung,pub,1.0,1-5,2018-04-25 07:46:43,752,2018-04-25 07:46:43,,,,,,,,
34,published,6710,show,,6,Ketakbiasan Dalam Model Analisis Faktor Konfirmatori Pada Metode Pendugaan Maximum Likelihood Untuk Data Ordinal,,"Dalam penelitian ilmu bidang sosial terdapat permasalahan dalam hubungan antar peubah dan peubah yang diteliti umumnya tidak dapat diobservasi secara langsung tetapi diukur melalui idikator-indikator (observed indicators). Analisis Faktor Konfirmatori merupakan salah satu metode yang dapat mengatasi permasalahan tersebut . Pada penelitian ini yang
akan dikaji adalah ketakbiasan dan uji kesesuaian pada model analisis faktor konfirmatori dengan menggunakan metode maximum likelihood dari ukuran sampel 150, 200, 250, dan 300. Maximum likelihood merupakan metode penduga terbaik yang memiliki sifat tak bias dan variansi minimum. Dari hasil penelitian menunjukan bahwa pada sampel tebesar yaitu pada sampel 300 diperoleh nilai ketakbiasan dan uji kesesuaian model yang baik dibandingkan dengan sampel yang lain. Hal ini menunjukan bahwa dalil limit pusat yang menyatakan semakin besar ukuran sampel, maka sebaran dari parameter dugaan akan mendekati normal terpenuhi.",['QA'],2018-04-25 08:06:49,archive,disk0/00/00/67/10,2013-05-10 00:00:00.000000000,"[{'id': None, 'name': {'given': 'Wiwik', 'family': 'Sudestri', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'Eri', 'family': 'Setiawan', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Nusyirwan', 'family': 'Nusyirwan', 'honourific': None, 'lineage': None}, 'id': 'Nusyirwan@fmipa.unila.ac.id'}]",Ketakbiasan Dalam Model Analisis Faktor Konfirmatori Pada Metode Pendugaan Maximum Likelihood Untuk Data Ordinal,['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6710,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/61712', 'objectid': 19679, 'hash': 'c91337c9b02a1aacd38c3c94db27316e', 'filename': 'Prosiding BKS PTN B 2013 Wiwik Sudestri_Eri S_Nusyirwan.pdf', 'mtime': '2018-04-16 05:49:50', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 61712, 'filesize': 844717, 'datasetid': 'document'}], 'docid': 19679, 'main': 'Prosiding BKS PTN B 2013 Wiwik Sudestri_Eri S_Nusyirwan.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19679', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 6710, 'language': 'en', 'mime_type': 'application/pdf'}]","Fakultas Matematika dan Ilmu Pengetahuan Alam, Universitas Lampung",pub,,1-6,2018-04-25 08:06:49,713,2018-04-25 08:06:49,,,,,,,,
35,published,6800,show,1.0,6,Ketakbiasan Dalam Model Analisis Faktor Konfirmatori Pada Metode Pendugaan Maximum Likelihood Untuk Data Ordinal,http://fmipa.unila.ac.id/,"Dalam penelitian ilmu bidang sosial terdapat permasalahan dalam hubungan antar peubah dan peubah yang diteliti umumnya tidak dapat diobservasi secara langsung tetapi diukur melalui idikator-indikator (observed indicators). Analisis Faktor Konfirmatori merupakan salah satu metode yang dapat mengatasi permasalahan tersebut . Pada penelitian ini yang akan dikaji adalah ketakbiasan dan uji kesesuaian pada model analisis faktor konfirmatori dengan menggunakan metode maximum likelihood dari ukuran sampel 150, 200, 250, dan 300 . Maximum likelihood merupakan metode penduga terbaik yang memiliki sifat tak bias dan variansi minimum. Dari hasil penelitian menunjukan bahwa pada sampel tebesar yaitu pada sampel 300 diperoleh nilai ketakbiasan dan uji kesesuaian model yang baik dibandingkan dengan sampel yang lain. Hal ini menunjukan bahwa dalil limit pusat yang menyatakan semakin besar ukuran sampel, maka sebaran dari parameter dugaan akan mendekati normal terpenuhi.",['QA'],2018-04-25 04:34:25,archive,disk0/00/00/68/00,2013-05-10 00:00:00.000000000,"[{'id': None, 'name': {'given': 'Wiwik', 'honourific': None, 'family': 'Sudestri', 'lineage': None}}, {'name': {'given': 'Eri', 'lineage': None, 'family': 'Setiawan', 'honourific': None}, 'id': None}, {'name': {'given': 'Nusyirwan', 'lineage': None, 'family': 'Nusyirwan', 'honourific': None}, 'id': 'Nusyirwan@fmipa.unila.ac.id'}]",Prosiding Seminar dan Rapat Tahunan BKS PTN Barat 2013 FMIPA Universitas,['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6800,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 6800, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19772', 'rev_number': 1, 'main': 'Prosiding BKS PTN B 2013 Wiwik Sudestri_Eri S_Nusyirwan.pdf', 'docid': 19772, 'files': [{'fileid': 62262, 'mime_type': 'application/pdf', 'mtime': '2018-04-24 06:10:23', 'hash_type': 'MD5', 'hash': 'c91337c9b02a1aacd38c3c94db27316e', 'filename': 'Prosiding BKS PTN B 2013 Wiwik Sudestri_Eri S_Nusyirwan.pdf', 'datasetid': 'document', 'filesize': 844717, 'objectid': 19772, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62262'}]}]",FMIPA Universitas Lampung,pub,1.0,1-6,2018-04-25 04:34:25,433,2018-04-25 04:34:25,,,,,,,,
36,published,6827,show,1.0,6,Operator 3-Join pada Dua Graf yang Masing-masing Adalah 1-Edge Fault-Tolerant Hamilton Graf,,"Hamiltonian graf merupakan salah satu jenis graf yang banyak diobservasi, dimana Hamiltonianian graf merupakan graf yang memuat Hamiltonian sirkuit. Jika salah satu vertex atau edge di Hamiltonian graf tersebut dibuang dan graf tersebut masih memuat Hamiltonian sirkuit, maka graf tersebut adalah 1-fault-tolerant Hamiltonian. Pada penelitian ini akan didiskusikan tentang operator 3-join pada dua graf yang masing-masing graf adalah 1-edge-fault tolerant Hamiltonian graf, teorema-teorema, bukti-bukti, serta contoh-contoh yang berkaitan dengan sifat operator tersebut.",['QA'],2018-04-25 06:36:23,archive,disk0/00/00/68/27,2013-05-10 00:00:00.000000000,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Susanti', 'given': 'Perti'}, 'id': None}, {'name': {'given': 'Wamiliana', 'lineage': None, 'family': 'Wamiliana', 'honourific': None}, 'id': 'wamiliana@gmail.com'}, {'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'given': 'Fitriani', 'family': 'Fitriani', 'honourific': None, 'lineage': None}}]",Prosiding Seminar dan Rapat Tahunan BKS PTN Barat 2013,['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6827,"[{'placement': 1, 'security': 'public', 'eprintid': 6827, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'hash': '4bbe56e26ab312d62eb746e2961a7e04', 'filename': 'Prosiding BKS BTN B 2013 Perti Susanti_Wamiliana_Fitriani.pdf', 'hash_type': 'MD5', 'mtime': '2018-04-25 04:50:02', 'mime_type': 'application/pdf', 'fileid': 62531, 'filesize': 399203, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/62531', 'objectid': 19800}], 'main': 'Prosiding BKS BTN B 2013 Perti Susanti_Wamiliana_Fitriani.pdf', 'docid': 19800, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19800', 'pos': 1, 'format': 'text'}]",FMIPA Unila,pub,1.0,1-4,2018-04-25 06:36:23,263,2018-04-25 06:36:23,,,,,,,,
37,published,6769,show,1.0,6,Operator 3-Join pada Dua Graf yang Masing-masing adalah 1-edge fault- tolerant Hamiltonian graf,http://fmipa.unila.ac.id/,"Hamiltonian graf merupakan salah satu jenis graf yang banyak diobservasi, dimana Hamiltonianian graf merupakan graf yang memuat Hamiltonian sirkuit. Jika salah satu vertex atau edge di Hamiltonian graf tersebut dibuang dan graf tersebut masih memuat Hamiltonian sirkuit, maka graf tersebut adalah 1-fault-tolerant Hamiltonian. Pada penelitian ini akan didiskusikan tentang operator 3-join pada dua graf yang masing-masing graf adalah 1-edge-fault tolerant Hamiltonian graf, teorema-teorema, bukti-bukti, serta contoh-contoh yang berkaitan dengan sifat operator tersebut.",['QA'],2018-04-25 07:52:30,archive,disk0/00/00/67/69,2013-05-10 00:00:00.000000000,"[{'id': 'perti_s@yahoo.com', 'name': {'lineage': None, 'family': 'Susanti', 'honourific': None, 'given': 'Perti'}}, {'id': 'wamiliana@gmail.com', 'name': {'given': 'Wamiliana', 'lineage': None, 'honourific': None, 'family': 'Wamiliana'}}, {'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Fitriani', 'given': 'Fitriani'}}]",Prosiding Seminar dan Rapat Tahunan BKS PTN Barat 2013,['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6769,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19736', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/62051', 'objectid': 19736, 'filesize': 399203, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2018-04-20 03:14:51', 'hash': '4bbe56e26ab312d62eb746e2961a7e04', 'filename': 'Prosiding BKS BTN B 2013 Perti Susanti_Wamiliana_Fitriani.pdf', 'fileid': 62051, 'mime_type': 'application/pdf'}], 'main': 'Prosiding BKS BTN B 2013 Perti Susanti_Wamiliana_Fitriani.pdf', 'docid': 19736, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 6769}]",FMIPA Universitas Lampung,pub,1.0,1-4,2018-04-25 07:52:30,791,2018-04-25 07:52:30,,,,,,,,
38,published,6822,show,13.0,6,Profile Analysis of Population Based on Age-Group in Sumatra,,"The aims of this study is going to analyze the profile of the population in Sumatra based on the age-groups of the population. The Sumatra Island was divided into ten provinces. The profile analysis is going to use to compare the profile of the proportion of age-groups population among the ten provinces. The test of parallel for the profiles, some provinces are significantly different. The variations of the age-goup1 to age-group8 are more variation than the age-group9 to age-group16. The multiple comparison by Tukey’s LSD methods also shows that there are significant difference of proportion of age-groups for some provinces.",['QA'],2018-04-25 06:38:04,archive,disk0/00/00/68/22,1970-01-01 00:00:00.000002013,"[{'name': {'given': 'Mustofa', 'honourific': None, 'family': 'Usman', 'lineage': None}, 'id': 'usman_alfha@yahoo.com'}, {'id': 'yusuf.barusman@ubl.ac.id', 'name': {'family': 'Barusman', 'honourific': None, 'lineage': None, 'given': 'M Yusuf S'}}, {'id': None, 'name': {'family': 'Elfaki', 'honourific': None, 'lineage': None, 'given': 'Faiz A. M.'}}, {'id': 'jamalidus@yahoo.com', 'name': {'given': 'Jamal I', 'lineage': None, 'honourific': None, 'family': 'Daoud'}}]",Middle-East Journal of Scientific Research 13 (Mathematical Applications in Engineering),['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6822,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 6822, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19795', 'format': 'text', 'pos': 1, 'files': [{'objectid': 19795, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62496', 'mime_type': 'application/pdf', 'fileid': 62496, 'filename': 'MEJSR_MUSTOFA Paper(02).pdf', 'hash': 'aa733abc13d2292bebcc633e670bda2e', 'hash_type': 'MD5', 'mtime': '2018-04-25 04:37:42', 'datasetid': 'document', 'filesize': 734048}], 'main': 'MEJSR_MUSTOFA Paper(02).pdf', 'docid': 19795}]",IDOSI Publications,pub,1.0,116-123,2018-04-25 06:38:04,701,2018-04-25 06:38:04,1990-9233,,,,,,,
39,published,6824,show,13.0,6,Ratio of Linear Function of Parameters and Testing Hypothesis of the Combination Two Split Plot Designs,,"The aim of this paper is going to analyze comparison of ratio of parameters and testing various hypotheses of the combination two split plot designs. The combination of two fixed effect split plot designs have constrains on its parameter and the model is non full rank model. First we transform the model into two models, one model related to whole plots and the other model related to split plot. By Model reduction Methods, we transform each model into unconstraint model with full column rank. Based on these unconstraint models estimation, ratio of linear function of parameters by using Fieller’s Theorem and testing various hypotheses will be developed.",['QA'],2018-04-25 06:37:16,archive,disk0/00/00/68/24,1970-01-01 00:00:00.000002013,"[{'id': 'usman_alfha@yahoo.com', 'name': {'given': 'Mustofa', 'lineage': None, 'family': 'Usman', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Elfaki', 'honourific': None, 'given': 'Faiz A. M.'}, 'id': None}, {'id': 'jamalidus@yahoo.com', 'name': {'given': 'Jamal I', 'family': 'Daoud', 'honourific': None, 'lineage': None}}]",Middle-East Journal of Scientific Research 13 (Mathematical Applications in Engineering),['FMIPA9'],article,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/6824,"[{'placement': 1, 'security': 'public', 'eprintid': 6824, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 497387, 'datasetid': 'document', 'filename': 'MEJSR_MUSTOFA Paper(01).pdf', 'hash': '61a2f68228a706342fac3f3e9e8020c0', 'mtime': '2018-04-25 04:43:40', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 62514, 'uri': 'http://repository.lppm.unila.ac.id/id/file/62514', 'objectid': 19797}], 'main': 'MEJSR_MUSTOFA Paper(01).pdf', 'docid': 19797, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19797', 'pos': 1, 'format': 'text'}]",IDOSI Publications,pub,1.0,109-115,2018-04-25 06:37:16,701,2018-04-25 06:37:16,1990-9233,,,,,,,
40,,185,show,,8,COMPUTATIONAL ASPECTS OF MODIFIED KRUSKAL ALGORITHM FOR DIAMETER RESTRICTED MINIMUM SPANNING TREE PROBLEM,,"The Diameter Restricted Minimum Spanning Tree Problem (DRMST) is
a problem of finding a minimum weight spanning tree (where every edge
has associated weight	and a positive integer d ), having diameter at
most d. Typically this problem arises when we are seeking the minimum length (for instance: cable or distance needed to connect between to terminals or cities, etc). In this paper we will discuss the modification of Kruskal' algorithm applied to DRMST and show the results.
Keywords: diameter restricted, minimum spanning tree, Kruskal's algorithm.",['AC'],2016-07-18 08:07:11,archive,disk0/00/00/01/85,2013-06-01 00:00:00.000000000,"[{'name': {'lineage': None, 'family': 'Wamiliana', 'honourific': None, 'given': 'Wamiliana'}, 'id': 'wamiliana@gmail.com'}]",,['FMIPA9'],conference_item,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/185,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190', 'main': 'Computational Aspects of Modified Kruskal Algorithm for Diameter Restricted MST.pdf', 'docid': 190, 'files': [{'mtime': '2016-07-18 07:58:32', 'hash_type': 'MD5', 'hash': 'd0023c2b59c0c06c42aefb8d95b39c2e', 'filename': 'Computational Aspects of Modified Kruskal Algorithm for Diameter Restricted MST.pdf', 'fileid': 1073, 'mime_type': 'application/pdf', 'filesize': 3578628, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/1073', 'objectid': 190}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 185, 'security': 'public', 'placement': 1}]",,pub,,135-142,2016-07-18 08:07:11,7,2016-07-20 04:18:13,,Aceh Besar,The Fifth International Conference on Numerical Optimization and Operations Research,26 — 27 June 2013,conference,paper,,
41,published,1485,show,,7,"Comparative Analysis for The Multi Period Degree
Minimum Spanning Tree Problem",,,['QA'],2017-03-24 15:14:29,archive,disk0/00/00/14/85,1970-01-01 00:00:00.000002013,"[{'id': 'wamiliana@gmail.com', 'name': {'honourific': None, 'family': 'Wamiliana', 'lineage': None, 'given': 'Wamiliana'}}, {'name': {'lineage': None, 'family': 'Amanto', 'honourific': None, 'given': 'Amanto'}, 'id': None}, {'id': 'usman_alfha@yahoo.com', 'name': {'family': 'Usman', 'honourific': None, 'lineage': None, 'given': 'Mustofa'}}]",,['FMIPA9'],conference_item,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/1485,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/1356', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 1356, 'uri': 'http://repository.lppm.unila.ac.id/id/file/10092', 'datasetid': 'document', 'filesize': 3055870, 'fileid': 10092, 'mime_type': 'application/pdf', 'mtime': '2017-03-24 15:08:28', 'hash_type': 'MD5', 'filename': 'Comparative Analysis for The  Multi Period Degree Constrained MST.pdf', 'hash': '1812855e6c19da0380631e1628001d82'}], 'main': 'Comparative Analysis for The  Multi Period Degree Constrained MST.pdf', 'docid': 1356, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 1485}]",,pub,,27-29,2017-03-24 15:14:29,7,2017-03-24 15:14:29,,Lampung,2nd International Conference on Engineering and Technology Development (ICETD 2013),27-29 Agustus 2013,conference,paper,['Universitas Lampung'],
42,published,21953,show,,7,Application of factor analysis to public sector integrity  in Indonesia,,Hasil Penilaian Sebidang atau Peer Review Karya Ilmiah Prosiding dan Makalah yang dipresentasikan (similarity),['AC'],2020-06-05 04:18:15,archive,disk0/00/02/19/53,1970-01-01 00:00:00.000002013,"[{'name': {'family': 'Warsono', 'honourific': None, 'lineage': None, 'given': 'Warsono'}, 'id': 'klppm@kpa.unila.ac.id'}]",,['FMIPA9'],other,,public,http://repository.lppm.unila.ac.id/id/eprint/21953,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/202674', 'objectid': 35367, 'filesize': 1763103, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-06-05 03:46:54', 'filename': 'A17 - IS23% - Application_of_factor_analysis_to_public_sec.pdf', 'hash': '3953a24fbe894af4a3373c9d167f7e56', 'fileid': 202674, 'mime_type': 'application/pdf'}], 'docid': 35367, 'main': 'A17 - IS23% - Application_of_factor_analysis_to_public_sec.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/35367', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 21953, 'language': 'en', 'mime_type': 'application/pdf'}]","The First International Confrence on Law, Bussiness & Governance 2013",pub,,,2020-06-05 04:18:15,516,2020-06-05 04:18:15,,,,,,,,
43,published,3431,show,,10,Application of Factor Analysis to Public Sector Integrity in Indonesia,http://artikel.ubl.ac.id/index.php/,"The main purpose of this study is to analyze interrelationships among variables used on the survey of public sector integrity by IndonesiaÃ¢Â�Â�s Corruption Eradication Commission (Komisi Pemberantasan Korupsi, KPK). The nine variables include corruption experiences, corruption perceptions, working environments, administration systems, the behavior of individuals, corruption prevention efforts, integrity experiences, integrity potencies, and integrity total. Using factor analysis, the approach is to explain these variables in terms of their common underlying dimensions, well-known as factors. Technically, factor analysis involves condensing the information contained in a number of original variables into a smaller set of new composite factors with a minimum loss of information. The results show that based on eigen values the first factor alone accounts for 70.7% of the common variance. The second factor alone accounts for 13,4%. The common variance of the nine variables explained by two factors is 84.1%. Using the varimax rotation and based on values of factor loadings the first factor makes high contribution to the variance of corruption experiences, corruption perceptions, working environments, the behavior of individuals, integrity experiences, and integrity total variables. The second factor makes high contribution to the variance of corruption prevention efforts and integrity potencies variables. Similar results, also, are obtained by quartimax rotation and equamax rotation",['QA'],2017-06-12 02:13:04,archive,disk0/00/00/34/31,2013-10-24 00:00:00.000000000,"[{'id': 'klppm@kpa.unila.ac.id', 'name': {'given': 'Warsono', 'lineage': None, 'honourific': None, 'family': 'Warsono'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Yasir', 'given': 'Armen'}, 'id': None}, {'name': {'family': 'Kurniasari', 'honourific': None, 'lineage': None, 'given': 'Dian'}, 'id': 'dksari13@gmail.com'}, {'id': None, 'name': {'family': 'Widiarti', 'honourific': None, 'lineage': None, 'given': 'Widiarti'}}, {'id': None, 'name': {'family': 'Saifuddin', 'honourific': None, 'lineage': None, 'given': 'Ridwan'}}]",,['FMIPA9'],conference_item,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/3431,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/23740', 'objectid': 3289, 'filesize': 1203989, 'datasetid': 'document', 'filename': '_Proseding Internasional.pdf', 'hash': '5c35886c140142325bbed73fc1cc4a4e', 'hash_type': 'MD5', 'mtime': '2017-06-05 09:37:24', 'mime_type': 'application/pdf', 'fileid': 23740}], 'docid': 3289, 'main': '_Proseding Internasional.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/3289', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 3431, 'language': 'en', 'mime_type': 'application/pdf'}]",,pub,,69-75,2017-06-12 02:13:04,752,2017-06-12 02:13:04,,"Universitas Bandar Lampung, Lampung","International Conference on Law, Business and Governance (ICon-LBG)",23-24 Oktober 2013,conference,paper,,"[{'url': 'http://artikel.ubl.ac.id/index.php/', 'type': 'pub'}]"
