,eprintid,rev_number,metadata_visibility,title,subjects,abstract,eprint_status,status_changed,dir,date,creators,divisions,type,uri,full_text_status,ispublished,publisher,documents,datestamp,lastmod,userid,number,corp_creators,id_number,official_url,date_type,refereed,pagerange,publication,issn,funders,volume,referencetext,related_url,patent_applicant,pages,isbn,event_location,event_title,event_type,event_dates,contributors,pres_type,succeeds,place_of_pub
75,42463,6,show,Kajian Graf Isomorfik Dan Penerapannya Dalam Ilmu Kimia,['QA'],"Dua graf G(V, E) dan G'(V',E'), jika suatu fungsi f merupakan fungsi satu-satu sedemikian sehingga (u,v) adalah sisi dari G jika dan hanya jika (f(u), f(v)) adalah sisi dari G', maka f disebut suatu isomorfisma dari G dan G'. Apabila terdapat suatu isomorfisma antara G dan G', maka G dan G' disebut dua graf isomorfik. Tujuan dari penelitian ini adalah untuk memperoleh hasil graf yang saling
isomorfik dari senyawa alkana dengan rantai C yang dimulai dari C7H16 sampai C9H20. Isomer merupakan senyawa yang memiliki rumus molekul sama tetapi berbeda strukturnya. Bentuk dari masing-masing senyawa akan disusun ulang menggunakan aplikasi perangkat lunak yaitu MATLAB
R2018a untuk memperoleh korespondensi satu-satu. Setelah hasil pencarian dengan Matlab diperoleh
hasil bahwa pada senyawa C7H16 tidak terdapat senyawa yang saling isomorfik, sedangkan pada senyawa C8H18
dan terdapat sepasang graf yang saling isomorfik dari yaitu 3-etil-2-metil Pentana dan 3-isopropil Pentana, kemudian pada senyawa C9H20 terdapat dua pasang dari 4 buah graf yaitu 3-etil-2-metil Heksana dengan 3-isopropil Heksana dan 3-etil-2,3-dimetil Pentana dengan 3-isopropil-3-metil
Pentana.",archive,2022-06-15 01:43:44,disk0/00/04/24/63,2022-03-01 00:00:00.000000000,"[{'id': 'armayogaprtama5@gmail.com', 'name': {'family': 'Pratama', 'honourific': None, 'lineage': None, 'given': 'M.G. Arma Yoga'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Notiragayu', 'given': 'Notiragayu'}, 'id': 'notiragayu@fmipa.unila.ac.id'}, {'id': 'yuli.ambarwati@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Ambarwati', 'honourific': None, 'given': 'Yuli'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Fitriani', 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}]",['FMIPA9'],article,http://repository.lppm.unila.ac.id/id/eprint/42463,public,pub,"Jurusan Matematika, Universitas Lampung","[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 42463, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164175', 'format': 'text', 'pos': 1, 'files': [{'objectid': 164175, 'uri': 'http://repository.lppm.unila.ac.id/id/file/466668', 'fileid': 466668, 'mime_type': 'application/pdf', 'mtime': '2022-06-14 11:20:36', 'hash_type': 'MD5', 'hash': 'b172a8e5c8fea4bc3ee95c8b0e635be8', 'filename': 'Kajian Graf Isomorfik Dan Penerapannya Dalam Ilmu Kimia.pdf', 'datasetid': 'document', 'filesize': 309759}], 'docid': 164175, 'main': 'Kajian Graf Isomorfik Dan Penerapannya Dalam Ilmu Kimia.pdf'}]",2022-06-15 01:43:44,2022-06-15 01:43:44,263,1.0,,,,published,TRUE,23-29,Jurnal Siger Matematika,"2721-5849 (p), 2721-6853(e)",,3.0,"Budayasa, I.K. 2007. Teori Graf dan Aplikasinya. Unesa University Press, Surabaya.

Farida Daniel dan Prida N. L. Taneo. 2019. Teori Graf. CV Budi Utama, Daerah Istimewa Yogyakarta.

Siang, J.J. 2002. Matematika Diskrit dan Aplikasinya pada Ilmu Komputer. ANDI, Yogyakarta.","[{'type': 'pub', 'url': 'https://jurnal.fmipa.unila.ac.id/JSM/article/view/2954'}]",,,,,,,,,,,
76,45487,7,show,Hasil cek similaritas artikel 'Kajian Graf Isomorfik dan Penerapannya dalam Ilmu Kimia',['QA'],,archive,2022-10-05 02:30:25,disk0/00/04/54/87,2022-03-01 00:00:00.000000000,"[{'name': {'given': 'Yoga', 'lineage': None, 'family': 'Pratama', 'honourific': None}, 'id': 'yogapratama123@yahoo.com'}, {'id': 'notiragayu@fmipa.unila.ac.id', 'name': {'given': 'Notiragayu', 'family': 'Notiragayu', 'honourific': None, 'lineage': None}}, {'id': 'yuli.ambarwati@fmipa.unila.ac.id', 'name': {'family': 'Ambarwati', 'honourific': None, 'lineage': None, 'given': 'Yuli'}}, {'name': {'lineage': None, 'family': 'Fitriani', 'honourific': None, 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}]",['FMIPA9'],other,http://repository.lppm.unila.ac.id/id/eprint/45487,public,pub,"Jurusan Matematika, Universitas Lampung","[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184261', 'docid': 184261, 'main': 'Kajian Graf Isomorfik dan Penerapannya dalam Ilmu Kimia (1).pdf.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/505216', 'objectid': 184261, 'mtime': '2022-10-04 14:41:57', 'hash_type': 'MD5', 'filename': 'Kajian Graf Isomorfik dan Penerapannya dalam Ilmu Kimia (1).pdf.pdf', 'hash': '4c686d941ef125f295ac0a3f7c5a99a5', 'fileid': 505216, 'mime_type': 'application/pdf', 'filesize': 340224, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 45487, 'placement': 1, 'security': 'public'}]",2022-10-05 02:30:25,2022-10-05 02:30:25,263,,,,,,,,,,,,,,,,,,,,,,,,
77,44195,7,show,Penerapan Metode Artificial Neural Network dalam Memprediksi Kurs Rupiah terhadap Euro,['QA76'],,archive,2022-08-23 06:29:27,disk0/00/04/41/95,2022-08-22 00:00:00.000000000,"[{'id': None, 'name': {'given': 'Amelia Fallizia', 'family': 'Putri', 'honourific': None, 'lineage': None}}, {'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'given': 'Dian', 'lineage': None, 'honourific': None, 'family': 'Kurniasari'}}, {'id': 'klppm@kpa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Warsono', 'given': 'Warsono'}}, {'name': {'given': 'Notiragayu', 'lineage': None, 'honourific': None, 'family': 'Notiragayu'}, 'id': 'notiragayu@fmipa.unila.ac.id'}]",['FMIPA9'],patent,http://repository.lppm.unila.ac.id/id/eprint/44195,public,pub,,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166269', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/480404', 'objectid': 166269, 'filesize': 2094746, 'datasetid': 'document', 'hash': '3d29fdf016671caaa1a46a4fe75321e5', 'filename': 'Sertifikat HAKI_ Amelia Fallizia Putri_1857031014.pdf', 'hash_type': 'MD5', 'mtime': '2022-08-23 02:55:19', 'mime_type': 'application/pdf', 'fileid': 480404}], 'main': 'Sertifikat HAKI_ Amelia Fallizia Putri_1857031014.pdf', 'docid': 166269, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 44195}]",2022-08-23 06:29:27,2022-08-23 06:29:27,752,,,EC00202255959,,published,,,,,,,,,SURAT PENCATATAN CIPTAAN,2.0,,,,,,,,,
78,44196,7,show,Analisis Struktur Terbaik Neural Network dengan Algoritma Backpropagation dalam Memprediksi Indeks Kandungan Sulfida (SO2) di Ibu Kota Jakarta,['QA76'],,archive,2022-08-23 06:29:30,disk0/00/04/41/96,2022-08-22 00:00:00.000000000,"[{'name': {'honourific': None, 'family': 'Rafdiono', 'lineage': None, 'given': 'M. Naufal Ammar'}, 'id': None}, {'name': {'given': 'Warsono', 'lineage': None, 'honourific': None, 'family': 'Warsono'}, 'id': 'klppm@kpa.unila.ac.id'}, {'name': {'family': 'Amanto', 'honourific': None, 'lineage': None, 'given': 'Amanto'}, 'id': 'amanto.1973@fmipa.unila.ac.id'}, {'name': {'family': 'Kurniasari', 'honourific': None, 'lineage': None, 'given': 'Dian'}, 'id': 'dian.kurniasari@fmipa.unila.ac.id'}]",['FMIPA9'],patent,http://repository.lppm.unila.ac.id/id/eprint/44196,public,pub,,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/166270', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'filesize': 2095145, 'datasetid': 'document', 'hash': '2b8a218150230a946d4281449c35cdd6', 'filename': 'Sertifikat HAKI_M Naufal Ammar Rafdiono.pdf', 'hash_type': 'MD5', 'mtime': '2022-08-23 02:59:14', 'mime_type': 'application/pdf', 'fileid': 480411, 'uri': 'http://repository.lppm.unila.ac.id/id/file/480411', 'objectid': 166270}], 'docid': 166270, 'main': 'Sertifikat HAKI_M Naufal Ammar Rafdiono.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 44196}]",2022-08-23 06:29:30,2022-08-23 06:29:30,752,,,EC00202255973,,published,,,,,,,,,SURAT PENCATATAN CIPTAAN,2.0,,,,,,,,,
79,44192,7,show,Penerapan Metode Artificial Neural Network untuk Memprediksi Realisasi Pajak Bea Balik Nama Kendaraan Bermotor Provinsi Lampung,['QA76'],,archive,2022-08-23 06:29:22,disk0/00/04/41/92,2022-08-19 00:00:00.000000000,"[{'name': {'given': 'Putri Salsabila', 'lineage': None, 'honourific': None, 'family': 'Ramadhani'}, 'id': None}, {'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Kurniasari', 'lineage': None, 'given': 'Dian'}}, {'name': {'honourific': None, 'family': 'Wamiliana', 'lineage': None, 'given': 'Wamiliana'}, 'id': 'wamiliana@gmail.com'}, {'name': {'lineage': None, 'family': 'Warsono', 'honourific': None, 'given': 'Warsono'}, 'id': 'klppm@kpa.unila.ac.id'}]",['FMIPA9'],patent,http://repository.lppm.unila.ac.id/id/eprint/44192,public,pub,,"[{'main': 'Sertifikat_Haki_Putri Salsabila Ramadhani.pdf', 'docid': 166266, 'files': [{'filesize': 2095031, 'datasetid': 'document', 'mtime': '2022-08-23 02:29:22', 'hash_type': 'MD5', 'hash': 'e5791817d9c705c2c7341cd8e3217fc2', 'filename': 'Sertifikat_Haki_Putri Salsabila Ramadhani.pdf', 'fileid': 480381, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/480381', 'objectid': 166266}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166266', 'eprintid': 44192, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",2022-08-23 06:29:22,2022-08-23 06:29:22,752,,,EC00202255314,,published,,,,,,,,,SURAT PENCATATAN CIPTAAN,2.0,,,,,,,,,
80,44194,9,show,Implementasi Metode Hybrid Autoregressive Integrated Moving Average (ARIMA) - Artificial Neural Network (ANN) dalam Peramalan Harga Mata Uang Kripto,['QA76'],,archive,2022-08-23 06:29:25,disk0/00/04/41/94,2022-08-19 00:00:00.000000000,"[{'name': {'family': 'Rizkiansyah', 'honourific': None, 'lineage': None, 'given': 'Farrel'}, 'id': None}, {'id': 'dian.kurniasari@fmipa.unila.ac.id', 'name': {'given': 'Dian', 'family': 'Kurniasari', 'honourific': None, 'lineage': None}}, {'id': 'notiragayu@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Notiragayu', 'given': 'Notiragayu'}}, {'id': 'klppm@kpa.unila.ac.id', 'name': {'given': 'Warsono', 'honourific': None, 'family': 'Warsono', 'lineage': None}}]",['FMIPA9'],patent,http://repository.lppm.unila.ac.id/id/eprint/44194,public,pub,,"[{'docid': 166268, 'main': 'Sertifikat_Haki_Farrel Rizkiansyah.pdf', 'files': [{'objectid': 166268, 'uri': 'http://repository.lppm.unila.ac.id/id/file/480395', 'mime_type': 'application/pdf', 'fileid': 480395, 'filename': 'Sertifikat_Haki_Farrel Rizkiansyah.pdf', 'hash': '3eae0232b313eccd2e3ec4fdbbddb22d', 'hash_type': 'MD5', 'mtime': '2022-08-23 02:50:37', 'datasetid': 'document', 'filesize': 2095181}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166268', 'eprintid': 44194, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",2022-08-23 06:29:25,2022-08-23 06:29:25,752,,,EC00202255292,,published,,,,,,,,,SURAT PENCATATAN CIPTAAN,2.0,,,,,,,,,
81,41487,7,show,Dynamic Modeling and Forecasting Data Energy Used and Carbon Dioxide,['QA'],"The model of Vector Autoregressive (VAR) with cointegration is able to be modified by Vector Error Correction Model (VECM). Because
of its simpilicity and less restrictions the VECM is applied in many studies. The correlation among variables of multivariate time series
also can be explained by VECM model, which can explain the effect of a variable or set of variables on others using Granger Causality,
Impulse Response Function (IRF), and Forecasting. In this study, the relationship of Energy Used and CO2 will be discussed. The
data used here were collected over the year 1971 to 2018. Based on the comparison of some criteria: Akaike Information Criterion Corrected (AICC), Hannan-Quin Information Criterion (HQC), Akaike Information Criterion (AIC) and Schwarz Bayesian Criterion (SBC) for some VAR(p) model with p= 1,2,3,4,5, the best model with smallest values of AICC, HQC, AIC and SBC is at lag 2 (p= 2). Then
the best model found is VECM (2) and further analysis such as Granger Causality, IRF, and Forecasting will be based on this model.",archive,2022-04-27 04:35:44,disk0/00/04/14/87,2022-04-01 00:00:00.000000000,"[{'id': None, 'name': {'given': 'Edwin', 'family': 'Russel', 'honourific': None, 'lineage': None}}, {'id': 'wamiliana@gmail.com', 'name': {'given': 'Wamiliana', 'lineage': None, 'honourific': None, 'family': 'Wamiliana'}}, {'name': {'honourific': None, 'family': 'Nairobi', 'lineage': None, 'given': 'Nairobi'}, 'id': 'nairobi@feb.unila.ac.id'}, {'id': 'klppm@kpa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Warsono', 'given': 'Warsono'}}, {'id': 'usman_alfha@yahoo.com', 'name': {'family': 'Usman', 'honourific': None, 'lineage': None, 'given': 'Mustofa'}}, {'id': 'jamalidus@yahoo.com', 'name': {'given': 'Jamal I', 'lineage': None, 'honourific': None, 'family': 'Daoud'}}]",['FMIPA9'],article,http://repository.lppm.unila.ac.id/id/eprint/41487,public,pub,ARTS Publishing,"[{'placement': 1, 'security': 'public', 'eprintid': 41487, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'datasetid': 'document', 'filesize': 1425261, 'fileid': 459423, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-04-27 01:06:38', 'hash': '5b743baaa8799a2d680648603a2e098a', 'filename': 'Dynamic Modeling and Forecasting Data Energy Used and Carbon Dioxide.pdf', 'objectid': 163122, 'uri': 'http://repository.lppm.unila.ac.id/id/file/459423'}], 'docid': 163122, 'main': 'Dynamic Modeling and Forecasting Data Energy Used and Carbon Dioxide.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163122', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",2022-04-27 04:35:44,2022-04-27 04:35:44,791,2.0,,https://doi.org/10.26554/sti.2022.7.2.228-237,https://sciencetechindonesia.com/index.php/jsti/article/view/480/241,,TRUE,228-237,Science and Technology Indonesia,e -ISSN:2580-4391 p -ISSN:2580-4405,,7.0,,,,,,,,,,,,,
82,41717,5,show,"PELATIHAN ANALISIS DATA KESEHATAN DENGAN STATISTIKA
DESKRIPTIF BAGI OPERATOR KESEHATAN/TENAGA
KESEHATAN PUSKESMAS SE KECAMATAN TELUK BETUNG
UTARA KOTA BANDAR LAMPUNG",['HA'],,archive,2022-05-23 01:30:58,disk0/00/04/17/17,2022-03-30 00:00:00.000000000,"[{'name': {'lineage': None, 'family': 'Saidi', 'honourific': None, 'given': 'Subian'}, 'id': 'subian.saidi@gmail.com'}, {'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'given': 'Netti', 'lineage': None, 'family': 'Herawati', 'honourific': None}}, {'id': 'dorrah.aziz@fmipa.unila.ac.i', 'name': {'lineage': None, 'family': 'Azis', 'honourific': None, 'given': 'Dorrah'}}, {'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Nusyirwan', 'honourific': None, 'given': 'Nusyirwan'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Khoirin', 'given': 'Nisa'}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}, {'name': {'given': 'Ruby', 'lineage': None, 'family': 'Tiryono', 'honourific': None}, 'id': 'tiryono.1962@fmipa.unila.ac.id'}]",['FMIPA9'],article,http://repository.lppm.unila.ac.id/id/eprint/41717,public,pub,BP KKN UNILA,"[{'security': 'public', 'placement': 1, 'eprintid': 41717, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/461131', 'objectid': 163379, 'filesize': 317797, 'datasetid': 'document', 'mtime': '2022-05-22 02:46:37', 'hash_type': 'MD5', 'hash': '8f06ac927d1d7e280ac95f05a7d1379c', 'filename': 'Pelatihan analisis data.pdf', 'fileid': 461131, 'mime_type': 'application/pdf'}], 'docid': 163379, 'main': 'Pelatihan analisis data.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163379', 'format': 'text', 'pos': 1}]",2022-05-23 01:30:58,2022-05-23 01:30:58,959,1.0,,doi.org/10.23960/buguh.v2n1.1005,https://jurnalbuguh.unila.ac.id/index.php/buguh,published,TRUE,67-72,Jurnal Pengabdian Kepada Masyarakat BUGUH,2776-3749,,2.0,,,,,,,,,,,,41657.0,
83,42372,7,show,SOSIALISASI PENGGUNAAN GOOGLE FORM BAGI PERANGKAT DESA DAN GURU SIDO MAKMUR,['HA'],,archive,2022-06-13 01:17:42,disk0/00/04/23/72,2022-06-10 00:00:00.000000000,"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Setiawan', 'given': 'Eri'}}, {'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Herawati', 'lineage': None, 'given': 'Netti'}}, {'id': 'subian.saidi@gmail.com', 'name': {'lineage': None, 'family': 'Saidi', 'honourific': None, 'given': 'Subian'}}]",['FMIPA9'],article,http://repository.lppm.unila.ac.id/id/eprint/42372,public,pub,Badan Pengelola KKN UNila,"[{'eprintid': 42372, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'article PKM Sosialisai.pdf', 'docid': 164083, 'files': [{'datasetid': 'document', 'filesize': 172953, 'mime_type': 'application/pdf', 'fileid': 466011, 'hash': '0b865405e460a24e0f833b7ed10a8ea0', 'filename': 'article PKM Sosialisai.pdf', 'hash_type': 'MD5', 'mtime': '2022-06-12 22:58:20', 'objectid': 164083, 'uri': 'http://repository.lppm.unila.ac.id/id/file/466011'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164083'}]",2022-06-13 01:17:42,2022-06-13 01:17:42,959,2.0,,https://doi.org/10.23960/buguh.v2n2.973,https://jurnalbuguh.unila.ac.id/index.php/buguh,published,TRUE,20-23,Jurnal Buguh,P-ISSN : 2776-3749 E-ISSN : 2808-1412,,2.0,,,,,,,,,,,,,
84,42105,6,show,Bilangan kromatik lokasi graf split lintasan,['QA'],,archive,2022-06-06 01:27:34,disk0/00/04/21/05,2022-04-01 00:00:00.000000000,"[{'id': None, 'name': {'family': 'Siti', 'honourific': None, 'lineage': None, 'given': 'Rahmatalia'}}, {'name': {'given': 'Asmiati', 'lineage': None, 'family': 'Asmiati', 'honourific': None}, 'id': 'asmiati,1976@fmipa.unila.ac.id'}, {'id': 'notiragayu@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Notiragayu', 'honourific': None, 'given': 'Notiragayu'}}]",['FMIPA9'],article,http://repository.lppm.unila.ac.id/id/eprint/42105,public,pub,Universitas Pajajaran,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/464132', 'objectid': 163810, 'filesize': 384153, 'datasetid': 'document', 'filename': 'Bilangan kromatik lokasi graf split lintasan.pdf', 'hash': '827eb56b4ae9cab9d04d28d458e8c0c5', 'mtime': '2022-06-05 15:31:29', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 464132}], 'main': 'Bilangan kromatik lokasi graf split lintasan.pdf', 'docid': 163810, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163810', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 42105, 'mime_type': 'application/pdf', 'language': 'en'}]",2022-06-06 01:27:34,2022-06-06 01:27:34,821,1.0,,,https://jurnal.unpad.ac.id/jmi,published,TRUE,73-80,Jurnal  Matematika Integratif,1421-6184,,18.0,,,,,,,,,,,,,
85,41716,9,show,PELATIHAN ANALISIS DATA KESEHATAN DENGAN STATISTIKA DESKRIPTIF BAGI OPERATOR KESEHATAN/TENAGA KESEHATAN PUSKESMAS SE KECAMATAN TELUK BETUNG UTARA KOTA BANDAR LAMPUNG,['HA'],,archive,2022-05-23 01:30:56,disk0/00/04/17/16,2022-03-31 00:00:00.000000000,"[{'name': {'given': 'Saidi', 'lineage': None, 'family': 'Subian', 'honourific': None}, 'id': None}, {'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Netti', 'given': 'Herawati'}}, {'name': {'family': 'Dorrah', 'honourific': None, 'lineage': None, 'given': 'Azis'}, 'id': 'dorrah.azis@fmipa.unila.ac.id'}, {'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'given': 'Nusyirwan', 'lineage': None, 'honourific': None, 'family': 'Nusyirwan'}}, {'id': 'khoirin.nisa@fmipa.unila.ac.id', 'name': {'given': 'Nisa', 'family': 'Khoirin', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Ruby', 'family': 'Tiryono', 'honourific': None, 'lineage': None}, 'id': 'tiryono.1962@fmipa.unila.ac.id'}]",['FMIPA9'],article,http://repository.lppm.unila.ac.id/id/eprint/41716,public,pub,BP KKN UNILA,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 41716, 'placement': 2, 'security': 'public', 'pos': 2, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163377', 'docid': 163377, 'main': 'Pelatihan analisis data.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/461121', 'objectid': 163377, 'filesize': 317797, 'datasetid': 'document', 'filename': 'Pelatihan analisis data.pdf', 'hash': '8f06ac927d1d7e280ac95f05a7d1379c', 'mtime': '2022-05-22 02:37:17', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 461121}]}]",2022-05-23 01:30:56,2022-05-23 01:30:56,959,1.0,,https://doi.org/10.23960/buguh.v2n1.1005,https://jurnalbuguh.unila.ac.id/index.php/buguh,published,TRUE,67-72,Jurnal Pengabdian Kepada Masyarakat BUGUH,2776-3749,,2.0,,[{'url': 'https://jurnalbuguh.unila.ac.id/index.php/buguh/article/view/1005'}],,,,,,,,,,,
86,42389,7,show,Analisis Klaster Menggunakan Metode Fuzzy C-Means pada Data COVID-19 di Provinsi Lampung,['HA'],,archive,2022-06-13 08:47:12,disk0/00/04/23/89,2022-05-02 00:00:00.000000000,"[{'name': {'given': 'L', 'honourific': None, 'family': 'Suciati', 'lineage': None}, 'id': None}, {'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'given': 'Netti', 'honourific': None, 'family': 'Herawati', 'lineage': None}}, {'name': {'honourific': None, 'family': 'Saidi', 'lineage': None, 'given': 'Subian'}, 'id': 'subian.saidi@gmail.com'}, {'id': 'widiarti08@gmail.com', 'name': {'given': 'Widiarti', 'family': 'Widiarti', 'honourific': None, 'lineage': None}}]",['FMIPA9'],article,http://repository.lppm.unila.ac.id/id/eprint/42389,public,pub,Fak. Mipa Universitas Lampung,"[{'docid': 164100, 'main': 'SNSMIPA 6 analisis klaster.pdf', 'files': [{'filesize': 649767, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-06-13 05:19:07', 'filename': 'SNSMIPA 6 analisis klaster.pdf', 'hash': 'f7ac6f4523eafbf06477011e1f5de5b2', 'fileid': 466148, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/466148', 'objectid': 164100}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164100', 'rev_number': 1, 'eprintid': 42389, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",2022-06-13 08:47:12,2022-06-13 08:47:12,959,,,https://jurnal.fmipa.unila.ac.id/snsmap/,https://jurnal.fmipa.unila.ac.id/snsmap/issue/current,published,TRUE,66-73,"Seminar Nasional Sains, Matematika, Informatika dan  Aplikasinya VI UNILA",2086-2342,,6.0,,,,,,,,,,,,,
