,datestamp,lastmod,userid,full_text_status,uri,refereed,ispublished,documents,publisher,divisions,type,date,dir,id_number,publication,issn,creators,subjects,abstract,status_changed,eprint_status,volume,rev_number,metadata_visibility,title,date_type,eprintid,number,pagerange,official_url,event_title,event_location,event_type,event_dates,pres_type,related_url,contact_email,referencetext,corp_creators,contributors,patent_applicant,pages,succeeds,place_of_pub
66,2022-09-21 01:51:09,2022-09-21 01:51:09,263,public,http://repository.lppm.unila.ac.id/id/eprint/45046,,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 45046, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166967', 'format': 'text', 'pos': 1, 'files': [{'filesize': 423934, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-09-20 06:43:22', 'filename': 'Matriks atas Ring Deret Pangkat Tergeneralisasi Miring.pdf.pdf', 'hash': 'e4a4747034c22ea017541afe3aadf95b', 'fileid': 485570, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/485570', 'objectid': 166967}], 'docid': 166967, 'main': 'Matriks atas Ring Deret Pangkat Tergeneralisasi Miring.pdf.pdf'}]",Universitas Pattimura,['FMIPA9'],other,2021-03-01 00:00:00.000000000,disk0/00/04/50/46,,,,"[{'name': {'given': 'Siti', 'lineage': None, 'honourific': None, 'family': 'Rugayah'}, 'id': None}, {'name': {'given': 'Ahmad', 'lineage': None, 'honourific': None, 'family': 'Faisol'}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}, {'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'lineage': None, 'family': 'Fitriani', 'honourific': None, 'given': 'Fitriani'}}]",['QA'],,2022-09-21 01:51:09,archive,,7,show,Hasil cek similaritas karya ilmiah yang berjudul 'Matriks atas Ring Deret Pangkat Tergeneralisasi Miring',published,45046,,,,,,,,,,,,,,,,,
67,2021-07-28 08:03:16,2021-07-28 08:03:16,300,public,http://repository.lppm.unila.ac.id/id/eprint/33264,TRUE,pub,"[{'eprintid': 33264, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': '2021-03--Barekeng Unpati--Matriks atas Ring Deret Pangkat Tergeneralisasi Miring.pdf', 'docid': 152041, 'files': [{'mtime': '2021-04-23 12:09:35', 'hash_type': 'MD5', 'filename': '2021-03--Barekeng Unpati--Matriks atas Ring Deret Pangkat Tergeneralisasi Miring.pdf', 'hash': '43a957c25ca580a9cbe9d22220c0c3ee', 'fileid': 394249, 'mime_type': 'application/pdf', 'filesize': 539788, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/394249', 'objectid': 152041}], 'format': 'text', 'pos': 1, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/152041'}]",Universitas Pattimura,['FMIPA9'],article,2021-03-01 00:00:00.000000000,disk0/00/03/32/64,https://doi.org/10.30598/barekengvol15iss1pp157-166,Barekeng: Jurnal Ilmu Matematika dan Terapan,P-ISSN: 1978-7227 E-ISSN: 2615-3017,"[{'id': None, 'name': {'lineage': None, 'family': 'Rugayah', 'honourific': None, 'given': 'Siti'}}, {'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'given': 'Ahmad', 'lineage': None, 'family': 'Faisol', 'honourific': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Fitriani', 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}]",['QA'],Misalkan,2021-07-28 08:03:16,archive,15.0,5,show,Matriks atas Ring Deret Pangkat Tergeneralisasi Miring,published,33264,1.0,157-166,https://ojs3.unpatti.ac.id/index.php/barekeng/article/view/3160,,,,,,,,,,,,,29607.0,
68,2021-10-07 10:02:46,2021-10-07 10:02:46,219,public,http://repository.lppm.unila.ac.id/id/eprint/34009,TRUE,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/154257', 'rev_number': 3, 'pos': 1, 'format': 'text', 'files': [{'filesize': 381202, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-09-20 07:32:31', 'filename': 'Modeling with generalized linear model on covid-19 Cases in Indonesia-PB.pdf', 'hash': 'f20b147f5e28f1b1c66e2f813d42b517', 'fileid': 401649, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/401649', 'objectid': 154257}], 'main': 'Modeling with generalized linear model on covid-19 Cases in Indonesia-PB.pdf', 'docid': 154257, 'content': 'published', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 34009}]",,['FMIPA9'],article,2021-06-08 00:00:00.000000000,disk0/00/03/40/09,,International Journal of Electronics and Communications System,ISSN: 2798-2610,"[{'id': 'subian.saidi@gmail.com', 'name': {'family': 'Saidi', 'honourific': None, 'lineage': None, 'given': 'Subian'}}, {'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'given': 'Netti', 'honourific': None, 'family': 'Herawati', 'lineage': None}}, {'id': 'khoirin.nisa@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Nisa', 'lineage': None, 'given': 'Khoirin'}}]",['Q1'],"The ongoing Covid-19 outbreak has made scientists continue to research this Covid-19 case. Most of the research carried out is on the prediction and modeling of Covid-19 data. This study will also discuss Covid-19 data modeling. The model 
that is widely used is the linear model. However, if the classical assumption of normality is not met, a special method is needed. The method that can overcome this is the generalized linear model (GLM), with the assumption that the data is distributed in an exponential family. The distribution used in this study is the Gaussian, Poisson, and Gamma distribution. Where the three distributions will be compared to get the best model. The variables used in this study were the number of confirmed Covid-19 cases per day and the number of deaths due to Covid-19 per day. This study also aims to see how much influence the confirmation of Covid-19 has on the number of deaths due to Covid-19 per day. By using 3 types of exponential family distribution, the best result is the Gaussian distribution GLM. Selection of the best model using Akaike Information Criterion(AIC).",2021-10-07 10:02:46,archive,1.0,9,show,Modeling with generalized linear model on covid-19: Cases in Indonesia,published,34009,1.0,25-33,http://ejournal.radenintan.ac.id/index.php/IJECS/index,,,,,,[{'url': 'http://ejournal.radenintan.ac.id/index.php/IJECS/article/view/9299'}],,,,,,,,
69,2021-09-20 08:12:35,2021-09-20 08:12:35,219,public,http://repository.lppm.unila.ac.id/id/eprint/34008,TRUE,pub,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154256', 'rev_number': 2, 'main': 'IJMTT-Nonparametric Modeling Using Kernel Method for.pdf', 'docid': 154256, 'files': [{'objectid': 154256, 'uri': 'http://repository.lppm.unila.ac.id/id/file/401642', 'mime_type': 'application/pdf', 'fileid': 401642, 'hash': '162af7047fdaa7fe8dff5e9ccdfb2b36', 'filename': 'IJMTT-Nonparametric Modeling Using Kernel Method for.pdf', 'hash_type': 'MD5', 'mtime': '2021-09-20 06:32:01', 'datasetid': 'document', 'filesize': 661317}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 34008, 'placement': 1, 'security': 'public'}]",Seventh Sense Research Group,['FMIPA9'],article,2021-06-01 00:00:00.000000000,disk0/00/03/40/08,10.14445/22315373/IJMTT-V67I6P516,International Journal of Mathematics Trends and Technology,2231 – 5373,"[{'id': 'subian.saidi@gmail.com', 'name': {'given': 'Subian', 'lineage': None, 'family': 'Saidi', 'honourific': None}}, {'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'given': 'Netti', 'lineage': None, 'honourific': None, 'family': 'Herawati'}}, {'name': {'given': 'Khoirin', 'honourific': None, 'family': 'Nisa', 'lineage': None}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}]",['Q1'],"One of the most research discussed topics is the prediction or forecasting of the COVID-19 data using the classical time series (such as exponential smoothing) and machine learning methods. In fact, the classical time series method often produces quite large error rates. In this study, the researchers try to use nonparametric modeling with the kernel method to get better results with the smallest error rate. Furthermore, the results of the kernel method are compared with the results of the classical time series method. As a comparison tool, the researchers use MAPE by paying attention to the smallest MAPE value. The data used in this study are the COVID-19 data in Indonesia in which its variable is the total of deaths per day. After comparing the classical time series method with the kernel method, the obtained better results are the results from the kernel method. In this study, the researchers use five kernel functions, namely the Gaussian, Epanechnikov, Triangular, Biweight, and Triweight. Then, these five kernel functions are compared to find the best function. After the comparison process is done, the triweight kernel function was determined as the best function with the smallest error rate with a MAPE value of 0,9%.
S
Keywords — Covid-19, Kernel Method, Mean Absolute Percentage Error, Time Series, Triweight Kernel Function.",2021-09-20 08:12:35,archive,67.0,7,show,Nonparametric Modeling Using Kernel Method for the Estimation of the Covid-19 Data in Indonesia During 2020,published,34008,,136-144,https://www.ijmttjournal.org/Volume-67/Issue-6/IJMTT-V67I6P516.pdf,,,,,,,,,,,,,,
70,2022-02-08 00:58:55,2022-02-08 00:58:55,433,public,http://repository.lppm.unila.ac.id/id/eprint/39084,TRUE,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 39084, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'hash': 'bc4cb2ce611abc5a9ff8999ab004b6b4', 'filename': '2812-7156-1-PB Jurnal siger math.pdf', 'hash_type': 'MD5', 'mtime': '2022-02-07 10:04:28', 'mime_type': 'application/pdf', 'fileid': 440765, 'filesize': 420773, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/440765', 'objectid': 160378}], 'docid': 160378, 'main': '2812-7156-1-PB Jurnal siger math.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/160378', 'rev_number': 1, 'pos': 1, 'format': 'text'}]","Jurusan Matematika, Universitas Lampung",['FMIPA9'],article,2021-09-01 00:00:00.000000000,disk0/00/03/90/84,,Jurnal Siger Matematika,"2721-5849 (p), 2721-6853(e)","[{'id': None, 'name': {'lineage': None, 'family': 'Santi', 'honourific': None, 'given': 'Deviana'}}, {'name': {'given': 'Nusyirwan', 'lineage': None, 'honourific': None, 'family': 'Nusyirwan'}, 'id': 'Nusyirwan@fmipa.unila.ac.id'}, {'name': {'family': 'Dorrah', 'honourific': None, 'lineage': None, 'given': 'Azis'}, 'id': 'dorrah.azis@fmipa.unila.ac.id'}, {'id': 'pandri.ferdias@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Pandri', 'given': 'Ferdias'}}]",['QA'],"Analisis deret waktu adalah suatu analisis data yang mempelajari hubungan antar waktu. Autoregressive
Integrated Moving Average (ARIMA) merupakan jenis metode peramalan untuk data deret waktu berpola
musiman maupun tidak musiman. Metode momen merupakan metode pendugaan parameter dengan
menyamakan momen populsi dengan momen sampel. Tujuan dari penelitian ini adalah menentukan
persamaan dari suatu data deret waktu dengan metode ARIMA serta menggunakan metode momen untuk
menduga parameter. Analisis data dengan metode ARIMA terdiri dari beberapa tahap, yaitu
identifikasi model, uji signifikansi parameter, uji kesesuaian model, serta estimasi parameter dengan
metode momen. Hasil penelitian menunjukkan bahwa model ARIMA terbaik untuk digunakan yaitu
model ARIMA(1,2,0). Dengan menggunakan metode momen untuk menduga parameter, didapat
persamaan data Indeks Harga Saham Gabungan (IHSG) yaitu",2022-02-08 00:58:55,archive,2.0,6,show,"Analisis Model Autoregressive Integrated Moving Average Data Deret Waktu Dengan
Metode Momen Sebagai Estimasi Parameter",published,39084,2.0,57-67,,,,,,,,,,,,,,,
71,2022-07-19 01:15:51,2022-07-19 01:15:51,263,public,http://repository.lppm.unila.ac.id/id/eprint/43384,TRUE,pub,"[{'files': [{'fileid': 473771, 'mime_type': 'text/html', 'hash_type': 'MD5', 'mtime': '2022-07-19 00:36:09', 'hash': '186ce14bd8bfe8ef95fdbf787fff4b40', 'filename': 1919, 'datasetid': 'document', 'filesize': 21667, 'objectid': 165256, 'uri': 'http://repository.lppm.unila.ac.id/id/file/473771'}], 'docid': 165256, 'main': 1919, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165256', 'rev_number': 3, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 43384, 'content': 'published', 'language': 'en', 'mime_type': 'text/html'}]","Jurusan Matematika, Universitas Lampung",['FMIPA9'],article,2021-03-01 00:00:00.000000000,disk0/00/04/33/84,,Jurnal Siger Matematika,2721-5849,"[{'name': {'honourific': None, 'family': 'Santika', 'lineage': None, 'given': 'Yesi'}, 'id': 'yesisantika1@gmail.com'}, {'name': {'given': 'Widiarti', 'lineage': None, 'family': 'Widiarti', 'honourific': None}, 'id': 'widiarti08@gmail.com'}, {'name': {'family': 'Fitriani', 'honourific': None, 'lineage': None, 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'name': {'given': 'Usman', 'honourific': None, 'family': 'Mustofa', 'lineage': None}, 'id': None}]",['QA'],"Small area estimation is defined as a statistical technique for estimating the parameters of a subpopulation with a small sample size. One method of estimating small area parameters is the Empirical Bayes (EB) method. The accuracy of the Empirical Bayes (EB) estimator can be measured by evaluating the Mean Squared Error (MSE). In this study, 3 methods to determine MSE in the EB estimator of the Beta-Bernoulli model will be compared, namely the Bootstrap, Jackknife Jiang and Area-specific Jackknife methods. The study is carried out empirically through simulation with R-studio software version 1.2.5033. The simulation results in a number of areas and pairs of prior distribution parameter values, namely Beta, show the effect of sample size and parameter value pairs on the Mean Square Error (MSE) value. The larger the number of areas and the smaller the initial",2022-07-19 01:15:51,archive,2.0,8,show,"Perbandingan Metode Bootstrap, Jacknife Jiang dan Area Specific Jacknife pada Pendugaan Mean Square Error Model Beta-Bernoulli",published,43384,1.0,34-42,https://jurnal.fmipa.unila.ac.id/JSM/index,,,,,,[{'url': 'https://jurnal.fmipa.unila.ac.id/JSM/article/view/2756'}],,"[1] Rao, J.N.K and Molina, I. 2015. Small Area Estimation Second Edition. John Willey and Sons, Inc., New Jersey.

[2] Bolstad, W.M. 2007. Introduction to Bayesian Statistics. Ed ke-2. John Wiley & Sons Inc.,America.

[3] Chen S. 2001. Empirical Best Prediction and Hierarchical Bayes Methods in Small Area Estimation. [Disertation]. Nebraska: The Graduate College, University of Nebraska.

[4] Jiang J., Lahiri P.,dan Wan S.M. 2002. A Unified Jackknife Theory for Empirical Best Prediction with
M-estimation. The Annals of Statistics, 30(6):1782-1810.

[5] Chen S. dan Lahiri P. 2008. On Mean Squared Prediction Error Estimation in Small Area Estimation Problems. Communications in Statistic, 37:1792-1798.

[6] Widiarti, Adityawati, N. and Nusyirwan. 2019. Bootstrap Method in Estimation of Mean Squared Error of Beta-Bernoulli Model. Journal of Physics: Conference Series, 1338

[7] Efron, B. dan Tibshirani, R.J. 1993. An Introduction to the Bootstrap. Chapman and Hall, New York.

[8] Martinez, E.Z., Achcar, J.A., and Aragon, D.C. 2015. Paramater Estimation of The Beta-Binomial Distribution: An Application Using the SAS Software. Cienciae Natural, 37 (4):12-19.",,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",,,,
72,2022-10-05 04:06:39,2022-10-05 04:06:39,263,public,http://repository.lppm.unila.ac.id/id/eprint/45506,,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 45506, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/184281', 'rev_number': 1, 'main': 'Perbandingan Metode Bootstrap, Jacknife Jiang Dan Area Specific Jacknife Pada Pendugaan Mean Square  (1).pdf', 'docid': 184281, 'files': [{'hash_type': 'MD5', 'mtime': '2022-10-05 03:22:15', 'filename': 'Perbandingan Metode Bootstrap, Jacknife Jiang Dan Area Specific Jacknife Pada Pendugaan Mean Square  (1).pdf', 'hash': 'b97b5b1ed11ce331cad9026d5d95ce12', 'fileid': 505376, 'mime_type': 'application/pdf', 'filesize': 508868, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/505376', 'objectid': 184281}]}]","Jurusan Matematika, Universitas Lampung",['FMIPA9'],other,1970-01-01 00:00:00.000002021,disk0/00/04/55/06,,,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Santika', 'given': 'Yesi'}, 'id': 'yesisantika1@gmail.com'}, {'id': 'widiarti08@gmail.com', 'name': {'family': 'Widiarti', 'honourific': None, 'lineage': None, 'given': 'Widiarti'}}, {'name': {'given': 'Fitriani', 'honourific': None, 'family': 'Fitriani', 'lineage': None}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'id': 'usman_alfha@yahoo.com', 'name': {'given': 'Mustofa', 'honourific': None, 'family': 'Usman', 'lineage': None}}]",['QA'],,2022-10-05 04:06:39,archive,,7,show,"Hasil cek similaritas artikel 'Perbandingan Metode Bootstrap, Jacknife Jiang Dan Area Specific Jacknife Pada Pendugaan Mean Square Error Model Beta-Bernoulli'",,45506,,,,,,,,,,,,,,,,,
73,2022-11-16 09:17:35,2022-11-16 09:17:35,263,public,http://repository.lppm.unila.ac.id/id/eprint/46680,,pub,"[{'eprintid': 46680, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 185589, 'main': 'Bukti Korespondensi_Sub-exact sequence of rough groups.pdf', 'files': [{'filesize': 326422, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-11-16 06:01:48', 'hash': '35911e3b879d6c1e1c1a6403d32a8590', 'filename': 'Bukti Korespondensi_Sub-exact sequence of rough groups.pdf', 'fileid': 514298, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/514298', 'objectid': 185589}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185589'}]",UIN Raden Intan Lampung,['FMIPA9'],other,2021-12-01 00:00:00.000000000,disk0/00/04/66/80,,,,"[{'name': {'given': 'Nevi', 'lineage': None, 'family': 'Setyaningsih', 'honourific': None}, 'id': None}, {'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'family': 'Fitriani', 'honourific': None, 'lineage': None, 'given': 'Fitriani'}}, {'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'given': 'Ahmad', 'lineage': None, 'honourific': None, 'family': 'Faisol'}}]",['QA'],,2022-11-16 09:17:35,archive,,7,show,Bukti Korespondensi artikel Sub-exact sequence of Rough Group,,46680,,,,,,,,,,,,,,,,,
74,2022-10-05 02:30:15,2022-10-05 02:30:15,263,public,http://repository.lppm.unila.ac.id/id/eprint/45491,,pub,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184265', 'main': 'Sub-exact sequence of rough groups (2).pdf', 'docid': 184265, 'files': [{'objectid': 184265, 'uri': 'http://repository.lppm.unila.ac.id/id/file/505244', 'fileid': 505244, 'mime_type': 'application/pdf', 'mtime': '2022-10-04 15:00:50', 'hash_type': 'MD5', 'filename': 'Sub-exact sequence of rough groups (2).pdf', 'hash': '4e6f50eef274667a5b09eff63d7a305f', 'datasetid': 'document', 'filesize': 466881}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 45491, 'security': 'public', 'placement': 1}]",UIN Raden Intan Lampung,['FMIPA9'],other,1970-01-01 00:00:00.000002021,disk0/00/04/54/91,,,,"[{'id': None, 'name': {'family': 'Setyaningsih', 'honourific': None, 'lineage': None, 'given': 'Nevi'}}, {'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'lineage': None, 'family': 'Fitriani', 'honourific': None, 'given': 'Fitriani'}}, {'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Faisol', 'honourific': None, 'given': 'Ahmad'}}]",['QA'],,2022-10-05 02:30:15,archive,,7,show,Hasil cek similaritas artikel 'Sub-exact sequence of rough groups',,45491,,,,,,,,,,,,,,,,,
75,2022-07-11 01:11:12,2022-07-11 01:11:12,300,public,http://repository.lppm.unila.ac.id/id/eprint/42938,TRUE,pub,"[{'eprintid': 42938, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 165020, 'main': '2021-12-SINTA 2--Aljabar UIN Raden Intan--Sub-exact sequence of rough groups (1).pdf', 'files': [{'objectid': 165020, 'uri': 'http://repository.lppm.unila.ac.id/id/file/471944', 'mime_type': 'application/pdf', 'fileid': 471944, 'hash': 'c6cb2ea5139b8ae632b13fe3396373ea', 'filename': '2021-12-SINTA 2--Aljabar UIN Raden Intan--Sub-exact sequence of rough groups (1).pdf', 'mtime': '2022-07-09 06:42:21', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 921563}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165020'}]",Mathematics Education UIN Raden Intan Lampung,['FMIPA9'],article,2021-12-15 00:00:00.000000000,disk0/00/04/29/38,https://doi.org/10.24042/ajpm.v12i2.8917,Al-Jabar: Jurnal Pendidikan Matematika,2540-7562,"[{'name': {'given': 'Nevi', 'honourific': None, 'family': 'Setyaningsih', 'lineage': None}, 'id': None}, {'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'family': 'Fitriani', 'honourific': None, 'lineage': None, 'given': 'Fitriani'}}, {'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'given': 'Ahmad', 'lineage': None, 'family': 'Faisol', 'honourific': None}}]",['QA'],"Rough Set Theory (RST) is an essential mathematical tool to deal with imprecise, inconsistent, incomplete information and knowledge Rough Some algebra structures, such as groups, rings, and modules, have been presented on rough set theory. The sub-exact sequence is a generalization of the exact
sequence. In this paper, we introduce the notion of a sub-exact sequence of groups. Furthermore, we give some properties of the rough group and rough subexact sequence of groups.",2022-07-11 01:11:12,archive,12.0,6,show,Sub-exact sequence of rough groups,published,42938,2.0,267-272,http://ejournal.radenintan.ac.id/index.php/al-jabar/article/view/8917,,,,,,,,,,,,,,
76,2021-05-25 01:35:34,2021-05-25 01:35:34,33,public,http://repository.lppm.unila.ac.id/id/eprint/30666,TRUE,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/138202', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/363635', 'objectid': 138202, 'mtime': '2021-05-24 16:15:39', 'hash_type': 'MD5', 'hash': '954a7ec6becacbf9c0d8dd53b8ed3d58', 'filename': 'Simanjuntak_2021_J._Phys. _Conf._Ser._1751_012019.pdf', 'fileid': 363635, 'mime_type': 'application/pdf', 'filesize': 613756, 'datasetid': 'document'}], 'main': 'Simanjuntak_2021_J._Phys. _Conf._Ser._1751_012019.pdf', 'docid': 138202, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 30666}]",IOP Publishing,['FMIPA9'],article,2021-01-27 00:00:00.000000000,disk0/00/03/06/66,,Journal of Physics: Conference Series,Print : 1742-6588 Online : 1742-6596,"[{'id': None, 'name': {'family': 'Simanjuntak', 'honourific': None, 'lineage': None, 'given': 'E G'}}, {'name': {'given': 'Widiarti', 'honourific': None, 'family': 'Widiarti', 'lineage': None}, 'id': 'widiarti08@gmail.com'}, {'name': {'given': 'Dian', 'lineage': None, 'honourific': None, 'family': 'Kurniasari'}, 'id': 'dksari13@gmail.com'}, {'name': {'lineage': None, 'family': 'Amanto', 'honourific': None, 'given': 'Amanto'}, 'id': 'pakamanto@gmail.com'}]",['QA'],"This study will examine the characteristics of the Bayes estimator in the Binomial distribution with prior Beta theoretically and empirically. The theoretical result shows that the Bayes estimator in this distribution is an asymptotically unbiased and consistent, but inefficient
estimator. Meanwhile, empirically, Bayes's estimator is an unbiased estimator, efficient, and consistent.",2021-05-25 01:35:34,archive,1751.0,6,show,"Asymptotically Unbiased, Efficient, and Consistent Properties of the Bayes estimator in the Binomial Distribution with Prior Beta",published,30666,,,https://iopscience.iop.org/issue/1742-6596/1751/1,,,,,,,,,,,,,,
77,2021-10-29 09:37:11,2021-10-29 09:37:11,163,public,http://repository.lppm.unila.ac.id/id/eprint/34712,TRUE,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 34712, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155366', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'hash_type': 'MD5', 'mtime': '2021-10-29 02:06:32', 'filename': 'IIUM Journal Suharsono.pdf', 'hash': '7e4f28cc8a5b1d761a76d6980b725512', 'fileid': 407523, 'mime_type': 'application/pdf', 'filesize': 1167307, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/407523', 'objectid': 155366}], 'docid': 155366, 'main': 'IIUM Journal Suharsono.pdf'}]",IIUM Press,['FMIPA9'],article,2021-01-01 00:00:00.000000000,disk0/00/03/47/12,,IIUM Engineering Journal,2289 -7860,"[{'name': {'given': 'Suharsono', 'lineage': None, 'family': 'Suharsono', 'honourific': None}, 'id': 'suharsono.1962@fmipa.unila.ac.id'}, {'id': None, 'name': {'given': 'Sri', 'honourific': None, 'family': 'Wulandari', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Nuryaman', 'honourific': None, 'given': 'Aang'}, 'id': 'aangnuryaman@gmail.com'}, {'name': {'given': 'Mustofa', 'family': 'Usman', 'honourific': None, 'lineage': None}, 'id': 'usman_alfha@yahoo.com'}, {'name': {'family': 'Wamiliana', 'honourific': None, 'lineage': None, 'given': 'Wamiliana'}, 'id': 'wamiliana@gmail.com'}, {'id': 'jamalidus@yahoo.com', 'name': {'given': 'Jamal I', 'family': 'Daoud', 'honourific': None, 'lineage': None}}]",['QA75'],"Methane (CH4) is one of the most dangerous greenhouse gases in the atmosphere. A reverse flow reactor is utilized to convert CH4 to carbon dioxide (CO2) as a means of reducing the effect of global warming. The dynamics of its dependent variables can be stated by a set of convective-diffusion equations. In this article, we examined analytical solutions of temperature dynamics and methane conversion for a 1-D pseudo homogeneous model without refrigeration by using the homotopy analysis method. The results show that temperature and conversion of methane will go to constant when time goes to infinity.",2021-10-29 09:37:11,archive,22.0,10,show,SOLUTION OF THE REVERSE FLOW REACTOR MODEL USING HOMOTOPY ANALYSIS METHOD,published,34712,1.0,129-137,,,,,,,,,,"['Universitas Lampung', 'International Islamic University Malaysia']",,,,,
