,subjects,abstract,status_changed,eprint_status,volume,rev_number,metadata_visibility,title,date_type,eprintid,pagerange,datestamp,corp_creators,lastmod,userid,full_text_status,uri,refereed,ispublished,number,publisher,documents,divisions,type,date,dir,publication,creators,issn,id_number,official_url,pres_type,event_title,event_location,event_type,event_dates,contact_email,referencetext,keywords,related_url,succeeds,funders,note
35,['QA'],"Pendugaan selang kepercayaan paramater adalah suatu penentuan selang nilai yang dihitung berdasarkan pengukuran statistik dan mempunyai peluang tertentu yang memuat parameter sebenarnya. Dibutuhkan suatu metode untuk melakukan pendugaan selang kepercayaan parameter dan metode yang digunakan adalah metode Maximum Likelihood Estimation dan metode Bootstrap. Tujuan dari penelitian ini adalah untuk melakukan pendugaan parameter dengan menggunakan metode maximum likelihood estimation dan melakukan analisis reliabilitas terhadap data masa hidup suatu sistem mesin pendingin pesawat yang mengikuti Distribusi Weibull, serta melakukan pendugaan selang kepercayaan parameternya. Semakin bertambahnya usia pakai mesin pendingin pesawat, nilai reliabilitas dari sebuah mesin pendingin pesawat juga mengalami penurunan.
Kata kunci: Pendugaan Selang Kepercayaan, Distribusi Gamma, Metode Maximum Likelihood Estimation, Metode Newton-Raphson, Metode Bootstrap,Reliabilitas",2020-11-18 01:36:00,archive,,7,show,MENENTUKAN SELANG KEPERCAYAAN PADA DATA MASA HIDUP SISTEN BERDISTRIBUSI WEIBULL DENGAN METODE MAXIMUM LIKELIHOOD ESTIMATION DAN BOOTSTRAP,submitted,25914,,2020-11-18 01:36:00,['Universitas Lampung'],2020-11-18 01:36:00,488,public,http://repository.lppm.unila.ac.id/id/eprint/25914,TRUE,submitted,,,"[{'security': 'public', 'placement': 1, 'eprintid': 25914, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filename': 'ABSTRAK SNMK III 2020 LINTANG DK.pdf', 'hash': '5e63ddccba7f2f84a5c679093ca995c6', 'mtime': '2020-11-17 14:25:48', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 232933, 'filesize': 2774399, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/232933', 'objectid': 39709}], 'docid': 39709, 'main': 'ABSTRAK SNMK III 2020 LINTANG DK.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/39709', 'rev_number': 1, 'format': 'text', 'pos': 1}]",['FMIPA9'],conference_item,2020-11-05 00:00:00.000000000,disk0/00/02/59/14,,"[{'id': 'lintang.diah025@gmail.com', 'name': {'given': 'Kusuma', 'honourific': None, 'family': 'Lintang Diah', 'lineage': None}}, {'id': 'rudi.ruswandi@fmipa.unila.ac.id', 'name': {'given': 'Rudi', 'honourific': None, 'family': 'Ruswandi', 'lineage': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Amanto', 'given': 'Amanto'}, 'id': 'amanto.1973@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Mustofa', 'honourific': None, 'given': 'Mustofa'}, 'id': None}]",,,,paper,Seminar Nasional Metode Metode Kuantitatif,FMIPA Universitas lampung,conference,5 November 2020,,,,,,,
36,['QA'],"Misalkan c adalah suatu pewarnaan titik pada graf G dengan menggunakan warna-warna 1,2,…,k untuk suatu bilangan bulat positif k. Pewarnaan c merupakan suatu partisi Π dari V(G) ke dalam kelas-kelas warna yang saling bebas C_1,C_2,…,C_k, dimana titik-titik pada C_1 diberi warna i, 1≤i≤k. Kode warna, c_Π dari suatu titik v∈V(G) didefinisikan sebagai k-vektor yaitu: c_Π (v)=(d(v,C_1 ),d(v,C_2 ),…,d(v,C_k )) dengan  d(v,C_1 )= min {d(v,x)│x∈C_i } untuk 1≤i≤k. Jika setiap titik di G memiliki kode warna yang berbeda terhadap partisi Π, maka c disebut pewarnaan lokasi. Banyaknya warna minimum yang digunakan pada pewarnaan lokasi disebut bilangan kromatik lokasi dari G, dan dinotasikan dengan χ_L (G). Pada penelitian ini akan di bahas bilangan kromatik lokasi antara graf lengkap dan graf lintasan, dan bilangan kromatik lokasi dua graf lintasan.


Kata Kunci: hasil kali kartesian, graf lintasan, graf lengkap, bilangan kromatik lokasi.",2020-11-18 01:36:21,archive,,7,show,LOCATING CHROMATIC NUMBER OF CARTESIAN PRODUCT OF COMPLETE GRAPH AND PATH,submitted,25922,,2020-11-18 01:36:21,['Universitas Lampung'],2020-11-18 01:36:21,488,public,http://repository.lppm.unila.ac.id/id/eprint/25922,TRUE,submitted,,,"[{'main': 'ABSTRAK SNMK III 2020 LULUK RMJP.pdf', 'docid': 39727, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/233020', 'objectid': 39727, 'filename': 'ABSTRAK SNMK III 2020 LULUK RMJP.pdf', 'hash': '737eb497ae47fa7d9f63973a2e163f0d', 'hash_type': 'MD5', 'mtime': '2020-11-17 14:56:01', 'mime_type': 'application/pdf', 'fileid': 233020, 'filesize': 2774399, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39727', 'eprintid': 25922, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",['FMIPA9'],conference_item,2020-11-05 00:00:00.000000000,disk0/00/02/59/22,,"[{'id': 'lulukrjmp94@gmail.com', 'name': {'honourific': None, 'family': 'Luluk', 'lineage': None, 'given': 'RMJP'}}, {'name': {'given': 'Asmiati', 'lineage': None, 'honourific': None, 'family': 'Asmiati'}, 'id': 'asmiati,1976@fmipa.unila.ac.id'}, {'id': 'wamiliana@gmail.com', 'name': {'family': 'Wamiliana', 'honourific': None, 'lineage': None, 'given': 'Wamiliana'}}, {'name': {'given': 'Amanto', 'lineage': None, 'honourific': None, 'family': 'Amanto'}, 'id': 'amanto.1973@fmipa.unila.ac.id'}]",,,,paper,Seminar Nasional Metode Kuantitatif III,Jurusan Matematika FMIPA Universitas Lampung,conference,5 November 2020,,,,,,,
37,['QA'],"Peramalan merupakan dugaan terhadap permintaan yang akan datang berdasarkan pada beberapa variabel peramal, sering berdasarkan data deret waktu historis. Kebutuhan manusia akan teknologi khususnya dalam informasi dan telekomunikasi semakin tinggi, salah satunya internet. Jumlah pengguna internet semakin meningkat. Maka dari itu peramalan jumlah pengguna indihome diperlukan untuk meningkatkan kualitas layanan. Metode peramalan yang digunakan yaitu Autoregressive Integrated Moving Average (ARIMA). Variabel yang digunakan yaitu data jumlah pelanggan pelanggan. Peramalan ini disimulasikan menggunakan perangkat lunak Minitab. Dari hasil peramalan ini data pelanggan 4 bulan yang akan datang terus meningkat.


Kata kunci : peramalan, ARIMA, pelanggan",2020-11-16 15:09:25,archive,,7,show,PERAMALAN PENGGUNA INDIHOME MENGGUNAKAN METODE AUTOREGRESSIVE INTEGRATED MOVING AVERAGE (ARIMA),submitted,25597,,2020-11-16 15:09:25,,2020-11-16 15:09:25,433,public,http://repository.lppm.unila.ac.id/id/eprint/25597,FALSE,submitted,,,"[{'docid': 39401, 'main': 'nadhira.pdf', 'files': [{'objectid': 39401, 'uri': 'http://repository.lppm.unila.ac.id/id/file/230680', 'datasetid': 'document', 'filesize': 8812, 'fileid': 230680, 'mime_type': 'application/pdf', 'mtime': '2020-11-16 12:10:58', 'hash_type': 'MD5', 'hash': '6c1412855bc0961fb67a0d46f974bb30', 'filename': 'nadhira.pdf'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39401', 'eprintid': 25597, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",['FMIPA9'],conference_item,2020-11-05 00:00:00.000000000,disk0/00/02/55/97,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Nadhira', 'given': 'Dewiantari'}, 'id': '1nadhiradewiantari@gmail.com'}, {'id': 'nusyirwan.1966@fmipa.unila.ac.id', 'name': {'family': 'Nusyirwan', 'honourific': None, 'lineage': None, 'given': 'Nusyirwan'}}]",,,,speech,Seminar Nasional Matematika Kuantitatif 3,FMIPA UNILA,conference,5 November 2020,,,,,,,
38,['QA'],"It is well known that a country’s economy is very dependent on the export of goods and services produced by that country. This depends on exporting
either mining products such as oil and gas or non-oil and gas. This paper will study the data export of oil and gas and data export of non-oil and gas
of Indonesian over the years 2008-2019. The aim of this study is to obtain the best model that can describe the pattern of the data export of oil and
gas and data export of non-oil and gas. From the results of the analysis, researchers found that the best models that can describe the pattern of data
export of oil and gas and data export of non-oil and gas are the same, namely: ARMA (2.1) -GARCH (1.1) models. These models for both data are
very significant with P < 0.0001 and < 0.0001, respectively, R-squares are 0.8797 and 0.7604, respectively and mean average percentage errors are
12.41 and 6.92, respectively. These models are very reliable, and they can be used to predict (forecast) for the next 12 periods (months).",2020-10-16 02:40:38,archive,10.0,7,show,"Dynamic Modeling Data Export Oil and Gas and Non-Oil and
Gas by ARMA(2,1)-GARCH(1,1) Model: Study of Indonesian’s
Export over the Years 2008-2019",published,24315,175-184,2020-10-16 02:40:38,,2020-10-16 02:40:38,791,public,http://repository.lppm.unila.ac.id/id/eprint/24315,TRUE,pub,6.0,EconJournals,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38036', 'format': 'text', 'pos': 1, 'files': [{'mtime': '2020-10-15 13:51:02', 'hash_type': 'MD5', 'filename': 'Dynamic Modeling Data Export Oil.pdf', 'hash': 'fb0a435de69b3b87494f919e3f4d65d6', 'fileid': 221245, 'mime_type': 'application/pdf', 'filesize': 1863582, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/221245', 'objectid': 38036}], 'main': 'Dynamic Modeling Data Export Oil.pdf', 'docid': 38036, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 24315}]",['FMIPA9'],article,2020-10-09 00:00:00.000000000,disk0/00/02/43/15,International Journal of Energy Economics and Policy,"[{'name': {'given': 'Nairobi', 'honourific': None, 'family': 'Nairobi', 'lineage': None}, 'id': 'nairobi.saibi@gmail.com'}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Russel', 'given': 'Edwin'}}, {'name': {'family': 'ambya', 'honourific': None, 'lineage': None, 'given': 'ambya'}, 'id': 'ambya.1959@feb.unila.ac.id'}, {'id': 'arif.darmawan@feb.unila.ac.id', 'name': {'given': 'Arif', 'honourific': None, 'family': 'Darmawan', 'lineage': None}}, {'id': 'usman_alfha@yahoo.com', 'name': {'given': 'Mustofa', 'honourific': None, 'family': 'Usman', 'lineage': None}}, {'id': 'wamiliana@gmail.com', 'name': {'given': 'Wamiliana', 'lineage': None, 'honourific': None, 'family': 'Wamiliana'}}]",2146-4553,https://doi.org/10.32479/ijeep.9892,https://www.econjournals.com/index.php/ijeep,,,,,,,,,[{'url': 'https://www.econjournals.com/index.php/ijeep/article/view/9892/5434'}],,,
39,['HA'],"Missing values in strip plot design cause an unbalanced design. As a result, several problems occur in analyzing the data. This paper presents the estimation of two and three missing values from strip-plot design with the fixed model using the Yates approach. However, the estimation toward the missing values in strip-plot design causes bias on the treatment mean squares which is shown by its expected value. To omit the bias caused by the estimated values, a procedure of Satterthwaite-Cochran approximation is applied. The procedure corrects the bias and gives an adjusted analysis of variance for the hypothesis test.",2020-06-26 13:35:38,archive,,7,show,Analysis of variance for strip plot design with missing values: bias correction of the mean squares,published,22801,,2020-06-26 13:35:38,,2020-06-26 13:35:38,644,public,http://repository.lppm.unila.ac.id/id/eprint/22801,TRUE,pub,,,"[{'security': 'public', 'placement': 1, 'eprintid': 22801, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'fileid': 209239, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-06-26 05:13:19', 'filename': 'Nisa_2020_J._Phys. _Conf._Ser._1524_012049.pdf', 'hash': '32cd2ce72096a76ed734d8317bc09316', 'datasetid': 'document', 'filesize': 950789, 'objectid': 36306, 'uri': 'http://repository.lppm.unila.ac.id/id/file/209239'}], 'main': 'Nisa_2020_J._Phys. _Conf._Ser._1524_012049.pdf', 'docid': 36306, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36306', 'format': 'text', 'pos': 1}]",['FMIPA9'],conference_item,2020-06-22 00:00:00.000000000,disk0/00/02/28/01,,"[{'name': {'given': 'Khoirin', 'lineage': None, 'family': 'Nisa', 'honourific': None}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}, {'name': {'given': 'Nurmaita', 'honourific': None, 'family': 'Hamsyiah', 'lineage': None}, 'id': None}, {'name': {'family': 'Usman', 'honourific': None, 'lineage': None, 'given': 'Mustofa'}, 'id': 'usman_alfha@yahoo.com'}, {'id': 'klppm@kpa.unila.ac.id', 'name': {'family': 'Warsono', 'honourific': None, 'lineage': None, 'given': 'Warsono'}}]",,,https://doi.org/10.1088/1742-6596/1524/1/012049,paper,International Seminar on New Paradigm and Innovation of Natural Sciences and its Application,Semarang,conference,,,,,,,,
40,['HA'],"To obtain the wholesale price index (WPI) model and see the causal relationship between variables with the VECM approach based on the period January 2000 to August 2019. In this study, 3 variables are used; (i) Agriculture, (ii) Industry and (iii) Oil and Gas. This research begins with the stationarity test by looking at the plot and unit root test. When the variables are not stationary, a differencing is
necessarily needed. The lag assessment is performed by observing at the smallest Aikake Information Criteria (AIC) and Schwarzt Information Criteria (SIC). A cointegration test using Johansen test is conducted to find whether there is a longterm relationship between WPI variables as a condition to proceed to VECM modeling. To see the dynamic behavior of the VECM model the Impulse Response
Function (IRF) is used.    The best model obtained in this study is VECM(3) and based on the Granger causality analysis we obtained that Industry is affected by Oil and Gas, and Oil and Gas is affected by Industry and Agriculture.",2020-05-27 08:15:51,archive,82.0,8,show,"Analysis of wholesale price indexes with the vector
error correction model (VECM) approach",published,20706,6898-6913,2020-05-27 08:15:51,,2020-05-27 08:15:51,644,public,http://repository.lppm.unila.ac.id/id/eprint/20706,TRUE,pub,,The Mattingley Publishing Co.Inc,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 20706, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34058', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/194077', 'objectid': 34058, 'mtime': '2020-05-27 08:07:24', 'hash_type': 'MD5', 'filename': 'ARTIKEL NISA TEST COMPLETE.pdf', 'hash': '65ca3851c0f5a11ba6b0e6862a5fd6dd', 'fileid': 194077, 'mime_type': 'application/pdf', 'filesize': 1333283, 'datasetid': 'document'}], 'docid': 34058, 'main': 'ARTIKEL NISA TEST COMPLETE.pdf'}]",['FMIPA9'],article,2020-02-01 00:00:00.000000000,disk0/00/02/07/06,"TEST, ENGINEERING & MANAGEMEN","[{'name': {'given': 'Khoirin', 'honourific': None, 'family': 'Nisa', 'lineage': None}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}, {'name': {'given': 'Warsono', 'honourific': None, 'family': 'Warsono', 'lineage': None}, 'id': 'klppm@kpa.unila.ac.id'}, {'id': None, 'name': {'given': 'Rima Nugrahiya', 'family': 'Putri', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Widiarti', 'lineage': None, 'honourific': None, 'family': 'Widiarti'}, 'id': 'widiarti08@gmail.com'}, {'id': None, 'name': {'honourific': None, 'family': 'Russel', 'lineage': None, 'given': 'Edwin'}}]",0193-4120,,,,,,,,,,,[{'url': 'http://www.testmagzine.biz/index.php/testmagzine/article/view/1954'}],,,
41,['QA'],"This study aimed to predict seasonal time series data using the Holt-Winters
exponential smoothing additive model. The data used in this study is data
on the number of passengers departing at Hasanudin Airport in 2009-2019,
the source of the data obtained from the o�cial website of the Central Statis-
tics Agency. The results showed that the Holt-Winters exponential smoothing
method on the passenger's number at Hasanudin Airport from 2009 to 2019
contained trend patterns and seasonal patterns by �rst determining the initial
values and smoothing parameters minimize forecasting errors.",2020-12-07 01:23:48,archive,16.0,9,show,Forecasting Seasonal Time Series Data using The Holt-Winters Exponential Smoothing Method of Additive Models,published,27002,151-157,2020-12-07 01:23:48,,2020-12-07 01:23:48,300,public,http://repository.lppm.unila.ac.id/id/eprint/27002,TRUE,pub,2.0,Departemen Matematika UNPAD,"[{'files': [{'objectid': 41018, 'uri': 'http://repository.lppm.unila.ac.id/id/file/242169', 'fileid': 242169, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-12-05 07:16:38', 'filename': 'Forecasting Seasonal Time Series Data using The Holt-Winters Exponential Smoothing Method of Additive Models.pdf', 'hash': '47a27770caa9644c73aac49009ea5101', 'datasetid': 'document', 'filesize': 272307}], 'docid': 41018, 'main': 'Forecasting Seasonal Time Series Data using The Holt-Winters Exponential Smoothing Method of Additive Models.pdf', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41018', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 27002, 'content': 'published', 'language': 'en', 'mime_type': 'application/pdf'}]",['FMIPA9'],article,2020-10-01 00:00:00.000000000,disk0/00/02/70/02,Jurnal Matematika Integratif,"[{'id': None, 'name': {'family': 'Nurhamidah', 'honourific': None, 'lineage': None, 'given': 'Nurhamidah'}}, {'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'given': 'Nusyirwan', 'lineage': None, 'family': 'Nusyirwan', 'honourific': None}}, {'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'given': 'Ahmad', 'lineage': None, 'honourific': None, 'family': 'Faisol'}}]","p-ISSN: 1412-6184, e-ISSN: 2549-9033",doi:10.24198/jmi.v16.n2.29293.151-157,http://jurnal.unpad.ac.id/jmi/article/view/29293,,,,,,,,,,,,
42,['HA'],,2020-10-01 01:05:56,archive,9.0,14,show,Gamma and Lognormal in Generelized Linear Model Persfective,published,24234,8478-8488,2020-10-01 01:05:56,,2020-10-01 01:05:56,959,public,http://repository.lppm.unila.ac.id/id/eprint/24234,TRUE,pub,9.0,Ess & Ess Research Publications,"[{'files': [{'datasetid': 'document', 'filesize': 1117920, 'mime_type': 'application/pdf', 'fileid': 220636, 'filename': 'Gamma and Log normal IJIRSET.pdf', 'hash': 'b4e487c55da642f4c218893ca2f80013', 'mtime': '2020-09-29 12:06:19', 'hash_type': 'MD5', 'objectid': 37953, 'uri': 'http://repository.lppm.unila.ac.id/id/file/220636'}], 'docid': 37953, 'main': 'Gamma and Log normal IJIRSET.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37953', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 24234, 'mime_type': 'application/pdf', 'language': 'en'}]",['FMIPA9'],article,2020-09-20 00:00:00.000000000,disk0/00/02/42/34,"International Journal of Innovative  Research in Science, Engineering and  Technology (IJIRSET)","[{'id': 'Nusyirwan@fmipa.unila.ac.id', 'name': {'given': 'Nusyirwan', 'honourific': None, 'family': 'Nusyirwan', 'lineage': None}}, {'name': {'given': 'Netti', 'honourific': None, 'family': 'Herawati', 'lineage': None}, 'id': 'netti.herawati@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Nisa', 'honourific': None, 'given': 'Khoirin'}, 'id': 'khoirin.nisa@fmipa.unila.ac.id'}]",2319-8753,,http://www.ijirset.com,,,,,,,,,[{'url': 'http://www.ijirset.com/upload/2020/september/91_Nusyirwan_NC.PDF'}],,,
43,['QA'],"The aim of this study is to examine the influence of scale parameters
that determine the coefficient of variance of both gamma and lognormal
models in perspective of generalized linear model (GLM).
The gamma and lognormal models are compared using the level of
accuracy and precision through data simulation with scale
parameters c = 0.5, 1.5, 2.5 and two different sample sizes n = 10,
20. The results show that the increasing value of the scale parameter
c and sample size n make the estimated coefficient of the gamma
regression coefficient more stable and more precise than the lognormal
model, as well as the precision.
keyword :
Code : MATH_PRES_01",2020-11-17 01:43:51,archive,,8,show,"Gamma and Lognormal Models in the Generalized
Linear Model Perspective",published,25673,,2020-11-17 01:43:51,,2020-11-17 01:43:51,433,public,http://repository.lppm.unila.ac.id/id/eprint/25673,TRUE,pub,,,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/39468', 'rev_number': 1, 'main': 'Book of Abstract the 3rd ICASMI v3.pdf', 'docid': 39468, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/231257', 'objectid': 39468, 'hash_type': 'MD5', 'mtime': '2020-11-17 01:12:45', 'hash': '8e49075a14689de8831d213ae6f81888', 'filename': 'Book of Abstract the 3rd ICASMI v3.pdf', 'fileid': 231257, 'mime_type': 'application/pdf', 'filesize': 9543084, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 25673, 'placement': 1, 'security': 'public'}]",['FMIPA9'],conference_item,2020-09-04 00:00:00.000000000,disk0/00/02/56/73,,"[{'id': 'nusyirwan.1966@fmipa.unila.ac.id', 'name': {'given': 'Nusyirwan', 'lineage': None, 'family': 'Nusyirwan', 'honourific': None}}, {'id': 'netti.herawati@fmipa.unila.ac.id', 'name': {'given': 'Herawati', 'family': 'Netti', 'honourific': None, 'lineage': None}}, {'id': 'khoirin.nisa@fmipa.unila.ac.id', 'name': {'given': 'Khoirin', 'lineage': None, 'family': 'Nisa', 'honourific': None}}]",,,https://sites.google.com/fmipa.unila.ac.id/icasmi-2020,speech,"3rd International Conference on Applied Science, Mathematics, and Informatics (ICASMI)",FMIPA UNILA,conference,04 September 2020,,,,,,,
44,['QA'],,2022-10-05 04:06:49,archive,,7,show,Hasil cek similaritas artikel 'The X[[S]]-Sub-Exact Sequence of Generalized Power Series Rings',,45509,,2022-10-05 04:06:49,,2022-10-05 04:06:49,263,public,http://repository.lppm.unila.ac.id/id/eprint/45509,,pub,,UIN Raden Intan Lampung,"[{'docid': 184285, 'main': 'The X[[S]]-Sub-Exact Sequence of Generalized Power Series Rings .pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/505402', 'objectid': 184285, 'filesize': 494490, 'datasetid': 'document', 'hash': '169bb9a7321cca7b11b8f349d3a10d19', 'filename': 'The X[[S]]-Sub-Exact Sequence of Generalized Power Series Rings .pdf', 'mtime': '2022-10-05 03:48:20', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 505402}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184285', 'eprintid': 45509, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",['FMIPA9'],other,1970-01-01 00:00:00.000002020,disk0/00/04/55/09,,"[{'name': {'honourific': None, 'family': 'Pardedde', 'lineage': None, 'given': 'Wesly Agustinus'}, 'id': 'fitriani_mathunila@yahoo.co.id'}, {'name': {'given': 'Ahmad', 'family': 'Faisol', 'honourific': None, 'lineage': None}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}, {'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'given': 'Fitriani', 'family': 'Fitriani', 'honourific': None, 'lineage': None}}]",,,,,,,,,,,,,,,
