,creators,dir,type,divisions,publisher,documents,ispublished,uri,full_text_status,lastmod,userid,datestamp,eprintid,title,metadata_visibility,rev_number,eprint_status,status_changed,abstract,subjects,refereed,monograph_type,publication,issn,official_url,volume,pres_type,event_title,event_type,event_location,event_dates,succeeds,editors,isbn,date_type,corp_creators,pagerange,keywords,related_url,number,book_title,pages,place_of_pub,institution,department,contributors,referencetext,id_number,contact_email,series
272,"[{'name': {'given': 'Rifka', 'honourific': None, 'family': 'Yudhi', 'lineage': None}, 'id': 'rifka.yudhi@fh.unila.ac.id'}, {'id': 'agung.prastyo@fh.unila.ac.id', 'name': {'family': 'Prastyo', 'honourific': None, 'lineage': None, 'given': 'Agung Budi'}}]",disk0/00/02/54/85,article,['FH3'],Universitas Bandar Lampung,"[{'security': 'public', 'placement': 1, 'eprintid': 25485, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'files': [{'objectid': 39281, 'uri': 'http://repository.lppm.unila.ac.id/id/file/229957', 'fileid': 229957, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'mtime': '2020-11-16 06:28:49', 'hash_type': 'MD5', 'filename': 'Artikel Jurnal_Rifka & Agung_FH UNILA 2020.docx', 'hash': '5a703c597a552593e81ad3745744eb2f', 'datasetid': 'document', 'filesize': 50527}], 'docid': 39281, 'main': 'Artikel Jurnal_Rifka & Agung_FH UNILA 2020.docx', 'uri': 'http://repository.lppm.unila.ac.id/id/document/39281', 'rev_number': 1, 'format': 'text', 'pos': 1}]",submitted,http://repository.lppm.unila.ac.id/id/eprint/25485,public,2020-11-16 07:05:27,4440,2020-11-16 07:05:27,25485,"RECRUITMENT OF LAW FACULTY LECTURERS 
AND THE IMPLICATIONS OF OUTPUT GRADUATES 
IN THE MANPOWER SECTOR",show,6,archive,2020-11-16 07:05:27,"The symmetrical relationship that shapes the quality of graduates cannot be separated from the existence of Human Resources, namely qualified lecturers. A qualified lecturer is produced by quality recruitment and continuous coaching. Because the curriculum is as great as it is, with lecturers who have no motivation or even the ability to interpret texts and contexts, it is certain that they experience difficulties in presenting an optimal learning method and in the end have a significant effect on the output of graduates. 

The focus of this article is: (1) to understand in depth why the lecturer recruitment process has a strong correlation with the quality of public services; and (2) to know and understand how the quality of law faculty lecturers affects output graduate.
This research was conducted with a normative juridical approach, because in this study the assessment was carried out based on legal norms and principles, applicable laws and regulations and other library materials relevant to the research topic. 
The conclusions obtained, among others, show that: (1) The process of recruiting lecturers to PNS Lecturers, Permanent PNS Lecturers and Permanent PTS Lecturers will affect the quality of public services in the university scope. This is based on several factors, including intention, quality commitment, individual quality, and how the work unit, namely universities and faculties, always carries out intensive coaching for young lecturers who have been recruited in the context of implementing the Tri Darma of Higher Education; (2) The quality of a lecturer is obtained through a long process since his early days as a lecturer which can be achieved through seriousness, focus, and consistency through a continuous coaching process. The qualities possessed by a law faculty lecturer also contribute to shaping the mindset, understanding, and competence of students that have an impact on output graduate. The further impact of the output of this graduate is the extent to which a university graduate can be absorbed in the world of work, be it in Ministries, Institutions, Agencies or Regional Governments, as well as in private agencies.",['K1'],TRUE,,Progressive Law Review,2716-2141,http://progresiflawreview.ubl.ac.id/index.php/plr/index,,,,,,,,,,submitted,,,,,,,,,,,,,,,
273,"[{'id': 'yulia.neta@fh.unila.ac.id', 'name': {'family': 'Yulia Neta', 'honourific': None, 'lineage': None, 'given': 'Yulia'}}, {'id': None, 'name': {'honourific': None, 'family': 'Ade', 'lineage': None, 'given': 'Arif Firmansyah'}}, {'id': 'astiwi.inayah@fisip.unila.ac.id', 'name': {'given': 'Astiwi', 'lineage': None, 'honourific': None, 'family': 'Inayah'}}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Malicia', 'given': 'Evendia'}}]",disk0/00/02/96/98,article,['FH3'],,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/262838', 'objectid': 43896, 'filesize': 160137, 'datasetid': 'document', 'hash': '6d18b2d5af63056702a5b6a1911462af', 'filename': 'Output Desbin Neta.pdf', 'hash_type': 'MD5', 'mtime': '2021-04-27 12:32:44', 'mime_type': 'application/pdf', 'fileid': 262838}], 'main': 'Output Desbin Neta.pdf', 'docid': 43896, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43896', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 29698, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/29698,public,2021-04-28 01:06:36,1153,2021-04-28 01:06:36,29698,"INISIASI DESA TANGGUH BENCANA BERBASIS LEGAL AND 
COMMUNITY DEVELOPMENT DI KAMPUNG BUMI MAS",show,6,archive,2021-04-28 01:06:36,,['K1'],TRUE,,SAKAI SAMBAYAN,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"[{'id': 'yulia.neta@fh.unila.ac.id', 'name': {'given': 'Yulia', 'honourific': None, 'family': 'Yulia Neta', 'lineage': None}}, {'id': None, 'name': {'given': 'Budiyono', 'lineage': None, 'family': 'Budiyono', 'honourific': None}}, {'id': None, 'name': {'honourific': None, 'family': 'Ade', 'lineage': None, 'given': 'Arif Firmansyah'}}]",disk0/00/02/96/48,article,['FH3'],,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 29648, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43849', 'rev_number': 1, 'main': 'Jalrev April 2021.pdf', 'docid': 43849, 'files': [{'mtime': '2021-04-27 02:31:21', 'hash_type': 'MD5', 'filename': 'Jalrev April 2021.pdf', 'hash': '46e28e77820dd84343d6c2adb473a053', 'fileid': 262450, 'mime_type': 'application/pdf', 'filesize': 619011, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/262450', 'objectid': 43849}]}]",pub,http://repository.lppm.unila.ac.id/id/eprint/29648,public,2021-04-28 01:04:41,1153,2021-04-28 01:04:41,29648,The	Model	of	Local	Regulation	of	the	Human	Rights	Fulfillment	Based	on	Progressive	Law,show,6,archive,2021-04-28 01:04:41,,['K1'],TRUE,,Jambura	Law	Review,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,"[{'id': 'yulia.neta@fh.unila.ac.id', 'name': {'given': 'Yulia', 'honourific': None, 'family': 'Yulia Neta', 'lineage': None}}, {'id': None, 'name': {'given': 'Budiyono', 'family': 'Budiyono', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Martha', 'given': 'Riananda'}}, {'name': {'lineage': None, 'family': 'Ahmad', 'honourific': None, 'given': 'Saleh'}, 'id': None}, {'name': {'given': 'Arif Firmansyah', 'honourific': None, 'family': 'Ade', 'lineage': None}, 'id': None}]",disk0/00/00/43/97,article,['FH3'],,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 4397, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17295', 'pos': 1, 'format': 'text', 'files': [{'objectid': 17295, 'uri': 'http://repository.lppm.unila.ac.id/id/file/43822', 'datasetid': 'document', 'filesize': 161580, 'mime_type': 'application/pdf', 'fileid': 43822, 'filename': '39092-42208-1-PB.pdf', 'hash': '828be46e23af9b7b7aaa0ffe2ae12f13', 'mtime': '2017-11-03 06:36:55', 'hash_type': 'MD5'}], 'main': '39092-42208-1-PB.pdf', 'docid': 17295}]",pub,http://repository.lppm.unila.ac.id/id/eprint/4397,public,2017-11-09 07:31:39,1153,2017-11-09 07:31:39,4397,Local Regulation Design on the Protection and Empowerment of the Farmer Based on Law as a Tool of Social Empowering,show,7,archive,2017-11-09 07:31:39,,['K1'],FALSE,,Developing Country Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,"[{'id': 'yulia.neta@fh.unila.ac.id', 'name': {'honourific': None, 'family': 'Yulia Neta', 'lineage': None, 'given': 'Yulia'}}, {'id': None, 'name': {'given': 'Andarini', 'lineage': None, 'family': 'Dinarti', 'honourific': None}}]",disk0/00/00/41/40,monograph,['FH3'],AURA PUBLISHING,"[{'files': [{'objectid': 17032, 'uri': 'http://repository.lppm.unila.ac.id/id/file/42042', 'mime_type': 'application/pdf', 'fileid': 42042, 'hash': '4d614807a58f342c7dd276b33daa0f52', 'filename': 'JURNAL 2.pdf', 'mtime': '2017-10-27 02:23:41', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 56413}], 'docid': 17032, 'main': 'JURNAL 2.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17032', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 4140, 'mime_type': 'application/pdf', 'language': 'en'}]",inpress,http://repository.lppm.unila.ac.id/id/eprint/4140,public,2017-11-07 07:35:34,888,2017-11-07 07:35:34,4140,PEMENUHAN DAN PERLINDUNGAN PEREMPUAN DALAM PERATURAN  PERUNDANG- UNDANGAN,show,7,archive,2017-11-07 07:35:34,,['K1'],,project_report,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,"[{'id': 'yulia.neta@fh.unila.ac.id', 'name': {'family': 'Yulia Neta', 'honourific': None, 'lineage': None, 'given': 'Yulia'}}, {'name': {'honourific': None, 'family': 'Martha', 'lineage': None, 'given': 'Riananda'}, 'id': None}, {'name': {'family': 'Ade', 'honourific': None, 'lineage': None, 'given': 'Arif Firmansyah'}, 'id': None}]",disk0_bak/00/05/13/57,other,['FH3'],Universitas Lampung,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/248137', 'main': 'Yulia Neta_Hukum_PD - Final Report.pdf', 'docid': 248137, 'files': [{'datasetid': 'document', 'filesize': 788984, 'mime_type': 'application/pdf', 'fileid': 608413, 'filename': 'Yulia Neta_Hukum_PD - Final Report.pdf', 'hash': '6bf849225f7124f63464e11d3a0e744a', 'mtime': '2023-05-10 04:00:09', 'hash_type': 'MD5', 'objectid': 248137, 'uri': 'http://repository.lppm.unila.ac.id/id/file/608413'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 51357, 'security': 'public', 'placement': 1}]",unpub,http://repository.lppm.unila.ac.id/id/eprint/51357,public,2023-05-10 04:17:12,1153,2023-05-10 04:17:12,51357,Laporan Penelitian: Konstruksi Kenvorm Peraturan Daerah Sanitasi Total Berbasis Masyarakat Untuk Meningkatkan Derajat Kesehatan Di Kabupaten Pringsewu,show,7,archive,2023-05-10 04:17:12,,['K1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,"[{'name': {'family': 'Yulia Neta', 'honourific': None, 'lineage': None, 'given': 'Yulia'}, 'id': 'yulia.neta@fh.unila.ac.id'}, {'id': None, 'name': {'honourific': None, 'family': 'Tia', 'lineage': None, 'given': 'Nurhawa'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Rudi', 'given': 'Wijaya'}, 'id': None}]",disk0/00/00/41/12,monograph,['FH3'],AURA PUBLISHING,"[{'eprintid': 4112, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 16989, 'main': 'Paper Monograf Bu Neta.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 41796, 'filename': 'Paper Monograf Bu Neta.pdf', 'hash': '220f7dc2eeb5139eb076f2cc97c1bcb4', 'mtime': '2017-10-25 05:17:34', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 49696, 'objectid': 16989, 'uri': 'http://repository.lppm.unila.ac.id/id/file/41796'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/16989'}]",inpress,http://repository.lppm.unila.ac.id/id/eprint/4112,public,2017-11-07 07:34:49,888,2017-11-07 07:34:49,4112,TANGGUNG JAWAB NEGARA DALAM MEMENUHI HAK DAN KEBUTUHAN ANAK,show,7,archive,2017-11-07 07:34:49,,['K1'],,discussion_paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,"[{'name': {'given': 'YUSDIYANTO', 'honourific': None, 'family': 'Yusdiyanto', 'lineage': None}}]",disk0/00/01/26/08,monograph,['FH3'],AURA CV. Anugrah Utama Raharja,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 12608, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/25590', 'rev_number': 1, 'main': 'Monograf HTN Alm. Armen.pdf', 'docid': 25590, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/111716', 'objectid': 25590, 'filename': 'Monograf HTN Alm. Armen.pdf', 'hash': 'a7fbc6c1c9b45ce3dab6d8102de879bf', 'mtime': '2019-05-10 07:44:11', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 111716, 'filesize': 4167588, 'datasetid': 'document'}]}]",pub,http://repository.lppm.unila.ac.id/id/eprint/12608,public,2019-05-14 08:27:28,324,2019-05-14 08:27:28,12608,MENTARI OTONOMI DAERAH TELAH REDUP (Refleksi Lahirnya UU No. 23 Tahun 2014 Tentang Pemerintah Daerah),show,8,archive,2019-05-14 08:27:28,"Dikala itu, pasca perkuliahan otonomi daerah tepatnya diruangan Dosen HTN, berlangsung diskusi yang menarik bersama Alm. Armen Yasir, menyoal beberapa hal pasca lahirnya Undang-Undang No. 23 Tahun 2014 tentang Pemerintahan Daerah. Ada pernyataan menarik almarhum yang saya masih ingat. Beliau secara tegas mengatakan saat ini sistem pemerintahan daerah di Indonesia tidak lagi menganut sistem otonomi daerah sebagaimana yang dikehendaki oleh Pasal 18 UUD 1945. Namun telah bergeser menyerupai sistem sentralisasi yang diterapkan oleh UU No. 5 Tahun 1974. Lihat saja nanti dalam pelaksaaannya, karena konstruksi UU No. 23 Tahun 2014 telah menitik beratkan desentralisasi ditingkat provinsi dengan kata lain provinsi sebagai wakil pusat di daerah (dekonsentrasi) bukan di kabupaten/kota. Dan tentu pernyataan tesebut menimbulkan perdebatan sekaligus pertanyaan. Dalam perjalanannya pernyataan almarhum perlahan-lahan menjadi kenyataan. Semangat otonomi daerah yang dikehendaki oleh Pasal 18 UUD 1945 menjadi pudar.  Kemudian oleh penulis ditindaklanjuti dengan mencermati dan melakukan kajian substansi UU No. 23 Tahun 2014, dan pernyataan ini ada benarnya. Hal yang paling mendasar adalah hilangnya prinsip otonomi, sehingga daerah otonom kehilangan dasar pandangan hukum. Namun justru yang sangat kontras adanya pengaturan urusan konkuren sebagai fondasi pelaksanaan otonomi daerah melalui penentuan secara rinci/rigid. Sebagai mana pasal 9 ayat (1) mengatakan urusan pemerintahan terdiri atas urusan pemerintahan absolut, urusan pemerintahan konkuren, dan urusan pemerintahan umum.",['K1'],,manual,,,,,,,,,,,,,published,,,,,,,252.0,fakultas hukum universitas lampung,fakultas hukum universitas lampung,bagian hukum tata negara,,,978-623-211-017-5,,
280,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Yusdiyanto', 'given': 'YUSDIYANTO'}}, {'name': {'given': 'Evendia', 'family': 'Malicia', 'honourific': None, 'lineage': None}}]",disk0_bak/00/05/17/85,other,['FH3'],Unpublish,"[{'eprintid': 51785, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': '18448.pdf', 'docid': 250388, 'files': [{'hash_type': 'MD5', 'mtime': '2023-05-17 15:32:40', 'hash': '19c3d624ad2d3c78df21187cfd0c9a42', 'filename': '18448.pdf', 'fileid': 613525, 'mime_type': 'application/pdf', 'filesize': 1240930, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/613525', 'objectid': 250388}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/250388', 'rev_number': 1}]",unpub,http://repository.lppm.unila.ac.id/id/eprint/51785,public,2023-05-19 01:28:54,1229,2023-05-19 01:28:54,51785,Evaluasi Program Pembentukan Peraturan Daerah dalam Masa Pandemi Corono Virus Deases (Covid-19) di Provinsi Lampung,show,7,archive,2023-05-19 01:28:54,,['K1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Yuswanto', 'given': 'Yuswanto'}, 'id': None}, {'id': 'dedy.hermawan@fisip.unila.ac.id', 'name': {'given': 'Dedy', 'lineage': None, 'honourific': None, 'family': 'Dedy Hermawan'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Marlia', 'given': 'Eka Putri'}, 'id': None}, {'name': {'honourific': None, 'family': 'Ade', 'lineage': None, 'given': 'Arif Firmansyah'}, 'id': None}]",disk0/00/01/10/57,article,['FH3'],,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24051', 'pos': 1, 'format': 'text', 'files': [{'objectid': 24051, 'uri': 'http://repository.lppm.unila.ac.id/id/file/101153', 'datasetid': 'document', 'filesize': 145952, 'mime_type': 'application/pdf', 'fileid': 101153, 'filename': 'ijbel5-VOL17_231.pdf', 'hash': 'd4ae03a34d9350bbb24ab83b81322a72', 'mtime': '2019-04-01 03:26:12', 'hash_type': 'MD5'}], 'docid': 24051, 'main': 'ijbel5-VOL17_231.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 11057}]",pub,http://repository.lppm.unila.ac.id/id/eprint/11057,public,2019-04-05 08:03:44,1065,2019-04-05 08:03:44,11057,PUBLIC POLICY ANALYSIS OF REGIONAL TAX regulation IN ENERGY AND MINERAL RESOURCES BASED ON LOCAL GOVERNMENT CONCURRENT AFFAIRS,show,6,archive,2019-04-05 08:03:44,,['K1'],TRUE,,"International Journal of Business, Economics and Law,",,,,,,,,,,,,,,,,,,,,,,,,,,,
282,"[{'name': {'lineage': None, 'family': 'Yuswanto', 'honourific': None, 'given': 'yuswanto'}, 'id': None}, {'name': {'family': 'Dedy Hermawan', 'honourific': None, 'lineage': None, 'given': 'Dedy'}, 'id': 'dedy.hermawan@fisip.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Marlia', 'lineage': None, 'given': 'Eka Putri'}, 'id': None}, {'name': {'given': 'Arif Firmansyah', 'family': 'Ade', 'honourific': None, 'lineage': None}, 'id': None}]",disk0/00/01/36/52,book,['FH3'],AURA PRESS,"[{'files': [{'objectid': 26668, 'uri': 'http://repository.lppm.unila.ac.id/id/file/119137', 'datasetid': 'document', 'filesize': 972871, 'mime_type': 'application/pdf', 'fileid': 119137, 'filename': 'Buku Hiprof.pdf', 'hash': 'd81d6aad113f09213f732d42d56274c1', 'mtime': '2019-07-23 03:54:38', 'hash_type': 'MD5'}], 'main': 'Buku Hiprof.pdf', 'docid': 26668, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26668', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 13652, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/13652,public,2019-08-01 07:37:14,1153,2019-08-01 07:37:14,13652,REKOMPOSISI PAJAK DAERAH BIDANG ENERGI DAN SUMBER DAYA MINERAL BERBASIS URUSAN KONKUREN PEMERINTAH DAERAH,show,7,archive,2019-08-01 07:37:14,,['K1'],TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,"[{'name': {'given': 'yuswanto', 'lineage': None, 'honourific': None, 'family': 'Yuswanto'}}, {'name': {'given': 'Al Arif', 'lineage': None, 'family': 'M. Yasin', 'honourific': None}}]",disk0/00/01/09/21,article,['FH3'],,"[{'files': [{'objectid': 23926, 'uri': 'http://repository.lppm.unila.ac.id/id/file/100312', 'fileid': 100312, 'mime_type': 'application/pdf', 'mtime': '2019-03-13 03:07:20', 'hash_type': 'MD5', 'hash': 'b79d7a1a647a1b2bf991f5352abfbef9', 'filename': '1416-2309-1-SM.pdf', 'datasetid': 'document', 'filesize': 539252}], 'main': '1416-2309-1-SM.pdf', 'docid': 23926, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23926', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 10921, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/10921,public,2019-04-09 03:37:52,1065,2019-04-09 03:37:52,10921,"Diskursus Pembatalan Peraturan Daerah Pasca Putusan MK
No. 137/PUU-XIII/2015 dan No. 56/PUU-XIV/2016",show,6,archive,2019-04-09 03:37:52,,['K1'],TRUE,,Jurnal Konstitusi,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,"[{'name': {'family': 'Yuswanto', 'honourific': None, 'lineage': None, 'given': 'yuswanto'}}, {'name': {'honourific': None, 'family': 'Marlia', 'lineage': None, 'given': 'Eka Putri'}}, {'name': {'family': 'Ade', 'honourific': None, 'lineage': None, 'given': 'Arif Firmansyah'}}]",disk0_bak/00/05/13/07,book,['FH3'],Pusaka Media,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 51307, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/191074', 'docid': 191074, 'main': '32. Desain Regulasi Kawasan Ramah Senyum.pdf', 'files': [{'filesize': 1794694, 'datasetid': 'document', 'filename': '32. Desain Regulasi Kawasan Ramah Senyum.pdf', 'hash': '3e2e5a12483b155ad8e36b743fd67f1c', 'mtime': '2023-05-09 04:34:42', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 551024, 'uri': 'http://repository.lppm.unila.ac.id/id/file/551024', 'objectid': 191074}]}]",pub,http://repository.lppm.unila.ac.id/id/eprint/51307,public,2023-05-09 07:38:39,1153,2023-05-09 07:38:39,51307,Desain Regulasi Kawasan Ramah Senyum Untuk Peningkatan Promosi Pariwisata,show,7,archive,2023-05-09 07:38:39,,['K1'],TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,"[{'name': {'lineage': None, 'family': 'Yuswanto', 'honourific': None, 'given': 'yuswanto'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Marlia', 'given': 'Eka Putri'}}, {'name': {'given': 'Arif Firmansyah', 'lineage': None, 'family': 'Ade', 'honourific': None}}]",disk0/00/02/46/16,article,['FH3'],,"[{'files': [{'objectid': 38348, 'uri': 'http://repository.lppm.unila.ac.id/id/file/223509', 'fileid': 223509, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-11-06 14:51:32', 'hash': 'f640c4fd8512c02d2e9c7da7e3190b3a', 'filename': 'Jurnal Hang Tuah.pdf', 'datasetid': 'document', 'filesize': 469034}], 'main': 'Jurnal Hang Tuah.pdf', 'docid': 38348, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38348', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 24616, 'mime_type': 'application/pdf', 'language': 'en'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/24616,public,2020-11-09 09:02:52,1153,2020-11-09 09:02:52,24616,Local Regulation Patterns Towards Competitive Coastal Tourism in Pesisir Barat Regency,show,6,archive,2020-11-09 09:02:52,,['K1'],TRUE,,Hang Tuah Law Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,"[{'name': {'given': 'yuswanto', 'lineage': None, 'honourific': None, 'family': 'Yuswanto'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Marlia', 'given': 'Eka Putri'}}, {'name': {'given': 'andriani', 'family': 'fenny', 'honourific': None, 'lineage': None}}]",disk0_bak/00/05/12/98,book,['FH3'],Pusaka Media,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/191067', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/550968', 'objectid': 191067, 'filename': '9. Redesain.pdf', 'hash': 'c86bce3199354bfa59f03782c0941f4d', 'mtime': '2023-05-09 04:16:26', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 550968, 'filesize': 1210194, 'datasetid': 'document'}], 'main': '9. Redesain.pdf', 'docid': 191067, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 51298}]",pub,http://repository.lppm.unila.ac.id/id/eprint/51298,public,2023-05-09 04:17:54,1153,2023-05-09 04:17:54,51298,Redesain Hukum Perimbangan Keuangan Dari Dana Bagi Hasil Sektor Pajak,show,7,archive,2023-05-09 04:17:54,,['K1'],TRUE,,,,,,,,,,,,"[{'name': {'honourific': None, 'family': 'Ade', 'lineage': None, 'given': 'Arif Firmansyah'}}]",,,,,,,,,,,,,,,,,
287,"[{'id': 'annarudi76@gmail.com', 'name': {'given': 'Anna Gustina', 'honourific': None, 'family': 'Zainal', 'lineage': None}}, {'name': {'given': 'Yulianto', 'lineage': None, 'family': 'Herman', 'honourific': None}, 'id': 'herman.yulianto@fp.unila.ac.id'}, {'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'lineage': None, 'honourific': None, 'family': 'Rudy'}}, {'id': 'helviyanfika@yahoo.co.id', 'name': {'family': 'Yanfika', 'honourific': None, 'lineage': None, 'given': 'Helvi'}}]",disk0/00/04/14/53,other,['FH3'],IOP Conference: Earth and Environment Science (Ulicoste 2020),"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 41453, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163088', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/459205', 'objectid': 163088, 'hash_type': 'MD5', 'mtime': '2022-04-26 14:11:24', 'hash': '5dea7808545b916f1edcf36d10eee045', 'filename': 'Financial Benefits of The Environmentally Friendly Aquaponic Media System.pdf', 'fileid': 459205, 'mime_type': 'application/pdf', 'filesize': 2341763, 'datasetid': 'document'}], 'main': 'Financial Benefits of The Environmentally Friendly Aquaponic Media System.pdf', 'docid': 163088}]",pub,http://repository.lppm.unila.ac.id/id/eprint/41453,public,2022-04-27 00:59:41,347,2022-04-27 00:59:41,41453,Hasil Review_ Financial benefits of the environmentally friendly aquaponic media system,show,7,archive,2022-04-27 00:59:41,Hasil review Prosiding Financial benefits of the environmentally friendly aquaponic media system,['K1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
