,ispublished,documents,publisher,full_text_status,uri,refereed,lastmod,userid,datestamp,publication,creators,issn,dir,type,divisions,title,rev_number,metadata_visibility,eprint_status,status_changed,subjects,abstract,eprintid,official_url,id_number,corp_creators,related_url,pagerange,pres_type,event_title,date_type,event_location,event_dates,event_type,number,volume,book_title,contributors,contact_email,succeeds,isbn,editors,pages,place_of_pub
96,pub,"[{'docid': 29084, 'main': 'Jurnal_Spirit_Publik_2018.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/137076', 'objectid': 29084, 'filesize': 7967269, 'datasetid': 'document', 'mtime': '2019-11-08 08:31:07', 'hash_type': 'MD5', 'hash': '6aeb20aadcdbe152b50cfc0804663899', 'filename': 'Jurnal_Spirit_Publik_2018.pdf', 'fileid': 137076, 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29084', 'rev_number': 1, 'eprintid': 15991, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",Jurusan Administrasi Negara FISIP UNS Surakarta,public,http://repository.lppm.unila.ac.id/id/eprint/15991,TRUE,2019-11-14 10:08:32,659,2019-11-14 10:08:32,Spirit Publik,"[{'id': None, 'name': {'given': 'Chairun', 'honourific': None, 'family': 'Nasirin', 'lineage': None}}, {'name': {'honourific': None, 'family': 'Hermawan', 'lineage': None, 'given': 'Dedy'}, 'id': 'hermawan.dedy@yahoo.com'}]",1907-0489,disk0/00/01/59/91,article,['FISIP2'],"Hasil Scan Similarity Artikel Berjudul ""Kontroversi Implementasi Kebijakan Penenggelaman Kapal Dalam Rangka Pemberantasan Illegal Fishingdi Indonesia""",6,show,archive,2019-11-14 10:08:32,['JS'],"Pencurian  sumber  daya  ikan  di  laut  Indonesia  telah  menimbulkan  kerugian  besar  sektor perikanan  dalam  rangka  mewujudkan  kesejahteraan  masyarakat.  Kementerian  Kelautan  dan Perikanan  mengambil  kebijakan  tegas  untuk  memberantas illegal  fishingmelalui  tindakan penenggelamankapal  pelaku illegal  fishing.  Penelitian  ini  bertujuan  untuk  menganalisi  dan membahas  implementasi  kebijakan  penenggelaman  kapal  pelaku illegal  fishingdan  reaksi lingkungan  yang  timbul  akibat  kebijakan  tersebut.  Metode  penelitian  yang  digunakan  studi kepustakaan  dan  dokumentasi.  Hasil  penelitian   ini   memperlihatkan   bahwa  pelaksanaan kebijakan penenggelaman kapal oleh Kementerian Kelautan dan Perikanan merupakan model top   downyang   ditandai   oleh   kepastian   peraturan,   sistem   komando   yang   kuat,   pola instruksional  dan  koordinasi  yang  efektif,  dukungan  anggaran,  dan  dukungan  birokrasi  yang tangguh.  Implementasi  kebijakan  ini  juga  telah  menimbulkan  reaksi  lingkungan  kebijakan yang  keras  berupa  protes  dari  negara-negara  tempat  asal  kapal-kapal  yang  ditenggelamkan. Secara   empiris,   hasil   penelitian   dapat   membantu   memperbaiki   implementasi   kebijakan pemberantasan illegal  fishingdengan  tindakan  penenggelaman  kapal,  khususnya  pada  aspek pengelolaan  reaksi  lingkungan  kebijakan  agar  dikemudian  hari  dapat  lebih  kondusif  dan mendukung implementasi kebijakan.",15991,,,,,,,,,,,,,,,,,,,,,
97,pub,"[{'eprintid': 31614, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 143195, 'main': 'Prastya_2021_IOP_Conf._Ser. _Mater._Sci._Eng._1088_012028.pdf', 'files': [{'objectid': 143195, 'uri': 'http://repository.lppm.unila.ac.id/id/file/374713', 'mime_type': 'application/pdf', 'fileid': 374713, 'hash': '546bb16bfb6b02e732b628d2a0e0e494', 'filename': 'Prastya_2021_IOP_Conf._Ser. _Mater._Sci._Eng._1088_012028.pdf', 'mtime': '2021-06-01 11:39:23', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 420858}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/143195'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/31614,FALSE,2021-06-04 01:33:07,590,2021-06-04 01:33:07,IOP Conference Series: Materials Science and Engineering,"[{'name': {'given': 'Imam Yudi', 'family': 'Prastya', 'honourific': None, 'lineage': None}, 'id': 'wayuguci@umrah.ac.id'}, {'name': {'given': 'Selvi Diana', 'lineage': None, 'family': 'Meilinda', 'honourific': None}, 'id': 'selvi.dianameilinda@fisip.unila.ac.id'}, {'name': {'given': 'Rahayu', 'honourific': None, 'family': 'Sulistiowati', 'lineage': None}, 'id': 'rahayu.sulistiowati@fisip.unila.ac.id'}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Alfiandri', 'given': 'Alfiandri'}}, {'name': {'honourific': None, 'family': 'Yudiatmaja', 'lineage': None, 'given': 'Wahyueko'}, 'id': None}]",,disk0/00/03/16/14,article,['FISIP2'],Application of SEM: an analysis of Depok City's website,9,show,archive,2021-06-04 01:33:07,['H1'],"Electronic government is one of the strategies to create a more effective government.
Many governments around the globe have applied electronic government, including Indonesia.
Although there is various research on the electronic government in Indonesia, only a few studies
have focused on analyzing the intention to use government websites, particularly the local
government's website. To address the research gap, this paper intends to statistically examine the
intention to use Depok City's website based on the user's perspective by applying structural
equation modelling. This study was carried out using a survey approach. Data were collected
using an online questionnaire on the Depok's citizens. One hundred twenty-five respondents
participated in this study. Data were analyzed using covariance-based structural equation
modelling. The key findings of this research confirm all developed hypotheses in which system
quality, information quality, and service quality influence website intention to use. The results
demonstrated in this work provide theoretical and practical implications further elaborated in the
light of this paper.",31614,https://iopscience.iop.org/article/10.1088/1757-899X/1088/1/012028,,"['Univ maritim Raja ali Haji', 'Unila', 'Unila', 'Univ Maritim Raja ali Haji', 'Univ Maritim Raja Ali Haji']",,,,,published,,,,,,,,,,,,,
98,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 14936, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28057', 'main': 'Pengabdian_Semnas_IPTEK_Polinela.pdf', 'docid': 28057, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/128816', 'objectid': 28057, 'hash': '086a4c5a82adf60be39ff40767181669', 'filename': 'Pengabdian_Semnas_IPTEK_Polinela.pdf', 'hash_type': 'MD5', 'mtime': '2019-11-01 07:15:09', 'mime_type': 'application/pdf', 'fileid': 128816, 'filesize': 3646906, 'datasetid': 'document'}]}]",,public,http://repository.lppm.unila.ac.id/id/eprint/14936,TRUE,2019-11-04 08:28:16,659,2019-11-04 08:28:16,,"[{'name': {'given': 'Ita', 'lineage': None, 'honourific': None, 'family': 'Prihantika'}, 'id': 'itaprihantika@fisip.unila.ac.id'}, {'id': 'hermawan.dedy@yahoo.com', 'name': {'lineage': None, 'family': 'Hermawan', 'honourific': None, 'given': 'Dedy'}}, {'id': 'dewie.brimaatika@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Atika', 'lineage': None, 'given': 'Dewie'}}, {'name': {'given': 'Eko Budi', 'lineage': None, 'honourific': None, 'family': 'Sulistio'}, 'id': 'ekobudi.sulistio@fisip.unila.ac.id'}]",,disk0/00/01/49/36,conference_item,['FISIP2'],Hasil Cek Similarity Makalah Seminar Nasional: Pelatihan Aparatur Desa Dalam Perumusan Program Unggulan Desa Se-Kecamatan Buay Bahuga Way Kanan Provinsi Lampung,7,show,archive,2019-11-04 08:28:16,['JS'],,14936,,,,,,paper,SEMINAR NASIONAL PENERAPAN IPTEK Politeknik Negeri Lampung,,Bandar Lampung,11 Oktober 2018,conference,,,,,,,,,,
99,inpress,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30515', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/147176', 'objectid': 30515, 'mtime': '2019-12-23 07:08:24', 'hash_type': 'MD5', 'filename': 'Prosiding feni.pdf', 'hash': 'fe13139ad3eddf0df75db8721602d448', 'fileid': 147176, 'mime_type': 'application/pdf', 'filesize': 693230, 'datasetid': 'document'}], 'docid': 30515, 'main': 'Prosiding feni.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 16961}]",,public,http://repository.lppm.unila.ac.id/id/eprint/16961,TRUE,2019-12-23 07:08:24,63,2019-11-18 07:18:02,Proceeding of The 4th International on Contemporary Social and Political Affairs,"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Rosalia', 'given': 'Feni'}}, {'name': {'given': 'dian', 'lineage': None, 'honourific': None, 'family': 'Kagungan'}, 'id': 'dian.kagungan@fisip.unila.ac.id'}, {'name': {'given': 'Devi', 'lineage': None, 'family': 'Yulianti', 'honourific': None}, 'id': 'devi.yulianti@fisip.unila.ac.id'}]",,disk0/00/01/69/61,article,['FISIP2'],Free Internet Program For Public Literacy Development In North Lampung,7,show,archive,2019-11-18 07:18:02,['H1'],"Free internet program in North Lampung intended to facilitate the community for accessing the internet to  maximize the information and telecommunication technology. This study aims to find out how responsiveness of free internet program in North Lampung was. This research used qualitative approach with descriptive type. The data were collected throgh interview, documentation and observation. The stages of data analysis performed were to collect data, reduce, expose  and draw conclusions. The results of this study indicated that free internet program could not be enjoyed by majority of community and  meet the preference and interests of certain groups. The suggestions given were that the Government of North Lampung should install free internet facility in strategic place which could be accessed by majority of students and stakeholders such as in school and park where many users access information.",16961,,,,,211-213,,,,,,,,1.0,,,,,,,,
100,submitted,"[{'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'eprintid': 9170, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/22239', 'rev_number': 1, 'docid': 22239, 'main': 'Fullpaper- Feni Rosalia.docx', 'files': [{'datasetid': 'document', 'filesize': 37786, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 88270, 'filename': 'Fullpaper- Feni Rosalia.docx', 'hash': '2f19128b6532ba455848c7e83c383307', 'hash_type': 'MD5', 'mtime': '2018-10-31 08:18:56', 'objectid': 22239, 'uri': 'http://repository.lppm.unila.ac.id/id/file/88270'}]}]",,public,http://repository.lppm.unila.ac.id/id/eprint/9170,TRUE,2018-11-02 01:53:05,63,2018-11-02 01:53:05,,"[{'name': {'given': 'Feni', 'lineage': None, 'family': 'Rosalia', 'honourific': None}, 'id': None}, {'name': {'given': 'dian', 'honourific': None, 'family': 'Kagungan', 'lineage': None}, 'id': 'dian.kagungan@fisip.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Yulianti', 'honourific': None, 'given': 'Devi'}, 'id': 'devi.yulianti@fisip.unila.ac.id'}]",,disk0/00/00/91/70,conference_item,['FISIP2'],Responsiveness of Free Internet Program In Global Digital Age For Public Literacy Development in North Lampung,7,show,archive,2018-11-02 01:53:05,['H1'],"Free internet program in North Lampung intended to facilitate the community for accessing the internet to  maximize the information and telecommunication technology. This study aims to find out how responsiveness of free internet program in North Lampung was. This research used qualitative approach with descriptive type. The data were collected throgh interview, documentation and observation. The stages of data analysis performed were to collect data, reduce, expose  and draw conclusions. The results of this study indicated that free internet program could not be enjoyed by majority of community and  meet the preference and interests of certain groups. The suggestions given were that the Government of North Lampung should install free internet facility in strategic place which could be accessed by majority of students and stakeholders such as in school and park where many users access information.
Keywords : Responsiveness, Free Internet Program, Global Digital Age, Public Literacy",9170,,,,,,paper,International Conference on Contemporary Social and Political Affairs,,"Surabaya, Indonesia",13 Agustus 2018,conference,,,,,,,,,,
101,submitted,"[{'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'security': 'public', 'placement': 1, 'eprintid': 10330, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23324', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 23324, 'uri': 'http://repository.lppm.unila.ac.id/id/file/96238', 'datasetid': 'document', 'filesize': 37786, 'fileid': 96238, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'mtime': '2018-11-19 07:14:56', 'hash_type': 'MD5', 'hash': '2f19128b6532ba455848c7e83c383307', 'filename': 'Fullpaper- Feni Rosalia.docx'}], 'docid': 23324, 'main': 'Fullpaper- Feni Rosalia.docx'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/10330,TRUE,2019-01-02 07:55:29,508,2019-01-02 07:55:29,Icospa Proceeding,"[{'name': {'honourific': None, 'family': 'Rosalia', 'lineage': None, 'given': 'Feni'}, 'id': None}, {'id': 'dian.kagungan@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Kagungan', 'lineage': None, 'given': 'dian'}}, {'id': 'devi.yulianti@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'Yulianti', 'honourific': None, 'given': 'Devi'}}]",,disk0/00/01/03/30,article,['FISIP2'],Responsiveness of Free Internet Program In Global Digital Age For Public Literacy Development in North Lampung,7,show,archive,2019-01-02 07:55:29,['H1'],"Free internet program in North Lampung intended to facilitate the community for accessing the internet to  maximize the information and telecommunication technology. This study aims to find out how responsiveness of free internet program in North Lampung was. This research used qualitative approach with descriptive type. The data were collected throgh interview, documentation and observation. The stages of data analysis performed were to collect data, reduce, expose  and draw conclusions. The results of this study indicated that free internet program could not be enjoyed by majority of community and  meet the preference and interests of certain groups. The suggestions given were that the Government of North Lampung should install free internet facility in strategic place which could be accessed by majority of students and stakeholders such as in school and park where many users access information.
Keywords : Responsiveness, Free Internet Program, Global Digital Age, Public Literacy",10330,,,,,,,,,,,,,,,,,,,,,
102,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 37847, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/431001', 'objectid': 158783, 'filesize': 1419856, 'datasetid': 'document', 'filename': 'IMG_20220113_0001 (2 files merged).pdf', 'hash': 'da0cbd01c983a1a88b4dc77f512abeb4', 'mtime': '2022-01-13 03:32:57', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 431001}], 'main': 'IMG_20220113_0001 (2 files merged).pdf', 'docid': 158783, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158783', 'rev_number': 1, 'format': 'text', 'pos': 1}]",Utan Kayu Publishing,public,http://repository.lppm.unila.ac.id/id/eprint/37847,,2022-01-13 06:21:24,1147,2022-01-13 06:21:24,,"[{'id': 'suchmasasi@gmail.com', 'name': {'given': 'Yudha', 'lineage': None, 'honourific': None, 'family': 'Suchmasasi'}}, {'id': 'bambang6263@gmail.com', 'name': {'lineage': None, 'family': 'Utoyo', 'honourific': None, 'given': 'Bambang'}}, {'id': 'ani_wardianto@yahoo.co.id', 'name': {'given': 'Ani Agus', 'honourific': None, 'family': 'Puspawati', 'lineage': None}}]",,disk0/00/03/78/47,other,['FISIP2'],The Analysis of Recovery Implementation for Domestic Violence Victims,8,show,archive,2022-01-13 06:21:24,"['H1', 'J1']","In Indonesia, the most common forms of domestic violence experienced are physical, sexual, psychological and economic neglect. As a result, it can cause physical and psychological injuries. Therefore, it is important to pay attention to the victim's recovery in order to strengthen the victim to be more empowered, both physically and psychologically. This article aims to describe and analyze the recovery implementation for domestic violence victims in Indonesia using the literature review method. The recovery implementation of domestic violence victims is carried out by building communication between relevant stakeholders so that cooperation is established in providing services to victims of domestic violence in accordance with their respective duties and responsibilities. The participation of external parties such as NGOs or women's organizations can assist in providing protection and assistance so that victims can still benefit from the policy even though there are still limitations from the government. The benefits of counseling services can help victims to grow confidence in living life. Empowerment through training can provide provisions for a more independent life. Obstacles faced by the government include: limited budget for handling cases of violence, especially violence against women; the number of assistants and counselors in some areas is still lacking; many room of special service facilities are inadequate and the distribution of safe houses is not evenly distributed in each area.",37847,,,,,,,,,,,,,,,,,,,,,
103,pub,"[{'eprintid': 27376, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': '47-Article Text-360-1-10-20201129 (2).pdf', 'docid': 41385, 'files': [{'datasetid': 'document', 'filesize': 214443, 'mime_type': 'application/pdf', 'fileid': 244925, 'hash': 'ec2976c7722fa855271d4a6f5a7c6078', 'filename': '47-Article Text-360-1-10-20201129 (2).pdf', 'mtime': '2021-01-19 08:55:57', 'hash_type': 'MD5', 'objectid': 41385, 'uri': 'http://repository.lppm.unila.ac.id/id/file/244925'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41385'}]","Universitas Jambi, Faculty of Law",public,http://repository.lppm.unila.ac.id/id/eprint/27376,FALSE,2021-01-20 00:53:04,205,2021-01-20 00:53:04,Jambe Law Journal,"[{'name': {'given': 'Bayu', 'lineage': None, 'family': 'Sujadmiko', 'honourific': None}, 'id': 'bayu.sujadmiko@fh.unila.ac.id'}, {'id': None, 'name': {'given': 'Iskardo', 'family': 'Panggar', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'family': 'Sofyansyah', 'honourific': None, 'lineage': None, 'given': 'Ade'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Meutia', 'given': 'Intan Fitri'}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",ISSN 2598-795X (online); 2598-7925 (print),disk0/00/02/73/76,article,['FISIP2'],"The Concept of E-Voting Mechanism Based
on Law of General Election and Information
Security",6,show,archive,2021-01-20 00:53:04,['H1'],"The development of technology has made transformation in the world;
one of them is the implementation of e-voting systems in general elections. This research aims to dig deeper into the utilization of e voting in
Indonesia's general election according to the Law on General Election, and
research on the e-voting safety aspect in Indonesia's general election with
the Law on ITE, government regulation on One Data Indonesia, and the
Bill of Personal Data Protection Law. The research method is normative,
which is delivered with an analytic-descriptive method. The results show
that Indonesia has arranged elections with e-voting mechanisms for multiples of times, for example, in Jembrana Regency. Based on the General
Election Law, e voting could be implemented in Indonesia. However, there
Jambe Law Journal
ISSN 2598-795X (online); 2598-7925 (print)
Vol. 3 No. 1 (2020): 19-36, DOI: 10.22437/jlj.3.1.19-36
20
Bayu Sujadmiko, Iskardo P. Panggar, Ade Sofyansah, & Intan Fitri Meutia
Jambe Law Journal, Vol. 3, No. 1 (2020)
are still considerations in terms of technology and preparation that should
prevent unwanted burden. There needs to be a regulation for voters' data
management to prevent violations against human rights. Data management must pay attention to safety aspects guided by the Law on ITE, government regulation on One Data Indonesia, and the Bill of Personal Data
Protection Law.
Keywords: Democracy; E-Voting; Security.",27376,https://jlj.unja.ac.id/index.php/home/article/view/47/25,,,,19-36,,,,,,,1.0,3.0,,,,,,,,
104,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/184475', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 184475, 'uri': 'http://repository.lppm.unila.ac.id/id/file/506602', 'datasetid': 'document', 'filesize': 192126, 'fileid': 506602, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-10-12 15:25:41', 'hash': '97c0ba2d75682b671046cdda88c8df3a', 'filename': 'Sulistiowati dkk _JASP_budaya orgs_Juni22.pdf'}], 'main': 'Sulistiowati dkk _JASP_budaya orgs_Juni22.pdf', 'docid': 184475, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 45667}]",Fisip Unila,public,http://repository.lppm.unila.ac.id/id/eprint/45667,TRUE,2022-10-13 01:18:56,590,2022-10-13 01:18:56,Jurnal  Analisis Sosial Politik Fisip Unila,"[{'name': {'given': 'Rahayu', 'honourific': None, 'family': 'Sulistiowati', 'lineage': None}, 'id': 'rahayu.sulistiowati@fisip.unila.ac.id'}, {'id': 'dewie.brimaatika@fisip.unila.ac.id', 'name': {'family': 'Atika', 'honourific': None, 'lineage': None, 'given': 'Dewie'}}, {'name': {'lineage': None, 'family': 'Purnomo', 'honourific': None, 'given': 'joko'}, 'id': 'purnomo.joko@gmail.com'}, {'id': None, 'name': {'family': 'Koswara', 'honourific': None, 'lineage': None, 'given': 'Risandi'}}, {'name': {'given': 'Aqila', 'lineage': None, 'honourific': None, 'family': 'Safitri'}, 'id': None}]",SSN 2580-8559 (p) / ISNN 2580-8450 (e),disk0/00/04/56/67,article,['FISIP2'],"Pengaruh Karakteristik Individu, Budaya Organisasi dan Perilaku Individu terhadap Kinerja Pegawai",7,show,archive,2022-10-13 01:18:56,['H1'],"Along with its development, there are many problems faced by every organization in the form 
of state-owned enterprises, regional-owned enterprises, owned enterprises, and other forms of 
business entities. This article aims to explain the influence of individual characteristics, 
organizational culture, and individual behavior on the performance of an employee. The results 
of the discussion in this article indicate that individual characteristics, organizational culture, and 
individual behavior have an influence on employee performance, either directly or indirectly. 
This explains that a strong culture, and supported by good individual characteristics, will improve 
employee performance at work. If employees already have high performance at work, then this 
will indirectly have an impact on optimal employee work results. 
Keywords: Individual Characteristics, Organizational Culture, Individual Behavior, Performance.",45667,https://jasp.fisip.unila.ac.id/index.php/JASP/article/view/88,DOI : 10.23960/jasp.v6i1.88,,[{'url': 'https://jasp.fisip.unila.ac.id/index.php/JASP/article/view/88'}],35-40,,,published,,,,1.0,6.0,,,,,,,,
105,pub,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/185639', 'rev_number': 1, 'main': 'Korespondensi Artikel IJPHS Health Workforce.pdf', 'docid': 185639, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/514668', 'objectid': 185639, 'filesize': 501428, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-11-18 02:47:33', 'filename': 'Korespondensi Artikel IJPHS Health Workforce.pdf', 'hash': '66d24ef17a31979fc09ee721885301aa', 'fileid': 514668, 'mime_type': 'application/pdf'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 46725, 'placement': 1, 'security': 'public'}]",-,public,http://repository.lppm.unila.ac.id/id/eprint/46725,,2022-11-18 08:32:16,659,2022-11-18 08:32:16,,"[{'name': {'given': 'Simon', 'lineage': None, 'honourific': None, 'family': 'Sumanjoyo'}}]",,disk0/00/04/67/25,other,['FISIP2'],"Korespondensi Artikel: Health Workforce Malldistribution: Lesson From Central Lampung Regency in
Indonesia.",7,show,archive,2022-11-18 08:32:16,['H1'],,46725,,,,,,,,,,,,,,,,,,,,,
106,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 46726, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 185640, 'uri': 'http://repository.lppm.unila.ac.id/id/file/514675', 'datasetid': 'document', 'filesize': 337955, 'fileid': 514675, 'mime_type': 'application/pdf', 'mtime': '2022-11-18 02:49:57', 'hash_type': 'MD5', 'hash': '06e1545ded0eed1124bc5db6232d556c', 'filename': 'Korespondensi Artikel IJPHS Performance.pdf'}], 'main': 'Korespondensi Artikel IJPHS Performance.pdf', 'docid': 185640, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185640', 'pos': 1, 'format': 'text'}]",-,public,http://repository.lppm.unila.ac.id/id/eprint/46726,,2022-11-18 08:32:18,659,2022-11-18 08:32:18,,"[{'name': {'given': 'Simon', 'honourific': None, 'family': 'Sumanjoyo', 'lineage': None}}]",,disk0/00/04/67/26,other,['FISIP2'],"Korespondensi Artikel: Performance of Family Planning Instructors on Implementing The Toddler
Family Development (Bina Keluarga Balita) Program in Lampung Province, Indonesia",7,show,archive,2022-11-18 08:32:18,['H1'],,46726,,,,,,,,,,,,,,,,,,,,,
107,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/141680', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/371464', 'objectid': 141680, 'mtime': '2021-05-30 04:57:31', 'hash_type': 'MD5', 'hash': 'e73969f3446ea8cc382861ac2447a188', 'filename': 'Strategi Media Branding Pengembangan Sektor Pariwisata Kabupaten Pesisir Barat Sebagai Destinasi Wisata Internasional.pdf', 'fileid': 371464, 'mime_type': 'application/pdf', 'filesize': 632580, 'datasetid': 'document'}], 'main': 'Strategi Media Branding Pengembangan Sektor Pariwisata Kabupaten Pesisir Barat Sebagai Destinasi Wisata Internasional.pdf', 'docid': 141680, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 31357}]",Jurusan Administrasi Negara,public,http://repository.lppm.unila.ac.id/id/eprint/31357,TRUE,2021-05-30 15:30:41,63,2021-05-30 15:30:41,"Administrativa: Jurnal Birokrasi, Kebijakan dan Pelayanan Publik","[{'id': None, 'name': {'honourific': None, 'family': 'Vianti', 'lineage': None, 'given': 'Okta'}}, {'id': 'dian.kagungan@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Kagungan', 'lineage': None, 'given': 'dian'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Yulianti', 'given': 'Devi'}, 'id': 'devi.yulianti@fisip.unila.ac.id'}]",2714-7673,disk0/00/03/13/57,article,['FISIP2'],"STRATEGI MEDIA BRANDING PENGEMBANGAN SEKTOR PARIWISATA
KABUPATEN PESISIR BARAT SEBAGAI DESTINASI WISATA INTERNASIONAL",9,show,archive,2021-05-30 15:30:41,['H1'],"Fenomena yang terjadi pada masyarakat modern yakni mulai meningkatnya kegiatan wisata sehingga harus ada
suatu strategi yang sesuai perkembangan zaman dan dapat dijadikan sebagai pengelolaan dan pengembangan
potensi pariwisata dengan memanfaatkan media digital sebagai media branding yang merupakan bagian dari
sebuah komunikasi pemasaran. Tujuan penelitian ini untuk mengetahui implementasi strategi media branding
dalam mengembangkan sektor pariwisata di Kabupaten Pesisir Barat sebagai destinasi wisata internasional,
faktor pendukung dan penghambat yang mempengaruhi media branding dalam pengembangan sektor pariwisata,
serta dampak adanya pandemi covid-19 pada sektor pariwisata di Kabupaten Pesisir Barat. Jenis penelitian ini
adalah penelitian deskriptif dengan pendekatan kualitatif. Hasil penelitian menunjukkan bahwa implementasi
strategi media branding pengembangan sektor pariwisata Kabupaten Pesisir Barat sebagai destinasi wisata
internasional yakni penetapan tujuan tahunan implementasinya masih minim karena belum terarah dengan baik
begitupun dengan pemanfaatan media yang kurang massif dalam upaya mem-branding pariwisata; perumusan
kebijakan yakni adanya surat keputusan tentang pembagian desa wisata; memotivasi pekerja dengan upaya-upaya
yang telah dilakukan seperti saling menyemangati, koordinasi, serta evaluasi dalam rapat atau ajakan secara
pribadi; kurangnya alokasi SDM yang mumpuni di bidang IT. Selanjutnya faktor pendukung dan penghambat yang
mempengaruhi dalam media branding tersebut yakni adanya peran masyarakat yang secara tidak langsung ikut
serta dalam mem-branding potensi wisata yang ada juga terbatasnya SDM secara kualitas dan kuantitas serta
kurangnya peran pemerintah. Kemudian dampak pandemi covid-19 mengakibatkan adanya penurunan jumlah
wisatawan serta batalnya event-event yang telah di persiapkan.",31357,,,,,,,,,,,,,,,,,,,,,
