,title,rev_number,metadata_visibility,status_changed,eprint_status,subjects,abstract,eprintid,ispublished,publisher,documents,full_text_status,uri,lastmod,userid,datestamp,creators,dir,type,divisions,refereed,issn,publication,corp_creators,pres_type,event_location,event_title,event_dates,event_type,number,pagerange,date_type,volume,official_url,id_number,succeeds,related_url,contributors,referencetext,keywords,place_of_pub,funders,projects
10,"ANALISIS KLOROFIL DAN PERTUMBUHAN EKSPLAN KACANG KEDELAI
[Glycine max (L.) Merr.] KULTIVAR ANJASMORO SECARA In Vitro DENGAN PEMBERIAN AIR KELAPA (Cocos nucifera L.) PADA MEDIUM MURASHIGE AND SKOOG",6,show,2020-05-29 13:55:35,archive,['QK'],"Kacang kedelai (Glycine max L.) merupakan komoditas pangan sebagai sumber utama
protein nabati dan minyak nabati yang sangat penting karena memiliki gizi yang aman untuk
dikonsumsi. Perbanyakan kacang kedelai dengan menggunakan teknik kultur jaringan dapat
membantu memperbanyak tanaman dengan menghasilkan biji yang mempunyai keunggulan,
antara lain mampu menghasilkan biji dalam jumlah yang besar dengan waktu yang singkat dan
tidak membutuhkan tempat yang luas, kesehatan dan mutu biji lebih terjamin serta kecepatan
tumbuh biji lebih cepat. Penelitian ini menggunakan medium Murashige and Skoog (MS) dengan
pemberian air kelapa. Penelitian ini bertujuan untuk mengetahui efek pemberian air kelapa
terhadap jumlah planlet yang hidup serta untuk mengetahui kandungan klorofil a, klorofil b, dan
klorofil total optimum pada planlet kacang kedelai kultivar anjasmoro. Penelitian ini
menggunakan Rancangan Acak Lengkap (RAL) dengan satu faktor yaitu konsentrasi air kelapa
dengan 4 taraf perlakuan: 0%, 5%, 10%, dan 15% dengan 6 ulangan. Data dianalisis dengan
menggunakan uji Levene dan uji lanjut dengan Beda Nyata Terkecil (BNT) pada taraf 5%. Hasil
penelitian menunjukkan bahwa hasil persentase planlet yang hidup menunjukkan hasil 100%
hidup, dan pemberian air kelapa belum memberikan pengaruh terhadap kandungan klorofil a,
klorofil b, dan klorofil total.",21085,submitted,Jurusan Kimia FMIPA Universitas Lampung,"[{'docid': 34469, 'main': '5. JURNAL PENELITIAN DELLA APRIYANTI.pdf', 'files': [{'fileid': 196641, 'mime_type': 'application/pdf', 'mtime': '2020-05-29 12:16:21', 'hash_type': 'MD5', 'hash': '55bb31d7d8de2f912f974419a8b99e45', 'filename': '5. JURNAL PENELITIAN DELLA APRIYANTI.pdf', 'datasetid': 'document', 'filesize': 374338, 'objectid': 34469, 'uri': 'http://repository.lppm.unila.ac.id/id/file/196641'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34469', 'rev_number': 1, 'eprintid': 21085, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/21085,2020-05-29 13:55:35,1126,2020-05-29 13:55:35,"[{'name': {'family': 'Apriyanti', 'honourific': None, 'lineage': None, 'given': 'Della'}, 'id': 'endang.nurcahyani@fmipa.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Wahyuningsih', 'lineage': None, 'given': 'Sri'}, 'id': 'wahyu6125@yahoo.co.id'}, {'name': {'lineage': None, 'family': 'Nurcahyani', 'honourific': None, 'given': 'Endang'}, 'id': 'endang_nurcahyani@yahoo.com'}, {'id': 'mahfut.mipa@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Mahfut', 'lineage': None, 'given': 'Mahfut'}}]",disk0/00/02/10/85,article,['FMIPA2'],FALSE,E-ISSN 2540-8267,Analit: Analytical and Environmental Chemistry,,,,,,,x,,submitted,xx,https://jurnal.fmipa.unila.ac.id/analit,,,,,,,,,
11,Peer review-Growth profile of Nannochloropsis sp....,7,show,2021-06-10 07:02:20,archive,['QR'],,32481,pub,Bioscience research,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/384389', 'objectid': 147445, 'filesize': 736020, 'datasetid': 'document', 'mtime': '2021-06-10 04:43:08', 'hash_type': 'MD5', 'hash': '5e49177214dcb49ae97b8bc181fa6cf1', 'filename': 'Peer review-Growth profile of Nannochloropsis sp.....pdf', 'fileid': 384389, 'mime_type': 'application/pdf'}], 'docid': 147445, 'main': 'Peer review-Growth profile of Nannochloropsis sp.....pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/147445', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 32481, 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/32481,2021-06-10 07:02:20,3262,2021-06-10 07:02:20,"[{'name': {'honourific': None, 'family': 'Arifiyanto', 'lineage': None, 'given': 'Achmad'}, 'id': 'achmad.arifiyanto@fmipa.unila.ac.id'}]",disk0/00/03/24/81,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
12,Produksi  Pati  Resisten  dari  Biji Alpukat  (Persea  americana)melaluiFermentasi  oleh Streptomycessp. AB  8  dan  Variasi Auotoclaving-Cooling,10,show,2023-03-17 08:30:38,archive,"['QR', 'RM']",,48988,pub,Universitas Islam Indonesia,"[{'docid': 188437, 'main': '3.+Arifiyanto+et+al (2).pdf', 'files': [{'datasetid': 'document', 'filesize': 714712, 'fileid': 532910, 'mime_type': 'application/pdf', 'mtime': '2023-03-16 11:56:17', 'hash_type': 'MD5', 'filename': '3.+Arifiyanto+et+al (2).pdf', 'hash': '6dd98b5f2b2380ad3b7d46562b937403', 'objectid': 188437, 'uri': 'http://repository.lppm.unila.ac.id/id/file/532910'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188437', 'eprintid': 48988, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/48988,2023-03-17 08:30:38,3262,2023-03-17 08:30:38,"[{'id': 'achmad.arifiyanto@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Arifiyanto', 'honourific': None, 'given': 'Achmad'}}]",disk0_bak/00/04/89/88,article,['FMIPA2'],TRUE,2622-7126,Indonesian Journal of Chemical Analysis (IJCA),,,,,,,,,,,,,,,,,,,,
13,Screening of the bio-decolorization ability of synthetic dyes and the degradation of hydrocarbon bacteria Serratia marcescens MBC1,6,show,2023-03-15 03:45:38,archive,['QR'],,48941,pub,Universitas Islam Negeri (UIN) Alauddin Makassar,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 48941, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188385', 'main': '32095-Article Text-109585-1-10-20230313.pdf', 'docid': 188385, 'files': [{'hash_type': 'MD5', 'mtime': '2023-03-14 11:22:01', 'filename': '32095-Article Text-109585-1-10-20230313.pdf', 'hash': 'df7d58cf44d341fb43f4e894e7b7a281', 'fileid': 532596, 'mime_type': 'application/pdf', 'filesize': 544514, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/532596', 'objectid': 188385}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/48941,2023-03-15 03:45:38,3262,2023-03-15 03:45:38,"[{'name': {'given': 'Achmad', 'lineage': None, 'honourific': None, 'family': 'Arifiyanto'}, 'id': 'achmad.arifiyanto@fmipa.unila.ac.id'}]",disk0_bak/00/04/89/41,article,['FMIPA2'],TRUE,23012-1616,Biogenesis,,,,,,,,,,,,10.24252/bio.v10i2.32095,,,,,,,,
14,"Trigona Honey Bee Cultivation as a Sustainable Agricultural Alternative in Bandarsari Village, Padangratu District, Central Lampung Regency",8,show,2023-01-03 10:36:02,archive,"['QL', 'QR', 'S1']",,47584,pub,"TALENTA Publisher, Universitas Sumatera Utara","[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/521533', 'objectid': 186655, 'filesize': 1437137, 'datasetid': 'document', 'hash': '1547616b9e94f3ca8c6a4e4bd7ef99d4', 'filename': '8918-Article Text-38033-1-10-20221231.pdf', 'mtime': '2023-01-03 07:16:04', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 521533}], 'main': '8918-Article Text-38033-1-10-20221231.pdf', 'docid': 186655, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186655', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 47584, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/47584,2023-01-03 10:36:02,3262,2023-01-03 10:36:02,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Arifiyanto', 'given': 'Achmad'}, 'id': 'achmad.arifiyanto@fmipa.unila.ac.id'}, {'name': {'given': 'Dania Pratami', 'family': 'Gina', 'honourific': None, 'lineage': None}, 'id': None}, {'id': None, 'name': {'given': 'Elly', 'honourific': None, 'family': 'Elly Lestari Rustiati', 'lineage': None}}, {'name': {'family': 'Nismah', 'honourific': None, 'lineage': None, 'given': 'Nukmal'}, 'id': 'nismah.nukmal@fmipa.unila.ac.id'}]",disk0_bak/00/04/75/84,article,['FMIPA2'],TRUE,2549-418X,ABDIMAS TALENTA: Jurnal Pengabdian Kepada Masyarakat,,,,,,,,,,,,,,,,,,,,
15,Peer-review- The biological prospect of red-pigmented bacteria....,7,show,2021-06-10 07:02:22,archive,['QR'],,32482,pub,Smujo,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 32482, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/147446', 'docid': 147446, 'main': 'Peer-review- The biological prospect of red-pigmented bacteria.....pdf', 'files': [{'hash': '8628afd09e6ae7a00c6082ea23194fbd', 'filename': 'Peer-review- The biological prospect of red-pigmented bacteria.....pdf', 'mtime': '2021-06-10 04:46:53', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 384401, 'filesize': 693882, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/384401', 'objectid': 147446}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/32482,2021-06-10 07:02:22,3262,2021-06-10 07:02:22,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Arifiyanto', 'given': 'Achmad'}, 'id': 'achmad.arifiyanto@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Hapin', 'honourific': None, 'given': 'Afriyani'}, 'id': None}]",disk0/00/03/24/82,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
16,The biological prospective of red-pigmented bacteriacultured from contaminated agar media,4,show,2021-02-11 09:17:08,archive,"['QR', 'RM', 'RS']",,27808,pub,Society for Indonesian Biodiversity,"[{'docid': 41781, 'main': '7092-Article Text-37595-1-10-20210208.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/247949', 'objectid': 41781, 'filesize': 364866, 'datasetid': 'document', 'filename': '7092-Article Text-37595-1-10-20210208.pdf', 'hash': 'e70a6e3dbef7a7df73c834f6d97d2f15', 'mtime': '2021-02-10 01:42:28', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 247949}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41781', 'rev_number': 2, 'eprintid': 27808, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/27808,2021-02-11 09:17:08,3262,2021-02-11 09:17:08,"[{'id': 'achmad.arifiyanto@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Arifiyanto', 'given': 'Achmad'}}, {'id': None, 'name': {'given': 'Afriyani', 'lineage': None, 'family': 'Hapin', 'honourific': None}}, {'id': None, 'name': {'honourific': None, 'family': 'Putri', 'lineage': None, 'given': 'Meishy Handerlin'}}, {'id': None, 'name': {'given': 'Berliana', 'family': 'Damayanti', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'Cindy Lukyta Ratih', 'lineage': None, 'honourific': None, 'family': 'Riyanto'}}]",disk0/00/02/78/08,article,['FMIPA2'],TRUE,1412-033X,Biodiversitas Journal of Biological Diversity,,,,,,,,,,,,,27805.0,,,,,,,
17,Antioxidant Activity of Endophytic Bacteria isolated from (Pyrrosia piloselloides) (L) M.G. Price,9,show,2023-04-25 11:20:39,archive,"['QR', 'QR180', 'R1', 'RM']",,50671,pub,,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190375', 'main': '7816-Article Text-68168-76361-10-20230419.pdf', 'docid': 190375, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/546058', 'objectid': 190375, 'filename': '7816-Article Text-68168-76361-10-20230419.pdf', 'hash': '90313056121dfe468782644314563bed', 'mtime': '2023-04-23 02:45:44', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 546058, 'filesize': 927218, 'datasetid': 'document'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 50671, 'placement': 1, 'security': 'public'}]",public,http://repository.lppm.unila.ac.id/id/eprint/50671,2023-04-25 11:20:39,3262,2023-04-25 11:20:39,"[{'id': 'achmad.arifiyanto@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Arifiyanto', 'lineage': None, 'given': 'Achmad'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Salman', 'given': 'Farisi'}, 'id': 'alfarisi.mdr@gmail.com'}]",disk0_bak/00/05/06/71,article,['FMIPA2'],TRUE,2411-7986,Baghdad Science Journal,,,,,,,,,,,,,,,,,,,,
18,Belajar enzim dari rumah;Penguatan Pembelajaran Berbasis Praktikum Pada Guru Di Sekolah Menengah Atas Kabupaten Tulangbawang,9,show,2021-09-15 04:33:52,archive,"['L1', 'Q1', 'RA', 'RA0421']","Learning  from  Home  during  the  Covid-19  pandemic  is  a challenge in carrying out the learning process. Practical activities often have to be canceled. Laboratory exercises are an alternative for students learning to  understand  the  concept  material  had  taughtbetter.  Enzyme  practice experiences  with materialconstraints  and  the  use  of  instructional  media  to evaluate  Biological  exercises  in  High  Schools  are  the  reasons  for  holding this  devotion.  The  training  method  begins  with  a  preparation  consist  of  an analysis  of  the  partner's  situation,  program  implementation  permits,  and activity  design.  It  was  delivered  using  discourse,  discussion,  and  question-answer  methods.  Enzyme  test  practice  utilizing  basic  materials  obtained from  the  surrounding  environment.  The  evaluation  of  the  training  had conducted using Kahoot learning media. Through this training, teachers can develop enzyme materials obtained by students from around their respective homes.  Practical  material  becomes  more  diverse  because  it  had  developed with  factors  that  affect  the  performance  of  enzymes.  Educators  are  more familiar  with  the  Kahoot  application.  Teachers  also  can  use  the  Kahoot application  as  a  practicum-based  learning  evaluation  medium.  Teachers' creativity to deal with learning obstacles experienced expected to grow",33919,pub,,"[{'files': [{'filesize': 194959, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-09-15 03:15:50', 'hash': '5c65a811b0519f67d484aa928aceaf55', 'filename': '15199-Article Text-22760-1-10-20210910 (1).pdf', 'fileid': 400971, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/400971', 'objectid': 154155}], 'main': '15199-Article Text-22760-1-10-20210910 (1).pdf', 'docid': 154155, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154155', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 33919, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/33919,2021-09-15 04:33:52,3262,2021-09-15 04:33:52,"[{'id': 'achmad.arifiyanto@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Arifiyanto', 'given': 'Achmad'}}, {'name': {'given': 'Sumardi', 'family': 'Sumardi', 'honourific': None, 'lineage': None}, 'id': 'sumardi_bio@yahoo.co.id'}, {'id': None, 'name': {'family': 'Ekowati', 'honourific': None, 'lineage': None, 'given': 'Christina Nugroho'}}, {'id': 'tundjungtripenihandayani@gmail.com', 'name': {'honourific': None, 'family': 'Tundjung', 'lineage': None, 'given': 'Tripeni Handayani'}}]",disk0/00/03/39/19,article,['FMIPA2'],TRUE,2599-0764,Jurnal ABDINUS : Jurnal Pengabdian Nusantara,,,,,,,,,,,,,,,,,,,,
19,Wawasan Perilaku Hidup Bersih dan Sehat (PHBS) di Masa Kenormalan Baru dalam Upaya Mencegah Penyebaran Covid-19 di Lingkungan Sekolah,9,show,2021-07-05 04:28:26,archive,"['QR', 'QR355', 'RA', 'RA0421']","The Indonesian government has long supported educational institutions to provide clean and healthy living habits through the Ministry of Health. However, clean and healthy living habits in schools seem to be increasingly important nowadays, because in the new normal era of the corona virus pandemic, children will soon return to school. Schools must maintain a clean and healthy lifestyle by involving teachers, students, and the community in the school environment and following certain health-related procedures. The school environment also needs to be made clean and healthy. The benefit of maintaining a clean and healthy lifestyle at school is to create a clean and healthy environment. In this way, the teaching process will run smoothly, and the health of teachers, students and the surrounding community will not be disturbed. Education on clean and healthy living habits is packaged in a national seminar in collaboration with SMA Negeri 19 Surabaya on Sunday, March 28, 2021. This activity is carried out in the form of lectures with the help of power points, through a zoom meeting platform which is also broadcast live on Youtube. The material presented includes three things with the author himself as the resource person and moderator of the event. The three materials are about Covid-19 and its development, the Covid-19 vaccine and its effectiveness, and the application of clean and healthy living habits in an effort to fight Covid-19. As for the participants, students from SD, SMP, and SMA with a total of 78 people and general participants reaching 11 people. This service is carried out independently and is carried out well in accordance with the objectives expected by the executor.",33082,pub,,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/391875', 'objectid': 150959, 'filesize': 1642501, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-07-05 04:20:58', 'hash': '4c473b1daae1fdc176b8bc878334ac28', 'filename': '977-Article Text-3023-2-10-20210627.pdf', 'fileid': 391875, 'mime_type': 'application/pdf'}], 'main': '977-Article Text-3023-2-10-20210627.pdf', 'docid': 150959, 'uri': 'http://repository.lppm.unila.ac.id/id/document/150959', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 33082, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/33082,2021-07-05 04:28:26,3262,2021-07-05 04:28:26,"[{'id': None, 'name': {'family': 'Asharo', 'honourific': None, 'lineage': None, 'given': 'Rizal Koen'}}, {'name': {'given': 'Achmad', 'lineage': None, 'family': 'Arifiyanto', 'honourific': None}, 'id': 'achmad.arifiyanto@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Khaleyla', 'honourific': None, 'given': 'Firas'}, 'id': None}, {'id': None, 'name': {'lineage': None, 'family': 'Rahmadi', 'honourific': None, 'given': 'Choirina Tamimi'}}]",disk0/00/03/30/82,article,['FMIPA2'],TRUE,2747187X,Mitra Mahajana: Jurnal Pengabdian Masyarakat,,,,,,,,,published,,,,,,,,,,,
20,"PENGARUH PEMBERIAN MSG (Monosodium Glutamate)
TERHADAP PERTUMBUHAN UMBI BAWANG MERAH
(Allium cepa L.)",6,show,2019-05-09 05:14:48,archive,['QK'],"MSG is glutamate acid which contains many elements of N (Nitrogen), P (Phosphorus), K
(Potassium), and there is also the content of Na (Sodium) which can stimulate plant
growth. The purpose of this study was to determine the effect of MSG (Monosodium
Glutamate) solution on the growth of onion bulbs (Allium cepa L.). This research was
conducted at the Botanical Laboratory of Biology, Faculty of Mathematics and Natural
Sciences, University of Lampung from November-December 2018. The study was
conducted using a Completely Randomized Design (CRD), using MSG as a single factor
with several levels of concentration: 0% (control), 5%, 10%, and 15% as treatment. The
treatment was carried out with five replications so that 20 experimental units were
obtained. The variables in this study were the number of shoots, number of leaves, leaf dry
weight, and chlorophyll a content, chlorophyll b, and total chlorophyll. Variety
homogeneity was determined based on the Levene test, then an analysis of variance was
carried out at the level of 5%, if there were differences between treatments then a further
test was carried out with the LSD test at the 5% level. The results showed that MSG
solution had an effect on the growth of onion bulbs, the effect of which was evident in the
variables of chlorophyll a and total while the other variables had the same effect. The
administration of 10% MSG solution which effectively affects the growth of onion bulbs.",12223,submitted,Poloiteknik Negeri Lampung,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/109149', 'objectid': 25200, 'filename': 'Yohana+.pdf', 'hash': '6b3e2d66a5c9665ca74d4af79ac34391', 'hash_type': 'MD5', 'mtime': '2019-05-09 04:52:59', 'mime_type': 'application/pdf', 'fileid': 109149, 'filesize': 1118832, 'datasetid': 'document'}], 'main': 'Yohana+.pdf', 'docid': 25200, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25200', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 12223, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/12223,2019-05-09 05:14:48,957,2019-05-09 05:14:48,"[{'id': None, 'name': {'given': 'YM', 'honourific': None, 'family': 'Asmami', 'lineage': None}}, {'id': 'tundjungtripeni@yahoo.com', 'name': {'given': 'T.T.', 'lineage': None, 'family': 'Handayani', 'honourific': None}}, {'name': {'given': 'Zulkifli', 'family': 'Zulkifli', 'honourific': None, 'lineage': None}, 'id': 'pangeranmetal@gmail.com'}, {'name': {'given': 'Sri', 'family': 'Wahyuni', 'honourific': None, 'lineage': None}, 'id': 's_wahyuni@ugm.ac.id'}]",disk0/00/01/22/23,article,['FMIPA2'],TRUE,1410-5020,Jurnal Penelitian Pertanian Terapan,,,,,,,,,,,,,,,,,,,,
