,title,rev_number,metadata_visibility,status_changed,eprint_status,subjects,abstract,eprintid,date_type,ispublished,documents,publisher,uri,full_text_status,refereed,lastmod,userid,datestamp,pagerange,publication,creators,issn,date,dir,type,divisions,number,official_url,volume,related_url,monograph_type,id_number,pages,contributors,corp_creators,event_type,event_dates,event_location,event_title,pres_type,place_of_pub,contact_email,keywords,isbn,book_title,institution,department,editors,series
64,THE ROLE OF GENDER MODERATION IN GREEN MARKETING EFFECT ON THE DECISION OF PURCHASING BODYSHOP COSMETIC PRODUCT IN BANDAR LAMPUNG,7,show,2019-11-14 10:55:01,archive,['AC'],"The concept of green marketing is growing along with the demands of people who are increasingly aware of the protection of the environment. In line with that, many companies are initially competing to attract the attention of the customers with the matters related to the environment. Green marketing comes by seeing the needs, wants, and desires of the customers who concern about the preservation of the environment. The purpose of this research is to identify the green marketing through gender roles in purchasing decision of the customer towards the Body Shop product in Bandar Lampung. The data analysis technique used the SEM-PLS technique. The result of the research showed that Gender as the moderator variable has no significant positive effect in the green marketing effect towards the decision in purchasing the product.
Keywords: green marketing, purchasing decision.",15563,published,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 15563, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/28689', 'rev_number': 1, 'main': 'THE ROLE OF GENDER MODERATION IN GREEN MARKETING EFFECT ON THE DECISION OF PURCHASING BODYSHOP COSMETIC PRODUCT IN BANDAR LAMPUNG.pdf', 'docid': 28689, 'files': [{'objectid': 28689, 'uri': 'http://repository.lppm.unila.ac.id/id/file/134156', 'datasetid': 'document', 'filesize': 42272, 'fileid': 134156, 'mime_type': 'application/pdf', 'mtime': '2019-11-05 02:39:53', 'hash_type': 'MD5', 'hash': '3b7f8045d7a803835e1b6fe1525f071a', 'filename': 'THE ROLE OF GENDER MODERATION IN GREEN MARKETING EFFECT ON THE DECISION OF PURCHASING BODYSHOP COSMETIC PRODUCT IN BANDAR LAMPUNG.pdf'}]}]",,http://repository.lppm.unila.ac.id/id/eprint/15563,public,TRUE,2019-11-14 10:55:01,253,2019-11-14 10:55:01,,,"[{'id': 'dorothy_rouly@yahoo.com', 'name': {'given': 'Dorothy Rouly H.', 'lineage': None, 'honourific': None, 'family': 'Pandjaitan'}}, {'id': 'mahrinasari@feb.unila.ac.id', 'name': {'given': 'Mahrinasari', 'lineage': None, 'honourific': None, 'family': 'Mahrinasari'}}]",,2019-11-01 00:00:00.000000000,disk0/00/01/55/63,conference_item,['FEB6'],,,,,,,,,,conference,1 November 2019,Swiss Bell Hotel Bandar Lampung,2nd ICEBE (International Conference of Economics Bussiness & Enterpreneurship) Future Opportunites and Challenges of Bussiness in Digital Era,paper,,,,,,,,,
65,Pengaruh Kualitas Layanan Website Terhadap Niat Pembelian Kembali Yang Dimediasi Oleh Kepuasan Konsumen Lazada.Co.Id Di Bandar Lampung,7,show,2019-11-14 10:54:55,archive,['AC'],"Abstract:The Effect of Website Service Quality on the Intention of Repurchase Mediated by Customer Satisfaction.The purpose of the study was to determine the effect of website service quality on repurchase intentions mediated by consumer satisfaction Lazada.co.id. This type of research is the causality of a quantitative approach. The research population is Lazada.co.id consumers who have used the site at least 2 times. Data collection techniques with a questionnaire of 100 respondents. Validity testing uses factor analysis and reliability testing using Cronbach's Alpa. The data analysis technique uses path analysis with the SPSS program. The results of the research website service quality variables have a significant effect on the intention to repurchase indirectly through Lazada.co.id customer satisfaction of 29,3%while the remaining 70,7% is influenced by other variables.

Keyword: e-commerce, website service quality, customer satisfaction, and 
repurchase intention.

Abstrak: Pengaruh Kualitas Layanan Website Terhadap Niat Pembelian Kembali Yang Dimediasi Oleh Kepuasan Konsumen.
Tujuan penelitian adalah untuk mengetahui pengaruh kualitas layanan website terhadap niat pembelian kembali yang dimediasi oleh kepuasan konsumen Lazada.co.id. Jenis penelitian adalah kausalitas pendekatan kuantitatif. Populasi penelitian adalah  konsumen Lazada.co.id yang sudah menggunakan website Lazada.co.id minimal 2 kali.. Teknik pengumpulan data dengan kuesioner sebanyak 100 responden. Pengujian validitas menggunakan faktor analisis dan uji reliabilitas menggunakan Cronbach’s Alpa. Teknik analisis  data menggunakan analisis jalur dengan program SPSS. Hasil penelitian variabel kualitas layanan website berpengaruh signifikan terhadap niat pembelian kembali secara tidak langsung melalui kepuasan konsumen Lazada.co.id sebesar 29,3% sedangkan sisanya70,7% dipengaruhi oleh variabel lain
Katakunci:e-commerce,kualitas layanan website,kepuasan konsumen dan niat pembelian kembali.",15554,published,pub,"[{'eprintid': 15554, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'ANINDITHYA-DOROTHY_SEFILA3.pdf', 'docid': 28680, 'files': [{'mime_type': 'application/pdf', 'fileid': 134090, 'filename': 'ANINDITHYA-DOROTHY_SEFILA3.pdf', 'hash': 'bbd7be285849794fbb9f14715f32d93c', 'mtime': '2019-11-05 01:54:27', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 117347, 'objectid': 28680, 'uri': 'http://repository.lppm.unila.ac.id/id/file/134090'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/28680', 'rev_number': 1}]",,http://repository.lppm.unila.ac.id/id/eprint/15554,public,TRUE,2019-11-14 10:54:55,253,2019-11-14 10:54:55,,,"[{'name': {'given': 'Dorothy Rouly H.', 'lineage': None, 'honourific': None, 'family': 'Pandjaitan'}, 'id': 'dorothy_rouly@yahoo.com'}, {'name': {'given': 'Mudji Rachmat', 'honourific': None, 'family': 'Ramelan', 'lineage': None}, 'id': 'muji@feb.unila.ac.id'}]",,2019-08-08 00:00:00.000000000,disk0/00/01/55/54,conference_item,['FEB6'],,,,,,,,,,conference,8 Agustus 2019,Hotel Bukit Randu,Agenda Baru Pembangunan Indonesia Berbasis Local Knowledge,paper,,,,,,,,,
66,Pengaruh Motivasi Kerja. Kompetensi Dan Kompensasi Terhadap Kinerja Karyawan,7,show,2022-03-30 07:42:49,archive,['H1'],,40634,,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 40634, 'uri': 'http://repository.lppm.unila.ac.id/id/document/162001', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 9545165, 'mime_type': 'application/pdf', 'fileid': 452481, 'filename': '15 Similarity_Pengaruh Motivasi Kerja.pdf', 'hash': '6caf0734de82980147de6a45a213f2f8', 'mtime': '2022-03-29 02:36:12', 'hash_type': 'MD5', 'objectid': 162001, 'uri': 'http://repository.lppm.unila.ac.id/id/file/452481'}], 'main': '15 Similarity_Pengaruh Motivasi Kerja.pdf', 'docid': 162001}]",Jurnal Bisnis Dan Manajemen,http://repository.lppm.unila.ac.id/id/eprint/40634,public,,2022-03-30 07:42:49,404,2022-03-30 07:42:49,,,"[{'name': {'given': 'Sari', 'honourific': None, 'family': 'Puspa', 'lineage': None}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Ribhan', 'given': 'Ribhan'}, 'id': None}, {'name': {'lineage': None, 'family': 'Mardiana', 'honourific': None, 'given': 'Nova'}, 'id': 'nova.mardiana@feb.unila.ac.id'}]",,1970-01-01 00:00:00.000002019,disk0/00/04/06/34,other,['FEB6'],,http://jurnal.feb.unila.ac.id/index.php/jbm/about,,[{'url': 'http://repository.lppm.unila.ac.id/40452/'}],,ISSN 1411 - 9366,,,,,,,,,,,,,,,,,
67,"PENGARUH MOTIVASI KERJA. KOMPETENSI DAN KOMPENSASI
TERHADAP KINERJA KARYAWAN",8,show,2022-03-24 02:21:47,archive,"['H1', 'HB']","ABSTRACT
Humans are the most decisive resource in achieving the desired goals of the company. PT
PLN (Persero) P3B Sumatera UPT Tanjung Karang is a company engaged in electric
power generation to serve the needs of the community. This study aims to determine the
effect of work motivation, competence, and compensation on employee performance
applied by PT PLN (Persero) P3B Sumatra UPT Tanjung Karang in influencing the
performance of its employees. This study was analyzed using simple linear regression
analysis. The data used in this study uses primary data obtained from 137 respondents
answers to employees of PT PLN (Persero) P3B Sumatra UPT Tanjung Karang. The
conclusion is that this study supports the proposed hypothesis, namely: work motivation
has a positive effect on employee performance, competence has a positive effect on
employee performance, and compensation has a positive effect on employee performance.
Suggestions given from this study are PT PLN (Persero) Sumatra P3B UPT Tanjung
Karang in order to provide clear job description information so that employees can
understand their work properly. In addition, PT PLN (Persero) Sumatra P3B Tanjung
Karang is recommended to implement good training and development for the improvement
of employee performance, and better adjust the amount of salary with the burden of work
carried out by employees.
Keyword : Work Motivation, Competention, Compensation, Employee Performance",40452,published,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 40452, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161766', 'rev_number': 1, 'main': '9.JURNAL RIBHAN 2019.pdf', 'docid': 161766, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/451058', 'objectid': 161766, 'filesize': 2066668, 'datasetid': 'document', 'filename': '9.JURNAL RIBHAN 2019.pdf', 'hash': '29d2833868f44301de6f8337b1d3e5bc', 'hash_type': 'MD5', 'mtime': '2022-03-23 04:57:40', 'mime_type': 'application/pdf', 'fileid': 451058}]}]",Jurnal Bisnis Dan Manajemen,http://repository.lppm.unila.ac.id/id/eprint/40452,public,,2022-03-24 02:21:47,404,2022-03-24 02:21:47,,,"[{'name': {'honourific': None, 'family': 'Puspa Sari', 'lineage': None, 'given': 'Puspa Sari'}}, {'name': {'given': 'Ribhan', 'honourific': None, 'family': 'Ribhan', 'lineage': None}}]",,2019-05-02 00:00:00.000000000,disk0/00/04/04/52,other,['FEB6'],,http://jurnal.feb.unila.ac.id,,,,ISSN 1411 - 9366 	Volume 15 No. 2 Mei 2019.pdf,,,,,,,,,National Jurnal,,,,,,,,
68,Antecedents of Information Technology-Based Risky Investment,6,show,2020-11-18 04:52:25,archive,['HG'],"Abstract  
Purpose- This study examines the effect of emotional intelligence, the locus of control, and risk aversion on intention to risky investment with financial literacy as moderating effect.

Methods- This study uses 98 investors distributed by online
questionnaire. Data examined using Partial Least Square (PLS) technique.

Finding- The results show that the emotional intelligence, the locus of control have a positive effect and risk aversion and financial literacy have a negative effect on intention to a risky investment. However, there is no moderating effect of financial literacy on those direct effects.

Implication- The implication for stakeholder and further research are discussed",26012,published,pub,"[{'eprintid': 26012, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Antecedent of IT based Risky Investment.pdf', 'docid': 39839, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/234733', 'objectid': 39839, 'filename': 'Antecedent of IT based Risky Investment.pdf', 'hash': '546014cf300d8e772983085ef10da655', 'hash_type': 'MD5', 'mtime': '2020-11-18 04:29:11', 'mime_type': 'application/pdf', 'fileid': 234733, 'filesize': 406601, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39839'}]",The Indonesia Capital Market Institute,http://repository.lppm.unila.ac.id/id/eprint/26012,public,TRUE,2020-11-18 04:52:25,667,2020-11-18 04:52:25,89-104,Jurnal Pasar Modal dan Bisnis,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Sari', 'given': 'Rika Permata'}, 'id': None}, {'id': None, 'name': {'given': 'Willy', 'honourific': None, 'family': 'Abdillah', 'lineage': None}}, {'id': 'ernie.hendrawaty@feb.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Hendrawaty', 'given': 'Ernie'}}]",2715-5595,2019-09-01 00:00:00.000000000,disk0/00/02/60/12,article,['FEB6'],1,http://jurnal.ticmi.co.id/index.php/jpmb/article/view/13/12,1,,,,,,,,,,,,,,,,,,,,
69,Model of Improving Tourism Industry Performance through Innovation Capability,10,show,2020-02-14 06:59:59,archive,['HD28'],"The capability of innovation is an important factor for the economic performance of tourism companies, (Martínez-Román et al. 2015). This study aims to examine the influence of innovation capabilities on product innovation and process innovation and then these results influence marketing performance. The design of the research is explanatory research with a quantitative approach. The population of this research is 168 starred hotels in southern Sumatra, the data used are primary data. Processing data used a structural equation model. The conclusion of this study shows that the capability of innovation influences product innovation and process innovation, which in turn influences marketing performance.
Keywords: innovation capability; product innovation; process innovation; marketing performance.",16701,published,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/29777', 'rev_number': 2, 'format': 'text', 'pos': 1, 'files': [{'objectid': 29777, 'uri': 'http://repository.lppm.unila.ac.id/id/file/142141', 'fileid': 142141, 'mime_type': 'application/pdf', 'mtime': '2019-11-16 06:19:35', 'hash_type': 'MD5', 'filename': '16_SARI_852-863_JEMT_Volume X_Issue 4(36)_Summer 2019.pdf', 'hash': 'febd1d87b6d3a6ef79bf45f3477b02fd', 'datasetid': 'document', 'filesize': 325558}], 'main': '16_SARI_852-863_JEMT_Volume X_Issue 4(36)_Summer 2019.pdf', 'docid': 29777, 'content': 'accepted', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 16701}]",Asers Publishing,http://repository.lppm.unila.ac.id/id/eprint/16701,public,TRUE,2020-02-14 06:59:59,384,2020-02-14 06:59:59,852-863,Journal of Environmental Management and Tourism,"[{'id': 'yunitaubr1@yahoo.com', 'name': {'given': 'Yunita', 'lineage': None, 'honourific': None, 'family': 'Sari'}}, {'name': {'given': 'Mahrinasari', 'honourific': None, 'family': 'Mahrinasari', 'lineage': None}, 'id': 'pr1nch1t4@yahoo.com'}, {'name': {'given': 'AHADIAT', 'lineage': None, 'honourific': None, 'family': 'Ayi'}, 'id': 'ayi.ahadiat@gmail.com'}, {'name': {'given': 'MARSELINA', 'lineage': None, 'honourific': None, 'family': 'Marselina'}, 'id': 'ikbal_tawakal@yahoo.com'}]",2068-7729,2019-04-01 00:00:00.000000000,disk0/00/01/67/01,article,['FEB6'],4 (36),DOI: https://doi.org/10.14505/jemt.10.4(36).16,X,[{'url': 'DOI: https://doi.org/10.14505/jemt.10.4(36).16'}],,,,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]","['Universitas Batu Raja, Indonesia', 'Universitas Lampung, Indonesia', 'Universitas Lampung, Indonesia', 'Universitas Lampung, Indonesia']",,,,,,,,,,,,,,
70,"Muslim friendly tourism and
accommodation of Malaysian hotel
industries",6,show,2020-06-30 04:52:33,archive,['H1'],"Malaysia is one of the countries that attract tourist from all over the world. ere is no barrier for the tourist to select from a
range of halal products and hotel services available. erefore, several potential attributes of Muslim friendly hotel services were
analyzed from two major tourist destination state of Malaysia, namely Kedah and Penang. e analysis was based on three major
online accommodation service providers. e findings revealed the significant information of the Muslim friendly hotel services
in Malaysia. erefore, updating the current information of the Muslim friendly tourism services is recommended.
Keywords: Halal Products, Hotel, Malaysia, Muslim Friendly Services.",22889,published,pub,"[{'files': [{'datasetid': 'document', 'filesize': 1480798, 'fileid': 210065, 'mime_type': 'application/pdf', 'mtime': '2020-06-30 04:27:57', 'hash_type': 'MD5', 'hash': 'b7e297863103897a2e063def56672f77', 'filename': 'Muslim friendly tourism and accommodation of Malaysian hotel industries.pdf', 'objectid': 36437, 'uri': 'http://repository.lppm.unila.ac.id/id/file/210065'}], 'main': 'Muslim friendly tourism and accommodation of Malaysian hotel industries.pdf', 'docid': 36437, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36437', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 22889, 'language': 'en', 'mime_type': 'application/pdf'}]",Utop�a y Praxis Latinoamericana. Revista Internacional de Filosof�a Iberoamericana y Teor�a Social / Centro de Estudios Sociol�gicos y Antropol�gicos (CESA) / Facultad de Ciencias Econ�micas y Sociales / Universidad del Zulia-Venezuela,http://repository.lppm.unila.ac.id/id/eprint/22889,public,TRUE,2020-06-30 04:52:33,1046,2020-06-30 04:52:33,341-348,UTOP�A Y PRAXIS LATINOAMERICANA,"[{'id': 'dean@feb.unila.ac.id', 'name': {'given': 'Bangsawan', 'lineage': None, 'honourific': None, 'family': 'Satria'}}, {'id': 'mahrinasari@feb.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Mahrinasari', 'given': 'Mahrinasari'}}]",1315-5216,1970-01-01 00:00:00.000002019,disk0/00/02/28/89,article,['FEB6'],5,https://www.redalyc.org/articulo.oa?id=27962050037,24,,,,,"[{'name': {'family': 'satria', 'honourific': None, 'lineage': None, 'given': 'Bangsawan'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'dean@feb.unila.ac.id'}, {'name': {'family': 'Mahrinasari', 'honourific': None, 'lineage': None, 'given': 'Mahrinasari'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'mahrinasari@feb.unila.ac.id'}]","['Universitas Lampung', 'Universitas Lampung']",,,,,,,,,,,,,,
71,"Form Penilaian reviewer, pengaruh Size dan beta terhadap return pada perusahaan kecil dan besar yang terdaftar di BEI periode 2010-2014",7,show,2020-11-22 11:49:55,archive,['HG'],,26572,published,pub,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/40470', 'rev_number': 1, 'main': '5. reveiwer Pengaruh size dan beta terhadap return pd perusahaan kecildan besar.pdf', 'docid': 40470, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/238910', 'objectid': 40470, 'filesize': 474377, 'datasetid': 'document', 'mtime': '2020-11-22 02:24:02', 'hash_type': 'MD5', 'hash': '1e4b8cb7e78dcc4a0801c581529bc514', 'filename': '5. reveiwer Pengaruh size dan beta terhadap return pd perusahaan kecildan besar.pdf', 'fileid': 238910, 'mime_type': 'application/pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 26572, 'placement': 1, 'security': 'public'}]",Journal of Business and Banking,http://repository.lppm.unila.ac.id/id/eprint/26572,public,,2020-11-22 11:49:55,1031,2020-11-22 11:49:55,,,"[{'name': {'family': 'Soefian', 'honourific': None, 'lineage': None, 'given': 'Nur Hedayat'}, 'id': None}, {'id': 'sri.hasnawati@feb.unila.ac.id', 'name': {'given': 'Sri', 'family': 'Hasnawati', 'honourific': None, 'lineage': None}}, {'id': 'ernie.hendrawaty@feb.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Hendrawaty', 'given': 'Ernie'}}]",,1970-01-01 00:00:00.000002019,disk0/00/02/65/72,other,['FEB6'],,https://journal.perbanas.ac.id/index.php/jbb/article/view/1748,,[{'url': 'http://repository.lppm.unila.ac.id/23358/'}],,10.14414/jbb.v9i1.1748,,"[{'name': {'given': 'Nur Hidayat', 'family': 'Soefian', 'honourific': None, 'lineage': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Hasnawati', 'given': 'Sri'}}, {'name': {'given': 'Ernie', 'lineage': None, 'honourific': None, 'family': 'Hendrawaty'}}]",['Universitas Lampung'],,,,,,Indonesia,,,,,,,,
72,Form Penilaian reviewer: Pengaruh Size dan beta terhadap return pada perusahaan kecil dan besar yang terdaftar di BEI periode 2010-2014,8,show,2020-11-23 07:06:08,archive,['HG'],"Form Penilaian reviewer:This study aims to empirically prove the effect of size and beta on returns. The analytical method used in this research is descriptive and statistical analysis methods. This research was conducted in the period 2010-2014 with a sample of 953 public companies. The results of the study stated that the effect of size on stock returns in small companies is stronger than large companies. The effect of beta on stock returns is higher in small companies than in large companies. Based on these findings, large companies must be able to improve their performance so that they are able to increase stock returns so investors are interested in investing.",26687,published,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 26687, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/40659', 'rev_number': 1, 'main': '5. reveiwer Pengaruh size dan beta terhadap return pd perusahaan kecildan besar.pdf', 'docid': 40659, 'files': [{'objectid': 40659, 'uri': 'http://repository.lppm.unila.ac.id/id/file/239830', 'fileid': 239830, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-11-23 05:53:15', 'filename': '5. reveiwer Pengaruh size dan beta terhadap return pd perusahaan kecildan besar.pdf', 'hash': '1e4b8cb7e78dcc4a0801c581529bc514', 'datasetid': 'document', 'filesize': 474377}]}]",Journal of Business and Banking,http://repository.lppm.unila.ac.id/id/eprint/26687,public,,2020-11-23 07:06:08,1031,2020-11-23 07:06:08,,,"[{'id': None, 'name': {'honourific': None, 'family': 'Soefian', 'lineage': None, 'given': 'Nur Hidayat'}}, {'id': 'sri.hasnawati@feb.unila.ac.id', 'name': {'lineage': None, 'family': 'Hasnawati', 'honourific': None, 'given': 'Sri'}}, {'id': 'ernie.hendrawaty@feb.unila.ac.id', 'name': {'given': 'Ernie', 'family': 'Hendrawaty', 'honourific': None, 'lineage': None}}]",,1970-01-01 00:00:00.000002019,disk0/00/02/66/87,other,['FEB6'],,https://journal.perbanas.ac.id/index.php/jbb/article/view/1748,,[{'url': 'http://repository.lppm.unila.ac.id/id/eprint/18881'}],,10.14414/jbb.v9i1.1748,,"[{'name': {'lineage': None, 'family': 'Soefian', 'honourific': None, 'given': 'Nur Hidayat'}}, {'name': {'given': 'Sri', 'family': 'Hasnawati', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Ernie', 'lineage': None, 'honourific': None, 'family': 'Hendrawaty'}}]",['Universitas lampung'],,,,,,Indonesia,,,,,,,,
73,"The Portfolio Returns of Small and Large Companies: Evidence from 
The Indonesia Stock Exchange",13,show,2020-06-03 02:29:31,archive,['HG'],"This study aims to analyze the portfolio returns of the small and large companies. The results of previous studies stated that the small companies obtained greater returns compared to large companies. The present study attempted to verify this conclusion by studying the portfolio returns in the Indonesia Stock Exchange using the 80 stocks that have the lowest capitalization and the largest capitalization of the public companies in Indonesia during the 2013 – 2015 period. Based on the theory of portfolio, it was  revealed that the portfolio returns of the small companies were, on average, lower than those of large companies, and the portfolio risks of small companies were higher than those of larger companies.
Key words: Small companies, large companies, portfolio returns, portfolio risks",16078,published,submitted,"[{'placement': 1, 'security': 'public', 'eprintid': 16078, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/199965', 'objectid': 34965, 'filesize': 833385, 'datasetid': 'document', 'hash': 'f5f65ad534724b3d9b030b8f90bb357a', 'filename': 'Prosiding_Full_IFA_2019 - Sri Hasnawati.pdf', 'hash_type': 'MD5', 'mtime': '2020-06-03 01:40:15', 'mime_type': 'application/pdf', 'fileid': 199965}], 'docid': 34965, 'main': 'Prosiding_Full_IFA_2019 - Sri Hasnawati.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/34965', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",,http://repository.lppm.unila.ac.id/id/eprint/16078,public,TRUE,2020-06-03 02:29:31,1031,2020-06-03 02:29:31,15-30,,"[{'name': {'family': 'Sri Hasnawati', 'honourific': None, 'lineage': None, 'given': 'Sri'}}]",,2019-09-11 00:00:00.000000000,disk0/00/01/60/78,conference_item,['FEB6'],,,,,,,,"[{'name': {'honourific': None, 'family': 'Sri Hasnawati', 'lineage': None, 'given': 'Sri'}}, {'name': {'given': 'Sri Hasnawati', 'lineage': None, 'family': 'Sri Hasnawati', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Sri Hasnawati', 'lineage': None, 'given': 'Sri Hasnawati'}}, {'name': {'given': 'Sri Hasnawati', 'family': 'Sri Hasnawati', 'honourific': None, 'lineage': None}}]",['Faculty of Economic & Business- Lampung University'],conference,14-15,Sam Ratulangi  University Manado,International  Finance association Conference,paper,,sri.hasna2015@mail.com,,,,,,,
74,BOARD DIVERSITY DAN PROFITABILITAS PADA PERUSAHAAN SMALL-CAP DI BURSA EFEK INDONESIA,11,show,2020-06-03 02:29:27,archive,['HG'],"The objective of the study is to find out the influence of board diversity on profitability with sales growth as a control variable in small capitalization companies at the Indonesian Stock Exchange. The research sample is determined by ranking the largest capitalization to smallest capitalization. The companies with a capitalization value of Rp. 1 Billion and under are considered as small-cap companies. Using the Solvin method, a number of 47 companies as research samples was obtained. Observation was conducted during the period of 2013-2017. The research model uses multiple regression with profitability as the dependent variable. The results of the study indicate that the age of the board directors affects the profitability of small-cap companies at a 95% confidence level. Furthermore, at the confidence level of 90%, females in the board of commissioners have a positive effect on the profit of small-cap companies.",16075,submitted,submitted,"[{'docid': 29170, 'main': 'BOARD DIVERSITY DAN PROFITABILITAS PADA PERUSAHAAN SMALL-CAP DI BURSA EFEK INDONESIA.docx', 'files': [{'filename': 'BOARD DIVERSITY DAN PROFITABILITAS PADA PERUSAHAAN SMALL-CAP DI BURSA EFEK INDONESIA.docx', 'hash': '90af262a330bac7b8c2cefc6ed0b753f', 'mtime': '2019-11-12 04:15:14', 'hash_type': 'MD5', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 137745, 'filesize': 69842, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/137745', 'objectid': 29170}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/29170', 'eprintid': 16075, 'security': 'public', 'placement': 1, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en'}]",,http://repository.lppm.unila.ac.id/id/eprint/16075,public,TRUE,2020-06-03 02:29:27,1031,2020-06-03 02:29:27,1-13,,"[{'id': 'sri.hasnawati@feb.unila.ac.id', 'name': {'family': 'Sri Hasnawati', 'honourific': None, 'lineage': None, 'given': 'Sri'}}, {'name': {'given': 'Sri Hasnawati', 'honourific': None, 'family': 'Sri Hasnawati', 'lineage': None}, 'id': None}, {'id': None, 'name': {'given': 'Sri Hasnawati', 'family': 'Sri Hasnawati', 'honourific': None, 'lineage': None}}, {'name': {'honourific': None, 'family': 'Sri Hasnawati', 'lineage': None, 'given': 'Sri Hasnawati'}, 'id': None}]",,2019-11-06 00:00:00.000000000,disk0/00/01/60/75,conference_item,['FEB6'],,,,[{'type': 'author'}],,,,"[{'name': {'given': 'Sri', 'honourific': None, 'family': 'Sri Hasnawati', 'lineage': None}}]",['Faculty of Economic & Business- Lampung University'],conference,6-7 November 2019,Samarinda,National Conference,paper,,sri.hasna2015@mail.com,,,,,,,
