,eprintid,date_type,eprint_status,status_changed,abstract,subjects,official_url,title,metadata_visibility,volume,rev_number,type,divisions,issn,creators,publication,dir,date,userid,lastmod,datestamp,pagerange,documents,ispublished,refereed,uri,full_text_status,corp_creators,publisher,number,contributors,contact_email,related_url,pages,book_title,editors,place_of_pub,isbn,id_number,referencetext,event_type,event_title,event_location,pres_type,funders,succeeds,event_dates,projects
10,29708,published,archive,2021-04-28 06:01:59,"SIMILARITY CHECK  

The purpose of the paper is to examine the relationship between dividend policy of the company and the life cycle theory. According to the life cycle theory, the company will pay dividend in the third stage, namely the maturity stage. In the early stage, the company has investment opportunities with high profit potential so that it requires large funds. As a result, dividend payments will be delayed. However, dividend payments remain a matter of debate today because dividend payments will be associated with company value. The theory of dividend policy states that paying dividends will increase firm value, but several research results show that dividend payments are not related to firm value.",['HG'],https://eudl.eu/pdf/10.4108/eai.1-10-2020.2304742,SIMILARITY CHECK Life Cycle Theory of Dividend: A Review Literature,show,,7,other,['FEB6'],,"[{'id': 'sri.hasnawati@feb.unila.ac.id', 'name': {'given': 'Sri', 'lineage': None, 'family': 'Hasnawati', 'honourific': None}}]",,disk0/00/02/97/08,2021-04-01 00:00:00.000000000,1031,2021-04-28 06:01:59,2021-04-28 06:01:59,,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/43911', 'rev_number': 1, 'main': 'SIMILARITY Life Cycle Theory of Dividend A Review Literature.pdf', 'docid': 43911, 'files': [{'filesize': 1380119, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-04-28 05:21:08', 'filename': 'SIMILARITY Life Cycle Theory of Dividend A Review Literature.pdf', 'hash': '75d31213e439dc558aa37c93ce467d97', 'fileid': 262988, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/262988', 'objectid': 43911}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 29708, 'placement': 1, 'security': 'public'}]",pub,,http://repository.lppm.unila.ac.id/id/eprint/29708,public,['University of Lampung'],EAI,,"[{'id': 'sri.hasnawati@feb.unila.ac.id', 'name': {'given': 'Sri', 'lineage': None, 'family': 'Hasnawati', 'honourific': None}}]",,[{'url': 'http://dx.doi.org/10.4108/eai.1-10-2020.2304742'}],,,,Indonesia,,,,,,,,,,,
11,37555,published,archive,2022-01-03 01:24:43,"Penentuan keputusan oleh manajer dalam perusahaan dapat berpengaruh terhadap nilai perusahaan. Keputusan tersebut terdiri atas keputusan investasi, keputusan pendanaan, dan kebijakan dividen. Nilai perusahaan pun tidak hanya ditentukan oleh keputusan yang diambil, tetapi juga tingkat keuntungan yang dihasilkan. Penelitian ini dilakukan untuk mengetahui pengaruh keputusan investasi, kebijakan dividen, dan profitabilitas terhadap nilai perusahaan. Sumber data sekunder diperoleh dari website resmi Bursa Efek Indonesia. Jumlah sampel dalam penelitian sebanyak 11 perusahaan manufaktur yang tergabung dalam indeks LQ45 dan dipilih melalui teknik purposive sampling. Teknik analisis data yang digunakan ialah statistik deskriptif dan regresi linier berganda. Tingkat kesalahan dalam penelitian sebesar 5%. Hasil penelitian menunjukkan bahwa keputusan investasi dan profitabilitas berpengaruh positif terhadap nilai perusahaan, sementara kebijakan dividen tidak berpengaruh terhadap nilai perusahaan.",['HG'],http://jurnal.feb.unila.ac.id/index.php/jbm/article/view/305.,"PENGARUH KEPUTUSAN INVESTASI, KEBIJAKAN DIVIDEN, DAN PROFITABILITAS TERHADAP NILAI PERUSAHAAN",show,17,7,article,['FEB6'],1411-9366,"[{'name': {'honourific': None, 'family': 'Hasnawati', 'lineage': None, 'given': 'Sri'}, 'id': 'sri.hasnawati@feb.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Ahmad', 'lineage': None, 'given': 'faisol'}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}, {'name': {'family': 'Sormin', 'honourific': None, 'lineage': None, 'given': 'Rieke Diah Delarosa'}, 'id': None}]",Jurnal Bisnis dan Manajemen,disk0/00/03/75/55,2021-09-01 00:00:00.000000000,1031,2022-01-03 01:24:43,2022-01-03 01:24:43,141-161,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 37555, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158493', 'main': 'KEPUTUSAN INVESTASI,.......JBM sept 2021 .pdf', 'docid': 158493, 'files': [{'mtime': '2022-01-02 15:11:31', 'hash_type': 'MD5', 'hash': '940072dc31060d50bd3666900c3386c3', 'filename': 'KEPUTUSAN INVESTASI,.......JBM sept 2021 .pdf', 'fileid': 428897, 'mime_type': 'application/pdf', 'filesize': 354502, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/428897', 'objectid': 158493}]}]",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/37555,public,['Universitas Lampung'],Jurusan Manajemen Fakultas Ekonomi dan Bisnis Universitas Lampung,3.0,,,,,,,,,,,,,,,,,,
12,33284,published,archive,2021-08-01 13:38:06,"This study aims to determine the role of independent Commissioners to control the effect of family-owned business characteristics on dividend policy. This study construct panel data that estimate using panel regression with a fixed-effect model. The model is estimated using financial data of 64 Indonesian manufacturing companies that were observed from the period 2016- 2018. The result showed that family-owned business characteristics have a positive effect on dividens. The Independent Commisioners were able to control the effect of family business characteristics on the dividend policy. The Independent Commissioners have a role in reducing the positive effect of family-owned businesses characteristics on dividends.
Keywords:
Independent Commissioners, Family-owned Business Characteristics. Dividend Policy.",['HG'],https://journalkeberlanjutan.com/index.php/ijesss/issue/view/8,Do Independent Commissioners Control the Effect of Family-Owned Business Characteristics on Dividend Policy? A Study in Indonesian Manufacturing Companies,show,2,6,article,['FEB6'],2720-9644,"[{'id': 'sri.hasnawati@feb.unila.ac.id', 'name': {'given': 'Sri', 'lineage': None, 'honourific': None, 'family': 'Hasnawati'}}, {'name': {'given': 'Ernie', 'honourific': None, 'family': 'Hendrawaty', 'lineage': None}, 'id': 'ernie.hendrawaty@feb.unila.ac.id'}]","International Journal of Environmental, Sustainability, and Social Science",disk0/00/03/32/84,1970-01-01 00:00:00.000002021,1031,2021-08-01 13:38:06,2021-08-01 13:38:06,55-62,"[{'files': [{'filesize': 178015, 'datasetid': 'document', 'hash': '19fdc217bc37a933f9efdf2dd4da3b22', 'filename': 'IJESSS  DO INDEPENDENT COMMISSIONERS CONTROL THE FAMILY-OWNED BUSINESS CHARACTERISTICS EFFECTS ON DIVIDEND POLICY_.pdf', 'hash_type': 'MD5', 'mtime': '2021-07-31 03:40:26', 'mime_type': 'application/pdf', 'fileid': 394442, 'uri': 'http://repository.lppm.unila.ac.id/id/file/394442', 'objectid': 152131}], 'docid': 152131, 'main': 'IJESSS  DO INDEPENDENT COMMISSIONERS CONTROL THE FAMILY-OWNED BUSINESS CHARACTERISTICS EFFECTS ON DIVIDEND POLICY_.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/152131', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 33284, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/33284,public,['Uniersitas Lampung'],KSI,2.0,"[{'name': {'given': 'Sri', 'honourific': None, 'family': 'Hasnawati', 'lineage': None}}, {'name': {'given': 'Erni', 'lineage': None, 'honourific': None, 'family': 'Hendrawaty'}}]",,,,,,,,https://doi.org/10.38142/ijesss.v2i2,,,,,,,,,
13,34656,published,archive,2021-10-27 01:22:41,"The purpose of the study is to test how far the risk, size, and firm value variables of the Fama and French three factor model could explain the excess return of small and large stock portfolios in the Indonesian Capital Market (ICM). The study was conducted during 2016-2019 on the official 45 liquid shares namely LQ45. In this study, six portfolios were formed, which were produced from small and large portfolio groups. Each portfolio consists of small high, medium, low and large portfolio consists of large, medium and low. The results showed that market risk for all small and large portfolios have a positive and significant effect. In contrast to company size, size has a significant effect on small, medium, low and large high portfolios. While large low and medium portfolios are not significant. Testing the effect of company value on small and large portfolio excess returns is significant except for the small low portfolio. In general, the three-factor research model is a pretty good model to explain portfolio excess returns in Indonesia.

Keyword: Three Factor Model • Market risk • Size • Firm value • Excess return portfolio",['HG'],https://www.hilarispublisher.com/open-access/three-factor-model-analysis-another-evidence-on-indonesian-capital-market.pdf,Three Factor Model Analyses: Evidence on Indonesian Capital Market,show,10,6,article,['FEB6'],2168-9601,"[{'id': 'sri.hasnawati@feb.unila.ac.id', 'name': {'lineage': None, 'family': 'Hasnawati', 'honourific': None, 'given': 'Sri'}}, {'name': {'lineage': None, 'family': 'Kupefaksi', 'honourific': None, 'given': 'Mahatma'}, 'id': None}, {'id': 'hidayatwiweko@yahoo.com', 'name': {'given': 'Hidayah', 'honourific': None, 'family': 'Wiweko', 'lineage': None}}]",Journal of Accounting & Marketing,disk0/00/03/46/56,1970-01-01 00:00:00.000002021,1031,2021-10-27 01:22:41,2021-10-27 01:22:41,1-4,"[{'security': 'public', 'placement': 1, 'eprintid': 34656, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 160519, 'mime_type': 'application/pdf', 'fileid': 407067, 'hash': '19d30c9004622f8e41e19e543da3747b', 'filename': 'JAM-Three-factor-model-analysis-another-evidence-on-indonesian-capital-market.pdf', 'hash_type': 'MD5', 'mtime': '2021-10-26 07:42:50', 'objectid': 155231, 'uri': 'http://repository.lppm.unila.ac.id/id/file/407067'}], 'main': 'JAM-Three-factor-model-analysis-another-evidence-on-indonesian-capital-market.pdf', 'docid': 155231, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155231', 'format': 'text', 'pos': 1}]",pub,TRUE,http://repository.lppm.unila.ac.id/id/eprint/34656,public,['University of Lampung'],Allied Business Academies,7.0,"[{'name': {'given': 'Sri', 'lineage': None, 'family': 'Hasnawati', 'honourific': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'kupefaksi', 'given': 'Mahatma'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Wiweko', 'given': 'Hidayah'}}]",,,,,,,,,,,,,,,,,
14,49351,,archive,2023-03-29 08:12:13,,['HD28'],,"HISTORI PUBLIKASI MANUSKRIP KINERJA KARYAWAN DARI ASPEK PENGARUH KECERDASAN SPIRITUAL, KECERDASAN INTELEKTUAL SERTA KECERDASAN EMOSIONAL",show,,9,other,['FEB6'],,"[{'id': 'umi_asra@yahoo.co.id', 'name': {'honourific': None, 'family': 'Hayati', 'lineage': None, 'given': 'Keumala'}}]",,disk0_bak/00/04/93/51,1970-01-01 00:00:00.000002021,108,2023-03-29 08:12:13,2023-03-29 08:12:13,,"[{'files': [{'mime_type': 'application/pdf', 'fileid': 535779, 'hash': '7a837066cad0402700e95061361631f5', 'filename': '2020_jbm Yasir korespondensi.pdf', 'hash_type': 'MD5', 'mtime': '2023-03-29 04:00:21', 'datasetid': 'document', 'filesize': 331993, 'objectid': 188898, 'uri': 'http://repository.lppm.unila.ac.id/id/file/535779'}], 'main': '2020_jbm Yasir korespondensi.pdf', 'docid': 188898, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188898', 'rev_number': 2, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'validuser', 'eprintid': 49351, 'mime_type': 'application/pdf', 'language': 'en'}]",pub,,http://repository.lppm.unila.ac.id/id/eprint/49351,restricted,,Jurnal Bisnis dan Manajemen,,,,,,,,,,,,,,,,,,,
15,49330,,archive,2023-03-28 08:35:28,,['HD28'],,HISTORI PUBLIKASI MANUSKRIP PENGEMBANGAN EKONOMI KREATIF MELALUI SINERGISITAS DENGAN BUMDES DAN DESA PINTAR (SMART VILLAGE),show,,9,other,['FEB6'],,"[{'id': 'umi_asra@yahoo.co.id', 'name': {'given': 'Keumala', 'honourific': None, 'family': 'Hayati', 'lineage': None}}]",,disk0_bak/00/04/93/30,1970-01-01 00:00:00.000002021,108,2023-03-28 08:35:28,2023-03-28 08:35:28,,"[{'eprintid': 49330, 'placement': 1, 'security': 'validuser', 'language': 'en', 'mime_type': 'application/pdf', 'main': '2021_jbm smart village korespondensi.pdf', 'docid': 188875, 'files': [{'filesize': 297548, 'datasetid': 'document', 'filename': '2021_jbm smart village korespondensi.pdf', 'hash': 'a01f9c96288264d08ad4b7f3e394d2c0', 'hash_type': 'MD5', 'mtime': '2023-03-28 08:20:20', 'mime_type': 'application/pdf', 'fileid': 535617, 'uri': 'http://repository.lppm.unila.ac.id/id/file/535617', 'objectid': 188875}], 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188875'}]",pub,,http://repository.lppm.unila.ac.id/id/eprint/49330,restricted,,Jurnal Bisnis dan Manajemen,,,,,,,,,,,,,,,,,,,
16,49271,,archive,2023-03-27 02:02:36,"This study aims to determine the effect of Islamic work ethics and personality on creativity. Personality is seen from five factors: extraversion, agreeableness, conscientiousness, neuroticism, and openness to experience. Data collection was carried out using a questionnaire with a total sample of 103 Syari'ah Bank employees in Bandar Lampung. The results showed that Islamic work ethics influenced the creativity of Islamic banking employees. The results also found that of the five personalities (extraversion, agreeableness, conscientiousness, neuroticism, openness to experience), only agreeableness and openness to experience affected employee creativity.",['HD28'],http://jurnal.uinsu.ac.id/index.php/humanfalah/index,HISTORY OF MANUSCRIPT PUBLICATION PENGARUH ETIKA KERJA ISLAMI DAN KEPRIBADIAN TERHADAP KREATIVITAS KARYAWAN,show,,8,other,['FEB6'],,"[{'id': 'umi_asra@yahoo.co.id', 'name': {'given': 'Keumala', 'lineage': None, 'honourific': None, 'family': 'Hayati'}}]",,disk0_bak/00/04/92/71,1970-01-01 00:00:00.000002021,108,2023-03-27 02:02:36,2023-03-27 02:02:36,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 49271, 'placement': 1, 'security': 'validuser', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/188821', 'rev_number': 2, 'main': '2022_Human Falah Korespondensi.pdf', 'docid': 188821, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/535180', 'objectid': 188821, 'filesize': 618192, 'datasetid': 'document', 'mtime': '2023-03-27 01:29:45', 'hash_type': 'MD5', 'filename': '2022_Human Falah Korespondensi.pdf', 'hash': 'd311f5f32ec446a247d467a6efb6e18f', 'fileid': 535180, 'mime_type': 'application/pdf'}]}]",pub,,http://repository.lppm.unila.ac.id/id/eprint/49271,restricted,,Human Falah,,,,,,,,,,,,,,,,,,,
17,49326,,archive,2023-03-28 08:35:17,,['HD28'],https://www.internationaljournalssrg.org/IJEMS/paper-details?Id=782,HISTORY OF MANUSCRIPT PUBLICATION THE EFFECT OF STRATEGIC LEADERSHIP ON EMPLOYEES CREATIVITY BY THE MEDIATION OF VOICE BEHAVIOR,show,,8,other,['FEB6'],,"[{'id': 'umi_asra@yahoo.co.id', 'name': {'honourific': None, 'family': 'Hayati', 'lineage': None, 'given': 'Keumala'}}]",,disk0_bak/00/04/93/26,1970-01-01 00:00:00.000002021,108,2023-03-28 08:35:17,2023-03-28 08:35:17,,"[{'placement': 1, 'security': 'validuser', 'eprintid': 49326, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 188871, 'uri': 'http://repository.lppm.unila.ac.id/id/file/535585', 'fileid': 535585, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-03-28 07:57:34', 'filename': '2022_IJems Syafitri Korespondensi.pdf', 'hash': '8ac8fc605ec1c68d52bac8f74566636a', 'datasetid': 'document', 'filesize': 357045}], 'main': '2022_IJems Syafitri Korespondensi.pdf', 'docid': 188871, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188871', 'rev_number': 2, 'pos': 1, 'format': 'text'}]",pub,,http://repository.lppm.unila.ac.id/id/eprint/49326,restricted,,SSRG IJEMS,,,,,,,,,,,,,,,,,,,
18,49355,,archive,2023-03-29 08:12:24,,['HD28'],,HISTORY OF MANUSCRIPT PUBLICATION THE INFLUENCE OF ISLAMIC ATTRIBUTES OF THE ORGANIZATION ON AFFECTIVE COMMITMENT MEDIATED BY JOB SATISFACTION,show,,8,other,['FEB6'],,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Hayati', 'given': 'Keumala'}, 'id': 'umi_asra@yahoo.co.id'}]",,disk0_bak/00/04/93/55,1970-01-01 00:00:00.000002021,108,2023-03-29 08:12:24,2023-03-29 08:12:24,,"[{'docid': 188901, 'main': '2022_IJems Islamic Attributes Korespondensi.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/535805', 'objectid': 188901, 'hash_type': 'MD5', 'mtime': '2023-03-29 04:35:59', 'hash': '1eceadab52183c24cc98f5c107d20a5d', 'filename': '2022_IJems Islamic Attributes Korespondensi.pdf', 'fileid': 535805, 'mime_type': 'application/pdf', 'filesize': 347748, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188901', 'eprintid': 49355, 'placement': 1, 'security': 'validuser', 'mime_type': 'application/pdf', 'language': 'en'}]",pub,,http://repository.lppm.unila.ac.id/id/eprint/49355,restricted,,SSRG IJEMS,,,,,,,,,,,,,,,,,,,
19,49268,,archive,2023-03-27 02:02:33,"The Covid-19 pandemic has had an impact on the behavior of using health services. One of the impacts is a decrease in visits by pregnant women to health care facilities, including the use and consumption of iron tablets as an effort to prevent anemia. This study aims to analyze the factors that influence the compliance of pregnant women to take iron tablets. This research is an analytic study with a cross-sectional design. Respondents were 35 pregnant women with iron deficiency anemia and met the inclusion criteria. Pearson Test and Multiple Linear Regression Test are used to determine the factors that affect compliance. The results showed that the factors that influenced the compliance of pregnant women to consume iron tablets (p<0.05) were knowledge, attitudes, support from health workers, family support, and social support. This study concludes that knowledge is the most influential factor in changes in hemoglobin in pregnant women with deficiency anemia.",['RA0421'],https://aisyah.journalpress.id/index.php/jika,"Important Factors Affecting the Compliance of Pregnant Women
with Iron Deficiency Anemia During a Pandemic",show,,10,other,['FEB6'],,"[{'id': 'umi_asra@yahoo.co.id', 'name': {'family': 'Hayati', 'honourific': None, 'lineage': None, 'given': 'Keumala'}}]",,disk0_bak/00/04/92/68,1970-01-01 00:00:00.000002021,108,2023-03-27 02:02:33,2023-03-27 02:02:33,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 49268, 'placement': 1, 'security': 'validuser', 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/188818', 'docid': 188818, 'main': '2021_artikel sutanto Korespondensi.pdf', 'files': [{'hash': '9af9328a443f30bd4ca527bceb4f0656', 'filename': '2021_artikel sutanto Korespondensi.pdf', 'hash_type': 'MD5', 'mtime': '2023-03-27 00:58:34', 'mime_type': 'application/pdf', 'fileid': 535159, 'filesize': 397423, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/535159', 'objectid': 188818}]}]",pub,,http://repository.lppm.unila.ac.id/id/eprint/49268,restricted,,Jurnal Aisyah: Jurnal Ilmu Kesehatan,,,,,,,,,,,,,,,,,,,
