,lastmod,userid,datestamp,pagerange,number,ispublished,publisher,documents,uri,full_text_status,refereed,type,divisions,publication,issn,creators,dir,date,eprint_status,status_changed,subjects,abstract,title,official_url,rev_number,volume,metadata_visibility,eprintid,date_type,place_of_pub,id_number,patent_applicant,succeeds,pres_type,event_location,event_title,event_dates,event_type,contact_email,pages,corp_creators,related_url,referencetext,monograph_type,institution,department,contributors
81,2020-11-17 08:48:30,139,2020-11-17 08:48:30,107-115,2.0,pub,Universitas Teknokrat Indonesia,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39601', 'rev_number': 3, 'main': 416, 'docid': 39601, 'files': [{'fileid': 232243, 'mime_type': 'application/xml', 'hash_type': 'MD5', 'mtime': '2020-11-17 08:24:53', 'filename': 416, 'hash': 'bec9293685b08740d94e788d44fab0ac', 'datasetid': 'document', 'filesize': 30779, 'objectid': 39601, 'uri': 'http://repository.lppm.unila.ac.id/id/file/232243'}], 'language': 'en', 'mime_type': 'application/xml', 'content': 'published', 'eprintid': 25818, 'security': 'public', 'placement': 1}]",http://repository.lppm.unila.ac.id/id/eprint/25818,public,TRUE,article,['FMIPA3'],Jurnal TEKNOINFO,2615-224X,"[{'name': {'lineage': None, 'family': 'Tristiyanto', 'honourific': None, 'given': 'Tristiyanto'}, 'id': 'tristiyanto.1981@fmipa.unila.ac.id'}, {'id': 'an.irawati@gmail.com', 'name': {'given': 'Irawati', 'lineage': None, 'honourific': None, 'family': 'Anie Rose'}}, {'name': {'given': 'KM', 'honourific': None, 'family': 'Kurnia Muludi', 'lineage': None}, 'id': 'kmuludi@yahoo.com'}, {'id': 'mailto:4tantut.wahyu1001@students.unila.ac.id', 'name': {'given': 'Setyoko', 'lineage': None, 'honourific': None, 'family': 'Tantut Wahyu'}}]",disk0/00/02/58/18,2020-07-01 00:00:00.000000000,archive,2020-11-17 08:48:30,"['QA75', 'QA76']","Terampil is a form of tangible contribution to supporting the vision of the Indonesian government in the 2019-2024 period, namely creating superior human resources and achieving Indonesia's progress through providing access to skills and professional certification. The need for comprehensive business modeling of the realization of the solution is needed so that it can be clearly visualized, assessed, and validated based on the requirements of specific prospective users. Modeling of  startup  candidates  for  skilled  business  needs  to  be  analyzed  appropriately  so  that  skilled  can  be  commercialized globally. This study uses a customer development model or CDM approach to analyze and determine business modeling based on problems faced by specific potential users. User needs are obtained by conducting direct interviews, then the business modeling process is carried out with Lean Canvas through lowering the formulation of solutions for user needs. This approach is implemented through two stages, the stage ofcustomer discovery and the stage of customer creation. The stages of customer discovery generate facts about potential user problems that are used to form value proportions. Whereas  the  customer  creation  stage  is  carried  out  gathering  user  needs.  The  formulation  of  the  developed  business model is then validated through expert judgment to get an assessment. Based on expert judgment, it is known that Skilled business modeling is in accordance with the needs of specific prospective users. However, a renewal of features and a more detailed analysis of the feasibility study is needed to complete this skilled business development analysis",PEMODELANBISNIS DENGAN IMPLEMENTASI CUSTOMER DEVELOPMENT MODEL PADA M-BUSINESS STARTUP TERAMPIL,https://ejurnal.teknokrat.ac.id/index.php/teknoinfo/article/view/672/416,9,14.0,show,25818,published,,,,,,,,,,,,,,,,,,
82,2021-05-29 00:36:40,139,2021-05-29 00:36:40,109-119,1.0,pub,Jurusan Ilmu Komputer FMIPA Universitas Lampung,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/141061', 'rev_number': 3, 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 2501, 'mime_type': 'text/html', 'fileid': 370054, 'hash': 'edfcec7a2b39ed73bb94673db40756f9', 'filename': 21, 'hash_type': 'MD5', 'mtime': '2021-05-28 15:38:47', 'objectid': 141061, 'uri': 'http://repository.lppm.unila.ac.id/id/file/370054'}], 'docid': 141061, 'main': 21, 'content': 'published', 'mime_type': 'text/html', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 31219}]",http://repository.lppm.unila.ac.id/id/eprint/31219,public,TRUE,article,['FMIPA3'],Jurnal Pepadun,2774-3403,"[{'id': 'tristiyanto.1981@fmipa.unila.ac.id', 'name': {'given': 'Tristiyanto', 'lineage': None, 'family': 'Tristiyanto', 'honourific': None}}, {'id': 'an.irawati@gmail.com', 'name': {'family': 'Anie Rose', 'honourific': None, 'lineage': None, 'given': 'Irawati'}}, {'id': 'didikunila@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Kurniawan', 'given': 'Didik'}}, {'id': 'rifkiaflaza@gmail.com', 'name': {'given': 'Rifki Aflaza', 'family': 'Arba', 'honourific': None, 'lineage': None}}]",disk0/00/03/12/19,2020-11-01 00:00:00.000000000,archive,2021-05-29 00:36:40,"['QA75', 'QA76']","Aplikasi  Terampil  adalah  aplikasipendidikanketerampilan online dan offline serta  sertifikasi  profesi berbasis android yang fokus pada bidang non akademik yang mempermudah masyarakat Indonesia untuk menerapkan dan  mengembangkan  keterampilannya.  Aplikasi  Terampil  merupakan  aplikasi  prototipe  yang  akan  dikembangkan menjadi aplikasi yang siap pakai. Supaya aplikasi tersebut nyaman dan mudah untuk digunakan sebelum siap pakai, maka perlu dilakukan analisis dan perancangan user interface (UI)dan user experience (UX)serta evaluasi supaya aspek –aspek usability sesuai  dengan  keinginan  dan  kebutuhan  pengguna. Analisis  dan  perancangan  UI  dan  UX menggunakan metode The Wheel dan usability testing menggunakan metode Heuristic Evaluation.Tujuan penilitian ini adalah untuk mendapatkan desain interface dan experience yang baik dan benar sesuai dengan keinginan pengguna. Aplikasi  Terampil  memiliki  dua  modul  yaitu  peserta  kursus  dan  instruktur  keterampilan.  Pengumpulan  data  awal dilakukan dengan melakukan wawancara dan kuisioner online untuk mendapatkan kebutuhan fungsional, kemudian dilanjutkan dengan pembuatan desain tampilan berdasarkan kebutuhan fungsional. Desain tampilan dievaluasi oleh responden  melalui  pengujian prototyping untuk  mendapatkan feedback, sehingga  sesuai  dengan  keinginan  dan kebutuhan  pengguna.  Tahap  terakhir  yaitu  pengujian  kebergunaan  atau usability  testing menggunakan  10  elemen heuristic yang  dilakukan  dengan  bantuan evaluator. Berdasarkan  evaluasi  dari  metode The  Wheelyang  sudah dilakukan, responden mengharapkan desain interfaceyang mudah dan nyaman digunakan serta informatif sehingga pengguna  tidak  kesulitan  untuk  memahami  aplikasi  yang  akan  digunakan.  Sedangkan  berdasarkan  pengujian kebergunaan  atau usability  testingmenggunakan heuristic  evaluationyang  sudah  dilakukan,  ketiga  evaluator memberikan evaluasi untuk memperbaiki pemilihan warna tombol, pemilihin icon, dan konsistensi desain interface supaya pengguna tidak kesulitan dan bingung saat menggunakan aplikasi Terampil.",Evaluasi Heuristik pada Aplikasi Terampil untuk Optimalisasi User Interface dan User Experience,https://pepadun.fmipa.unila.ac.id/index.php/jurnal/index,8,1.0,show,31219,published,,https://doi.org/10.23960/pepadun.v1i1.18,,,,,,,,,,,[{'url': 'https://pepadun.fmipa.unila.ac.id/index.php/jurnal/article/view/18/21'}],,,,,
83,2020-05-26 08:57:57,2423,2020-05-26 08:57:57,40-49,1.0,pub,Jurusan Ilmu Komputer Universitas Lampung,"[{'content': 'published', 'language': 'id', 'mime_type': 'text/html', 'placement': 1, 'security': 'public', 'eprintid': 20515, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33861', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/192699', 'objectid': 33861, 'filesize': 26878, 'datasetid': 'document', 'mtime': '2020-05-26 04:20:35', 'hash_type': 'MD5', 'filename': 1814, 'hash': 'ba400324e1901626dd435d0bec6ee1dd', 'fileid': 192699, 'mime_type': 'text/html'}], 'main': 1814, 'docid': 33861}]",http://repository.lppm.unila.ac.id/id/eprint/20515,public,TRUE,article,['FMIPA3'],Jurnal Komputasi,2541-0350,"[{'id': 'tristiyanto.1981@fmipa.unila.ac.id', 'name': {'given': 'Tristiyanto', 'lineage': None, 'honourific': None, 'family': 'Tristiyanto'}}, {'name': {'given': 'Yunda', 'family': 'Heningtyas', 'honourific': None, 'lineage': None}, 'id': 'yunda.heningtyas89@gmail.com'}, {'id': 'hanan.risnawati1062@students.unila.ac.id', 'name': {'lineage': None, 'family': 'Risnawati', 'honourific': None, 'given': 'Hanan'}}]",disk0/00/02/05/15,2020-04-01 00:00:00.000000000,archive,2020-05-26 08:57:57,['QA75'],"— Cooperatives have purpose to prosper their members. Cooperatives are expected to play an active role in
raising their standard of living. A cooperative has several types of business units in order to fulfill the purpose, for example
rental business. Rental occurs because of short-term and urgent needs of consumers. Rental business has been promoted
online but there are a lot of ordering phases done manually. Cooperative needs a rental marketplace application so
cooperative can be more productive. This rental marketplace is a web based application and developed using Extreme
Programming method which perceptive to user’s need. Laravel framework with PHP programming language was used to
build this application. The conclusion of this research is this system is able to facilitate the process of renting goods,
providing accurate information about rental goods, and expanding the cooperative business sector.",Aplikasi Marketplace Penyewaan untuk Koperasi Menggunakan Laravel,https://jurnal.fmipa.unila.ac.id/komputasi/,9,8.0,show,20515,published,,,,,,,,,,,,,,,,,,
84,2021-05-30 15:23:13,139,2021-05-30 15:23:13,,,pub,LPPM UNILA,,http://repository.lppm.unila.ac.id/id/eprint/31265,none,,monograph,['FMIPA3'],,,"[{'id': 'tristiyanto.1981@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Tristiyanto', 'lineage': None, 'given': 'Tristiyanto'}}, {'id': 'ria.wierma@fh.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Ria Wierma', 'given': 'Putri'}}]",disk0/00/03/12/65,1970-01-01 00:00:00.000002020,archive,2021-05-30 15:23:13,['K1'],"Saat ini, Universitas Lampung telah memiliki 33 Paten, 2 HaKI dan 297 judul publikasi hasil penelitian (2014-2016) serta telah memiliki pusat penelitian dan pengembangan HaKI untuk melindungi hasil temuannya. Sedangkan Provinsi Lampung saat ini adalah salah satu provinsi dengan tingkat pertumbuhan ekonomi yang tinggi 5,15% ditahun 2016 dibandingkan pertumbuhan nasional 5,02%. Kedua potensi besar tersebut sayangnya belum terhubung secara professional. Sinergi diperlukan untuk mempercepat pembangunan berkelanjutan. Keduanya belum memiliki suatu lembaga pemasaran khusus yang professional untuk memasarkan atau mengkomersialisasikan produk kekayaan intelektual mereka. Di sisi lain, Kemenristekdikti sedang membangun Pusat Unggulan Teknologi (PUI) yang melaksanakan kegiatan-kegiatan riset spesifik secara multi dan interdisiplin dengan standar hasil yang sangat tinggi serta relevan dengan kebutuhan Pengguna Iptek dan Science & Techno Park (STP) sebagai wahana hilirisasi IPTEK untuk mendorong pertumbuhan ekonomi daerah melalui penyebaran pusat-pusat pertumbuhan dalam rangka pemerataan antar wilayah di beberapa propinsi di Indonesia dengan memperhatikan prospek dan potensi daerah masing-masing. Namun sayangnya propinsi Lampung belum terdaftar bahkan untuk rencana PUI untuk tahun 2015-2019. Kedua lembaga ini mengelola dari proses inovasi sampai komersialisasi produk inovasi. Saat ini, pemasaran masih dilakukan oleh individu pemilik HaKI itu sendiri yang jelas menjadi tidak efektif karena keahlian mereka adalah penemu. Proyeksi jangka panjang, tanpa pemasaran yang professional perlindungan HaKI hanya akan menjadi beban karena membutuhkan biaya perawatan. Untuk itu Universitas Lampung harus mulai merancang strategi pengelolaan HaKI dengan mempertimbangkan sinergitas relasi antara pemerintah, industri, masyarakat dan universitas yang dapat diselenggarakan dalam kerangka quadrulupe helix.",Quadrulupe Helix untuk Komersialisasi Hak Kekayaan Intelektual Universitas,,4,,show,31265,published,,ISBN: 978-623-6569-11-5,,25895.0,,,,,,,,,,,discussion_paper,Sentra HAKI,,
85,2020-11-18 01:33:29,282,2020-11-18 01:33:29,,,pub,Lembaga Penelitian dan Pengabdian Lampung,,http://repository.lppm.unila.ac.id/id/eprint/25870,none,,monograph,['FMIPA3'],,,"[{'id': 'tristiyanto.1981@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Tristiyanto', 'honourific': None, 'given': 'Tristiyanto'}}, {'name': {'given': 'Putri', 'honourific': None, 'family': 'Ria Wierma', 'lineage': None}, 'id': 'ria.wierma@fh.unila.ac.id'}]",disk0/00/02/58/70,1970-01-01 00:00:00.000002020,archive,2020-11-18 01:33:29,['K1'],"Saat ini, Universitas Lampung telah memiliki 33 Paten, 2 HaKI dan 297 judul publikasi hasil penelitian (2014-2016) serta telah memiliki pusat penelitian dan pengembangan HaKI untuk melindungi hasil temuannya. Sedangkan Provinsi Lampung saat ini adalah salah satu provinsi dengan tingkat pertumbuhan ekonomi yang tinggi 5,15% ditahun 2016 dibandingkan pertumbuhan nasional 5,02%. Kedua potensi besar tersebut sayangnya belum terhubung secara professional. Sinergi diperlukan untuk mempercepat pembangunan berkelanjutan. Keduanya belum memiliki suatu lembaga pemasaran khusus yang professional untuk memasarkan atau mengkomersialisasikan produk kekayaan intelektual mereka. Di sisi lain, Kemenristekdikti sedang membangun Pusat Unggulan Teknologi (PUI) yang melaksanakan kegiatan-kegiatan riset spesifik secara multi dan interdisiplin dengan standar hasil yang sangat tinggi serta relevan dengan kebutuhan Pengguna Iptek dan Science & Techno Park (STP) sebagai wahana hilirisasi IPTEK untuk mendorong pertumbuhan ekonomi daerah melalui penyebaran pusat-pusat pertumbuhan dalam rangka pemerataan antar wilayah di beberapa propinsi di Indonesia dengan memperhatikan prospek dan potensi daerah masing-masing. Namun sayangnya propinsi Lampung belum terdaftar bahkan untuk rencana PUI untuk tahun 2015-2019. Kedua lembaga ini mengelola dari proses inovasi sampai komersialisasi produk inovasi. Saat ini, pemasaran masih dilakukan oleh individu pemilik HaKI itu sendiri yang jelas menjadi tidak efektif karena keahlian mereka adalah penemu. Proyeksi jangka panjang, tanpa pemasaran yang professional perlindungan HaKI hanya akan menjadi beban karena membutuhkan biaya perawatan. Untuk itu Universitas Lampung harus mulai merancang strategi pengelolaan HaKI dengan mempertimbangkan sinergitas relasi antara pemerintah, industri, masyarakat dan universitas yang dapat diselenggarakan dalam kerangka quadrulupe helix.",Quadruple Helix Untuk Komersialisasi Hak Kekayaan Intelektual Universitas,,7,,show,25870,,Bandar Lampung,,,,,,,,,,,,,,working_paper,University of Lampung,Sentra Kekayaan Intelektual Universitas Lampung,
86,2021-05-30 15:25:23,215,2021-05-30 15:25:23,1-8,1.0,pub,Jurusan Ilmu Komputer FMIPA Universitas Lampung,"[{'eprintid': 31300, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 141440, 'main': '3-Article Text-42-1-10-20201130 (1).pdf', 'files': [{'datasetid': 'document', 'filesize': 496063, 'mime_type': 'application/pdf', 'fileid': 370909, 'filename': '3-Article Text-42-1-10-20201130 (1).pdf', 'hash': '5800bc7de917e32c17264f99380de211', 'mtime': '2021-05-29 12:48:41', 'hash_type': 'MD5', 'objectid': 141440, 'uri': 'http://repository.lppm.unila.ac.id/id/file/370909'}], 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/141440'}]",http://repository.lppm.unila.ac.id/id/eprint/31300,public,TRUE,article,['FMIPA3'],Jurnal Pepadun,2774-3403,"[{'id': None, 'name': {'lineage': None, 'family': 'Viana', 'honourific': None, 'given': 'Okta'}}, {'id': 'machudor.yusman@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Yusman', 'honourific': None, 'given': 'Machudor'}}, {'id': 'kurnia.muludi@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Muludi', 'lineage': None, 'given': 'Kurnia'}}, {'id': None, 'name': {'given': 'Aristoteles', 'honourific': None, 'family': 'Aristoteles', 'lineage': None}}]",disk0/00/03/13/00,2020-12-01 00:00:00.000000000,archive,2021-05-30 15:25:23,['QA76'],"This research was conducted to create a decision support system for selection of candidates for receiving Regional  Operational  Assistance  (BOSDA)  in  SMK  Negeri  2  Bandar  Lampung.  Decision  support  systems  are  made based  on  the  Web  and  selection  ofcandidates  for  BOSDA  acceptance  using  the  method  (Simple  Additive  Weighting). The  data  used  from  the  data  of  SMK  Negeri  2  Bandar  Lampung.  The  selection  process  for  prospective  BOSDA recipients is carried out by collecting data on prospective BOSDA recipients along with criteria in accordance with the conditions of prospective BOSDA recipients. Data that has been received is processed by the system by determining the priority of each criterion and summing the weight of each criterion value. The result of system functional testing is that the system is compatible on the computer on the computer being tested and all menus on the system are running well. System  testing  is  performed  on  the  Administration  computer  SMK  Negeri  2  Bandar  Lampung.  The  system  test  results using Black Box Testing using 220 prospective BOSDA recipient students. Based on testing that has been conducted on users,  the  system  can  simplify  the  performance  of  the  verification  team  in  conducting  the  selection  so  that  it  can  run effectively and efficiently. Based on the accuracy of the results of the system decision, it is stated that 87% has met the criteria for selecting potential recipients who are entitled to BOSDA.Keywords:Black Box;Decision Support System;Regional Operational Assistance; Simple Additive Weighting;Web.",SISTEM PENDUKUNG KEPUTUSAN PENERIMA BANTUAN OPERASIONAL DAERAH (BOSDA) UNTUK SMK NEGERI 2 BANDAR LAMPUNG,https://pepadun.fmipa.unila.ac.id/,7,1.0,show,31300,published,,,,,,,,,,,,,,,,,,
87,2020-11-16 04:44:26,2425,2020-11-16 04:44:26,,,pub,IOP Publishing,"[{'placement': 1, 'security': 'public', 'eprintid': 25405, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 39233, 'uri': 'http://repository.lppm.unila.ac.id/id/file/229693', 'datasetid': 'document', 'filesize': 1139221, 'fileid': 229693, 'mime_type': 'application/pdf', 'mtime': '2020-11-16 03:46:15', 'hash_type': 'MD5', 'filename': 'Wajiran_2020_J._Phys. _Conf._Ser._1655_012003.pdf', 'hash': 'a08958340c0c5f07d6c984359f13bf38'}], 'docid': 39233, 'main': 'Wajiran_2020_J._Phys. _Conf._Ser._1655_012003.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/39233', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",http://repository.lppm.unila.ac.id/id/eprint/25405,public,FALSE,article,['FMIPA3'],Journal of Physics: Conference Series,Print : 1742-6588 Online : 1742-6596,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Wajiran', 'given': 'Wajiran'}, 'id': None}, {'name': {'given': 'S.D', 'lineage': None, 'honourific': None, 'family': 'Riskiono'}, 'id': None}, {'name': {'given': 'Purwono', 'lineage': None, 'family': 'Prasetyawan', 'honourific': None}, 'id': 'purwono.prasetyawan@teknokrat.ac.id'}, {'id': None, 'name': {'given': 'Agus', 'lineage': None, 'honourific': None, 'family': 'Mulyanto'}}, {'name': {'given': 'Muhammad', 'family': 'Iqbal', 'honourific': None, 'lineage': None}, 'id': 'muhammad.iqbal@fmipa.unila.ac.id'}, {'name': {'family': 'Prabowo', 'honourific': None, 'lineage': None, 'given': 'Rizky'}, 'id': 'rizky.prabowo@fmipa.unila.ac.id'}]",disk0/00/02/54/05,2020-11-15 00:00:00.000000000,archive,2020-11-16 04:44:26,['QA75'],"In this article, it is explained the design of control and monitoring systems for manymushrooms cultivation fields (kumbung) in realtime based on Wireless Sensor Network(WSN) and the Internet of Things (IoT). This system is designed to control and monitortemperature and humidity parameters in each kumbung. The system consists of several nodeboards in each kumbung and master board. The main components of the node board consist ofArduino Uno which is connected to XBee, DHT22 sensor, actuator in the form of a sprayerpump,a blower and lamp. The main components of the Master board are Raspberry Pi andXbee. Data is sent from each node to the Master using the WSN network with data packagesthat contain temperature and humidity data with the ID of each kumbung. The master boardsends all kumbung data through a WiFi network to the Firebase realtime database that can bemonitored via a smartphone. Kumbung control is performed by an actuator at each board node.The actuator keeps the temperature betwen 26-290C and the humidity betwen 70-90%RH formushrooms in the phase of body formation. The results of this system prototype experimentshow that the functionality of the system is running well, although there is an average error0,4650C for temperature readings and an average error 2,67% for humidity readings. This erroris still in the DHT22 working area based on the datasheet",Control and Realtime Monitoring System for Mushroom Cultivation Fields based on WSN and IoT,,9,,show,25405,published,,,,,,,,,,,,,,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]
88,2021-12-06 01:06:50,670,2021-12-06 01:06:50,,,pub,,"[{'files': [{'objectid': 158062, 'uri': 'http://repository.lppm.unila.ac.id/id/file/425855', 'mime_type': 'application/pdf', 'fileid': 425855, 'filename': 'sertifikat_hak_cipta_sollin_lowres.pdf', 'hash': '768760460b514d23ac0d76951b2c3f30', 'mtime': '2021-12-05 08:24:53', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1159104}], 'main': 'sertifikat_hak_cipta_sollin_lowres.pdf', 'docid': 158062, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158062', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 36563, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/36563,public,,patent,['FMIPA3'],,,"[{'name': {'lineage': None, 'family': 'Wamiliana', 'honourific': None, 'given': 'Wamiliana'}, 'id': 'wamiliana@gmail.com'}, {'id': 'akmal.junaidi@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Junaidi', 'lineage': None, 'given': 'Akmal'}}, {'id': 'pakamanto@gmail.com', 'name': {'given': 'Amanto', 'lineage': None, 'honourific': None, 'family': 'Amanto'}}, {'id': 'mudiyantofebi@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Mudiyanto', 'given': 'Febi'}}]",disk0/00/03/65/63,1970-01-01 00:00:00.000002020,archive,2021-12-06 01:06:50,['QA75'],"Program komputer ini adalah aplikasi yang dapat digunakan untuk menyelesaikan permasalahan yang berkaitan dengan persoalan koneksi dan instalasi jaringan. Input aplikasi berupa sistem jaringan misalnya jaringan pipa air bersih, dimana pada setiap titik percabangan memiliki keterbatasan sambungan. Hal ini diterapkan untuk menjamin keterhandalan jaringan pipa air tersebut.",Penentuan Degree Constrained Minimum Spanning Tree dengan Algoritma Sollin,,8,,show,36563,published,,204441,Akmal Junaidi,,,,,,,,,,,,,,,
89,2021-04-01 01:46:42,725,2021-04-01 01:46:42,,,pub,PennWell Publishing Co.,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/255519', 'objectid': 42881, 'filesize': 2366286, 'datasetid': 'document', 'filename': '8. sst20_nilai.pdf', 'hash': '83dc8577307f249c673251b37308883f', 'mtime': '2021-03-31 19:45:44', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 255519}], 'main': '8. sst20_nilai.pdf', 'docid': 42881, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42881', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 28342, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/28342,public,,other,['FMIPA3'],,,"[{'id': None, 'name': {'honourific': None, 'family': 'Wantoro', 'lineage': None, 'given': 'Agus'}}, {'id': 'admi_syarif@yahoo.com', 'name': {'lineage': None, 'family': 'Admi Syarif', 'honourific': None, 'given': 'AS'}}, {'name': {'given': 'Khairun Nisa', 'family': 'Berawi', 'honourific': None, 'lineage': None}, 'id': 'nisaberawi0226@gmail.com'}, {'id': None, 'name': {'honourific': None, 'family': 'Lukman', 'lineage': None, 'given': 'Pura'}}]",disk0/00/02/83/42,2020-10-01 00:00:00.000000000,archive,2021-04-01 01:46:42,['TA'],"Hypertension is still the number one killer disease in Indonesia, and hypertension sufferers have increased by 8.3% per year from 2013-2018. In 2018 the prevalence of hypertension in Indonesia reached 34.1% and affected about 20% of the world's population. Handling of hypertension sufferers can be done in two ways, namely modifying lifestyle and using drugs. Antihypertensive drugs that are given pay attention to age, history of the disease, smoking habits, obesity, and consider diseases such as diabetes, kidney, heart failure, and ischemic heart. Improper use of antihypertensive drugs often causes fever, diarrhea, diabetes, kidney failure, stress, breathing through the mouth, neurological disorders, radiation to the neck and head area, and localized disorders of the salivary glands. Doctors or medical personnel in providing antihypertensive drugs require good pharmacological knowledge. In general, not all hospitals have someone who is an expert in pharmacology. Therefore this study aims to develop a model based on Fuzzy Tsukamoto and Profile Matching for a recommendation of drug combinations, the suitability of dosage, and frequency in hypertensive patients. The results of the model evaluation show an accuracy of 97.5%",Peer Review: Application-Based on Fuzzy Tsukamoto And Profile Matching for Combination Drugs Recommendations in Patients Hypertension with Complications,http://solidstatetechnology.us/index.php/JSST/article/view/2870,8,,show,28342,published,,,,,,,,,,,,,,,,,,
90,2021-06-15 07:08:15,725,2020-11-19 11:31:51,2486-2504,6.0,pub,Pennwell Corporation,"[{'main': '0. JI_Terindeks_5_Solid State 2020 - Lengkap.pdf', 'docid': 147963, 'files': [{'objectid': 147963, 'uri': 'http://repository.lppm.unila.ac.id/id/file/385547', 'datasetid': 'document', 'filesize': 4906386, 'mime_type': 'application/pdf', 'fileid': 385547, 'filename': '0. JI_Terindeks_5_Solid State 2020 - Lengkap.pdf', 'hash': 'd514a9db8665a2768d2b805b60e13314', 'hash_type': 'MD5', 'mtime': '2021-06-15 07:08:15'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/147963', 'eprintid': 26175, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/26175,public,TRUE,article,['FMIPA3'],Solid State Technology,1819-6608,"[{'id': None, 'name': {'given': 'Agus', 'lineage': None, 'honourific': None, 'family': 'Wantoro'}}, {'name': {'honourific': None, 'family': 'Admi Syarif', 'lineage': None, 'given': 'AS'}, 'id': 'admi_syarif@yahoo.com'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Khairun', 'given': 'Nisa Berawi'}, 'id': 'nisaberawi0226@gmail.com'}, {'name': {'honourific': None, 'family': 'Lukman', 'lineage': None, 'given': 'Pura'}, 'id': None}]",disk0/00/02/61/75,1970-01-01 00:00:00.000002020,archive,2020-11-19 11:31:51,"['R1', 'T1']","Hypertension is still the number one killer disease in Indonesia, and hypertension sufferers have increased by 8.3% per year from 2013-2018. In 2018 the prevalence of hypertension in Indonesia reached 34.1% and affected about 20% of the world's population. Handling of hypertension sufferers can be done in two ways, namely modifying lifestyle and using drugs. Antihypertensive drugs that are given pay attention to age, history of the disease, smoking habits, obesity, and consider diseases such as diabetes, kidney, heart failure, and ischemic heart. Improper use of antihypertensive drugs often causes fever, diarrhea, diabetes, kidney failure, stress, breathing through the mouth, neurological disorders, radiation to the neck and head area, and localized disorders of the salivary glands. Doctors or medical personnel in providing antihypertensive drugs require good pharmacological knowledge. In general, not all hospitals have someone who is an expert in pharmacology. Therefore this study aims to develop a model based on Fuzzy Tsukamoto and Profile Matching for a recommendation of drug combinations, the suitability of dosage, and frequency in hypertensive patients. The results of the model evaluation show an accuracy of 97.5%",Application-Based on Fuzzy Tsukamoto And Profile Matching for Combination Drugs Recommendations in Patients Hypertension with Complications,http://solidstatetechnology.us/index.php/JSST/article/view/2870,10,63.0,show,26175,,,,,,,,,,,,,,,,,,,
